,golang/go,rust-lang/rust,nim-lang/Nim
2018-10-25,15,122,11
2018-10-26,11,77,0
2018-10-27,7,49,4
2018-10-28,9,61,14
2018-10-29,12,61,8
2018-10-30,23,70,29
2018-10-31,15,62,8
2018-11-01,10,96,4
2018-11-02,41,62,5
2018-11-03,6,71,5
2018-11-04,2,37,1
2018-11-05,21,99,3
2018-11-06,15,53,9
2018-11-07,6,81,12
2018-11-08,17,56,18
2018-11-09,16,49,6
2018-11-10,7,85,2
2018-11-11,4,60,6
2018-11-12,32,38,1
2018-11-13,19,63,2
2018-11-14,23,36,3
2018-11-15,9,67,12
2018-11-16,20,123,6
2018-11-17,3,34,0
2018-11-18,2,47,3
2018-11-19,8,52,7
2018-11-20,12,72,7
2018-11-21,8,108,7
2018-11-22,2,61,5
2018-11-23,4,42,25
2018-11-24,1,61,1
2018-11-25,0,63,0
2018-11-26,13,56,15
2018-11-27,13,127,5
2018-11-28,16,47,1
2018-11-29,26,84,6
2018-11-30,10,103,6
2018-12-01,6,18,3
2018-12-02,2,57,0
2018-12-03,10,79,7
2018-12-04,14,82,11
2018-12-05,20,59,15
2018-12-06,10,74,5
2018-12-07,10,57,7
2018-12-08,1,57,12
2018-12-09,1,57,21
2018-12-10,10,73,10
2018-12-11,15,78,60
2018-12-12,21,86,20
2018-12-13,25,53,17
2018-12-14,16,80,10
2018-12-15,5,57,8
2018-12-16,1,40,14
2018-12-17,19,56,3
2018-12-18,18,50,8
2018-12-19,8,117,12
2018-12-20,13,86,9
2018-12-21,4,79,11
2018-12-22,5,75,4
2018-12-23,0,54,2
2018-12-24,3,38,0
2018-12-25,1,60,1
2018-12-26,1,52,1
2018-12-27,3,76,8
2018-12-28,3,61,0
2018-12-29,4,73,0
2018-12-30,3,72,14
2018-12-31,1,50,4
2019-01-01,2,60,4
2019-01-02,13,83,3
2019-01-03,9,89,2
2019-01-04,10,68,10
2019-01-05,2,70,3
2019-01-06,1,63,7
2019-01-07,10,82,6
2019-01-08,8,91,10
2019-01-09,10,51,8
2019-01-10,5,45,17
2019-01-11,2,44,12
2019-01-12,1,80,3
2019-01-13,0,107,16
2019-01-14,5,69,9
2019-01-15,5,67,21
2019-01-16,2,46,15
2019-01-17,6,45,4
2019-01-18,8,82,9
2019-01-19,0,99,8
2019-01-20,2,55,0
2019-01-21,3,72,11
2019-01-22,3,102,16
2019-01-23,6,61,25
2019-01-24,1,76,8
2019-01-25,2,92,12
2019-01-26,0,111,3
2019-01-27,4,82,6
2019-01-28,2,65,14
2019-01-29,4,59,7
2019-01-30,7,72,14
2019-01-31,2,66,9
2019-02-01,4,107,7
2019-02-02,0,37,2
2019-02-03,0,69,3
2019-02-04,3,47,10
2019-02-05,3,79,5
2019-02-06,1,66,20
2019-02-07,3,131,11
2019-02-08,2,93,15
2019-02-09,2,68,10
2019-02-10,1,75,10
2019-02-11,13,83,5
2019-02-12,8,78,9
2019-02-13,5,106,39
2019-02-14,0,72,5
2019-02-15,6,41,5
2019-02-16,1,53,2
2019-02-17,2,60,1
2019-02-18,0,112,9
2019-02-19,12,42,13
2019-02-20,6,87,7
2019-02-21,1,70,4
2019-02-22,9,54,5
2019-02-23,1,83,12
2019-02-24,6,90,0
2019-02-25,4,58,6
2019-02-26,65,48,4
2019-02-27,52,81,1
2019-02-28,11,37,8
2019-03-01,29,50,5
2019-03-02,22,56,2
2019-03-03,8,59,3
2019-03-04,12,57,17
2019-03-05,25,71,15
2019-03-06,30,45,7
2019-03-07,20,56,4
2019-03-08,23,56,4
2019-03-09,13,39,0
2019-03-10,3,44,2
2019-03-11,14,50,4
2019-03-12,26,68,2
2019-03-13,22,56,7
2019-03-14,23,49,12
2019-03-15,16,109,6
2019-03-16,1,93,0
2019-03-17,3,51,2
2019-03-18,13,80,5
2019-03-19,23,64,8
2019-03-20,13,66,3
2019-03-21,14,58,8
2019-03-22,14,46,3
2019-03-23,3,60,6
2019-03-24,3,46,1
2019-03-25,21,72,2
2019-03-26,9,78,8
2019-03-27,18,60,4
2019-03-28,21,87,2
2019-03-29,13,91,3
2019-03-30,3,74,1
2019-03-31,4,49,2
2019-04-01,5,46,6
2019-04-02,12,87,7
2019-04-03,17,68,3
2019-04-04,8,67,10
2019-04-05,18,50,7
2019-04-06,0,36,7
2019-04-07,6,52,2
2019-04-08,17,47,5
2019-04-09,8,59,10
2019-04-10,10,51,11
2019-04-11,11,63,7
2019-04-12,11,74,5
2019-04-13,5,60,1
2019-04-14,2,92,3
2019-04-15,16,45,7
2019-04-16,34,64,7
2019-04-17,11,109,8
2019-04-18,10,73,2
2019-04-19,23,87,4
2019-04-20,3,51,5
2019-04-21,0,67,3
2019-04-22,12,75,3
2019-04-23,20,75,12
2019-04-24,16,74,4
2019-04-25,14,84,3
2019-04-26,19,51,2
2019-04-27,9,30,5
2019-04-28,4,43,6
2019-04-29,20,46,7
2019-04-30,34,74,4
2019-05-01,16,102,2
2019-05-02,13,98,6
2019-05-03,14,44,3
2019-05-04,1,104,11
2019-05-05,3,33,8
2019-05-06,22,41,9
2019-05-07,6,40,7
2019-05-08,16,39,18
2019-05-09,29,73,4
2019-05-10,9,57,10
2019-05-11,2,53,2
2019-05-12,2,44,1
2019-05-13,20,61,9
2019-05-14,15,62,4
2019-05-15,8,55,14
2019-05-16,20,57,5
2019-05-17,12,61,0
2019-05-18,0,45,0
2019-05-19,0,54,1
2019-05-20,11,100,7
2019-05-21,10,93,7
2019-05-22,12,75,14
2019-05-23,13,105,4
2019-05-24,10,59,8
2019-05-25,2,88,7
2019-05-26,0,51,1
2019-05-27,1,99,12
2019-05-28,8,115,9
2019-05-29,6,69,17
2019-05-30,13,63,4
2019-05-31,9,55,0
2019-06-01,0,64,5
2019-06-02,2,54,6
2019-06-03,6,84,11
2019-06-04,4,96,8
2019-06-05,11,64,14
2019-06-06,18,68,7
2019-06-07,12,44,11
2019-06-08,0,84,0
2019-06-09,2,71,3
2019-06-10,10,61,8
2019-06-11,6,93,6
2019-06-12,7,100,9
2019-06-13,11,44,9
2019-06-14,4,61,5
2019-06-15,3,85,3
2019-06-16,1,70,1
2019-06-17,4,30,6
2019-06-18,7,54,5
2019-06-19,11,65,10
2019-06-20,7,64,18
2019-06-21,9,75,4
2019-06-22,0,72,0
2019-06-23,2,44,4
2019-06-24,7,64,5
2019-06-25,15,52,3
2019-06-26,17,85,15
2019-06-27,8,29,7
2019-06-28,3,22,4
2019-06-29,1,52,1
2019-06-30,1,61,1
2019-07-01,2,43,11
2019-07-02,3,110,1
2019-07-03,6,91,12
2019-07-04,0,70,8
2019-07-05,5,61,8
2019-07-06,1,111,9
2019-07-07,0,86,4
2019-07-08,5,47,10
2019-07-09,2,77,19
2019-07-10,6,97,15
2019-07-11,2,56,3
2019-07-12,3,50,17
2019-07-13,0,49,3
2019-07-14,1,45,6
2019-07-15,6,81,8
2019-07-16,4,44,6
2019-07-17,4,48,13
2019-07-18,7,60,7
2019-07-19,3,57,9
2019-07-20,0,61,0
2019-07-21,0,38,2
2019-07-22,2,69,2
2019-07-23,4,62,0
2019-07-24,0,75,2
2019-07-25,0,64,6
2019-07-26,0,81,1
2019-07-27,2,69,8
2019-07-28,1,129,0
2019-07-29,3,71,0
2019-07-30,6,82,1
2019-07-31,5,61,0
2019-08-01,5,82,1
2019-08-02,8,103,2
2019-08-03,1,60,1
2019-08-04,0,69,7
2019-08-05,6,95,3
2019-08-06,5,88,2
2019-08-07,1,42,4
2019-08-08,5,84,12
2019-08-09,4,93,2
2019-08-10,1,91,1
2019-08-11,2,74,1
2019-08-12,2,101,3
2019-08-13,1,67,3
2019-08-14,2,81,4
2019-08-15,3,91,4
2019-08-16,3,70,12
2019-08-17,0,73,4
2019-08-18,1,46,3
2019-08-19,1,108,3
2019-08-20,2,72,4
2019-08-21,4,85,4
2019-08-22,3,81,2
2019-08-23,4,42,9
2019-08-24,1,80,1
2019-08-25,3,62,0
2019-08-26,13,68,10
2019-08-27,32,55,16
2019-08-28,46,59,6
2019-08-29,24,71,4
2019-08-30,13,63,3
2019-08-31,9,47,12
2019-09-01,10,34,1
2019-09-02,10,36,15
2019-09-03,16,65,7
2019-09-04,11,62,4
2019-09-05,2,123,6
2019-09-06,18,66,8
2019-09-07,7,79,0
2019-09-08,2,45,8
2019-09-09,10,82,1
2019-09-10,14,64,9
2019-09-11,22,45,10
2019-09-12,19,42,2
2019-09-13,4,47,5
2019-09-14,1,68,0
2019-09-15,2,56,0
2019-09-16,16,95,8
2019-09-17,12,87,5
2019-09-18,24,56,6
2019-09-19,12,72,3
2019-09-20,6,46,2
2019-09-21,5,49,16
2019-09-22,1,56,1
2019-09-23,12,74,6
2019-09-24,15,70,2
2019-09-25,23,119,5
2019-09-26,30,84,2
2019-09-27,11,57,5
2019-09-28,4,128,1
2019-09-29,3,63,1
2019-09-30,10,100,16
2019-10-01,14,82,4
2019-10-02,11,132,6
2019-10-03,20,82,7
2019-10-04,26,78,8
2019-10-05,7,34,0
2019-10-06,2,55,2
2019-10-07,13,84,6
2019-10-08,17,83,10
2019-10-09,24,50,2
2019-10-10,12,59,7
2019-10-11,22,101,9
2019-10-12,5,39,0
2019-10-13,2,78,0
2019-10-14,21,66,1
2019-10-15,20,113,3
2019-10-16,14,66,2
2019-10-17,29,91,8
2019-10-18,11,112,6
2019-10-19,3,60,1
2019-10-20,7,55,6
2019-10-21,33,65,0
2019-10-22,37,98,5
2019-10-23,14,88,12
2019-10-24,18,103,17
2019-10-25,26,138,2
2019-10-26,16,65,1
2019-10-27,3,63,6
2019-10-28,22,80,13
2019-10-29,24,87,1
2019-10-30,12,57,3
2019-10-31,18,64,4
2019-11-01,24,69,3
2019-11-02,21,37,1
2019-11-03,6,65,4
2019-11-04,21,83,7
2019-11-05,36,100,5
2019-11-06,19,102,10
2019-11-07,43,111,13
2019-11-08,45,76,2
2019-11-09,6,51,4
2019-11-10,8,51,0
2019-11-11,27,85,2
2019-11-12,30,93,2
2019-11-13,13,89,9
2019-11-14,6,86,1
2019-11-15,18,150,6
2019-11-16,3,59,0
2019-11-17,0,74,0
2019-11-18,14,84,3
2019-11-19,22,73,2
2019-11-20,12,59,4
2019-11-21,7,76,6
2019-11-22,15,101,8
2019-11-23,4,84,0
2019-11-24,1,95,1
2019-11-25,9,84,6
2019-11-26,4,99,3
2019-11-27,10,114,1
2019-11-28,1,74,11
2019-11-29,0,70,7
2019-11-30,0,72,2
2019-12-01,0,51,1
2019-12-02,5,153,0
2019-12-03,4,112,4
2019-12-04,8,87,3
2019-12-05,13,53,8
2019-12-06,17,117,2
2019-12-07,2,47,0
2019-12-08,0,67,7
2019-12-09,10,56,5
2019-12-10,6,44,7
2019-12-11,8,51,2
2019-12-12,4,85,1
2019-12-13,4,74,5
2019-12-14,0,29,0
2019-12-15,1,47,3
2019-12-16,4,59,0
2019-12-17,5,24,6
2019-12-18,7,70,4
2019-12-19,5,67,3
2019-12-20,10,148,0
2019-12-21,0,111,4
2019-12-22,0,92,1
2019-12-23,2,133,1
2019-12-24,5,47,16
2019-12-25,0,71,0
2019-12-26,2,84,0
2019-12-27,8,65,2
2019-12-28,0,35,1
2019-12-29,0,36,5
2019-12-30,3,119,1
2019-12-31,1,131,5
2020-01-01,0,30,1
2020-01-02,5,35,3
2020-01-03,11,65,5
2020-01-04,4,82,3
2020-01-05,0,50,8
2020-01-06,22,51,1
2020-01-07,13,126,9
2020-01-08,4,107,2
2020-01-09,16,105,5
2020-01-10,14,118,8
2020-01-11,0,130,1
2020-01-12,0,67,2
2020-01-13,6,71,6
2020-01-14,4,71,7
2020-01-15,6,111,6
2020-01-16,3,86,7
2020-01-17,2,49,7
2020-01-18,3,55,5
2020-01-19,4,52,8
2020-01-20,1,71,4
2020-01-21,3,48,3
2020-01-22,7,35,4
2020-01-23,11,52,12
2020-01-24,6,45,3
2020-01-25,7,43,4
2020-01-26,1,36,5
2020-01-27,5,54,2
2020-01-28,8,63,10
2020-01-29,9,77,2
2020-01-30,6,58,3
2020-01-31,25,44,1
2020-02-01,1,68,0
2020-02-02,1,99,2
2020-02-03,0,89,1
2020-02-04,11,62,7
2020-02-05,20,83,3
2020-02-06,4,120,2
2020-02-07,14,92,12
2020-02-08,3,78,4
2020-02-09,0,103,3
2020-02-10,3,80,2
2020-02-11,2,108,6
2020-02-12,5,145,3
2020-02-13,6,114,0
2020-02-14,1,106,5
2020-02-15,1,79,2
2020-02-16,0,86,1
2020-02-17,1,111,2
2020-02-18,6,81,2
2020-02-19,47,103,3
2020-02-20,19,49,3
2020-02-21,32,97,5
2020-02-22,10,87,3
2020-02-23,5,69,1
2020-02-24,30,95,3
2020-02-25,34,37,3
2020-02-26,27,77,9
2020-02-27,26,78,10
2020-02-28,21,95,2
2020-02-29,5,89,1
2020-03-01,11,67,2
2020-03-02,20,83,4
2020-03-03,19,92,5
2020-03-04,12,123,9
2020-03-05,12,68,3
2020-03-06,9,72,5
2020-03-07,2,89,2
2020-03-08,1,84,1
2020-03-09,9,82,6
2020-03-10,20,119,4
2020-03-11,22,97,13
2020-03-12,15,77,7
2020-03-13,20,75,3
2020-03-14,2,123,0
2020-03-15,11,60,1
2020-03-16,8,125,12
2020-03-17,9,95,10
2020-03-18,14,88,10
2020-03-19,10,116,10
2020-03-20,16,66,14
2020-03-21,5,137,2
2020-03-22,6,84,7
2020-03-23,23,145,10
2020-03-24,20,134,2
2020-03-25,22,95,8
2020-03-26,11,136,6
2020-03-27,19,93,3
2020-03-28,6,75,2
2020-03-29,4,80,3
2020-03-30,17,115,2
2020-03-31,20,142,14
2020-04-01,17,98,29
2020-04-02,14,124,10
2020-04-03,13,77,8
2020-04-04,2,64,2
2020-04-05,4,126,7
2020-04-06,12,86,3
2020-04-07,9,86,5
2020-04-08,30,91,7
2020-04-09,20,101,1
2020-04-10,18,105,1
2020-04-11,7,97,1
2020-04-12,7,59,1
2020-04-13,28,84,7
2020-04-14,23,99,2
2020-04-15,11,93,5
2020-04-16,17,91,6
2020-04-17,13,94,1
2020-04-18,5,111,4
2020-04-19,6,73,5
2020-04-20,33,101,14
2020-04-21,31,44,14
2020-04-22,26,112,15
2020-04-23,26,129,4
2020-04-24,43,75,10
2020-04-25,11,100,6
2020-04-26,2,87,4
2020-04-27,48,162,9
2020-04-28,30,76,8
2020-04-29,35,81,5
2020-04-30,35,75,11
2020-05-01,30,122,4
2020-05-02,3,109,13
2020-05-03,1,89,4
2020-05-04,15,99,10
2020-05-05,15,100,3
2020-05-06,13,95,8
2020-05-07,26,82,7
2020-05-08,28,91,7
2020-05-09,3,79,1
2020-05-10,2,102,2
2020-05-11,7,66,14
2020-05-12,6,49,11
2020-05-13,9,47,9
2020-05-14,14,82,2
2020-05-15,1,24,6
2020-05-16,0,80,6
2020-05-17,0,80,2
2020-05-18,10,70,8
2020-05-19,10,77,3
2020-05-20,7,103,5
2020-05-21,12,82,6
2020-05-22,1,122,6
2020-05-23,1,54,1
2020-05-24,3,96,2
2020-05-25,1,111,7
2020-05-26,16,77,5
2020-05-27,5,72,4
2020-05-28,6,69,4
2020-05-29,9,117,7
2020-05-30,1,96,4
2020-05-31,5,118,2
2020-06-01,7,51,12
2020-06-02,8,58,2
2020-06-03,18,66,1
2020-06-04,15,61,3
2020-06-05,13,75,2
2020-06-06,0,32,36
2020-06-07,2,53,4
2020-06-08,13,86,7
2020-06-09,9,72,6
2020-06-10,7,68,5
2020-06-11,7,97,1
2020-06-12,4,58,5
2020-06-13,1,69,2
2020-06-14,2,39,3
2020-06-15,7,117,7
