,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2018-09-20,-1.0135155711999957,7,0
2018-09-21,-10.501843148799999,1,7
2018-09-22,-12.369506816000001,5,1
2018-09-23,8.482638847999997,6,6
2018-09-24,11.67740416,1,10
2018-09-25,1.170255872000002,6,6
2018-09-26,-3.137781043199997,2,2
2018-09-27,9.1006821376,9,0
2018-09-28,5.616883814400001,8,0
2018-09-29,-10.331788799999998,10,0
2018-09-30,0.9635481599999993,3,0
2018-10-01,18.672856371199998,8,4
2018-10-02,11.637199155200001,20,2
2018-10-03,3.7728086016000013,2,11
2018-10-04,4.330190131200002,0,0
