,antvis/g2,recharts/recharts,alibaba/bizcharts
2019-10-27,-1.6047616000000011,0,0
2019-10-28,20.757314559999998,0,0
2019-10-29,10.584436736000004,2,0
2019-10-30,1.1825196032000012,0,2
2019-10-31,-1.0705926144000006,4,0
2019-11-01,-0.8353387520000011,9,0
2019-11-02,-2.1665141760000006,0,0
2019-11-03,-1.4221483008000007,0,0
2019-11-04,15.925199359999999,0,0
2019-11-05,5.725833216000002,10,0
2019-11-06,-1.095374540799999,0,0
2019-11-07,-0.6078613504000003,0,1
2019-11-08,10.1444979712,0,3
2019-11-09,-3.5402954751999998,0,0
