,php/php-src,python/cpython,ruby/ruby
2000-11-25,3,0,0
2000-11-26,5,2,0
2000-11-27,10,5,1
2000-11-28,9,6,0
2000-11-29,11,9,0
2000-11-30,6,10,0
2000-12-01,15,4,0
2000-12-02,9,0,0
2000-12-03,10,10,0
2000-12-04,18,5,1
2000-12-05,13,0,2
2000-12-06,13,7,2
2000-12-07,23,6,1
2000-12-08,12,1,1
2000-12-09,4,1,0
2000-12-10,14,2,0
2000-12-11,9,11,0
2000-12-12,8,33,1
2000-12-13,16,17,2
2000-12-14,12,12,1
2000-12-15,11,25,0
2000-12-16,6,3,0
2000-12-17,8,1,0
2000-12-18,26,3,2
2000-12-19,8,27,0
2000-12-20,8,6,0
2000-12-21,4,5,1
2000-12-22,12,10,4
2000-12-23,4,7,0
2000-12-24,15,0,3
2000-12-25,1,1,3
2000-12-26,5,5,2
2000-12-27,4,5,1
2000-12-28,10,2,1
2000-12-29,0,3,3
2000-12-30,2,1,0
2000-12-31,0,4,0
2001-01-01,1,5,0
2001-01-02,6,10,0
2001-01-03,19,14,0
2001-01-04,10,27,0
2001-01-05,18,9,1
2001-01-06,5,2,0
2001-01-07,26,4,0
2001-01-08,25,12,0
2001-01-09,19,26,7
2001-01-10,11,17,9
2001-01-11,6,17,4
2001-01-12,12,13,0
2001-01-13,17,9,3
2001-01-14,16,21,1
2001-01-15,21,33,2
2001-01-16,7,23,1
2001-01-17,12,47,4
2001-01-18,12,33,3
2001-01-19,11,53,1
2001-01-20,7,14,1
2001-01-21,5,21,0
2001-01-22,14,42,1
2001-01-23,10,54,3
2001-01-24,7,48,2
2001-01-25,5,32,0
2001-01-26,10,23,1
2001-01-27,9,18,0
2001-01-28,5,17,0
2001-01-29,2,29,2
2001-01-30,9,8,0
2001-01-31,18,13,1
2001-02-01,18,24,0
2001-02-02,12,37,1
2001-02-03,6,8,0
2001-02-04,7,4,0
2001-02-05,18,8,0
2001-02-06,10,13,3
2001-02-07,7,3,2
2001-02-08,9,3,3
2001-02-09,8,69,2
2001-02-10,1,9,0
2001-02-11,3,6,2
2001-02-12,10,20,0
2001-02-13,8,4,4
2001-02-14,13,19,3
2001-02-15,10,11,3
2001-02-16,9,18,1
2001-02-17,3,20,2
2001-02-18,13,13,2
2001-02-19,9,33,3
2001-02-20,25,15,2
2001-02-21,19,15,0
2001-02-22,11,16,1
2001-02-23,7,17,0
2001-02-24,8,1,3
2001-02-25,3,0,2
2001-02-26,15,7,1
2001-02-27,10,48,2
2001-02-28,6,55,2
2001-03-01,15,48,0
2001-03-02,13,50,0
2001-03-03,10,7,0
2001-03-04,12,2,2
2001-03-05,5,3,3
2001-03-06,17,22,2
2001-03-07,10,3,1
2001-03-08,6,7,1
2001-03-09,4,1,1
2001-03-10,7,7,1
2001-03-11,8,6,0
2001-03-12,20,3,1
2001-03-13,23,6,6
2001-03-14,7,4,2
2001-03-15,4,9,0
2001-03-16,18,7,2
2001-03-17,7,4,0
2001-03-18,8,7,3
2001-03-19,6,5,1
2001-03-20,22,16,2
2001-03-21,19,25,5
2001-03-22,10,43,3
2001-03-23,15,55,0
2001-03-24,7,2,0
2001-03-25,1,1,0
2001-03-26,13,9,7
2001-03-27,9,8,1
2001-03-28,11,6,4
2001-03-29,8,9,0
2001-03-30,5,0,2
2001-03-31,2,5,0
2001-04-01,6,0,2
2001-04-02,9,2,5
2001-04-03,11,3,1
2001-04-04,13,7,0
2001-04-05,11,10,0
2001-04-06,9,8,0
2001-04-07,5,6,0
2001-04-08,7,6,0
2001-04-09,11,17,1
2001-04-10,7,39,0
2001-04-11,3,22,0
2001-04-12,1,38,0
2001-04-13,8,44,0
2001-04-14,9,12,1
2001-04-15,6,14,0
2001-04-16,11,19,0
2001-04-17,14,1,1
2001-04-18,7,23,0
2001-04-19,18,4,0
2001-04-20,8,6,0
2001-04-21,3,10,0
2001-04-22,9,2,1
2001-04-23,8,5,0
2001-04-24,6,1,1
2001-04-25,15,10,0
2001-04-26,12,2,1
2001-04-27,12,4,0
2001-04-28,13,2,0
2001-04-29,17,1,0
2001-04-30,30,1,8
2001-05-01,23,6,0
2001-05-02,30,12,4
2001-05-03,14,13,1
2001-05-04,20,4,0
2001-05-05,12,11,0
2001-05-06,35,1,2
2001-05-07,12,4,7
2001-05-08,18,11,1
2001-05-09,18,30,0
2001-05-10,16,25,3
2001-05-11,23,27,3
2001-05-12,25,7,1
2001-05-13,12,4,1
2001-05-14,19,13,0
2001-05-15,16,10,0
2001-05-16,14,1,10
2001-05-17,18,9,13
2001-05-18,16,8,0
2001-05-19,18,9,0
2001-05-20,24,2,0
2001-05-21,20,18,1
2001-05-22,16,37,1
2001-05-23,21,9,0
2001-05-24,13,3,8
2001-05-25,2,2,2
2001-05-26,1,4,3
2001-05-27,25,1,1
2001-05-28,20,2,3
2001-05-29,9,22,0
2001-05-30,13,3,4
2001-05-31,6,2,1
2001-06-01,18,1,6
2001-06-02,2,6,1
2001-06-03,10,5,1
2001-06-04,5,5,2
2001-06-05,12,5,5
2001-06-06,10,6,4
2001-06-07,7,8,2
2001-06-08,4,7,2
2001-06-09,3,3,2
2001-06-10,6,5,0
2001-06-11,15,8,1
2001-06-12,15,9,3
2001-06-13,7,11,1
2001-06-14,5,8,0
2001-06-15,6,3,0
2001-06-16,0,8,0
2001-06-17,0,4,0
2001-06-18,0,9,0
2001-06-19,16,19,6
2001-06-20,11,20,0
2001-06-21,15,6,0
2001-06-22,6,10,4
2001-06-23,6,24,2
2001-06-24,19,13,0
2001-06-25,3,8,1
2001-06-26,17,24,2
2001-06-27,5,13,2
2001-06-28,7,3,0
2001-06-29,5,9,0
2001-06-30,6,1,0
2001-07-01,5,2,0
2001-07-02,8,12,1
2001-07-03,7,3,8
2001-07-04,8,12,0
2001-07-05,11,13,3
2001-07-06,14,26,0
2001-07-07,5,1,0
2001-07-08,5,2,2
2001-07-09,15,6,2
2001-07-10,17,19,0
2001-07-11,27,12,3
2001-07-12,3,39,4
2001-07-13,20,25,13
2001-07-14,9,43,2
2001-07-15,21,5,0
2001-07-16,16,31,1
2001-07-17,13,42,2
2001-07-18,16,16,4
2001-07-19,15,32,3
2001-07-20,15,25,1
2001-07-21,17,10,0
2001-07-22,4,0,1
2001-07-23,13,20,0
2001-07-24,6,8,4
2001-07-25,7,7,2
2001-07-26,6,9,2
2001-07-27,10,5,1
2001-07-28,25,5,0
2001-07-29,12,14,0
2001-07-30,39,16,2
2001-07-31,25,22,3
2001-08-01,10,16,2
2001-08-02,21,16,0
2001-08-03,33,38,0
2001-08-04,30,10,0
2001-08-05,34,9,0
2001-08-06,21,14,5
2001-08-07,35,27,1
2001-08-08,21,38,0
2001-08-09,22,34,0
2001-08-10,24,38,0
2001-08-11,29,22,0
2001-08-12,13,18,2
2001-08-13,36,39,4
2001-08-14,48,21,5
2001-08-15,16,30,1
2001-08-16,21,38,5
2001-08-17,20,29,1
2001-08-18,16,17,0
2001-08-19,16,20,0
2001-08-20,17,25,3
2001-08-21,14,5,0
2001-08-22,14,8,0
2001-08-23,6,27,2
2001-08-24,12,26,2
2001-08-25,10,3,0
2001-08-26,16,0,0
2001-08-27,13,35,0
2001-08-28,15,21,0
2001-08-29,9,40,1
2001-08-30,12,46,0
2001-08-31,22,6,0
2001-09-01,4,11,3
2001-09-02,3,16,0
2001-09-03,22,6,5
2001-09-04,20,43,0
2001-09-05,18,41,5
2001-09-06,20,38,7
2001-09-07,20,14,2
2001-09-08,9,7,1
2001-09-09,14,6,0
2001-09-10,19,27,0
2001-09-11,14,37,0
2001-09-12,3,10,0
2001-09-13,3,11,0
2001-09-14,1,20,0
2001-09-15,5,5,0
2001-09-16,12,3,0
2001-09-17,17,18,0
2001-09-18,5,24,0
2001-09-19,20,13,1
2001-09-20,5,30,4
2001-09-21,8,12,0
2001-09-22,11,11,0
2001-09-23,7,9,0
2001-09-24,4,24,0
2001-09-25,13,25,1
2001-09-26,26,26,1
2001-09-27,13,17,0
2001-09-28,4,29,0
2001-09-29,7,12,0
2001-09-30,9,7,0
2001-10-01,4,24,1
2001-10-02,4,12,2
2001-10-03,3,13,2
2001-10-04,11,28,2
2001-10-05,15,24,4
2001-10-06,12,5,0
2001-10-07,9,13,0
2001-10-08,16,16,0
2001-10-09,9,31,4
2001-10-10,9,14,2
2001-10-11,9,15,0
2001-10-12,11,19,0
2001-10-13,9,22,0
2001-10-14,3,1,0
2001-10-15,12,27,2
2001-10-16,3,26,3
2001-10-17,8,26,2
2001-10-18,12,45,0
2001-10-19,10,22,1
2001-10-20,5,7,0
2001-10-21,9,11,1
2001-10-22,20,25,4
2001-10-23,14,21,0
2001-10-24,7,15,0
2001-10-25,2,14,0
2001-10-26,13,32,0
2001-10-27,15,21,0
2001-10-28,12,3,0
2001-10-29,18,24,2
2001-10-30,12,25,3
2001-10-31,10,16,2
2001-11-01,8,15,2
2001-11-02,10,25,1
2001-11-03,10,6,1
2001-11-04,12,7,0
2001-11-05,6,25,0
2001-11-06,9,14,1
2001-11-07,7,7,1
2001-11-08,15,3,4
2001-11-09,3,31,2
2001-11-10,15,5,0
2001-11-11,14,3,0
2001-11-12,8,4,0
2001-11-13,20,11,8
2001-11-14,8,8,1
2001-11-15,5,14,2
2001-11-16,7,9,0
2001-11-17,2,6,0
2001-11-18,12,7,2
2001-11-19,6,10,3
2001-11-20,3,2,1
2001-11-21,6,2,2
2001-11-22,7,0,1
2001-11-23,4,0,1
2001-11-24,11,9,0
2001-11-25,8,3,2
2001-11-26,8,6,2
2001-11-27,3,4,1
2001-11-28,2,39,1
2001-11-29,6,12,3
2001-11-30,10,13,2
2001-12-01,13,3,2
2001-12-02,21,15,2
2001-12-03,15,36,5
2001-12-04,18,29,1
2001-12-05,10,20,0
2001-12-06,30,33,1
2001-12-07,25,24,2
2001-12-08,5,9,0
2001-12-09,10,10,4
2001-12-10,22,16,7
2001-12-11,24,21,1
2001-12-12,18,18,0
2001-12-13,15,24,2
2001-12-14,12,25,0
2001-12-15,15,8,0
2001-12-16,25,4,0
2001-12-17,19,12,4
2001-12-18,11,16,4
2001-12-19,4,17,2
2001-12-20,7,11,3
2001-12-21,8,12,3
2001-12-22,15,3,2
2001-12-23,16,1,0
2001-12-24,5,0,3
2001-12-25,6,2,0
2001-12-26,19,6,1
2001-12-27,9,11,1
2001-12-28,7,7,1
2001-12-29,14,6,3
2001-12-30,15,2,1
2001-12-31,10,8,2
2002-01-01,5,9,0
2002-01-02,12,5,1
2002-01-03,10,6,1
2002-01-04,23,8,6
