,highcharts/highcharts,d3/d3,plotly/plotly.js
2014-05-22,2,1,6.144020597232814
2014-05-23,1,1,11.087739024643751
2014-05-24,0,0,4.674460734964063
2014-05-25,0,0,-1.9663954269484374
2014-05-26,3,0,3.8405265422125012
2014-05-27,5,0,5.701950766250001
2014-05-28,5,1,10.443735029328126
2014-05-29,3,0,3.8200297615109378
2014-05-30,6,1,4.193895741909375
2014-05-31,0,0,0.29354398675937543
2014-06-01,0,0,-1.2437405865765612
2014-06-02,5,0,2.215229463498439
2014-06-03,3,0,11.138882911171876
2014-06-04,5,0,7.205905616210938
2014-06-05,8,0,4.123120523560937
2014-06-06,6,1,16.339930188975
2014-06-07,0,2,-0.7527906358093759
2014-06-08,0,2,-0.6693792787468742
2014-06-09,1,0,9.819951306178126
2014-06-10,8,0,8.049087093453126
2014-06-11,3,0,9.826241844954687
2014-06-12,13,0,19.493224549928126
2014-06-13,10,0,-0.6274143584171883
2014-06-14,0,0,-2.2738814044968745
2014-06-15,0,0,1.502690694571877
2014-06-16,3,0,2.6865071981625026
2014-06-17,5,0,5.665912591792189
2014-06-18,1,0,15.375390611948438
