,pytorch/pytorch,chainer/chainer,torch/torch7
2017-04-05,17,8.530926635217186,1
2017-04-06,31,33.276040513592186,2
2017-04-07,20,-10.881138282421876,1
2017-04-08,12,-10.528530626512499,1
2017-04-09,5,1.269966969320314,0
2017-04-10,6,12.234988156557812,1
2017-04-11,33,44.228382495209374,0
2017-04-12,32,21.792285695473435,2
2017-04-13,12,-4.849122531129687,0
2017-04-14,13,5.948090111409375,0
2017-04-15,3,-3.3498913833499984,0
2017-04-16,3,-9.580503013360936,0
2017-04-17,21,31.576814826392187,0
2017-04-18,44,21.056748455590622,0
2017-04-19,32,-4.54177774051719,0
2017-04-20,26,11.059539848256248,2
2017-04-21,7,29.064421559723435,1
2017-04-22,8,7.3354780492140605,0
2017-04-23,4,-1.0684498610609374,0
2017-04-24,23,34.67945392267344,0
2017-04-25,23,9.228976645923435,1
2017-04-26,18,8.417890994324999,2
2017-04-27,11,9.863041268167187,0
2017-04-28,40,13.397220953615623,3
2017-04-29,7,-2.470650429759374,0
2017-04-30,3,2.799566348317189,0
2017-05-01,68,17.166347496964065,0
2017-05-02,25,-0.03316115272500042,0
2017-05-03,27,8.147722380090624,0
2017-05-04,18,-12.041430782154688,1
2017-05-05,13,10.04782782379375,0
2017-05-06,4,7.439687667246874,0
2017-05-07,4,10.040750692782812,0
2017-05-08,25,16.110761440759376,1
2017-05-09,26,5.576583229573437,2
2017-05-10,24,2.004079773515624,0
2017-05-11,8,5.924528149946875,2
2017-05-12,12,5.901530789095313,1
2017-05-13,1,-3.9499127519984363,0
2017-05-14,2,-7.067510722473438,0
2017-05-15,12,23.856681360979685,0
2017-05-16,9,6.738416106421871,0
2017-05-17,17,-6.362804408332812,0
2017-05-18,11,-0.09049056614218642,0
2017-05-19,15,0.6972531914906241,0
2017-05-20,6,-4.8081977224750005,0
2017-05-21,3,-0.6470735623187496,0
2017-05-22,6,6.651784330603125,0
2017-05-23,13,14.7918010530625,0
2017-05-24,23,-0.8239522423000016,0
2017-05-25,32,18.727737877246874,4
2017-05-26,16,9.250259403975,1
2017-05-27,1,-3.8903922549906245,0
2017-05-28,1,0.602234960603127,0
2017-05-29,0,49.32285296521875,0
2017-05-30,15,-0.7615850161062525,0
2017-05-31,15,-12.812509703892186,0
2017-06-01,16,9.70650817371719,0
2017-06-02,44,-2.728477721254688,0
2017-06-03,5,-3.246570466134375,0
2017-06-04,2,-4.317840755767187,0
2017-06-05,19,8.473393309493751,0
2017-06-06,24,45.91884587151093,0
2017-06-07,36,-15.751669032601566,2
2017-06-08,13,-0.9922447594390595,0
2017-06-09,10,3.4700177855015637,0
2017-06-10,5,0.20024200018281224,0
2017-06-11,70,-2.6893588834421873,12
2017-06-12,8,3.891399245303125,0
2017-06-13,30,6.9991084130796875,1
2017-06-14,20,1.5947319106437474,0
2017-06-15,29,3.415993570346874,0
2017-06-16,13,2.831113217942188,0
2017-06-17,49,-3.9971065640359376,0
2017-06-18,0,1.1564671290625004,0
2017-06-19,20,21.046032917073436,0
2017-06-20,18,5.150219591176562,0
2017-06-21,29,-1.8962983595500003,0
2017-06-22,32,24.46475269333125,5
2017-06-23,18,-9.972277809253127,0
2017-06-24,13,-2.7439061769703095,0
2017-06-25,0,-4.311172317628124,0
2017-06-26,13,19.324806574704688,0
2017-06-27,16,5.409105637193747,0
2017-06-28,17,-5.0503734698062495,0
2017-06-29,17,4.3311312266468756,0
2017-06-30,10,11.602865882634374,0
2017-07-01,2,0.0642518482343748,0
2017-07-02,4,7.155953048237501,0
2017-07-03,17,36.01413441280157,0
2017-07-04,17,-10.375776938843753,3
2017-07-05,10,-8.702552959590623,0
2017-07-06,7,4.247437438193751,0
2017-07-07,13,-3.8625119943390622,0
2017-07-08,5,-3.910410056610938,0
2017-07-09,3,2.470725094667187,0
2017-07-10,18,18.749624929934374,1
2017-07-11,25,10.55416591455156,1
2017-07-12,30,-3.2558153321046888,2
2017-07-13,45,11.396509831853127,1
2017-07-14,32,5.926518751609375,3
2017-07-15,4,-8.029341465126562,0
2017-07-16,3,2.078708079784377,0
2017-07-17,11,8.567136006171875,0
2017-07-18,20,2.4854025387421865,0
2017-07-19,31,18.05190548533125,1
2017-07-20,19,-2.1610258807671876,1
2017-07-21,19,3.2272595030875006,0
2017-07-22,4,-5.608702984676563,0
2017-07-23,6,-3.6639448902593745,0
2017-07-24,10,5.71418137815625,0
2017-07-25,60,-3.116140961100001,0
2017-07-26,26,7.561938707082812,0
2017-07-27,24,2.501521013529686,0
2017-07-28,8,8.8033307482875,0
2017-07-29,6,0.20568375273125028,0
2017-07-30,2,-2.35080299909375,0
2017-07-31,8,22.229637534267187,0
2017-08-01,22,1.8240661171249997,0
2017-08-02,16,2.8515789523718755,0
2017-08-03,19,1.4911507903609387,0
2017-08-04,18,13.1988961165625,1
2017-08-05,0,5.218419671917186,0
2017-08-06,11,1.7086714673796877,0
2017-08-07,11,29.937722255821875,0
2017-08-08,13,-5.849272881856251,0
2017-08-09,24,0.8029913972578129,0
2017-08-10,16,4.133612209282813,0
2017-08-11,7,-4.917683142703125,0
2017-08-12,5,-3.1246471319093754,0
2017-08-13,1,-2.829430786142188,0
2017-08-14,18,12.272465655834374,0
2017-08-15,22,16.672172758593746,2
2017-08-16,32,11.18159442199531,1
2017-08-17,19,0.714549240748438,0
2017-08-18,17,10.064553970234375,0
2017-08-19,4,-4.445867769090624,0
2017-08-20,1,4.987847865520314,0
2017-08-21,8,38.17522476301875,0
2017-08-22,13,8.82100267653281,0
2017-08-23,19,8.861615079648438,0
2017-08-24,21,31.52869615731719,0
2017-08-25,50,1.0812339476890642,3
2017-08-26,14,-11.025710553592184,0
2017-08-27,6,-6.863680345768747,0
2017-08-28,9,2.0042983056640624,1
2017-08-29,13,32.521293882485935,0
2017-08-30,26,-8.528100476382818,0
2017-08-31,21,24.476987736071877,0
2017-09-01,16,6.539581526193748,0
2017-09-02,6,27.341264016196874,0
2017-09-03,2,-3.7877282586999996,0
2017-09-04,3,128.06531581978908,1
2017-09-05,250,-20.336742040589066,0
2017-09-06,22,-19.398534904720307,0
2017-09-07,44,-8.782544295937495,1
2017-09-08,25,2.5007326891062505,0
2017-09-09,6,-11.573352730009375,0
2017-09-10,9,-3.5555909472625,1
2017-09-11,22,46.56586394472031,1
2017-09-12,16,-11.95573921369532,0
2017-09-13,38,-7.97917827827969,0
2017-09-14,19,0.3018283016078138,0
2017-09-15,18,-2.9878955249859382,0
2017-09-16,2,2.6300469526546877,0
2017-09-17,18,9.13932676099375,0
2017-09-18,14,3.1467105447062487,0
2017-09-19,38,9.595972064742186,0
2017-09-20,29,2.831511852037499,0
2017-09-21,30,7.266382160092188,0
2017-09-22,21,-4.510017029040625,0
2017-09-23,9,-2.5656495341765613,0
2017-09-24,6,-2.3154092145578122,0
2017-09-25,19,0.5428777851515623,0
2017-09-26,21,6.431088179584374,1
2017-09-27,11,0.8316905631718745,0
2017-09-28,30,10.549674083853125,0
2017-09-29,8,2.1141671234703114,0
2017-09-30,16,-1.9171165955562497,0
2017-10-01,1,-1.202598284479687,0
2017-10-02,16,10.58868062301875,0
2017-10-03,22,20.62588316022031,0
2017-10-04,17,4.753391365660939,0
2017-10-05,36,27.173731214576563,0
2017-10-06,28,2.9847551216171873,0
2017-10-07,11,-4.9237033156343735,0
2017-10-08,3,-0.0040272161593737366,0
2017-10-09,5,6.9780955930203135,0
2017-10-10,32,12.67497980058125,0
2017-10-11,23,5.226048835817187,0
2017-10-12,21,-5.0601786255375,0
2017-10-13,26,-2.5090469670546875,0
2017-10-14,9,15.969772405587499,0
2017-10-15,3,-6.117453970550001,0
2017-10-16,22,-2.9957340717546863,0
2017-10-17,7,12.42471086066875,0
2017-10-18,12,7.905906970162498,0
2017-10-19,18,14.229198285110936,0
2017-10-20,41,-9.157931153053125,0
2017-10-21,2,-1.8039097694765607,0
2017-10-22,4,-0.8831397512593755,0
2017-10-23,10,21.65283107431406,0
2017-10-24,27,13.587459009270312,0
2017-10-25,13,-1.9314401259656258,0
2017-10-26,31,13.292025501790626,0
2017-10-27,9,7.651437921414061,0
2017-10-28,19,16.7513300333625,0
2017-10-29,1,-4.984635197279687,0
2017-10-30,16,19.48533317875469,0
2017-10-31,25,-2.276763467589065,0
2017-11-01,26,12.300384607320312,0
2017-11-02,298,5.182786021004688,0
2017-11-03,20,2.1477120138265633,0
2017-11-04,10,-3.537080370920311,0
2017-11-05,1,-1.8636928808624997,0
2017-11-06,16,28.479232956089064,0
2017-11-07,24,22.61671888845,0
2017-11-08,23,53.337347610059375,0
2017-11-09,21,-7.305764180654691,0
2017-11-10,35,9.739004740112502,0
2017-11-11,6,-15.893801797910939,0
2017-11-12,3,-5.8289843663703085,0
2017-11-13,15,14.356627579275,0
2017-11-14,29,-2.807522916195314,0
2017-11-15,26,0.9902028715218734,0
2017-11-16,21,24.875569551275,0
2017-11-17,13,-7.349571368375004,0
2017-11-18,7,-4.0361457448265625,0
2017-11-19,2,-3.5677043240499993,0
2017-11-20,11,12.223673521471875,0
2017-11-21,17,5.683048739474998,0
2017-11-22,11,6.5327415079875,0
2017-11-23,6,-2.785779958001563,0
2017-11-24,7,9.66886934815625,0
2017-11-25,0,-7.537416974042189,0
2017-11-26,4,-3.3901373571921862,0
2017-11-27,12,6.7985493210375,0
2017-11-28,17,8.695390321534374,0
2017-11-29,21,8.903658175321874,0
2017-11-30,19,4.756642287004687,0
2017-12-01,17,15.1361270246625,0
2017-12-02,8,-3.848162567648437,0
2017-12-03,4,-5.226079710992186,0
2017-12-04,22,74.35997957375,0
2017-12-05,19,-4.840765947140628,0
2017-12-06,16,10.663302006701567,0
2017-12-07,12,10.681114616489065,0
2017-12-08,10,2.7020877528203116,0
2017-12-09,2,-1.9524052326374992,0
2017-12-10,2,-8.138972690465623,0
2017-12-11,11,35.7577230888375,0
2017-12-12,8,31.226812392798433,0
2017-12-13,12,30.026518287012497,0
2017-12-14,21,18.251263690689065,0
2017-12-15,26,10.068369688792188,0
2017-12-16,9,-22.485172898332813,0
2017-12-17,1,-11.384459111360934,0
2017-12-18,32,23.408620607159378,0
2017-12-19,11,33.10038031312968,0
2017-12-20,22,14.913651900723437,0
2017-12-21,18,42.859496530514065,0
2017-12-22,14,-0.2680385202765656,0
2017-12-23,12,-17.623983019040622,0
2017-12-24,1,-5.162710700648432,0
2017-12-25,1,18.37929386375,0
2017-12-26,2,9.296672227765622,0
2017-12-27,7,15.046400206282811,0
2017-12-28,9,9.286128611996872,0
2017-12-29,7,-15.872172301364063,0
2017-12-30,4,-6.879625365603125,0
2017-12-31,2,-5.0071519170640615,0
2018-01-01,2,-3.295847535290625,0
2018-01-02,17,-2.5252589070671885,0
2018-01-03,19,2.024440089606248,0
2018-01-04,33,-2.5249127880562523,0
2018-01-05,9,-0.2635778953906265,0
2018-01-06,11,0.08987398219687448,0
2018-01-07,2,-0.5815267167656251,0
2018-01-08,13,4.703035586767188,0
2018-01-09,12,30.30721405,0
2018-01-10,11,26.729288155,0
2018-01-11,26,30.1259920204375,0
2018-01-12,12,11.413615710818753,0
2018-01-13,6,-14.695135240515622,0
2018-01-14,5,-7.415424942498435,0
2018-01-15,2,52.480180868017186,0
2018-01-16,16,46.78164299367187,0
2018-01-17,11,54.61915480608594,0
2018-01-18,14,34.97812244997188,0
2018-01-19,22,-13.534084617817186,0
2018-01-20,11,-23.359072611460935,0
2018-01-21,2,-11.37771114551406,0
2018-01-22,13,20.642391413020313,0
2018-01-23,25,3.3071581831124988,0
2018-01-24,22,28.977719068685936,0
2018-01-25,20,19.846272129357807,0
2018-01-26,14,13.129220129554685,0
2018-01-27,8,-18.249922986384373,0
2018-01-28,6,-10.832053339349997,0
2018-01-29,20,50.318975770739065,0
2018-01-30,18,52.01926934931875,0
2018-01-31,17,10.025629680721874,0
2018-02-01,15,33.51531877015782,0
2018-02-02,18,-8.132642642132815,0
2018-02-03,8,-7.564016230590621,0
2018-02-04,6,-5.934765689178123,0
2018-02-05,17,59.659400831551565,0
2018-02-06,26,33.524440161859374,0
2018-02-07,20,10.556970407573438,0
2018-02-08,23,8.038400554115626,0
2018-02-09,15,-0.5374582329656263,0
2018-02-10,3,-5.886975237078126,0
2018-02-11,0,-7.861850626573435,0
2018-02-12,22,-6.902373750415624,0
2018-02-13,26,14.723827926796872,0
2018-02-14,21,29.356426269753122,0
2018-02-15,17,41.270122590410935,0
2018-02-16,14,-9.08374696757344,0
2018-02-17,4,-11.240030448756247,0
2018-02-18,5,0.0005089314437523029,0
2018-02-19,1,33.89290576488125,0
2018-02-20,16,64.71411821905781,0
2018-02-21,17,15.671387863959374,0
2018-02-22,10,20.963822053989063,0
2018-02-23,22,1.9305256720343777,0
2018-02-24,14,-20.489462222734375,0
2018-02-25,7,-10.065694683785933,0
2018-02-26,22,72.50192415742968,0
2018-02-27,25,51.64270106299999,0
2018-02-28,22,49.274880950692186,0
2018-03-01,32,9.221398905160939,0
2018-03-02,29,-9.57792691043906,0
2018-03-03,13,-24.669611290124994,0
2018-03-04,6,-13.61919925676406,0
2018-03-05,12,25.728817075004685,0
2018-03-06,34,35.451291114270305,0
2018-03-07,17,36.813877820862494,0
2018-03-08,23,-0.9164950574484401,0
2018-03-09,42,25.143453416934378,0
2018-03-10,17,-25.712157673495312,0
2018-03-11,3,-10.186244784568746,0
2018-03-12,19,21.497660690001567,0
2018-03-13,11,69.89506016320468,0
2018-03-14,15,56.565348297025,0
2018-03-15,26,21.789737916693753,0
2018-03-16,10,14.086178823364065,0
2018-03-17,16,-15.791566526734371,0
2018-03-18,2,-9.732690507674995,0
2018-03-19,27,50.79609504146875,0
2018-03-20,44,30.497722526815622,0
2018-03-21,17,-31.177367547062502,0
2018-03-22,22,20.056178882554686,0
2018-03-23,33,13.427633529062497,0
2018-03-24,11,-19.212280842464065,0
2018-03-25,5,-10.11972358238906,0
2018-03-26,15,46.75033842010469,0
2018-03-27,28,13.640966844159369,0
2018-03-28,53,41.872091380698436,0
2018-03-29,18,33.03580604301719,0
2018-03-30,19,2.58433309695625,0
2018-03-31,32,-23.124047786410934,0
2018-04-01,0,-10.708080495429686,0
2018-04-02,14,23.157365486768754,0
2018-04-03,19,48.01435807517343,0
2018-04-04,17,22.415396263631248,0
2018-04-05,24,33.88151668613281,0
2018-04-06,18,8.837837260612496,0
2018-04-07,9,-9.319486859217186,0
2018-04-08,2,-12.086752500948435,0
2018-04-09,15,64.95713019323594,0
2018-04-10,33,34.92653434203437,0
2018-04-11,14,12.067652103550003,0
2018-04-12,22,13.19147826606875,0
2018-04-13,11,1.270450003156249,0
2018-04-14,5,-21.81679995657656,0
2018-04-15,3,-5.432122269328124,0
2018-04-16,21,26.652955670698436,0
2018-04-17,29,28.036709337149993,0
2018-04-18,27,29.029552444542183,0
2018-04-19,34,-3.059499778334377,0
2018-04-20,23,12.32836811911875,0
2018-04-21,12,-17.98255911646406,0
2018-04-22,9,-8.782970029267185,0
2018-04-23,22,41.38425026565781,0
2018-04-24,17,8.741734894542184,0
2018-04-25,30,9.784856416667186,0
2018-04-26,30,12.425966935728123,0
2018-04-27,17,13.159021427534377,0
2018-04-28,15,-14.049456860339063,0
2018-04-29,5,-8.26545570073281,0
2018-04-30,23,2.0415673300015644,0
2018-05-01,42,0.3146849795171862,0
2018-05-02,16,-3.2951383083625023,0
2018-05-03,22,-3.297516986940627,0
2018-05-04,34,-2.8482579934890646,0
2018-05-05,3,-1.7527726704703144,0
2018-05-06,3,0.9516340289687493,0
2018-05-07,11,63.89942556603594,0
2018-05-08,26,17.917139098892182,0
2018-05-09,20,17.356042993028126,0
2018-05-10,26,13.100503683323442,0
2018-05-11,11,25.63237004353594,0
2018-05-12,6,-22.22013638823281,0
2018-05-13,21,3.3496098900000035,0
2018-05-14,12,52.67822199771875,0
2018-05-15,25,40.99416113126875,0
2018-05-16,28,32.12562244777344,0
2018-05-17,15,15.676002783590626,0
2018-05-18,24,5.7758386421187495,0
2018-05-19,7,-25.805160336137497,0
2018-05-20,4,-11.610203964743746,0
2018-05-21,14,25.39258415778125,0
2018-05-22,10,3.4214675504906182,0
2018-05-23,17,-3.4510352526968777,0
2018-05-24,19,8.338958976651561,0
2018-05-25,17,63.695612576584374,0
2018-05-26,10,-25.78133202697032,0
2018-05-27,0,-10.517822861381244,0
2018-05-28,1,30.218950872718754,0
2018-05-29,26,59.3044199879875,0
2018-05-30,23,-8.790161550226564,0
2018-05-31,22,5.365250945923442,0
2018-06-01,25,3.0912538133937524,0
2018-06-02,13,-12.997451785093752,0
2018-06-03,2,2.2626291215093755,0
2018-06-04,22,39.61536637427031,0
2018-06-05,17,14.691667406440622,0
2018-06-06,35,43.174505487965625,0
2018-06-07,30,13.5939321192125,0
2018-06-08,24,52.21419615348751,0
2018-06-09,6,-31.12971830414844,0
2018-06-10,7,-14.055577625685931,0
2018-06-11,13,23.564291807864066,0
2018-06-12,21,32.53507800094062,0
2018-06-13,25,40.00401394354531,0
2018-06-14,31,14.758646970617185,0
2018-06-15,23,-5.229758916573438,0
2018-06-16,4,-11.62467847923125,0
2018-06-17,0,1.0405730552609391,0
2018-06-18,18,65.45441637802188,0
2018-06-19,23,45.12211864975468,0
2018-06-20,33,18.48419726305469,0
2018-06-21,21,23.87684515536094,0
2018-06-22,22,-17.23427464010156,0
2018-06-23,3,-14.937859395568747,0
2018-06-24,2,-13.89475183649531,0
2018-06-25,17,32.88570937692032,0
2018-06-26,20,51.54301040128906,0
2018-06-27,15,26.93770507490312,0
2018-06-28,22,-0.8909387315531241,0
2018-06-29,19,13.903612861554691,0
2018-06-30,7,-22.942813665020314,0
