,php/php-src,python/cpython,ruby/ruby
2012-09-20,9,25,8
2012-09-21,10,20,4
2012-09-22,10,8,2
2012-09-23,2,20,6
2012-09-24,6,20,8
2012-09-25,3,39,3
2012-09-26,5,5,4
2012-09-27,22,5,4
2012-09-28,15,29,12
2012-09-29,17,59,5
2012-09-30,5,59,6
2012-10-01,25,43,2
2012-10-02,6,24,5
2012-10-03,3,19,6
2012-10-04,11,38,12
2012-10-05,4,27,12
2012-10-06,2,53,13
2012-10-07,2,36,3
2012-10-08,5,9,4
2012-10-09,9,32,7
2012-10-10,16,24,9
2012-10-11,3,20,7
2012-10-12,22,29,11
2012-10-13,0,12,1
2012-10-14,0,6,10
2012-10-15,0,1,14
2012-10-16,6,50,22
2012-10-17,8,35,11
2012-10-18,27,11,13
2012-10-19,27,25,11
2012-10-20,0,15,4
2012-10-21,0,28,6
2012-10-22,8,13,10
2012-10-23,15,24,14
2012-10-24,9,6,10
2012-10-25,11,5,8
2012-10-26,8,17,4
2012-10-27,3,41,11
2012-10-28,1,53,30
2012-10-29,1,10,9
2012-10-30,11,11,6
2012-10-31,12,79,4
2012-11-01,0,29,20
2012-11-02,3,9,13
2012-11-03,1,45,32
2012-11-04,4,29,7
2012-11-05,0,14,15
2012-11-06,7,16,47
2012-11-07,8,8,12
2012-11-08,1,27,9
2012-11-09,6,5,28
2012-11-10,0,17,8
2012-11-11,4,57,9
2012-11-12,7,14,8
2012-11-13,20,6,17
2012-11-14,16,16,4
2012-11-15,7,12,9
2012-11-16,12,4,26
2012-11-17,0,31,13
2012-11-18,9,39,6
2012-11-19,0,2,23
2012-11-20,4,13,39
2012-11-21,13,13,17
2012-11-22,6,10,20
2012-11-23,4,19,12
2012-11-24,14,6,16
2012-11-25,20,6,6
2012-11-26,5,8,31
2012-11-27,13,9,37
2012-11-28,14,24,43
2012-11-29,11,28,57
2012-11-30,19,5,82
2012-12-01,7,2,39
2012-12-02,9,32,12
2012-12-03,11,16,21
2012-12-04,14,7,26
2012-12-05,30,9,30
2012-12-06,7,6,17
2012-12-07,0,2,22
2012-12-08,0,26,13
2012-12-09,0,28,2
2012-12-10,22,19,21
2012-12-11,8,13,24
2012-12-12,9,6,15
2012-12-13,23,8,19
2012-12-14,28,12,22
2012-12-15,1,20,25
2012-12-16,4,19,3
2012-12-17,8,31,14
2012-12-18,8,19,21
2012-12-19,16,13,21
2012-12-20,9,7,25
2012-12-21,12,12,30
2012-12-22,6,9,17
2012-12-23,13,25,17
2012-12-24,0,19,6
2012-12-25,13,30,22
2012-12-26,10,21,10
2012-12-27,3,36,9
2012-12-28,2,17,8
2012-12-29,5,19,12
2012-12-30,2,10,7
2012-12-31,0,19,3
2013-01-01,8,39,10
2013-01-02,14,38,0
2013-01-03,4,16,11
2013-01-04,10,14,13
2013-01-05,2,12,11
2013-01-06,33,8,4
2013-01-07,7,7,19
2013-01-08,10,22,7
2013-01-09,33,6,11
2013-01-10,11,32,16
2013-01-11,12,60,13
2013-01-12,0,36,5
2013-01-13,3,27,15
2013-01-14,48,10,9
2013-01-15,57,31,21
2013-01-16,11,16,9
2013-01-17,3,15,10
2013-01-18,13,13,12
2013-01-19,7,24,4
2013-01-20,1,16,5
2013-01-21,4,23,4
2013-01-22,12,23,6
2013-01-23,9,10,14
2013-01-24,1,16,17
2013-01-25,1,50,15
2013-01-26,0,24,11
2013-01-27,0,21,3
2013-01-28,9,10,4
2013-01-29,39,41,18
2013-01-30,24,3,13
2013-01-31,6,17,6
2013-02-01,15,33,9
2013-02-02,45,67,12
2013-02-03,12,20,15
2013-02-04,13,30,14
2013-02-05,6,15,32
2013-02-06,2,7,26
2013-02-07,29,26,23
2013-02-08,12,12,18
2013-02-09,0,43,12
2013-02-10,5,35,18
2013-02-11,14,18,10
2013-02-12,0,21,6
2013-02-13,15,17,11
2013-02-14,26,1,15
2013-02-15,9,12,15
2013-02-16,5,14,22
2013-02-17,20,10,6
2013-02-18,12,16,13
2013-02-19,16,10,12
2013-02-20,11,21,12
2013-02-21,30,18,20
2013-02-22,10,13,31
2013-02-23,10,52,19
2013-02-24,7,4,15
2013-02-25,11,13,24
2013-02-26,5,19,8
2013-02-27,30,13,20
2013-02-28,5,9,9
2013-03-01,12,19,8
2013-03-02,0,8,13
2013-03-03,40,7,3
2013-03-04,18,18,6
2013-03-05,14,20,19
2013-03-06,15,16,8
2013-03-07,13,21,13
2013-03-08,3,13,15
2013-03-09,11,25,5
2013-03-10,0,14,30
2013-03-11,14,32,14
2013-03-12,8,13,6
2013-03-13,7,17,9
2013-03-14,7,11,13
2013-03-15,25,9,11
2013-03-16,20,37,14
2013-03-17,18,10,4
2013-03-18,13,20,11
2013-03-19,41,71,15
2013-03-20,32,37,9
2013-03-21,17,26,16
2013-03-22,11,14,9
2013-03-23,27,57,17
2013-03-24,20,16,16
2013-03-25,45,7,8
2013-03-26,11,20,23
2013-03-27,35,5,12
2013-03-28,44,17,11
2013-03-29,13,14,11
2013-03-30,0,25,10
2013-03-31,22,14,15
2013-04-01,13,13,19
2013-04-02,9,7,18
2013-04-03,18,23,14
2013-04-04,21,7,19
2013-04-05,13,9,28
2013-04-06,0,22,24
2013-04-07,6,19,5
2013-04-08,15,10,21
2013-04-09,31,23,12
2013-04-10,36,9,10
2013-04-11,12,17,23
2013-04-12,1,21,9
2013-04-13,4,26,15
2013-04-14,0,59,5
2013-04-15,6,9,5
2013-04-16,0,9,8
2013-04-17,15,23,14
2013-04-18,11,6,22
2013-04-19,11,13,18
2013-04-20,9,15,6
2013-04-21,5,12,3
2013-04-22,24,8,9
2013-04-23,12,12,12
2013-04-24,31,5,20
2013-04-25,19,2,16
2013-04-26,16,3,13
2013-04-27,20,0,16
2013-04-28,0,17,12
2013-04-29,9,5,6
2013-04-30,19,20,5
2013-05-01,4,9,11
2013-05-02,21,1,17
2013-05-03,40,7,10
2013-05-04,19,20,0
2013-05-05,8,8,10
2013-05-06,7,23,4
2013-05-07,3,15,9
2013-05-08,20,7,14
2013-05-09,3,6,7
2013-05-10,0,7,10
2013-05-11,2,13,11
2013-05-12,8,25,24
2013-05-13,4,11,33
2013-05-14,22,5,22
2013-05-15,13,12,21
2013-05-16,8,16,14
2013-05-17,9,19,11
2013-05-18,0,14,20
2013-05-19,4,13,20
2013-05-20,9,24,23
2013-05-21,15,8,17
2013-05-22,20,9,8
2013-05-23,0,6,13
2013-05-24,10,7,14
2013-05-25,0,19,12
2013-05-26,0,1,13
2013-05-27,2,4,26
2013-05-28,6,27,7
2013-05-29,8,16,6
2013-05-30,0,2,6
2013-05-31,15,12,22
2013-06-01,9,7,11
2013-06-02,10,4,16
2013-06-03,5,2,11
2013-06-04,8,17,16
2013-06-05,17,8,18
2013-06-06,11,0,21
2013-06-07,4,8,40
2013-06-08,0,7,28
2013-06-09,15,10,8
2013-06-10,56,9,23
2013-06-11,15,8,17
2013-06-12,4,9,23
2013-06-13,3,9,22
2013-06-14,4,16,17
2013-06-15,6,28,15
2013-06-16,26,18,14
2013-06-17,27,22,22
2013-06-18,0,5,33
2013-06-19,30,14,54
2013-06-20,17,6,49
2013-06-21,5,18,39
2013-06-22,0,13,30
2013-06-23,10,31,11
2013-06-24,33,25,12
2013-06-25,27,9,22
2013-06-26,40,3,14
2013-06-27,18,3,7
2013-06-28,12,8,7
2013-06-29,12,20,7
2013-06-30,2,10,19
2013-07-01,7,17,15
2013-07-02,17,8,17
2013-07-03,24,4,11
2013-07-04,6,12,21
2013-07-05,1,0,24
2013-07-06,5,18,0
2013-07-07,0,31,17
2013-07-08,22,21,14
2013-07-09,9,5,31
2013-07-10,26,6,31
2013-07-11,11,39,18
2013-07-12,14,21,7
2013-07-13,6,11,12
2013-07-14,13,7,12
2013-07-15,41,21,18
2013-07-16,12,31,23
2013-07-17,21,22,14
2013-07-18,18,6,18
2013-07-19,7,7,25
2013-07-20,1,33,17
2013-07-21,11,17,6
2013-07-22,33,24,22
2013-07-23,15,4,20
2013-07-24,5,4,9
2013-07-25,17,16,17
2013-07-26,6,30,24
2013-07-27,0,9,7
2013-07-28,2,15,12
2013-07-29,7,6,25
2013-07-30,22,25,13
2013-07-31,23,17,43
2013-08-01,5,18,17
2013-08-02,25,12,25
2013-08-03,4,28,15
2013-08-04,8,24,6
2013-08-05,35,8,12
2013-08-06,17,12,25
2013-08-07,2,2,13
2013-08-08,11,12,23
2013-08-09,16,3,20
2013-08-10,13,36,22
2013-08-11,23,8,24
2013-08-12,9,13,12
2013-08-13,7,13,10
2013-08-14,12,5,7
2013-08-15,17,12,18
2013-08-16,23,24,13
2013-08-17,5,16,10
2013-08-18,32,11,12
2013-08-19,28,17,15
2013-08-20,56,5,5
2013-08-21,33,17,11
2013-08-22,39,20,4
2013-08-23,25,21,20
2013-08-24,8,13,6
2013-08-25,31,23,2
2013-08-26,13,9,14
2013-08-27,6,8,16
2013-08-28,10,11,8
2013-08-29,21,19,5
2013-08-30,16,7,8
2013-08-31,3,13,14
2013-09-01,1,13,18
2013-09-02,9,6,21
2013-09-03,4,10,27
2013-09-04,4,14,24
2013-09-05,2,15,10
2013-09-06,6,24,14
2013-09-07,0,18,19
2013-09-08,0,30,6
2013-09-09,15,15,8
2013-09-10,6,5,10
2013-09-11,3,3,3
2013-09-12,13,5,6
2013-09-13,20,21,10
2013-09-14,1,12,1
2013-09-15,0,18,6
2013-09-16,19,6,0
2013-09-17,16,0,11
2013-09-18,18,15,9
2013-09-19,8,2,11
2013-09-20,17,7,20
2013-09-21,9,5,6
2013-09-22,4,12,8
2013-09-23,6,4,8
2013-09-24,1,0,11
2013-09-25,5,2,8
2013-09-26,9,4,17
2013-09-27,23,12,10
2013-09-28,2,13,4
2013-09-29,9,36,9
2013-09-30,11,13,10
2013-10-01,16,7,11
2013-10-02,7,17,15
2013-10-03,15,17,8
2013-10-04,23,8,7
2013-10-05,8,17,7
2013-10-06,5,111,9
2013-10-07,6,3,31
2013-10-08,15,18,13
2013-10-09,17,19,19
2013-10-10,5,12,16
2013-10-11,2,15,17
2013-10-12,8,44,2
2013-10-13,1,68,7
2013-10-14,12,16,14
2013-10-15,5,6,9
2013-10-16,141,4,23
2013-10-17,25,25,24
2013-10-18,14,35,15
2013-10-19,17,40,6
2013-10-20,41,31,6
2013-10-21,48,23,7
2013-10-22,7,21,12
2013-10-23,7,13,17
2013-10-24,3,11,6
2013-10-25,4,31,5
2013-10-26,7,18,10
2013-10-27,11,26,8
2013-10-28,26,17,11
2013-10-29,19,44,17
2013-10-30,5,15,5
2013-10-31,15,25,7
2013-11-01,3,15,15
2013-11-02,3,25,1
2013-11-03,2,28,8
2013-11-04,15,22,10
2013-11-05,11,19,14
2013-11-06,15,25,15
2013-11-07,9,19,17
2013-11-08,21,15,14
2013-11-09,27,4,42
2013-11-10,105,15,13
2013-11-11,38,13,1
2013-11-12,91,20,3
2013-11-13,69,12,16
2013-11-14,47,18,7
2013-11-15,29,27,11
2013-11-16,24,26,7
2013-11-17,50,39,3
2013-11-18,63,24,12
2013-11-19,54,29,17
2013-11-20,60,16,5
2013-11-21,32,22,30
2013-11-22,22,55,30
2013-11-23,44,85,14
2013-11-24,72,54,15
2013-11-25,41,35,9
2013-11-26,57,27,19
2013-11-27,48,14,20
2013-11-28,72,11,17
2013-11-29,49,11,20
2013-11-30,25,16,15
2013-12-01,24,14,14
2013-12-02,33,40,5
2013-12-03,34,24,22
2013-12-04,19,22,7
2013-12-05,29,13,32
2013-12-06,23,14,22
2013-12-07,10,14,7
2013-12-08,21,30,34
2013-12-09,15,12,18
2013-12-10,40,22,26
2013-12-11,24,15,12
2013-12-12,35,7,14
2013-12-13,40,26,30
2013-12-14,9,14,32
2013-12-15,13,15,5
2013-12-16,14,34,29
2013-12-17,20,13,14
2013-12-18,53,10,15
2013-12-19,34,25,10
2013-12-20,18,21,16
2013-12-21,22,16,7
2013-12-22,21,12,11
2013-12-23,50,20,11
2013-12-24,22,19,24
2013-12-25,18,9,28
2013-12-26,8,10,8
2013-12-27,16,6,7
2013-12-28,9,6,7
2013-12-29,1,4,2
2013-12-30,37,4,6
2013-12-31,2,11,6
2014-01-01,8,6,10
2014-01-02,9,19,4
2014-01-03,17,18,3
2014-01-04,9,19,10
2014-01-05,9,12,6
2014-01-06,6,6,5
2014-01-07,0,18,9
2014-01-08,0,12,5
2014-01-09,16,18,19
2014-01-10,7,17,6
2014-01-11,4,7,4
2014-01-12,7,15,9
2014-01-13,40,15,13
2014-01-14,13,28,8
2014-01-15,15,6,25
2014-01-16,16,19,3
2014-01-17,24,16,4
2014-01-18,12,23,15
2014-01-19,20,11,10
2014-01-20,22,16,9
2014-01-21,26,27,9
2014-01-22,36,12,3
2014-01-23,4,17,11
2014-01-24,21,15,4
2014-01-25,6,35,10
2014-01-26,38,26,0
2014-01-27,15,42,7
2014-01-28,29,12,11
2014-01-29,24,28,6
2014-01-30,25,6,11
2014-01-31,4,28,7
2014-02-01,4,19,4
2014-02-02,30,22,0
2014-02-03,10,25,3
2014-02-04,13,14,13
2014-02-05,20,11,27
2014-02-06,19,24,11
2014-02-07,0,21,12
2014-02-08,6,38,13
2014-02-09,10,24,1
2014-02-10,6,24,2
2014-02-11,8,36,8
2014-02-12,9,18,9
2014-02-13,8,15,8
2014-02-14,25,6,9
2014-02-15,54,15,12
2014-02-16,44,18,13
2014-02-17,39,8,10
2014-02-18,47,36,7
2014-02-19,40,35,5
2014-02-20,34,32,6
2014-02-21,95,16,13
2014-02-22,4,11,17
2014-02-23,17,22,8
2014-02-24,58,34,5
2014-02-25,61,8,8
2014-02-26,54,19,9
2014-02-27,59,10,14
2014-02-28,74,13,20
2014-03-01,14,11,9
2014-03-02,43,22,24
2014-03-03,29,10,3
2014-03-04,33,5,6
2014-03-05,69,4,3
2014-03-06,58,12,6
2014-03-07,39,3,7
2014-03-08,5,14,10
2014-03-09,25,31,6
2014-03-10,57,31,6
2014-03-11,38,13,11
2014-03-12,41,16,3
2014-03-13,29,26,5
2014-03-14,16,11,10
2014-03-15,19,20,9
2014-03-16,15,17,2
2014-03-17,33,33,8
2014-03-18,30,11,4
2014-03-19,43,14,3
2014-03-20,33,28,7
2014-03-21,18,18,7
2014-03-22,8,13,3
2014-03-23,6,20,5
2014-03-24,22,11,11
2014-03-25,26,19,16
2014-03-26,13,1,25
2014-03-27,16,21,10
2014-03-28,3,8,15
2014-03-29,3,18,1
2014-03-30,3,21,7
2014-03-31,18,22,10
2014-04-01,29,13,7
2014-04-02,16,12,11
2014-04-03,25,6,5
2014-04-04,5,25,5
2014-04-05,11,5,4
2014-04-06,6,3,6
2014-04-07,17,6,1
2014-04-08,16,17,3
2014-04-09,46,9,12
2014-04-10,37,11,11
2014-04-11,42,4,15
2014-04-12,11,2,5
2014-04-13,56,5,4
2014-04-14,92,64,8
2014-04-15,32,32,6
2014-04-16,56,25,9
2014-04-17,20,18,13
2014-04-18,29,16,19
2014-04-19,9,7,5
2014-04-20,30,8,3
2014-04-21,37,0,13
2014-04-22,25,6,18
2014-04-23,7,14,20
2014-04-24,33,6,18
2014-04-25,49,2,10
2014-04-26,2,8,3
2014-04-27,4,8,4
2014-04-28,15,12,11
2014-04-29,22,26,5
2014-04-30,12,4,14
2014-05-01,32,5,5
2014-05-02,14,6,15
2014-05-03,11,5,11
2014-05-04,14,15,9
2014-05-05,26,4,13
2014-05-06,50,10,11
2014-05-07,27,7,19
2014-05-08,31,11,9
2014-05-09,16,13,11
2014-05-10,18,10,18
2014-05-11,14,24,9
2014-05-12,48,19,6
2014-05-13,33,18,7
2014-05-14,28,19,4
2014-05-15,57,8,10
2014-05-16,33,5,9
2014-05-17,13,11,14
2014-05-18,28,9,28
2014-05-19,23,9,14
2014-05-20,13,5,6
2014-05-21,14,1,7
2014-05-22,7,7,16
2014-05-23,10,17,9
2014-05-24,13,4,22
2014-05-25,7,10,38
2014-05-26,29,25,26
2014-05-27,45,8,31
2014-05-28,24,15,22
2014-05-29,11,4,17
2014-05-30,21,16,33
2014-05-31,15,5,17
2014-06-01,8,18,15
2014-06-02,6,25,13
2014-06-03,31,21,19
2014-06-04,12,5,7
2014-06-05,27,26,9
2014-06-06,18,6,9
2014-06-07,4,16,10
2014-06-08,22,14,6
2014-06-09,51,9,3
2014-06-10,42,11,11
2014-06-11,35,21,3
2014-06-12,5,7,6
2014-06-13,22,15,10
2014-06-14,3,7,11
2014-06-15,29,10,4
2014-06-16,24,32,13
2014-06-17,15,25,4
2014-06-18,26,6,2
2014-06-19,22,11,10
2014-06-20,18,19,12
2014-06-21,5,5,3
2014-06-22,7,24,8
2014-06-23,31,8,20
2014-06-24,31,20,13
2014-06-25,7,37,8
2014-06-26,26,11,13
2014-06-27,28,20,11
2014-06-28,14,5,12
2014-06-29,39,5,0
2014-06-30,25,14,10
2014-07-01,21,20,18
2014-07-02,54,14,11
2014-07-03,18,6,10
2014-07-04,6,4,18
2014-07-05,8,11,8
2014-07-06,27,6,18
2014-07-07,45,41,7
2014-07-08,50,10,10
2014-07-09,23,3,11
2014-07-10,43,10,5
2014-07-11,25,18,15
2014-07-12,24,8,2
2014-07-13,1,6,9
2014-07-14,24,10,7
2014-07-15,7,4,13
2014-07-16,15,20,10
2014-07-17,18,12,15
2014-07-18,56,4,15
2014-07-19,38,4,8
2014-07-20,7,3,10
2014-07-21,27,14,6
2014-07-22,31,15,7
2014-07-23,9,26,15
2014-07-24,19,30,10
2014-07-25,14,30,21
2014-07-26,15,12,16
2014-07-27,9,10,16
2014-07-28,32,10,6
2014-07-29,17,18,6
2014-07-30,56,8,12
2014-07-31,21,4,8
2014-08-01,6,7,5
2014-08-02,0,5,7
2014-08-03,3,7,13
2014-08-04,34,21,9
2014-08-05,10,16,14
2014-08-06,30,6,12
2014-08-07,27,9,5
2014-08-08,3,4,9
2014-08-09,3,13,9
2014-08-10,1,10,11
2014-08-11,12,3,13
2014-08-12,17,10,15
2014-08-13,23,2,16
2014-08-14,30,5,7
2014-08-15,59,13,9
2014-08-16,22,9,11
2014-08-17,26,19,7
2014-08-18,37,4,3
2014-08-19,113,9,6
2014-08-20,46,3,4
2014-08-21,56,2,13
2014-08-22,9,20,12
2014-08-23,10,10,3
2014-08-24,9,13,7
2014-08-25,29,8,7
2014-08-26,41,4,15
2014-08-27,59,8,7
2014-08-28,44,2,8
2014-08-29,32,9,10
2014-08-30,6,2,6
2014-08-31,6,16,3
2014-09-01,34,9,2
2014-09-02,31,5,15
2014-09-03,23,19,10
2014-09-04,16,8,9
2014-09-05,11,9,24
2014-09-06,8,15,8
2014-09-07,3,0,5
2014-09-08,12,2,13
2014-09-09,20,3,26
2014-09-10,17,8,20
2014-09-11,17,11,24
2014-09-12,25,2,17
2014-09-13,32,2,14
2014-09-14,31,9,8
2014-09-15,47,9,6
2014-09-16,36,7,4
2014-09-17,11,14,11
2014-09-18,31,12,8
2014-09-19,37,6,14
2014-09-20,38,20,9
2014-09-21,8,14,23
2014-09-22,27,10,10
2014-09-23,31,18,10
2014-09-24,30,14,8
2014-09-25,17,13,4
2014-09-26,62,10,1
2014-09-27,8,17,6
2014-09-28,15,7,9
2014-09-29,26,15,8
2014-09-30,5,45,8
2014-10-01,15,24,13
2014-10-02,9,23,7
2014-10-03,42,14,14
2014-10-04,18,29,19
2014-10-05,21,13,5
2014-10-06,16,24,17
2014-10-07,32,4,20
2014-10-08,14,10,10
2014-10-09,42,18,8
2014-10-10,17,36,10
2014-10-11,2,18,18
2014-10-12,12,45,9
2014-10-13,14,24,13
2014-10-14,31,10,13
2014-10-15,39,24,23
2014-10-16,15,4,15
2014-10-17,25,21,10
2014-10-18,13,9,3
2014-10-19,12,7,33
2014-10-20,18,7,25
2014-10-21,17,2,19
2014-10-22,40,3,19
2014-10-23,38,7,17
2014-10-24,25,0,5
2014-10-25,25,6,13
2014-10-26,29,3,5
2014-10-27,39,0,15
2014-10-28,66,30,6
2014-10-29,36,34,12
2014-10-30,25,33,7
2014-10-31,21,22,21
2014-11-01,8,12,13
2014-11-02,0,22,10
2014-11-03,16,7,14
2014-11-04,5,6,15
2014-11-05,6,20,16
2014-11-06,15,9,17
2014-11-07,25,13,5
2014-11-08,2,2,8
2014-11-09,5,2,29
2014-11-10,31,19,14
2014-11-11,22,6,21
2014-11-12,30,4,4
2014-11-13,20,0,18
2014-11-14,25,3,14
2014-11-15,7,7,23
2014-11-16,5,0,13
2014-11-17,22,2,8
2014-11-18,26,8,15
2014-11-19,12,4,19
2014-11-20,49,8,13
2014-11-21,36,6,12
2014-11-22,14,7,6
2014-11-23,19,10,9
2014-11-24,68,10,4
2014-11-25,19,6,24
2014-11-26,22,9,17
2014-11-27,10,20,32
2014-11-28,19,17,6
2014-11-29,28,2,11
2014-11-30,2,7,3
2014-12-01,74,23,23
2014-12-02,26,10,10
2014-12-03,20,4,20
2014-12-04,5,8,3
2014-12-05,40,20,14
2014-12-06,20,12,3
2014-12-07,2,7,11
2014-12-08,14,12,2
2014-12-09,8,2,10
2014-12-10,17,15,16
2014-12-11,10,10,9
2014-12-12,36,20,40
2014-12-13,15,12,18
2014-12-14,21,2,1
2014-12-15,19,17,20
2014-12-16,34,10,13
2014-12-17,29,8,11
2014-12-18,3,6,7
2014-12-19,17,7,13
2014-12-20,1,6,6
2014-12-21,6,2,8
2014-12-22,15,6,6
2014-12-23,14,3,26
2014-12-24,12,6,26
2014-12-25,10,4,28
2014-12-26,12,6,11
2014-12-27,5,3,7
2014-12-28,8,2,14
2014-12-29,18,3,12
2014-12-30,26,10,9
2014-12-31,5,0,7
2015-01-01,1,7,7
2015-01-02,4,0,14
2015-01-03,2,7,19
2015-01-04,23,9,16
2015-01-05,40,6,12
2015-01-06,11,21,6
2015-01-07,9,13,9
2015-01-08,13,12,15
2015-01-09,18,20,5
2015-01-10,14,1,11
2015-01-11,3,10,9
2015-01-12,18,1,11
2015-01-13,14,12,17
2015-01-14,12,12,3
2015-01-15,29,38,9
2015-01-16,14,0,11
2015-01-17,18,7,19
2015-01-18,12,17,12
2015-01-19,23,3,6
2015-01-20,43,6,19
2015-01-21,33,9,6
2015-01-22,41,11,7
2015-01-23,18,15,7
2015-01-24,7,2,8
2015-01-25,10,8,3
2015-01-26,25,43,11
2015-01-27,28,11,8
2015-01-28,16,13,5
2015-01-29,21,27,10
2015-01-30,38,10,2
2015-01-31,9,13,11
2015-02-01,56,17,4
2015-02-02,31,31,4
2015-02-03,37,15,11
2015-02-04,38,10,16
2015-02-05,24,12,12
2015-02-06,33,22,11
2015-02-07,15,8,7
2015-02-08,8,12,9
2015-02-09,24,6,3
2015-02-10,68,8,10
