,getsentry/sentry,elastic/kibana,grafana/grafana
2014-07-17,1,4,2
2014-07-18,7,24,1
2014-07-19,0,0,3
2014-07-20,5,0,4
2014-07-21,0,10,2
2014-07-22,6,48,1
2014-07-23,9,36,5
2014-07-24,19,8,0
2014-07-25,8,8,4
2014-07-26,13,0,0
2014-07-27,0,0,0
2014-07-28,3,0,6
2014-07-29,4,10,5
2014-07-30,2,8,6
2014-07-31,10,6,17
2014-08-01,0,14,4
2014-08-02,7,2,0
2014-08-03,0,0,4
2014-08-04,0,28,3
2014-08-05,0,26,5
2014-08-06,17,36,10
2014-08-07,13,46,16
2014-08-08,1,6,15
2014-08-09,0,0,7
2014-08-10,10,20,11
2014-08-11,12,22,25
2014-08-12,16,38,13
2014-08-13,0,122,14
2014-08-14,2,81,9
2014-08-15,2,64,12
2014-08-16,0,18,9
2014-08-17,3,9,3
2014-08-18,3,25,6
2014-08-19,9,27,5
2014-08-20,4,27,11
2014-08-21,14,29,14
2014-08-22,5,31,10
2014-08-23,3,0,2
2014-08-24,6,0,3
2014-08-25,5,13,8
2014-08-26,15,17,13
2014-08-27,6,28,6
2014-08-28,0,27,3
2014-08-29,0,9,7
2014-08-30,1,1,0
2014-08-31,0,4,0
2014-09-01,7,3,3
2014-09-02,7,44,5
2014-09-03,4,23,11
2014-09-04,2,47,10
2014-09-05,1,8,10
2014-09-06,0,0,5
2014-09-07,0,0,1
2014-09-08,3,34,2
2014-09-09,10,7,14
2014-09-10,0,6,5
2014-09-11,5,26,10
2014-09-12,8,15,2
2014-09-13,0,2,7
2014-09-14,0,0,0
2014-09-15,0,13,2
2014-09-16,23,17,9
2014-09-17,7,20,15
2014-09-18,3,43,11
2014-09-19,11,32,8
2014-09-20,4,9,13
2014-09-21,0,0,6
2014-09-22,6,22,9
2014-09-23,1,5,7
2014-09-24,2,72,19
2014-09-25,0,31,2
2014-09-26,3,53,0
2014-09-27,9,3,1
2014-09-28,13,0,0
2014-09-29,0,16,8
2014-09-30,24,18,19
2014-10-01,30,33,18
2014-10-02,0,32,15
2014-10-03,0,56,3
2014-10-04,0,6,1
2014-10-05,3,0,6
2014-10-06,0,4,7
2014-10-07,0,5,10
2014-10-08,0,29,4
2014-10-09,2,27,4
2014-10-10,7,31,5
2014-10-11,0,0,2
2014-10-12,21,0,1
2014-10-13,7,6,4
2014-10-14,24,14,1
2014-10-15,8,34,10
2014-10-16,10,2,3
2014-10-17,6,27,2
2014-10-18,0,1,1
2014-10-19,5,0,3
2014-10-20,29,40,4
2014-10-21,0,19,0
2014-10-22,2,15,1
2014-10-23,8,13,4
2014-10-24,1,17,6
2014-10-25,0,0,1
2014-10-26,0,0,1
2014-10-27,6,30,1
2014-10-28,7,63,7
2014-10-29,9,17,2
2014-10-30,13,14,1
2014-10-31,1,24,0
2014-11-01,1,1,0
2014-11-02,17,0,2
2014-11-03,0,34,2
2014-11-04,1,37,0
2014-11-05,2,38,0
2014-11-06,5,26,9
2014-11-07,9,36,8
2014-11-08,0,0,6
2014-11-09,0,2,1
2014-11-10,0,25,3
2014-11-11,1,24,13
2014-11-12,0,26,9
2014-11-13,0,26,4
2014-11-14,0,19,14
2014-11-15,0,13,1
2014-11-16,0,3,0
2014-11-17,7,31,7
2014-11-18,13,46,3
2014-11-19,7,24,6
2014-11-20,11,23,9
2014-11-21,5,23,8
2014-11-22,9,6,1
2014-11-23,17,0,1
2014-11-24,0,15,6
2014-11-25,2,75,1
2014-11-26,15,6,5
2014-11-27,1,2,9
2014-11-28,5,0,4
2014-11-29,7,2,0
2014-11-30,4,0,0
2014-12-01,6,23,2
2014-12-02,4,29,6
2014-12-03,10,35,0
2014-12-04,14,52,1
2014-12-05,15,46,0
2014-12-06,5,11,0
2014-12-07,1,0,0
2014-12-08,0,39,1
2014-12-09,9,33,2
2014-12-10,26,40,2
2014-12-11,10,30,6
2014-12-12,32,48,0
2014-12-13,10,11,0
2014-12-14,10,1,0
2014-12-15,50,17,18
2014-12-16,112,22,8
2014-12-17,13,29,6
2014-12-18,49,53,5
2014-12-19,30,49,11
2014-12-20,16,6,0
2014-12-21,5,0,0
2014-12-22,15,20,1
2014-12-23,11,10,2
2014-12-24,8,13,1
2014-12-25,1,0,0
2014-12-26,0,8,3
2014-12-27,13,0,0
2014-12-28,2,0,4
2014-12-29,6,33,6
2014-12-30,21,50,17
2014-12-31,32,4,11
2015-01-01,0,0,4
2015-01-02,54,8,0
2015-01-03,12,1,0
2015-01-04,6,16,18
2015-01-05,8,66,14
2015-01-06,2,36,12
2015-01-07,2,31,5
2015-01-08,7,23,16
2015-01-09,14,42,7
2015-01-10,2,0,1
2015-01-11,0,2,4
2015-01-12,21,15,17
2015-01-13,18,20,2
2015-01-14,24,13,12
2015-01-15,31,15,9
2015-01-16,26,36,24
2015-01-17,0,4,6
2015-01-18,0,1,6
2015-01-19,11,31,8
2015-01-20,24,24,11
2015-01-21,16,35,13
2015-01-22,15,26,2
2015-01-23,27,19,3
2015-01-24,12,4,0
2015-01-25,2,1,2
2015-01-26,8,12,10
2015-01-27,14,12,11
2015-01-28,1,25,14
2015-01-29,10,22,6
2015-01-30,12,26,8
2015-01-31,11,25,1
2015-02-01,9,0,8
2015-02-02,7,40,13
2015-02-03,16,40,18
2015-02-04,21,25,19
2015-02-05,44,56,15
2015-02-06,43,42,15
2015-02-07,1,8,11
2015-02-08,2,0,6
2015-02-09,23,22,4
2015-02-10,8,37,6
2015-02-11,24,49,8
2015-02-12,35,12,8
2015-02-13,35,14,10
2015-02-14,8,0,3
2015-02-15,1,0,17
2015-02-16,11,2,4
2015-02-17,10,11,3
2015-02-18,39,43,11
2015-02-19,20,15,3
2015-02-20,26,18,8
2015-02-21,10,1,2
2015-02-22,7,0,6
2015-02-23,22,10,18
2015-02-24,39,14,6
2015-02-25,14,11,8
2015-02-26,26,13,9
2015-02-27,15,19,2
2015-02-28,4,3,17
2015-03-01,2,1,3
2015-03-02,18,25,6
2015-03-03,34,15,26
2015-03-04,32,19,8
2015-03-05,7,6,16
2015-03-06,26,25,4
2015-03-07,14,4,22
2015-03-08,2,1,0
2015-03-09,8,4,3
2015-03-10,27,2,19
2015-03-11,12,7,12
2015-03-12,6,1,13
2015-03-13,7,2,8
2015-03-14,0,1,4
2015-03-15,0,42,0
2015-03-16,0,7,0
2015-03-17,0,26,13
2015-03-18,3,6,6
2015-03-19,3,4,5
2015-03-20,11,5,11
2015-03-21,14,2,9
2015-03-22,2,0,8
2015-03-23,43,24,8
2015-03-24,9,17,12
2015-03-25,6,14,24
2015-03-26,16,12,14
2015-03-27,7,13,9
2015-03-28,2,1,10
2015-03-29,6,0,20
2015-03-30,4,14,16
2015-03-31,13,15,10
2015-04-01,5,15,9
2015-04-02,6,14,8
2015-04-03,11,40,0
2015-04-04,3,1,2
2015-04-05,1,0,0
2015-04-06,16,16,5
2015-04-07,16,23,9
2015-04-08,10,32,5
2015-04-09,24,41,5
2015-04-10,3,21,11
2015-04-11,1,0,0
2015-04-12,1,0,20
2015-04-13,41,21,10
2015-04-14,29,21,5
2015-04-15,19,21,16
2015-04-16,7,11,3
2015-04-17,59,24,1
2015-04-18,1,1,0
2015-04-19,0,0,14
2015-04-20,27,15,25
2015-04-21,46,26,11
2015-04-22,57,20,15
2015-04-23,16,38,11
2015-04-24,22,40,6
2015-04-25,1,7,7
2015-04-26,1,0,9
2015-04-27,23,21,14
2015-04-28,29,38,13
2015-04-29,27,31,31
2015-04-30,16,26,9
2015-05-01,3,53,11
2015-05-02,0,0,6
2015-05-03,0,0,1
2015-05-04,15,31,5
2015-05-05,3,35,14
2015-05-06,1,30,6
2015-05-07,3,26,8
2015-05-08,1,30,5
2015-05-09,4,1,7
2015-05-10,5,5,2
2015-05-11,31,22,5
2015-05-12,39,24,4
2015-05-13,8,9,10
2015-05-14,5,8,5
2015-05-15,0,20,5
2015-05-16,0,2,4
2015-05-17,2,0,3
2015-05-18,6,34,12
2015-05-19,6,22,7
2015-05-20,6,14,6
2015-05-21,1,22,5
2015-05-22,4,19,2
2015-05-23,0,4,1
2015-05-24,0,0,0
2015-05-25,0,1,8
2015-05-26,4,18,2
2015-05-27,10,14,5
2015-05-28,26,23,3
2015-05-29,21,6,4
2015-05-30,30,9,0
2015-05-31,20,0,0
2015-06-01,8,10,9
2015-06-02,22,32,11
2015-06-03,51,39,24
2015-06-04,23,21,6
2015-06-05,12,37,5
2015-06-06,11,1,1
2015-06-07,1,0,0
2015-06-08,34,8,6
2015-06-09,33,13,4
2015-06-10,25,25,6
2015-06-11,11,19,6
2015-06-12,4,25,3
2015-06-13,0,10,11
2015-06-14,0,1,2
2015-06-15,7,34,2
2015-06-16,26,16,0
2015-06-17,0,23,1
2015-06-18,7,7,4
2015-06-19,3,11,8
2015-06-20,0,3,0
2015-06-21,0,1,0
2015-06-22,12,19,10
2015-06-23,1,13,1
2015-06-24,19,10,2
2015-06-25,11,30,3
2015-06-26,3,33,13
2015-06-27,16,0,1
2015-06-28,11,0,1
2015-06-29,38,7,10
2015-06-30,13,9,11
2015-07-01,28,5,1
2015-07-02,27,2,3
2015-07-03,2,0,4
2015-07-04,0,0,2
2015-07-05,0,1,0
2015-07-06,3,3,11
2015-07-07,14,6,7
2015-07-08,7,10,18
2015-07-09,15,22,8
2015-07-10,6,25,12
2015-07-11,0,0,0
2015-07-12,1,3,1
2015-07-13,23,15,6
2015-07-14,3,24,5
2015-07-15,31,26,11
2015-07-16,48,33,6
2015-07-17,34,6,10
2015-07-18,23,0,7
2015-07-19,13,3,1
2015-07-20,19,3,10
2015-07-21,7,3,11
2015-07-22,32,36,1
2015-07-23,8,15,1
2015-07-24,9,8,2
2015-07-25,4,3,0
2015-07-26,0,6,0
2015-07-27,23,11,2
2015-07-28,26,24,0
2015-07-29,32,13,6
2015-07-30,29,14,5
2015-07-31,6,5,6
2015-08-01,9,10,3
2015-08-02,0,0,0
2015-08-03,3,22,2
2015-08-04,11,12,9
2015-08-05,34,25,10
2015-08-06,48,2,4
2015-08-07,29,14,4
2015-08-08,7,12,6
2015-08-09,5,6,7
2015-08-10,43,15,18
2015-08-11,33,47,49
2015-08-12,36,21,5
2015-08-13,26,24,5
2015-08-14,29,18,5
2015-08-15,1,3,4
2015-08-16,3,0,5
2015-08-17,23,8,14
2015-08-18,51,41,16
2015-08-19,23,33,4
2015-08-20,13,4,7
2015-08-21,19,2,13
2015-08-22,0,2,5
2015-08-23,0,3,2
2015-08-24,28,9,6
2015-08-25,29,49,9
2015-08-26,32,16,4
2015-08-27,24,23,2
2015-08-28,44,11,3
2015-08-29,7,5,0
2015-08-30,8,0,3
2015-08-31,39,16,20
2015-09-01,27,31,10
2015-09-02,62,23,11
2015-09-03,25,9,13
2015-09-04,5,12,11
2015-09-05,1,4,10
2015-09-06,0,0,5
2015-09-07,1,1,6
2015-09-08,9,15,18
2015-09-09,28,19,14
2015-09-10,40,18,16
2015-09-11,31,22,10
2015-09-12,2,3,2
2015-09-13,5,4,2
2015-09-14,25,19,5
2015-09-15,17,22,11
2015-09-16,28,10,9
2015-09-17,11,39,10
2015-09-18,26,75,19
2015-09-19,7,4,9
2015-09-20,4,0,0
2015-09-21,19,22,12
2015-09-22,19,18,9
2015-09-23,50,48,19
2015-09-24,28,5,6
2015-09-25,0,2,7
2015-09-26,0,4,1
2015-09-27,0,0,2
2015-09-28,24,0,11
2015-09-29,51,1,15
2015-09-30,78,1,15
2015-10-01,48,0,13
2015-10-02,30,2,7
2015-10-03,0,2,1
2015-10-04,2,0,1
2015-10-05,12,0,1
2015-10-06,44,1,7
2015-10-07,37,8,3
2015-10-08,33,5,11
2015-10-09,37,6,3
2015-10-10,12,0,6
2015-10-11,5,0,1
2015-10-12,34,5,0
2015-10-13,132,6,4
2015-10-14,41,6,15
2015-10-15,25,8,1
2015-10-16,38,15,7
2015-10-17,9,0,2
2015-10-18,1,0,0
2015-10-19,39,24,1
2015-10-20,5,22,1
2015-10-21,21,28,5
2015-10-22,20,34,17
2015-10-23,22,15,11
2015-10-24,15,2,3
2015-10-25,1,0,1
2015-10-26,5,33,22
2015-10-27,28,47,10
2015-10-28,9,20,15
2015-10-29,16,10,17
2015-10-30,36,25,15
2015-10-31,1,0,7
2015-11-01,2,0,2
2015-11-02,14,11,12
2015-11-03,5,81,4
2015-11-04,4,29,6
2015-11-05,4,36,7
2015-11-06,11,20,4
2015-11-07,2,2,5
2015-11-08,0,0,5
2015-11-09,13,19,16
2015-11-10,37,38,9
2015-11-11,15,24,13
2015-11-12,20,9,15
2015-11-13,25,19,12
2015-11-14,7,4,0
2015-11-15,1,0,0
2015-11-16,19,14,11
2015-11-17,15,17,3
2015-11-18,15,18,4
2015-11-19,35,4,11
2015-11-20,16,21,19
2015-11-21,2,12,14
2015-11-22,0,0,3
2015-11-23,11,16,3
2015-11-24,11,27,8
2015-11-25,33,18,6
2015-11-26,29,1,5
2015-11-27,7,2,8
2015-11-28,16,0,0
2015-11-29,6,0,3
2015-11-30,43,15,16
2015-12-01,23,17,11
2015-12-02,52,14,6
2015-12-03,41,6,23
2015-12-04,37,16,24
2015-12-05,8,1,3
2015-12-06,6,0,3
2015-12-07,93,29,13
2015-12-08,47,31,13
2015-12-09,25,31,20
2015-12-10,22,8,15
2015-12-11,28,34,35
2015-12-12,2,0,0
2015-12-13,1,1,0
2015-12-14,26,24,21
2015-12-15,16,7,36
2015-12-16,42,10,22
2015-12-17,29,6,24
2015-12-18,9,20,14
2015-12-19,9,2,0
2015-12-20,0,0,2
2015-12-21,8,13,10
2015-12-22,4,11,15
2015-12-23,1,8,7
2015-12-24,1,1,3
2015-12-25,1,0,0
2015-12-26,0,0,0
2015-12-27,0,0,0
2015-12-28,6,12,3
2015-12-29,12,102,2
2015-12-30,2,17,0
2015-12-31,5,1,2
2016-01-01,4,0,1
2016-01-02,0,0,0
2016-01-03,0,0,0
2016-01-04,26,28,6
2016-01-05,25,22,6
2016-01-06,20,8,2
2016-01-07,10,13,16
2016-01-08,15,12,24
2016-01-09,1,18,16
2016-01-10,0,1,1
2016-01-11,11,12,10
2016-01-12,20,20,28
2016-01-13,20,20,22
2016-01-14,11,9,18
2016-01-15,6,22,12
2016-01-16,4,17,4
2016-01-17,2,2,5
2016-01-18,12,5,29
2016-01-19,18,31,16
2016-01-20,6,23,18
2016-01-21,9,14,27
2016-01-22,5,25,3
2016-01-23,2,3,2
2016-01-24,3,0,7
2016-01-25,34,15,27
2016-01-26,13,30,23
2016-01-27,5,5,17
2016-01-28,8,12,28
2016-01-29,12,13,35
2016-01-30,4,2,2
2016-01-31,2,0,4
2016-02-01,20,13,20
2016-02-02,6,56,15
2016-02-03,14,32,10
2016-02-04,3,41,32
2016-02-05,4,43,26
2016-02-06,4,5,3
2016-02-07,0,1,4
2016-02-08,4,46,16
2016-02-09,12,21,26
2016-02-10,17,32,21
2016-02-11,9,76,23
2016-02-12,7,44,12
2016-02-13,5,6,8
2016-02-14,5,8,15
2016-02-15,14,0,35
2016-02-16,51,7,25
2016-02-17,12,0,5
2016-02-18,18,2,22
2016-02-19,7,6,20
2016-02-20,3,8,32
2016-02-21,0,8,13
2016-02-22,12,1,40
2016-02-23,36,15,33
2016-02-24,19,10,21
2016-02-25,57,9,11
2016-02-26,32,19,12
2016-02-27,1,2,3
2016-02-28,1,3,27
2016-02-29,10,14,37
2016-03-01,24,7,40
2016-03-02,8,20,29
2016-03-03,12,14,16
2016-03-04,11,8,17
2016-03-05,1,4,5
2016-03-06,1,0,10
2016-03-07,11,24,21
2016-03-08,4,38,40
2016-03-09,53,20,16
2016-03-10,0,49,17
2016-03-11,16,33,32
2016-03-12,1,0,4
2016-03-13,0,1,4
2016-03-14,16,28,18
2016-03-15,17,27,14
2016-03-16,17,33,25
2016-03-17,46,34,9
2016-03-18,21,34,10
2016-03-19,1,2,5
2016-03-20,2,0,13
2016-03-21,32,20,16
2016-03-22,12,26,20
2016-03-23,15,39,26
2016-03-24,27,51,4
2016-03-25,43,14,12
2016-03-26,6,1,0
2016-03-27,12,0,2
2016-03-28,19,28,20
2016-03-29,42,15,21
2016-03-30,7,26,13
2016-03-31,36,24,10
2016-04-01,16,19,4
2016-04-02,0,4,2
2016-04-03,4,2,12
2016-04-04,3,15,6
2016-04-05,28,30,8
2016-04-06,20,38,23
2016-04-07,13,16,9
2016-04-08,4,18,8
2016-04-09,3,5,14
2016-04-10,1,1,7
2016-04-11,14,26,21
2016-04-12,6,27,25
2016-04-13,11,29,12
2016-04-14,4,30,13
2016-04-15,12,14,17
2016-04-16,4,6,4
2016-04-17,5,2,3
2016-04-18,17,8,16
2016-04-19,34,36,16
2016-04-20,18,12,9
2016-04-21,20,18,3
2016-04-22,20,11,26
2016-04-23,1,9,7
2016-04-24,0,0,2
2016-04-25,6,13,23
2016-04-26,19,39,19
2016-04-27,14,36,11
2016-04-28,6,20,24
2016-04-29,15,40,10
2016-04-30,9,0,5
2016-05-01,1,1,1
2016-05-02,36,6,26
2016-05-03,11,10,20
2016-05-04,16,20,12
2016-05-05,12,11,2
2016-05-06,14,22,3
2016-05-07,3,0,1
2016-05-08,0,0,0
2016-05-09,17,6,10
2016-05-10,26,27,26
2016-05-11,14,16,14
2016-05-12,9,16,11
2016-05-13,13,9,14
2016-05-14,2,0,2
2016-05-15,7,0,1
2016-05-16,2,7,21
2016-05-17,6,8,13
2016-05-18,64,13,23
2016-05-19,30,24,13
2016-05-20,23,22,22
2016-05-21,1,0,3
2016-05-22,2,0,0
2016-05-23,18,3,33
2016-05-24,21,14,13
2016-05-25,35,19,19
2016-05-26,7,12,9
2016-05-27,2,26,19
2016-05-28,4,1,4
2016-05-29,0,0,0
2016-05-30,4,0,13
2016-05-31,16,10,11
2016-06-01,16,16,4
2016-06-02,18,12,14
2016-06-03,11,14,33
2016-06-04,4,0,1
2016-06-05,1,0,2
2016-06-06,15,3,15
2016-06-07,7,4,18
2016-06-08,23,3,22
2016-06-09,31,5,19
2016-06-10,8,20,10
2016-06-11,1,3,14
2016-06-12,6,2,2
2016-06-13,3,14,23
2016-06-14,5,30,3
2016-06-15,12,40,5
2016-06-16,19,24,34
2016-06-17,10,7,26
2016-06-18,1,0,0
2016-06-19,2,1,1
2016-06-20,34,18,19
2016-06-21,28,16,14
2016-06-22,12,14,7
2016-06-23,12,5,24
2016-06-24,16,1,3
2016-06-25,2,1,23
2016-06-26,0,0,5
2016-06-27,70,9,0
2016-06-28,29,25,10
2016-06-29,9,32,9
2016-06-30,10,9,6
2016-07-01,21,33,8
2016-07-02,1,3,2
2016-07-03,0,0,1
2016-07-04,0,1,0
2016-07-05,96,38,7
2016-07-06,25,35,17
2016-07-07,21,13,4
2016-07-08,16,8,10
2016-07-09,2,6,0
2016-07-10,0,1,0
2016-07-11,18,9,11
2016-07-12,15,6,7
2016-07-13,14,24,2
2016-07-14,23,5,2
2016-07-15,5,14,0
2016-07-16,1,5,0
2016-07-17,1,0,0
2016-07-18,4,4,15
2016-07-19,10,12,8
2016-07-20,8,4,4
2016-07-21,14,4,6
2016-07-22,16,15,3
2016-07-23,5,0,10
2016-07-24,0,1,0
2016-07-25,15,14,10
2016-07-26,24,28,4
2016-07-27,20,41,15
2016-07-28,11,6,2
