,golang/go,nim-lang/Nim,rust-lang/rust
2016-11-25,1,0,20
2016-11-26,1,4,20
2016-11-27,0,4,27
2016-11-28,6,13,37
2016-11-29,20,10,65
2016-11-30,21,17,30
2016-12-01,31,10,23
2016-12-02,8,4,26
2016-12-03,3,2,34
2016-12-04,3,1,24
2016-12-05,7,8,17
2016-12-06,10,14,32
2016-12-07,13,5,31
2016-12-08,11,2,27
2016-12-09,22,0,24
2016-12-10,3,3,13
2016-12-11,1,3,23
2016-12-12,6,1,32
2016-12-13,11,8,19
2016-12-14,13,2,46
2016-12-15,20,0,48
2016-12-16,6,3,17
2016-12-17,0,11,50
2016-12-18,0,10,28
2016-12-19,7,1,47
2016-12-20,14,3,84
2016-12-21,11,7,145
2016-12-22,4,13,39
2016-12-23,3,2,23
2016-12-24,2,1,24
2016-12-25,0,1,12
2016-12-26,0,0,17
2016-12-27,0,5,18
2016-12-28,1,5,37
2016-12-29,1,10,22
2016-12-30,1,4,97
2016-12-31,1,7,29
2017-01-01,0,0,18
2017-01-02,3,2,11
2017-01-03,5,10,49
2017-01-04,6,3,58
2017-01-05,8,3,34
2017-01-06,11,20,31
2017-01-07,6,12,23
2017-01-08,1,9,24
2017-01-09,7,1,31
2017-01-10,13,7,39
2017-01-11,4,10,23
2017-01-12,10,1,58
2017-01-13,9,2,34
2017-01-14,4,2,39
2017-01-15,0,3,22
2017-01-16,4,5,36
2017-01-17,5,2,54
2017-01-18,4,7,13
2017-01-19,2,8,43
2017-01-20,6,11,58
2017-01-21,1,8,27
2017-01-22,0,4,28
2017-01-23,1,5,17
2017-01-24,9,4,24
2017-01-25,7,3,31
2017-01-26,5,12,39
2017-01-27,1,12,26
2017-01-28,1,9,65
2017-01-29,2,10,18
2017-01-30,2,5,26
2017-01-31,3,17,27
2017-02-01,34,12,5
2017-02-02,29,10,43
2017-02-03,28,6,69
2017-02-04,9,4,59
2017-02-05,1,6,55
2017-02-06,16,11,38
2017-02-07,31,18,44
2017-02-08,21,14,73
2017-02-09,25,10,76
2017-02-10,26,11,75
2017-02-11,9,5,36
2017-02-12,3,2,32
2017-02-13,24,7,38
2017-02-14,21,6,27
2017-02-15,17,7,28
2017-02-16,12,13,39
2017-02-17,19,6,22
2017-02-18,4,0,32
2017-02-19,7,1,16
2017-02-20,1,16,37
2017-02-21,22,1,67
2017-02-22,15,4,24
2017-02-23,8,2,31
2017-02-24,21,10,36
2017-02-25,6,10,57
2017-02-26,1,20,27
2017-02-27,15,7,26
2017-02-28,26,3,72
2017-03-01,28,9,45
2017-03-02,27,8,34
2017-03-03,19,9,28
2017-03-04,12,1,22
2017-03-05,2,2,17
2017-03-06,32,3,24
2017-03-07,24,12,18
2017-03-08,11,7,26
2017-03-09,14,5,31
2017-03-10,9,7,48
2017-03-11,4,0,53
2017-03-12,2,9,35
2017-03-13,17,2,23
2017-03-14,19,19,61
2017-03-15,10,5,22
2017-03-16,15,5,14
2017-03-17,26,4,46
2017-03-18,4,7,28
2017-03-19,9,3,27
2017-03-20,21,6,35
2017-03-21,25,20,62
2017-03-22,25,3,54
2017-03-23,23,12,61
2017-03-24,25,34,33
2017-03-25,7,2,33
2017-03-26,7,6,29
2017-03-27,11,12,42
2017-03-28,11,4,28
2017-03-29,23,14,53
2017-03-30,25,6,77
2017-03-31,34,10,43
2017-04-01,5,1,19
2017-04-02,1,14,21
2017-04-03,19,2,27
2017-04-04,6,9,37
2017-04-05,10,7,49
2017-04-06,16,7,53
2017-04-07,28,6,41
2017-04-08,4,8,34
2017-04-09,3,11,31
2017-04-10,13,8,36
2017-04-11,16,0,52
2017-04-12,26,5,49
2017-04-13,26,0,45
2017-04-14,8,4,25
2017-04-15,4,3,54
2017-04-16,3,5,11
2017-04-17,20,9,19
2017-04-18,21,3,42
2017-04-19,31,4,21
2017-04-20,22,1,36
2017-04-21,46,3,42
2017-04-22,6,1,28
2017-04-23,7,0,29
2017-04-24,18,2,40
2017-04-25,27,3,43
2017-04-26,33,6,53
2017-04-27,19,2,31
2017-04-28,38,10,43
2017-04-29,7,0,19
2017-04-30,8,2,23
2017-05-01,11,4,53
2017-05-02,8,2,76
2017-05-03,8,0,62
2017-05-04,10,11,29
2017-05-05,8,0,49
2017-05-06,3,2,30
2017-05-07,5,0,39
2017-05-08,4,3,29
2017-05-09,20,2,54
2017-05-10,15,3,36
2017-05-11,7,2,95
2017-05-12,7,8,28
2017-05-13,3,7,53
2017-05-14,3,4,29
2017-05-15,8,2,36
2017-05-16,8,18,50
2017-05-17,8,14,32
2017-05-18,16,4,35
2017-05-19,12,0,35
2017-05-20,2,0,24
2017-05-21,0,1,21
2017-05-22,14,0,31
2017-05-23,14,2,51
2017-05-24,16,0,20
2017-05-25,5,0,72
2017-05-26,7,5,34
2017-05-27,0,0,26
2017-05-28,1,0,36
2017-05-29,3,3,14
2017-05-30,5,0,47
2017-05-31,6,6,44
2017-06-01,2,1,68
2017-06-02,7,0,44
2017-06-03,2,3,37
2017-06-04,0,1,46
2017-06-05,14,5,36
2017-06-06,11,4,58
2017-06-07,16,1,29
2017-06-08,21,4,30
2017-06-09,12,3,36
2017-06-10,0,0,22
2017-06-11,1,0,42
2017-06-12,6,0,67
2017-06-13,16,9,55
2017-06-14,30,1,38
2017-06-15,20,4,49
2017-06-16,9,0,36
2017-06-17,2,3,46
2017-06-18,1,0,33
2017-06-19,4,2,42
2017-06-20,9,31,62
2017-06-21,6,1,40
2017-06-22,13,1,52
2017-06-23,14,0,69
2017-06-24,1,0,56
2017-06-25,1,0,17
2017-06-26,8,3,20
2017-06-27,11,3,21
2017-06-28,19,1,36
2017-06-29,13,7,64
2017-06-30,9,1,32
2017-07-01,0,1,17
2017-07-02,0,0,17
2017-07-03,1,1,33
2017-07-04,1,2,48
2017-07-05,1,3,32
2017-07-06,13,5,35
2017-07-07,8,2,37
2017-07-08,1,8,25
2017-07-09,1,4,16
2017-07-10,1,3,37
2017-07-11,3,2,48
2017-07-12,4,3,48
2017-07-13,4,4,55
2017-07-14,8,4,23
2017-07-15,25,2,20
2017-07-16,3,2,13
2017-07-17,7,12,31
2017-07-18,5,2,32
2017-07-19,4,0,35
2017-07-20,8,4,80
2017-07-21,5,2,41
2017-07-22,1,6,45
2017-07-23,0,1,19
2017-07-24,6,6,50
2017-07-25,6,5,63
2017-07-26,5,4,45
2017-07-27,3,4,44
2017-07-28,1,1,92
2017-07-29,0,2,26
2017-07-30,1,4,44
2017-07-31,4,2,70
2017-08-01,0,3,95
2017-08-02,5,0,58
2017-08-03,6,5,38
2017-08-04,10,3,43
2017-08-05,2,2,24
2017-08-06,1,3,21
2017-08-07,3,3,50
2017-08-08,17,5,42
2017-08-09,24,1,57
2017-08-10,8,3,47
2017-08-11,30,3,74
2017-08-12,4,4,39
2017-08-13,6,3,48
2017-08-14,42,2,48
2017-08-15,51,0,43
2017-08-16,31,0,54
2017-08-17,27,2,37
2017-08-18,39,0,35
2017-08-19,9,7,15
2017-08-20,1,0,25
2017-08-21,15,1,41
2017-08-22,19,0,60
2017-08-23,12,0,42
