,llvm/llvm-project,gcc-mirror/gcc,golang/go
2013-05-11,16,1,0
2013-05-12,8,5,0
2013-05-13,63,23,3
2013-05-14,103,27,15
2013-05-15,74,19,19
2013-05-16,103,24,5
2013-05-17,90,21,8
2013-05-18,22,11,5
2013-05-19,19,7,2
2013-05-20,86,15,14
2013-05-21,88,17,11
2013-05-22,87,21,21
2013-05-23,67,22,8
2013-05-24,64,29,13
2013-05-25,15,9,2
2013-05-26,8,8,0
2013-05-27,23,9,6
2013-05-28,62,19,9
2013-05-29,75,18,11
2013-05-30,74,16,8
2013-05-31,86,25,9
2013-06-01,18,12,8
2013-06-02,7,1,8
2013-06-03,66,16,10
2013-06-04,73,18,14
2013-06-05,73,19,10
2013-06-06,90,20,5
2013-06-07,113,23,3
2013-06-08,29,12,0
2013-06-09,10,6,8
2013-06-10,63,12,17
2013-06-11,95,18,9
2013-06-12,66,26,13
2013-06-13,76,15,11
2013-06-14,61,14,6
2013-06-15,29,4,3
2013-06-16,18,8,0
2013-06-17,78,12,12
2013-06-18,109,17,8
2013-06-19,122,24,3
2013-06-20,114,25,8
2013-06-21,108,15,6
2013-06-22,38,4,2
2013-06-23,21,7,1
2013-06-24,114,15,13
2013-06-25,99,12,12
2013-06-26,149,14,11
2013-06-27,70,23,16
2013-06-28,120,19,10
2013-06-29,30,5,0
2013-06-30,20,3,1
2013-07-01,96,5,7
2013-07-02,74,10,12
2013-07-03,107,7,6
2013-07-04,80,10,1
2013-07-05,58,27,5
2013-07-06,31,5,0
2013-07-07,11,3,1
2013-07-08,100,42,1
2013-07-09,93,18,5
2013-07-10,61,19,8
2013-07-11,88,9,12
2013-07-12,90,5,19
2013-07-13,34,7,3
2013-07-14,32,5,2
2013-07-15,68,6,8
2013-07-16,103,13,20
2013-07-17,72,6,8
2013-07-18,84,14,17
2013-07-19,101,13,14
2013-07-20,33,8,4
2013-07-21,19,24,0
2013-07-22,90,31,11
2013-07-23,110,34,9
2013-07-24,79,14,14
2013-07-25,79,21,10
2013-07-26,103,14,8
2013-07-27,33,5,4
2013-07-28,20,3,6
2013-07-29,57,14,21
2013-07-30,69,18,13
2013-07-31,86,15,31
2013-08-01,77,13,31
2013-08-02,57,16,15
2013-08-03,9,10,9
2013-08-04,12,3,5
2013-08-05,41,16,23
2013-08-06,79,11,24
2013-08-07,103,20,14
2013-08-08,86,13,26
2013-08-09,85,20,36
2013-08-10,20,5,4
2013-08-11,6,2,3
2013-08-12,80,14,18
2013-08-13,92,24,46
2013-08-14,104,27,40
2013-08-15,72,2,18
2013-08-16,87,11,28
2013-08-17,15,5,8
2013-08-18,27,7,2
2013-08-19,81,17,22
2013-08-20,100,23,12
2013-08-21,113,12,13
2013-08-22,103,15,5
2013-08-23,76,16,16
2013-08-24,31,3,9
2013-08-25,20,8,1
2013-08-26,66,22,4
2013-08-27,110,15,14
2013-08-28,119,17,6
2013-08-29,85,15,23
2013-08-30,78,27,13
2013-08-31,18,11,9
2013-09-01,6,11,0
2013-09-02,42,19,1
2013-09-03,114,17,2
2013-09-04,124,17,9
2013-09-05,87,21,5
2013-09-06,105,30,25
2013-09-07,27,6,0
2013-09-08,18,11,4
2013-09-09,85,27,20
2013-09-10,79,39,23
2013-09-11,105,11,21
2013-09-12,76,32,19
2013-09-13,85,23,10
2013-09-14,27,9,1
2013-09-15,11,6,4
2013-09-16,52,24,24
2013-09-17,79,26,12
2013-09-18,69,32,8
2013-09-19,72,10,9
2013-09-20,63,23,8
2013-09-21,35,3,3
2013-09-22,27,3,4
2013-09-23,68,17,16
2013-09-24,95,13,10
2013-09-25,68,36,7
2013-09-26,56,16,3
2013-09-27,116,19,5
2013-09-28,38,6,3
2013-09-29,19,10,1
2013-09-30,68,15,2
2013-10-01,84,39,2
2013-10-02,61,28,10
2013-10-03,69,24,17
2013-10-04,71,11,6
2013-10-05,44,1,1
2013-10-06,27,5,0
2013-10-07,65,7,8
2013-10-08,99,13,7
2013-10-09,76,26,7
2013-10-10,75,43,3
2013-10-11,103,51,10
2013-10-12,27,9,1
2013-10-13,13,12,0
2013-10-14,80,54,5
2013-10-15,95,39,8
2013-10-16,101,27,6
2013-10-17,79,41,6
2013-10-18,81,19,9
2013-10-19,23,16,0
2013-10-20,20,7,1
2013-10-21,73,19,3
2013-10-22,74,18,6
2013-10-23,79,31,2
2013-10-24,79,25,3
2013-10-25,68,21,2
2013-10-26,35,7,0
2013-10-27,23,9,0
2013-10-28,53,11,2
2013-10-29,98,30,12
2013-10-30,63,33,6
2013-10-31,104,33,2
2013-11-01,66,16,2
2013-11-02,36,5,0
2013-11-03,28,6,0
2013-11-04,54,23,2
2013-11-05,82,32,3
2013-11-06,70,44,1
2013-11-07,45,32,1
2013-11-08,71,22,2
2013-11-09,39,6,0
2013-11-10,20,8,0
2013-11-11,77,20,2
2013-11-12,94,24,2
2013-11-13,97,29,7
2013-11-14,116,54,2
2013-11-15,139,27,1
2013-11-16,41,15,0
2013-11-17,45,10,0
2013-11-18,75,39,2
2013-11-19,88,60,3
2013-11-20,69,46,2
2013-11-21,90,23,0
2013-11-22,104,45,0
2013-11-23,37,16,0
2013-11-24,23,10,0
2013-11-25,66,21,2
2013-11-26,70,29,0
2013-11-27,85,31,1
2013-11-28,35,19,0
2013-11-29,34,29,0
2013-11-30,15,5,0
2013-12-01,16,8,1
2013-12-02,94,18,3
2013-12-03,108,22,8
2013-12-04,97,21,2
2013-12-05,108,28,0
2013-12-06,68,27,7
2013-12-07,34,11,0
2013-12-08,28,7,0
2013-12-09,76,32,19
2013-12-10,124,26,19
2013-12-11,93,21,6
2013-12-12,83,23,10
2013-12-13,89,17,15
2013-12-14,40,14,0
2013-12-15,15,7,3
2013-12-16,71,20,18
2013-12-17,80,33,22
2013-12-18,77,19,42
2013-12-19,117,29,18
2013-12-20,79,14,13
2013-12-21,19,3,4
2013-12-22,10,3,2
2013-12-23,26,13,1
2013-12-24,23,5,2
2013-12-25,34,4,0
2013-12-26,30,10,5
2013-12-27,23,7,6
2013-12-28,36,4,3
2013-12-29,42,2,5
2013-12-30,37,10,6
2013-12-31,15,12,8
2014-01-01,16,3,5
2014-01-02,65,23,5
2014-01-03,69,12,5
2014-01-04,20,5,5
2014-01-05,38,4,1
2014-01-06,64,23,12
2014-01-07,62,15,10
2014-01-08,87,28,8
2014-01-09,77,35,13
2014-01-10,73,26,10
2014-01-11,41,8,3
2014-01-12,34,3,1
2014-01-13,92,13,11
2014-01-14,107,11,22
2014-01-15,61,27,7
2014-01-16,92,20,13
2014-01-17,80,30,12
2014-01-18,35,8,3
2014-01-19,36,13,2
2014-01-20,63,64,1
2014-01-21,73,32,19
2014-01-22,76,25,26
2014-01-23,96,42,5
2014-01-24,87,39,6
2014-01-25,52,20,2
2014-01-26,59,8,0
2014-01-27,93,27,11
2014-01-28,84,30,10
2014-01-29,71,55,5
2014-01-30,71,26,8
2014-01-31,96,32,5
2014-02-01,22,8,1
2014-02-02,35,14,11
2014-02-03,49,21,6
2014-02-04,82,36,4
2014-02-05,68,23,2
2014-02-06,66,37,5
2014-02-07,50,31,11
2014-02-08,24,8,0
2014-02-09,28,4,5
2014-02-10,57,16,10
2014-02-11,77,19,12
2014-02-12,82,20,21
2014-02-13,96,11,28
2014-02-14,70,13,28
2014-02-15,25,4,3
2014-02-16,27,3,5
2014-02-17,38,12,5
2014-02-18,78,18,10
2014-02-19,120,48,21
2014-02-20,83,31,11
2014-02-21,84,39,5
2014-02-22,38,5,0
2014-02-23,32,9,4
2014-02-24,84,30,34
2014-02-25,116,48,20
2014-02-26,106,17,15
2014-02-27,118,11,18
2014-02-28,115,12,13
2014-03-01,43,9,3
2014-03-02,67,5,4
2014-03-03,82,21,10
2014-03-04,139,16,30
2014-03-05,118,9,23
2014-03-06,143,12,20
2014-03-07,136,22,21
2014-03-08,47,11,1
2014-03-09,61,5,1
2014-03-10,87,9,7
2014-03-11,107,13,11
2014-03-12,110,13,15
2014-03-13,134,20,17
2014-03-14,110,12,12
2014-03-15,29,9,2
2014-03-16,6,3,1
2014-03-17,71,10,7
2014-03-18,105,30,11
2014-03-19,80,15,10
2014-03-20,121,16,10
2014-03-21,119,13,4
2014-03-22,16,5,2
2014-03-23,30,5,3
2014-03-24,91,18,8
2014-03-25,82,16,15
2014-03-26,106,24,19
2014-03-27,106,20,12
2014-03-28,84,27,8
2014-03-29,49,4,5
2014-03-30,39,4,0
2014-03-31,106,11,1
2014-04-01,103,22,8
2014-04-02,113,19,13
2014-04-03,99,10,20
2014-04-04,71,21,10
2014-04-05,21,4,0
2014-04-06,11,7,2
2014-04-07,55,11,8
2014-04-08,45,14,14
2014-04-09,105,12,19
2014-04-10,64,11,16
2014-04-11,63,27,16
2014-04-12,32,5,1
2014-04-13,18,2,0
2014-04-14,80,33,20
2014-04-15,116,32,13
2014-04-16,85,13,29
2014-04-17,85,38,20
2014-04-18,119,9,7
2014-04-19,24,1,2
2014-04-20,17,1,2
2014-04-21,89,5,11
2014-04-22,99,35,1
2014-04-23,121,28,2
2014-04-24,106,29,1
2014-04-25,131,29,4
2014-04-26,44,8,4
2014-04-27,47,4,8
2014-04-28,83,18,9
2014-04-29,129,17,6
2014-04-30,127,24,5
2014-05-01,86,16,4
2014-05-02,72,17,6
2014-05-03,35,12,0
2014-05-04,19,1,0
2014-05-05,70,19,6
2014-05-06,105,20,3
2014-05-07,123,29,14
2014-05-08,103,35,4
2014-05-09,84,26,15
2014-05-10,20,4,3
2014-05-11,31,6,4
2014-05-12,115,17,14
2014-05-13,79,33,12
2014-05-14,84,28,9
2014-05-15,102,13,19
2014-05-16,99,44,11
2014-05-17,32,20,2
2014-05-18,20,15,0
2014-05-19,79,23,10
2014-05-20,73,25,22
2014-05-21,81,49,18
2014-05-22,103,30,2
2014-05-23,77,35,1
2014-05-24,24,13,2
2014-05-25,18,8,0
2014-05-26,34,23,1
2014-05-27,59,24,3
2014-05-28,73,32,17
2014-05-29,87,15,2
2014-05-30,64,23,2
2014-05-31,48,4,8
2014-06-01,15,11,7
2014-06-02,58,21,8
2014-06-03,73,28,7
2014-06-04,67,28,1
2014-06-05,72,29,4
2014-06-06,83,30,1
2014-06-07,17,4,0
2014-06-08,38,8,0
2014-06-09,59,18,0
2014-06-10,107,22,4
2014-06-11,106,42,7
2014-06-12,135,18,15
2014-06-13,98,36,11
2014-06-14,21,9,3
2014-06-15,23,11,0
2014-06-16,69,22,3
2014-06-17,56,21,15
2014-06-18,99,40,6
2014-06-19,80,8,8
2014-06-20,95,22,7
2014-06-21,31,5,4
2014-06-22,28,10,3
2014-06-23,74,26,7
2014-06-24,87,23,13
2014-06-25,97,25,4
2014-06-26,69,33,6
2014-06-27,153,16,4
2014-06-28,20,13,6
2014-06-29,12,13,2
2014-06-30,70,24,5
2014-07-01,69,21,14
2014-07-02,93,16,9
2014-07-03,64,12,6
2014-07-04,58,18,1
2014-07-05,19,6,2
2014-07-06,42,5,0
2014-07-07,77,15,4
2014-07-08,77,15,14
2014-07-09,84,25,15
2014-07-10,114,14,16
2014-07-11,76,25,3
2014-07-12,31,13,2
2014-07-13,23,10,0
2014-07-14,100,19,4
2014-07-15,87,19,13
2014-07-16,99,34,11
2014-07-17,116,42,10
2014-07-18,97,45,12
2014-07-19,32,9,6
2014-07-20,27,15,6
2014-07-21,84,10,8
2014-07-22,84,10,7
2014-07-23,103,30,9
2014-07-24,88,40,4
2014-07-25,74,16,5
2014-07-26,52,10,5
2014-07-27,17,9,0
2014-07-28,76,16,4
2014-07-29,105,66,12
2014-07-30,96,77,11
2014-07-31,95,66,12
2014-08-01,131,92,5
2014-08-02,43,9,1
2014-08-03,21,3,1
2014-08-04,97,66,2
2014-08-05,93,21,16
2014-08-06,64,11,47
2014-08-07,102,39,42
2014-08-08,89,14,13
2014-08-09,42,8,0
2014-08-10,25,2,0
2014-08-11,79,20,10
2014-08-12,65,23,37
2014-08-13,95,15,38
2014-08-14,74,33,18
2014-08-15,106,31,12
2014-08-16,27,8,4
2014-08-17,47,9,0
2014-08-18,74,27,9
2014-08-19,86,65,23
2014-08-20,61,22,5
2014-08-21,105,36,19
2014-08-22,54,76,10
2014-08-23,33,11,4
2014-08-24,14,5,12
2014-08-25,67,59,35
2014-08-26,80,38,11
2014-08-27,109,39,9
2014-08-28,64,76,33
2014-08-29,104,32,25
2014-08-30,22,8,16
2014-08-31,16,8,1
2014-09-01,34,19,15
2014-09-02,87,16,17
2014-09-03,98,41,14
2014-09-04,83,26,23
2014-09-05,76,44,18
2014-09-06,27,10,8
2014-09-07,28,4,10
2014-09-08,55,11,28
2014-09-09,62,36,17
2014-09-10,90,25,4
2014-09-11,82,22,11
2014-09-12,74,19,17
2014-09-13,9,7,0
2014-09-14,11,2,3
2014-09-15,103,15,12
2014-09-16,77,15,23
2014-09-17,68,13,13
2014-09-18,76,16,14
2014-09-19,78,28,22
2014-09-20,23,12,0
2014-09-21,31,14,1
2014-09-22,60,35,7
2014-09-23,56,23,5
2014-09-24,85,24,21
2014-09-25,51,28,16
2014-09-26,74,13,21
2014-09-27,16,6,1
2014-09-28,10,4,1
2014-09-29,61,15,14
2014-09-30,70,27,22
2014-10-01,117,13,12
2014-10-02,85,26,9
2014-10-03,108,37,9
2014-10-04,31,6,4
2014-10-05,25,8,1
2014-10-06,64,23,18
2014-10-07,81,19,13
2014-10-08,110,19,13
2014-10-09,81,23,11
2014-10-10,91,36,2
2014-10-11,32,5,3
2014-10-12,13,5,1
2014-10-13,48,23,5
2014-10-14,105,40,6
2014-10-15,114,41,19
2014-10-16,114,38,10
2014-10-17,104,42,9
2014-10-18,30,8,2
2014-10-19,23,7,5
2014-10-20,63,23,16
2014-10-21,102,25,7
2014-10-22,93,23,10
2014-10-23,83,34,3
2014-10-24,63,58,9
2014-10-25,24,8,1
2014-10-26,29,21,1
2014-10-27,80,32,17
2014-10-28,65,23,21
2014-10-29,49,26,22
2014-10-30,51,23,16
2014-10-31,84,34,9
2014-11-01,49,9,2
2014-11-02,44,10,1
2014-11-03,86,20,8
2014-11-04,109,33,4
2014-11-05,97,28,8
2014-11-06,82,23,14
2014-11-07,61,27,4
2014-11-08,20,7,1
2014-11-09,0,7,7
2014-11-10,56,47,13
2014-11-11,97,38,26
2014-11-12,96,44,16
2014-11-13,111,42,7
2014-11-14,115,43,21
2014-11-15,23,20,2
2014-11-16,17,11,4
2014-11-17,79,45,10
2014-11-18,92,53,11
2014-11-19,109,66,6
2014-11-20,75,70,9
2014-11-21,104,50,13
2014-11-22,31,16,4
2014-11-23,17,10,1
2014-11-24,56,38,4
2014-11-25,85,31,4
2014-11-26,55,30,0
2014-11-27,44,23,0
2014-11-28,37,23,0
2014-11-29,21,8,0
2014-11-30,18,4,0
2014-12-01,58,46,2
2014-12-02,83,25,2
2014-12-03,104,32,2
2014-12-04,83,28,2
2014-12-05,113,21,11
2014-12-06,46,8,4
2014-12-07,24,10,0
2014-12-08,75,19,13
2014-12-09,123,37,7
2014-12-10,108,53,7
2014-12-11,90,23,9
2014-12-12,80,38,12
2014-12-13,33,11,4
2014-12-14,19,5,3
2014-12-15,69,40,4
2014-12-16,98,27,9
2014-12-17,79,31,2
2014-12-18,75,21,21
2014-12-19,86,37,7
2014-12-20,33,9,8
2014-12-21,6,5,2
2014-12-22,43,22,27
2014-12-23,45,6,22
2014-12-24,35,8,5
2014-12-25,14,3,1
2014-12-26,30,1,5
2014-12-27,20,10,2
2014-12-28,16,3,7
2014-12-29,63,5,6
2014-12-30,49,9,7
2014-12-31,32,9,3
2015-01-01,13,4,6
2015-01-02,28,16,7
2015-01-03,22,7,2
2015-01-04,23,8,7
2015-01-05,72,26,11
2015-01-06,100,58,22
2015-01-07,90,32,25
2015-01-08,62,33,17
2015-01-09,79,34,8
2015-01-10,29,9,3
2015-01-11,21,7,2
2015-01-12,103,44,12
2015-01-13,118,42,8
2015-01-14,161,37,21
2015-01-15,128,60,14
2015-01-16,114,73,6
2015-01-17,29,26,2
2015-01-18,34,16,3
2015-01-19,111,39,15
2015-01-20,90,36,9
2015-01-21,104,46,30
2015-01-22,128,29,5
2015-01-23,88,41,10
2015-01-24,51,9,4
2015-01-25,44,10,1
2015-01-26,81,34,10
2015-01-27,110,35,10
2015-01-28,108,26,29
2015-01-29,114,30,16
2015-01-30,121,27,27
2015-01-31,38,8,1
2015-02-01,74,11,0
2015-02-02,113,15,11
2015-02-03,166,16,29
2015-02-04,148,35,23
2015-02-05,121,29,13
2015-02-06,104,21,26
2015-02-07,38,9,5
2015-02-08,39,12,7
2015-02-09,70,23,11
2015-02-10,131,28,13
2015-02-11,111,23,22
2015-02-12,84,22,17
2015-02-13,188,27,34
2015-02-14,77,6,10
2015-02-15,77,4,4
2015-02-16,113,16,8
2015-02-17,113,20,29
2015-02-18,176,24,14
2015-02-19,145,17,21
2015-02-20,144,41,22
2015-02-21,56,6,8
2015-02-22,41,7,3
2015-02-23,86,14,30
2015-02-24,100,16,15
2015-02-25,163,23,38
2015-02-26,123,31,27
2015-02-27,102,26,12
2015-02-28,65,6,11
2015-03-01,37,11,20
2015-03-02,113,31,28
2015-03-03,138,27,30
2015-03-04,138,23,24
2015-03-05,108,21,31
2015-03-06,95,17,15
2015-03-07,43,6,3
2015-03-08,33,11,4
2015-03-09,107,16,8
2015-03-10,143,34,12
2015-03-11,95,16,12
2015-03-12,128,22,18
2015-03-13,101,20,10
2015-03-14,53,5,8
2015-03-15,46,2,7
2015-03-16,99,17,26
2015-03-17,125,10,25
2015-03-18,91,18,10
2015-03-19,89,16,15
2015-03-20,78,14,28
2015-03-21,34,11,3
2015-03-22,23,9,0
2015-03-23,115,21,13
2015-03-24,93,26,27
2015-03-25,78,24,10
2015-03-26,102,23,11
2015-03-27,119,27,15
2015-03-28,32,7,11
2015-03-29,20,6,1
2015-03-30,115,9,16
2015-03-31,118,16,12
2015-04-01,72,8,16
2015-04-02,85,14,21
2015-04-03,74,11,20
2015-04-04,42,4,5
2015-04-05,28,2,0
2015-04-06,98,7,12
2015-04-07,110,18,24
2015-04-08,76,18,38
2015-04-09,92,20,20
2015-04-10,117,22,24
2015-04-11,35,8,11
2015-04-12,15,17,15
2015-04-13,101,17,32
2015-04-14,134,24,13
2015-04-15,100,22,22
2015-04-16,88,14,36
2015-04-17,91,30,30
2015-04-18,18,3,9
2015-04-19,21,3,2
2015-04-20,67,15,16
2015-04-21,67,21,31
2015-04-22,96,35,22
2015-04-23,99,30,11
2015-04-24,106,22,22
2015-04-25,19,2,1
2015-04-26,15,2,11
2015-04-27,91,25,24
2015-04-28,98,47,24
2015-04-29,107,34,32
2015-04-30,103,44,22
2015-05-01,68,30,21
2015-05-02,24,28,5
2015-05-03,3,4,6
2015-05-04,62,18,12
2015-05-05,83,26,20
2015-05-06,118,23,41
2015-05-07,113,13,21
2015-05-08,107,15,6
2015-05-09,22,39,3
2015-05-10,22,12,2
