,rust-lang/rust,python/cpython,JuliaLang/julia
2011-02-01,5,4,1
2011-02-02,9,10,10
2011-02-03,3,5,7
2011-02-04,2,7,2
2011-02-05,0,18,2
2011-02-06,0,3,1
2011-02-07,5,18,1
2011-02-08,1,0,1
2011-02-09,10,3,1
2011-02-10,10,4,2
2011-02-11,9,19,1
2011-02-12,0,4,0
2011-02-13,0,4,2
2011-02-14,5,5,1
2011-02-15,11,8,0
2011-02-16,7,0,1
2011-02-17,1,2,5
2011-02-18,3,3,1
2011-02-19,4,6,9
2011-02-20,0,10,2
2011-02-21,1,32,0
2011-02-22,4,29,0
2011-02-23,12,16,4
2011-02-24,8,16,0
2011-02-25,12,60,2
2011-02-26,6,40,2
2011-02-27,0,6,1
2011-02-28,2,10,1
2011-03-01,9,11,3
2011-03-02,27,10,5
2011-03-03,16,18,3
2011-03-04,12,9,3
2011-03-05,3,26,3
2011-03-06,6,42,1
2011-03-07,18,15,3
2011-03-08,17,17,2
2011-03-09,23,8,0
2011-03-10,18,21,1
2011-03-11,17,23,0
2011-03-12,4,23,4
2011-03-13,2,21,4
2011-03-14,27,69,4
2011-03-15,12,97,1
2011-03-16,15,52,1
2011-03-17,9,38,0
2011-03-18,24,4,0
2011-03-19,15,28,2
2011-03-20,13,55,0
2011-03-21,32,40,2
2011-03-22,29,32,2
2011-03-23,24,36,4
2011-03-24,17,27,4
2011-03-25,30,31,3
2011-03-26,6,53,0
2011-03-27,11,22,0
2011-03-28,8,15,1
2011-03-29,17,20,1
2011-03-30,12,14,1
2011-03-31,23,23,1
2011-04-01,26,11,0
2011-04-02,6,0,0
2011-04-03,10,21,0
2011-04-04,1,22,1
2011-04-05,8,13,4
2011-04-06,6,18,4
2011-04-07,22,14,2
2011-04-08,23,16,0
2011-04-09,3,19,5
2011-04-10,1,11,21
2011-04-11,7,23,20
2011-04-12,18,30,2
2011-04-13,15,45,0
2011-04-14,13,15,1
2011-04-15,4,37,4
2011-04-16,7,27,6
2011-04-17,8,6,9
2011-04-18,14,24,6
2011-04-19,22,24,0
2011-04-20,15,53,0
2011-04-21,9,23,5
2011-04-22,17,3,6
2011-04-23,4,6,10
2011-04-24,2,20,19
2011-04-25,8,18,6
2011-04-26,11,28,10
2011-04-27,13,32,3
2011-04-28,25,30,0
2011-04-29,23,19,0
2011-04-30,2,32,3
2011-05-01,11,29,3
2011-05-02,5,30,4
2011-05-03,27,21,5
2011-05-04,17,24,11
2011-05-05,43,29,10
2011-05-06,19,16,7
2011-05-07,3,54,5
2011-05-08,1,17,0
2011-05-09,14,54,8
2011-05-10,10,29,1
2011-05-11,36,16,0
2011-05-12,18,14,11
2011-05-13,25,16,3
2011-05-14,27,52,15
2011-05-15,3,23,1
2011-05-16,21,15,2
2011-05-17,21,17,5
2011-05-18,30,11,1
2011-05-19,32,25,8
2011-05-20,29,20,0
2011-05-21,27,23,3
2011-05-22,31,17,0
2011-05-23,8,45,1
2011-05-24,19,39,2
2011-05-25,17,38,1
2011-05-26,6,24,5
2011-05-27,39,17,1
2011-05-28,6,30,7
2011-05-29,0,36,4
2011-05-30,1,28,4
2011-05-31,26,28,2
2011-06-01,30,32,2
2011-06-02,20,7,2
2011-06-03,15,26,10
2011-06-04,19,19,5
2011-06-05,3,18,3
2011-06-06,4,27,10
2011-06-07,5,13,5
2011-06-08,19,12,6
2011-06-09,29,26,20
2011-06-10,26,29,10
2011-06-11,10,26,17
2011-06-12,6,4,9
2011-06-13,4,6,13
2011-06-14,33,4,23
2011-06-15,46,3,14
2011-06-16,48,12,21
2011-06-17,39,21,0
2011-06-18,14,12,6
2011-06-19,24,18,17
2011-06-20,25,29,10
2011-06-21,13,11,8
2011-06-22,10,6,16
2011-06-23,15,6,27
2011-06-24,18,7,16
2011-06-25,8,42,12
2011-06-26,3,15,2
2011-06-27,38,28,10
2011-06-28,50,12,6
2011-06-29,38,46,15
2011-06-30,38,17,8
2011-07-01,33,20,22
2011-07-02,6,15,7
2011-07-03,8,33,9
2011-07-04,9,47,11
2011-07-05,26,23,5
2011-07-06,68,6,2
2011-07-07,32,3,8
2011-07-08,58,21,29
2011-07-09,15,20,27
2011-07-10,13,4,34
2011-07-11,35,0,25
2011-07-12,50,3,31
2011-07-13,32,20,17
2011-07-14,25,20,6
2011-07-15,28,35,8
2011-07-16,10,6,11
2011-07-17,8,19,2
2011-07-18,15,14,40
2011-07-19,22,21,53
2011-07-20,22,6,11
2011-07-21,24,9,5
2011-07-22,29,15,34
2011-07-23,11,24,12
2011-07-24,4,7,9
2011-07-25,16,6,34
2011-07-26,41,24,19
2011-07-27,40,25,2
2011-07-28,51,16,3
2011-07-29,32,48,24
2011-07-30,16,31,7
2011-07-31,4,21,16
2011-08-01,12,18,5
2011-08-02,48,34,3
2011-08-03,32,21,2
2011-08-04,29,4,8
2011-08-05,40,6,18
2011-08-06,4,15,11
2011-08-07,0,8,3
2011-08-08,14,11,12
2011-08-09,27,21,4
2011-08-10,31,8,7
2011-08-11,38,17,8
2011-08-12,76,17,13
2011-08-13,3,22,3
2011-08-14,4,4,7
2011-08-15,46,9,6
2011-08-16,49,16,18
2011-08-17,33,9,11
2011-08-18,31,30,6
2011-08-19,38,51,6
2011-08-20,20,41,29
2011-08-21,0,22,3
2011-08-22,23,16,19
2011-08-23,10,17,5
2011-08-24,21,7,11
2011-08-25,6,22,0
2011-08-26,30,13,10
2011-08-27,52,12,0
2011-08-28,4,9,2
2011-08-29,17,17,2
2011-08-30,14,16,8
2011-08-31,29,5,4
2011-09-01,51,50,3
2011-09-02,20,24,9
2011-09-03,15,8,2
2011-09-04,0,10,8
2011-09-05,0,20,3
2011-09-06,4,13,5
2011-09-07,8,4,4
2011-09-08,4,0,1
2011-09-09,9,17,0
2011-09-10,9,20,0
2011-09-11,1,5,6
2011-09-12,46,18,4
2011-09-13,17,2,2
2011-09-14,33,7,2
2011-09-15,27,8,3
2011-09-16,30,0,2
2011-09-17,3,6,2
2011-09-18,2,9,6
2011-09-19,9,14,2
2011-09-20,37,10,6
2011-09-21,30,19,9
2011-09-22,27,3,5
2011-09-23,42,6,1
2011-09-24,19,8,0
2011-09-25,6,4,1
2011-09-26,23,0,2
2011-09-27,31,1,0
2011-09-28,23,42,3
2011-09-29,7,31,0
2011-09-30,33,8,2
2011-10-01,6,27,1
2011-10-02,3,20,0
2011-10-03,4,37,0
2011-10-04,9,63,0
2011-10-05,39,31,5
2011-10-06,16,49,2
2011-10-07,14,33,0
2011-10-08,0,15,0
2011-10-09,4,19,0
2011-10-10,6,4,0
2011-10-11,16,32,0
2011-10-12,49,28,15
2011-10-13,7,11,42
2011-10-14,2,19,13
2011-10-15,3,3,14
2011-10-16,2,8,12
2011-10-17,10,16,19
2011-10-18,17,15,24
2011-10-19,0,37,18
2011-10-20,13,20,14
2011-10-21,46,11,15
2011-10-22,4,10,8
2011-10-23,5,37,7
2011-10-24,34,20,9
2011-10-25,7,20,6
2011-10-26,9,10,5
2011-10-27,19,12,6
2011-10-28,46,30,12
2011-10-29,10,6,9
2011-10-30,7,34,13
2011-10-31,18,40,14
2011-11-01,13,28,2
2011-11-02,49,20,17
2011-11-03,7,24,12
2011-11-04,2,27,10
2011-11-05,29,25,3
2011-11-06,5,26,15
2011-11-07,17,28,6
2011-11-08,11,24,9
2011-11-09,17,5,8
2011-11-10,19,15,6
2011-11-11,16,26,5
2011-11-12,6,21,12
2011-11-13,2,8,7
2011-11-14,6,17,11
2011-11-15,8,21,9
2011-11-16,59,11,15
2011-11-17,33,8,10
2011-11-18,36,17,10
2011-11-19,7,7,6
2011-11-20,1,23,1
2011-11-21,13,28,9
2011-11-22,17,35,3
2011-11-23,11,18,4
2011-11-24,4,4,2
2011-11-25,9,14,4
2011-11-26,4,17,2
2011-11-27,0,8,1
2011-11-28,6,12,11
2011-11-29,37,11,27
2011-11-30,11,4,7
2011-12-01,13,7,44
2011-12-02,25,12,25
2011-12-03,6,26,15
2011-12-04,4,9,24
2011-12-05,7,12,15
2011-12-06,12,9,11
2011-12-07,28,12,31
2011-12-08,15,11,21
2011-12-09,13,14,13
2011-12-10,1,18,15
2011-12-11,3,9,17
2011-12-12,4,10,35
2011-12-13,21,8,20
2011-12-14,33,15,19
2011-12-15,12,20,13
2011-12-16,42,13,15
2011-12-17,25,17,11
2011-12-18,16,42,10
2011-12-19,46,27,9
2011-12-20,33,14,1
2011-12-21,25,17,1
2011-12-22,21,10,1
2011-12-23,11,15,2
2011-12-24,5,17,1
2011-12-25,1,17,14
2011-12-26,1,2,18
2011-12-27,0,7,5
2011-12-28,12,4,3
2011-12-29,5,4,10
2011-12-30,9,5,7
2011-12-31,9,9,11
2012-01-01,2,20,19
2012-01-02,23,9,6
2012-01-03,11,21,27
2012-01-04,13,13,15
2012-01-05,23,10,35
2012-01-06,28,4,14
2012-01-07,29,10,9
2012-01-08,10,6,6
2012-01-09,25,14,18
2012-01-10,18,11,10
2012-01-11,22,10,8
2012-01-12,21,15,16
2012-01-13,32,17,10
2012-01-14,31,47,2
2012-01-15,15,5,2
2012-01-16,43,48,4
2012-01-17,63,10,11
2012-01-18,41,41,7
2012-01-19,76,18,10
2012-01-20,76,13,3
2012-01-21,31,25,8
2012-01-22,8,10,7
2012-01-23,20,9,3
2012-01-24,66,10,13
2012-01-25,41,29,22
2012-01-26,32,13,22
2012-01-27,36,23,6
2012-01-28,14,8,18
2012-01-29,13,11,5
2012-01-30,15,8,22
2012-01-31,31,11,6
2012-02-01,22,16,4
2012-02-02,25,18,2
2012-02-03,29,11,3
2012-02-04,43,26,3
2012-02-05,17,25,2
2012-02-06,21,12,15
2012-02-07,10,6,10
2012-02-08,31,21,1
2012-02-09,12,13,8
2012-02-10,45,12,9
2012-02-11,21,10,8
2012-02-12,28,23,3
2012-02-13,34,17,0
2012-02-14,25,18,6
2012-02-15,24,37,4
2012-02-16,6,23,3
2012-02-17,17,14,3
2012-02-18,26,12,5
2012-02-19,3,22,29
2012-02-20,8,56,39
2012-02-21,24,62,16
2012-02-22,18,29,15
2012-02-23,31,45,10
2012-02-24,21,13,9
2012-02-25,12,25,6
2012-02-26,0,37,35
2012-02-27,14,21,21
2012-02-28,17,12,15
2012-02-29,37,17,20
2012-03-01,14,9,9
2012-03-02,25,13,15
2012-03-03,17,6,18
2012-03-04,8,26,34
2012-03-05,5,41,27
2012-03-06,49,19,18
2012-03-07,20,13,23
2012-03-08,30,17,33
2012-03-09,10,11,16
2012-03-10,29,11,42
2012-03-11,24,6,26
2012-03-12,13,41,10
2012-03-13,23,46,9
2012-03-14,25,57,16
2012-03-15,60,45,29
2012-03-16,40,39,35
2012-03-17,8,52,44
2012-03-18,9,14,37
2012-03-19,20,8,40
2012-03-20,21,9,15
2012-03-21,30,20,25
2012-03-22,25,27,16
2012-03-23,34,19,7
2012-03-24,11,8,12
2012-03-25,13,22,17
2012-03-26,15,21,4
2012-03-27,25,8,10
2012-03-28,20,8,5
2012-03-29,49,13,10
2012-03-30,12,12,4
2012-03-31,3,37,8
2012-04-01,22,22,26
2012-04-02,15,20,9
2012-04-03,13,18,6
2012-04-04,24,8,1
2012-04-05,17,27,4
2012-04-06,53,15,1
2012-04-07,7,10,13
2012-04-08,17,15,39
2012-04-09,9,27,24
2012-04-10,7,33,25
2012-04-11,12,20,30
2012-04-12,12,15,37
2012-04-13,15,21,6
2012-04-14,10,16,38
2012-04-15,17,28,29
2012-04-16,9,30,26
2012-04-17,10,17,34
2012-04-18,12,29,13
2012-04-19,20,12,10
2012-04-20,44,21,27
2012-04-21,9,9,13
2012-04-22,3,24,10
2012-04-23,19,32,19
2012-04-24,9,35,15
2012-04-25,16,16,13
2012-04-26,12,9,18
2012-04-27,21,19,9
2012-04-28,7,6,26
2012-04-29,0,58,31
2012-04-30,4,21,32
2012-05-01,11,33,19
2012-05-02,10,13,22
2012-05-03,33,20,18
2012-05-04,8,26,10
2012-05-05,2,9,14
2012-05-06,1,35,21
2012-05-07,10,18,9
2012-05-08,5,11,15
2012-05-09,2,11,5
2012-05-10,6,17,19
2012-05-11,5,11,4
2012-05-12,1,15,3
2012-05-13,1,18,31
2012-05-14,7,22,14
2012-05-15,20,37,14
2012-05-16,30,37,12
2012-05-17,16,10,10
2012-05-18,20,25,10
2012-05-19,25,18,8
2012-05-20,2,30,9
2012-05-21,5,10,17
2012-05-22,42,10,30
2012-05-23,61,7,14
2012-05-24,23,7,29
2012-05-25,24,23,13
2012-05-26,12,24,16
2012-05-27,4,18,21
2012-05-28,5,23,36
2012-05-29,18,28,38
2012-05-30,22,9,28
2012-05-31,46,24,23
2012-06-01,18,17,7
2012-06-02,28,17,12
2012-06-03,19,27,5
2012-06-04,15,24,7
2012-06-05,22,7,19
2012-06-06,29,6,10
2012-06-07,59,8,14
2012-06-08,23,10,8
2012-06-09,28,4,6
2012-06-10,7,8,11
2012-06-11,7,11,0
2012-06-12,10,5,2
2012-06-13,30,6,3
2012-06-14,22,8,9
2012-06-15,46,25,2
2012-06-16,15,16,7
2012-06-17,2,28,25
2012-06-18,10,13,27
2012-06-19,17,7,43
2012-06-20,16,12,18
2012-06-21,55,26,20
2012-06-22,19,38,10
2012-06-23,5,66,8
2012-06-24,4,95,11
2012-06-25,25,27,5
2012-06-26,33,26,12
2012-06-27,14,16,22
2012-06-28,25,14,16
2012-06-29,53,23,27
2012-06-30,16,34,20
2012-07-01,3,14,33
2012-07-02,22,9,13
2012-07-03,31,20,18
2012-07-04,25,3,11
2012-07-05,24,5,13
2012-07-06,51,7,20
2012-07-07,17,26,8
2012-07-08,28,33,18
2012-07-09,37,29,17
2012-07-10,52,8,14
2012-07-11,42,11,11
2012-07-12,22,8,17
2012-07-13,44,21,17
2012-07-14,34,9,7
2012-07-15,5,23,4
2012-07-16,10,21,15
2012-07-17,14,17,5
2012-07-18,28,13,12
2012-07-19,19,12,4
2012-07-20,15,23,7
2012-07-21,3,20,19
2012-07-22,0,14,11
2012-07-23,20,21,14
2012-07-24,43,9,7
2012-07-25,49,13,6
2012-07-26,26,6,6
2012-07-27,23,8,16
2012-07-28,14,11,12
2012-07-29,1,16,12
2012-07-30,18,20,7
2012-07-31,35,15,9
2012-08-01,30,16,16
2012-08-02,20,11,15
2012-08-03,54,19,11
2012-08-04,8,17,14
2012-08-05,4,24,9
2012-08-06,21,9,12
2012-08-07,43,4,18
2012-08-08,31,6,29
2012-08-09,27,16,4
2012-08-10,22,8,16
2012-08-11,13,20,12
2012-08-12,6,27,6
2012-08-13,24,16,14
2012-08-14,48,25,8
2012-08-15,34,26,9
2012-08-16,26,8,6
2012-08-17,28,12,30
2012-08-18,10,22,16
2012-08-19,0,13,12
2012-08-20,10,29,17
2012-08-21,28,12,4
2012-08-22,27,7,7
2012-08-23,41,12,5
2012-08-24,34,38,16
2012-08-25,31,14,9
2012-08-26,14,1,2
2012-08-27,28,7,7
2012-08-28,19,19,18
2012-08-29,23,10,16
2012-08-30,20,8,10
2012-08-31,51,10,6
2012-09-01,12,15,3
2012-09-02,13,13,6
2012-09-03,14,10,13
2012-09-04,35,0,9
2012-09-05,24,7,6
2012-09-06,21,12,23
2012-09-07,27,8,9
2012-09-08,29,19,7
2012-09-09,6,21,6
2012-09-10,28,54,20
2012-09-11,14,20,7
2012-09-12,28,21,17
2012-09-13,29,4,18
2012-09-14,13,5,13
2012-09-15,19,9,8
2012-09-16,8,0,6
2012-09-17,5,6,7
2012-09-18,25,4,6
2012-09-19,29,6,11
2012-09-20,43,25,13
2012-09-21,6,20,19
2012-09-22,15,8,12
2012-09-23,11,20,3
2012-09-24,13,20,2
2012-09-25,27,39,13
2012-09-26,49,5,3
2012-09-27,44,5,10
2012-09-28,47,29,1
2012-09-29,21,59,2
2012-09-30,5,59,1
2012-10-01,23,43,17
2012-10-02,35,24,17
2012-10-03,15,19,7
2012-10-04,49,38,3
2012-10-05,32,27,14
2012-10-06,25,53,27
2012-10-07,13,36,3
2012-10-08,21,9,9
2012-10-09,11,32,16
2012-10-10,18,24,9
2012-10-11,76,20,21
2012-10-12,41,29,18
2012-10-13,24,12,5
2012-10-14,1,6,7
2012-10-15,10,1,6
2012-10-16,4,50,17
2012-10-17,25,35,10
2012-10-18,22,11,19
2012-10-19,10,25,15
2012-10-20,3,15,21
2012-10-21,19,28,10
2012-10-22,18,13,11
2012-10-23,32,24,9
2012-10-24,12,6,8
2012-10-25,25,5,11
2012-10-26,2,17,10
2012-10-27,7,41,33
2012-10-28,4,53,16
2012-10-29,6,10,11
2012-10-30,13,11,4
2012-10-31,7,79,28
2012-11-01,9,29,21
2012-11-02,11,9,4
2012-11-03,9,45,13
2012-11-04,12,29,8
2012-11-05,12,14,21
2012-11-06,1,16,23
2012-11-07,12,8,5
2012-11-08,4,27,17
2012-11-09,6,5,12
2012-11-10,0,17,2
2012-11-11,1,57,0
2012-11-12,1,14,9
2012-11-13,26,6,12
2012-11-14,14,16,14
2012-11-15,19,12,1
2012-11-16,33,4,22
2012-11-17,10,31,4
2012-11-18,23,39,13
2012-11-19,11,2,12
2012-11-20,8,13,17
2012-11-21,21,13,21
2012-11-22,0,10,24
2012-11-23,7,19,4
2012-11-24,11,6,5
2012-11-25,6,6,5
2012-11-26,7,8,21
2012-11-27,11,9,12
2012-11-28,14,24,18
2012-11-29,34,28,17
2012-11-30,18,5,8
2012-12-01,11,2,4
2012-12-02,1,32,4
2012-12-03,3,16,9
2012-12-04,8,7,19
2012-12-05,8,9,11
2012-12-06,32,6,19
2012-12-07,36,2,15
2012-12-08,17,26,30
2012-12-09,5,28,30
2012-12-10,9,19,15
2012-12-11,21,13,25
2012-12-12,12,6,17
2012-12-13,17,8,28
2012-12-14,35,12,38
2012-12-15,15,20,16
2012-12-16,13,19,14
2012-12-17,23,31,16
2012-12-18,29,19,16
2012-12-19,15,13,7
2012-12-20,12,7,15
2012-12-21,37,12,24
2012-12-22,11,9,6
2012-12-23,18,25,14
2012-12-24,8,19,10
2012-12-25,21,30,3
2012-12-26,0,21,3
2012-12-27,8,36,16
2012-12-28,15,17,12
2012-12-29,12,19,1
2012-12-30,12,10,10
2012-12-31,2,19,11
2013-01-01,5,39,9
2013-01-02,6,38,32
2013-01-03,8,16,18
2013-01-04,4,14,25
2013-01-05,7,12,32
2013-01-06,5,8,17
2013-01-07,20,7,15
2013-01-08,25,22,44
2013-01-09,25,6,37
2013-01-10,22,32,28
2013-01-11,27,60,42
2013-01-12,16,36,39
2013-01-13,24,27,26
2013-01-14,21,10,52
2013-01-15,19,31,26
2013-01-16,11,16,13
2013-01-17,3,15,18
2013-01-18,35,13,21
2013-01-19,1,24,15
2013-01-20,24,16,3
2013-01-21,11,23,13
2013-01-22,23,23,32
2013-01-23,51,10,20
2013-01-24,45,16,34
2013-01-25,36,50,29
2013-01-26,23,24,33
2013-01-27,1,21,5
2013-01-28,25,10,6
2013-01-29,44,41,8
2013-01-30,41,3,2
2013-01-31,40,17,0
2013-02-01,45,33,2
2013-02-02,17,67,12
2013-02-03,28,20,17
2013-02-04,22,30,13
2013-02-05,21,15,22
2013-02-06,23,7,26
2013-02-07,23,26,23
2013-02-08,39,12,24
2013-02-09,22,43,24
2013-02-10,22,35,39
2013-02-11,13,18,37
2013-02-12,15,21,35
2013-02-13,40,17,22
2013-02-14,25,1,16
2013-02-15,44,12,15
2013-02-16,41,14,12
2013-02-17,22,10,16
2013-02-18,17,16,13
2013-02-19,51,10,39
2013-02-20,7,21,43
2013-02-21,30,18,8
2013-02-22,21,13,14
2013-02-23,9,52,14
2013-02-24,4,4,8
2013-02-25,14,13,16
2013-02-26,56,19,12
2013-02-27,34,13,18
2013-02-28,27,9,12
2013-03-01,21,19,21
2013-03-02,33,8,22
2013-03-03,30,7,17
2013-03-04,21,18,35
2013-03-05,26,20,27
2013-03-06,34,16,37
2013-03-07,50,21,55
2013-03-08,34,13,25
2013-03-09,9,25,18
2013-03-10,16,14,20
2013-03-11,42,32,20
2013-03-12,40,13,18
2013-03-13,15,17,18
2013-03-14,29,11,17
2013-03-15,20,9,19
2013-03-16,22,37,39
2013-03-17,4,10,16
2013-03-18,17,20,22
2013-03-19,37,71,33
2013-03-20,32,37,21
2013-03-21,33,26,15
2013-03-22,51,14,13
2013-03-23,17,57,18
2013-03-24,7,16,12
2013-03-25,19,7,25
2013-03-26,58,20,18
2013-03-27,63,5,19
2013-03-28,31,17,13
2013-03-29,49,14,11
2013-03-30,17,25,13
2013-03-31,13,14,10
2013-04-01,17,13,18
2013-04-02,10,7,24
2013-04-03,27,23,34
2013-04-04,21,7,30
2013-04-05,19,9,21
2013-04-06,16,22,8
2013-04-07,10,19,13
2013-04-08,23,10,14
2013-04-09,15,23,12
2013-04-10,47,9,16
2013-04-11,24,17,23
2013-04-12,25,21,12
2013-04-13,23,26,9
2013-04-14,16,59,7
2013-04-15,24,9,8
2013-04-16,23,9,5
2013-04-17,7,23,20
2013-04-18,56,6,13
2013-04-19,50,13,10
2013-04-20,45,15,7
2013-04-21,16,12,7
2013-04-22,29,8,12
2013-04-23,39,12,5
2013-04-24,32,5,17
2013-04-25,26,2,10
2013-04-26,19,3,11
2013-04-27,13,0,20
2013-04-28,40,17,30
2013-04-29,44,5,11
2013-04-30,54,20,13
2013-05-01,40,9,29
2013-05-02,55,1,17
2013-05-03,46,7,50
2013-05-04,20,20,14
2013-05-05,16,8,2
2013-05-06,26,23,10
2013-05-07,56,15,20
2013-05-08,30,7,17
2013-05-09,65,6,20
2013-05-10,35,7,7
2013-05-11,26,13,20
2013-05-12,21,25,6
2013-05-13,34,11,14
2013-05-14,68,5,11
2013-05-15,70,12,31
2013-05-16,28,16,15
2013-05-17,38,19,26
2013-05-18,38,14,8
2013-05-19,20,13,8
2013-05-20,64,24,18
2013-05-21,36,8,22
2013-05-22,22,9,20
2013-05-23,29,6,11
2013-05-24,37,7,6
2013-05-25,16,19,2
2013-05-26,21,1,2
2013-05-27,25,4,16
2013-05-28,36,27,19
2013-05-29,36,16,8
2013-05-30,47,2,12
2013-05-31,30,12,13
2013-06-01,36,7,6
2013-06-02,21,4,15
2013-06-03,14,2,11
2013-06-04,15,17,27
2013-06-05,37,8,19
2013-06-06,38,0,19
2013-06-07,30,8,13
2013-06-08,41,7,10
2013-06-09,13,10,1
2013-06-10,40,9,14
2013-06-11,28,8,14
2013-06-12,43,9,30
2013-06-13,35,9,27
2013-06-14,30,16,35
2013-06-15,43,28,35
2013-06-16,47,18,2
2013-06-17,43,22,19
2013-06-18,12,5,34
2013-06-19,19,14,18
2013-06-20,33,6,27
2013-06-21,23,18,13
2013-06-22,25,13,14
2013-06-23,42,31,10
2013-06-24,32,25,32
2013-06-25,43,9,16
2013-06-26,56,3,14
2013-06-27,45,3,17
2013-06-28,58,8,32
2013-06-29,43,20,12
2013-06-30,35,10,15
2013-07-01,28,17,31
2013-07-02,25,8,49
2013-07-03,22,4,28
2013-07-04,18,12,15
2013-07-05,15,0,19
2013-07-06,23,18,23
2013-07-07,29,31,13
2013-07-08,53,21,10
2013-07-09,32,5,6
2013-07-10,25,6,19
2013-07-11,63,39,39
2013-07-12,21,21,41
2013-07-13,23,11,10
2013-07-14,29,7,9
2013-07-15,15,21,17
2013-07-16,27,31,27
2013-07-17,46,22,13
2013-07-18,27,6,25
2013-07-19,41,7,16
2013-07-20,58,33,12
2013-07-21,31,17,5
2013-07-22,44,24,12
2013-07-23,47,4,16
2013-07-24,44,4,22
2013-07-25,35,16,28
2013-07-26,14,30,19
2013-07-27,27,9,14
2013-07-28,32,15,19
2013-07-29,29,6,14
2013-07-30,40,25,26
2013-07-31,34,17,21
2013-08-01,47,18,25
2013-08-02,34,12,25
2013-08-03,36,28,11
2013-08-04,56,24,6
2013-08-05,30,8,8
2013-08-06,46,12,25
2013-08-07,47,2,47
2013-08-08,52,12,51
2013-08-09,29,3,20
2013-08-10,36,36,16
2013-08-11,31,8,12
2013-08-12,22,13,15
2013-08-13,25,13,19
2013-08-14,21,5,34
2013-08-15,56,12,24
2013-08-16,56,24,44
2013-08-17,18,16,8
2013-08-18,18,11,6
2013-08-19,47,17,13
2013-08-20,34,5,41
2013-08-21,38,17,30
2013-08-22,71,20,12
