,rust-lang/rust,golang/go,nim-lang/Nim
2023-06-05,116,10,3
2023-06-06,67,23,8
2023-06-07,73,12,8
2023-06-08,76,11,8
2023-06-09,66,8,8
2023-06-10,72,2,4
2023-06-11,62,4,3
2023-06-12,108,12,3
2023-06-13,84,16,8
2023-06-14,102,9,2
2023-06-15,78,9,4
2023-06-16,81,16,9
2023-06-17,73,1,2
2023-06-18,58,0,1
2023-06-19,125,1,1
2023-06-20,107,9,3
2023-06-21,111,8,6
2023-06-22,85,5,2
2023-06-23,77,6,0
2023-06-24,55,2,3
2023-06-25,61,0,3
2023-06-26,62,7,2
2023-06-27,113,6,10
2023-06-28,101,3,3
2023-06-29,93,9,3
2023-06-30,99,1,3
2023-07-01,61,0,2
2023-07-02,72,0,3
2023-07-03,112,0,2
2023-07-04,67,3,2
2023-07-05,100,4,1
2023-07-06,69,6,3
2023-07-07,89,5,4
2023-07-08,83,0,0
2023-07-09,41,0,0
2023-07-10,103,4,3
2023-07-11,53,8,1
2023-07-12,81,6,0
2023-07-13,84,4,0
2023-07-14,92,3,3
2023-07-15,33,0,0
2023-07-16,74,0,2
2023-07-17,76,4,0
2023-07-18,84,10,2
2023-07-19,80,2,5
2023-07-20,96,32,2
2023-07-21,103,23,1
2023-07-22,94,0,8
2023-07-23,38,0,3
2023-07-24,100,5,2
2023-07-25,94,7,2
2023-07-26,83,14,1
2023-07-27,90,13,2
2023-07-28,78,8,0
2023-07-29,73,1,2
2023-07-30,103,0,2
2023-07-31,131,32,5
2023-08-01,87,16,3
2023-08-02,109,10,3
2023-08-03,96,19,3
2023-08-04,99,8,8
2023-08-05,70,3,4
2023-08-06,73,0,9
2023-08-07,88,39,5
2023-08-08,96,9,8
2023-08-09,73,11,12
2023-08-10,53,17,9
2023-08-11,72,16,8
2023-08-12,40,2,4
2023-08-13,49,0,0
2023-08-14,89,13,4
2023-08-15,98,22,4
2023-08-16,101,25,1
2023-08-17,57,33,8
2023-08-18,83,21,2
2023-08-19,47,8,5
2023-08-20,45,6,1
2023-08-21,67,22,2
2023-08-22,105,34,2
2023-08-23,60,14,3
2023-08-24,79,14,5
2023-08-25,56,20,3
2023-08-26,51,4,0
2023-08-27,46,0,3
2023-08-28,91,17,6
2023-08-29,70,23,5
2023-08-30,86,11,2
2023-08-31,62,7,4
2023-09-01,73,15,8
2023-09-02,72,2,3
2023-09-03,76,3,2
2023-09-04,34,4,3
2023-09-05,75,9,2
2023-09-06,88,12,3
2023-09-07,71,26,5
2023-09-08,103,34,3
2023-09-09,46,2,3
2023-09-10,64,1,5
2023-09-11,91,17,3
2023-09-12,67,25,0
2023-09-13,52,26,1
2023-09-14,85,18,4
2023-09-15,66,14,1
2023-09-16,65,0,1
2023-09-17,44,1,1
2023-09-18,91,14,8
2023-09-19,77,11,3
2023-09-20,72,18,4
2023-09-21,83,5,3
2023-09-22,124,7,1
2023-09-23,63,1,3
2023-09-24,62,0,1
2023-09-25,80,10,3
2023-09-26,54,1,3
2023-09-27,35,10,3
2023-09-28,112,8,5
2023-09-29,68,5,1
2023-09-30,46,3,6
2023-10-01,52,0,2
2023-10-02,100,11,1
2023-10-03,82,16,3
2023-10-04,85,11,2
2023-10-05,105,7,0
2023-10-06,113,13,1
2023-10-07,39,2,2
2023-10-08,53,1,3
2023-10-09,111,18,1
2023-10-10,90,9,0
2023-10-11,69,12,8
2023-10-12,67,10,1
2023-10-13,55,12,2
2023-10-14,72,3,0
2023-10-15,71,0,2
2023-10-16,83,1,3
2023-10-17,97,6,0
2023-10-18,78,26,1
2023-10-19,83,17,1
2023-10-20,66,6,3
2023-10-21,118,1,1
2023-10-22,78,0,0
2023-10-23,113,9,3
2023-10-24,87,7,1
2023-10-25,163,10,1
2023-10-26,75,6,2
2023-10-27,101,3,2
2023-10-28,61,0,0
2023-10-29,101,0,4
2023-10-30,114,18,3
2023-10-31,88,15,2
2023-11-01,47,10,2
2023-11-02,108,22,1
2023-11-03,53,7,1
2023-11-04,78,0,4
2023-11-05,34,1,2
2023-11-06,37,17,3
2023-11-07,63,15,2
2023-11-08,85,20,0
2023-11-09,49,21,1
2023-11-10,50,11,1
2023-11-11,38,1,0
2023-11-12,67,0,0
2023-11-13,73,8,0
2023-11-14,58,13,2
2023-11-15,90,15,2
2023-11-16,115,20,1
2023-11-17,75,26,3
2023-11-18,48,0,3
2023-11-19,65,7,3
2023-11-20,82,16,3
2023-11-21,93,66,0
2023-11-22,103,17,2
2023-11-23,77,1,0
2023-11-24,98,0,2
2023-11-25,116,0,2
2023-11-26,96,0,1
2023-11-27,75,7,1
2023-11-28,101,7,2
2023-11-29,81,7,3
2023-11-30,69,5,6
2023-12-01,70,12,1
2023-12-02,88,1,3
2023-12-03,55,0,0
2023-12-04,121,5,3
2023-12-05,122,19,1
2023-12-06,74,19,2
2023-12-07,76,9,2
2023-12-08,136,10,0
2023-12-09,55,2,0
2023-12-10,76,0,0
2023-12-11,84,14,0
2023-12-12,121,14,3
2023-12-13,62,8,5
2023-12-14,88,12,5
2023-12-15,115,6,6
2023-12-16,57,0,1
2023-12-17,39,0,4
2023-12-18,139,11,5
2023-12-19,96,9,4
2023-12-20,68,2,1
2023-12-21,55,4,3
2023-12-22,64,0,2
2023-12-23,93,0,1
2023-12-24,46,0,3
2023-12-25,28,0,2
2023-12-26,60,1,0
2023-12-27,39,3,0
2023-12-28,62,0,1
2023-12-29,53,0,2
2023-12-30,51,2,1
2023-12-31,45,0,3
2024-01-01,33,0,1
2024-01-02,63,0,2
2024-01-03,99,4,1
2024-01-04,129,4,0
2024-01-05,121,3,3
2024-01-06,87,0,1
2024-01-07,110,0,1
2024-01-08,93,5,2
2024-01-09,119,5,1
2024-01-10,73,3,0
2024-01-11,118,4,5
2024-01-12,70,3,1
2024-01-13,71,1,2
2024-01-14,75,0,0
2024-01-15,67,2,2
2024-01-16,90,1,0
2024-01-17,71,7,1
2024-01-18,98,2,12
2024-01-19,131,4,4
2024-01-20,81,0,1
2024-01-21,80,0,0
2024-01-22,122,21,3
2024-01-23,87,16,3
2024-01-24,57,14,0
2024-01-25,85,10,1
2024-01-26,117,13,4
2024-01-27,57,2,1
2024-01-28,50,0,1
2024-01-29,71,8,1
2024-01-30,114,15,1
2024-01-31,81,11,1
2024-02-01,33,12,1
2024-02-02,52,8,1
2024-02-03,42,0,0
2024-02-04,54,0,0
2024-02-05,80,8,3
2024-02-06,83,4,1
2024-02-07,91,13,0
2024-02-08,122,18,1
2024-02-09,161,10,3
2024-02-10,86,4,1
2024-02-11,113,0,1
2024-02-12,141,6,0
2024-02-13,151,9,2
2024-02-14,100,5,0
2024-02-15,107,4,1
2024-02-16,114,16,0
2024-02-17,119,3,0
2024-02-18,87,0,0
2024-02-19,128,8,1
2024-02-20,120,21,6
2024-02-21,125,18,1
2024-02-22,115,8,1
2024-02-23,93,11,1
2024-02-24,73,3,2
2024-02-25,94,0,0
2024-02-26,126,24,4
2024-02-27,134,25,0
2024-02-28,109,42,0
2024-02-29,161,17,0
2024-03-01,120,3,0
2024-03-02,73,1,0
2024-03-03,87,0,10
2024-03-04,117,28,4
2024-03-05,162,5,2
2024-03-06,127,9,2
2024-03-07,105,17,0
2024-03-08,110,28,1
2024-03-09,114,7,4
2024-03-10,112,2,0
2024-03-11,137,15,2
2024-03-12,126,5,0
2024-03-13,107,9,0
2024-03-14,160,21,4
2024-03-15,91,19,2
2024-03-16,77,2,3
2024-03-17,117,1,0
2024-03-18,111,15,1
2024-03-19,124,13,0
2024-03-20,98,11,0
2024-03-21,126,18,2
2024-03-22,165,10,0
2024-03-23,114,2,0
2024-03-24,109,0,0
2024-03-25,112,15,2
2024-03-26,98,14,0
2024-03-27,123,8,1
2024-03-28,85,8,3
2024-03-29,59,13,1
2024-03-30,64,2,0
2024-03-31,77,1,0
2024-04-01,81,5,0
2024-04-02,83,18,3
2024-04-03,109,10,3
2024-04-04,103,9,2
2024-04-05,87,10,3
2024-04-06,95,0,1
2024-04-07,55,1,0
2024-04-08,115,11,0
2024-04-09,86,8,2
2024-04-10,96,8,1
2024-04-11,118,10,2
2024-04-12,83,5,1
2024-04-13,56,0,2
2024-04-14,91,4,0
2024-04-15,144,15,2
2024-04-16,177,10,1
2024-04-17,105,8,1
2024-04-18,77,15,10
2024-04-19,99,17,1
2024-04-20,98,0,0
2024-04-21,70,0,1
2024-04-22,78,16,3
2024-04-23,90,7,0
2024-04-24,97,8,3
2024-04-25,82,12,0
2024-04-26,62,14,3
2024-04-27,66,3,0
2024-04-28,73,0,1
2024-04-29,87,5,1
2024-04-30,78,9,0
2024-05-01,42,2,1
2024-05-02,115,5,1
2024-05-03,100,12,1
2024-05-04,139,4,1
2024-05-05,75,4,0
2024-05-06,82,12,0
2024-05-07,41,16,2
2024-05-08,80,17,8
2024-05-09,78,19,0
2024-05-10,80,10,7
2024-05-11,125,3,0
2024-05-12,84,1,0
2024-05-13,81,22,0
2024-05-14,78,14,4
2024-05-15,83,22,2
2024-05-16,66,26,2
2024-05-17,72,17,2
2024-05-18,59,3,0
2024-05-19,79,0,0
2024-05-20,130,20,1
2024-05-21,92,26,1
2024-05-22,88,52,1
2024-05-23,123,34,3
2024-05-24,92,19,1
2024-05-25,58,0,0
2024-05-26,50,0,0
2024-05-27,77,0,4
2024-05-28,86,3,1
2024-05-29,111,9,1
2024-05-30,76,17,1
2024-05-31,53,5,1
2024-06-01,46,0,0
2024-06-02,50,0,5
2024-06-03,70,2,1
2024-06-04,129,11,2
2024-06-05,147,8,4
2024-06-06,95,5,1
2024-06-07,123,14,2
2024-06-08,66,0,1
2024-06-09,95,0,1
2024-06-10,63,5,2
2024-06-11,133,13,1
2024-06-12,136,5,3
2024-06-13,143,10,0
2024-06-14,87,5,3
2024-06-15,64,0,2
2024-06-16,91,1,0
2024-06-17,102,3,1
2024-06-18,106,10,5
2024-06-19,146,0,3
2024-06-20,87,2,0
2024-06-21,118,13,1
2024-06-22,84,1,1
2024-06-23,80,1,0
2024-06-24,122,8,2
2024-06-25,101,3,1
2024-06-26,55,3,2
2024-06-27,70,2,0
2024-06-28,110,3,0
2024-06-29,98,0,4
2024-06-30,93,0,1
2024-07-01,87,5,5
2024-07-02,120,2,2
2024-07-03,89,5,3
2024-07-04,118,0,0
2024-07-05,113,2,0
2024-07-06,99,0,3
2024-07-07,164,3,1
2024-07-08,96,2,2
2024-07-09,75,3,4
2024-07-10,77,3,1
2024-07-11,56,5,3
2024-07-12,102,3,4
2024-07-13,46,0,0
2024-07-14,65,0,0
2024-07-15,100,4,2
2024-07-16,117,13,4
2024-07-17,152,7,7
2024-07-18,141,0,2
2024-07-19,150,1,2
2024-07-20,76,0,4
2024-07-21,50,0,0
2024-07-22,129,18,5
2024-07-23,76,16,3
2024-07-24,95,13,5
2024-07-25,139,9,1
2024-07-26,119,19,2
2024-07-27,81,4,0
2024-07-28,71,0,0
2024-07-29,133,20,1
2024-07-30,94,22,0
2024-07-31,85,21,0
2024-08-01,80,14,1
2024-08-02,57,13,0
2024-08-03,102,7,1
2024-08-04,61,0,0
2024-08-05,129,3,0
2024-08-06,94,8,0
2024-08-07,135,19,0
2024-08-08,108,6,0
2024-08-09,96,13,1
2024-08-10,104,3,1
2024-08-11,57,0,10
2024-08-12,141,9,6
2024-08-13,135,5,2
2024-08-14,82,14,1
2024-08-15,62,9,2
2024-08-16,68,8,3
2024-08-17,72,1,4
2024-08-18,72,0,1
2024-08-19,70,6,1
2024-08-20,65,23,12
2024-08-21,67,14,2
2024-08-22,84,10,5
2024-08-23,63,8,2
2024-08-24,84,2,0
2024-08-25,83,0,2
2024-08-26,73,8,1
2024-08-27,117,11,4
2024-08-28,85,4,6
2024-08-29,105,5,4
2024-08-30,62,11,2
2024-08-31,100,1,0
2024-09-01,60,1,0
2024-09-02,86,0,4
2024-09-03,88,36,5
2024-09-04,36,35,5
2024-09-05,96,24,3
2024-09-06,92,23,6
2024-09-07,65,1,0
2024-09-08,49,0,5
2024-09-09,121,4,11
2024-09-10,74,9,1
2024-09-11,94,17,3
2024-09-12,88,9,0
2024-09-13,66,15,1
2024-09-14,61,0,2
2024-09-15,85,2,1
