,pytorch/pytorch,chainer/chainer,torch/torch7
2017-04-13,12,17,0
2017-04-14,13,21,0
2017-04-15,3,11,0
2017-04-16,3,1,0
2017-04-17,21,38,0
2017-04-18,44,37,0
2017-04-19,32,14,0
2017-04-20,26,24,2
2017-04-21,7,43,1
2017-04-22,8,27,0
2017-04-23,4,16,0
2017-04-24,23,48,0
2017-04-25,23,31,1
2017-04-26,18,28,2
2017-04-27,11,28,0
2017-04-28,40,31,3
2017-04-29,7,16,0
2017-04-30,3,17,0
2017-05-01,68,30,0
2017-05-02,25,16,0
2017-05-03,27,21,0
2017-05-04,18,1,1
2017-05-05,13,17,0
2017-05-06,4,17,0
2017-05-07,4,20,0
2017-05-08,25,27,1
2017-05-09,26,19,2
2017-05-10,24,14,0
2017-05-11,8,16,2
2017-05-12,12,16,1
2017-05-13,1,6,0
2017-05-14,2,0,0
2017-05-15,12,28,0
2017-05-16,9,18,0
2017-05-17,17,4,0
2017-05-18,11,6,0
2017-05-19,15,6,0
2017-05-20,6,0,0
2017-05-21,3,2,0
2017-05-22,6,9,0
2017-05-23,13,19,0
2017-05-24,23,7,0
2017-05-25,32,24,4
2017-05-26,16,19,1
2017-05-27,1,6,0
2017-05-28,1,7,0
2017-05-29,0,55,0
2017-05-30,15,19,0
2017-05-31,15,1,0
2017-06-01,16,17,0
2017-06-02,44,7,0
2017-06-03,5,4,0
2017-06-04,2,1,0
2017-06-05,19,12,0
2017-06-06,24,52,0
2017-06-07,36,3,2
2017-06-08,13,7,0
2017-06-09,10,10,0
2017-06-10,5,7,0
2017-06-11,70,3,12
2017-06-12,8,8,0
2017-06-13,30,12,1
2017-06-14,20,8,0
2017-06-15,29,9,0
2017-06-16,13,8,0
2017-06-17,49,1,0
2017-06-18,0,4,0
2017-06-19,20,24,0
2017-06-20,18,14,0
2017-06-21,29,6,0
2017-06-22,32,30,5
2017-06-23,18,2,0
2017-06-24,13,3,0
2017-06-25,0,0,0
2017-06-26,13,22,0
2017-06-27,16,14,0
2017-06-28,17,3,0
2017-06-29,17,9,0
2017-06-30,10,17,0
2017-07-01,2,8,0
2017-07-02,4,13,0
2017-07-03,17,43,0
2017-07-04,17,6,3
2017-07-05,10,0,0
2017-07-06,7,9,0
2017-07-07,13,2,0
2017-07-08,5,0,0
2017-07-09,3,5,0
2017-07-10,18,22,1
2017-07-11,25,19,1
2017-07-12,30,6,2
2017-07-13,45,17,1
2017-07-14,32,14,3
2017-07-15,4,0,0
2017-07-16,3,6,0
2017-07-17,11,13,0
2017-07-18,20,9,0
2017-07-19,31,24,1
2017-07-20,19,8,1
2017-07-21,19,10,0
2017-07-22,4,1,0
2017-07-23,6,0,0
2017-07-24,10,8,0
2017-07-25,60,1,0
2017-07-26,26,10,0
2017-07-27,24,7,0
2017-07-28,8,13,0
2017-07-29,6,6,0
2017-07-30,2,2,0
2017-07-31,8,25,0
2017-08-01,22,11,0
2017-08-02,16,10,0
2017-08-03,19,8,0
2017-08-04,18,19,1
2017-08-05,0,14,0
2017-08-06,11,10,0
2017-08-07,11,37,0
2017-08-08,13,9,0
2017-08-09,24,10,0
2017-08-10,16,12,0
2017-08-11,7,3,0
2017-08-12,5,2,0
2017-08-13,1,1,0
2017-08-14,18,15,0
2017-08-15,22,23,2
2017-08-16,32,21,1
2017-08-17,19,11,0
2017-08-18,17,18,0
2017-08-19,4,5,0
2017-08-20,1,11,0
2017-08-21,8,45,0
2017-08-22,13,26,0
2017-08-23,19,24,0
2017-08-24,21,46,0
2017-08-25,50,22,3
2017-08-26,14,5,0
2017-08-27,6,3,0
2017-08-28,9,9,1
2017-08-29,13,40,0
2017-08-30,26,8,0
2017-08-31,21,34,0
2017-09-01,16,22,0
2017-09-02,6,41,0
2017-09-03,2,15,0
2017-09-04,3,141,1
2017-09-05,250,29,0
2017-09-06,22,9,0
2017-09-07,44,9,1
2017-09-08,25,16,0
2017-09-09,6,2,0
2017-09-10,9,5,1
2017-09-11,22,54,1
2017-09-12,16,9,0
2017-09-13,38,4,0
2017-09-14,19,7,0
2017-09-15,18,3,0
2017-09-16,2,7,0
2017-09-17,18,14,0
2017-09-18,14,10,0
2017-09-19,38,16,0
2017-09-20,29,11,0
2017-09-21,30,14,0
2017-09-22,21,3,0
2017-09-23,9,2,0
2017-09-24,6,1,0
2017-09-25,19,3,0
2017-09-26,21,9,1
2017-09-27,11,5,0
2017-09-28,30,14,0
2017-09-29,8,8,0
2017-09-30,16,3,0
2017-10-01,1,2,0
2017-10-02,16,13,0
2017-10-03,22,26,0
2017-10-04,17,15,0
2017-10-05,36,36,0
2017-10-06,28,18,0
2017-10-07,11,7,0
2017-10-08,3,8,0
2017-10-09,5,14,0
2017-10-10,32,21,0
2017-10-11,23,16,0
2017-10-12,21,5,0
2017-10-13,26,4,0
2017-10-14,9,21,0
2017-10-15,3,3,0
2017-10-16,22,2,0
2017-10-17,7,16,0
2017-10-18,12,15,0
2017-10-19,18,22,0
2017-10-20,41,1,0
2017-10-21,2,3,0
2017-10-22,4,3,0
2017-10-23,10,25,0
2017-10-24,27,23,0
2017-10-25,13,9,0
2017-10-26,31,21,0
2017-10-27,9,18,0
2017-10-28,19,27,0
2017-10-29,1,8,0
2017-10-30,16,28,0
2017-10-31,25,11,0
2017-11-01,26,22,0
2017-11-02,298,17,0
2017-11-03,20,13,0
2017-11-04,10,6,0
2017-11-05,1,5,0
2017-11-06,16,34,0
2017-11-07,24,36,0
2017-11-08,23,70,0
2017-11-09,21,21,0
2017-11-10,35,28,0
2017-11-11,6,2,0
2017-11-12,3,4,0
2017-11-13,15,22,0
2017-11-14,29,9,0
2017-11-15,26,10,0
2017-11-16,21,33,0
2017-11-17,13,7,0
2017-11-18,7,4,0
2017-11-19,2,2,0
2017-11-20,11,16,0
2017-11-21,17,13,0
2017-11-22,11,14,0
2017-11-23,6,5,0
2017-11-24,7,15,0
2017-11-25,0,0,0
2017-11-26,4,0,0
2017-11-27,12,9,0
2017-11-28,17,13,0
2017-11-29,21,15,0
2017-11-30,19,12,0
2017-12-01,17,22,0
2017-12-02,8,6,0
2017-12-03,4,1,0
2017-12-04,22,78,0
2017-12-05,19,21,0
2017-12-06,16,27,0
2017-12-07,12,27,0
2017-12-08,10,19,0
2017-12-09,2,12,0
2017-12-10,2,3,0
2017-12-11,11,43,0
2017-12-12,8,49,0
2017-12-13,12,53,0
2017-12-14,21,44,0
2017-12-15,26,35,0
2017-12-16,9,0,0
2017-12-17,1,0,0
2017-12-18,32,31,0
2017-12-19,11,48,0
2017-12-20,22,37,0
2017-12-21,18,64,0
2017-12-22,14,29,0
2017-12-23,12,4,0
2017-12-24,1,7,0
2017-12-25,1,28,0
2017-12-26,2,24,0
2017-12-27,7,30,0
2017-12-28,9,26,0
2017-12-29,7,0,0
2017-12-30,4,1,0
2017-12-31,2,0,0
2018-01-01,2,0,0
2018-01-02,17,0,0
2018-01-03,19,4,0
2018-01-04,33,0,0
2018-01-05,9,1,0
2018-01-06,11,1,0
2018-01-07,2,0,0
2018-01-08,13,5,0
2018-01-09,12,32,0
2018-01-10,11,37,0
2018-01-11,26,45,0
2018-01-12,12,31,0
2018-01-13,6,3,0
2018-01-14,5,2,0
2018-01-15,2,59,0
2018-01-16,16,69,0
2018-01-17,11,85,0
2018-01-18,14,74,0
2018-01-19,22,26,0
2018-01-20,11,3,0
2018-01-21,2,4,0
2018-01-22,13,32,0
2018-01-23,25,21,0
2018-01-24,22,45,0
2018-01-25,20,42,0
2018-01-26,14,36,0
2018-01-27,8,3,0
2018-01-28,6,0,0
2018-01-29,20,57,0
2018-01-30,18,74,0
2018-01-31,17,42,0
2018-02-01,15,60,0
2018-02-02,18,23,0
2018-02-03,8,14,0
2018-02-04,6,10,0
2018-02-05,17,72,0
2018-02-06,26,63,0
2018-02-07,20,43,0
2018-02-08,23,36,0
2018-02-09,15,24,0
2018-02-10,3,14,0
2018-02-11,0,7,0
2018-02-12,22,4,0
2018-02-13,26,23,0
2018-02-14,21,42,0
2018-02-15,17,60,0
2018-02-16,14,17,0
2018-02-17,4,5,0
2018-02-18,5,10,0
2018-02-19,1,43,0
2018-02-20,16,83,0
2018-02-21,17,49,0
2018-02-22,10,50,0
2018-02-23,22,31,0
2018-02-24,14,3,0
2018-02-25,7,3,0
2018-02-26,22,82,0
2018-02-27,25,83,0
2018-02-28,22,88,0
2018-03-01,32,53,0
2018-03-02,29,26,0
2018-03-03,13,1,0
2018-03-04,6,1,0
2018-03-05,12,36,0
2018-03-06,34,54,0
2018-03-07,17,63,0
2018-03-08,23,30,0
2018-03-09,42,48,0
2018-03-10,17,0,0
2018-03-11,3,2,0
2018-03-12,19,30,0
2018-03-13,11,85,0
2018-03-14,15,90,0
2018-03-15,26,63,0
2018-03-16,10,51,0
2018-03-17,16,17,0
2018-03-18,2,12,0
2018-03-19,27,67,0
2018-03-20,44,61,0
2018-03-21,17,2,0
2018-03-22,22,37,0
2018-03-23,33,35,0
2018-03-24,11,2,0
2018-03-25,5,1,0
2018-03-26,15,54,0
2018-03-27,28,35,0
2018-03-28,53,62,0
2018-03-29,18,61,0
2018-03-30,19,33,0
2018-03-31,32,1,0
2018-04-01,0,2,0
2018-04-02,14,32,0
2018-04-03,19,64,0
2018-04-04,17,50,0
2018-04-05,24,61,0
2018-04-06,18,40,0
2018-04-07,9,17,0
2018-04-08,2,6,0
2018-04-09,15,77,0
2018-04-10,33,66,0
2018-04-11,14,46,0
2018-04-12,22,43,0
2018-04-13,11,29,0
2018-04-14,5,1,0
2018-04-15,3,7,0
2018-04-16,21,37,0
2018-04-17,29,46,0
2018-04-18,27,52,0
2018-04-19,34,23,0
2018-04-20,23,31,0
2018-04-21,12,1,0
2018-04-22,9,1,0
2018-04-23,22,48,0
2018-04-24,17,28,0
2018-04-25,30,27,0
2018-04-26,30,29,0
2018-04-27,17,30,0
2018-04-28,15,3,0
2018-04-29,5,1,0
2018-04-30,23,8,0
2018-05-01,42,7,0
2018-05-02,16,3,0
2018-05-03,22,1,0
2018-05-04,34,0,0
2018-05-05,3,0,0
2018-05-06,3,2,0
2018-05-07,11,65,0
2018-05-08,26,38,0
2018-05-09,20,36,0
2018-05-10,26,32,0
2018-05-11,11,44,0
2018-05-12,6,0,0
2018-05-13,21,14,0
2018-05-14,12,64,0
2018-05-15,25,67,0
2018-05-16,28,64,0
2018-05-17,15,49,0
2018-05-18,24,36,0
2018-05-19,7,0,0
2018-05-20,4,2,0
2018-05-21,14,35,0
2018-05-22,10,21,0
2018-05-23,17,12,0
2018-05-24,19,20,0
2018-05-25,17,76,0
2018-05-26,10,3,0
2018-05-27,0,2,0
2018-05-28,1,38,0
2018-05-29,26,76,0
2018-05-30,23,22,0
2018-05-31,22,25,0
2018-06-01,25,21,0
2018-06-02,13,3,0
2018-06-03,2,12,0
2018-06-04,22,49,0
2018-06-05,17,35,0
2018-06-06,35,63,0
2018-06-07,30,42,0
2018-06-08,24,77,0
2018-06-09,6,4,0
2018-06-10,7,3,0
2018-06-11,13,35,0
2018-06-12,21,51,0
2018-06-13,25,65,0
2018-06-14,31,46,0
2018-06-15,23,23,0
2018-06-16,4,9,0
2018-06-17,0,15,0
2018-06-18,18,78,0
2018-06-19,23,76,0
2018-06-20,33,55,0
2018-06-21,21,57,0
2018-06-22,22,16,0
2018-06-23,3,6,0
2018-06-24,2,0,0
2018-06-25,17,42,0
2018-06-26,20,71,0
2018-06-27,15,58,0
2018-06-28,22,30,0
2018-06-29,19,37,0
2018-06-30,7,0,0
2018-07-01,4,17,0
2018-07-02,9,31,1
2018-07-03,11,38,0
2018-07-04,3,49,0
2018-07-05,7,29,0
2018-07-06,18,5,0
2018-07-07,1,5,0
2018-07-08,5,3,0
2018-07-09,15,46,0
2018-07-10,19,50,0
2018-07-11,20,40,0
2018-07-12,16,33,0
2018-07-13,17,36,0
2018-07-14,8,2,0
2018-07-15,2,8,0
2018-07-16,12,4,0
2018-07-17,21,25,0
2018-07-18,29,54,0
2018-07-19,15,27,0
2018-07-20,17,26,0
2018-07-21,5,3,0
2018-07-22,3,4,0
2018-07-23,18,37,0
2018-07-24,23,1,0
2018-07-25,25,55,0
2018-07-26,22,40,0
2018-07-27,31,25,0
2018-07-28,12,0,0
2018-07-29,2,10,0
2018-07-30,21,27,0
2018-07-31,25,34,0
2018-08-01,40,30,0
2018-08-02,30,50,0
2018-08-03,25,15,0
2018-08-04,14,0,0
2018-08-05,4,5,0
2018-08-06,12,52,0
2018-08-07,22,55,0
2018-08-08,3,26,0
2018-08-09,16,36,0
2018-08-10,17,33,0
2018-08-11,4,11,0
2018-08-12,3,3,0
2018-08-13,18,23,0
2018-08-14,27,58,0
2018-08-15,38,25,0
2018-08-16,23,42,0
2018-08-17,24,35,0
2018-08-18,3,8,0
2018-08-19,2,3,0
2018-08-20,17,19,0
2018-08-21,12,51,0
2018-08-22,26,31,0
2018-08-23,24,8,0
2018-08-24,23,37,0
2018-08-25,6,6,0
2018-08-26,2,3,0
2018-08-27,15,13,0
2018-08-28,25,28,0
2018-08-29,39,13,0
2018-08-30,26,28,0
2018-08-31,41,19,0
2018-09-01,3,4,0
2018-09-02,15,0,0
2018-09-03,3,19,0
2018-09-04,15,16,0
2018-09-05,36,35,0
2018-09-06,31,20,0
2018-09-07,39,17,0
2018-09-08,11,1,0
2018-09-09,9,0,0
2018-09-10,17,49,0
2018-09-11,35,30,0
2018-09-12,52,36,0
2018-09-13,37,77,0
2018-09-14,34,46,0
2018-09-15,1,7,0
2018-09-16,4,9,0
2018-09-17,24,4,0
2018-09-18,31,43,0
2018-09-19,26,53,0
2018-09-20,21,51,0
2018-09-21,27,33,0
2018-09-22,6,10,0
2018-09-23,2,10,0
2018-09-24,10,3,0
2018-09-25,27,51,0
2018-09-26,18,35,0
2018-09-27,12,36,0
2018-09-28,33,25,0
2018-09-29,4,6,0
2018-09-30,5,5,0
