,sickchill/sickchill,Sonarr/Sonarr,midgetspy/sick-beard
2014-08-31,5.3541295104,4.0,1
2014-09-01,1.9529212928000002,7.0,0
2014-09-02,-2.6066956288,12.0,2
2014-09-03,4.4782685184,4.0,3
2014-09-04,-2.1623232511999997,2.0,3
2014-09-05,2.8567747583999994,4.0,0
2014-09-06,6.4186152960000005,3.0,0
2014-09-07,13.4672305152,0.0,0
2014-09-08,-1.4597673983999995,0.0,1
2014-09-09,-1.692666163200001,0.0,0
2014-09-10,6.257148927999999,1.0,2
2014-09-11,0.2660705280000002,6.0,0
2014-09-12,1.8966706175999994,8.0,3
2014-09-13,-0.05403340800000045,3.0,0
2014-09-14,-0.6554290175999999,2.0,0
2014-09-15,20.7417448448,3.0,0
2014-09-16,-1.2100378623999983,1.0,0
2014-09-17,0.9741600767999987,0.0,2
2014-09-18,-0.5207384064000005,0.0,0
2014-09-19,7.0717815808,1.0,0
2014-09-20,7.0025668608,1.0,0
2014-09-21,2.4024428544,0.0,0
2014-09-22,-2.094773452800001,1.0,0
2014-09-23,1.0081069056000005,2.0,2
2014-09-24,2.0257349632000006,3.0,0
2014-09-25,7.1298991104,1.0,0
2014-09-26,-2.8860973056,2.0,0
2014-09-27,-1.4846041088000004,5.0,0
2014-09-28,-0.021098393599999543,7.0,0
2014-09-29,1.1062231040000006,0.0,1
2014-09-30,3.0684768256000003,2.0,2
2014-10-01,2.6848014336,1.0,0
2014-10-02,16.5031006208,2.0,0
2014-10-03,-4.384102809599999,13.0,0
2014-10-04,4.049875046399999,1.0,0
2014-10-05,3.6416716799999995,3.0,4
2014-10-06,-0.5169003520000004,2.0,1
2014-10-07,7.1816851455999995,0.0,1
2014-10-08,12.032485171200001,0.0,0
2014-10-09,-1.5829252096,0.0,1
2014-10-10,1.1161549824000003,0.0,0
2014-10-11,-2.5620534272000004,1.0,1
2014-10-12,2.5734318079999996,5.0,0
2014-10-13,14.145304985600001,6.0,0
2014-10-14,3.7066279936000006,5.0,1
2014-10-15,-1.6437593088000004,0.0,1
2014-10-16,4.597064806400001,4.0,2
2014-10-17,-0.8816542719999996,4.0,0
2014-10-18,1.0899499007999995,5.0,0
2014-10-19,-1.8119330816000006,0.0,0
2014-10-20,-1.1140807680000004,3.0,0
2014-10-21,2.1536958464000007,3.0,0
2014-10-22,4.7566616576000005,0.0,1
2014-10-23,0.1955171328000005,1.0,1
2014-10-24,0.7552074752,4.0,0
2014-10-25,-1.1156410368,2.0,0
2014-10-26,-0.6023098368,3.0,0
2014-10-27,7.5848895488,2.0,1
2014-10-28,3.1083750400000003,3.0,1
2014-10-29,9.123346944,4.0,0
2014-10-30,8.8175546368,0.0,0
2014-10-31,-0.9262449664000001,3.0,1
2014-11-01,0.48599787519999893,1.0,0
2014-11-02,2.8983508991999996,3.0,0
2014-11-03,6.69434624,2.0,0
2014-11-04,-2.175684096,3.0,0
2014-11-05,5.059559116799999,9.0,0
2014-11-06,1.3583733760000003,4.0,0
2014-11-07,5.7400380416,3.0,0
2014-11-08,1.1348564992000005,1.0,0
2014-11-09,7.7582000128,0.0,0
2014-11-10,6.7007321088000005,0.0,3
2014-11-11,4.28529152,1.0,3
2014-11-12,0.4544978943999993,0.0,0
2014-11-13,6.2975353856,2.0,0
2014-11-14,-3.4573252608000002,12.0,0
2014-11-15,2.1268660223999993,1.0,0
2014-11-16,13.8984511488,6.0,4
2014-11-17,5.549003878400001,4.0,3
2014-11-18,-3.187523584,0.0,4
2014-11-19,1.6062387199999995,20.0,0
2014-11-20,2.6906098688,7.0,0
2014-11-21,-0.37365800959999973,7.0,0
2014-11-22,9.2122481664,7.0,0
2014-11-23,12.707397632,4.0,0
2014-11-24,2.0840792064,4.0,0
2014-11-25,7.1550913536,5.0,3
2014-11-26,6.742395904,4.0,0
2014-11-27,6.569992601599999,2.0,0
2014-11-28,2.3678377984,1.0,0
2014-11-29,7.039471103999999,8.0,0
2014-11-30,1.4644713472,6.0,0
2014-12-01,-0.7770660864000001,0.0,0
2014-12-02,7.1647696896,10.0,1
2014-12-03,0.26718699520000033,4.0,0
2014-12-04,-2.8511192064,8.0,1
2014-12-05,-0.6926475263999998,13.0,0
2014-12-06,4.6487484416000004,4.0,2
2014-12-07,6.9218429952000005,5.0,0
2014-12-08,21.0912987136,1.0,0
2014-12-09,-5.2105616384,3.0,0
2014-12-10,4.971871948799999,13.0,0
2014-12-11,7.509710848,1.0,0
2014-12-12,4.8863990784,5.0,0
2014-12-13,21.989728768,5.0,0
2014-12-14,3.5162366976,8.0,0
2014-12-15,5.083136409599999,10.0,0
2014-12-16,1.4508176384000002,6.0,0
2014-12-17,8.4147933184,8.0,0
2014-12-18,10.7808398336,0.0,0
2014-12-19,16.8319950848,2.0,0
2014-12-20,12.0484402176,6.0,0
2014-12-21,10.8792326144,8.0,0
2014-12-22,2.814768537599999,4.0,0
2014-12-23,-5.540865126400002,6.0,1
2014-12-24,0.9638870015999981,6.0,0
2014-12-25,-3.7721356288,2.0,0
2014-12-26,-1.4929795071999998,4.0,0
2014-12-27,-1.0116045823999986,3.0,0
2014-12-28,-1.5944097791999985,0.0,0
2014-12-29,-0.9850562559999985,0.0,2
2014-12-30,4.404146790400001,5.0,1
2014-12-31,-0.29532016639999936,6.0,0
2015-01-01,-0.7303727104,6.0,1
2015-01-02,-0.4197022720000001,3.0,0
2015-01-03,1.752685568,0.0,0
2015-01-04,-0.5881370624,4.0,0
2015-01-05,-0.3001493504000002,2.0,0
2015-01-06,2.7989376,2.0,0
2015-01-07,-0.7560652799999996,0.0,0
2015-01-08,2.632193536,0.0,0
2015-01-09,0.2026730496,9.0,0
2015-01-10,0.4253465599999998,9.0,1
2015-01-11,-0.529383424,6.0,0
2015-01-12,0.6849748991999999,0.0,0
2015-01-13,1.59101184,0.0,1
2015-01-14,22.356414464,1.0,0
2015-01-15,0.0578469888000015,4.0,0
2015-01-16,-3.0501186560000013,9.0,2
2015-01-17,0.334541516799999,0.0,1
2015-01-18,12.488842137599999,9.0,0
2015-01-19,6.2144183296,1.0,0
2015-01-20,5.138216447999999,7.0,0
2015-01-21,0.12809666559999933,10.0,0
2015-01-22,2.0380383232000003,6.0,0
2015-01-23,1.1549047808000004,5.0,0
2015-01-24,1.6680366079999995,4.0,0
2015-01-25,1.8057384959999991,2.0,0
2015-01-26,8.8383629312,0.0,0
2015-01-27,0.4734162944000011,2.0,0
2015-01-28,0.4674222079999999,2.0,0
2015-01-29,30.9793321984,4.0,0
2015-01-30,-4.7749820415999995,4.0,0
2015-01-31,4.931384319999998,2.0,1
2015-02-01,-0.2267959296000006,4.0,6
2015-02-02,0.7752546303999992,6.0,6
2015-02-03,-0.8326235136000002,10.0,2
2015-02-04,-0.21065226240000046,10.0,0
2015-02-05,2.1708673023999996,3.0,0
2015-02-06,0.960614092800002,4.0,3
2015-02-07,-1.8740513791999989,28.0,0
2015-02-08,-0.8665915391999998,5.0,0
2015-02-09,5.3921885184,5.0,0
2015-02-10,1.4149167104000004,8.0,0
2015-02-11,0.6491705343999998,5.0,0
2015-02-12,4.8892925952,1.0,0
2015-02-13,4.1611302912,1.0,0
2015-02-14,1.8769434623999999,21.0,0
2015-02-15,41.1282111488,0.0,0
2015-02-16,23.37648128,0.0,0
2015-02-17,1.2352199679999991,2.0,0
2015-02-18,11.333978521599997,4.0,0
2015-02-19,16.8187394048,2.0,2
2015-02-20,7.4026115072,0.0,0
2015-02-21,5.334824345599998,7.0,0
2015-02-22,8.160801689599998,5.0,0
2015-02-23,9.0665396224,4.0,0
2015-02-24,10.836155596800001,3.0,1
2015-02-25,-1.2489807872000007,1.0,0
2015-02-26,8.1754396672,2.0,1
2015-02-27,6.5778561024,2.0,0
2015-02-28,-3.2486717439999993,1.0,0
2015-03-01,14.936091955199998,6.0,0
2015-03-02,3.606172262400001,0.0,0
2015-03-03,25.6329860096,1.0,0
2015-03-04,38.765396275200004,5.0,0
2015-03-05,11.8848118784,4.0,0
2015-03-06,0.08076881919999579,0.0,1
2015-03-07,-3.881498521600001,1.0,0
2015-03-08,1.656423628799998,4.0,2
2015-03-09,8.2113374208,6.0,0
2015-03-10,6.3667585024,5.0,1
2015-03-11,12.507224064,0.0,0
2015-03-12,10.329119641600004,2.0,0
2015-03-13,10.303438028800002,1.0,0
2015-03-14,-1.4912236544000006,2.0,0
2015-03-15,9.882644275199999,5.0,0
2015-03-16,15.886019072,2.0,0
2015-03-17,13.138174668800001,4.0,0
2015-03-18,8.6078147584,6.0,1
2015-03-19,15.098916556799999,3.0,1
2015-03-20,2.986609766400001,1.0,0
2015-03-21,11.785188556799998,0.0,0
2015-03-22,9.0144350208,0.0,0
2015-03-23,4.205063577599999,5.0,0
2015-03-24,3.1311513599999996,1.0,0
2015-03-25,19.945083699199998,5.0,0
2015-03-26,2.2267083776000014,3.0,0
2015-03-27,-0.7314761728000008,0.0,0
2015-03-28,3.9012231168,1.0,0
2015-03-29,9.1071414272,0.0,0
2015-03-30,7.269546598400001,1.0,0
2015-03-31,0.2804564991999996,0.0,0
2015-04-01,11.674063155199999,0.0,1
2015-04-02,7.188235264000001,4.0,0
2015-04-03,2.2698085376000003,0.0,0
2015-04-04,3.3965991935999993,0.0,0
2015-04-05,8.738330009599999,0.0,0
2015-04-06,7.8743517184,0.0,0
2015-04-07,-5.4148002816,6.0,0
2015-04-08,7.078082252799999,1.0,0
2015-04-09,1.0464147456000008,1.0,0
2015-04-10,10.7458379776,2.0,0
2015-04-11,3.3098405888,4.0,0
2015-04-12,5.003521740799999,0.0,0
2015-04-13,6.9577975808,1.0,0
2015-04-14,17.5444901888,0.0,0
2015-04-15,5.2281832448,5.0,0
2015-04-16,8.290798079999998,1.0,0
2015-04-17,14.987539455999999,0.0,0
2015-04-18,3.5008563199999996,4.0,0
2015-04-19,-6.1837218816,2.0,0
2015-04-20,5.4702962687999985,0.0,0
2015-04-21,8.7208735744,1.0,0
2015-04-22,5.831327641600001,7.0,0
2015-04-23,-1.0658531327999992,1.0,0
2015-04-24,26.4623619072,0.0,0
2015-04-25,12.822469222400002,5.0,0
2015-04-26,8.9024516096,3.0,0
2015-04-27,-3.490373734400002,1.0,0
2015-04-28,-3.8523975680000015,4.0,0
2015-04-29,-0.37485352960000107,0.0,0
2015-04-30,7.019606732800001,1.0,8
2015-05-01,0.011967897599999944,2.0,0
2015-05-02,-1.0640034815999995,4.0,0
2015-05-03,-1.3720279039999985,3.0,0
2015-05-04,14.4408088576,0.0,0
2015-05-05,-0.1135029247999988,16.0,0
2015-05-06,6.383322726399999,0.0,0
2015-05-07,-0.27928688640000043,2.0,0
2015-05-08,-1.3649856512,1.0,0
2015-05-09,6.348497408,2.0,0
2015-05-10,2.3490156544,1.0,0
2015-05-11,-1.4104931328000005,10.0,0
2015-05-12,4.4115531776,4.0,0
2015-05-13,-2.285023334399999,5.0,0
2015-05-14,2.8491362304,3.0,0
2015-05-15,-1.5850244095999997,9.0,0
2015-05-16,5.1635104768,0.0,0
2015-05-17,-0.7778494463999994,4.0,0
2015-05-18,-0.12559288319999995,0.0,0
2015-05-19,9.151561216,1.0,0
2015-05-20,1.4898891776000007,0.0,0
2015-05-21,-0.9773389824000005,8.0,0
2015-05-22,0.7607403519999996,1.0,0
2015-05-23,-1.2054025216000002,0.0,0
2015-05-24,-0.721441792,6.0,0
2015-05-25,-0.5421625344,5.0,0
2015-05-26,4.6294245376,4.0,0
2015-05-27,1.7044458496000008,5.0,0
2015-05-28,1.7599713280000002,3.0,0
2015-05-29,-0.17811855360000006,3.0,0
2015-05-30,-0.7932447744000002,0.0,0
2015-05-31,0.5225812991999997,2.0,0
2015-06-01,1.472448,2.0,0
2015-06-02,-0.7361280000000001,3.0,0
2015-06-03,-0.41754111999999993,5.0,0
2015-06-04,-0.3063188479999998,4.0,0
2015-06-05,0.8097660928000002,3.0,0
2015-06-06,9.6767034368,3.0,0
2015-06-07,1.8497463296000003,8.0,0
2015-06-08,1.3037588479999995,4.0,0
2015-06-09,-0.4748447744000004,1.0,0
2015-06-10,7.981525299199999,0.0,0
2015-06-11,8.565811199999999,0.0,0
2015-06-12,-1.3921587200000003,0.0,0
2015-06-13,6.912421887999999,2.0,0
2015-06-14,2.8987242496000007,0.0,0
2015-06-15,2.1311226879999996,2.0,0
2015-06-16,3.4460775423999994,2.0,0
2015-06-17,11.3296749568,3.0,0
2015-06-18,-2.3204342783999996,3.0,0
2015-06-19,1.3825823743999996,1.0,0
2015-06-20,-0.40213155840000026,1.0,0
2015-06-21,5.2022515712,0.0,0
2015-06-22,19.4175391744,4.0,0
2015-06-23,16.224209817600002,0.0,0
2015-06-24,-7.091848704,0.0,0
2015-06-25,23.505915289599997,1.0,0
2015-06-26,4.314137190400001,3.0,0
2015-06-27,-3.1203365888000016,0.0,0
2015-06-28,7.935634534399998,9.0,0
2015-06-29,13.9293258752,0.0,0
2015-06-30,-0.7728749567999991,0.0,0
2015-07-01,10.1543350272,5.0,0
2015-07-02,6.1516992512,2.0,0
2015-07-03,6.514292736,3.0,0
2015-07-04,6.4279652352,1.0,0
2015-07-05,-0.37727918080000045,0.0,0
2015-07-06,5.023518924799999,1.0,0
2015-07-07,8.683376947200001,6.0,0
2015-07-08,18.9080776704,7.0,0
2015-07-09,20.5146699776,4.0,0
2015-07-10,18.617960959999998,1.0,0
2015-07-11,10.713826611199998,1.0,0
2015-07-12,13.4868544512,2.0,0
2015-07-13,7.182850355199999,1.0,0
2015-07-14,19.194017279999997,3.0,0
2015-07-15,2.2378799104000002,0.0,0
2015-07-16,32.4815827968,2.0,0
2015-07-17,19.652398694400002,9.0,0
2015-07-18,14.543766732799998,2.0,0
2015-07-19,4.252304076799998,4.0,0
2015-07-20,14.613897625599998,7.0,0
2015-07-21,19.8693152768,1.0,0
2015-07-22,18.5280489472,7.0,0
2015-07-23,3.9294640127999987,1.0,0
2015-07-24,15.4753020928,1.0,0
2015-07-25,8.4647243776,0.0,0
2015-07-26,5.657965260800001,6.0,0
2015-07-27,7.938990284799999,1.0,0
2015-07-28,30.3225951232,6.0,0
2015-07-29,49.106293248,1.0,0
2015-07-30,58.9642080256,0.0,0
2015-07-31,-15.891587686400001,4.0,0
2015-08-01,17.988033331199993,6.0,0
2015-08-02,17.826821529599997,2.0,0
2015-08-03,13.63990016,3.0,0
2015-08-04,12.358963609599996,2.0,0
2015-08-05,-5.0250267648,0.0,0
2015-08-06,9.839561830400001,0.0,0
2015-08-07,-5.534491340799995,0.0,0
2015-08-08,2.0023518208000004,2.0,0
2015-08-09,16.1244801024,1.0,0
2015-08-10,-5.178090188799997,0.0,0
2015-08-11,5.059667148800001,6.0,0
2015-08-12,-2.0370758655999985,3.0,0
2015-08-13,12.5801357312,0.0,0
2015-08-14,-1.2510631935999985,1.0,0
2015-08-15,0.4402923519999993,4.0,0
2015-08-16,6.1303296,5.0,0
2015-08-17,17.3899700224,2.0,0
2015-08-18,2.7969815552000004,1.0,0
2015-08-19,6.292529868799999,0.0,0
2015-08-20,-2.8529433600000003,0.0,0
2015-08-21,9.9355424768,0.0,0
2015-08-22,2.3647174656,1.0,0
2015-08-23,-3.824197529600001,0.0,0
2015-08-24,10.7492168704,1.0,0
2015-08-25,8.784704614400002,0.0,0
2015-08-26,0.17443471360000018,3.0,0
2015-08-27,1.5873311743999992,2.0,0
2015-08-28,18.0102127616,0.0,0
2015-08-29,-5.9392339968,1.0,0
2015-08-30,28.0516420608,1.0,0
2015-08-31,4.9234127872,0.0,0
2015-09-01,-5.422511616000001,2.0,0
2015-09-02,1.1998245887999985,2.0,0
2015-09-03,12.5067214848,3.0,0
2015-09-04,-5.366162431999999,1.0,0
2015-09-05,20.116650496,0.0,0
2015-09-06,52.3863049216,0.0,0
2015-09-07,6.008224768000002,0.0,0
2015-09-08,12.874763161599997,0.0,0
2015-09-09,28.3272163328,0.0,0
2015-09-10,4.347036569599998,0.0,0
2015-09-11,3.1533634559999975,3.0,0
2015-09-12,11.751220633599997,0.0,0
2015-09-13,5.134137343999999,0.0,0
2015-09-14,3.065873612800001,0.0,0
2015-09-15,-4.778846105599999,0.0,0
2015-09-16,13.0218740736,0.0,0
2015-09-17,5.092674662400002,0.0,0
2015-09-18,2.8184976384000002,0.0,0
2015-09-19,2.8809986048000003,0.0,0
2015-09-20,22.4468327424,3.0,0
2015-09-21,46.9230729216,2.0,0
2015-09-22,5.068976640000001,2.0,0
2015-09-23,11.062754099199996,2.0,0
2015-09-24,-1.4348547072000013,3.0,0
2015-09-25,17.2296562688,0.0,0
2015-09-26,17.1814070272,0.0,0
2015-09-27,20.110148710399997,1.0,0
2015-09-28,9.748039372800001,0.0,0
2015-09-29,14.8382113792,0.0,0
2015-09-30,20.476584448,0.0,0
2015-10-01,20.503950848,2.0,0
2015-10-02,14.682623283199998,0.0,0
2015-10-03,32.2263768064,8.0,0
2015-10-04,42.762500096,4.0,0
2015-10-05,16.643819827199998,0.0,0
2015-10-06,17.139616153599995,0.0,0
2015-10-07,32.1167803392,1.0,0
2015-10-08,8.5772819456,4.0,0
2015-10-09,24.7831181312,8.0,0
2015-10-10,20.305821900799998,6.0,0
2015-10-11,6.484709068800001,3.0,0
2015-10-12,4.248643584,0.0,0
2015-10-13,17.5019085824,3.0,0
2015-10-14,28.637872435200002,0.0,0
2015-10-15,3.058277888000001,1.0,0
2015-10-16,3.6645919743999986,1.0,0
2015-10-17,7.698271436800001,1.0,0
2015-10-18,23.1783550976,3.0,0
2015-10-19,28.727475916800003,1.0,0
2015-10-20,6.3347738624000005,3.0,0
2015-10-21,17.155005542399998,1.0,0
2015-10-22,21.356719104,3.0,0
2015-10-23,0.21608683519999872,0.0,0
2015-10-24,5.889471590399998,0.0,0
2015-10-25,5.682693017599998,3.0,0
2015-10-26,6.3428128768,1.0,0
2015-10-27,21.744094924800002,0.0,0
2015-10-28,7.186056601600001,2.0,0
2015-10-29,10.8268123136,1.0,0
2015-10-30,6.8183317504000005,1.0,0
2015-10-31,5.7423145984,0.0,0
2015-11-01,-2.3759870976000013,0.0,0
2015-11-02,14.6982619136,2.0,0
2015-11-03,38.601304064000004,3.0,0
2015-11-04,-4.250904575999998,0.0,0
2015-11-05,47.736041472,0.0,0
2015-11-06,5.003286732800001,1.0,0
2015-11-07,56.012971519999994,0.0,0
2015-11-08,64.6607968256,0.0,0
2015-11-09,-10.084192665600003,0.0,0
2015-11-10,-5.912205312000008,0.0,0
2015-11-11,-11.668631040000003,0.0,0
2015-11-12,-2.568428646400001,0.0,0
2015-11-13,-7.212315545599999,0.0,0
2015-11-14,18.7803974656,0.0,0
2015-11-15,8.571222425600004,3.0,0
2015-11-16,113.86952161280001,5.0,0
2015-11-17,5.423675392000007,0.0,0
2015-11-18,18.307856691199994,0.0,0
2015-11-19,10.586825113599993,2.0,0
2015-11-20,11.685601177599995,0.0,0
2015-11-21,29.497861017599995,0.0,0
2015-11-22,2.4592030719999975,2.0,0
2015-11-23,11.994873446399996,0.0,0
2015-11-24,15.167138099200004,10.0,0
2015-11-25,9.783390003200003,1.0,0
2015-11-26,39.8545869824,1.0,0
2015-11-27,20.6835694592,0.0,0
2015-11-28,34.5587022848,0.0,0
2015-11-29,54.8776410112,0.0,0
2015-11-30,21.0670004224,1.0,0
2015-12-01,11.222694399999995,1.0,0
2015-12-02,6.274046361599996,0.0,0
2015-12-03,21.999863910399995,0.0,0
2015-12-04,11.6482264064,0.0,0
2015-12-05,2.1064108031999993,1.0,0
2015-12-06,20.1734012928,1.0,0
2015-12-07,11.499392921600004,0.0,0
2015-12-08,16.697363558400003,1.0,0
2015-12-09,3.7428089856,1.0,0
2015-12-10,18.376720076799998,1.0,0
2015-12-11,11.966651904,0.0,0
2015-12-12,4.5221536768,1.0,0
2015-12-13,2.4403994623999985,0.0,0
2015-12-14,19.0072864768,1.0,0
2015-12-15,-2.3156042751999983,0.0,0
2015-12-16,0.8775120895999997,1.0,0
2015-12-17,30.052386304000002,2.0,0
2015-12-18,18.200043315200002,1.0,0
2015-12-19,23.754838630400002,1.0,0
2015-12-20,-2.8052540416000014,4.0,0
2015-12-21,15.401498009599997,0.0,0
2015-12-22,13.989359411199999,0.0,0
2015-12-23,9.560831283199999,0.0,0
2015-12-24,-5.718413619200003,2.0,0
2015-12-25,-1.4373553152000005,0.0,0
2015-12-26,12.6378725376,2.0,0
2015-12-27,2.9983965184000025,2.0,0
2015-12-28,1.198043136,5.0,0
2015-12-29,19.381040128000002,1.0,0
2015-12-30,38.3627009024,2.0,0
2015-12-31,-4.008517529599999,0.0,0
2016-01-01,-4.881849856000003,0.0,0
2016-01-02,-5.143936921600002,2.0,0
2016-01-03,10.535941632,0.0,0
2016-01-04,13.601840332800002,0.0,0
2016-01-05,23.178002432,1.0,0
2016-01-06,9.336313139200001,2.0,0
2016-01-07,47.242873958400004,4.0,0
2016-01-08,7.090236313600002,0.0,0
2016-01-09,-2.9265744896000037,1.0,0
2016-01-10,9.604990668799996,0.0,0
2016-01-11,9.073316351999999,0.0,0
2016-01-12,9.981297766399999,0.0,2
2016-01-13,-3.1278974975999994,0.0,0
2016-01-14,3.5161702399999992,0.0,0
2016-01-15,6.927748710400003,4.0,0
2016-01-16,16.6646921216,9.0,0
2016-01-17,-5.895467827199999,4.0,0
2016-01-18,5.5827528703999985,0.0,0
2016-01-19,10.116232396800001,0.0,0
2016-01-20,8.1955688448,9.0,0
2016-01-21,5.1073864704,3.0,0
2016-01-22,12.6643250176,0.0,0
2016-01-23,14.346734080000001,0.0,0
2016-01-24,18.2473996288,0.0,0
2016-01-25,-6.262373683200002,1.0,0
2016-01-26,-3.2824158208000025,0.0,0
2016-01-27,11.144551936,1.0,0
2016-01-28,12.343763456000001,5.0,0
2016-01-29,32.2727425024,0.0,0
2016-01-30,3.613440409600001,2.0,0
2016-01-31,10.432956620799999,2.0,0
2016-02-01,5.4125853696,0.0,0
2016-02-02,3.4823003135999997,2.0,0
2016-02-03,4.580293324799998,0.0,0
2016-02-04,11.8844014592,0.0,0
2016-02-05,8.623822848,1.0,0
2016-02-06,-0.3227210751999987,2.0,0
2016-02-07,27.4957727744,0.0,0
2016-02-08,-0.7357936639999991,0.0,0
2016-02-09,21.377495654399997,1.0,0
2016-02-10,2.565475942399999,0.0,0
2016-02-11,9.713478553599998,11.0,0
2016-02-12,14.3409412096,1.0,0
2016-02-13,4.2460868608,3.0,0
2016-02-14,7.6631274495999975,0.0,0
2016-02-15,38.7399411712,2.0,0
2016-02-16,-1.4573837311999984,0.0,0
2016-02-17,4.135917670399998,8.0,0
2016-02-18,15.137049804799998,5.0,0
2016-02-19,-3.1768255488,1.0,0
2016-02-20,9.7031560192,0.0,0
2016-02-21,-6.1822235648,1.0,0
2016-02-22,2.725540044799999,0.0,0
2016-02-23,2.645501952000002,0.0,0
2016-02-24,-3.1349684223999983,0.0,0
2016-02-25,4.6132641792,5.0,0
2016-02-26,9.001823948800002,1.0,0
2016-02-27,-0.0863296511999998,0.0,0
2016-02-28,11.2267001856,0.0,0
2016-02-29,-2.4321219584,0.0,0
2016-03-01,3.453948825599999,3.0,0
2016-03-02,-2.8207597568,1.0,0
2016-03-03,-1.6138498048000005,0.0,0
2016-03-04,2.8892768255999997,1.0,0
2016-03-05,-0.666320076799999,1.0,0
2016-03-06,22.8417692672,0.0,0
2016-03-07,8.520268390400002,0.0,0
2016-03-08,-2.2073066496000013,0.0,0
2016-03-09,14.880991027199999,0.0,0
2016-03-10,11.4995326976,0.0,0
2016-03-11,13.844600319999998,9.0,0
2016-03-12,-2.2470727680000007,0.0,3
2016-03-13,-3.853917593600002,0.0,0
2016-03-14,18.7531170816,0.0,0
2016-03-15,4.254697062400002,3.0,0
2016-03-16,-1.5564246016000016,0.0,0
2016-03-17,-2.8899971072000006,7.0,0
2016-03-18,5.277546188800001,2.0,0
2016-03-19,32.5918124032,0.0,0
2016-03-20,-2.090981887999998,1.0,0
2016-03-21,5.526416895999998,1.0,3
2016-03-22,6.6207558656,2.0,0
2016-03-23,11.4493857792,0.0,0
2016-03-24,22.5824331776,7.0,0
2016-03-25,-4.2194676736000005,0.0,0
2016-03-26,-3.7000305664000024,8.0,0
2016-03-27,-1.0305482751999993,0.0,0
2016-03-28,16.610537881600003,3.0,0
2016-03-29,7.959495475200001,2.0,0
