,llvm/llvm-project,golang/go,gcc-mirror/gcc
2012-07-26,60,4,19
2012-07-27,51,8,14
2012-07-28,16,2,3
2012-07-29,9,6,2
2012-07-30,69,22,17
2012-07-31,76,5,23
2012-08-01,47,7,17
2012-08-02,66,3,26
2012-08-03,57,13,15
2012-08-04,19,3,8
2012-08-05,10,7,3
2012-08-06,38,5,28
2012-08-07,76,12,13
2012-08-08,80,10,15
2012-08-09,77,10,16
2012-08-10,68,2,21
2012-08-11,15,0,9
2012-08-12,9,1,8
2012-08-13,63,4,16
2012-08-14,67,2,19
2012-08-15,80,11,17
2012-08-16,60,3,26
2012-08-17,66,7,24
2012-08-18,30,2,7
2012-08-19,7,0,11
2012-08-20,47,10,23
2012-08-21,80,4,13
2012-08-22,79,6,17
2012-08-23,67,9,18
2012-08-24,114,13,14
2012-08-25,14,1,13
2012-08-26,4,2,23
2012-08-27,59,3,23
2012-08-28,94,4,9
2012-08-29,70,5,17
2012-08-30,78,5,7
2012-08-31,76,17,15
2012-09-01,35,10,5
2012-09-02,17,2,12
2012-09-03,28,2,16
2012-09-04,48,8,29
2012-09-05,93,3,23
2012-09-06,81,8,16
2012-09-07,73,12,17
2012-09-08,36,3,6
2012-09-09,10,2,11
2012-09-10,86,11,18
2012-09-11,81,11,24
2012-09-12,85,10,17
2012-09-13,92,12,20
2012-09-14,87,9,38
2012-09-15,32,0,12
2012-09-16,22,3,12
2012-09-17,65,14,27
2012-09-18,97,22,27
2012-09-19,76,10,37
2012-09-20,53,9,24
2012-09-21,87,10,15
2012-09-22,36,6,12
2012-09-23,7,7,7
2012-09-24,48,31,19
2012-09-25,59,8,24
2012-09-26,80,19,21
2012-09-27,64,9,17
2012-09-28,54,8,20
2012-09-29,34,2,16
2012-09-30,15,3,14
2012-10-01,50,9,48
2012-10-02,85,4,45
2012-10-03,99,9,18
2012-10-04,86,8,35
2012-10-05,69,8,25
2012-10-06,18,12,21
2012-10-07,17,34,11
2012-10-08,58,13,28
2012-10-09,93,15,26
2012-10-10,88,18,37
2012-10-11,77,11,36
2012-10-12,78,9,26
2012-10-13,31,1,8
2012-10-14,24,1,9
2012-10-15,69,3,28
2012-10-16,74,12,16
2012-10-17,69,10,14
2012-10-18,85,5,20
2012-10-19,83,6,15
2012-10-20,28,4,9
2012-10-21,23,11,13
2012-10-22,37,15,24
2012-10-23,76,1,40
2012-10-24,93,3,26
2012-10-25,83,4,25
2012-10-26,90,6,28
2012-10-27,38,1,10
2012-10-28,9,2,13
2012-10-29,73,11,61
2012-10-30,77,14,26
2012-10-31,86,15,39
2012-11-01,73,32,22
2012-11-02,72,11,26
2012-11-03,24,0,13
2012-11-04,7,3,13
2012-11-05,39,2,31
2012-11-06,79,14,68
2012-11-07,46,20,38
2012-11-08,34,15,15
2012-11-09,46,6,21
2012-11-10,30,3,11
2012-11-11,17,0,19
2012-11-12,69,13,32
2012-11-13,79,12,24
2012-11-14,94,11,21
2012-11-15,95,8,21
2012-11-16,80,7,29
2012-11-17,42,9,11
2012-11-18,15,2,13
2012-11-19,36,7,27
2012-11-20,43,5,32
2012-11-21,49,9,27
2012-11-22,20,0,17
2012-11-23,24,2,23
2012-11-24,16,7,9
2012-11-25,19,7,7
2012-11-26,54,27,22
2012-11-27,107,17,22
2012-11-28,68,4,33
2012-11-29,108,6,34
2012-11-30,76,10,20
2012-12-01,44,5,12
2012-12-02,9,0,11
2012-12-03,65,6,30
2012-12-04,135,10,28
2012-12-05,100,7,48
2012-12-06,103,17,25
2012-12-07,84,2,19
2012-12-08,24,2,10
2012-12-09,29,4,10
2012-12-10,61,10,21
2012-12-11,89,19,27
2012-12-12,99,13,24
2012-12-13,110,16,16
2012-12-14,75,6,9
2012-12-15,20,2,9
2012-12-16,16,2,9
2012-12-17,76,24,10
2012-12-18,88,8,20
2012-12-19,113,4,17
2012-12-20,133,7,26
2012-12-21,122,12,22
2012-12-22,24,27,4
2012-12-23,15,2,4
2012-12-24,37,5,1
2012-12-25,29,1,3
2012-12-26,47,2,3
2012-12-27,46,2,9
2012-12-28,23,8,4
2012-12-29,22,3,4
2012-12-30,26,3,1
2012-12-31,48,0,4
2013-01-01,15,2,4
2013-01-02,66,18,44
2013-01-03,37,5,38
2013-01-04,85,7,31
2013-01-05,73,1,5
2013-01-06,24,9,14
2013-01-07,134,16,30
2013-01-08,93,7,25
2013-01-09,96,15,20
2013-01-10,124,6,24
2013-01-11,107,18,12
2013-01-12,57,7,3
2013-01-13,32,3,8
2013-01-14,104,12,26
2013-01-15,81,2,24
2013-01-16,100,2,23
2013-01-17,86,12,15
2013-01-18,98,27,15
2013-01-19,51,5,6
2013-01-20,63,3,9
2013-01-21,101,6,15
2013-01-22,87,16,18
2013-01-23,96,14,13
2013-01-24,84,9,15
2013-01-25,137,2,14
2013-01-26,58,3,5
2013-01-27,43,1,4
2013-01-28,83,14,14
2013-01-29,117,15,29
2013-01-30,128,28,16
2013-01-31,123,23,22
2013-02-01,101,13,14
2013-02-02,31,12,5
2013-02-03,29,17,13
2013-02-04,38,19,22
2013-02-05,128,14,16
2013-02-06,83,6,39
2013-02-07,124,6,26
2013-02-08,87,20,22
2013-02-09,32,8,13
2013-02-10,32,4,2
2013-02-11,64,13,19
2013-02-12,98,10,20
2013-02-13,88,14,24
2013-02-14,114,29,15
2013-02-15,86,29,22
2013-02-16,55,3,5
2013-02-17,25,2,3
2013-02-18,63,7,8
2013-02-19,101,19,12
2013-02-20,113,25,17
2013-02-21,130,24,20
2013-02-22,102,23,10
2013-02-23,38,8,1
2013-02-24,25,10,6
2013-02-25,54,22,11
2013-02-26,77,22,20
2013-02-27,79,29,16
2013-02-28,75,31,24
2013-03-01,78,35,17
2013-03-02,22,14,3
2013-03-03,11,6,11
2013-03-04,38,19,19
2013-03-05,69,12,29
2013-03-06,50,22,23
2013-03-07,75,19,8
2013-03-08,69,11,22
2013-03-09,41,8,5
2013-03-10,14,8,3
2013-03-11,36,37,13
2013-03-12,65,39,6
2013-03-13,74,14,9
2013-03-14,103,21,12
2013-03-15,76,31,8
2013-03-16,20,2,10
2013-03-17,11,2,35
2013-03-18,113,11,18
2013-03-19,99,21,11
2013-03-20,140,17,20
2013-03-21,67,22,30
2013-03-22,93,27,21
2013-03-23,55,6,8
2013-03-24,14,4,8
2013-03-25,95,19,33
2013-03-26,133,21,23
2013-03-27,98,22,32
2013-03-28,111,14,23
2013-03-29,64,17,17
2013-03-30,44,13,9
2013-03-31,7,6,8
2013-04-01,54,11,14
2013-04-02,73,17,25
2013-04-03,106,27,31
2013-04-04,89,19,19
2013-04-05,115,4,20
2013-04-06,27,3,3
2013-04-07,33,15,8
2013-04-08,64,13,27
2013-04-09,61,11,20
2013-04-10,89,5,16
2013-04-11,97,7,78
2013-04-12,83,9,45
2013-04-13,37,3,4
2013-04-14,33,1,4
2013-04-15,77,6,17
2013-04-16,72,5,13
2013-04-17,77,4,16
2013-04-18,81,7,15
2013-04-19,85,5,16
2013-04-20,55,2,3
2013-04-21,26,4,2
2013-04-22,81,6,37
2013-04-23,90,8,37
2013-04-24,63,2,45
2013-04-25,55,5,43
2013-04-26,59,2,16
2013-04-27,35,1,3
2013-04-28,2,1,10
2013-04-29,59,4,35
2013-04-30,81,13,15
2013-05-01,53,6,17
2013-05-02,74,3,18
2013-05-03,93,5,15
2013-05-04,58,1,12
2013-05-05,36,0,8
2013-05-06,89,8,25
2013-05-07,82,3,21
2013-05-08,83,6,14
2013-05-09,70,0,17
2013-05-10,78,0,20
2013-05-11,16,0,1
2013-05-12,8,0,5
2013-05-13,63,3,23
2013-05-14,103,15,27
2013-05-15,74,19,19
2013-05-16,103,5,24
2013-05-17,90,8,21
2013-05-18,22,5,11
2013-05-19,19,2,7
2013-05-20,86,14,15
2013-05-21,88,11,17
2013-05-22,87,21,21
2013-05-23,67,8,22
2013-05-24,64,13,29
2013-05-25,15,2,9
2013-05-26,8,0,8
2013-05-27,23,6,9
2013-05-28,62,9,19
2013-05-29,75,11,18
2013-05-30,74,8,16
2013-05-31,86,9,25
2013-06-01,18,8,12
2013-06-02,7,8,1
2013-06-03,66,10,16
2013-06-04,73,14,18
2013-06-05,73,10,19
2013-06-06,90,5,20
2013-06-07,113,3,23
2013-06-08,29,0,12
2013-06-09,10,8,6
2013-06-10,63,17,12
2013-06-11,95,9,18
2013-06-12,66,13,26
2013-06-13,76,11,15
2013-06-14,61,6,14
2013-06-15,29,3,4
2013-06-16,18,0,8
2013-06-17,78,12,12
2013-06-18,109,8,17
2013-06-19,122,3,24
2013-06-20,114,8,25
2013-06-21,108,6,15
2013-06-22,38,2,4
2013-06-23,21,1,7
2013-06-24,114,13,15
2013-06-25,99,12,12
2013-06-26,149,11,14
2013-06-27,70,16,23
2013-06-28,120,10,19
2013-06-29,30,0,5
2013-06-30,20,1,3
2013-07-01,96,7,5
2013-07-02,74,12,10
2013-07-03,107,6,7
2013-07-04,80,1,10
2013-07-05,58,5,27
2013-07-06,31,0,5
2013-07-07,11,1,3
2013-07-08,100,1,42
2013-07-09,93,5,18
2013-07-10,61,8,19
2013-07-11,88,12,9
2013-07-12,90,19,5
2013-07-13,34,3,7
2013-07-14,32,2,5
2013-07-15,68,8,6
2013-07-16,103,20,13
2013-07-17,72,8,6
2013-07-18,84,17,14
2013-07-19,101,14,13
2013-07-20,33,4,8
2013-07-21,19,0,24
2013-07-22,90,11,31
2013-07-23,110,9,34
2013-07-24,79,14,14
2013-07-25,79,10,21
2013-07-26,103,8,14
2013-07-27,33,4,5
2013-07-28,20,6,3
2013-07-29,57,21,14
2013-07-30,69,13,18
2013-07-31,86,31,15
2013-08-01,77,31,13
2013-08-02,57,15,16
2013-08-03,9,9,10
2013-08-04,12,5,3
2013-08-05,41,23,16
2013-08-06,79,24,11
2013-08-07,103,14,20
2013-08-08,86,26,13
2013-08-09,85,36,20
2013-08-10,20,4,5
2013-08-11,6,3,2
2013-08-12,80,18,14
2013-08-13,92,46,24
2013-08-14,104,40,27
2013-08-15,72,18,2
2013-08-16,87,28,11
2013-08-17,15,8,5
2013-08-18,27,2,7
2013-08-19,81,22,17
2013-08-20,100,12,23
2013-08-21,113,13,12
2013-08-22,103,5,15
2013-08-23,76,16,16
2013-08-24,31,9,3
2013-08-25,20,1,8
2013-08-26,66,4,22
2013-08-27,110,14,15
2013-08-28,119,6,17
2013-08-29,85,23,15
2013-08-30,78,13,27
2013-08-31,18,9,11
2013-09-01,6,0,11
2013-09-02,42,1,19
2013-09-03,114,2,17
2013-09-04,124,9,17
2013-09-05,87,5,21
2013-09-06,105,25,30
2013-09-07,27,0,6
2013-09-08,18,4,11
2013-09-09,85,20,27
2013-09-10,79,23,39
2013-09-11,105,21,11
2013-09-12,76,19,32
2013-09-13,85,10,23
2013-09-14,27,1,9
2013-09-15,11,4,6
2013-09-16,52,24,24
2013-09-17,79,12,26
2013-09-18,69,8,32
2013-09-19,72,9,10
2013-09-20,63,8,23
2013-09-21,35,3,3
2013-09-22,27,4,3
2013-09-23,68,16,17
2013-09-24,95,10,13
2013-09-25,68,7,36
2013-09-26,56,3,16
2013-09-27,116,5,19
2013-09-28,38,3,6
2013-09-29,19,1,10
2013-09-30,68,2,15
2013-10-01,84,2,39
2013-10-02,61,10,28
2013-10-03,69,17,24
2013-10-04,71,6,11
2013-10-05,44,1,1
2013-10-06,27,0,5
2013-10-07,65,8,7
2013-10-08,99,7,13
2013-10-09,76,7,26
2013-10-10,75,3,43
2013-10-11,103,10,51
2013-10-12,27,1,9
2013-10-13,13,0,12
2013-10-14,80,5,54
2013-10-15,95,8,39
2013-10-16,101,6,27
2013-10-17,79,6,41
2013-10-18,81,9,19
2013-10-19,23,0,16
2013-10-20,20,1,7
2013-10-21,73,3,19
2013-10-22,74,6,18
2013-10-23,79,2,31
2013-10-24,79,3,25
2013-10-25,68,2,21
2013-10-26,35,0,7
2013-10-27,23,0,9
2013-10-28,53,2,11
2013-10-29,98,12,30
2013-10-30,63,6,33
2013-10-31,104,2,33
2013-11-01,66,2,16
2013-11-02,36,0,5
2013-11-03,28,0,6
2013-11-04,54,2,23
2013-11-05,82,3,32
2013-11-06,70,1,44
2013-11-07,45,1,32
2013-11-08,71,2,22
2013-11-09,39,0,6
2013-11-10,20,0,8
2013-11-11,77,2,20
2013-11-12,94,2,24
2013-11-13,97,7,29
2013-11-14,116,2,54
2013-11-15,139,1,27
2013-11-16,41,0,15
2013-11-17,45,0,10
2013-11-18,75,2,39
2013-11-19,88,3,60
2013-11-20,69,2,46
2013-11-21,90,0,23
2013-11-22,104,0,45
2013-11-23,37,0,16
2013-11-24,23,0,10
2013-11-25,66,2,21
2013-11-26,70,0,29
2013-11-27,85,1,31
2013-11-28,35,0,19
2013-11-29,34,0,29
2013-11-30,15,0,5
2013-12-01,16,1,8
2013-12-02,94,3,18
2013-12-03,108,8,22
2013-12-04,97,2,21
2013-12-05,108,0,28
2013-12-06,68,7,27
2013-12-07,34,0,11
2013-12-08,28,0,7
2013-12-09,76,19,32
2013-12-10,124,19,26
2013-12-11,93,6,21
2013-12-12,83,10,23
2013-12-13,89,15,17
2013-12-14,40,0,14
2013-12-15,15,3,7
2013-12-16,71,18,20
2013-12-17,80,22,33
2013-12-18,77,42,19
2013-12-19,117,18,29
2013-12-20,79,13,14
2013-12-21,19,4,3
2013-12-22,10,2,3
2013-12-23,26,1,13
2013-12-24,23,2,5
2013-12-25,34,0,4
2013-12-26,30,5,10
2013-12-27,23,6,7
2013-12-28,36,3,4
2013-12-29,42,5,2
2013-12-30,37,6,10
2013-12-31,15,8,12
2014-01-01,16,5,3
2014-01-02,65,5,23
2014-01-03,69,5,12
2014-01-04,20,5,5
2014-01-05,38,1,4
2014-01-06,64,12,23
2014-01-07,62,10,15
2014-01-08,87,8,28
2014-01-09,77,13,35
2014-01-10,73,10,26
2014-01-11,41,3,8
2014-01-12,34,1,3
2014-01-13,92,11,13
2014-01-14,107,22,11
2014-01-15,61,7,27
2014-01-16,92,13,20
2014-01-17,80,12,30
2014-01-18,35,3,8
2014-01-19,36,2,13
2014-01-20,63,1,64
2014-01-21,73,19,32
2014-01-22,76,26,25
2014-01-23,96,5,42
2014-01-24,87,6,39
2014-01-25,52,2,20
2014-01-26,59,0,8
2014-01-27,93,11,27
2014-01-28,84,10,30
2014-01-29,71,5,55
2014-01-30,71,8,26
2014-01-31,96,5,32
2014-02-01,22,1,8
2014-02-02,35,11,14
2014-02-03,49,6,21
2014-02-04,82,4,36
2014-02-05,68,2,23
2014-02-06,66,5,37
2014-02-07,50,11,31
2014-02-08,24,0,8
2014-02-09,28,5,4
2014-02-10,57,10,16
2014-02-11,77,12,19
2014-02-12,82,21,20
2014-02-13,96,28,11
2014-02-14,70,28,13
2014-02-15,25,3,4
2014-02-16,27,5,3
2014-02-17,38,5,12
2014-02-18,78,10,18
2014-02-19,120,21,48
2014-02-20,83,11,31
2014-02-21,84,5,39
2014-02-22,38,0,5
2014-02-23,32,4,9
2014-02-24,84,34,30
2014-02-25,116,20,48
2014-02-26,106,15,17
2014-02-27,118,18,11
2014-02-28,115,13,12
2014-03-01,43,3,9
2014-03-02,67,4,5
2014-03-03,82,10,21
2014-03-04,139,30,16
2014-03-05,118,23,9
2014-03-06,143,20,12
2014-03-07,136,21,22
2014-03-08,47,1,11
2014-03-09,61,1,5
2014-03-10,87,7,9
2014-03-11,107,11,13
2014-03-12,110,15,13
2014-03-13,134,17,20
2014-03-14,110,12,12
2014-03-15,29,2,9
2014-03-16,6,1,3
2014-03-17,71,7,10
2014-03-18,105,11,30
2014-03-19,80,10,15
2014-03-20,121,10,16
2014-03-21,119,4,13
2014-03-22,16,2,5
2014-03-23,30,3,5
2014-03-24,91,8,18
2014-03-25,82,15,16
2014-03-26,106,19,24
2014-03-27,106,12,20
2014-03-28,84,8,27
2014-03-29,49,5,4
2014-03-30,39,0,4
2014-03-31,106,1,11
2014-04-01,103,8,22
2014-04-02,113,13,19
2014-04-03,99,20,10
2014-04-04,71,10,21
2014-04-05,21,0,4
2014-04-06,11,2,7
2014-04-07,55,8,11
2014-04-08,45,14,14
2014-04-09,105,19,12
2014-04-10,64,16,11
2014-04-11,63,16,27
2014-04-12,32,1,5
2014-04-13,18,0,2
2014-04-14,80,20,33
2014-04-15,116,13,32
2014-04-16,85,29,13
2014-04-17,85,20,38
2014-04-18,119,7,9
2014-04-19,24,2,1
2014-04-20,17,2,1
2014-04-21,89,11,5
2014-04-22,99,1,35
2014-04-23,121,2,28
2014-04-24,106,1,29
2014-04-25,131,4,29
2014-04-26,44,4,8
2014-04-27,47,8,4
2014-04-28,83,9,18
2014-04-29,129,6,17
2014-04-30,127,5,24
2014-05-01,86,4,16
2014-05-02,72,6,17
2014-05-03,35,0,12
2014-05-04,19,0,1
2014-05-05,70,6,19
2014-05-06,105,3,20
2014-05-07,123,14,29
2014-05-08,103,4,35
2014-05-09,84,15,26
2014-05-10,20,3,4
2014-05-11,31,4,6
2014-05-12,115,14,17
2014-05-13,79,12,33
2014-05-14,84,9,28
2014-05-15,102,19,13
2014-05-16,99,11,44
2014-05-17,32,2,20
2014-05-18,20,0,15
2014-05-19,79,10,23
2014-05-20,73,22,25
2014-05-21,81,18,49
2014-05-22,103,2,30
2014-05-23,77,1,35
2014-05-24,24,2,13
2014-05-25,18,0,8
2014-05-26,34,1,23
2014-05-27,59,3,24
2014-05-28,73,17,32
2014-05-29,87,2,15
2014-05-30,64,2,23
2014-05-31,48,8,4
2014-06-01,15,7,11
2014-06-02,58,8,21
2014-06-03,73,7,28
2014-06-04,67,1,28
2014-06-05,72,4,29
2014-06-06,83,1,30
2014-06-07,17,0,4
2014-06-08,38,0,8
2014-06-09,59,0,18
2014-06-10,107,4,22
2014-06-11,106,7,42
2014-06-12,135,15,18
2014-06-13,98,11,36
2014-06-14,21,3,9
2014-06-15,23,0,11
2014-06-16,69,3,22
2014-06-17,56,15,21
2014-06-18,99,6,40
2014-06-19,80,8,8
2014-06-20,95,7,22
2014-06-21,31,4,5
2014-06-22,28,3,10
2014-06-23,74,7,26
2014-06-24,87,13,23
2014-06-25,97,4,25
2014-06-26,69,6,33
2014-06-27,153,4,16
2014-06-28,20,6,13
2014-06-29,12,2,13
2014-06-30,70,5,24
2014-07-01,69,14,21
2014-07-02,93,9,16
2014-07-03,64,6,12
2014-07-04,58,1,18
2014-07-05,19,2,6
2014-07-06,42,0,5
2014-07-07,77,4,15
2014-07-08,77,14,15
2014-07-09,84,15,25
2014-07-10,114,16,14
2014-07-11,76,3,25
2014-07-12,31,2,13
2014-07-13,23,0,10
2014-07-14,100,4,19
2014-07-15,87,13,19
2014-07-16,99,11,34
2014-07-17,116,10,42
2014-07-18,97,12,45
2014-07-19,32,6,9
2014-07-20,27,6,15
2014-07-21,84,8,10
2014-07-22,84,7,10
2014-07-23,103,9,30
2014-07-24,88,4,40
2014-07-25,74,5,16
2014-07-26,52,5,10
2014-07-27,17,0,9
2014-07-28,76,4,16
2014-07-29,105,12,66
2014-07-30,96,11,77
2014-07-31,95,12,66
2014-08-01,131,5,92
2014-08-02,43,1,9
2014-08-03,21,1,3
2014-08-04,97,2,66
2014-08-05,93,16,21
2014-08-06,64,47,11
2014-08-07,102,42,39
2014-08-08,89,13,14
2014-08-09,42,0,8
2014-08-10,25,0,2
2014-08-11,79,10,20
2014-08-12,65,37,23
2014-08-13,95,38,15
2014-08-14,74,18,33
2014-08-15,106,12,31
2014-08-16,27,4,8
2014-08-17,47,0,9
2014-08-18,74,9,27
2014-08-19,86,23,65
2014-08-20,61,5,22
2014-08-21,105,19,36
2014-08-22,54,10,76
2014-08-23,33,4,11
2014-08-24,14,12,5
2014-08-25,67,35,59
2014-08-26,80,11,38
2014-08-27,109,9,39
2014-08-28,64,33,76
2014-08-29,104,25,32
2014-08-30,22,16,8
2014-08-31,16,1,8
2014-09-01,34,15,19
2014-09-02,87,17,16
2014-09-03,98,14,41
2014-09-04,83,23,26
2014-09-05,76,18,44
2014-09-06,27,8,10
2014-09-07,28,10,4
2014-09-08,55,28,11
2014-09-09,62,17,36
2014-09-10,90,4,25
2014-09-11,82,11,22
2014-09-12,74,17,19
2014-09-13,9,0,7
2014-09-14,11,3,2
2014-09-15,103,12,15
2014-09-16,77,23,15
2014-09-17,68,13,13
2014-09-18,76,14,16
2014-09-19,78,22,28
2014-09-20,23,0,12
2014-09-21,31,1,14
2014-09-22,60,7,35
2014-09-23,56,5,23
2014-09-24,85,21,24
2014-09-25,51,16,28
2014-09-26,74,21,13
2014-09-27,16,1,6
2014-09-28,10,1,4
2014-09-29,61,14,15
2014-09-30,70,22,27
2014-10-01,117,12,13
2014-10-02,85,9,26
2014-10-03,108,9,37
2014-10-04,31,4,6
2014-10-05,25,1,8
2014-10-06,64,18,23
2014-10-07,81,13,19
2014-10-08,110,13,19
2014-10-09,81,11,23
2014-10-10,91,2,36
2014-10-11,32,3,5
2014-10-12,13,1,5
2014-10-13,48,5,23
2014-10-14,105,6,40
2014-10-15,114,19,41
2014-10-16,114,10,38
2014-10-17,104,9,42
2014-10-18,30,2,8
2014-10-19,23,5,7
2014-10-20,63,16,23
2014-10-21,102,7,25
2014-10-22,93,10,23
2014-10-23,83,3,34
2014-10-24,63,9,58
2014-10-25,24,1,8
2014-10-26,29,1,21
2014-10-27,80,17,32
2014-10-28,65,21,23
2014-10-29,49,22,26
2014-10-30,51,16,23
2014-10-31,84,9,34
2014-11-01,49,2,9
2014-11-02,44,1,10
2014-11-03,86,8,20
2014-11-04,109,4,33
2014-11-05,97,8,28
2014-11-06,82,14,23
2014-11-07,61,4,27
2014-11-08,20,1,7
2014-11-09,0,7,7
2014-11-10,56,13,47
2014-11-11,97,26,38
2014-11-12,96,16,44
2014-11-13,111,7,42
2014-11-14,115,21,43
2014-11-15,23,2,20
2014-11-16,17,4,11
2014-11-17,79,10,45
2014-11-18,92,11,53
2014-11-19,109,6,66
2014-11-20,75,9,70
2014-11-21,104,13,50
2014-11-22,31,4,16
2014-11-23,17,1,10
2014-11-24,56,4,38
2014-11-25,85,4,31
2014-11-26,55,0,30
2014-11-27,44,0,23
2014-11-28,37,0,23
2014-11-29,21,0,8
2014-11-30,18,0,4
2014-12-01,58,2,46
2014-12-02,83,2,25
2014-12-03,104,2,32
2014-12-04,83,2,28
2014-12-05,113,11,21
2014-12-06,46,4,8
2014-12-07,24,0,10
2014-12-08,75,13,19
2014-12-09,123,7,37
2014-12-10,108,7,53
2014-12-11,90,9,23
2014-12-12,80,12,38
2014-12-13,33,4,11
2014-12-14,19,3,5
2014-12-15,69,4,40
2014-12-16,98,9,27
2014-12-17,79,2,31
2014-12-18,75,21,21
2014-12-19,86,7,37
2014-12-20,33,8,9
2014-12-21,6,2,5
2014-12-22,43,27,22
2014-12-23,45,22,6
2014-12-24,35,5,8
2014-12-25,14,1,3
2014-12-26,30,5,1
2014-12-27,20,2,10
2014-12-28,16,7,3
2014-12-29,63,6,5
2014-12-30,49,7,9
2014-12-31,32,3,9
2015-01-01,13,6,4
2015-01-02,28,7,16
2015-01-03,22,2,7
2015-01-04,23,7,8
2015-01-05,72,11,26
2015-01-06,100,22,58
2015-01-07,90,25,32
2015-01-08,62,17,33
2015-01-09,79,8,34
2015-01-10,29,3,9
2015-01-11,21,2,7
2015-01-12,103,12,44
2015-01-13,118,8,42
2015-01-14,161,21,37
2015-01-15,128,14,60
2015-01-16,114,6,73
2015-01-17,29,2,26
2015-01-18,34,3,16
2015-01-19,111,15,39
2015-01-20,90,9,36
2015-01-21,104,30,46
2015-01-22,128,5,29
2015-01-23,88,10,41
2015-01-24,51,4,9
2015-01-25,44,1,10
2015-01-26,81,10,34
2015-01-27,110,10,35
2015-01-28,108,29,26
2015-01-29,114,16,30
2015-01-30,121,27,27
2015-01-31,38,1,8
2015-02-01,74,0,11
2015-02-02,113,11,15
2015-02-03,166,29,16
2015-02-04,148,23,35
2015-02-05,121,13,29
2015-02-06,104,26,21
2015-02-07,38,5,9
2015-02-08,39,7,12
2015-02-09,70,11,23
2015-02-10,131,13,28
2015-02-11,111,22,23
2015-02-12,84,17,22
2015-02-13,188,34,27
2015-02-14,77,10,6
2015-02-15,77,4,4
2015-02-16,113,8,16
2015-02-17,113,29,20
2015-02-18,176,14,24
2015-02-19,145,21,17
2015-02-20,144,22,41
2015-02-21,56,8,6
2015-02-22,41,3,7
2015-02-23,86,30,14
2015-02-24,100,15,16
2015-02-25,163,38,23
2015-02-26,123,27,31
2015-02-27,102,12,26
2015-02-28,65,11,6
2015-03-01,37,20,11
2015-03-02,113,28,31
2015-03-03,138,30,27
2015-03-04,138,24,23
2015-03-05,108,31,21
2015-03-06,95,15,17
2015-03-07,43,3,6
2015-03-08,33,4,11
2015-03-09,107,8,16
2015-03-10,143,12,34
