,lvgl/lvgl,ocornut/imgui,Immediate-Mode-UI/Nuklear
2020-06-05,9.36807188070469,2,2
2020-06-06,-2.0773370306953116,6,2
2020-06-07,-1.2029177598171865,0,1
2020-06-08,20.120431444850002,8,0
2020-06-09,2.211492022445313,3,1
2020-06-10,0.017573943543750303,2,0
2020-06-11,-1.304374056246875,1,3
2020-06-12,2.137349258084377,0,2
2020-06-13,0.04559119161250158,2,0
2020-06-14,3.274301609604689,0,0
2020-06-15,5.138488816250001,3,0
2020-06-16,23.846785420421874,4,1
2020-06-17,-1.199417610832814,0,1
2020-06-18,15.304616323789062,3,0
2020-06-19,15.245817193678125,2,0
2020-06-20,14.672290314703126,1,0
2020-06-21,19.303144519376563,0,0
2020-06-22,-3.4487805945984373,0,0
2020-06-23,11.311418530512503,6,0
2020-06-24,7.701930954393752,0,0
2020-06-25,14.821543999320316,3,0
2020-06-26,22.2985904661625,0,0
2020-06-27,1.1536853026078129,0,0
2020-06-28,4.672351993821877,0,0
2020-06-29,-0.9268216662562478,3,0
2020-06-30,-0.061162306342184,3,0
2020-07-01,10.437687381495316,0,1
2020-07-02,-0.3737347361749981,0,0
2020-07-03,0.4007158103234394,0,0
2020-07-04,0.7226277384468762,0,0
2020-07-05,7.981962860971876,0,0
2020-07-06,-0.4571770368406245,0,0
2020-07-07,19.09798251118125,1,0
