,hashicorp/nomad,kubernetes/kubernetes,docker-archive/classicswarm
2015-09-29,26,52,6.801664795000001
2015-09-30,7,98,4.13755860521875
2015-10-01,11,72,2.0475936035999998
2015-10-02,21,94,4.171519709523437
2015-10-03,16,17,-0.9760389966546875
2015-10-04,5,6,-0.5518263076078119
2015-10-05,10,88,1.6227946625000007
2015-10-06,31,66,1.5048713137500007
2015-10-07,15,79,4.467483540140625
2015-10-08,21,81,6.147275315920313
2015-10-09,14,91,20.850507317023435
2015-10-10,21,47,-0.8040966226859396
2015-10-11,34,3,-0.5933642876796879
2015-10-12,23,95,2.9092673325000002
2015-10-13,11,74,6.823473668968752
2015-10-14,3,61,7.412069600146876
2015-10-15,9,77,4.1412445811000005
2015-10-16,22,75,1.288875453710938
2015-10-17,9,25,1.6390887409046884
2015-10-18,0,12,1.8114503719281263
2015-10-19,9,60,9.034437346912501
2015-10-20,5,56,0.36693221290156286
2015-10-21,4,72,4.8652049944812505
2015-10-22,14,52,5.655308397571876
2015-10-23,15,53,5.512258072832813
2015-10-24,2,34,-1.5403576805124999
2015-10-25,9,10,-0.8895112104046867
2015-10-26,22,44,1.3679995158453138
2015-10-27,6,66,0.32050609473593883
2015-10-28,26,32,8.435361333609375
2015-10-29,40,66,-0.24599754441562527
2015-10-30,11,56,5.230147819925
2015-10-31,4,10,-0.0801661588609377
2015-11-01,0,4,0.3143047572484382
2015-11-02,11,51,1.4829373450000003
2015-11-03,12,69,7.437719815218751
2015-11-04,5,50,0.8247657031625
2015-11-05,27,53,1.1616413090734377
2015-11-06,30,49,-0.7403239258390623
2015-11-07,4,27,-0.43459793937968666
2015-11-08,0,4,-0.3246381494812492
2015-11-09,7,32,0.7809908419484382
2015-11-10,10,48,0.7251574264328129
2015-11-11,16,51,1.7131443733031253
2015-11-12,5,130,-0.38201483881875
2015-11-13,6,58,-0.1750968311031249
2015-11-14,0,11,0.8894230449281251
2015-11-15,0,4,0.8293962375000001
2015-11-16,34,42,-0.20148920874999995
2015-11-17,53,58,-0.12048603426562493
2015-11-18,118,56,3.9106829419484375
2015-11-19,34,63,1.5356852714328122
2015-11-20,19,49,-0.4260764675718752
2015-11-21,10,25,0.7717442912499999
2015-11-22,4,8,1.7396879907343752
2015-11-23,7,68,4.6312408344484375
2015-11-24,28,57,1.2882195974640622
2015-11-25,38,96,9.42663869
2015-11-26,19,36,3.6495976054374992
2015-11-27,9,24,-1.2084400486750002
2015-11-28,3,7,0.31387582367812517
2015-11-29,1,4,0.421075731984376
2015-11-30,10,38,3.4811920151828137
2015-12-01,14,69,1.2274694623500004
2015-12-02,9,55,5.332959586289063
2015-12-03,12,84,10.991271433521876
2015-12-04,4,41,7.229241147062499
2015-12-05,4,31,1.2169580285703119
2015-12-06,0,11,2.723481440734375
2015-12-07,1,47,5.775183524448439
2015-12-08,5,42,10.507304927901563
2015-12-09,19,67,6.886723386325
2015-12-10,13,76,-1.0962903006656246
2015-12-11,38,56,7.639353324846876
2015-12-12,4,13,1.164902563678126
2015-12-13,0,8,-0.3536669843703111
2015-12-14,13,65,10.043716916579688
2015-12-15,15,66,4.215264681246875
2015-12-16,10,71,8.382844747310939
2015-12-17,11,71,2.0310343936781248
2015-12-18,26,70,3.511108460410938
2015-12-19,2,30,-1.4072160209265618
2015-12-20,6,17,-0.902495945620311
2015-12-21,12,31,-0.622085104373436
2015-12-22,18,58,3.520387901792189
2015-12-23,1,31,-0.7939660184890618
2015-12-24,36,8,-0.4362610928718744
2015-12-25,1,1,-0.29173025867187463
2015-12-26,0,2,-0.1640869752218745
2015-12-27,0,2,-0.10646126267968718
2015-12-28,5,29,-0.05264804999999984
2015-12-29,2,30,2.955625215
2015-12-30,0,29,0.6617267479374999
2015-12-31,0,6,-0.2685954101437501
2016-01-01,0,5,-0.1305000000000001
2016-01-02,0,9,-0.09048749999999979
2016-01-03,0,9,-0.06901274999999976
2016-01-04,7,24,4.9443972125
2016-01-05,10,48,13.45355689875
2016-01-06,7,39,4.335201364703124
2016-01-07,12,42,6.592735129376561
2016-01-08,9,41,3.419288647464062
2016-01-09,0,7,-1.4008587499999996
2016-01-10,2,7,-0.868419562499999
2016-01-11,4,31,5.355762843750002
2016-01-12,10,64,11.885628112421877
2016-01-13,12,49,7.001607327601563
2016-01-14,30,71,10.014446553903124
2016-01-15,9,45,-0.2818831005906257
2016-01-16,0,24,2.5231546146343757
2016-01-17,3,14,2.6515534123203137
2016-01-18,0,19,0.7323309100000015
2016-01-19,11,15,1.9511879581562512
2016-01-20,3,49,0.9485478993312513
2016-01-21,22,102,4.1061347198921885
2016-01-22,11,84,0.9534631284890631
2016-01-23,0,17,3.2068333085375005
2016-01-24,2,16,0.15205498286562513
2016-01-25,2,47,1.3939119077937505
2016-01-26,14,65,3.406754100075
2016-01-27,37,53,7.233116400881251
2016-01-28,12,65,11.751744810110937
2016-01-29,19,75,11.02908353735
2016-01-30,1,67,-0.3465511862109385
2016-01-31,6,25,0.5222443216156252
2016-02-01,14,69,13.823954334340627
2016-02-02,17,74,7.697663386432813
2016-02-03,14,80,15.702230560365624
2016-02-04,22,65,12.82347537198125
2016-02-05,61,79,0.6007080342593749
2016-02-06,12,50,0.6365391803296885
2016-02-07,12,42,-1.8170317889984353
2016-02-08,15,69,2.7963386001468784
2016-02-09,23,83,9.665806412193753
2016-02-10,19,71,9.961600849304688
2016-02-11,27,82,9.656284400359375
2016-02-12,22,70,7.475716823603125
2016-02-13,9,38,-1.3796904813874997
2016-02-14,1,32,-1.432182649190624
2016-02-15,3,57,-0.9857044801078106
2016-02-16,9,74,1.2532259391875025
2016-02-17,19,65,9.188254641684377
2016-02-18,5,58,3.421931635917188
2016-02-19,12,102,2.65329503838125
2016-02-20,29,37,1.8411119431624998
2016-02-21,25,18,-0.9549153383749994
2016-02-22,32,76,0.45179712246406334
2016-02-23,28,101,6.497458732500001
2016-02-24,4,98,7.932661848968751
2016-02-25,19,96,4.487552383521875
2016-02-26,1,96,5.5591465870625
2016-02-27,6,52,2.4991971465078127
2016-02-28,0,25,-1.2602421116906244
2016-02-29,8,51,2.2230499086421887
2016-03-01,4,88,6.138979700734376
2016-03-02,35,96,9.715340365104687
2016-03-03,11,87,5.131429950107812
2016-03-04,9,104,1.2802090253328122
2016-03-05,4,70,-1.2832338413249995
2016-03-06,0,26,-0.8111560073140611
2016-03-07,9,59,3.4335676636062518
2016-03-08,6,37,1.174052299703126
2016-03-09,3,35,1.265310255032813
2016-03-10,24,51,1.314814677826563
2016-03-11,6,68,4.377703342245313
2016-03-12,2,25,2.1597110932015626
2016-03-13,0,6,7.2665968923921875
2016-03-14,7,35,2.7782426899999995
2016-03-15,19,65,11.9321693304375
2016-03-16,28,55,6.048185296324999
2016-03-17,12,67,10.163417963896874
2016-03-18,15,37,4.727027150146874
2016-03-19,18,24,1.9957040411000007
2016-03-20,3,10,-1.6439145717265615
2016-03-21,16,35,-0.07360800923281041
2016-03-22,23,62,6.092983276400002
2016-03-23,27,42,0.6548555506531262
2016-03-24,41,28,8.981042970407813
2016-03-25,37,40,9.377522999775
2016-03-26,13,14,0.020106543459374793
2016-03-27,0,4,-1.2443694823140623
2016-03-28,21,18,6.220818306106251
2016-03-29,12,30,9.740996788234376
2016-03-30,15,34,6.137206188854687
2016-03-31,8,33,2.1396188062171873
2016-04-01,7,38,1.5210269810218753
2016-04-02,13,22,-1.2595321110312487
2016-04-03,1,12,-0.7952423414265609
2016-04-04,2,24,1.4636802836781264
2016-04-05,5,25,3.379240550140626
2016-04-06,6,17,6.156208719076563
2016-04-07,11,24,7.810205295479687
2016-04-08,11,43,5.4909298389
2016-04-09,4,11,-1.4816838491906255
2016-04-10,4,2,-0.8321250826078119
2016-04-11,5,28,-0.5731151924999989
2016-04-12,18,37,1.5546662514687515
2016-04-13,16,45,10.435997806615626
2016-04-14,19,68,21.517449044996873
2016-04-15,10,62,7.92543734135781
2016-04-16,1,25,-1.632392863932814
2016-04-17,0,25,-1.5688129677515623
2016-04-18,2,28,-1.037345774999998
2016-04-19,14,52,1.2065577200000024
2016-04-20,5,57,-0.8418403222812482
2016-04-21,2,64,0.3718969505062515
2016-04-22,14,35,6.395348751495313
2016-04-23,2,14,4.904156252251562
2016-04-24,0,9,1.9223108090890622
2016-04-25,2,32,4.175114622464062
2016-04-26,3,50,4.0110583575
2016-04-27,0,45,3.92040911146875
2016-04-28,0,82,3.853786511178125
2016-04-29,0,44,1.8146409882343753
2016-04-30,0,6,2.967178491354688
2016-05-01,2,5,0.9233107529046882
2016-05-02,2,41,2.150227151987501
2016-05-03,10,36,7.159112083564063
2016-05-04,2,54,-0.33411462150781235
2016-05-05,13,60,4.163917653492188
2016-05-06,2,86,5.957014033492188
2016-05-07,16,23,-1.3085482617265622
2016-05-08,6,19,0.267760260329688
2016-05-09,20,83,-0.6102384749249993
2016-05-10,6,71,3.5823645233812513
2016-05-11,28,68,1.280035929517188
2016-05-12,4,65,0.3749757979468754
2016-05-13,4,59,2.545986958635938
2016-05-14,5,26,0.39321553371093776
2016-05-15,1,22,-0.4391776640015621
2016-05-16,8,61,-0.24561236301562472
2016-05-17,13,84,0.814298087464063
2016-05-18,4,67,-0.24263540706249964
2016-05-19,6,65,-0.16442851992499968
2016-05-20,2,88,-0.10130911933749982
2016-05-21,1,47,0.9311400121671877
2016-05-22,3,37,0.8491183793765625
2016-05-23,3,63,0.8334391349640624
2016-05-24,4,60,2.8154063037499997
2016-05-25,24,53,1.5962691869843748
2016-05-26,0,76,5.591321897464063
2016-05-27,11,87,0.1745587374999995
2016-05-28,7,41,-0.52935995875
2016-05-29,72,28,1.6605007282343753
2016-05-30,1,42,-0.45325539930156195
2016-05-31,12,50,8.715064720698438
2016-06-01,3,59,-1.111380009082813
2016-06-02,2,65,2.4296176263609377
2016-06-03,12,65,2.325965220584375
2016-06-04,2,36,1.2927520467687506
2016-06-05,8,7,0.4038630049640627
2016-06-06,10,43,0.5249177614687504
2016-06-07,10,39,-0.4289787213218744
2016-06-08,10,63,1.7112238953593755
2016-06-09,2,51,0.5702472009265629
2016-06-10,186,78,-0.31508930279687475
2016-06-11,28,28,-0.2073676516546873
2016-06-12,27,11,-0.13841389238906218
2016-06-13,11,68,0.9096442856625002
2016-06-14,25,59,5.839592059448438
2016-06-15,26,59,0.31125174246406206
2016-06-16,40,51,-0.4287303222812502
2016-06-17,44,70,3.7369714819125
2016-06-18,2,35,0.42300939746406263
2016-06-19,0,23,-0.4105250124999998
2016-06-20,8,61,1.7348174787500001
2016-06-21,20,76,1.5995574969843753
2016-06-22,28,75,3.547968073120313
2016-06-23,7,49,3.32427377176875
2016-06-24,5,83,-0.7442606500359377
2016-06-25,2,38,-0.41692544831249984
2016-06-26,0,21,0.7016287518406255
2016-06-27,5,47,1.6959727299640632
2016-06-28,24,71,0.5965609314687503
2016-06-29,6,74,2.648542833896875
2016-06-30,4,48,1.477891757865625
2016-07-01,13,35,3.50718958779375
2016-07-02,0,30,-0.6751534226437501
2016-07-03,0,23,-0.3525219712499998
2016-07-04,0,23,-0.24859296801562464
2016-07-05,0,35,2.807001287682813
2016-07-06,5,48,-0.4504381318374998
2016-07-07,2,88,5.753060765917188
2016-07-08,5,67,2.225792031360937
2016-07-09,11,16,-0.6870584571343751
2016-07-10,19,8,-0.38794566014375
2016-07-11,24,54,2.7510389625000005
2016-07-12,33,62,4.5080309112500005
2016-07-13,13,79,1.2089727359531248
2016-07-14,1,56,2.3582552273921875
2016-07-15,0,72,-0.68517846684375
2016-07-16,0,17,-0.4227608042624994
2016-07-17,0,8,-0.27209134510781197
2016-07-18,6,63,0.8066878487500007
2016-07-19,4,89,1.7411523047031254
2016-07-20,18,90,7.620288447314063
2016-07-21,15,73,0.9870880225390619
2016-07-22,11,68,2.3168348558812495
2016-07-23,5,33,0.29936169239218724
2016-07-24,0,3,-0.5026955124999994
2016-07-25,39,38,-0.3381767212499994
2016-07-26,35,37,-0.25977280551562426
2016-07-27,10,42,-0.21162182356718684
2016-07-28,20,47,2.8288656108031254
2016-07-29,4,48,-0.4327705475687499
2016-07-30,1,23,-0.19159634036874995
2016-07-31,0,3,-0.12026487062343746
2016-08-01,2,37,-0.07038635253593725
2016-08-02,19,94,1.95164975
2016-08-03,20,80,1.7605139625
2016-08-04,24,99,0.6767189112499998
2016-08-05,12,71,0.7242950609531249
2016-08-06,3,23,0.7314784423921875
2016-08-07,2,8,-0.2470584999999999
2016-08-08,19,43,-0.15272002499999981
2016-08-09,24,62,-0.11379066749999975
2016-08-10,11,86,-0.0912652810312497
2016-08-11,18,79,-0.07630678985312478
2016-08-12,27,78,-0.05062172683749986
2016-08-13,5,34,-0.02906086180156242
2016-08-14,4,18,-0.017967165551562456
2016-08-15,7,47,0.9916011474640625
2016-08-16,25,61,-0.10000000000000009
2016-08-17,75,89,2.955
2016-08-18,12,114,5.6715
2016-08-19,25,115,-0.7556625000000006
2016-08-20,2,59,-0.37161675000000016
2016-08-21,1,49,-0.24614951249999986
2016-08-22,9,98,0.8165810537500007
2016-08-23,18,114,-0.24575485051562462
2016-08-24,9,79,3.834347983714063
2016-08-25,16,100,0.47623288345312487
2016-08-26,13,95,-0.3832689357015624
2016-08-27,7,20,-0.22550986521562494
2016-08-28,1,12,1.8756879875000003
2016-08-29,9,39,-0.2962231962499998
2016-08-30,11,81,-0.1683331130156248
2016-08-31,18,54,-0.12293565003593734
2016-09-01,14,76,-0.09069194831249972
2016-09-02,12,69,-0.07539722315937478
2016-09-03,0,21,-0.0347228775359374
2016-09-04,1,15,-0.022187392499999934
2016-09-05,7,34,-0.01913662603124995
2016-09-06,0,79,-0.016797705071874957
2016-09-07,1,79,0.0
2016-09-08,0,74,0.0
2016-09-09,1,76,0.0
2016-09-10,1,39,0.0
2016-09-11,2,31,0.0
2016-09-12,5,76,0.0
2016-09-13,4,76,0.0
2016-09-14,4,77,0.0
2016-09-15,6,68,0.0
2016-09-16,2,86,0.0
2016-09-17,1,25,0.0
2016-09-18,0,9,0.0
2016-09-19,2,37,0.0
2016-09-20,5,74,3.0
2016-09-21,14,53,1.6999999999999997
2016-09-22,3,75,-0.3350000000000003
2016-09-23,3,69,0.8244999999999999
2016-09-24,6,57,0.7810125000000001
2016-09-25,0,11,0.7653247500000002
2016-09-26,23,74,-0.24521953749999992
2016-09-27,7,94,-0.1537676137499998
2016-09-28,5,91,-0.11617158154687476
2016-09-29,1,60,0.9057255538609378
2016-09-30,4,67,-0.15717016382187493
2016-10-01,0,24,-0.07882402176562493
2016-10-02,0,8,-0.057560861801562446
2016-10-03,28,30,-0.03862966555156238
2016-10-04,0,69,-0.024515602535937424
2016-10-05,4,83,-0.01316201249999996
2016-10-06,10,45,-0.011093696249999967
2016-10-07,8,66,-0.009568313015624975
2016-10-08,4,33,-0.008398852535937478
2016-10-09,5,9,0.0
2016-10-10,8,63,0.0
2016-10-11,12,49,0.0
2016-10-12,5,82,1.0
2016-10-13,15,90,0.8999999999999999
2016-10-14,0,67,-0.14500000000000013
2016-10-15,2,50,-0.07350000000000005
2016-10-16,0,15,-0.04916249999999994
2016-10-17,2,75,0.9632207500000001
2016-10-18,14,67,0.8707212375
2016-10-19,4,101,1.8307442912499998
2016-10-20,4,68,2.705837990734375
2016-10-21,7,51,-0.45712966555156276
2016-10-22,1,34,-0.2371781025359375
2016-10-23,4,11,-0.1561037624999998
2016-10-24,13,52,0.8815232912500004
2016-10-25,36,81,-0.1953362842656248
2016-10-26,21,84,1.8753594044484376
2016-10-27,26,96,-0.2893165673171875
2016-10-28,22,67,-0.15616514411874988
2016-10-29,7,38,1.9016866923921876
2016-10-30,1,27,0.7455129875
2016-10-31,41,74,-0.23332719625
2016-11-01,51,74,0.862107661984375
2016-11-02,18,119,-0.20041124503593738
2016-11-03,4,95,-0.11703262603124981
2016-11-04,19,116,-0.08773848007187485
2016-11-05,5,35,-0.05601190499999982
2016-11-06,3,60,-0.04634707228124986
2016-11-07,6,88,0.9604719694125001
2016-11-08,33,78,-0.11949254878593754
2016-11-09,22,77,-0.05456831301562501
2016-11-10,23,66,-0.0368988525359375
2016-11-11,1,42,-0.020662499999999924
2016-11-12,1,16,-0.016116749999999947
2016-11-13,0,8,-0.01316201249999996
2016-11-14,4,49,-0.011093696249999967
2016-11-15,8,63,0.990431686984375
2016-11-16,15,45,-0.10839885253593756
2016-11-17,12,53,-0.04500000000000003
2016-11-18,7,51,0.9715
2016-11-19,0,18,0.8793375
2016-11-20,0,2,-0.1611167500000001
2016-11-21,1,47,2.9133379875
2016-11-22,2,60,0.6397438037499998
2016-11-23,3,87,-0.281347563015625
2016-11-24,2,22,-0.16817761503593748
2016-11-25,0,8,0.8852567912500002
2016-11-26,3,0,-0.1896747592656248
2016-11-27,0,1,-0.11856995305156232
2016-11-28,16,57,1.9166580462140625
2016-11-29,10,64,-0.260461135296875
2016-11-30,4,68,0.8591183793765625
2016-12-01,6,97,-0.17856086503593757
2016-12-02,4,64,0.9025813037500001
2016-12-03,1,64,-0.17030181301562497
2016-12-04,0,9,-0.10038537753593735
2016-12-05,5,89,-0.0668041424999999
2016-12-06,8,90,0.9470388614687502
2016-12-07,2,96,6.855991848678125
2016-12-08,5,100,0.2322696744843744
2016-12-09,3,103,-0.46299254878593776
2016-12-10,7,34,0.7252691869843749
2016-12-11,0,12,-0.297653102535937
2016-12-12,11,77,0.8083582375000005
2016-12-13,14,76,-0.24784453374999973
2016-12-14,9,76,-0.16604869926562466
2016-12-15,9,54,-0.13108748989531224
2016-12-16,10,68,-0.10218479326718721
2016-12-17,1,20,-0.035609298785937396
2016-12-18,1,8,-0.022730325515624934
2016-12-19,13,42,-0.019492548785937445
2016-12-20,19,61,0.990431686984375
2016-12-21,3,63,2.8916011474640624
2016-12-22,0,57,-0.3450000000000003
2016-12-23,1,27,-0.16350000000000012
2016-12-24,1,6,-0.10616249999999999
2016-12-25,2,2,-0.07810424999999972
2016-12-26,0,2,-0.061512262499999804
2016-12-27,0,24,0.9494202662500002
2016-12-28,0,23,2.8571505982343752
2016-12-29,1,31,1.6178962084171873
2016-12-30,0,16,-0.38869655760781274
2016-12-31,0,6,-0.19616250000000007
2017-01-01,0,1,-0.13510424999999976
2017-01-02,0,20,-0.10283726249999965
2017-01-03,7,58,-0.08281323374999974
2017-01-04,3,68,0.9308265732343752
2017-01-05,13,48,1.8407088159171876
2017-01-06,19,57,2.7106668163609373
2017-01-07,1,13,0.5647022949281246
2017-01-08,9,1,-0.3126625000000002
2017-01-09,6,45,0.8120582500000001
2017-01-10,10,58,0.7641169875000002
2017-01-11,9,110,8.74856952875
2017-01-12,6,50,-1.0608584930156255
2017-01-13,7,56,-0.5281410798171875
2017-01-14,3,23,0.6501244096312502
2017-01-15,0,8,-0.3500061331234367
2017-01-16,1,48,0.777294688714063
2017-01-17,8,86,1.7323798782343753
2017-01-18,9,93,5.616527068198438
2017-01-19,7,72,6.170869580323437
2017-01-20,16,90,5.863585814676561
2017-01-21,2,14,-1.2545354462500007
2017-01-22,7,7,-0.6934388255156247
2017-01-23,48,75,-0.4866545737859367
2017-01-24,20,71,-0.3681825305156238
2017-01-25,5,97,-0.2990489935671866
2017-01-26,28,63,0.7560024555843756
2017-01-27,11,88,0.7049728199250005
2017-01-28,13,21,-0.2707701588609373
2017-01-29,0,14,-0.1322919677515624
2017-01-30,10,42,0.9508375
2017-01-31,17,82,1.86322075
2017-02-01,19,82,-0.2742787625000001
2017-02-02,39,114,0.85724429125
2017-02-03,10,55,-0.198324509265625
2017-02-04,3,28,-0.12040891555156227
2017-02-05,5,6,-0.08229436503593736
2017-02-06,3,69,0.9419197787500002
2017-02-07,5,73,0.852127544484375
2017-02-08,9,75,0.8143025089328124
2017-02-09,7,43,0.798608598678125
2017-02-10,6,89,-0.20373081301562504
2017-02-11,6,14,0.8813218974640626
2017-02-12,1,5,-0.17844126249999995
2017-02-13,7,54,-0.10603495874999982
2017-02-14,12,92,-0.07844077176562488
2017-02-15,8,119,1.9371146256984377
2017-02-16,18,96,-0.24517761180156256
2017-02-17,19,55,1.8788708219484376
2017-02-18,0,27,-0.27649254878593765
2017-02-19,0,28,-0.14089331301562488
2017-02-20,4,55,0.9023676474640626
2017-02-21,23,73,0.8323509750000002
2017-02-22,6,60,0.8005791075
2017-02-23,25,116,0.7810393489687499
2017-02-24,18,71,1.7668524024281251
2017-02-25,5,45,-0.32941587603125005
2017-02-26,1,55,-0.18523896757187486
2017-02-27,16,107,-0.11803495874999984
2017-02-28,20,96,-0.0912657717656247
2017-03-01,20,128,-0.07445637430156227
2017-03-02,9,86,0.9446151131984377
2017-03-03,10,34,-0.14015455805156246
2017-03-04,8,38,-0.07253547856718746
2017-03-05,0,7,-0.04529770507187498
2017-03-06,6,56,-0.020662499999999924
2017-03-07,6,64,2.98388325
2017-03-08,7,65,0.6868379874999997
2017-03-09,17,66,-0.24609369625000016
2017-03-10,13,47,-0.14006831301562508
2017-03-11,8,17,-0.09888635253593728
2017-03-12,4,13,-0.06901274999999976
2017-03-13,15,34,-0.055602787499999834
2017-03-14,20,55,0.9535568987500002
2017-03-15,10,47,0.860201364703125
2017-03-16,4,46,2.8202351293765626
2017-03-17,3,58,2.618101147464062
2017-03-18,1,17,-0.4841625000000003
2017-03-19,0,12,-0.25727925
2017-03-20,6,34,-0.17676626249999974
2017-03-21,5,45,-0.13459345874999953
2017-03-22,4,41,-0.10849829676562467
2017-03-23,0,25,0.9092657081984378
2017-03-24,8,66,1.8296151196671877
2017-03-25,0,41,1.7010985033453125
2017-03-26,2,40,0.6563034423921873
2017-03-27,14,59,-0.26766250000000014
2017-03-28,35,54,-0.15944174999999988
2017-03-29,7,49,1.8847794875000004
2017-03-30,1,37,0.7096862787500001
2017-03-31,4,46,-0.26419648051562494
2017-04-01,3,9,-0.16488488356718742
2017-04-02,3,6,-0.11685302735312475
2017-04-03,0,46,0.9207379819125002
2017-04-04,16,49,-0.15083962753593744
2017-04-05,1,58,-0.08034940499999993
2017-04-06,8,58,-0.05873032228124994
2017-04-07,10,55,-0.04702851808749986
2017-04-08,5,31,-0.024515602535937424
2017-04-09,0,5,-0.01316201249999996
2017-04-10,11,59,-0.011093696249999967
2017-04-11,6,59,-0.009568313015624975
2017-04-12,7,49,-0.008398852535937478
2017-04-13,2,58,0.0
2017-04-14,9,62,0.0
2017-04-15,0,8,0.0
2017-04-16,10,5,0.0
2017-04-17,3,42,1.0
2017-04-18,5,71,-0.10000000000000009
2017-04-19,44,62,-0.04500000000000003
2017-04-20,7,57,-0.028500000000000022
2017-04-21,4,55,-0.020662499999999924
2017-04-22,0,15,-0.016116749999999947
2017-04-23,0,12,-0.01316201249999996
2017-04-24,2,41,2.98890630375
2017-04-25,8,70,-0.30956831301562526
2017-04-26,3,50,1.8566011474640625
2017-04-27,5,72,1.7144999999999997
2017-04-28,2,79,-0.3519875
2017-04-29,1,24,-0.19535024999999995
2017-04-30,2,13,-0.1378110374999998
2017-05-01,10,34,1.8931604112500005
2017-05-02,9,65,2.712737535953125
2017-05-03,30,53,-0.4637079751078126
2017-05-04,14,62,0.76667598146875
2017-05-05,5,65,1.7372406688968751
2017-05-06,0,18,1.6439812949281252
2017-05-07,0,4,-0.393174275
2017-05-08,5,49,-0.22933592999999985
2017-05-09,9,50,0.8331405352187503
2017-05-10,6,62,1.7677768433812504
2017-05-11,8,70,-0.3398477788578124
2017-05-12,4,78,-0.17657973051562492
2017-05-13,0,18,-0.12738537106718734
2017-05-14,0,9,-0.0933760811031247
2017-05-15,3,96,-0.06219321757187481
2017-05-16,14,75,-0.03741772124999989
2017-05-17,7,99,-0.03175570551562491
2017-05-18,2,74,2.9724645214328125
2017-05-19,2,85,-0.3167977050718752
2017-05-20,2,46,-0.1350000000000001
2017-05-21,4,16,-0.08550000000000006
2017-05-22,1,65,5.9380125
2017-05-23,13,81,2.3516497499999995
2017-05-24,5,77,-0.6094860375000004
2017-05-25,7,82,3.66071891125
2017-05-26,8,111,1.361820060953125
2017-05-27,1,34,-0.5638845576078122
2017-05-28,0,11,-0.3313223249999998
2017-05-29,0,53,-0.24569821499999944
2017-05-30,16,95,-0.19648296684374938
