,google/closure-compiler,microsoft/typescript,rescript-lang/rescript-compiler
2015-03-04,5,18,-0.04916249999999994
2015-03-05,6,20,-0.036779249999999875
2015-03-06,5,17,-0.02927876249999991
2015-03-07,5,23,0.9757442912500001
2015-03-08,0,10,1.879337990734375
2015-03-09,4,25,8.737032834448437
2015-03-10,7,14,1.9731011474640616
2015-03-11,6,21,-0.7826625000000005
2015-03-12,2,35,1.55105825
2015-03-13,5,57,-0.5168580124999994
2015-03-14,0,18,-0.33445597124999926
2015-03-15,0,10,1.7444359319843756
2015-03-16,1,28,-0.40818978231718706
2015-03-17,6,77,0.7415728890375004
2015-03-18,4,35,1.7123813631296878
2015-03-19,8,9,6.6662910498921875
2015-03-20,2,6,-0.8698701260312506
2015-03-21,0,9,3.5642157699281247
2015-03-22,0,7,-0.6791291425000002
2015-03-23,2,19,-0.3891696385312494
2015-03-24,1,44,4.718967323678125
2015-03-25,2,29,2.293460206984375
2015-03-26,7,39,-0.6946583523171874
2015-03-27,1,13,-0.41392394618124984
2015-03-28,0,2,-0.2919792527515619
2015-03-29,0,5,-0.1808445020624994
2015-03-30,2,19,-0.14775572264374956
2015-03-31,4,43,1.9050454812500002
2015-04-01,3,42,5.718877346171875
2015-04-02,8,27,-0.7606992017265629
2015-04-03,5,16,-0.35219655760781265
2015-04-04,1,5,-0.21232499999999999
2015-04-05,0,0,-0.15620849999999945
2015-04-06,3,20,-0.12302452499999961
2015-04-07,11,7,-0.1011594674999997
2015-04-08,6,22,1.9143011964687502
2015-04-09,4,59,1.725792416834375
2015-04-10,1,29,-0.3403931152156251
2015-04-11,13,17,-0.1470000000000001
2015-04-12,0,14,-0.09832499999999988
2015-04-13,5,24,-0.07355849999999975
2015-04-14,6,36,-0.05855752499999982
2015-04-15,11,27,-0.048511417499999855
2015-04-16,7,48,-0.04132401853124988
2015-04-17,7,41,0.9640656688968751
2015-04-18,0,8,-0.11679770507187505
2015-04-19,0,22,0.955
2015-04-20,10,19,-0.12850000000000011
2015-04-21,7,32,-0.06566249999999996
2015-04-22,5,22,-0.04461674999999997
2015-04-23,1,40,0.9661754875000002
2015-04-24,1,9,3.87278955375
2015-04-25,17,1,-0.4677303255156253
2015-04-26,0,3,-0.2279925487859376
2015-04-27,4,15,1.855769186984375
2015-04-28,2,5,-0.3071656025359373
2015-04-29,17,20,0.8323709875000002
2015-04-30,3,25,-0.22074174624999995
2015-05-01,7,33,-0.14026809801562473
2015-05-02,0,17,0.8925943954015627
2015-05-03,0,13,-0.18058193514374984
2015-05-04,0,50,-0.08330414249999991
2015-05-05,7,30,-0.060798638531249935
2015-05-06,6,27,-0.04855390132187485
2015-05-07,5,25,-0.025685063015624923
2015-05-08,0,21,-0.02156086503593744
2015-05-09,0,8,-0.011093696249999967
2015-05-10,0,0,-0.009568313015624975
2015-05-11,8,11,-0.008398852535937478
2015-05-12,7,15,0.0
2015-05-13,6,29,0.0
2015-05-14,3,7,0.0
2015-05-15,3,23,1.0
2015-05-16,1,8,-0.10000000000000009
2015-05-17,0,1,-0.04500000000000003
2015-05-18,11,1,-0.028500000000000022
2015-05-19,6,38,-0.020662499999999924
2015-05-20,0,12,-0.016116749999999947
2015-05-21,7,6,-0.01316201249999996
2015-05-22,5,2,-0.011093696249999967
2015-05-23,0,6,-0.009568313015624975
2015-05-24,0,3,-0.008398852535937478
2015-05-25,0,1,0.0
2015-05-26,2,6,2.0
2015-05-27,6,14,-0.20000000000000018
2015-05-28,4,9,-0.09000000000000007
2015-05-29,10,7,-0.057000000000000044
2015-05-30,0,15,-0.04132499999999985
2015-05-31,0,5,-0.032233499999999894
2015-06-01,0,16,-0.02632402499999992
2015-06-02,0,45,-0.022187392499999934
2015-06-03,3,87,-0.01913662603124995
2015-06-04,2,46,-0.016797705071874957
2015-06-05,7,19,0.0
2015-06-06,0,3,0.0
2015-06-07,0,3,0.0
2015-06-08,7,12,1.0
2015-06-09,7,32,1.9
2015-06-10,0,19,-0.24500000000000022
2015-06-11,21,15,-0.11850000000000009
2015-06-12,9,21,-0.07766249999999997
2015-06-13,0,7,-0.05744174999999979
2015-06-14,0,3,-0.04539551249999985
2015-06-15,10,21,-0.03741772124999989
2015-06-16,13,26,0.9682442944843751
2015-06-17,6,23,-0.12753547856718753
2015-06-18,15,70,5.938202294928125
2015-06-19,15,13,1.3714999999999995
2015-06-20,0,3,-0.4906625000000003
2015-06-21,0,1,-0.27711675000000013
2015-06-22,7,21,4.8058629875
2015-06-23,17,31,-0.6491191962499999
2015-06-24,6,45,-0.3457738880156248
2015-06-25,8,35,-0.24378505503593728
2015-06-26,7,25,-0.1829097705937494
2015-06-27,5,0,-0.15011349124687456
2015-06-28,0,0,-0.08260776757187477
2015-06-29,8,24,1.94453151875
2015-06-30,4,13,0.752158434921875
2015-07-01,2,39,0.7680057373203124
2015-07-02,2,27,0.7979999999999998
2015-07-03,0,4,-0.214825
2015-07-04,0,1,-0.12639599999999987
2015-07-05,0,0,1.9083967250000002
2015-07-06,0,31,-0.27212865499999994
2015-07-07,44,33,-0.14950908478124988
2015-07-08,17,14,-0.1076217268374999
2015-07-09,14,37,-0.07038586180156227
2015-07-10,26,39,1.9497993344484377
2015-07-11,0,18,-0.23472287753593757
2015-07-12,0,0,-0.1121873925
2015-07-13,5,24,-0.07613662603124999
2015-07-14,15,26,-0.05812270507187481
2015-07-15,11,49,-0.032233499999999894
2015-07-16,16,29,-0.02632402499999992
2015-07-17,8,34,-0.022187392499999934
2015-07-18,0,6,-0.01913662603124995
2015-07-19,0,4,-0.016797705071874957
2015-07-20,12,10,0.0
2015-07-21,1,29,0.0
2015-07-22,22,23,0.0
2015-07-23,14,28,0.0
2015-07-24,8,15,0.0
2015-07-25,0,4,0.0
2015-07-26,0,4,0.0
2015-07-27,13,28,0.0
2015-07-28,0,20,0.0
2015-07-29,10,17,0.0
2015-07-30,8,19,2.0
2015-07-31,17,20,1.7999999999999998
2015-08-01,0,2,-0.29000000000000026
2015-08-02,1,6,-0.1470000000000001
2015-08-03,5,11,0.9016750000000001
2015-08-04,7,14,-0.17355849999999984
2015-08-05,16,18,-0.10355752499999984
2015-08-06,3,34,-0.07701141749999987
2015-08-07,12,23,-0.061986518531249805
2015-08-08,5,0,-0.052051081103124855
2015-08-09,0,0,-0.02995971757187492
2015-08-10,14,11,3.98890630375
2015-08-11,11,6,-0.40956831301562535
2015-08-12,9,10,-0.1883988525359376
2015-08-13,19,20,-0.11400000000000009
2015-08-14,20,11,-0.0826499999999997
2015-08-15,6,2,-0.06446699999999979
2015-08-16,0,2,-0.05264804999999984
2015-08-17,11,14,-0.04437478499999987
2015-08-18,13,23,-0.0382732520624999
2015-08-19,10,39,4.96640458985625
2015-08-20,17,45,-0.5000000000000004
2015-08-21,13,31,-0.22500000000000017
2015-08-22,0,4,-0.1425000000000001
2015-08-23,0,0,-0.10331249999999961
2015-08-24,12,10,-0.08058374999999973
2015-08-25,7,16,-0.06581006249999981
2015-08-26,9,36,-0.05546848124999983
2015-08-27,11,55,1.952158434921875
2015-08-28,2,22,-0.24199426267968757
2015-08-29,0,7,-0.09000000000000007
2015-08-30,0,2,-0.057000000000000044
2015-08-31,16,11,-0.04132499999999985
2015-09-01,13,9,-0.032233499999999894
2015-09-02,6,8,-0.02632402499999992
2015-09-03,6,23,1.9778126075
2015-09-04,19,19,-0.21913662603125011
2015-09-05,1,16,-0.10679770507187503
2015-09-06,0,4,-0.057000000000000044
2015-09-07,0,1,2.958675
2015-09-08,7,2,-0.3322335000000002
2015-09-09,13,15,-0.161324025
2015-09-10,1,45,-0.10768739249999999
2015-09-11,6,20,-0.08112412603124972
2015-09-12,1,9,-0.0651479550718748
2015-09-13,2,4,-0.03948603749999988
2015-09-14,7,9,-0.0332810887499999
2015-09-15,13,18,-0.028704939046874926
2015-09-16,5,22,-0.025196557607812434
2015-09-17,10,16,0.0
2015-09-18,6,18,0.0
2015-09-19,0,6,0.0
2015-09-20,0,6,1.0
2015-09-21,5,18,-0.10000000000000009
2015-09-22,3,20,-0.04500000000000003
2015-09-23,7,1,-0.028500000000000022
2015-09-24,10,10,0.9793375000000001
2015-09-25,14,26,-0.11611675000000003
2015-09-26,0,9,-0.05816201249999999
2015-09-27,0,4,-0.03959369624999999
2015-09-28,1,14,-0.0302308130156249
2015-09-29,16,24,-0.024515602535937424
2015-09-30,10,25,-0.01316201249999996
2015-10-01,10,27,-0.011093696249999967
2015-10-02,8,25,-0.009568313015624975
2015-10-03,1,11,-0.008398852535937478
2015-10-04,0,5,0.0
2015-10-05,5,38,1.0
2015-10-06,13,41,-0.10000000000000009
2015-10-07,5,11,-0.04500000000000003
2015-10-08,9,34,-0.028500000000000022
2015-10-09,3,14,-0.020662499999999924
2015-10-10,0,2,-0.016116749999999947
2015-10-11,0,4,-0.01316201249999996
2015-10-12,11,36,-0.011093696249999967
2015-10-13,10,13,-0.009568313015624975
2015-10-14,7,13,-0.008398852535937478
2015-10-15,8,21,0.0
2015-10-16,7,15,0.0
2015-10-17,1,4,0.0
2015-10-18,1,4,0.0
2015-10-19,1,18,1.0
2015-10-20,1,16,-0.10000000000000009
2015-10-21,4,17,0.955
2015-10-22,3,23,2.8714999999999997
2015-10-23,3,18,0.6343374999999998
2015-10-24,0,3,-0.27961675000000014
2015-10-25,0,3,-0.1643245125
2015-10-26,4,14,-0.11769794624999971
2015-10-27,1,24,-0.09174307551562469
2015-10-28,2,39,-0.07509533628593727
2015-10-29,11,21,-0.05601141426562484
2015-10-30,1,38,0.9518025121671876
2015-10-31,0,6,0.8652351293765626
2015-11-01,0,1,-0.1533988525359376
2015-11-02,4,16,-0.07350000000000005
2015-11-03,6,24,-0.04916249999999994
2015-11-04,4,15,-0.036779249999999875
2015-11-05,7,10,-0.02927876249999991
2015-11-06,7,18,-0.024255708749999928
2015-11-07,4,7,-0.02066200926562494
2015-11-08,0,2,-0.017967165551562456
2015-11-09,0,34,-0.008398852535937478
2015-11-10,7,29,0.0
2015-11-11,2,36,6.0
2015-11-12,0,27,6.3999999999999995
2015-11-13,9,30,-0.9700000000000009
2015-11-14,2,12,-0.4860000000000003
2015-11-15,0,1,-0.3234749999999997
2015-11-16,3,10,-0.24133799999999916
2015-11-17,6,18,6.808210675000001
2015-11-18,7,17,0.14130373499999982
2015-11-19,7,15,0.44993424815625005
2015-11-20,10,29,-0.46187130632499995
2015-11-21,4,3,-0.27692946775156185
2015-11-22,0,1,-0.1619797499999996
2015-11-23,2,21,-0.1289133374999996
2015-11-24,9,14,-0.10693463624999967
2015-11-25,15,21,-0.09123389985937476
2015-11-26,0,19,-0.07945397701718729
2015-11-27,0,0,0.9820328344484376
2015-11-28,1,5,-0.10839885253593756
2015-11-29,3,3,-0.04500000000000003
2015-11-30,9,26,-0.028500000000000022
2015-12-01,4,35,-0.020662499999999924
2015-12-02,7,32,-0.016116749999999947
2015-12-03,12,21,-0.01316201249999996
2015-12-04,7,26,0.98890630375
2015-12-05,0,7,-0.10956831301562506
2015-12-06,0,4,5.9466011474640625
2015-12-07,13,20,-0.6285000000000005
2015-12-08,5,38,-0.2906625000000001
2015-12-09,7,59,1.8128832499999998
2015-12-10,8,30,-0.3371370124999997
2015-12-11,4,31,-0.19779419624999972
2015-12-12,6,19,-0.1455403880156248
2015-12-13,1,3,-0.11628603003593713
2015-12-14,6,18,-0.08964337809374975
2015-12-15,8,10,-0.07671714021562479
2015-12-16,13,9,2.9778126075
2015-12-17,10,27,-0.3191366260312502
2015-12-18,8,45,-0.15179770507187504
2015-12-19,5,4,-0.08550000000000006
2015-12-20,0,1,-0.06198749999999977
2015-12-21,4,15,-0.048350249999999845
2015-12-22,9,21,-0.03948603749999988
2015-12-23,10,13,-0.0332810887499999
2015-12-24,2,7,0.9712950609531251
2015-12-25,2,0,-0.1251965576078125
2015-12-26,0,0,-0.04500000000000003
2015-12-27,0,0,-0.028500000000000022
2015-12-28,0,17,-0.020662499999999924
2015-12-29,1,4,2.98388325
2015-12-30,1,5,-0.31316201250000025
2015-12-31,0,0,-0.14609369625000007
2016-01-01,1,2,-0.09506831301562504
2016-01-02,0,0,-0.07038635253593725
2016-01-03,0,1,-0.048350249999999845
2016-01-04,22,17,-0.03948603749999988
2016-01-05,10,21,-0.0332810887499999
2016-01-06,9,15,5.971295060953125
2016-01-07,15,24,15.374803442392187
2016-01-08,6,19,4.129999999999998
2016-01-09,1,5,2.5089999999999986
2016-01-10,2,5,1.7500249999999995
2016-01-11,24,12,-1.078300499999999
2016-01-12,12,11,-0.7098150749999986
2016-01-13,9,23,-0.5420048774999986
2016-01-14,16,25,2.5596644069062515
2016-01-15,9,19,9.328953399034376
2016-01-16,1,13,-1.4106523411687504
2016-01-17,0,2,4.342552543971875
2016-01-18,0,3,1.0907121508093747
2016-01-19,8,10,7.294828192392188
2016-01-20,9,9,5.7668464625
2016-01-21,19,12,-1.38521371375
2016-01-22,15,19,1.1954493484531254
2016-01-23,5,4,1.2162767497359384
2016-01-24,0,11,1.2706474683906261
2016-01-25,6,15,6.364857692421875
2016-01-26,2,17,6.869660453789063
2016-01-27,15,25,5.583441417053125
2016-01-28,12,25,1.5064484636031246
2016-01-29,7,21,11.872825614748438
2016-01-30,7,10,0.019734706468749863
2016-01-31,2,9,-1.2943273111031242
2016-02-01,13,19,5.145808945146876
2016-02-02,25,30,5.7613776963187515
2016-02-03,8,21,10.526676866873439
2016-02-04,2,29,5.943210237353124
2016-02-05,11,10,9.078486016951562
2016-02-06,5,8,2.784889980689062
2016-02-07,1,5,0.20893896600156325
2016-02-08,11,6,12.727305029928125
2016-02-09,1,21,0.7182685981562509
2016-02-10,17,14,1.3766114886750014
2016-02-11,6,27,-1.3630521814390615
2016-02-12,16,32,-0.9071819558062479
2016-02-13,3,23,-0.6273567697093734
2016-02-14,0,4,-0.4570222604734361
2016-02-15,0,10,-0.3042789237109367
2016-02-16,4,13,5.776478786459376
2016-02-17,13,22,5.2204300367
2016-02-18,16,10,3.076098503345312
2016-02-19,25,24,2.1338034423921868
2016-02-20,10,19,-0.7749750000000001
2016-02-21,2,6,-0.46967549999999947
2016-02-22,9,22,1.6561774250000008
2016-02-23,5,53,-0.4719887524999993
2016-02-24,12,21,4.68502964440625
2016-02-25,17,11,1.251336184190625
2016-02-26,7,13,0.41172754397187517
2016-02-27,0,1,-0.427033849190625
2016-02-28,0,4,1.743166917392188
2016-02-29,14,20,5.6274038575
2016-03-01,11,22,11.17215731146875
2016-03-02,13,27,2.358293038678124
2016-03-03,3,20,13.764484029921874
2016-03-04,10,13,-0.2504330849609384
2016-03-05,4,9,6.613659456912501
2016-03-06,0,3,0.2968906799640627
2016-03-07,4,2,2.7649525464687517
2016-03-08,0,4,6.738943761834376
2016-03-09,4,31,9.358448656096876
2016-03-10,14,27,18.92395204875625
2016-03-11,9,3,14.757512902121874
2016-03-12,8,4,-1.5484600090703138
2016-03-13,1,1,-0.13290115169687455
2016-03-14,8,12,12.349804918681253
2016-03-15,8,11,-0.545979414634373
2016-03-16,4,12,-1.7270013355187481
2016-03-17,10,12,-1.2048846097093733
2016-03-18,0,18,-0.897841008723435
2016-03-19,0,2,-0.6640764550359356
2016-03-20,0,3,1.590994960821876
2016-03-21,13,20,6.582429896396875
2016-03-22,18,23,1.0370585202093747
2016-03-23,4,9,5.291279438465625
2016-03-24,0,14,-0.9476227050718755
2016-03-25,7,14,-0.5038709999999996
2016-03-26,0,12,-0.3514662749999995
2016-03-27,0,1,-0.2705299799999991
2016-03-28,3,22,1.7801829752187506
2016-03-29,14,10,-0.3849353636812497
2016-03-30,11,24,-0.2344907712828122
2016-03-31,4,11,-0.13120758316562486
2016-04-01,2,8,-0.09171811521562472
2016-04-02,0,2,3.9677665
2016-04-03,0,1,-0.4263240250000003
2016-04-04,20,17,12.7978126075
2016-04-05,2,23,5.566863373968749
2016-04-06,6,19,10.615552294928124
2016-04-07,25,75,1.0500329999999987
2016-04-08,9,40,5.63923945
2016-04-09,0,7,-0.5755300349999997
2016-04-10,0,8,-1.0706466645624984
2016-04-11,0,28,0.23016395110625143
2016-04-12,8,34,7.318524157046877
2016-04-13,0,37,4.672746583423438
2016-04-14,5,21,2.6963563498109373
2016-04-15,2,12,1.861028444271875
2016-04-16,5,8,0.06431480503281284
2016-04-17,0,4,1.3165687067328133
2016-04-18,0,28,3.365360851214063
2016-04-19,0,31,9.177755541984375
2016-04-20,23,32,3.4898316658390622
2016-04-21,6,20,4.67009672911875
2016-04-22,3,18,4.640007031471875
2016-04-23,0,3,1.6166899295593755
2016-04-24,0,0,3.884919686876563
2016-04-25,9,11,-1.214089138567187
2016-04-26,14,24,9.237006517865627
2016-04-27,11,14,8.43509290345
2016-04-28,6,9,6.1209729070625
2016-04-29,0,17,5.178963894226563
2016-04-30,0,5,-1.7585191445593749
2016-05-01,0,3,-1.0453590355124986
2016-05-02,8,21,4.269374252314064
2016-05-03,11,18,-0.058122850179686214
2016-05-04,3,22,7.2502665573437515
2016-05-05,13,21,4.6519446869843755
2016-05-06,8,17,0.6699965967656252
2016-05-07,0,6,-0.9334152613968749
2016-05-08,0,4,0.4329812197484383
2016-05-09,6,4,3.521460506250001
2016-05-10,4,12,1.2527431386718755
2016-05-11,2,17,12.339982279304689
2016-05-12,5,16,10.297505940839061
2016-05-13,6,6,6.912445159118749
2016-05-14,0,3,-1.998983753746876
2016-05-15,0,1,2.8716145486781257
2016-05-16,6,20,2.8057651269843764
2016-05-17,12,24,0.8006708404015641
2016-05-18,2,26,10.006055012575
2016-05-19,8,28,4.220581758225
2016-05-20,13,16,4.377034894595313
2016-05-21,0,11,-1.528841097571875
2016-05-22,0,4,5.126866492176564
2016-05-23,0,45,9.818768687937501
2016-05-24,12,31,5.17048630779375
2016-05-25,13,41,9.283564730075
2016-05-26,7,43,0.8799415992562496
2016-05-27,12,24,12.465152566510938
2016-05-28,0,8,-0.357196818309375
2016-05-29,0,1,-1.5173421802156237
2016-05-30,0,0,0.00015362565625109958
2016-05-31,1,35,3.127292180362502
2016-06-01,20,16,11.967158234745314
2016-06-02,10,28,2.0776738253265625
2016-06-03,11,17,0.5776094105578125
2016-06-04,0,8,-1.0306070823265623
2016-06-05,0,2,1.3130379259656264
2016-06-06,2,19,-0.629707201321874
2016-06-07,7,19,-0.42084126051562404
2016-06-08,12,39,-0.33277170584843674
2016-06-09,7,44,2.729992710653126
2016-06-10,6,32,-0.5018792275296873
2016-06-11,0,4,0.7859439388250001
2016-06-12,0,0,-0.22448509757187504
2016-06-13,8,32,-0.12612412603124976
2016-06-14,0,52,-0.09364795507187483
2016-06-15,23,48,-0.06014853749999981
2016-06-16,0,13,9.95060216125
2016-06-17,0,15,6.958133048453124
2016-06-18,0,9,0.7137097461421864
2016-06-19,0,11,-0.8545683130156256
2016-06-20,33,30,2.466976147464063
2016-06-21,1,28,12.316532500000001
2016-06-22,10,10,11.263120875
2016-06-23,11,27,8.7810334375
2016-06-24,2,26,3.6717557748437493
2016-06-25,0,9,-1.9651851719843745
2016-06-26,0,2,-1.1874437338187485
2016-06-27,13,31,4.171009793678127
2016-06-28,8,24,2.854711597203127
2016-06-29,7,27,8.839714684439063
2016-06-30,14,32,5.242924114079687
2016-07-01,0,22,2.3516887963609374
2016-07-02,0,3,0.6869689940109378
2016-07-03,0,4,-0.9667951777156242
2016-07-04,0,0,4.382078468750001
2016-07-05,0,21,11.023696274921877
2016-07-06,0,18,8.185869435257812
2016-07-07,22,23,8.02568403595
2016-07-08,12,8,1.8830219735312497
2016-07-09,0,3,2.417213637685938
2016-07-10,0,3,8.616431901325
2016-07-11,3,38,6.107997163678126
2016-07-12,16,11,10.079596454921875
2016-07-13,4,30,1.6085118936328122
2016-07-14,15,11,8.200853626912501
2016-07-15,10,12,-0.1251619905156245
2016-07-16,0,6,4.560859312578127
2016-07-17,0,1,0.4608472752937509
2016-07-18,11,23,-1.1740642602999984
