,openxla/xla,NVIDIA/Megatron-LM,alpa-projects/alpa
2021-07-22,4.896039842729687,0,0
2021-07-23,5.275071545014063,0,1
2021-07-24,-1.2333333202828127,0,0
2021-07-25,-3.6536473587937497,0,0
2021-07-26,8.07759066,1,0
2021-07-27,8.651254788374999,2,0
2021-07-28,7.0142377812625,0,2
2021-07-29,5.397890588028125,3,1
2021-07-30,4.339204468979688,4,0
2021-07-31,-2.509661981751563,0,0
2021-08-01,-4.409625374390624,0,1
2021-08-02,8.510629147068752,0,0
2021-08-03,1.9557065610937485,0,0
2021-08-04,9.389380890968749,0,0
2021-08-05,0.42506053752031114,0,0
2021-08-06,1.902954065535937,0,0
2021-08-07,-2.6895341882156254,0,0
2021-08-08,-2.990830650123437,0,0
2021-08-09,1.2504492983187503,3,1
2021-08-10,17.858543874328124,2,0
2021-08-11,0.7077108170796862,2,0
2021-08-12,7.649034618901563,5,0
2021-08-13,0.4689450561312505,1,1
2021-08-14,-0.07754620748906227,0,1
2021-08-15,-3.1208849136609365,0,0
2021-08-16,5.448969602284376,5,0
2021-08-17,6.916976724703124,14,0
2021-08-18,5.579051772489062,7,4
2021-08-19,6.07214365496875,9,4
2021-08-20,2.675309897434375,0,2
2021-08-21,-3.6998381206359365,5,1
2021-08-22,-3.407381900207812,0,0
2021-08-23,4.954085789570312,7,0
2021-08-24,6.457677853892187,1,0
2021-08-25,2.1459811984656243,0,3
2021-08-26,2.612983022517187,4,0
2021-08-27,0.7317471645015621,7,0
2021-08-28,-1.6049727071843751,0,0
2021-08-29,-2.436810190126562,1,0
2021-08-30,5.6106443822843755,0,1
2021-08-31,3.9084699576406243,3,2
2021-09-01,2.3865557359640617,2,1
2021-09-02,0.49298312156250024,5,0
2021-09-03,5.124793496260938,3,0
2021-09-04,-0.8785612739578128,0,0
2021-09-05,-2.689653287195312,0,1
2021-09-06,1.5471947197843756,0,3
2021-09-07,7.097795891390625,2,0
2021-09-08,1.2136624975109371,2,0
2021-09-09,11.834919061776564,0,0
2021-09-10,1.9525043760406247,1,2
2021-09-11,-2.96134245830625,0,0
2021-09-12,-3.026934793659374,0,1
2021-09-13,8.255811426551563,1,1
2021-09-14,2.7792463234531244,5,3
2021-09-15,0.9042730031609372,0,2
2021-09-16,5.4383191908265625,0,0
2021-09-17,0.4525872673515625,3,5
2021-09-18,-1.6895194801171876,0,0
2021-09-19,-2.4425836143937496,0,1
2021-09-20,2.6027306485343753,5,1
2021-09-21,9.80483285359375,4,2
2021-09-22,5.199788469062499,3,1
2021-09-23,19.98107224729219,6,0
2021-09-24,-5.776805610804688,1,0
2021-09-25,-2.260379850423436,0,0
2021-09-26,-2.758561949695312,0,1
2021-09-27,3.463368728534375,1,0
2021-09-28,4.4890409729375,0,2
2021-09-29,3.65468294588125,5,2
2021-09-30,1.3848533297999994,5,1
2021-10-01,2.93488101603125,3,0
2021-10-02,-0.18886638163281333,1,0
2021-10-03,-3.1116682519781245,0,2
2021-10-04,4.328145501035938,0,0
2021-10-05,8.055792196173437,1,0
2021-10-06,3.201450671478124,3,0
2021-10-07,1.4567282800125003,3,0
2021-10-08,1.0347730272937503,4,1
2021-10-09,3.5054244082437505,3,1
2021-10-10,-3.9284986846921877,1,0
2021-10-11,3.0645962170687504,2,2
2021-10-12,10.21432878815625,4,0
2021-10-13,-0.4022264788187506,3,1
2021-10-14,8.122879015314062,1,0
2021-10-15,86.43900748729375,5,2
2021-10-16,-26.121798729475003,3,0
2021-10-17,-11.456634146023429,0,0
2021-10-18,-0.31707272387968466,3,0
2021-10-19,8.063174544921875,1,2
2021-10-20,34.16211589713281,2,2
2021-10-21,31.32416190914531,0,0
2021-10-22,-18.513988052351564,2,0
2021-10-23,-11.436748108731248,0,1
2021-10-24,-7.00339544573125,0,0
2021-10-25,5.963942526553126,1,1
2021-10-26,6.9729011256578115,0,0
2021-10-27,-4.358040677864063,1,1
2021-10-28,3.2315201168359353,0,2
2021-10-29,-0.3279999855265654,2,2
2021-10-30,-4.066909115470313,0,0
2021-10-31,-1.7949930279312494,1,2
2021-11-01,1.7998153000000001,0,2
2021-11-02,10.18637118609375,6,2
2021-11-03,2.351048578468749,0,1
2021-11-04,4.969222975176562,0,1
2021-11-05,0.46796215742656244,2,6
2021-11-06,-2.620661639690625,0,1
2021-11-07,-2.136040153664062,0,1
2021-11-08,2.69175357875,0,2
2021-11-09,5.834121777203125,0,1
2021-11-10,3.417736730364062,0,1
2021-11-11,0.23112199759687435,1,0
2021-11-12,3.0723084252296875,0,3
2021-11-13,-3.2972725766734374,0,3
2021-11-14,-1.563816732929687,0,1
2021-11-15,6.998648841767188,0,0
2021-11-16,6.862012905437499,0,3
2021-11-17,4.57450674669375,3,4
2021-11-18,1.3386814067781252,3,1
2021-11-19,-2.933634402192187,0,1
2021-11-20,-1.2544809535249994,0,1
2021-11-21,-1.6884123793968748,1,0
2021-11-22,1.9425759350000003,5,0
2021-11-23,4.295901765875,1,4
2021-11-24,2.2373821377312493,4,4
2021-11-25,-1.7539693382187505,0,1
2021-11-26,0.4377633440609374,3,1
2021-11-27,-1.4489702199125,3,3
2021-11-28,-0.7479367174984374,1,2
2021-11-29,5.482095840517188,0,2
2021-11-30,3.8121766447031247,3,4
2021-12-01,4.256481728457812,0,4
2021-12-02,-2.3134030619750003,6,3
2021-12-03,7.245316669570313,3,4
2021-12-04,-2.6861333467640627,0,0
2021-12-05,-0.9308110014656246,3,1
2021-12-06,3.5578669325000005,12,3
2021-12-07,2.57234726940625,12,6
2021-12-08,3.2751126912593747,4,5
2021-12-09,2.8864947169937496,7,5
2021-12-10,0.7371103143546875,15,4
2021-12-11,0.26487424962656236,1,0
2021-12-12,-1.3400652721109374,0,3
2021-12-13,6.487052688751563,1,1
2021-12-14,5.650089959189062,4,0
2021-12-15,1.7604020325078125,0,0
2021-12-16,8.279632290742187,0,0
2021-12-17,-0.4389527124906252,3,0
2021-12-18,0.058615469790625596,0,1
2021-12-19,-0.25462522697812506,0,1
2021-12-20,0.3044155910359376,0,2
2021-12-21,4.538646713892188,4,1
2021-12-22,7.452577000746874,0,0
2021-12-23,-0.01427111718906282,0,2
2021-12-24,-3.7410791493343742,0,0
2021-12-25,1.062145524878125,1,0
2021-12-26,-2.105467591976563,0,1
2021-12-27,-0.16453691197812503,0,1
2021-12-28,-1.1042720437453126,0,2
2021-12-29,1.297690919192187,0,0
2021-12-30,1.8868251041984367,2,2
2021-12-31,0.551193783110937,1,0
2022-01-01,-1.1885091374140624,0,1
2022-01-02,-0.5397360127968749,0,1
2022-01-03,-0.35863551344843747,0,1
2022-01-04,4.768075808234375,3,0
2022-01-05,5.319218951767187,1,2
2022-01-06,1.2398130202187496,0,0
2022-01-07,4.654788475737501,1,0
2022-01-08,-0.20981617322968749,2,1
2022-01-09,4.670094423534375,0,0
2022-01-10,1.6834039375,1,0
2022-01-11,-0.07127090624999965,4,1
2022-01-12,0.5247627999218754,1,2
2022-01-13,1.6993525339765623,7,0
2022-01-14,8.536511486557814,1,1
2022-01-15,-0.5528972790406259,2,1
2022-01-16,-2.194467521676562,0,0
2022-01-17,-1.9408269633078121,0,1
2022-01-18,-0.20485038520781274,0,1
2022-01-19,8.887384762289063,2,3
2022-01-20,-0.6843424724953131,2,4
2022-01-21,6.554869181989063,0,0
2022-01-22,-0.9782499948531251,2,0
2022-01-23,-2.6867269363734376,0,0
2022-01-24,0.6383187678031255,4,0
2022-01-25,11.505527438017188,3,1
2022-01-26,7.226738208234375,2,3
2022-01-27,-0.6119109146390622,6,0
2022-01-28,0.9622526661250008,9,2
2022-01-29,-0.561065511839062,5,0
2022-01-30,-1.8072558443921873,0,1
2022-01-31,4.148728500301563,2,1
2022-02-01,3.0095179077187497,5,0
2022-02-02,3.6639555080812496,1,1
2022-02-03,1.205381095535937,1,1
2022-02-04,9.730291251128126,3,2
2022-02-05,-4.488249833742188,0,0
2022-02-06,-2.696148665210936,0,0
2022-02-07,1.4025899760359377,0,0
2022-02-08,1.9842328561734375,3,2
2022-02-09,12.632608241259375,1,0
2022-02-10,2.281704671993749,2,1
2022-02-11,0.22231960229218828,7,0
2022-02-12,-0.7755824078671871,0,1
2022-02-13,-1.8846221762921873,0,0
2022-02-14,7.156817565517188,8,0
2022-02-15,6.105253317203125,12,1
2022-02-16,7.151548136989062,2,0
2022-02-17,9.124629843084374,6,1
2022-02-18,-4.241576638867188,9,1
2022-02-19,-3.1263108234406243,4,0
2022-02-20,-2.6306847527109376,0,2
2022-02-21,-1.7026315452140623,0,0
2022-02-22,2.748791798376562,4,1
2022-02-23,2.8129586407484366,4,2
2022-02-24,18.369723322734373,2,3
2022-02-25,-4.544304394028126,0,0
2022-02-26,-2.833488622539061,0,1
2022-02-27,-2.2408204564640615,0,0
2022-02-28,11.617779386767188,1,2
2022-03-01,7.1036538425,5,0
2022-03-02,4.2584854016875004,4,2
2022-03-03,3.335117176990625,2,0
2022-03-04,-1.4675933019921876,0,0
2022-03-05,0.039847648064062824,0,1
2022-03-06,-3.273046168964062,0,0
2022-03-07,6.143936678017188,4,0
2022-03-08,5.267174522046874,1,1
2022-03-09,13.414263526785938,15,0
2022-03-10,-2.5253880402,2,0
2022-03-11,2.3055228717812506,5,0
2022-03-12,-4.556811181157813,0,3
2022-03-13,-2.3269946699937494,0,1
2022-03-14,8.43220339456875,11,0
2022-03-15,7.853576527124999,3,1
2022-03-16,4.432765253246875,0,1
2022-03-17,-0.5207840271265631,0,0
2022-03-18,9.87778906173125,7,0
2022-03-19,-2.2782065835234384,0,0
2022-03-20,-4.0536605176296865,0,0
2022-03-21,4.780041912500001,1,0
2022-03-22,2.332060672343749,4,0
2022-03-23,6.255934716484375,7,0
2022-03-24,5.0921324297999995,3,3
2022-03-25,3.73811950134375,8,2
2022-03-26,-4.160036945882813,0,0
2022-03-27,-2.8365871898218744,0,0
2022-03-28,2.3339527558187503,2,0
2022-03-29,6.6241457151406244,8,0
2022-03-30,6.959629694276562,1,0
2022-03-31,1.8479116029468745,3,0
2022-04-01,1.5603523737656246,0,2
2022-04-02,1.0324746430312501,0,0
2022-04-03,-3.4870206358609375,0,0
2022-04-04,2.210999479267188,0,0
2022-04-05,2.5632714316875,0,2
2022-04-06,10.132145847428124,0,1
2022-04-07,-3.3808819447671876,0,1
2022-04-08,6.086147482079688,0,1
2022-04-09,-4.288324061973437,0,1
2022-04-10,-1.9887212632249998,0,1
2022-04-11,3.737661276335938,0,0
2022-04-12,8.6181525516875,0,1
2022-04-13,4.480794229490624,0,1
2022-04-14,10.325743305882813,1,1
2022-04-15,-2.679265769307813,0,1
2022-04-16,-2.070946027356249,0,0
2022-04-17,-2.8395402815953124,0,0
2022-04-18,-1.6687956062499998,0,1
2022-04-19,-0.22289510757812514,0,3
2022-04-20,6.738404648164062,1,0
2022-04-21,-3.2342310527015634,0,0
2022-04-22,10.617707709420312,0,1
2022-04-23,-2.4213351130546883,0,0
2022-04-24,-2.297107336462499,0,1
2022-04-25,5.787790311034375,1,0
2022-04-26,9.09384582625,0,4
2022-04-27,0.06049709323437469,0,2
2022-04-28,0.34409200264218853,3,1
2022-04-29,3.8971461841375,0,3
2022-04-30,-2.7359268986875005,0,1
2022-05-01,-2.1881759298249994,0,2
2022-05-02,5.730010657284375,0,2
2022-05-03,6.985452885140624,1,4
2022-05-04,12.543281437432812,2,2
2022-05-05,-1.0773999251218758,1,1
2022-05-06,-1.7485432119765623,0,3
2022-05-07,-2.3355946940406245,0,2
2022-05-08,-1.2258916468953123,0,4
2022-05-09,2.2911877955171875,2,1
2022-05-10,10.640206582640625,1,3
2022-05-11,-0.22463313903593818,0,1
2022-05-12,0.2377927026562503,1,2
2022-05-13,5.904798740698437,1,2
2022-05-14,-4.22986226594375,0,2
2022-05-15,-0.9388834302140618,0,2
2022-05-16,3.447308312501563,9,1
2022-05-17,5.474717348454687,5,1
2022-05-18,6.299376960365624,1,3
2022-05-19,8.281012686645312,4,0
2022-05-20,4.041427853023437,4,0
2022-05-21,-3.6504062163218745,0,0
2022-05-22,-3.320499305345312,0,1
2022-05-23,7.078775014484375,0,1
2022-05-24,3.9155779379390623,9,1
2022-05-25,7.5903177497109375,2,0
2022-05-26,6.2183718427312495,3,0
2022-05-27,3.72417158721875,0,0
2022-05-28,-3.9360483371828128,0,0
2022-05-29,-2.4608273283593745,0,0
2022-05-30,3.6723778097843756,0,0
2022-05-31,13.643813009109374,0,1
2022-06-01,7.076850411779687,1,3
2022-06-02,11.798913182949999,0,2
2022-06-03,4.958148727518751,0,2
2022-06-04,-7.27204753645,0,4
2022-06-05,-3.2942492646093733,0,1
2022-06-06,2.0302671517687507,1,1
2022-06-07,10.451490807423436,0,1
2022-06-08,1.7001111155874984,7,1
2022-06-09,3.6233049140734375,0,1
2022-06-10,7.615959151193749,0,4
2022-06-11,0.4455267276078123,0,1
2022-06-12,-5.0792895882749995,0,1
2022-06-13,14.442096926251564,0,1
2022-06-14,9.149289520439062,0,1
2022-06-15,0.09612219661718768,0,1
2022-06-16,4.9100100543656255,0,3
2022-06-17,2.5642691469968746,0,3
2022-06-18,-2.9401932032984375,0,2
2022-06-19,-2.9798200518859375,0,2
2022-06-20,2.3800991536203124,0,3
2022-06-21,7.768647284984374,2,0
2022-06-22,8.834837079292186,0,5
2022-06-23,17.4557706304,0,2
2022-06-24,3.921198008465625,6,1
2022-06-25,-8.515849430201563,0,1
2022-06-26,-3.092440205642186,0,2
2022-06-27,2.079513687285938,0,3
2022-06-28,5.492009916689062,0,3
2022-06-29,2.2327130169140625,0,0
2022-06-30,9.464739274720312,0,5
2022-07-01,0.46235642986562375,0,5
2022-07-02,-5.06812056480625,0,4
2022-07-03,-1.4421491215093742,0,1
2022-07-04,0.19299240198437517,0,7
2022-07-05,2.1712305016890623,0,0
2022-07-06,4.653017741695312,0,4
2022-07-07,3.659081893545312,0,2
2022-07-08,7.366895906401561,0,1
2022-07-09,-1.9961761651187508,0,2
2022-07-10,-3.032121391379687,0,0
2022-07-11,7.3944060357343755,0,1
2022-07-12,5.187538770735937,1,0
2022-07-13,-0.47875089727812536,0,0
2022-07-14,3.6760781759593755,0,0
2022-07-15,1.098443991260937,3,0
2022-07-16,-1.4285443483015623,0,0
2022-07-17,-2.3762077083578124,0,0
2022-07-18,7.671588034051563,4,0
2022-07-19,9.365516385359374,5,0
2022-07-20,6.4221374475140625,2,1
2022-07-21,3.005196685092187,1,1
2022-07-22,3.5982187359593754,0,3
2022-07-23,-4.3609767739578125,0,2
2022-07-24,-2.958011512195312,0,0
2022-07-25,14.140960997284376,0,1
2022-07-26,-0.15715010964062603,3,2
2022-07-27,5.446692165451562,1,3
2022-07-28,21.641031550535935,1,0
2022-07-29,1.3506122640656244,1,0
2022-07-30,-2.0305974437359353,0,0
2022-07-31,-5.757067735860936,0,0
2022-08-01,5.817825031767189,0,0
2022-08-02,17.05802351425,0,0
2022-08-03,12.72663106268125,0,0
2022-08-04,5.3446941116968745,1,0
2022-08-05,0.2878595550000007,0,3
2022-08-06,-7.811073650973437,2,3
2022-08-07,-0.007209521887499903,0,0
2022-08-08,21.144259581853124,1,0
2022-08-09,11.130721551609374,0,1
2022-08-10,14.278705189560938,2,2
2022-08-11,10.462602135034375,0,1
2022-08-12,12.360121203128124,0,0
2022-08-13,-12.458143979381248,0,1
2022-08-14,-2.715372539828122,0,1
2022-08-15,7.5144194266875015,0,2
2022-08-16,22.501495866678123,4,3
2022-08-17,14.93144318585156,0,1
2022-08-18,18.785921294220312,0,0
2022-08-19,5.532043977320313,0,0
2022-08-20,-9.143655397245313,0,1
2022-08-21,-8.523599855085935,0,6
2022-08-22,27.986509785954688,0,1
2022-08-23,11.456843416615623,0,4
2022-08-24,5.228383997504686,0,3
2022-08-25,22.573079274828125,0,1
2022-08-26,2.254405941215623,0,1
2022-08-27,-1.3826575242765617,0,0
2022-08-28,-7.3300808874499985,0,0
2022-08-29,19.46359908758594,0,0
2022-08-30,16.927503865484375,0,2
2022-08-31,17.32467630542656,0,0
2022-09-01,8.583785581882815,0,1
2022-09-02,11.827785760529688,1,1
2022-09-03,-9.640845954195314,0,2
2022-09-04,-9.380366948860935,0,2
2022-09-05,3.429724260909375,0,0
2022-09-06,8.367312835645311,0,0
2022-09-07,18.509330397243748,0,3
2022-09-08,13.606689448498436,0,0
2022-09-09,9.627918791159374,0,2
2022-09-10,-9.988420075992188,0,1
2022-09-11,-7.063731470379686,0,0
2022-09-12,5.868499369353127,2,0
2022-09-13,13.069203155359375,0,1
2022-09-14,8.968396463170311,0,0
2022-09-15,15.260067743835936,0,0
2022-09-16,30.79246832305781,0,1
2022-09-17,-15.431495050912503,0,1
2022-09-18,-5.782967029651559,0,3
2022-09-19,12.014813635301564,0,1
2022-09-20,14.69849535609375,0,0
2022-09-21,10.972297509125,0,0
2022-09-22,9.280477065545313,1,0
2022-09-23,11.21848953391875,5,2
2022-09-24,-10.526363060492189,3,0
2022-09-25,-7.473667765557812,0,4
2022-09-26,10.701507232504689,3,1
2022-09-27,14.38678895102031,4,0
2022-09-28,10.417487588184374,0,0
2022-09-29,23.741372124303126,0,1
2022-09-30,6.197039069301562,2,0
2022-10-01,-7.590626864746875,0,3
2022-10-02,-8.412603005384375,0,1
2022-10-03,13.193898929051564,2,2
2022-10-04,33.17510736351562,3,0
2022-10-05,7.849207596414061,3,0
2022-10-06,28.032748800550003,11,1
2022-10-07,4.855393037814061,6,2
2022-10-08,-14.662740374492184,0,1
2022-10-09,-8.848963916715622,0,2
2022-10-10,9.431978618103127,1,0
2022-10-11,12.434958788218749,3,1
2022-10-12,6.9153362764031225,0,0
2022-10-13,16.07845389133125,3,0
2022-10-14,15.61528477950781,5,0
2022-10-15,-9.914135485651563,0,1
2022-10-16,-7.21910195185156,0,0
2022-10-17,18.029723954784377,0,2
2022-10-18,10.675031724765624,0,1
2022-10-19,26.655823784429685,0,0
2022-10-20,23.079712266579687,2,2
2022-10-21,24.4677042078875,0,0
2022-10-22,-17.133222424739063,0,0
2022-10-23,-7.678019928829684,0,0
2022-10-24,6.912421308320315,0,0
2022-10-25,23.165016577407812,0,0
2022-10-26,17.481056041067184,0,0
2022-10-27,25.762032935017185,1,0
2022-10-28,21.84841876902812,0,0
2022-10-29,-6.579488135750001,0,2
2022-10-30,-12.281726548571871,0,0
2022-10-31,24.96969274802344,0,0
2022-11-01,9.841698849334374,0,0
2022-11-02,22.176579276992186,2,1
2022-11-03,33.46256435130156,0,0
2022-11-04,-1.210293778854691,0,1
2022-11-05,-10.72065805743281,0,1
2022-11-06,-12.058936883510935,0,1
2022-11-07,27.959203505478126,0,0
2022-11-08,11.52680624777031,2,1
2022-11-09,14.361521199178124,0,0
2022-11-10,-3.675222189896875,2,1
2022-11-11,2.938955338575001,2,0
2022-11-12,-8.027216543714065,0,0
2022-11-13,-5.523667589212499,0,0
2022-11-14,13.678024825387501,0,2
2022-11-15,22.561741896953123,0,0
2022-11-16,22.408748509179688,0,0
2022-11-17,21.305965593495312,2,1
2022-11-18,9.254753341312501,0,0
2022-11-19,-11.806889807260937,0,0
2022-11-20,-9.757571897539059,0,0
2022-11-21,17.09333137853594,0,0
2022-11-22,6.823429648735935,1,2
2022-11-23,9.848206212074999,0,1
2022-11-24,1.9280105837203116,2,0
2022-11-25,1.860736409024998,0,0
2022-11-26,-8.781494891034377,0,0
2022-11-27,-4.4665559918468745,0,2
2022-11-28,18.176609862585938,0,0
2022-11-29,12.606672974390623,3,1
2022-11-30,13.816122770114063,0,0
2022-12-01,7.222815327231249,0,1
2022-12-02,12.952074502392188,0,2
2022-12-03,-8.471226136446875,0,1
2022-12-04,-7.0904243212937486,0,1
2022-12-05,24.788625638750002,0,0
2022-12-06,20.24316074917187,0,2
2022-12-07,17.965090312532812,0,2
2022-12-08,23.31039721848594,0,0
2022-12-09,10.290529943865625,1,1
2022-12-10,-10.025542398798436,0,0
2022-12-11,-11.271064297149998,0,0
2022-12-12,31.43864955831875,0,0
2022-12-13,34.89498899129687,0,0
2022-12-14,19.038294045998434,0,0
2022-12-15,20.130920298284376,0,1
2022-12-16,5.291038580192186,0,0
2022-12-17,-8.062953222281251,0,1
2022-12-18,-9.825246656109371,0,0
2022-12-19,21.822894304137503,0,0
2022-12-20,20.57538432665625,0,2
2022-12-21,12.23999790710625,1,0
2022-12-22,12.70832303722031,2,0
2022-12-23,-10.143251965449998,0,2
2022-12-24,-7.231800040214061,0,0
2022-12-25,-4.581441917439062,0,1
2022-12-26,0.38534038789375025,0,0
2022-12-27,6.453691784834373,0,1
2022-12-28,16.89105816247031,0,0
2022-12-29,1.188528017634372,0,0
2022-12-30,-1.322181419951562,0,0
2022-12-31,-4.142042726842187,0,0
2023-01-01,-3.7382741691749994,0,0
2023-01-02,1.6831862042718755,0,3
2023-01-03,15.120980974707813,1,0
2023-01-04,9.885267249415623,1,1
2023-01-05,0.7780640163312498,0,0
2023-01-06,-1.4124351600249998,0,0
2023-01-07,8.389641476346876,0,1
2023-01-08,-4.398187776160937,0,0
2023-01-09,21.348741803534377,0,0
2023-01-10,23.2476927929375,0,4
2023-01-11,25.8133702790375,2,0
2023-01-12,14.779386350543753,0,0
2023-01-13,15.101750942901564,0,0
2023-01-14,-12.308009336673436,0,1
2023-01-15,-8.710018744117185,0,0
2023-01-16,-0.15821061180781193,0,0
2023-01-17,21.04595997064375,0,2
2023-01-18,10.13418035341406,0,0
2023-01-19,9.007673696442186,0,0
2023-01-20,23.14587860867187,0,1
2023-01-21,-1.9435814074484377,0,0
2023-01-22,-10.089298022276562,0,0
2023-01-23,20.218040270821877,0,2
2023-01-24,27.493237153675,0,1
2023-01-25,11.885805266682812,0,0
2023-01-26,20.666700121371875,0,0
2023-01-27,8.232790934301562,0,1
2023-01-28,-10.785264475934376,0,0
2023-01-29,-10.088336462865623,0,1
2023-01-30,10.202631976726565,0,0
2023-01-31,14.212025495862498,1,0
2023-02-01,33.38698368458906,0,0
2023-02-02,4.028417165218748,0,0
2023-02-03,-0.8750700865781251,0,2
2023-02-04,-9.342843801034373,0,0
2023-02-05,-6.369965524128125,0,0
2023-02-06,32.16949353685469,0,1
2023-02-07,13.49139465675156,0,2
2023-02-08,4.0464742301671865,0,0
2023-02-09,19.16865835369375,0,1
2023-02-10,17.863187345165624,0,0
2023-02-11,-9.559004602821872,0,1
2023-02-12,-10.60098503503906,0,0
2023-02-13,17.87720501478594,0,1
2023-02-14,20.43326501393906,0,0
2023-02-15,16.495901339698435,0,0
2023-02-16,6.294062725934374,0,0
2023-02-17,16.275166004576562,6,0
2023-02-18,-10.743621783481249,0,0
2023-02-19,-8.807338484040622,0,0
2023-02-20,9.042085024137501,3,0
2023-02-21,14.376735187624998,0,0
2023-02-22,4.327047798412497,7,0
2023-02-23,27.573567806299998,0,0
2023-02-24,3.392147879690622,0,1
2023-02-25,-11.253162479089061,0,1
2023-02-26,-6.1716820720609356,0,0
2023-02-27,11.3811048600875,0,0
