,plotly/plotly.js,highcharts/highcharts,d3/d3
2021-01-12,3,3.3803284479999998,0
2021-01-13,5,13.244438425600002,0
2021-01-14,16,-0.8442672127999984,0
2021-01-15,17,-2.911209881600001,0
2021-01-16,4,-1.6889635840000001,0
2021-01-17,0,-1.1629804544000002,0
2021-01-18,6,15.215964159999999,0
2021-01-19,12,-3.831279103999999,0
2021-01-20,14,0.19384555519999935,0
2021-01-21,9,4.459273625600001,0
2021-01-22,12,-0.1546604543999992,2
2021-01-23,2,-1.4344534016000003,0
2021-01-24,0,-0.8420608000000005,0
2021-01-25,3,13.38050048,2
2021-01-26,3,10.708523008000002,0
2021-01-27,9,7.6729921536,0
2021-01-28,4,-4.363193344000001,0
2021-01-29,0,5.752481587199998,0
2021-01-30,0,-3.1074955264,0
2021-01-31,0,-1.7116459008000011,0
2021-02-01,0,2.7865907199999995,0
2021-02-02,7,4.247652352000001,0
2021-02-03,12,9.6965924864,0
2021-02-04,9,11.4173461504,0
2021-02-05,0,11.332554035200001,0
2021-02-06,1,-5.394845696000001,0
2021-02-07,0,-2.7378860032000016,0
2021-02-08,7,8.231288319999999,0
2021-02-09,25,22.675103232,0
2021-02-10,8,1.9456676864000002,0
2021-02-11,12,2.8117697535999984,0
2021-02-12,6,21.4597245952,0
2021-02-13,14,-7.818203647999999,0
2021-02-14,8,-3.8341336064000022,0
2021-02-15,1,10.552959999999999,0
2021-02-16,1,56.55428096,0
2021-02-17,10,-4.718480895999997,0
2021-02-18,11,12.375744921599997,0
2021-02-19,9,15.967779430399998,0
2021-02-20,0,-8.0154033152,0
2021-02-21,0,-5.891473510400003,0
2021-02-22,11,7.212835839999998,0
2021-02-23,10,5.903885824,0
2021-02-24,0,5.576376012800003,0
2021-02-25,1,5.5702393856000025,0
2021-02-26,2,7.131538944000001,0
2021-02-27,0,-5.113898598399999,0
2021-02-28,0,-1.7037219840000009,0
2021-03-01,16,34.137654579199996,0
2021-03-02,10,13.466728448000001,0
2021-03-03,4,24.6592295936,0
2021-03-04,9,22.1516327936,0
2021-03-05,4,16.9703156736,0
2021-03-06,0,-12.012740198400003,0
2021-03-07,0,-6.476587724800004,0
2021-03-08,9,9.583328767999998,0
2021-03-09,2,16.8059467776,0
2021-03-10,4,4.541297561600002,2
2021-03-11,10,12.987862835200001,0
2021-03-12,0,10.008442060800002,0
2021-03-13,0,-7.783036211199999,0
2021-03-14,0,-3.071742361600002,0
2021-03-15,3,25.22519552,1
2021-03-16,18,26.348163072000002,0
2021-03-17,5,18.3182403584,0
2021-03-18,1,4.922311884799999,1
2021-03-19,0,9.127127244799999,0
2021-03-20,0,-7.658202624000001,0
2021-03-21,0,-5.064005427200002,0
2021-03-22,3,18.594940928,0
2021-03-23,5,22.9553550336,0
2021-03-24,9,18.0906923008,2
2021-03-25,11,4.4387165184,0
2021-03-26,6,20.663875686399997,0
2021-03-27,0,-10.3892071424,0
2021-03-28,0,-4.435149619200002,0
2021-03-29,6,11.191270809599997,2
2021-03-30,7,4.166222336000001,0
2021-03-31,2,4.525118771200001,0
2021-04-01,0,-1.1768724479999984,0
2021-04-02,2,5.3346316288,0
2021-04-03,0,-3.9437527039999987,0
2021-04-04,0,-2.1883298816000005,0
2021-04-05,9,-1.2943365120000008,0
2021-04-06,2,16.9936157696,0
2021-04-07,3,20.588276224,0
2021-04-08,13,17.039863296,0
2021-04-09,8,26.001415168,0
2021-04-10,4,-10.7041668096,0
2021-04-11,0,-5.2838721536000035,0
2021-04-12,0,19.555481599999997,0
2021-04-13,4,9.82933504,0
2021-04-14,3,16.719337984,0
2021-04-15,4,10.0510384128,0
2021-04-16,7,2.4586526719999995,2
2021-04-17,0,-6.818974617599999,0
2021-04-18,0,-3.926332313600001,0
2021-04-19,9,10.484131839999998,0
2021-04-20,1,31.436253184,0
2021-04-21,15,-0.8466706431999977,0
2021-04-22,7,1.5923914751999986,0
2021-04-23,1,13.7563751424,0
2021-04-24,0,-2.8087504895999995,0
2021-04-25,0,-2.328433254400002,0
2021-04-26,5,38.91389184,0
2021-04-27,1,8.425050624,0
2021-04-28,0,11.1285859328,0
2021-04-29,2,9.192709017599999,0
2021-04-30,0,2.7950792703999987,0
2021-05-01,6,-6.7925978112,0
2021-05-02,0,-2.0875155456000023,0
2021-05-03,14,14.7787577344,0
2021-05-04,14,13.051345715200002,0
2021-05-05,19,8.879771955200003,0
2021-05-06,13,20.2947303424,0
2021-05-07,0,10.057568256000001,0
2021-05-08,9,-8.2496187392,0
2021-05-09,1,-4.377518694400003,0
2021-05-10,10,26.050620415999997,0
2021-05-11,14,1.939742003200001,0
2021-05-12,5,17.8745960448,0
2021-05-13,3,-6.304289689599999,1
2021-05-14,15,-1.6839855104000012,0
2021-05-15,2,-3.5985829887999987,0
2021-05-16,0,-2.2271128576,0
2021-05-17,3,-1.5192268800000008,0
2021-05-18,13,20.771325952,0
2021-05-19,7,16.5708048384,0
2021-05-20,9,11.274861568000002,0
2021-05-21,6,29.2051800064,0
2021-05-22,7,-10.5033018368,0
2021-05-23,0,-5.082400051200004,0
2021-05-24,1,3.655974399999998,0
2021-05-25,8,12.10893056,0
2021-05-26,17,13.264068096,0
2021-05-27,2,18.953026867200002,0
2021-05-28,5,10.1341335552,0
2021-05-29,0,-8.2507579392,0
2021-05-30,0,-4.406874214400001,0
2021-05-31,21,15.283868159999999,0
2021-06-01,9,12.337975296,0
2021-06-02,26,0.3045706751999999,0
2021-06-03,14,13.9948819456,0
2021-06-04,9,5.238594150400002,0
2021-06-05,0,-5.918017638399999,0
2021-06-06,0,-3.1714840576000016,0
2021-06-07,9,2.934448639999999,0
2021-06-08,6,4.404954624000001,0
2021-06-09,0,4.903506636800001,0
2021-06-10,0,12.7080844288,0
2021-06-11,9,3.0922273792000015,5
2021-06-12,0,-4.0364502016,0
2021-06-13,0,0.8926717951999992,0
2021-06-14,8,10.046476799999999,0
2021-06-15,11,-0.6712319999999998,0
2021-06-16,8,15.466376703999998,0
2021-06-17,20,31.8465549312,0
2021-06-18,20,8.070820044800001,0
2021-06-19,0,-7.207129702400001,0
2021-06-20,0,-4.493088563200003,0
2021-06-21,4,4.045581823999998,0
2021-06-22,8,21.3738088448,0
2021-06-23,9,12.693410099200001,0
2021-06-24,41,-3.6519299072000004,0
2021-06-25,16,8.0828965888,0
2021-06-26,13,-5.636023500799999,0
2021-06-27,2,-2.924237619200001,0
2021-06-28,32,3.089203609599999,0
2021-06-29,22,0.5285980160000001,0
2021-06-30,15,5.800804147200001,0
2021-07-01,0,-0.012769279999997885,0
2021-07-02,0,14.921014784,0
2021-07-03,0,-1.4893976575999996,0
2021-07-04,0,-2.7136535552000005,1
2021-07-05,7,18.492991999999997,0
2021-07-06,21,16.92204288,0
2021-07-07,35,5.1628779520000005,0
2021-07-08,17,2.2528124927999986,0
2021-07-09,17,13.220041420799998,0
2021-07-10,0,-5.3986993152,0
2021-07-11,0,-3.6527100928000014,0
2021-07-12,19,7.655391948799998,0
2021-07-13,10,3.237624320000001,0
2021-07-14,13,5.374284288000001,0
2021-07-15,0,21.1843535872,0
2021-07-16,2,1.0181563392000008,0
2021-07-17,25,-3.8982203392000008,0
2021-07-18,1,-1.9642760192000015,0
2021-07-19,17,3.941437849599999,0
2021-07-20,12,1.3185766399999999,0
2021-07-21,11,2.5456440320000002,0
2021-07-22,12,1.5294907392,0
2021-07-23,12,6.753104486400002,0
2021-07-24,2,-3.1118069759999987,0
2021-07-25,0,0.5642139647999993,0
2021-07-26,6,3.6957874175999996,0
2021-07-27,4,5.1668094976,0
2021-07-28,24,3.5754602496,0
2021-07-29,11,2.5594179584,0
2021-07-30,16,0.6926899199999998,0
2021-07-31,0,5.1288955904,0
2021-08-01,0,2.4914264064,0
2021-08-02,1,5.718373376,0
2021-08-03,13,2.0975828992,0
2021-08-04,17,2.441426944,0
2021-08-05,10,1.5497162751999998,0
2021-08-06,3,1.8229835775999996,0
2021-08-07,0,-2.058428928,0
2021-08-08,0,-1.1938660352000001,0
2021-08-09,0,0.14913822720000014,0
2021-08-10,39,5.1992299520000005,0
2021-08-11,8,2.2798138368000007,0
2021-08-12,12,6.388292608,0
2021-08-13,9,109.57079552,0
2021-08-14,1,-23.566564249599995,0
2021-08-15,0,-9.701922201600008,0
2021-08-16,15,10.113556479999996,2
2021-08-17,6,11.634848768,0
2021-08-18,8,5.730035097599998,0
