,ioBroker/ioBroker,node-red/node-red,home-assistant/core
2015-02-11,0,0,-1.5819155456000005
2015-02-12,1,0,-1.0377699328000003
2015-02-13,0,4,-0.7747651583999999
2015-02-14,0,3,8.4381754368
2015-02-15,0,3,-2.235121766399999
2015-02-16,0,0,4.9750894592
2015-02-17,0,0,1.1812982784000003
2015-02-18,1,0,-1.4466651136000002
2015-02-19,0,0,1.2297066495999995
2015-02-20,0,3,2.0705408
2015-02-21,0,1,1.8336435199999999
2015-02-22,0,4,2.7353297920000004
2015-02-23,0,4,1.4737291264
2015-02-24,0,6,2.647021568
2015-02-25,0,5,-0.5682448383999998
2015-02-26,0,20,-0.007555891200000442
2015-02-27,1,0,1.1842140159999999
2015-02-28,0,0,15.0603948032
2015-03-01,2,0,23.2466915328
2015-03-02,0,2,-2.0625902591999994
2015-03-03,0,1,-3.201912217600002
2015-03-04,0,6,4.383013580799999
2015-03-05,0,2,-1.1578254336000002
2015-03-06,0,5,4.746956697599999
2015-03-07,0,2,16.0790701056
2015-03-08,0,3,19.4689564672
2015-03-09,0,3,-3.7949922303999983
2015-03-10,0,0,0.43318865919999894
2015-03-11,0,2,0.4267688959999987
2015-03-12,0,8,-3.0072223744000004
2015-03-13,0,4,-1.9554951168000008
2015-03-14,0,2,3.5798756351999996
2015-03-15,0,7,14.8723848192
2015-03-16,0,8,-3.668605337599997
2015-03-17,0,4,6.6643665919999995
2015-03-18,1,1,-3.0535228416
2015-03-19,0,7,2.4132223999999995
2015-03-20,0,8,-0.8517334016000002
2015-03-21,0,2,2.7201407999999994
2015-03-22,0,6,18.3180544
2015-03-23,0,1,-3.0101237759999986
2015-03-24,0,2,-2.706451148800001
2015-03-25,1,3,-1.5036099584000004
2015-03-26,2,7,1.9294961663999999
2015-03-27,0,0,-0.334112768
2015-03-28,0,3,5.9683800064
2015-03-29,0,2,10.9265878016
2015-03-30,0,4,-0.6802850815999988
2015-03-31,0,4,-1.3643704320000003
2015-04-01,0,2,1.5890388991999993
2015-04-02,0,1,0.48923903999999974
2015-04-03,0,2,0.6761405439999999
2015-04-04,0,3,9.7499347968
2015-04-05,0,2,1.0231469056000009
2015-04-06,0,0,4.7346573312
2015-04-07,0,2,7.3502501888000005
2015-04-08,0,4,-3.3161055232
2015-04-09,0,12,-1.681639526400001
2015-04-10,0,1,-1.1420977152000005
2015-04-11,0,5,3.1636247552
2015-04-12,0,3,0.5507279872000006
2015-04-13,0,9,1.7625112576000004
2015-04-14,0,6,-0.27185858559999954
2015-04-15,0,1,4.0984374272
2015-04-16,0,2,-1.5180375039999996
2015-04-17,0,0,1.3184127999999995
2015-04-18,9,0,1.1412275199999997
2015-04-19,3,1,-0.906226688
2015-04-20,0,3,0.4664582143999999
2015-04-21,0,1,3.4496274432000003
2015-04-22,0,2,2.8652986368000004
2015-04-23,0,0,12.655662489600001
2015-04-24,0,2,1.5173422080000005
2015-04-25,0,0,10.465435136
2015-04-26,0,1,4.0173130752
2015-04-27,0,1,2.423875379199999
2015-04-28,0,1,0.846686207999999
2015-04-29,0,0,3.3477897215999994
2015-04-30,0,1,0.14468567039999947
2015-05-01,0,2,8.7205986304
2015-05-02,0,3,1.3543967744000005
2015-05-03,0,2,-2.835117568
2015-05-04,0,2,-0.6424947712
2015-05-05,0,4,-1.2625687551999998
2015-05-06,0,1,-0.8241096703999998
2015-05-07,0,5,-0.5873806335999998
2015-05-08,0,1,7.5600828416
2015-05-09,0,1,-1.905842483199999
2015-05-10,0,1,9.1304697856
2015-05-11,0,1,7.536726528000001
2015-05-12,0,0,2.9168122879999996
2015-05-13,0,4,2.303242649599999
2015-05-14,0,1,-0.45943040000000046
2015-05-15,0,0,4.185226239999999
2015-05-16,0,0,4.623650304
2015-05-17,0,0,-1.7705260032000005
2015-05-18,1,0,11.321402879999999
2015-05-19,0,3,5.259053056000001
2015-05-20,0,0,15.387073024
2015-05-21,0,2,0.3404670976000004
2015-05-22,0,0,0.04997990399999841
2015-05-23,0,1,-3.076548812800001
2015-05-24,0,0,-1.9342552064000005
2015-05-25,0,0,0.6156362751999995
2015-05-26,0,2,-0.4276132863999995
2015-05-27,0,1,2.8020845568000006
2015-05-28,0,0,14.455133798400002
2015-05-29,0,1,-2.026150809599999
2015-05-30,0,0,18.910961049599997
2015-05-31,0,3,21.6213289984
2015-06-01,0,0,5.1299737599999995
2015-06-02,0,3,37.628806655999995
2015-06-03,0,2,1.6734339071999997
2015-06-04,0,0,0.23083868159999632
2015-06-05,0,0,-4.901211033600002
2015-06-06,0,0,-4.737691750400002
2015-06-07,0,0,-3.2356604928000006
2015-06-08,0,2,-1.5251431423999984
2015-06-09,0,0,3.948484403200001
2015-06-10,0,1,-1.5470661631999967
2015-06-11,0,0,15.328722534400002
2015-06-12,0,0,-4.139513753599998
2015-06-13,0,0,2.2238644223999993
2015-06-14,0,0,-1.8481835008000005
2015-06-15,0,5,3.9437644799999996
2015-06-16,0,8,2.2375111679999997
2015-06-17,0,11,15.2025880576
2015-06-18,0,0,-2.4391020543999993
2015-06-19,0,1,3.5412243455999994
2015-06-20,0,0,6.2822341632
2015-06-21,0,0,-3.209038848
2015-06-22,0,3,11.274461798399999
2015-06-23,1,0,-0.7716070400000001
2015-06-24,0,1,3.455874559999999
2015-06-25,0,2,15.2552812544
2015-06-26,1,0,-5.186973900799999
2015-06-27,0,0,4.575626547199999
2015-06-28,1,0,-2.0120879104
2015-06-29,0,14,1.0884260863999995
2015-06-30,2,0,-1.8360412159999997
2015-07-01,1,0,0.8022565888000002
2015-07-02,0,43,-1.1847672831999998
2015-07-03,0,4,0.23686748160000115
2015-07-04,0,1,-0.7359721471999995
2015-07-05,0,4,-0.3261271039999997
2015-07-06,0,0,4.748474675200001
2015-07-07,0,0,4.869909913600001
2015-07-08,0,6,7.3032025088
2015-07-09,0,1,0.4307957760000001
2015-07-10,0,3,8.1821345792
2015-07-11,0,1,18.984332288
2015-07-12,0,0,-3.9142293503999994
2015-07-13,0,5,1.8221695999999978
2015-07-14,0,5,-2.9859660800000007
2015-07-15,0,4,-1.8528599040000004
2015-07-16,0,0,0.6716343296000002
2015-07-17,0,0,1.6068399104000002
2015-07-18,0,1,0.5177893888000005
2015-07-19,0,1,-1.3132206079999986
2015-07-20,0,0,7.241065267200001
2015-07-21,0,0,0.055250739200000565
2015-07-22,0,3,-1.2870123520000005
2015-07-23,0,0,6.309788159999999
2015-07-24,0,0,5.1147868160000005
2015-07-25,0,0,-2.3334432768
2015-07-26,0,0,5.8233141247999995
2015-07-27,0,0,0.8275899392000001
2015-07-28,0,0,-1.7229071360000001
2015-07-29,0,0,0.9737161727999997
2015-07-30,0,1,2.9343726591999997
2015-07-31,0,0,0.5412469760000003
2015-08-01,0,0,2.7763909632000003
2015-08-02,0,0,-1.4862588928
2015-08-03,0,0,9.247033856
2015-08-04,0,0,8.4673498112
2015-08-05,0,0,7.6615513088
2015-08-06,0,0,27.200516096
2015-08-07,0,0,-5.1420581888
2015-08-08,0,0,4.620680294399998
2015-08-09,0,0,4.534726451199999
2015-08-10,0,0,2.569642598399999
2015-08-11,0,1,15.00079616
2015-08-12,0,1,-3.2734530559999993
2015-08-13,0,0,-3.8696664064000013
2015-08-14,0,0,-2.434845286399999
2015-08-15,0,1,-0.7270646783999992
2015-08-16,0,0,0.7517764608000002
2015-08-17,0,1,8.695044198400002
2015-08-18,1,0,8.1961677824
2015-08-19,0,0,5.458967859200001
2015-08-20,0,0,-0.5328167935999999
2015-08-21,0,0,-2.292908851200001
2015-08-22,0,0,4.645255679999999
2015-08-23,2,0,2.8201748479999997
2015-08-24,0,0,7.7541472256
2015-08-25,0,0,8.6965230592
2015-08-26,0,0,6.861814784
2015-08-27,0,0,5.7213515776
2015-08-28,0,0,2.8023599104
2015-08-29,0,0,3.372327628799999
2015-08-30,0,0,34.508720128
2015-08-31,0,1,14.3259365376
2015-09-01,0,0,17.699378688
2015-09-02,0,0,-5.245779968000001
2015-09-03,0,0,-6.387717836800002
2015-09-04,0,0,9.9847033856
2015-09-05,0,0,0.3197470720000002
2015-09-06,0,0,-2.4989779968000008
2015-09-07,0,0,10.7284826112
2015-09-08,0,1,3.903294156800003
2015-09-09,0,0,10.6525297664
2015-09-10,0,0,9.692969779200002
2015-09-11,1,0,3.4246343679999995
2015-09-12,0,0,21.276250112
2015-09-13,0,0,29.0454221824
2015-09-14,0,0,17.6765351936
2015-09-15,0,0,34.6214208512
2015-09-16,0,1,4.736182886399998
2015-09-17,0,0,11.255064166399997
2015-09-18,0,0,7.586422784
2015-09-19,0,0,10.601366015999998
2015-09-20,0,1,13.6243154944
2015-09-21,0,0,7.037331865600001
2015-09-22,0,2,12.1804572672
2015-09-23,0,1,9.985373286400002
2015-09-24,0,1,13.394537881600002
2015-09-25,0,1,1.195419136
2015-09-26,0,1,-6.604761907200001
2015-09-27,0,0,-0.730811289600001
2015-09-28,0,0,3.9472039936000005
2015-09-29,0,2,0.7358649344000012
2015-09-30,0,0,3.504129228800001
2015-10-01,2,0,0.47995269120000117
2015-10-02,0,42,17.242128896
2015-10-03,0,4,3.428010188800002
2015-10-04,0,2,-0.3375678464000007
2015-10-05,1,6,-2.1007299584000014
2015-10-06,0,0,5.8812417024
2015-10-07,0,0,37.9429843968
2015-10-08,0,0,21.108432384000004
2015-10-09,0,3,17.333026099199998
2015-10-10,0,1,-2.914023321600002
2015-10-11,0,0,3.6230999039999983
