,hashicorp/nomad,docker-archive/classicswarm,kubernetes/kubernetes
2015-10-24,2,-2.8006057984000003,34
2015-10-25,9,-1.4843113472000007,10
2015-10-26,22,0.9848880127999997,44
2015-10-27,6,-0.1516634111999995,66
2015-10-28,26,8.063217152,32
2015-10-29,40,-1.3487536127999995,66
2015-10-30,11,4.6707828736,56
2015-10-31,4,-0.9846714367999994,10
2015-11-01,0,-0.18407905280000025,4
2015-11-02,11,1.1142937599999996,51
2015-11-03,12,7.015302656,69
2015-11-04,5,-0.20691169279999988,50
2015-11-05,27,0.5234057215999999,53
2015-11-06,30,-1.2853369856,49
2015-11-07,4,-0.7120231424,27
2015-11-08,0,-0.5144761344,4
2015-11-09,7,0.6575870976,32
2015-11-10,10,0.5314118656000001,48
2015-11-11,16,1.5052485632000006,51
2015-11-12,5,-0.6903836671999997,130
2015-11-13,6,-0.29531412479999997,58
2015-11-14,0,0.8199252991999999,11
2015-11-15,0,0.6868352,4
2015-11-16,34,-0.36842752000000006,42
2015-11-17,53,-0.20017203200000008,58
2015-11-18,118,3.8576894976,56
2015-11-19,34,1.0996192256000004,63
2015-11-20,19,-0.7909035008000002,49
2015-11-21,10,0.6106444799999997,25
2015-11-22,4,1.538285568,8
2015-11-23,7,4.3237989376,68
2015-11-24,28,0.6467434496,57
2015-11-25,38,8.96183552,96
2015-11-26,19,2.4158597120000005,36
2015-11-27,9,-2.2141536256000007,24
2015-11-28,3,-0.15760302080000077,7
2015-11-29,1,0.022542847999999616,4
2015-11-30,10,3.1299040256,38
2015-12-01,14,0.6093012992000002,69
2015-12-02,9,4.8358666239999994,55
2015-12-03,12,10.1354145792,84
2015-12-04,4,5.647003136,41
2015-12-05,4,-0.3170462720000007,31
2015-12-06,0,1.7382983679999988,11
2015-12-07,1,4.8361624575999995,47
2015-12-08,5,9.3007215616,42
2015-12-09,19,5.0920172544,67
2015-12-10,13,-2.805252812800001,76
2015-12-11,38,6.705560473599999,56
2015-12-12,4,-0.3055689727999993,13
2015-12-13,0,-1.3429277696000002,8
2015-12-14,13,9.4059844608,65
2015-12-15,15,2.7104927744000005,66
2015-12-16,10,7.1086687232,71
2015-12-17,11,0.4018844672000004,71
2015-12-18,26,2.3766252543999995,70
2015-12-19,2,-2.4956637184000003,30
2015-12-20,6,-1.4782468096000003,17
2015-12-21,12,-0.9903224832000004,31
2015-12-22,18,3.2532734976000004,58
2015-12-23,1,-1.4021515263999993,31
2015-12-24,36,-0.7085441023999995,8
2015-12-25,1,-0.4588779519999996,1
2015-12-26,0,-0.2562159615999996,2
2015-12-27,0,-0.16449075199999988,2
2015-12-28,5,-0.08171520000000004,29
2015-12-29,2,2.9322931199999998,30
2015-12-30,0,0.34244915200000037,29
2015-12-31,0,-0.48987740160000004,6
2016-01-01,0,-0.22400000000000017,5
2016-01-02,0,-0.14880000000000007,9
2016-01-03,0,-0.11020800000000006,9
2016-01-04,7,4.9131776,24
2016-01-05,10,12.92879104,48
2016-01-06,7,2.7399101440000004,39
2016-01-07,12,5.388204236799999,42
2016-01-08,9,2.067530649599999,41
2016-01-09,0,-2.5260800000000008,7
2016-01-10,2,-1.445248000000001,7
2016-01-11,4,4.967347199999999,31
2016-01-12,10,10.99622656,64
2016-01-13,12,5.263554560000001,49
2016-01-14,30,8.3735450624,71
2016-01-15,9,-2.2201513983999996,45
2016-01-16,0,1.4462906367999993,24
2016-01-17,3,1.6447124479999995,14
2016-01-18,0,-0.21615872000000058,19
2016-01-19,11,1.2241351679999997,15
2016-01-20,3,0.20318556160000045,49
2016-01-21,22,3.4918867968000007,102
2016-01-22,11,0.126210662400001,84
2016-01-23,0,2.6242982912,17
2016-01-24,2,-0.5348620288000001,16
2016-01-25,2,0.9623599104,47
2016-01-26,14,2.9628294144,65
2016-01-27,37,6.6024287232,53
2016-01-28,12,10.656581324800001,65
2016-01-29,19,9.2628180992,75
2016-01-30,1,-2.388729856000001,67
2016-01-31,6,-0.5752178688000011,25
2016-02-01,14,12.995078246399999,69
2016-02-02,17,5.702849945600001,74
2016-02-03,14,13.821354291199999,80
2016-02-04,22,10.111127142399999,65
2016-02-05,61,-2.2227720192000007,79
2016-02-06,12,-1.086892851200001,50
2016-02-07,12,-3.0793224192000004,42
2016-02-08,15,2.058849075199999,69
2016-02-09,23,8.7352840192,83
2016-02-10,19,8.314596864000002,71
2016-02-11,27,7.715176960000001,82
2016-02-12,22,5.393955020800001,70
2016-02-13,9,-3.3155846144000005,38
2016-02-14,1,-2.4348517376000007,32
2016-02-15,3,-1.5994637312000006,57
2016-02-16,9,0.8206776319999998,74
2016-02-17,19,8.654631526400001,65
2016-02-18,5,2.097239961600001,58
2016-02-19,12,1.5920192512000009,102
2016-02-20,29,0.9423639552000003,37
2016-02-21,25,-1.6861532160000001,18
2016-02-22,32,0.09131304959999942,76
2016-02-23,28,6.15577856,101
2016-02-24,4,7.016869376000001,98
2016-02-25,19,3.1802273792000006,96
2016-02-26,1,4.384774656,96
2016-02-27,6,1.2565862399999999,52
2016-02-28,0,-2.2426213376,25
2016-02-29,8,1.7152396287999994,51
2016-03-01,4,5.502850048,88
2016-03-02,35,8.6587513856,96
2016-03-03,11,3.532519219200001,87
2016-03-04,9,-0.1155526656000001,104
2016-03-05,4,-2.2430449664000003,70
2016-03-06,0,-1.3304747008000002,26
2016-03-07,9,3.0962448383999996,59
2016-03-08,6,0.534081024,37
2016-03-09,3,0.7360744448000003,35
2016-03-10,24,0.8226762752000005,51
2016-03-11,6,3.9209430016000004,68
2016-03-12,2,1.4442074112000003,25
2016-03-13,0,6.666604748799999,6
2016-03-14,7,1.6931635199999997,35
2016-03-15,19,11.064666112,65
2016-03-16,28,4.3141561344,55
2016-03-17,12,8.632880435199999,67
2016-03-18,15,2.7976778751999998,37
2016-03-19,18,0.4059681791999994,24
2016-03-20,3,-2.859406848000001,10
2016-03-21,16,-0.7492790272000005,35
2016-03-22,23,5.5255845888,62
2016-03-23,27,-0.4106290175999989,42
2016-03-24,41,8.2665305088,28
2016-03-25,37,7.997790412800001,40
2016-03-26,13,-1.6747890687999991,14
2016-03-27,0,-2.1712171008000007,4
2016-03-28,21,5.715122278399999,18
2016-03-29,12,8.705307648,30
2016-03-30,15,4.5405792256,34
2016-03-31,8,0.6228831231999994,33
2016-04-01,7,0.40093265919999954,38
2016-04-02,13,-2.1691637759999995,22
2016-04-03,1,-1.2906358784000003,12
2016-04-04,2,1.1491694591999995,24
2016-04-05,5,2.9467176960000003,25
2016-04-06,6,5.5007127552,17
2016-04-07,11,6.802742169600001,24
2016-04-08,11,4.172714188800001,43
2016-04-09,4,-2.7345125376000006,11
2016-04-10,4,-1.407609651200001,2
2016-04-11,5,-0.9327206400000005,28
2016-04-12,18,1.2954920959999998,37
2016-04-13,16,10.0364122112,45
2016-04-14,19,20.1940665344,68
2016-04-15,10,5.088738099200001,62
2016-04-16,1,-3.8481381376000003,25
2016-04-17,0,-2.6919574528000014,25
2016-04-18,2,-1.7025536000000008,28
2016-04-19,14,0.7365017599999995,52
2016-04-20,5,-1.3993277440000003,57
2016-04-21,2,0.01722910720000037,64
2016-04-22,14,6.029297049600002,35
2016-04-23,2,3.9908133888000017,14
2016-04-24,0,0.9893774336000001,9
2016-04-25,2,3.4970730495999995,32
2016-04-26,3,3.1774105599999998,50
2016-04-27,0,3.026443776,45
2016-04-28,0,2.9211169792,82
2016-04-29,0,0.8599444479999994,44
2016-04-30,0,2.1882899456,6
2016-05-01,2,0.09778411520000008,5
2016-05-02,2,1.5355631615999998,41
2016-05-03,10,6.5233957888,36
2016-05-04,2,-1.468070912,54
2016-05-05,13,3.5664506879999998,60
2016-05-06,2,5.117347328,86
2016-05-07,16,-2.407482368,23
2016-05-08,6,-0.22798673920000034,19
2016-05-09,20,-1.0223993856000002,83
2016-05-10,6,3.3331756032,71
2016-05-11,28,0.7016675328000006,68
2016-05-12,4,-0.09537771519999994,65
2016-05-13,4,2.2195690496,59
2016-05-14,5,-0.09388953599999939,26
2016-05-15,1,-0.7615561728,22
2016-05-16,8,-0.4047749120000002,61
2016-05-17,13,0.7046301695999999,84
2016-05-18,4,-0.4220410879999998,67
2016-05-19,6,-0.26240194559999985,65
2016-05-20,2,-0.15853537279999994,88
2016-05-21,1,0.8938407936000002,47
2016-05-22,3,0.7226682368000001,37
2016-05-23,3,0.6871018496,63
2016-05-24,4,2.65507328,60
2016-05-25,24,1.224012288,53
2016-05-26,0,5.2403946496,76
2016-05-27,11,-0.5835648,87
2016-05-28,7,-0.9396915200000004,41
2016-05-29,72,1.4364487679999998,28
2016-05-30,1,-0.8057421824,42
2016-05-31,12,8.5346891776,50
2016-06-01,3,-2.1335947263999997,59
2016-06-02,2,2.0246274047999995,65
2016-06-03,12,1.7887363072000002,65
2016-06-04,2,0.7275385856000001,36
2016-06-05,8,-0.06014679040000037,7
2016-06-06,10,0.18256537599999978,43
2016-06-07,10,-0.7306871808000002,39
2016-06-08,10,1.5374161920000002,63
2016-06-09,2,0.24303728640000033,51
2016-06-10,186,-0.553936896,78
2016-06-11,28,-0.33638942719999987,28
2016-06-12,27,-0.21873899519999984,11
2016-06-13,11,0.8590748672,68
2016-06-14,25,5.7067493376,59
2016-06-15,26,-0.3467515903999998,59
2016-06-16,40,-0.7737021440000003,51
2016-06-17,44,3.5590735872,70
2016-06-18,2,-0.08760535039999984,35
2016-06-19,0,-0.7272448000000004,23
2016-06-20,8,1.5629644799999998,61
2016-06-21,20,1.281223168,76
2016-06-22,28,3.1885336576000003,75
2016-06-23,7,2.7475449856000003,49
2016-06-24,5,-1.3838050304000002,83
2016-06-25,2,-0.7047495680000002,38
2016-06-26,0,0.5174052863999999,21
2016-06-27,5,1.4762756096,47
2016-06-28,24,0.273511936,71
2016-06-29,6,2.3888637952,74
2016-06-30,4,1.0402035712000002,48
2016-07-01,13,3.1118357504,35
2016-07-02,0,-1.2589782016,30
2016-07-03,0,-0.6001203200000005,23
2016-07-04,0,-0.40447795200000014,23
2016-07-05,0,2.6950701056,35
2016-07-06,5,-0.8331081727999998,48
2016-07-07,2,5.5887988736,88
2016-07-08,5,1.5221096448000004,67
2016-07-09,11,-1.2632895488,16
2016-07-10,19,-0.6544854016000003,8
2016-07-11,24,2.5931135999999997,54
2016-07-12,33,4.09520384,62
2016-07-13,13,0.5176560640000001,79
2016-07-14,1,1.8557452287999996,56
2016-07-15,0,-1.237906432,72
2016-07-16,0,-0.6985872384,17
2016-07-17,0,-0.43757445120000016,8
2016-07-18,6,0.6952038399999998,63
2016-07-19,4,1.5547376640000001,89
2016-07-20,18,7.3155135488,90
2016-07-21,15,0.050097664000000375,73
2016-07-22,11,1.7622981631999997,68
2016-07-23,5,-0.2741440512000002,33
2016-07-24,0,-0.8763008000000003,3
2016-07-25,39,-0.5532723200000004,38
2016-07-26,35,-0.41154355200000015,37
2016-07-27,10,-0.3277241344,42
2016-07-28,20,2.7392837632000004,47
2016-07-29,4,-0.7997391871999995,48
2016-07-30,1,-0.3250285568,23
2016-07-31,0,-0.19579576319999992,3
2016-08-01,2,-0.1132693504,37
2016-08-02,19,1.923392,94
2016-08-03,20,1.5387136000000001,80
2016-08-04,24,0.38921984,99
2016-08-05,12,0.500836864,71
2016-08-06,3,0.5193919488000001,23
2016-08-07,2,-0.4462720000000001,8
2016-08-08,19,-0.2535296000000002,43
2016-08-09,24,-0.1818470400000001,62
2016-08-10,11,-0.14219366399999994,86
2016-08-11,18,-0.11660564479999984,79
2016-08-12,27,-0.0766819327999999,78
2016-08-13,5,-0.043783782399999915,34
2016-08-14,4,-0.026857062399999902,18
2016-08-15,7,0.9875306496,47
2016-08-16,25,-0.19999999999999996,61
2016-08-17,75,2.92,89
2016-08-18,12,5.352,114
2016-08-19,25,-1.4736,115
2016-08-20,2,-0.6495360000000006,59
2016-08-21,1,-0.4092288000000002,49
2016-08-22,9,0.7048652799999999,98
2016-08-23,18,-0.428890112,114
2016-08-24,9,3.7341776896,79
2016-08-25,16,0.007276544000000218,100
2016-08-26,13,-0.6773343231999998,95
2016-08-27,7,-0.3723521024,20
2016-08-28,1,1.7971712,12
2016-08-29,9,-0.55267072,39
2016-08-30,11,-0.28163891200000013,81
2016-08-31,18,-0.1966050304000001,54
2016-09-01,14,-0.1416775679999998,76
2016-09-02,12,-0.11533711359999982,69
2016-09-03,0,-0.05332695039999999,21
2016-09-04,1,-0.03385344000000002,15
2016-09-05,7,-0.02877542399999988,34
2016-09-06,0,-0.02493870079999993,79
2016-09-07,1,0.0,79
2016-09-08,0,0.0,74
2016-09-09,1,0.0,76
2016-09-10,1,0.0,39
2016-09-11,2,0.0,31
2016-09-12,5,0.0,76
2016-09-13,4,0.0,76
2016-09-14,4,0.0,77
2016-09-15,6,0.0,68
2016-09-16,2,0.0,86
2016-09-17,1,0.0,25
2016-09-18,0,0.0,9
2016-09-19,2,0.0,37
2016-09-20,5,3.0,74
2016-09-21,14,1.4000000000000001,53
2016-09-22,3,-0.6400000000000001,75
2016-09-23,3,0.6959999999999997,69
2016-09-24,6,0.6032,57
2016-09-25,0,0.5761919999999999,11
2016-09-26,23,-0.44035840000000015,74
2016-09-27,7,-0.2532377600000002,94
2016-09-28,5,-0.1841525759999999,91
2016-09-29,1,0.8542517248000002,60
2016-09-30,4,-0.2878302207999999,67
2016-10-01,0,-0.13174323200000004,24
2016-10-02,0,-0.09178378239999996,8
2016-10-03,28,-0.060457062399999914,30
2016-10-04,0,-0.03800535039999998,69
2016-10-05,4,-0.02042880000000001,83
2016-10-06,10,-0.01692672000000001,45
2016-10-07,8,-0.01438771199999994,66
2016-10-08,4,-0.012469350399999964,33
2016-10-09,5,0.0,9
2016-10-10,8,0.0,63
2016-10-11,12,0.0,49
2016-10-12,5,1.0,82
2016-10-13,15,0.8,90
2016-10-14,0,-0.28,67
2016-10-15,2,-0.1280000000000001,50
2016-10-16,0,-0.08160000000000005,15
2016-10-17,2,0.9408639999999999,75
2016-10-18,14,0.7540352,67
2016-10-19,4,1.68264448,101
2016-10-20,4,2.440685568,68
2016-10-21,7,-0.8684570624,51
2016-10-22,1,-0.4076053504000003,34
2016-10-23,4,-0.25716480000000014,11
2016-10-24,13,0.8107724799999999,52
2016-10-25,36,-0.34878003199999996,81
2016-10-26,21,1.7980030976,84
2016-10-27,26,-0.5400249343999999,96
2016-10-28,22,-0.2617018367999999,67
2016-10-29,7,1.8410559488,38
2016-10-30,1,0.5123712,27
2016-10-31,41,-0.42799872000000017,74
2016-11-01,51,0.7687546879999999,74
2016-11-02,18,-0.3615227904,119
2016-11-03,4,-0.19344742399999998,95
2016-11-04,19,-0.1393323008,116
2016-11-05,5,-0.08788224000000004,35
2016-11-06,3,-0.0712381439999999,60
2016-11-07,6,0.9402447872000002,88
2016-11-08,33,-0.22939607039999993,78
2016-11-09,22,-0.09438771200000001,77
2016-11-10,23,-0.060469350399999997,66
2016-11-11,1,-0.03360000000000001,42
2016-11-12,1,-0.025536000000000014,16
2016-11-13,0,-0.02042880000000001,8
2016-11-14,4,-0.01692672000000001,49
2016-11-15,8,0.9856122880000001,63
2016-11-16,15,-0.21246935039999992,45
2016-11-17,12,-0.08000000000000007,53
2016-11-18,7,0.952,51
2016-11-19,0,0.7664,18
2016-11-20,0,-0.30553600000000003,2
2016-11-21,1,2.8515712,47
2016-11-22,2,0.30147328000000007,60
2016-11-23,3,-0.5135237120000001,87
2016-11-24,2,-0.2824341504000002,22
2016-11-25,0,0.81384448,8
2016-11-26,3,-0.341522432,0
2016-11-27,0,-0.1936794624,1
2016-11-28,16,1.8683216896,57
2016-11-29,10,-0.49368985599999976,64
2016-11-30,4,0.7626682368,68
2016-12-01,6,-0.32889815040000003,97
2016-12-02,4,0.8358732799999999,64
2016-12-03,1,-0.31345971199999995,64
2016-12-04,0,-0.16692695040000008,9
2016-12-05,5,-0.10738944000000006,89
2016-12-06,8,0.9171957760000001,90
2016-12-07,2,6.7325985792,96
2016-12-08,5,-0.5148165119999997,100
2016-12-09,3,-0.8373960704000005,103
2016-12-10,7,0.5360122879999998,34
2016-12-11,0,-0.5212053504,12
2016-12-12,11,0.6872191999999998,77
2016-12-13,14,-0.43346432000000007,76
2016-12-14,9,-0.2669035520000001,76
2016-12-15,9,-0.2036460543999996,54
2016-12-16,10,-0.1557019647999997,68
2016-12-17,1,-0.05493207039999999,20
2016-12-18,1,-0.03481651199999995,8
2016-12-19,13,-0.029396070399999974,42
2016-12-20,19,0.9856122880000001,61
2016-12-21,3,2.7875306496,63
2016-12-22,0,-0.6799999999999999,57
2016-12-23,1,-0.28800000000000026,27
2016-12-24,1,-0.17760000000000012,6
2016-12-25,2,-0.12633600000000003,2
2016-12-26,0,-0.09703680000000005,2
2016-12-27,0,0.92178688,24
2016-12-28,0,2.734832128,23
2016-12-29,1,1.2643675136000003,31
2016-12-30,0,-0.7254080512000001,16
2016-12-31,0,-0.33760000000000023,6
2017-01-01,0,-0.2223360000000001,1
2017-01-02,0,-0.16423680000000007,20
2017-01-03,7,-0.12928512000000006,58
2017-01-04,3,0.893974528,68
2017-01-05,13,1.7105140736000002,48
2017-01-06,19,2.4538165248,57
2017-01-07,1,0.1670612992,13
2017-01-08,9,-0.5696000000000002,1
2017-01-09,6,0.6832639999999998,45
2017-01-10,10,0.5796992,58
2017-01-11,9,8.55200768,110
2017-01-12,6,-2.0630635519999996,50
2017-01-13,7,-0.9140537344000006,56
2017-01-14,3,0.4238354431999999,23
2017-01-15,0,-0.6001605632,8
2017-01-16,1,0.6403511295999998,48
2017-01-17,8,1.5368263679999998,86
2017-01-18,9,5.3072024576,93
2017-01-19,7,5.4245052416,72
2017-01-20,16,4.8577470464,90
2017-01-21,2,-2.3576627200000004,14
2017-01-22,7,-1.1834885120000007,7
2017-01-23,48,-0.7946696704000005,75
2017-01-24,20,-0.5847659520000001,71
2017-01-25,5,-0.4645586944000001,97
2017-01-26,28,0.6272463872000003,63
2017-01-27,11,0.5059828736000006,88
2017-01-28,13,-0.46799943679999934,21
2017-01-29,0,-0.21528545279999986,14
2017-01-30,10,0.9184,42
2017-01-31,17,1.740864,82
2017-02-01,19,-0.5259648,82
2017-02-02,39,0.7546444799999998,114
2017-02-03,10,-0.360914432,55
2017-02-04,3,-0.19959306240000002,28
2017-02-05,5,-0.13197015040000004,6
2017-02-06,3,0.9086156799999999,69
2017-02-07,5,0.7262228480000001,73
2017-02-08,9,0.6583264256000001,75
2017-02-09,7,0.6301345791999999,43
2017-02-10,6,-0.37598771200000003,89
2017-02-11,6,0.8003946495999998,14
2017-02-12,1,-0.32756480000000004,5
2017-02-13,7,-0.17649152000000012,54
2017-02-14,12,-0.12527923200000002,92
2017-02-15,8,1.9021874176,119
2017-02-16,18,-0.46931978239999983,96
2017-02-17,19,1.7927141376,55
2017-02-18,0,-0.5253960704,27
2017-02-19,0,-0.24158771200000012,28
2017-02-20,4,0.8404586495999999,55
2017-02-21,23,0.6919424000000001,73
2017-02-22,6,0.63507456,60
2017-02-23,25,0.602366976,116
2017-02-24,18,1.5796078592,71
2017-02-25,5,-0.6159114239999999,45
2017-02-26,1,-0.3125035008000001,55
2017-02-27,16,-0.19249152000000014,107
2017-02-28,20,-0.144479232,96
2017-03-01,20,-0.11528458239999995,128
2017-03-02,9,0.9153586176,86
2017-03-03,10,-0.2607105023999999,34
2017-03-04,8,-0.12124477439999992,38
2017-03-05,0,-0.07293870079999996,7
2017-03-06,6,-0.03360000000000001,56
2017-03-07,6,2.9744639999999998,64
2017-03-08,7,0.3795712000000001,65
2017-03-09,17,-0.4569267200000002,66
2017-03-10,13,-0.2383877120000001,47
2017-03-11,8,-0.16126935040000004,17
2017-03-12,4,-0.11020800000000006,13
2017-03-13,15,-0.08682240000000005,34
2017-03-14,20,0.9287910399999999,55
2017-03-15,10,0.7399101440000002,47
2017-03-16,4,2.6682042368000003,46
2017-03-17,3,2.2595306496000003,58
2017-03-18,1,-0.9216000000000002,17
2017-03-19,0,-0.4431360000000003,12
2017-03-20,6,-0.29076480000000016,34
2017-03-21,5,-0.2147635200000001,45
2017-03-22,4,-0.16920883200000003,41
2017-03-23,0,0.8610763776000001,25
2017-03-24,8,1.6935873536000003,66
2017-03-25,0,1.4394288128000003,41
2017-03-26,2,0.3545919488,40
2017-03-27,14,-0.48960000000000015,59
2017-03-28,35,-0.2687360000000002,54
2017-03-29,7,1.8132991999999999,49
2017-03-30,1,0.45754368,37
2017-03-31,4,-0.4746347520000001,46
2017-04-01,3,-0.27152701440000004,9
2017-04-02,3,-0.18584084479999988,6
2017-04-03,0,0.8760015872000001,46
2017-04-04,16,-0.2788629504,49
2017-04-05,1,-0.1342822400000001,58
2017-04-06,8,-0.09370214399999993,58
2017-04-07,10,-0.07292641279999988,55
2017-04-08,5,-0.03800535039999998,31
2017-04-09,0,-0.02042880000000001,5
2017-04-10,11,-0.01692672000000001,59
2017-04-11,6,-0.01438771199999994,59
2017-04-12,7,-0.012469350399999964,49
2017-04-13,2,0.0,58
2017-04-14,9,0.0,62
2017-04-15,0,0.0,8
2017-04-16,10,0.0,5
2017-04-17,3,1.0,42
2017-04-18,5,-0.19999999999999996,71
2017-04-19,44,-0.08000000000000007,62
2017-04-20,7,-0.048000000000000036,57
2017-04-21,4,-0.03360000000000001,55
2017-04-22,0,-0.025536000000000014,15
2017-04-23,0,-0.02042880000000001,12
2017-04-24,2,2.98307328,41
2017-04-25,8,-0.6143877119999998,70
2017-04-26,3,1.7475306495999998,50
2017-04-27,5,1.456,72
2017-04-28,2,-0.6608,79
2017-04-29,1,-0.33260800000000024,24
2017-04-30,2,-0.22448640000000014,13
2017-05-01,10,1.8309478399999999,34
2017-05-02,9,2.4649072640000003,65
2017-05-03,30,-0.8721190912,53
2017-05-04,14,0.6013711359999998,62
2017-05-05,5,1.5350858752,65
2017-05-06,0,1.3431892992,18
2017-05-07,0,-0.7254656000000002,4
2017-05-08,5,-0.3847398400000003,49
2017-05-09,9,0.731708416,50
2017-05-10,6,1.5931973632000003,62
2017-05-11,8,-0.6262643711999999,70
2017-05-12,4,-0.29709875200000013,78
2017-05-13,0,-0.20469821439999997,18
2017-05-14,0,-0.14645012479999986,9
2017-05-15,3,-0.09643950079999997,96
2017-05-16,14,-0.05778432000000003,75
2017-05-17,7,-0.04824115199999996,99
2017-05-18,2,2.9587552256,74
2017-05-19,2,-0.6249387007999998,85
2017-05-20,2,-0.2400000000000002,46
2017-05-21,4,-0.1440000000000001,16
2017-05-22,1,5.8991999999999996,65
2017-05-23,13,1.7233920000000003,81
2017-05-24,5,-1.1412864000000003,77
2017-05-25,7,3.4212198399999996,82
2017-05-26,8,0.8112368640000001,111
2017-05-27,1,-1.0114240512000001,34
2017-05-28,0,-0.5511808000000004,11
2017-05-29,0,-0.39324672000000027,53
2017-05-30,16,-0.3064504319999998,95
2017-05-31,33,-0.2507664383999997,99
2017-06-01,0,-0.14597253119999995,88
2017-06-02,4,1.9085957120000003,55
2017-06-03,1,-0.47865282559999967,72
2017-06-04,1,0.8150612991999999,29
2017-06-05,2,-0.29600000000000004,72
2017-06-06,3,-0.1472000000000001,91
2017-06-07,3,-0.09907200000000006,68
2017-06-08,5,-0.07445760000000004,54
2017-06-09,5,-0.05938944000000003,44
2017-06-10,0,-0.049204223999999894,13
2017-06-11,0,-0.04186542079999994,10
2017-06-12,2,-0.01438771199999994,40
2017-06-13,0,-0.012469350399999964,71
2017-06-14,0,0.0,61
2017-06-15,4,3.0,47
2017-06-16,8,1.4000000000000001,53
2017-06-17,1,-0.6400000000000001,27
2017-06-18,0,-0.30400000000000027,5
2017-06-19,0,0.8031999999999999,25
2017-06-20,1,4.656192,38
2017-06-21,3,0.8076416000000002,54
2017-06-22,19,1.0603622399999997,78
2017-06-23,9,0.08938342399999988,116
2017-06-24,7,0.2842805248,39
2017-06-25,9,-0.6162475008000001,3
2017-06-26,6,2.63465728,67
2017-06-27,2,1.127449088,54
2017-06-28,3,0.14174504960000012,47
2017-06-29,6,4.325059584,53
2017-06-30,2,3.6321303552,48
2017-07-01,1,-1.6480611328,23
2017-07-02,3,-0.8128154624000006,5
2017-07-03,19,-0.5376431104000003,29
2017-07-04,1,-0.39312537599999997,32
2017-07-05,5,1.6870658048,49
2017-07-06,19,-0.6261040127999999,36
2017-07-07,142,-0.32904151039999985,38
2017-07-08,8,-0.23028531199999958,41
2017-07-09,1,-0.12954675199999985,6
2017-07-10,5,2.948928,23
2017-07-11,5,16.3591424,15
2017-07-12,1,0.3261465600000002,118
2017-07-13,6,-2.332775424000001,50
2017-07-14,7,-0.26173870080000095,76
2017-07-15,0,1.9601919999999997,14
2017-07-16,2,-1.3097984000000003,19
2017-07-17,18,-0.7882137600000005,70
2017-07-18,21,7.409767424,94
2017-07-19,27,2.9239579648000014,100
2017-07-20,14,-2.0065666047999997,107
2017-07-21,39,2.0879094783999994,74
2017-07-22,8,-1.173967872,32
2017-07-23,11,-0.6679204864000001,2
2017-07-24,27,-0.47251845120000013,52
2017-07-25,21,1.66164224,96
2017-07-26,34,-0.6763432959999995,69
2017-07-27,9,-0.39297976319999955,25
2017-07-28,6,1.7908730880000001,84
2017-07-29,2,-0.5103631359999997,13
2017-07-30,3,-0.24848005120000005,4
2017-07-31,19,-0.13685760000000008,52
2017-08-01,20,-0.10105344000000005,47
2017-08-02,20,-0.0798474239999999,80
2017-08-03,3,-0.06579630079999996,101
2017-08-04,37,0.96614656,64
2017-08-05,1,-0.22877542399999984,39
2017-08-06,2,-0.1049387008,16
2017-08-07,22,0.952,59
2017-08-08,13,-0.23359999999999997,61
2017-08-09,5,1.894464,55
2017-08-10,18,-0.4684288,88
2017-08-11,19,-0.21052672000000017,58
2017-08-12,10,-0.13592371200000003,41
