,gitlabhq/gitlabhq,gitbucket/gitbucket,gogs/gogs
2016-04-28,49.63695515318594,0,0
2016-04-29,1.4204962370265548,6,0
2016-04-30,-21.276328188384376,4,0
2016-05-01,-11.586711460126558,0,0
2016-05-02,11.414722890225,6,0
2016-05-03,29.059304688493746,0,0
2016-05-04,57.14340602007031,0,0
2016-05-05,22.8137513748625,8,0
2016-05-06,10.107060738006247,0,4
2016-05-07,-18.00131119205625,0,1
2016-05-08,3.066499589792194,0,0
2016-05-09,50.78507604354063,0,0
2016-05-10,24.323812031974995,0,0
2016-05-11,22.69557768545625,0,4
