,python/cpython,ruby/ruby,php/php-src
2016-08-17,26,7,87
2016-08-18,6,4,46
2016-08-19,42,7,25
2016-08-20,18,6,15
2016-08-21,19,3,28
2016-08-22,22,7,7
2016-08-23,24,4,16
2016-08-24,24,11,4
2016-08-25,6,2,26
2016-08-26,8,10,12
2016-08-27,9,1,5
2016-08-28,0,2,12
2016-08-29,10,7,71
2016-08-30,16,12,39
2016-08-31,19,6,38
2016-09-01,7,8,27
2016-09-02,16,1,38
2016-09-03,13,4,19
2016-09-04,8,6,10
2016-09-05,52,4,63
2016-09-06,73,5,23
2016-09-07,82,19,3
2016-09-08,105,12,20
2016-09-09,112,11,33
2016-09-10,83,2,15
2016-09-11,72,7,31
2016-09-12,54,8,21
2016-09-13,48,13,79
2016-09-14,29,5,31
2016-09-15,44,3,16
2016-09-16,18,8,19
2016-09-17,32,4,5
2016-09-18,24,5,3
2016-09-19,28,4,19
2016-09-20,14,6,7
2016-09-21,23,6,14
2016-09-22,18,5,28
2016-09-23,19,16,45
2016-09-24,13,10,24
2016-09-25,6,7,12
2016-09-26,27,11,34
2016-09-27,21,15,7
2016-09-28,30,8,37
2016-09-29,16,10,15
2016-09-30,33,7,32
2016-10-01,13,11,10
2016-10-02,39,1,6
2016-10-03,10,10,10
2016-10-04,26,8,7
2016-10-05,20,9,27
2016-10-06,21,15,11
2016-10-07,18,3,17
2016-10-08,31,4,16
2016-10-09,29,5,4
2016-10-10,17,6,26
2016-10-11,15,10,26
2016-10-12,9,11,72
2016-10-13,14,6,70
2016-10-14,12,9,32
2016-10-15,11,7,17
2016-10-16,9,1,12
2016-10-17,9,3,58
2016-10-18,16,7,39
2016-10-19,26,5,11
2016-10-20,21,6,29
2016-10-21,38,9,9
2016-10-22,12,7,5
2016-10-23,19,3,9
2016-10-24,10,7,9
2016-10-25,47,4,16
2016-10-26,9,5,14
2016-10-27,21,8,20
2016-10-28,21,13,11
2016-10-29,23,5,23
2016-10-30,28,3,21
2016-10-31,18,7,12
2016-11-01,7,10,18
2016-11-02,14,2,4
2016-11-03,16,4,9
2016-11-04,10,8,18
2016-11-05,7,53,14
2016-11-06,20,29,14
2016-11-07,21,17,15
2016-11-08,27,14,12
2016-11-09,41,1,17
2016-11-10,12,15,16
2016-11-11,17,21,0
2016-11-12,12,30,35
2016-11-13,13,10,22
2016-11-14,18,11,4
2016-11-15,22,8,2
2016-11-16,27,10,58
2016-11-17,15,5,56
2016-11-18,5,10,35
2016-11-19,6,12,4
2016-11-20,52,8,50
2016-11-21,63,13,38
2016-11-22,30,10,40
2016-11-23,5,10,4
2016-11-24,11,6,33
2016-11-25,10,1,17
2016-11-26,6,5,20
2016-11-27,0,5,28
2016-11-28,10,8,10
2016-11-29,9,23,1
2016-11-30,1,12,12
2016-12-01,6,11,27
2016-12-02,10,4,26
2016-12-03,8,9,15
2016-12-04,9,9,17
2016-12-05,11,6,6
2016-12-06,25,17,41
2016-12-07,19,15,24
2016-12-08,30,8,14
2016-12-09,17,7,12
2016-12-10,21,12,4
2016-12-11,14,2,13
2016-12-12,7,15,27
2016-12-13,11,4,11
2016-12-14,12,9,13
2016-12-15,29,6,8
2016-12-16,34,9,24
2016-12-17,13,12,16
2016-12-18,11,3,19
2016-12-19,21,4,8
2016-12-20,7,14,18
2016-12-21,9,16,22
2016-12-22,12,11,19
2016-12-23,9,6,1
2016-12-24,16,9,0
2016-12-25,6,10,0
2016-12-26,2,14,11
2016-12-27,30,8,9
2016-12-28,20,2,10
2016-12-29,4,6,19
2016-12-30,15,1,16
2016-12-31,14,6,19
2017-01-01,3,6,40
2017-01-02,47,4,28
2017-01-03,21,9,52
2017-01-04,7,4,38
2017-01-05,4,4,33
2017-01-06,17,4,80
2017-01-07,5,8,52
2017-01-08,15,8,24
2017-01-09,25,3,54
2017-01-10,8,8,43
2017-01-11,16,9,10
2017-01-12,18,4,20
2017-01-13,20,8,28
2017-01-14,11,8,10
2017-01-15,2,5,7
2017-01-16,16,7,26
2017-01-17,25,3,20
2017-01-18,24,7,28
2017-01-19,8,10,9
2017-01-20,14,10,11
2017-01-21,6,3,15
2017-01-22,7,6,13
2017-01-23,27,16,11
2017-01-24,15,4,6
2017-01-25,7,7,10
2017-01-26,2,9,12
2017-01-27,5,12,6
2017-01-28,1,7,8
2017-01-29,17,6,5
2017-01-30,2,16,22
2017-01-31,6,15,16
2017-02-01,17,7,33
2017-02-02,20,14,20
2017-02-03,1,14,35
2017-02-04,35,13,1
2017-02-05,7,11,6
2017-02-06,14,5,4
2017-02-07,9,13,13
2017-02-08,6,5,7
2017-02-09,10,9,1
2017-02-10,21,11,8
2017-02-11,5,7,17
2017-02-12,7,9,21
2017-02-13,6,11,6
2017-02-14,8,5,2
2017-02-15,10,6,20
2017-02-16,5,6,13
2017-02-17,0,6,8
2017-02-18,3,6,3
2017-02-19,3,1,3
2017-02-20,7,13,0
2017-02-21,7,11,9
2017-02-22,6,10,9
2017-02-23,6,8,9
2017-02-24,7,12,15
2017-02-25,9,7,6
2017-02-26,10,3,3
2017-02-27,6,18,6
2017-02-28,6,7,7
2017-03-01,13,11,13
2017-03-02,14,6,26
2017-03-03,17,7,4
2017-03-04,8,10,1
