,JuliaLang/julia,python/cpython,rust-lang/rust
2023-05-19,6,19,39
2023-05-20,5,14,62
2023-05-21,5,20,44
2023-05-22,5,23,64
2023-05-23,4,15,75
2023-05-24,4,30,75
2023-05-25,3,17,105
2023-05-26,8,23,119
2023-05-27,2,9,46
2023-05-28,0,4,51
2023-05-29,4,7,66
2023-05-30,8,18,72
2023-05-31,13,20,80
2023-06-01,6,19,100
2023-06-02,6,14,105
2023-06-03,2,2,61
2023-06-04,2,4,53
2023-06-05,5,13,116
2023-06-06,8,29,67
2023-06-07,8,24,73
2023-06-08,4,14,76
2023-06-09,8,20,66
2023-06-10,2,2,72
2023-06-11,1,15,62
2023-06-12,4,9,108
2023-06-13,11,16,84
2023-06-14,8,30,102
2023-06-15,8,13,78
2023-06-16,8,10,81
2023-06-17,10,1,73
2023-06-18,2,4,58
2023-06-19,7,8,125
2023-06-20,10,7,107
2023-06-21,5,12,111
2023-06-22,14,10,85
2023-06-23,2,13,77
2023-06-24,4,3,55
2023-06-25,4,3,61
2023-06-26,7,13,62
2023-06-27,10,12,113
2023-06-28,11,16,101
2023-06-29,10,9,93
2023-06-30,11,18,99
2023-07-01,3,11,61
2023-07-02,3,11,72
2023-07-03,4,26,112
2023-07-04,2,19,67
2023-07-05,14,9,100
2023-07-06,13,12,69
2023-07-07,11,12,89
2023-07-08,4,8,83
2023-07-09,2,7,41
2023-07-10,10,16,103
2023-07-11,12,25,53
2023-07-12,9,13,81
2023-07-13,13,12,84
2023-07-14,10,11,92
2023-07-15,10,8,33
2023-07-16,4,7,74
2023-07-17,9,15,76
2023-07-18,8,13,84
2023-07-19,13,6,80
2023-07-20,4,12,96
2023-07-21,3,12,103
2023-07-22,4,40,94
2023-07-23,6,26,38
2023-07-24,12,20,100
2023-07-25,3,26,94
2023-07-26,7,18,83
2023-07-27,6,23,90
2023-07-28,2,14,78
2023-07-29,3,11,73
2023-07-30,0,2,103
2023-07-31,7,18,131
2023-08-01,5,10,87
2023-08-02,10,8,109
2023-08-03,10,9,96
2023-08-04,3,17,99
2023-08-05,3,7,70
2023-08-06,1,7,73
2023-08-07,2,19,88
2023-08-08,4,15,96
2023-08-09,9,12,73
2023-08-10,9,12,53
2023-08-11,6,11,72
2023-08-12,1,4,40
2023-08-13,0,4,49
2023-08-14,16,7,89
2023-08-15,3,12,98
