,NativeScript/NativeScript,ionic-team/ionic-framework,flutter/flutter
2015-08-08,0,0,-4.505066598399999
2015-08-09,0,0,-6.833243443200003
2015-08-10,5,6,22.9307065344
2015-08-11,8,3,41.679702835200004
2015-08-12,7,19,-3.4293987327999993
2015-08-13,11,9,20.8292819968
2015-08-14,4,1,5.6029636608
2015-08-15,0,0,-9.5890587648
2015-08-16,0,0,-5.584996249600001
2015-08-17,0,0,22.329357107199996
2015-08-18,6,10,12.003198976
2015-08-19,2,7,20.630772019200002
2015-08-20,1,6,15.715176448000001
2015-08-21,1,8,6.7898515455999995
2015-08-22,0,3,0.17339238399999957
2015-08-23,1,1,-6.636247756800002
2015-08-24,4,8,17.001185279999998
2015-08-25,7,3,41.827813888
2015-08-26,3,6,29.149506969600004
2015-08-27,6,2,8.788161024
2015-08-28,18,24,12.495094886399999
2015-08-29,0,4,-0.8877906943999996
2015-08-30,0,0,-2.818537164800002
2015-08-31,5,23,17.3468555264
2015-09-01,12,20,5.729146368
2015-09-02,8,8,12.599005593600001
2015-09-03,12,19,19.8188729344
2015-09-04,26,27,13.311012044800002
2015-09-05,3,3,-6.2125879296
2015-09-06,0,4,-5.262490112000002
2015-09-07,7,3,-3.1188184064000017
2015-09-08,0,17,5.8780292096
2015-09-09,8,18,7.861759590400002
2015-09-10,11,6,7.2259077120000015
2015-09-11,6,14,15.981807513600002
2015-09-12,1,3,-5.858987929599998
2015-09-13,1,3,-3.4831947776000014
2015-09-14,7,16,8.9373169664
2015-09-15,6,26,0.31562485760000003
2015-09-16,7,4,26.1599190016
2015-09-17,7,6,16.4094618624
2015-09-18,21,17,15.6202253312
2015-09-19,1,6,1.0040031232000004
2015-09-20,0,0,-5.649504870400001
2015-09-21,6,6,10.020677529599997
2015-09-22,0,29,22.402329088000002
2015-09-23,5,12,23.1072562176
2015-09-24,5,14,15.0353864704
2015-09-25,10,10,28.0826184704
2015-09-26,0,0,-2.548569497599999
2015-09-27,0,3,-6.1042794496000035
2015-09-28,5,27,-0.9908136960000027
2015-09-29,11,20,18.916096921599998
2015-09-30,17,16,26.6402653184
2015-10-01,22,15,30.411937484800003
2015-10-02,5,26,2.745433395199999
2015-10-03,0,6,4.493115801599998
2015-10-04,0,10,-7.962357657600002
2015-10-05,11,31,20.723789209599996
2015-10-06,6,48,27.1256921088
2015-10-07,7,35,0.8757913600000009
2015-10-08,6,27,14.9943138304
2015-10-09,18,40,12.897966592000003
2015-10-10,1,7,1.9398305792000006
2015-10-11,0,3,-3.7239661568000013
2015-10-12,10,10,19.620672512
2015-10-13,12,9,17.456849817600002
2015-10-14,17,3,9.064972697600002
2015-10-15,20,6,10.9671274496
2015-10-16,12,23,8.147989196800001
2015-10-17,0,0,-4.3390176256
2015-10-18,0,19,-1.460210483200001
2015-10-19,10,9,22.7453161472
2015-10-20,10,14,9.768267878400001
2015-10-21,17,7,12.063490048
2015-10-22,13,3,7.744062361600001
2015-10-23,6,3,19.4325146624
2015-10-24,0,0,-4.577672192
2015-10-25,0,0,-5.948462284800003
2015-10-26,4,9,34.3235119104
2015-10-27,2,18,11.692621414400003
2015-10-28,10,11,13.4414815232
2015-10-29,20,23,21.3537123328
2015-10-30,20,38,1.5884441599999999
2015-10-31,0,10,-4.566179430400002
2015-11-01,0,0,-4.847497420800002
2015-11-02,29,33,15.072076287999998
2015-11-03,14,24,32.310600704
2015-11-04,6,10,20.3526596608
2015-11-05,8,20,9.0367101952
2015-11-06,30,13,9.669487308799999
2015-11-07,0,2,4.326690201599998
2015-11-08,0,2,-4.103830323200002
2015-11-09,18,8,9.414652006399997
2015-11-10,27,5,23.2000444416
2015-11-11,9,7,13.858181734400002
2015-11-12,12,23,16.8773474304
2015-11-13,5,13,16.3081572352
2015-11-14,0,7,-6.9713398784
2015-11-15,0,0,-6.653433856000002
2015-11-16,9,22,14.765049446399999
2015-11-17,10,32,24.1475421184
2015-11-18,10,14,13.879637504000002
2015-11-19,2,12,13.97787136
2015-11-20,2,18,22.9271307264
2015-11-21,0,2,-2.9916315647999987
2015-11-22,0,6,2.027613491199997
2015-11-23,20,15,8.271958118399997
2015-11-24,7,21,13.757949952
2015-11-25,15,25,11.3954427904
2015-11-26,6,1,10.221929369600002
2015-11-27,11,0,-6.554370457599999
2015-11-28,0,4,-3.0993273856000005
2015-11-29,0,5,0.3030668288
2015-11-30,7,13,11.8558731264
2015-12-01,10,21,10.927069696
2015-12-02,10,18,14.073864192000002
2015-12-03,5,28,15.902452121600001
2015-12-04,10,38,30.828391424000003
2015-12-05,0,13,15.098098278399998
2015-12-06,0,5,-11.132429004800002
2015-12-07,3,32,24.021228851199997
2015-12-08,10,51,21.8611753984
2015-12-09,3,36,14.071255552
2015-12-10,10,49,16.4372263936
2015-12-11,4,38,-3.016024064
2015-12-12,8,7,-1.434217267200001
2015-12-13,0,0,-6.642388889599999
2015-12-14,11,28,22.9050683392
2015-12-15,9,24,21.742156800000004
2015-12-16,9,33,15.528387584000003
2015-12-17,3,28,0.49434091520000045
2015-12-18,7,18,-1.6496011264000003
2015-12-19,0,11,-5.622590259200001
2015-12-20,0,0,0.5878042623999988
2015-12-21,4,7,3.7212931071999993
2015-12-22,6,6,-0.6299146239999995
2015-12-23,2,6,-2.938331340799998
2015-12-24,0,1,0.23267225600000185
2015-12-25,0,0,-0.4653722623999985
2015-12-26,0,0,2.0552436736000006
2015-12-27,0,0,-1.1381325824
2015-12-28,1,4,3.407475712
2015-12-29,0,11,0.7699564544000006
2015-12-30,0,10,1.9823578112000002
2015-12-31,0,8,2.8797017088
2016-01-01,0,7,-1.377388544
2016-01-02,0,4,9.276549427199999
2016-01-03,0,2,-2.4812196863999993
2016-01-04,2,19,6.8430194688
2016-01-05,0,24,5.665165312
2016-01-06,0,21,12.2128518144
2016-01-07,1,19,25.5848312832
2016-01-08,3,22,7.847953100800002
2016-01-09,0,3,-2.0122326016000027
2016-01-10,0,14,2.264404479999998
2016-01-11,11,13,25.617422335999997
2016-01-12,16,13,14.339372544
2016-01-13,10,6,2.0058027007999986
2016-01-14,4,19,8.006887116799998
2016-01-15,8,15,7.837604864000001
2016-01-16,0,2,1.9012008960000006
2016-01-17,0,1,-5.679727206400001
2016-01-18,6,3,9.634379264
2016-01-19,13,18,11.948011827200002
2016-01-20,12,15,19.676936192
2016-01-21,3,11,14.580783308800001
2016-01-22,5,13,12.2764614656
2016-01-23,0,6,-3.7463644160000005
2016-01-24,2,0,2.326183935999998
2016-01-25,8,15,6.875702886399999
2016-01-26,16,5,11.421128704
2016-01-27,5,40,13.2350942208
2016-01-28,3,21,10.263141171200001
2016-01-29,4,12,6.2637863936
2016-01-30,0,3,-2.9146330111999994
2016-01-31,0,7,4.395533721599999
2016-02-01,10,32,7.364621312
2016-02-02,8,41,11.7892144128
2016-02-03,12,21,19.615619891199998
2016-02-04,14,31,17.3690386432
2016-02-05,11,42,6.443920896
2016-02-06,0,6,7.916925644799999
2016-02-07,1,5,-7.665319833600002
2016-02-08,5,6,6.684686950399998
2016-02-09,13,8,32.7266842624
2016-02-10,15,39,15.208357171200001
2016-02-11,17,16,17.470409011199997
2016-02-12,9,12,45.8304280576
2016-02-13,1,17,1.7290699776000018
2016-02-14,1,9,8.797602201599997
2016-02-15,15,7,3.7772660735999963
2016-02-16,5,5,10.445163007999998
2016-02-17,7,17,23.0020509696
2016-02-18,17,24,-4.597089587199999
2016-02-19,9,9,15.6797147136
2016-02-20,0,6,-0.9988938751999967
2016-02-21,0,11,4.630467379200001
2016-02-22,4,14,12.414975590400001
2016-02-23,7,29,14.306955161600001
2016-02-24,24,22,12.391929344000001
2016-02-25,15,10,33.145089536
2016-02-26,1,2,24.8024772608
2016-02-27,3,2,8.9650700288
2016-02-28,0,7,-6.943413657600001
2016-02-29,9,23,1.3326260223999968
2016-03-01,8,11,16.1222966272
2016-03-02,6,11,14.9299139584
2016-03-03,2,13,36.1089876992
2016-03-04,1,26,13.366701977600002
2016-03-05,0,5,-4.9965283328000005
2016-03-06,0,12,7.485026508799999
2016-03-07,9,18,9.676599500799998
2016-03-08,7,0,18.549102079999997
2016-03-09,15,11,10.6190843904
2016-03-10,4,5,21.0513763328
2016-03-11,7,15,32.2121462784
2016-03-12,1,7,14.906431385600001
2016-03-13,0,5,-4.505861427200003
2016-03-14,1,8,24.923927244799998
2016-03-15,5,11,6.425469337599999
2016-03-16,9,3,-2.6852544512000005
2016-03-17,7,1,14.117110067199999
2016-03-18,7,4,32.6102608896
2016-03-19,1,0,-7.761893990399997
2016-03-20,0,0,-8.1971864576
2016-03-21,12,1,30.093286399999997
2016-03-22,8,6,2.6525635584000025
2016-03-23,8,5,16.0437161984
2016-03-24,14,5,27.7443672064
2016-03-25,13,0,10.6302204928
2016-03-26,0,0,-1.0227299328000008
2016-03-27,0,0,2.9205850111999982
2016-03-28,9,2,11.107110297599998
2016-03-29,7,1,22.10845952
2016-03-30,7,1,14.3230976
2016-03-31,3,8,12.507482316799999
2016-04-01,2,14,17.6490916864
2016-04-02,0,1,-6.2939153408
2016-04-03,0,0,-4.934664499200003
2016-04-04,2,1,3.244296703999998
2016-04-05,0,14,6.0572087296
2016-04-06,3,9,7.631881932800002
2016-04-07,1,12,15.246025728000001
2016-04-08,11,3,11.693384704000001
2016-04-09,0,2,-4.493030195199999
2016-04-10,0,4,-4.4640602112000005
2016-04-11,7,24,7.359179263999999
2016-04-12,4,19,11.0895352832
2016-04-13,18,9,7.706944204800001
2016-04-14,15,20,4.5755805696
2016-04-15,16,14,10.056862412800001
