,NativeScript/NativeScript,facebook/react-native,flutter/flutter
2015-10-18,0,5,-3.8133087158203125
2015-10-19,10,21,21.01739501953125
2015-10-20,10,26,1.359527587890625
2015-10-21,17,37,5.4244537353515625
2015-10-22,13,24,0.59356689453125
2015-10-23,6,19,13.385848999023438
2015-10-24,0,7,-13.778656005859375
2015-10-25,0,1,-9.004440307617188
2015-10-26,4,25,33.61541748046875
2015-10-27,2,34,0.097991943359375
2015-10-28,10,34,5.1357879638671875
2015-10-29,20,22,12.968536376953125
2015-10-30,20,23,-9.19964599609375
2015-10-31,0,11,-10.319549560546875
2015-11-01,0,0,-7.2018280029296875
2015-11-02,29,16,14.229629516601562
2015-11-03,14,28,26.44586181640625
2015-11-04,6,22,7.841827392578125
2015-11-05,8,28,-2.5181884765625
2015-11-06,30,24,1.3446807861328125
2015-11-07,0,9,-3.2613372802734375
2015-11-08,0,3,-9.728866577148438
2015-11-09,18,21,7.141998291015625
2015-11-10,27,27,18.225204467773438
2015-11-11,9,18,4.1170806884765625
2015-11-12,12,13,8.180465698242188
2015-11-13,5,21,6.696258544921875
2015-11-14,0,10,-16.755599975585938
2015-11-15,0,0,-9.5938720703125
2015-11-16,9,16,14.039520263671875
2015-11-17,10,29,18.241424560546875
2015-11-18,10,33,3.7336273193359375
2015-11-19,2,13,5.197845458984375
2015-11-20,2,22,14.187896728515625
2015-11-21,0,2,-14.442977905273438
2015-11-22,0,2,-2.6467437744140625
2015-11-23,20,25,4.23321533203125
2015-11-24,7,37,8.501739501953125
2015-11-25,15,16,4.2540435791015625
2015-11-26,6,28,3.0848846435546875
2015-11-27,11,14,-13.4642333984375
2015-11-28,0,1,-4.899444580078125
2015-11-29,0,4,-0.7395782470703125
2015-11-30,7,19,10.434463500976562
2015-12-01,10,25,6.22332763671875
2015-12-02,10,25,8.591690063476562
2015-12-03,5,23,9.013442993164062
2015-12-04,10,8,22.764495849609375
2015-12-05,0,6,1.9921112060546875
2015-12-06,0,6,-21.451324462890625
2015-12-07,3,11,22.098175048828125
2015-12-08,10,22,12.252166748046875
2015-12-09,3,17,2.9618377685546875
2015-12-10,10,22,6.7799072265625
2015-12-11,4,18,-13.123321533203125
2015-12-12,8,14,-5.8918914794921875
2015-12-13,0,11,-9.659835815429688
2015-12-14,11,22,22.323593139648438
2015-12-15,9,36,13.50372314453125
2015-12-16,9,27,5.366058349609375
2015-12-17,3,17,-8.95416259765625
2015-12-18,7,18,-6.618499755859375
2015-12-19,0,5,-8.446258544921875
2015-12-20,0,7,-0.0169830322265625
2015-12-21,4,9,2.3577117919921875
2015-12-22,6,8,-2.905242919921875
2015-12-23,2,28,-4.1209259033203125
2015-12-24,0,10,0.063262939453125
2015-12-25,0,3,-1.09466552734375
2015-12-26,0,7,1.6608123779296875
2015-12-27,0,2,-2.105499267578125
2015-12-28,1,5,3.2576904296875
2015-12-29,0,16,-0.464874267578125
2015-12-30,0,22,1.1988067626953125
2015-12-31,0,6,1.8325042724609375
2016-01-01,0,4,-2.76007080078125
2016-01-02,0,4,9.041748046875
2016-01-03,0,5,-5.5540924072265625
2016-01-04,2,24,6.3735198974609375
2016-01-05,0,22,3.1195068359375
2016-01-06,0,37,9.4091796875
2016-01-07,1,31,20.60101318359375
2016-01-08,3,18,-1.9776763916015625
2016-01-09,0,7,-8.42352294921875
2016-01-10,0,3,-0.47467041015625
2016-01-11,11,7,22.890899658203125
2016-01-12,16,17,4.825927734375
2016-01-13,10,12,-6.3692626953125
2016-01-14,4,14,3.244659423828125
2016-01-15,8,16,2.4074554443359375
2016-01-16,0,6,-3.542144775390625
2016-01-17,0,4,-9.339141845703125
2016-01-18,6,18,8.949508666992188
2016-01-19,13,10,7.8760833740234375
2016-01-20,12,22,14.0
2016-01-21,3,34,5.8721466064453125
2016-01-22,5,17,3.9370269775390625
2016-01-23,0,6,-11.524581909179688
2016-01-24,2,1,-0.5910491943359375
2016-01-25,8,14,3.7968292236328125
2016-01-26,16,10,7.260955810546875
2016-01-27,5,15,7.4754486083984375
2016-01-28,3,14,3.3486480712890625
2016-01-29,4,26,-0.27569580078125
2016-01-30,0,3,-8.262680053710938
2016-01-31,0,6,2.2093353271484375
2016-02-01,10,22,4.1737213134765625
2016-02-02,8,25,7.657470703125
2016-02-03,12,24,13.853546142578125
2016-02-04,14,11,8.639602661132812
2016-02-05,11,11,-2.788818359375
2016-02-06,0,18,1.504119873046875
2016-02-07,1,5,-13.701690673828125
2016-02-08,5,20,5.569976806640625
2016-02-09,13,20,29.101638793945312
2016-02-10,15,21,3.256866455078125
2016-02-11,17,8,7.8520660400390625
2016-02-12,9,25,35.735321044921875
2016-02-13,1,3,-17.161102294921875
2016-02-14,1,3,-0.039306640625
2016-02-15,15,10,-4.373291015625
2016-02-16,5,19,4.405792236328125
2016-02-17,7,16,15.901046752929688
2016-02-18,17,15,-15.652435302734375
2016-02-19,9,19,11.506500244140625
2016-02-20,0,4,-9.042449951171875
2016-02-21,0,1,0.6474456787109375
2016-02-22,4,15,8.026077270507812
2016-02-23,7,10,7.8567352294921875
2016-02-24,24,23,4.7458953857421875
2016-02-25,15,12,25.576324462890625
2016-02-26,1,30,10.893630981445312
2016-02-27,3,3,-4.7340087890625
