,golang/go,swiftlang/swift,rust-lang/rust
2023-04-07,20,37,70
2023-04-08,3,17,48
2023-04-09,0,10,85
2023-04-10,17,18,64
2023-04-11,30,48,101
2023-04-12,16,66,108
2023-04-13,16,76,99
2023-04-14,19,41,104
2023-04-15,0,19,47
2023-04-16,0,9,111
2023-04-17,11,26,90
2023-04-18,22,43,60
2023-04-19,12,57,83
2023-04-20,18,47,104
2023-04-21,24,46,94
2023-04-22,1,16,101
2023-04-23,0,5,70
2023-04-24,14,37,90
2023-04-25,9,47,93
2023-04-26,8,38,101
2023-04-27,8,49,109
2023-04-28,18,48,92
2023-04-29,0,18,95
2023-04-30,2,4,56
2023-05-01,7,38,64
2023-05-02,17,103,150
2023-05-03,20,68,68
2023-05-04,23,75,67
2023-05-05,23,57,120
2023-05-06,0,35,118
2023-05-07,0,6,64
2023-05-08,11,63,83
2023-05-09,16,59,70
2023-05-10,26,30,67
2023-05-11,28,49,72
2023-05-12,39,46,74
2023-05-13,1,18,63
2023-05-14,0,10,57
2023-05-15,9,39,79
2023-05-16,21,56,72
2023-05-17,29,37,54
2023-05-18,22,40,102
2023-05-19,45,38,39
2023-05-20,8,12,62
2023-05-21,0,0,44
2023-05-22,26,31,64
2023-05-23,57,52,75
2023-05-24,63,38,75
2023-05-25,29,49,105
2023-05-26,19,44,119
2023-05-27,3,12,46
2023-05-28,0,8,51
2023-05-29,0,16,66
2023-05-30,21,30,72
2023-05-31,27,43,80
2023-06-01,28,49,100
2023-06-02,10,44,105
2023-06-03,3,24,61
2023-06-04,1,3,53
2023-06-05,10,55,116
2023-06-06,23,80,67
2023-06-07,12,108,73
2023-06-08,11,53,76
2023-06-09,8,46,66
2023-06-10,2,35,72
2023-06-11,4,5,62
2023-06-12,12,56,108
2023-06-13,16,56,84
2023-06-14,9,67,102
2023-06-15,9,61,78
2023-06-16,16,60,81
2023-06-17,1,19,73
2023-06-18,0,3,58
2023-06-19,1,17,125
2023-06-20,9,39,107
2023-06-21,8,67,111
2023-06-22,5,56,85
2023-06-23,6,54,77
2023-06-24,2,11,55
2023-06-25,0,0,61
2023-06-26,7,28,62
2023-06-27,6,33,113
2023-06-28,3,55,101
2023-06-29,9,62,93
2023-06-30,1,54,99
2023-07-01,0,14,61
2023-07-02,0,3,72
2023-07-03,0,24,112
2023-07-04,3,62,67
2023-07-05,4,50,100
2023-07-06,6,57,69
2023-07-07,5,70,89
2023-07-08,0,10,83
2023-07-09,0,6,41
2023-07-10,4,23,103
2023-07-11,8,49,53
2023-07-12,6,58,81
2023-07-13,4,38,84
2023-07-14,3,44,92
2023-07-15,0,4,33
2023-07-16,0,2,74
2023-07-17,4,46,76
2023-07-18,10,60,84
2023-07-19,2,99,80
2023-07-20,32,42,96
2023-07-21,23,57,103
2023-07-22,0,35,94
2023-07-23,0,8,38
2023-07-24,5,39,100
2023-07-25,7,66,94
2023-07-26,14,66,83
2023-07-27,13,67,90
2023-07-28,8,76,78
2023-07-29,1,9,73
2023-07-30,0,1,103
2023-07-31,32,29,131
2023-08-01,16,68,87
2023-08-02,10,79,109
2023-08-03,19,71,96
2023-08-04,8,52,99
2023-08-05,3,34,70
2023-08-06,0,14,73
2023-08-07,39,46,88
2023-08-08,9,119,96
2023-08-09,11,88,73
2023-08-10,17,89,53
2023-08-11,16,72,72
2023-08-12,2,10,40
2023-08-13,0,5,49
2023-08-14,13,53,89
2023-08-15,22,46,98
2023-08-16,25,53,101
