,kubernetes/kubernetes,docker-archive/classicswarm,hashicorp/nomad
2015-10-15,77,4.1412445811000005,9
2015-10-16,75,1.288875453710938,22
2015-10-17,25,1.6390887409046884,9
2015-10-18,12,1.8114503719281263,0
2015-10-19,60,9.034437346912501,9
2015-10-20,56,0.36693221290156286,5
2015-10-21,72,4.8652049944812505,4
2015-10-22,52,5.655308397571876,14
2015-10-23,53,5.512258072832813,15
2015-10-24,34,-1.5403576805124999,2
2015-10-25,10,-0.8895112104046867,9
2015-10-26,44,1.3679995158453138,22
2015-10-27,66,0.32050609473593883,6
2015-10-28,32,8.435361333609375,26
2015-10-29,66,-0.24599754441562527,40
2015-10-30,56,5.230147819925,11
2015-10-31,10,-0.0801661588609377,4
2015-11-01,4,0.3143047572484382,0
2015-11-02,51,1.4829373450000003,11
2015-11-03,69,7.437719815218751,12
2015-11-04,50,0.8247657031625,5
2015-11-05,53,1.1616413090734377,27
2015-11-06,49,-0.7403239258390623,30
2015-11-07,27,-0.43459793937968666,4
2015-11-08,4,-0.3246381494812492,0
2015-11-09,32,0.7809908419484382,7
2015-11-10,48,0.7251574264328129,10
2015-11-11,51,1.7131443733031253,16
2015-11-12,130,-0.38201483881875,5
2015-11-13,58,-0.1750968311031249,6
2015-11-14,11,0.8894230449281251,0
2015-11-15,4,0.8293962375000001,0
2015-11-16,42,-0.20148920874999995,34
2015-11-17,58,-0.12048603426562493,53
2015-11-18,56,3.9106829419484375,118
2015-11-19,63,1.5356852714328122,34
2015-11-20,49,-0.4260764675718752,19
2015-11-21,25,0.7717442912499999,10
2015-11-22,8,1.7396879907343752,4
2015-11-23,68,4.6312408344484375,7
2015-11-24,57,1.2882195974640622,28
2015-11-25,96,9.42663869,38
2015-11-26,36,3.6495976054374992,19
2015-11-27,24,-1.2084400486750002,9
2015-11-28,7,0.31387582367812517,3
2015-11-29,4,0.421075731984376,1
2015-11-30,38,3.4811920151828137,10
2015-12-01,69,1.2274694623500004,14
2015-12-02,55,5.332959586289063,9
2015-12-03,84,10.991271433521876,12
2015-12-04,41,7.229241147062499,4
2015-12-05,31,1.2169580285703119,4
2015-12-06,11,2.723481440734375,0
2015-12-07,47,5.775183524448439,1
2015-12-08,42,10.507304927901563,5
2015-12-09,67,6.886723386325,19
2015-12-10,76,-1.0962903006656246,13
2015-12-11,56,7.639353324846876,38
2015-12-12,13,1.164902563678126,4
2015-12-13,8,-0.3536669843703111,0
2015-12-14,65,10.043716916579688,13
2015-12-15,66,4.215264681246875,15
2015-12-16,71,8.382844747310939,10
2015-12-17,71,2.0310343936781248,11
2015-12-18,70,3.511108460410938,26
2015-12-19,30,-1.4072160209265618,2
2015-12-20,17,-0.902495945620311,6
2015-12-21,31,-0.622085104373436,12
2015-12-22,58,3.520387901792189,18
2015-12-23,31,-0.7939660184890618,1
2015-12-24,8,-0.4362610928718744,36
2015-12-25,1,-0.29173025867187463,1
2015-12-26,2,-0.1640869752218745,0
2015-12-27,2,-0.10646126267968718,0
2015-12-28,29,-0.05264804999999984,5
2015-12-29,30,2.955625215,2
2015-12-30,29,0.6617267479374999,0
2015-12-31,6,-0.2685954101437501,0
2016-01-01,5,-0.1305000000000001,0
2016-01-02,9,-0.09048749999999979,0
2016-01-03,9,-0.06901274999999976,0
2016-01-04,24,4.9443972125,7
2016-01-05,48,13.45355689875,10
2016-01-06,39,4.335201364703124,7
2016-01-07,42,6.592735129376561,12
2016-01-08,41,3.419288647464062,9
2016-01-09,7,-1.4008587499999996,0
2016-01-10,7,-0.868419562499999,2
2016-01-11,31,5.355762843750002,4
2016-01-12,64,11.885628112421877,10
2016-01-13,49,7.001607327601563,12
2016-01-14,71,10.014446553903124,30
2016-01-15,45,-0.2818831005906257,9
2016-01-16,24,2.5231546146343757,0
2016-01-17,14,2.6515534123203137,3
2016-01-18,19,0.7323309100000015,0
2016-01-19,15,1.9511879581562512,11
2016-01-20,49,0.9485478993312513,3
2016-01-21,102,4.1061347198921885,22
2016-01-22,84,0.9534631284890631,11
2016-01-23,17,3.2068333085375005,0
2016-01-24,16,0.15205498286562513,2
2016-01-25,47,1.3939119077937505,2
2016-01-26,65,3.406754100075,14
2016-01-27,53,7.233116400881251,37
2016-01-28,65,11.751744810110937,12
2016-01-29,75,11.02908353735,19
2016-01-30,67,-0.3465511862109385,1
2016-01-31,25,0.5222443216156252,6
2016-02-01,69,13.823954334340627,14
2016-02-02,74,7.697663386432813,17
2016-02-03,80,15.702230560365624,14
2016-02-04,65,12.82347537198125,22
2016-02-05,79,0.6007080342593749,61
2016-02-06,50,0.6365391803296885,12
2016-02-07,42,-1.8170317889984353,12
2016-02-08,69,2.7963386001468784,15
2016-02-09,83,9.665806412193753,23
2016-02-10,71,9.961600849304688,19
2016-02-11,82,9.656284400359375,27
2016-02-12,70,7.475716823603125,22
2016-02-13,38,-1.3796904813874997,9
2016-02-14,32,-1.432182649190624,1
2016-02-15,57,-0.9857044801078106,3
2016-02-16,74,1.2532259391875025,9
2016-02-17,65,9.188254641684377,19
2016-02-18,58,3.421931635917188,5
2016-02-19,102,2.65329503838125,12
2016-02-20,37,1.8411119431624998,29
2016-02-21,18,-0.9549153383749994,25
2016-02-22,76,0.45179712246406334,32
2016-02-23,101,6.497458732500001,28
2016-02-24,98,7.932661848968751,4
2016-02-25,96,4.487552383521875,19
2016-02-26,96,5.5591465870625,1
2016-02-27,52,2.4991971465078127,6
2016-02-28,25,-1.2602421116906244,0
2016-02-29,51,2.2230499086421887,8
2016-03-01,88,6.138979700734376,4
2016-03-02,96,9.715340365104687,35
2016-03-03,87,5.131429950107812,11
2016-03-04,104,1.2802090253328122,9
2016-03-05,70,-1.2832338413249995,4
2016-03-06,26,-0.8111560073140611,0
2016-03-07,59,3.4335676636062518,9
2016-03-08,37,1.174052299703126,6
2016-03-09,35,1.265310255032813,3
2016-03-10,51,1.314814677826563,24
2016-03-11,68,4.377703342245313,6
2016-03-12,25,2.1597110932015626,2
2016-03-13,6,7.2665968923921875,0
2016-03-14,35,2.7782426899999995,7
2016-03-15,65,11.9321693304375,19
2016-03-16,55,6.048185296324999,28
2016-03-17,67,10.163417963896874,12
2016-03-18,37,4.727027150146874,15
2016-03-19,24,1.9957040411000007,18
2016-03-20,10,-1.6439145717265615,3
2016-03-21,35,-0.07360800923281041,16
2016-03-22,62,6.092983276400002,23
2016-03-23,42,0.6548555506531262,27
2016-03-24,28,8.981042970407813,41
2016-03-25,40,9.377522999775,37
2016-03-26,14,0.020106543459374793,13
2016-03-27,4,-1.2443694823140623,0
2016-03-28,18,6.220818306106251,21
2016-03-29,30,9.740996788234376,12
2016-03-30,34,6.137206188854687,15
2016-03-31,33,2.1396188062171873,8
2016-04-01,38,1.5210269810218753,7
2016-04-02,22,-1.2595321110312487,13
2016-04-03,12,-0.7952423414265609,1
2016-04-04,24,1.4636802836781264,2
2016-04-05,25,3.379240550140626,5
2016-04-06,17,6.156208719076563,6
2016-04-07,24,7.810205295479687,11
2016-04-08,43,5.4909298389,11
2016-04-09,11,-1.4816838491906255,4
2016-04-10,2,-0.8321250826078119,4
2016-04-11,28,-0.5731151924999989,5
2016-04-12,37,1.5546662514687515,18
2016-04-13,45,10.435997806615626,16
2016-04-14,68,21.517449044996873,19
2016-04-15,62,7.92543734135781,10
2016-04-16,25,-1.632392863932814,1
2016-04-17,25,-1.5688129677515623,0
2016-04-18,28,-1.037345774999998,2
2016-04-19,52,1.2065577200000024,14
2016-04-20,57,-0.8418403222812482,5
2016-04-21,64,0.3718969505062515,2
2016-04-22,35,6.395348751495313,14
2016-04-23,14,4.904156252251562,2
2016-04-24,9,1.9223108090890622,0
2016-04-25,32,4.175114622464062,2
2016-04-26,50,4.0110583575,3
2016-04-27,45,3.92040911146875,0
2016-04-28,82,3.853786511178125,0
2016-04-29,44,1.8146409882343753,0
2016-04-30,6,2.967178491354688,0
2016-05-01,5,0.9233107529046882,2
2016-05-02,41,2.150227151987501,2
2016-05-03,36,7.159112083564063,10
2016-05-04,54,-0.33411462150781235,2
2016-05-05,60,4.163917653492188,13
2016-05-06,86,5.957014033492188,2
2016-05-07,23,-1.3085482617265622,16
2016-05-08,19,0.267760260329688,6
2016-05-09,83,-0.6102384749249993,20
2016-05-10,71,3.5823645233812513,6
2016-05-11,68,1.280035929517188,28
2016-05-12,65,0.3749757979468754,4
2016-05-13,59,2.545986958635938,4
2016-05-14,26,0.39321553371093776,5
2016-05-15,22,-0.4391776640015621,1
2016-05-16,61,-0.24561236301562472,8
2016-05-17,84,0.814298087464063,13
2016-05-18,67,-0.24263540706249964,4
2016-05-19,65,-0.16442851992499968,6
2016-05-20,88,-0.10130911933749982,2
2016-05-21,47,0.9311400121671877,1
2016-05-22,37,0.8491183793765625,3
2016-05-23,63,0.8334391349640624,3
2016-05-24,60,2.8154063037499997,4
2016-05-25,53,1.5962691869843748,24
2016-05-26,76,5.591321897464063,0
2016-05-27,87,0.1745587374999995,11
2016-05-28,41,-0.52935995875,7
2016-05-29,28,1.6605007282343753,72
2016-05-30,42,-0.45325539930156195,1
2016-05-31,50,8.715064720698438,12
2016-06-01,59,-1.111380009082813,3
2016-06-02,65,2.4296176263609377,2
2016-06-03,65,2.325965220584375,12
2016-06-04,36,1.2927520467687506,2
2016-06-05,7,0.4038630049640627,8
2016-06-06,43,0.5249177614687504,10
2016-06-07,39,-0.4289787213218744,10
2016-06-08,63,1.7112238953593755,10
2016-06-09,51,0.5702472009265629,2
2016-06-10,78,-0.31508930279687475,186
2016-06-11,28,-0.2073676516546873,28
2016-06-12,11,-0.13841389238906218,27
2016-06-13,68,0.9096442856625002,11
2016-06-14,59,5.839592059448438,25
2016-06-15,59,0.31125174246406206,26
2016-06-16,51,-0.4287303222812502,40
2016-06-17,70,3.7369714819125,44
2016-06-18,35,0.42300939746406263,2
2016-06-19,23,-0.4105250124999998,0
2016-06-20,61,1.7348174787500001,8
2016-06-21,76,1.5995574969843753,20
2016-06-22,75,3.547968073120313,28
2016-06-23,49,3.32427377176875,7
2016-06-24,83,-0.7442606500359377,5
2016-06-25,38,-0.41692544831249984,2
2016-06-26,21,0.7016287518406255,0
2016-06-27,47,1.6959727299640632,5
2016-06-28,71,0.5965609314687503,24
2016-06-29,74,2.648542833896875,6
2016-06-30,48,1.477891757865625,4
2016-07-01,35,3.50718958779375,13
2016-07-02,30,-0.6751534226437501,0
2016-07-03,23,-0.3525219712499998,0
2016-07-04,23,-0.24859296801562464,0
2016-07-05,35,2.807001287682813,0
2016-07-06,48,-0.4504381318374998,5
2016-07-07,88,5.753060765917188,2
2016-07-08,67,2.225792031360937,5
2016-07-09,16,-0.6870584571343751,11
2016-07-10,8,-0.38794566014375,19
2016-07-11,54,2.7510389625000005,24
2016-07-12,62,4.5080309112500005,33
2016-07-13,79,1.2089727359531248,13
2016-07-14,56,2.3582552273921875,1
2016-07-15,72,-0.68517846684375,0
2016-07-16,17,-0.4227608042624994,0
2016-07-17,8,-0.27209134510781197,0
2016-07-18,63,0.8066878487500007,6
2016-07-19,89,1.7411523047031254,4
2016-07-20,90,7.620288447314063,18
2016-07-21,73,0.9870880225390619,15
2016-07-22,68,2.3168348558812495,11
2016-07-23,33,0.29936169239218724,5
2016-07-24,3,-0.5026955124999994,0
2016-07-25,38,-0.3381767212499994,39
2016-07-26,37,-0.25977280551562426,35
2016-07-27,42,-0.21162182356718684,10
2016-07-28,47,2.8288656108031254,20
2016-07-29,48,-0.4327705475687499,4
2016-07-30,23,-0.19159634036874995,1
2016-07-31,3,-0.12026487062343746,0
2016-08-01,37,-0.07038635253593725,2
2016-08-02,94,1.95164975,19
2016-08-03,80,1.7605139625,20
2016-08-04,99,0.6767189112499998,24
2016-08-05,71,0.7242950609531249,12
2016-08-06,23,0.7314784423921875,3
2016-08-07,8,-0.2470584999999999,2
2016-08-08,43,-0.15272002499999981,19
2016-08-09,62,-0.11379066749999975,24
2016-08-10,86,-0.0912652810312497,11
2016-08-11,79,-0.07630678985312478,18
2016-08-12,78,-0.05062172683749986,27
2016-08-13,34,-0.02906086180156242,5
2016-08-14,18,-0.017967165551562456,4
2016-08-15,47,0.9916011474640625,7
2016-08-16,61,-0.10000000000000009,25
2016-08-17,89,2.955,75
2016-08-18,114,5.6715,12
2016-08-19,115,-0.7556625000000006,25
2016-08-20,59,-0.37161675000000016,2
2016-08-21,49,-0.24614951249999986,1
2016-08-22,98,0.8165810537500007,9
2016-08-23,114,-0.24575485051562462,18
2016-08-24,79,3.834347983714063,9
2016-08-25,100,0.47623288345312487,16
2016-08-26,95,-0.3832689357015624,13
2016-08-27,20,-0.22550986521562494,7
2016-08-28,12,1.8756879875000003,1
2016-08-29,39,-0.2962231962499998,9
2016-08-30,81,-0.1683331130156248,11
2016-08-31,54,-0.12293565003593734,18
2016-09-01,76,-0.09069194831249972,14
2016-09-02,69,-0.07539722315937478,12
2016-09-03,21,-0.0347228775359374,0
2016-09-04,15,-0.022187392499999934,1
2016-09-05,34,-0.01913662603124995,7
2016-09-06,79,-0.016797705071874957,0
2016-09-07,79,0.0,1
2016-09-08,74,0.0,0
2016-09-09,76,0.0,1
2016-09-10,39,0.0,1
2016-09-11,31,0.0,2
2016-09-12,76,0.0,5
2016-09-13,76,0.0,4
2016-09-14,77,0.0,4
2016-09-15,68,0.0,6
2016-09-16,86,0.0,2
2016-09-17,25,0.0,1
2016-09-18,9,0.0,0
2016-09-19,37,0.0,2
2016-09-20,74,3.0,5
2016-09-21,53,1.6999999999999997,14
2016-09-22,75,-0.3350000000000003,3
2016-09-23,69,0.8244999999999999,3
2016-09-24,57,0.7810125000000001,6
2016-09-25,11,0.7653247500000002,0
2016-09-26,74,-0.24521953749999992,23
2016-09-27,94,-0.1537676137499998,7
2016-09-28,91,-0.11617158154687476,5
2016-09-29,60,0.9057255538609378,1
2016-09-30,67,-0.15717016382187493,4
2016-10-01,24,-0.07882402176562493,0
2016-10-02,8,-0.057560861801562446,0
2016-10-03,30,-0.03862966555156238,28
2016-10-04,69,-0.024515602535937424,0
2016-10-05,83,-0.01316201249999996,4
2016-10-06,45,-0.011093696249999967,10
2016-10-07,66,-0.009568313015624975,8
2016-10-08,33,-0.008398852535937478,4
2016-10-09,9,0.0,5
2016-10-10,63,0.0,8
2016-10-11,49,0.0,12
2016-10-12,82,1.0,5
2016-10-13,90,0.8999999999999999,15
2016-10-14,67,-0.14500000000000013,0
2016-10-15,50,-0.07350000000000005,2
2016-10-16,15,-0.04916249999999994,0
2016-10-17,75,0.9632207500000001,2
2016-10-18,67,0.8707212375,14
2016-10-19,101,1.8307442912499998,4
2016-10-20,68,2.705837990734375,4
2016-10-21,51,-0.45712966555156276,7
2016-10-22,34,-0.2371781025359375,1
2016-10-23,11,-0.1561037624999998,4
2016-10-24,52,0.8815232912500004,13
2016-10-25,81,-0.1953362842656248,36
2016-10-26,84,1.8753594044484376,21
2016-10-27,96,-0.2893165673171875,26
2016-10-28,67,-0.15616514411874988,22
2016-10-29,38,1.9016866923921876,7
2016-10-30,27,0.7455129875,1
2016-10-31,74,-0.23332719625,41
2016-11-01,74,0.862107661984375,51
2016-11-02,119,-0.20041124503593738,18
2016-11-03,95,-0.11703262603124981,4
2016-11-04,116,-0.08773848007187485,19
2016-11-05,35,-0.05601190499999982,5
2016-11-06,60,-0.04634707228124986,3
2016-11-07,88,0.9604719694125001,6
2016-11-08,78,-0.11949254878593754,33
2016-11-09,77,-0.05456831301562501,22
2016-11-10,66,-0.0368988525359375,23
2016-11-11,42,-0.020662499999999924,1
2016-11-12,16,-0.016116749999999947,1
2016-11-13,8,-0.01316201249999996,0
2016-11-14,49,-0.011093696249999967,4
2016-11-15,63,0.990431686984375,8
2016-11-16,45,-0.10839885253593756,15
2016-11-17,53,-0.04500000000000003,12
2016-11-18,51,0.9715,7
2016-11-19,18,0.8793375,0
2016-11-20,2,-0.1611167500000001,0
2016-11-21,47,2.9133379875,1
2016-11-22,60,0.6397438037499998,2
2016-11-23,87,-0.281347563015625,3
2016-11-24,22,-0.16817761503593748,2
2016-11-25,8,0.8852567912500002,0
2016-11-26,0,-0.1896747592656248,3
2016-11-27,1,-0.11856995305156232,0
2016-11-28,57,1.9166580462140625,16
2016-11-29,64,-0.260461135296875,10
2016-11-30,68,0.8591183793765625,4
2016-12-01,97,-0.17856086503593757,6
2016-12-02,64,0.9025813037500001,4
2016-12-03,64,-0.17030181301562497,1
2016-12-04,9,-0.10038537753593735,0
2016-12-05,89,-0.0668041424999999,5
2016-12-06,90,0.9470388614687502,8
2016-12-07,96,6.855991848678125,2
2016-12-08,100,0.2322696744843744,5
2016-12-09,103,-0.46299254878593776,3
2016-12-10,34,0.7252691869843749,7
2016-12-11,12,-0.297653102535937,0
2016-12-12,77,0.8083582375000005,11
2016-12-13,76,-0.24784453374999973,14
2016-12-14,76,-0.16604869926562466,9
2016-12-15,54,-0.13108748989531224,9
2016-12-16,68,-0.10218479326718721,10
2016-12-17,20,-0.035609298785937396,1
2016-12-18,8,-0.022730325515624934,1
2016-12-19,42,-0.019492548785937445,13
2016-12-20,61,0.990431686984375,19
2016-12-21,63,2.8916011474640624,3
2016-12-22,57,-0.3450000000000003,0
2016-12-23,27,-0.16350000000000012,1
2016-12-24,6,-0.10616249999999999,1
2016-12-25,2,-0.07810424999999972,2
2016-12-26,2,-0.061512262499999804,0
2016-12-27,24,0.9494202662500002,0
2016-12-28,23,2.8571505982343752,0
2016-12-29,31,1.6178962084171873,1
2016-12-30,16,-0.38869655760781274,0
2016-12-31,6,-0.19616250000000007,0
2017-01-01,1,-0.13510424999999976,0
2017-01-02,20,-0.10283726249999965,0
2017-01-03,58,-0.08281323374999974,7
2017-01-04,68,0.9308265732343752,3
2017-01-05,48,1.8407088159171876,13
2017-01-06,57,2.7106668163609373,19
2017-01-07,13,0.5647022949281246,1
2017-01-08,1,-0.3126625000000002,9
2017-01-09,45,0.8120582500000001,6
2017-01-10,58,0.7641169875000002,10
2017-01-11,110,8.74856952875,9
2017-01-12,50,-1.0608584930156255,6
2017-01-13,56,-0.5281410798171875,7
2017-01-14,23,0.6501244096312502,3
2017-01-15,8,-0.3500061331234367,0
2017-01-16,48,0.777294688714063,1
2017-01-17,86,1.7323798782343753,8
2017-01-18,93,5.616527068198438,9
2017-01-19,72,6.170869580323437,7
2017-01-20,90,5.863585814676561,16
2017-01-21,14,-1.2545354462500007,2
2017-01-22,7,-0.6934388255156247,7
2017-01-23,75,-0.4866545737859367,48
2017-01-24,71,-0.3681825305156238,20
2017-01-25,97,-0.2990489935671866,5
2017-01-26,63,0.7560024555843756,28
2017-01-27,88,0.7049728199250005,11
2017-01-28,21,-0.2707701588609373,13
2017-01-29,14,-0.1322919677515624,0
2017-01-30,42,0.9508375,10
2017-01-31,82,1.86322075,17
2017-02-01,82,-0.2742787625000001,19
2017-02-02,114,0.85724429125,39
2017-02-03,55,-0.198324509265625,10
2017-02-04,28,-0.12040891555156227,3
2017-02-05,6,-0.08229436503593736,5
2017-02-06,69,0.9419197787500002,3
2017-02-07,73,0.852127544484375,5
2017-02-08,75,0.8143025089328124,9
2017-02-09,43,0.798608598678125,7
2017-02-10,89,-0.20373081301562504,6
2017-02-11,14,0.8813218974640626,6
2017-02-12,5,-0.17844126249999995,1
2017-02-13,54,-0.10603495874999982,7
2017-02-14,92,-0.07844077176562488,12
2017-02-15,119,1.9371146256984377,8
2017-02-16,96,-0.24517761180156256,18
2017-02-17,55,1.8788708219484376,19
2017-02-18,27,-0.27649254878593765,0
2017-02-19,28,-0.14089331301562488,0
2017-02-20,55,0.9023676474640626,4
2017-02-21,73,0.8323509750000002,23
2017-02-22,60,0.8005791075,6
2017-02-23,116,0.7810393489687499,25
2017-02-24,71,1.7668524024281251,18
2017-02-25,45,-0.32941587603125005,5
2017-02-26,55,-0.18523896757187486,1
2017-02-27,107,-0.11803495874999984,16
2017-02-28,96,-0.0912657717656247,20
2017-03-01,128,-0.07445637430156227,20
2017-03-02,86,0.9446151131984377,9
2017-03-03,34,-0.14015455805156246,10
2017-03-04,38,-0.07253547856718746,8
2017-03-05,7,-0.04529770507187498,0
2017-03-06,56,-0.020662499999999924,6
2017-03-07,64,2.98388325,6
2017-03-08,65,0.6868379874999997,7
2017-03-09,66,-0.24609369625000016,17
2017-03-10,47,-0.14006831301562508,13
2017-03-11,17,-0.09888635253593728,8
2017-03-12,13,-0.06901274999999976,4
2017-03-13,34,-0.055602787499999834,15
2017-03-14,55,0.9535568987500002,20
2017-03-15,47,0.860201364703125,10
2017-03-16,46,2.8202351293765626,4
2017-03-17,58,2.618101147464062,3
2017-03-18,17,-0.4841625000000003,1
2017-03-19,12,-0.25727925,0
2017-03-20,34,-0.17676626249999974,6
2017-03-21,45,-0.13459345874999953,5
2017-03-22,41,-0.10849829676562467,4
2017-03-23,25,0.9092657081984378,0
2017-03-24,66,1.8296151196671877,8
2017-03-25,41,1.7010985033453125,0
2017-03-26,40,0.6563034423921873,2
2017-03-27,59,-0.26766250000000014,14
2017-03-28,54,-0.15944174999999988,35
2017-03-29,49,1.8847794875000004,7
2017-03-30,37,0.7096862787500001,1
2017-03-31,46,-0.26419648051562494,4
2017-04-01,9,-0.16488488356718742,3
2017-04-02,6,-0.11685302735312475,3
2017-04-03,46,0.9207379819125002,0
2017-04-04,49,-0.15083962753593744,16
2017-04-05,58,-0.08034940499999993,1
2017-04-06,58,-0.05873032228124994,8
2017-04-07,55,-0.04702851808749986,10
2017-04-08,31,-0.024515602535937424,5
2017-04-09,5,-0.01316201249999996,0
2017-04-10,59,-0.011093696249999967,11
2017-04-11,59,-0.009568313015624975,6
2017-04-12,49,-0.008398852535937478,7
2017-04-13,58,0.0,2
2017-04-14,62,0.0,9
2017-04-15,8,0.0,0
2017-04-16,5,0.0,10
2017-04-17,42,1.0,3
2017-04-18,71,-0.10000000000000009,5
2017-04-19,62,-0.04500000000000003,44
2017-04-20,57,-0.028500000000000022,7
2017-04-21,55,-0.020662499999999924,4
2017-04-22,15,-0.016116749999999947,0
2017-04-23,12,-0.01316201249999996,0
2017-04-24,41,2.98890630375,2
2017-04-25,70,-0.30956831301562526,8
2017-04-26,50,1.8566011474640625,3
2017-04-27,72,1.7144999999999997,5
2017-04-28,79,-0.3519875,2
2017-04-29,24,-0.19535024999999995,1
2017-04-30,13,-0.1378110374999998,2
2017-05-01,34,1.8931604112500005,10
2017-05-02,65,2.712737535953125,9
2017-05-03,53,-0.4637079751078126,30
2017-05-04,62,0.76667598146875,14
2017-05-05,65,1.7372406688968751,5
2017-05-06,18,1.6439812949281252,0
2017-05-07,4,-0.393174275,0
2017-05-08,49,-0.22933592999999985,5
2017-05-09,50,0.8331405352187503,9
2017-05-10,62,1.7677768433812504,6
2017-05-11,70,-0.3398477788578124,8
2017-05-12,78,-0.17657973051562492,4
2017-05-13,18,-0.12738537106718734,0
2017-05-14,9,-0.0933760811031247,0
2017-05-15,96,-0.06219321757187481,3
2017-05-16,75,-0.03741772124999989,14
2017-05-17,99,-0.03175570551562491,7
2017-05-18,74,2.9724645214328125,2
2017-05-19,85,-0.3167977050718752,2
2017-05-20,46,-0.1350000000000001,2
2017-05-21,16,-0.08550000000000006,4
2017-05-22,65,5.9380125,1
2017-05-23,81,2.3516497499999995,13
2017-05-24,77,-0.6094860375000004,5
2017-05-25,82,3.66071891125,7
2017-05-26,111,1.361820060953125,8
2017-05-27,34,-0.5638845576078122,1
2017-05-28,11,-0.3313223249999998,0
2017-05-29,53,-0.24569821499999944,0
2017-05-30,95,-0.19648296684374938,16
