,JuliaLang/julia,python/cpython,rust-lang/rust
2013-06-22,14,13,25
2013-06-23,10,31,42
2013-06-24,32,25,32
2013-06-25,16,9,43
2013-06-26,14,3,56
2013-06-27,17,3,45
2013-06-28,32,8,58
2013-06-29,12,20,43
2013-06-30,15,10,35
2013-07-01,31,17,28
2013-07-02,49,8,25
2013-07-03,28,4,22
2013-07-04,15,12,18
2013-07-05,19,0,15
2013-07-06,23,18,23
2013-07-07,13,31,29
2013-07-08,10,21,53
2013-07-09,6,5,32
2013-07-10,19,6,25
2013-07-11,39,39,63
2013-07-12,41,21,21
2013-07-13,10,11,23
2013-07-14,9,7,29
2013-07-15,17,21,15
