,swiftlang/swift,golang/go,rust-lang/rust
2021-08-25,53,20,74
2021-08-26,79,14,91
2021-08-27,54,19,63
2021-08-28,22,10,55
2021-08-29,10,1,53
2021-08-30,34,17,73
2021-08-31,66,27,108
2021-09-01,51,22,68
2021-09-02,55,32,78
2021-09-03,51,8,43
2021-09-04,32,10,44
2021-09-05,10,2,53
2021-09-06,28,6,48
2021-09-07,51,17,53
2021-09-08,60,34,78
2021-09-09,58,30,113
2021-09-10,64,16,65
2021-09-11,15,2,62
2021-09-12,11,2,46
2021-09-13,56,11,63
2021-09-14,41,14,39
2021-09-15,24,21,59
2021-09-16,51,13,70
2021-09-17,33,19,101
2021-09-18,13,1,44
2021-09-19,16,3,46
2021-09-20,39,24,42
2021-09-21,56,25,57
2021-09-22,59,26,49
2021-09-23,78,14,29
2021-09-24,94,20,72
2021-09-25,20,3,59
2021-09-26,4,0,50
2021-09-27,32,35,49
2021-09-28,55,21,66
2021-09-29,53,21,41
2021-09-30,43,13,97
2021-10-01,61,13,97
2021-10-02,31,7,64
2021-10-03,4,0,75
2021-10-04,42,20,80
2021-10-05,56,33,81
2021-10-06,76,29,74
2021-10-07,30,19,86
2021-10-08,122,20,62
2021-10-09,31,4,113
2021-10-10,15,1,103
2021-10-11,24,17,79
2021-10-12,46,16,91
2021-10-13,57,14,89
2021-10-14,49,19,60
2021-10-15,37,16,80
2021-10-16,22,2,55
2021-10-17,1,2,45
2021-10-18,26,16,77
2021-10-19,31,25,75
2021-10-20,42,16,87
2021-10-21,52,13,78
2021-10-22,68,6,60
2021-10-23,11,9,44
2021-10-24,18,0,35
2021-10-25,33,24,58
2021-10-26,27,21,66
2021-10-27,71,26,68
2021-10-28,63,29,43
2021-10-29,58,27,46
2021-10-30,26,5,63
2021-10-31,14,6,52
2021-11-01,46,12,51
2021-11-02,54,51,53
2021-11-03,42,20,49
2021-11-04,54,45,51
2021-11-05,63,54,73
2021-11-06,34,8,43
2021-11-07,3,2,44
2021-11-08,41,15,44
2021-11-09,74,35,67
2021-11-10,79,20,92
2021-11-11,59,27,37
2021-11-12,47,22,35
2021-11-13,41,15,41
2021-11-14,21,2,33
2021-11-15,48,18,39
2021-11-16,81,23,80
2021-11-17,62,25,46
2021-11-18,71,19,52
2021-11-19,79,10,40
2021-11-20,5,4,105
2021-11-21,1,0,39
2021-11-22,5,24,57
2021-11-23,3,6,60
2021-11-24,4,20,57
2021-11-25,2,4,56
2021-11-26,6,4,64
2021-11-27,3,5,51
2021-11-28,0,0,52
2021-11-29,72,16,69
2021-11-30,110,7,55
2021-12-01,77,10,76
2021-12-02,63,22,63
2021-12-03,106,13,121
2021-12-04,50,7,77
2021-12-05,17,1,56
2021-12-06,51,15,54
2021-12-07,194,18,70
2021-12-08,94,20,67
2021-12-09,51,8,75
2021-12-10,69,3,68
2021-12-11,29,0,69
2021-12-12,3,7,63
2021-12-13,45,16,102
2021-12-14,75,14,76
2021-12-15,56,13,82
2021-12-16,64,10,68
2021-12-17,102,9,61
2021-12-18,19,0,70
2021-12-19,31,1,47
2021-12-20,54,6,59
2021-12-21,71,10,55
2021-12-22,85,5,37
2021-12-23,20,4,60
2021-12-24,6,0,44
2021-12-25,11,0,20
2021-12-26,15,0,16
2021-12-27,5,0,31
2021-12-28,7,0,106
2021-12-29,1,4,53
2021-12-30,0,0,71
2021-12-31,2,0,36
2022-01-01,1,0,60
2022-01-02,1,2,46
2022-01-03,1,2,48
2022-01-04,18,3,76
2022-01-05,60,5,81
2022-01-06,46,12,59
2022-01-07,41,14,55
2022-01-08,20,1,40
2022-01-09,26,1,64
2022-01-10,36,12,52
2022-01-11,54,9,53
2022-01-12,77,10,71
2022-01-13,70,9,62
2022-01-14,79,10,93
2022-01-15,46,0,73
2022-01-16,8,0,50
2022-01-17,29,1,95
2022-01-18,43,10,118
2022-01-19,46,14,87
2022-01-20,48,5,74
2022-01-21,59,5,70
2022-01-22,10,0,48
2022-01-23,0,0,61
2022-01-24,39,17,41
2022-01-25,80,5,52
2022-01-26,55,12,48
2022-01-27,63,7,57
2022-01-28,66,8,84
2022-01-29,37,2,44
2022-01-30,20,1,45
2022-01-31,44,6,63
2022-02-01,54,11,89
2022-02-02,60,5,98
2022-02-03,74,17,57
2022-02-04,78,15,50
2022-02-05,55,1,38
2022-02-06,13,0,48
2022-02-07,69,10,76
2022-02-08,64,15,62
2022-02-09,71,12,68
2022-02-10,70,9,60
2022-02-11,60,15,62
2022-02-12,30,2,87
2022-02-13,20,2,46
2022-02-14,12,11,47
2022-02-15,66,11,77
2022-02-16,89,5,61
2022-02-17,68,0,66
2022-02-18,108,5,59
2022-02-19,61,3,57
2022-02-20,25,1,57
2022-02-21,49,1,84
2022-02-22,47,3,62
2022-02-23,69,4,76
2022-02-24,51,7,74
2022-02-25,57,6,100
2022-02-26,23,2,55
2022-02-27,8,0,39
2022-02-28,35,12,58
2022-03-01,51,21,57
2022-03-02,61,15,74
2022-03-03,71,18,114
2022-03-04,56,11,100
2022-03-05,40,3,77
2022-03-06,15,1,54
2022-03-07,36,21,99
2022-03-08,84,19,82
2022-03-09,81,9,82
2022-03-10,51,15,74
2022-03-11,59,8,69
2022-03-12,23,1,80
2022-03-13,8,1,40
2022-03-14,48,9,53
2022-03-15,74,15,56
2022-03-16,91,17,69
2022-03-17,73,13,70
2022-03-18,66,32,75
2022-03-19,17,2,42
2022-03-20,6,4,61
2022-03-21,68,24,64
2022-03-22,55,15,56
2022-03-23,68,12,74
2022-03-24,82,12,71
2022-03-25,107,8,59
2022-03-26,33,5,63
2022-03-27,26,9,64
2022-03-28,44,16,86
2022-03-29,50,13,58
2022-03-30,74,17,138
2022-03-31,68,44,90
2022-04-01,63,21,55
2022-04-02,37,4,69
2022-04-03,13,5,46
2022-04-04,51,22,81
2022-04-05,58,21,126
2022-04-06,65,4,82
2022-04-07,55,10,82
2022-04-08,48,5,75
2022-04-09,20,1,76
2022-04-10,19,2,58
2022-04-11,43,24,91
2022-04-12,56,24,94
2022-04-13,56,10,60
2022-04-14,46,8,83
2022-04-15,48,11,80
2022-04-16,22,2,90
2022-04-17,16,2,63
2022-04-18,44,5,98
2022-04-19,57,18,64
2022-04-20,63,11,72
2022-04-21,99,35,58
2022-04-22,71,19,42
2022-04-23,32,2,46
2022-04-24,24,1,59
2022-04-25,64,12,54
2022-04-26,43,14,61
2022-04-27,47,9,77
2022-04-28,58,13,50
2022-04-29,56,19,93
2022-04-30,12,3,81
2022-05-01,47,2,69
2022-05-02,44,15,57
2022-05-03,32,40,81
2022-05-04,80,18,51
2022-05-05,88,40,108
2022-05-06,47,20,118
2022-05-07,32,2,75
2022-05-08,17,12,44
2022-05-09,43,16,68
2022-05-10,75,24,111
2022-05-11,43,19,78
2022-05-12,67,21,85
2022-05-13,53,32,115
2022-05-14,26,5,46
2022-05-15,3,0,54
2022-05-16,35,15,47
2022-05-17,31,26,92
2022-05-18,46,11,69
2022-05-19,23,24,75
2022-05-20,7,17,100
2022-05-21,13,0,77
2022-05-22,4,0,91
2022-05-23,45,8,89
2022-05-24,101,11,112
2022-05-25,62,6,126
2022-05-26,59,12,46
2022-05-27,39,6,78
2022-05-28,26,2,59
2022-05-29,8,0,49
2022-05-30,25,2,113
2022-05-31,94,3,90
2022-06-01,43,3,86
2022-06-02,53,5,91
2022-06-03,62,12,116
2022-06-04,19,8,84
2022-06-05,10,0,84
2022-06-06,28,31,159
2022-06-07,92,23,121
2022-06-08,70,16,105
2022-06-09,46,9,71
2022-06-10,59,5,88
2022-06-11,26,0,76
2022-06-12,9,0,47
2022-06-13,59,13,87
2022-06-14,45,6,100
2022-06-15,54,12,95
2022-06-16,86,11,89
2022-06-17,89,6,68
2022-06-18,40,1,71
2022-06-19,1,0,69
2022-06-20,24,1,100
2022-06-21,37,11,84
2022-06-22,69,13,105
2022-06-23,73,17,105
2022-06-24,44,9,65
2022-06-25,21,3,74
2022-06-26,6,4,94
2022-06-27,57,10,98
2022-06-28,54,12,140
2022-06-29,70,11,115
2022-06-30,52,18,165
2022-07-01,73,5,106
2022-07-02,8,0,117
2022-07-03,18,0,74
2022-07-04,15,2,84
2022-07-05,46,4,107
2022-07-06,66,8,128
2022-07-07,69,6,97
2022-07-08,46,4,125
2022-07-09,21,0,70
2022-07-10,0,0,50
2022-07-11,48,11,116
2022-07-12,51,16,65
2022-07-13,55,6,97
2022-07-14,56,6,103
2022-07-15,50,2,97
2022-07-16,3,0,68
2022-07-17,0,0,77
2022-07-18,36,4,108
2022-07-19,48,17,94
2022-07-20,63,4,171
2022-07-21,71,3,111
2022-07-22,29,3,81
2022-07-23,20,0,63
2022-07-24,8,2,109
2022-07-25,40,9,112
2022-07-26,58,4,114
2022-07-27,40,3,97
2022-07-28,53,11,115
2022-07-29,73,1,97
2022-07-30,4,2,85
2022-07-31,10,0,77
2022-08-01,39,6,85
2022-08-02,87,21,96
2022-08-03,47,4,103
2022-08-04,25,16,134
2022-08-05,47,6,65
2022-08-06,17,2,72
2022-08-07,1,0,63
2022-08-08,54,45,72
2022-08-09,46,32,111
2022-08-10,41,15,97
2022-08-11,53,26,76
2022-08-12,48,31,109
2022-08-13,13,0,61
2022-08-14,2,5,57
2022-08-15,32,18,80
2022-08-16,61,14,106
2022-08-17,42,37,88
2022-08-18,47,41,104
2022-08-19,49,41,89
2022-08-20,22,2,79
2022-08-21,20,0,117
2022-08-22,81,18,133
2022-08-23,64,35,134
2022-08-24,58,17,87
2022-08-25,48,14,67
2022-08-26,104,29,112
2022-08-27,16,4,92
2022-08-28,6,1,80
2022-08-29,26,21,87
2022-08-30,57,12,100
2022-08-31,72,32,124
2022-09-01,71,23,94
2022-09-02,60,51,87
2022-09-03,7,7,53
2022-09-04,9,1,60
2022-09-05,7,14,82
2022-09-06,41,39,75
2022-09-07,44,46,74
2022-09-08,59,27,96
2022-09-09,39,19,88
2022-09-10,29,0,72
2022-09-11,7,0,54
2022-09-12,50,0,126
2022-09-13,56,16,115
2022-09-14,47,9,103
2022-09-15,107,21,75
2022-09-16,42,22,94
