,huggingface/transformers,EleutherAI/gpt-neox,eleutherai/gpt-neo
2021-06-28,11.940678662500002,0.0,0
2021-06-29,8.872768894843752,0.0,0
2021-06-30,7.634058160734376,2.0,0
2021-07-01,9.6302547950625,1.0,0
2021-07-02,4.406409044167188,1.0,0
2021-07-03,-2.121670035335937,0.0,0
2021-07-04,-0.3151405638906233,0.0,0
2021-07-05,10.985584606178127,0.0,0
2021-07-06,7.038922647046876,0.0,0
2021-07-07,9.935365111360937,3.0,0
2021-07-08,6.619008549448437,0.0,0
2021-07-09,8.762969094703125,0.0,0
2021-07-10,0.5927100659593751,0.0,0
2021-07-11,-1.6723305640015613,0.0,0
2021-07-12,17.910985719484376,2.0,0
2021-07-13,10.261155725026564,0.0,0
2021-07-14,8.167244734928126,0.0,0
2021-07-15,16.290114917239062,0.0,0
2021-07-16,1.493494756178125,0.0,0
2021-07-17,1.5425470452546888,0.0,0
2021-07-18,-1.9744758044421857,0.0,0
2021-07-19,1.7005453011421905,2.0,0
2021-07-20,7.7056711139531275,1.0,0
2021-07-21,7.145691086364064,0.0,0
2021-07-22,2.054006182610938,0.0,0
2021-07-23,1.494210643557813,0.0,0
2021-07-24,0.7773927017390634,0.0,0
2021-07-25,-0.8997668022421864,0.0,0
2021-07-26,9.411464638606251,0.0,0
2021-07-27,1.5695391822031253,0.0,0
2021-07-28,10.896522059001564,0.0,0
2021-07-29,1.102201187535937,0.0,0
2021-07-30,4.694406961364063,4.0,0
2021-07-31,-1.3846427416906248,0.0,0
2021-08-01,0.1722464413609388,0.0,0
2021-08-02,2.3063907949281264,0.0,0
2021-08-03,2.195766381093751,0.0,0
2021-08-04,9.154495643093751,0.0,0
2021-08-05,2.506568022454687,0.0,0
2021-08-06,4.790342403021875,0.0,0
2021-08-07,-1.2711061982015628,0.0,0
2021-08-08,1.2600519010343758,0.0,0
2021-08-09,5.302847060734376,0.0,0
2021-08-10,10.919552994667189,0.0,2
2021-08-11,1.1588129908453122,0.0,0
2021-08-12,11.703448452235937,0.0,0
2021-08-13,4.877967545078125,3.0,0
2021-08-14,-1.8324798132374995,0.0,1
2021-08-15,-1.0924410827156241,0.0,0
2021-08-16,6.239894296468751,0.0,0
2021-08-17,0.6990267743343763,0.0,0
2021-08-18,1.002582627346876,0.0,0
2021-08-19,0.14465669177187568,0.0,0
2021-08-20,0.38112199943906344,0.0,0
2021-08-21,-0.5323055240765617,1.0,0
2021-08-22,-0.29798455525156187,0.0,0
2021-08-23,8.81462410125,0.0,0
2021-08-24,3.9477311413906246,2.0,2
2021-08-25,6.9656052512171875,2.0,1
2021-08-26,11.658309960146873,2.0,1
2021-08-27,5.9740777856625,0.0,0
2021-08-28,-0.8793304155515629,0.0,2
2021-08-29,-1.203240715035937,0.0,0
2021-08-30,21.163800171250003,3.0,0
2021-08-31,18.149802851609376,12.0,1
2021-09-01,22.377116529598435,0.0,10
2021-09-02,6.44382833194531,0.0,0
2021-09-03,-3.616565471990625,0.0,0
2021-09-04,-2.221306283342185,0.0,0
2021-09-05,-1.5555001583031212,0.0,0
2021-09-06,9.824814567464067,0.0,0
2021-09-07,2.9370329174062517,0.0,0
2021-09-08,11.186072430881252,2.0,1
2021-09-09,4.614317299589063,0.0,0
2021-09-10,5.0215908908937505,0.0,0
2021-09-11,-1.7584841278953125,0.0,6
2021-09-12,-1.0084783874999987,0.0,0
2021-09-13,9.258504028750002,0.0,0
2021-09-14,6.4107191630781255,0.0,0
2021-09-15,2.260601668276563,0.0,0
2021-09-16,9.618827706867188,0.0,0
2021-09-17,7.031555852173438,0.0,0
2021-09-18,-1.9612376588609373,0.0,0
2021-09-19,-1.1204960927515617,0.0,0
2021-09-20,9.235512437500002,0.0,0
2021-09-21,10.399672499843751,0.0,0
2021-09-22,8.855257298015625,0.0,0
2021-09-23,3.7290471563999996,0.0,0
2021-09-24,8.117684880434375,0.0,0
2021-09-25,-0.17111969503593683,0.0,0
2021-09-26,2.551101702176564,0.0,0
2021-09-27,7.654859637500001,0.0,0
2021-09-28,0.18608487734375112,5.0,0
2021-09-29,8.678696484703126,6.0,0
2021-09-30,6.134396523896875,0.0,0
2021-10-01,3.155512256510938,0.0,0
2021-10-02,-1.5522874378718747,0.0,0
2021-10-03,-0.9578165488906237,0.0,0
2021-10-04,5.349794251615626,0.0,0
2021-10-05,8.894235755215625,0.0,0
2021-10-06,10.338456888645313,0.0,3
2021-10-07,5.911959532271874,0.0,0
2021-10-08,9.035021489265624,2.0,0
2021-10-09,-1.2203578853656252,0.0,0
2021-10-10,-1.3530838376796863,0.0,0
2021-10-11,9.084616697500001,0.0,0
2021-10-12,5.288987509406251,2.0,0
2021-10-13,-0.7324434503718742,0.0,0
2021-10-14,8.851543260953125,0.0,0
2021-10-15,2.236349594193751,2.0,0
2021-10-16,1.6321590402906259,0.0,0
2021-10-17,-0.13205556591093703,5.0,0
2021-10-18,9.216788347464064,3.0,0
2021-10-19,1.4391814835937504,5.0,0
2021-10-20,8.801364962281252,7.0,0
2021-10-21,10.279041956732812,0.0,0
2021-10-22,6.853815444807813,0.0,0
2021-10-23,-2.116859878671875,1.0,0
2021-10-24,-1.206989420440624,5.0,2
2021-10-25,10.149194629376565,1.0,0
2021-10-26,12.251653303557813,1.0,0
2021-10-27,5.57837467309375,0.0,0
2021-10-28,8.884037844735937,0.0,0
2021-10-29,8.615060952203125,0.0,0
2021-10-30,-2.476460297571874,2.0,0
2021-10-31,-1.4198063103234362,4.0,0
2021-11-01,8.023979666250002,0.0,0
2021-11-02,5.329568959328126,4.0,0
2021-11-03,9.257840282385938,0.0,0
2021-11-04,1.8675567641218747,2.0,0
2021-11-05,1.4250645777906257,0.0,0
2021-11-06,2.7191729289328133,0.0,0
2021-11-07,-1.1999502403953113,3.0,0
2021-11-08,7.282588396250001,0.0,0
2021-11-09,8.650992671609377,1.0,0
2021-11-10,4.191753177317188,0.0,0
2021-11-11,5.409628766576562,0.0,0
2021-11-12,2.363110231292188,0.0,0
2021-11-13,0.6717658658093757,0.0,0
2021-11-14,-0.033408409670311556,0.0,0
2021-11-15,7.200696894856251,0.0,0
2021-11-16,3.6360772083750006,0.0,0
2021-11-17,4.684137784556251,2.0,0
2021-11-18,5.622401672796875,2.0,0
2021-11-19,3.5180131336750002,0.0,0
2021-11-20,-1.350661124814062,0.0,0
2021-11-21,1.2018194175750008,0.0,0
2021-11-22,5.235236349412501,0.0,1
2021-11-23,-0.12551566291093685,0.0,0
2021-11-24,2.2186875996343756,0.0,0
2021-11-25,1.199804922976563,0.0,0
2021-11-26,3.3074517124250007,1.0,0
2021-11-27,-0.8258205578296873,0.0,0
2021-11-28,0.541742019820313,0.0,0
2021-11-29,5.597463933968751,0.0,0
2021-11-30,5.115329183084375,0.0,0
2021-12-01,4.917466458018749,0.0,0
2021-12-02,6.826398265917187,0.0,0
2021-12-03,4.530200281360937,0.0,0
2021-12-04,-1.419908469634375,0.0,0
2021-12-05,0.15766331860625082,0.0,0
2021-12-06,14.311896934484377,0.0,0
2021-12-07,2.9907480168703127,1.0,0
2021-12-08,17.420138229190627,0.0,0
2021-12-09,7.151312861690624,0.0,0
2021-12-10,7.482943953159375,0.0,0
2021-12-11,-0.4743264608812501,0.0,0
2021-12-12,1.3329117510343766,1.0,0
2021-12-13,17.570372930734376,0.0,0
2021-12-14,0.08273723347968831,0.0,0
2021-12-15,10.040782793132813,0.0,0
2021-12-16,8.562929702523437,0.0,0
2021-12-17,5.441039934160939,0.0,0
2021-12-18,-2.2465508355156243,0.0,0
2021-12-19,-1.3562847276406234,0.0,0
2021-12-20,11.055542589631251,1.0,0
2021-12-21,15.059196006345314,0.0,0
2021-12-22,11.164876370270312,0.0,0
2021-12-23,13.125656927454687,0.0,0
2021-12-24,-2.2572372436031256,0.0,0
2021-12-25,-1.9325973820203108,0.0,0
2021-12-26,-1.2893947202874978,0.0,0
2021-12-27,7.058386932500003,0.0,0
2021-12-28,6.433788732562501,0.0,0
2021-12-29,0.1945317508031259,0.0,0
2021-12-30,4.744601972170313,0.0,0
2021-12-31,-1.3650706400031245,0.0,0
2022-01-01,-0.7651839535906239,0.0,0
2022-01-02,-0.45495395253593673,0.0,0
2022-01-03,6.649745830000001,0.0,0
2022-01-04,5.011679400875,0.0,0
2022-01-05,4.8401032080875,0.0,0
2022-01-06,14.777610376181249,0.0,0
2022-01-07,2.740154916834374,0.0,0
2022-01-08,-0.6781853652156251,3.0,0
2022-01-09,-1.0938095874999996,0.0,0
2022-01-10,29.228571551250003,0.0,0
2022-01-11,13.397807056390624,1.0,0
2022-01-12,4.455397526654687,0.0,0
2022-01-13,5.212771054190624,0.0,0
2022-01-14,8.463508382784376,0.0,0
2022-01-15,-1.7160819019031228,0.0,0
2022-01-16,-0.7087077006953102,1.0,0
2022-01-17,3.682302047464065,1.0,1
2022-01-18,17.489340173281253,1.0,0
2022-01-19,15.03988068265625,0.0,0
2022-01-20,5.712862045264061,0.0,0
2022-01-21,12.350140754337499,2.0,0
2022-01-22,-3.087869222209375,0.0,0
2022-01-23,-1.7885026996609352,0.0,0
2022-01-24,10.772922115698439,0.0,0
2022-01-25,1.8410748786359394,0.0,0
2022-01-26,6.276311895023439,0.0,0
2022-01-27,13.048918713785937,0.0,0
2022-01-28,8.3743503934625,0.0,0
2022-01-29,1.5018346319421871,2.0,0
2022-01-30,-0.836193938039062,2.0,0
2022-01-31,23.781856095000002,2.0,0
2022-02-01,7.6074706088125,0.0,0
2022-02-02,9.06132651000625,5.0,0
2022-02-03,5.08604100448125,0.0,0
2022-02-04,3.428426525728127,3.0,0
2022-02-05,-2.2209772787109356,0.0,0
2022-02-06,-1.3940388887078101,0.0,0
2022-02-07,11.005010733090627,1.0,0
2022-02-08,4.019509513323439,0.0,0
2022-02-09,16.209656288429688,2.0,0
2022-02-10,6.213071220917186,3.0,0
2022-02-11,9.62715508794375,1.0,0
2022-02-12,-2.5599766983812504,4.0,0
2022-02-13,-1.4734627652156234,3.0,0
2022-02-14,4.969839570000002,0.0,0
2022-02-15,19.5887010913125,0.0,0
2022-02-16,6.960258246475,0.0,0
2022-02-17,2.4035898342531246,0.0,0
2022-02-18,9.9571064822125,2.0,0
2022-02-19,-2.4310224290109366,0.0,0
2022-02-20,-1.4073350554312478,6.0,0
2022-02-21,5.050555560000002,2.0,0
2022-02-22,6.649468625656252,0.0,0
2022-02-23,18.30852428645625,3.0,0
2022-02-24,3.9835283353390616,3.0,0
2022-02-25,8.7830705545625,0.0,1
2022-02-26,-2.403814518867188,0.0,0
2022-02-27,-1.416442305431248,0.0,0
2022-02-28,4.0476692225000015,0.0,0
2022-03-01,10.750495551906251,3.0,0
2022-03-02,14.956768118159376,0.0,0
2022-03-03,10.136504908149998,0.0,0
2022-03-04,9.132701599421875,0.0,0
2022-03-05,-2.762077160923438,0.0,0
2022-03-06,-1.6133609403953106,0.0,0
2022-03-07,7.901990118750002,0.0,0
2022-03-08,8.237812117421877,0.0,0
2022-03-09,11.885085982382813,0.0,0
2022-03-10,14.327890247053125,0.0,0
2022-03-11,14.798744582685938,0.0,0
2022-03-12,2.4603194108453117,0.0,0
2022-03-13,-1.564186842931249,0.0,0
2022-03-14,27.308639608750003,0.0,0
2022-03-15,21.856770295359375,1.0,0
2022-03-16,10.102084737020313,2.0,0
2022-03-17,14.742683031171875,1.0,0
2022-03-18,9.509766885731251,2.0,0
2022-03-19,-3.0818450673921856,0.0,0
2022-03-20,-2.6018542824906215,0.0,0
2022-03-21,28.197770305518755,0.0,0
