,serverless/serverless,apache/openwhisk,aws/chalice
2017-01-24,5.619016774451563,2,0
2017-01-25,14.549561941064063,12,0
2017-01-26,9.558762964960938,2,5
2017-01-27,14.499154397170312,5,0
2017-01-28,0.8957709831953116,0,0
2017-01-29,-1.1360661827874994,1,0
2017-01-30,10.537704646250003,3,0
2017-01-31,2.721973609109377,3,0
2017-02-01,0.09685409606718931,4,1
2017-02-02,-1.4208930435015612,6,0
2017-02-03,2.012990966987502,3,0
2017-02-04,2.0253021508031264,2,0
2017-02-05,1.0929996585765636,0,0
2017-02-06,4.305168359340626,2,0
2017-02-07,8.057501385026562,2,8
2017-02-08,11.536847061990624,2,2
2017-02-09,5.962207823789061,7,0
2017-02-10,5.133389168678125,6,0
2017-02-11,-0.7853563027968751,0,0
2017-02-12,-1.1985622016546862,0,0
2017-02-13,2.162422472610939,5,0
2017-02-14,8.062339801100002,2,1
2017-02-15,-1.546102981070312,1,3
2017-02-16,2.1125218504734384,1,7
2017-02-17,1.104963026657813,4,0
2017-02-18,-0.714575457646874,0,0
2017-02-19,4.571602931732813,0,0
2017-02-20,8.220874446214063,5,1
2017-02-21,-1.3432234552968754,6,2
2017-02-22,21.269469087751563,4,3
2017-02-23,5.304992713426561,0,1
2017-02-24,2.8925614184531248,4,7
2017-02-25,0.2578060038609371,1,0
2017-02-26,-1.2982992988218733,0,0
2017-02-27,6.099946668671877,5,0
2017-02-28,5.593080145179689,0,0
2017-03-01,9.438144159676563,2,1
2017-03-02,5.98820398115625,6,0
2017-03-03,4.017748733834376,4,0
2017-03-04,-0.6681745278656248,1,0
2017-03-05,-1.0913697262109363,2,0
2017-03-06,14.254828083678127,5,0
2017-03-07,2.9291747976406253,10,0
2017-03-08,2.3545400823890628,2,0
2017-03-09,6.599618194076562,3,0
2017-03-10,3.3189044279796884,11,0
2017-03-11,3.545241855368751,3,0
2017-03-12,-0.3736253657312494,0,0
2017-03-13,10.062118641214063,1,0
2017-03-14,6.228612273515625,4,0
2017-03-15,6.169108511882813,2,5
2017-03-16,4.190426602757812,4,0
2017-03-17,3.3371752919812505,2,0
2017-03-18,-1.524247129115624,3,0
2017-03-19,-0.9359456615078112,0,0
2017-03-20,1.3257016655546892,1,0
2017-03-21,3.292291034292189,3,1
2017-03-22,1.0927607229796883,1,0
2017-03-23,10.2868904355875,0,1
2017-03-24,1.4746058203687495,2,2
2017-03-25,-0.06511818029374994,1,0
2017-03-26,0.2773897123203126,0,0
2017-03-27,2.435143557500001,2,2
2017-03-28,0.2973928139687507,3,0
2017-03-29,13.445446762865625,1,10
2017-03-30,8.218472017575,2,2
2017-03-31,3.0949035005062493,1,3
2017-04-01,-1.563360775692188,0,2
2017-04-02,-0.9007363543734365,0,1
2017-04-03,4.360830233198439,2,12
2017-04-04,-0.9969456628328114,2,3
2017-04-05,7.372719506876564,0,1
2017-04-06,25.73839774024531,1,0
2017-04-07,-1.4320480469093768,7,0
2017-04-08,4.1445861595624995,1,0
2017-04-09,2.267395674820312,0,0
2017-04-10,1.530710018750002,1,0
2017-04-11,16.719385084921875,1,0
2017-04-12,11.308673329820312,2,0
2017-04-13,8.122749172125,2,5
2017-04-14,8.203850760790624,1,0
2017-04-15,-0.7793911220015617,1,0
2017-04-16,-0.7459449056656233,0,0
2017-04-17,7.684714318971877,0,3
2017-04-18,-0.8528268066906233,0,10
2017-04-19,-0.2496293268890606,5,2
2017-04-20,9.993655475884376,2,0
2017-04-21,3.253230687575001,3,0
2017-04-22,-1.4222014760671873,3,0
2017-04-23,1.183644937323438,1,0
2017-04-24,4.274724453162501,1,0
2017-04-25,0.010633871573438314,3,0
2017-04-26,17.296382430410937,2,6
2017-04-27,11.765367113198437,7,0
2017-04-28,0.4568352230421864,3,10
2017-04-29,-1.7107992179734377,0,7
2017-04-30,-0.052033467679686085,0,0
2017-05-01,3.1473563802187523,2,9
2017-05-02,0.9547288086000014,1,10
2017-05-03,17.107632466804688,0,0
2017-05-04,-0.40008877181718816,6,6
2017-05-05,1.5158164333843753,1,10
2017-05-06,-0.1682428870499999,0,0
2017-05-07,-0.785096803857811,0,0
2017-05-08,3.4578063769843763,0,11
2017-05-09,3.1715032779015635,3,0
2017-05-10,6.072244656325001,5,0
2017-05-11,25.739182480646875,0,3
2017-05-12,12.571590927071874,1,1
2017-05-13,-3.218213340368752,0,0
2017-05-14,-1.7860174206234376,0,1
2017-05-15,5.7678735624640645,4,1
2017-05-16,0.3594656254375024,2,0
2017-05-17,25.722233126543752,3,0
2017-05-18,6.399804399996874,2,0
2017-05-19,3.0887269408265623,2,0
2017-05-20,-0.3535042767203125,0,0
2017-05-21,-0.5716367280749979,0,0
2017-05-22,2.8932428512500024,2,8
2017-05-23,9.768317578890628,1,4
2017-05-24,72.0443959824672,3,12
2017-05-25,10.473052806006244,3,10
2017-05-26,8.942394898873435,3,1
2017-05-27,1.0674976915468726,0,0
2017-05-28,-3.65608073749687,0,0
2017-05-29,7.5017500594125055,1,1
2017-05-30,13.070152561651568,1,22
2017-05-31,9.374415136684378,2,5
2017-06-01,19.38964654269844,2,0
2017-06-02,-2.5963155537062494,0,0
2017-06-03,-2.4669325709171863,1,0
2017-06-04,0.4130067088671894,0,0
2017-06-05,7.686322472284378,1,0
2017-06-06,5.153701317343752,2,11
2017-06-07,21.121740627640627,1,1
2017-06-08,8.546926251471874,6,12
2017-06-09,8.995860325173437,4,0
2017-06-10,4.076177490642188,0,0
2017-06-11,8.672502039928126,0,0
2017-06-12,8.413250770218752,1,0
2017-06-13,11.280854316537502,3,1
2017-06-14,2.8977944723171882,3,3
2017-06-15,2.5464635778890643,1,0
2017-06-16,24.89317644298594,2,0
2017-06-17,-2.0006032478687494,3,0
2017-06-18,-1.3416867177906235,0,0
2017-06-19,14.370144755326564,1,1
2017-06-20,8.227606106432814,4,3
2017-06-21,13.316306749885939,3,5
2017-06-22,-0.18973263234687554,6,4
2017-06-23,9.895694745956252,4,0
2017-06-24,15.388156380898439,1,0
2017-06-25,1.5990242092484386,0,0
2017-06-26,29.6794972044125,5,5
2017-06-27,18.27158503046406,3,0
2017-06-28,7.095555738753125,3,0
2017-06-29,2.0228803751046875,5,0
2017-06-30,10.929589090378128,7,0
2017-07-01,-3.4084864087953095,3,0
2017-07-02,-0.16930399596249623,0,0
2017-07-03,12.226878521775003,0,0
2017-07-04,0.362745057070315,0,2
2017-07-05,13.086434589490626,0,32
2017-07-06,5.365851282985938,1,1
2017-07-07,14.804483643975,1,1
2017-07-08,-2.9857955224343753,0,4
2017-07-09,-1.6753272530031236,0,0
2017-07-10,7.894514338968752,1,1
2017-07-11,2.238338136459377,1,4
2017-07-12,7.503024831700001,3,0
2017-07-13,-0.8177250353421872,3,0
2017-07-14,-0.19608462841406116,5,0
2017-07-15,0.14094710844687608,1,0
2017-07-16,1.314831894389064,1,1
2017-07-17,10.40829543375,1,0
2017-07-18,5.495773035359375,2,1
2017-07-19,12.484352546364063,7,0
2017-07-20,12.770092313965623,3,0
2017-07-21,5.301565305410937,1,1
2017-07-22,0.7486933631984374,0,0
2017-07-23,5.325471054448439,1,0
2017-07-24,2.159727775182814,2,0
2017-07-25,-0.5915244469937482,0,7
2017-07-26,6.817470995995315,4,17
2017-07-27,3.383562356279689,2,7
2017-07-28,5.526688511762501,5,12
2017-07-29,-0.5660739684140623,0,1
2017-07-30,1.034883566915626,0,0
2017-07-31,0.17354195378281334,2,18
2017-08-01,0.3428237339359387,3,4
2017-08-02,4.466796894340626,3,2
2017-08-03,10.136510324589063,7,1
2017-08-04,4.387753728384375,4,12
2017-08-05,12.579330574960936,1,0
2017-08-06,-2.2066389357671885,0,2
2017-08-07,8.839337562682813,2,5
2017-08-08,16.1964709731625,2,3
2017-08-09,3.1458067156984377,4,0
2017-08-10,4.822122348635938,2,0
2017-08-11,9.912298941648437,4,2
2017-08-12,-0.5242015034890608,1,0
2017-08-13,13.330453877565628,1,0
2017-08-14,19.361224876996875,0,7
2017-08-15,25.33289101234375,1,0
2017-08-16,2.032859575359373,8,2
2017-08-17,42.581639752509375,7,5
2017-08-18,8.285354063674998,1,1
2017-08-19,-3.1165103039390605,1,0
2017-08-20,0.6260841747875014,0,0
2017-08-21,27.233125669693756,2,4
2017-08-22,6.96135504686719,2,0
2017-08-23,6.9075594680062515,2,0
2017-08-24,8.371831370348438,2,1
2017-08-25,5.58699416477969,0,1
2017-08-26,0.9103401456125026,0,0
2017-08-27,-0.15204307407031026,1,0
2017-08-28,14.392439755365627,0,0
2017-08-29,9.218085206887501,0,0
2017-08-30,3.1485391089843757,0,1
