,microsoft/vscode,nteract/nteract,nteract/hydrogen
2016-07-01,24,2,0
2016-07-02,10,0,0
2016-07-03,1,0,2
2016-07-04,30,0,2
2016-07-05,42,0,8
2016-07-06,52,7,1
2016-07-07,62,11,2
2016-07-08,38,21,3
2016-07-09,1,0,10
2016-07-10,5,0,21
2016-07-11,35,0,16
2016-07-12,47,0,2
2016-07-13,50,0,10
2016-07-14,49,0,0
2016-07-15,37,1,3
2016-07-16,8,2,2
2016-07-17,0,0,1
2016-07-18,20,0,5
2016-07-19,23,2,10
2016-07-20,33,8,2
2016-07-21,35,0,7
2016-07-22,29,0,0
2016-07-23,0,2,2
2016-07-24,1,3,0
2016-07-25,49,19,4
2016-07-26,25,8,7
2016-07-27,29,1,0
2016-07-28,19,4,4
2016-07-29,3,0,0
2016-07-30,2,18,0
2016-07-31,0,7,0
2016-08-01,0,5,0
2016-08-02,20,2,14
2016-08-03,41,3,10
2016-08-04,34,0,2
2016-08-05,16,0,7
2016-08-06,2,0,0
2016-08-07,0,0,3
2016-08-08,44,0,0
2016-08-09,59,4,3
2016-08-10,12,2,3
2016-08-11,7,6,0
2016-08-12,53,3,0
2016-08-13,0,7,1
2016-08-14,2,0,0
2016-08-15,28,0,2
2016-08-16,48,16,4
2016-08-17,65,3,6
2016-08-18,56,14,2
2016-08-19,35,21,2
2016-08-20,9,21,0
2016-08-21,4,4,0
2016-08-22,49,10,9
2016-08-23,92,9,1
2016-08-24,51,4,0
2016-08-25,55,1,0
2016-08-26,64,8,0
2016-08-27,6,24,0
2016-08-28,11,3,0
2016-08-29,86,5,7
2016-08-30,16,14,0
2016-08-31,75,0,1
2016-09-01,47,16,2
2016-09-02,19,8,4
2016-09-03,12,6,4
2016-09-04,4,8,5
2016-09-05,57,31,2
2016-09-06,40,20,0
2016-09-07,60,7,0
2016-09-08,43,10,0
2016-09-09,36,23,0
2016-09-10,13,18,0
2016-09-11,18,41,0
2016-09-12,53,29,0
2016-09-13,43,14,0
2016-09-14,42,62,0
2016-09-15,54,27,2
2016-09-16,33,14,0
2016-09-17,3,20,0
2016-09-18,4,17,3
2016-09-19,35,13,0
2016-09-20,56,5,1
2016-09-21,71,11,1
2016-09-22,58,15,1
2016-09-23,74,4,7
2016-09-24,3,21,1
2016-09-25,5,21,2
2016-09-26,70,7,5
2016-09-27,41,10,0
2016-09-28,75,7,0
2016-09-29,48,14,0
2016-09-30,12,37,0
2016-10-01,3,8,1
2016-10-02,1,7,0
2016-10-03,28,16,0
2016-10-04,41,15,0
2016-10-05,38,30,1
2016-10-06,35,46,2
2016-10-07,41,12,1
2016-10-08,22,32,0
2016-10-09,3,21,0
2016-10-10,23,6,0
2016-10-11,18,32,1
2016-10-12,14,9,4
2016-10-13,44,20,1
2016-10-14,55,43,0
2016-10-15,1,42,6
2016-10-16,7,12,0
2016-10-17,54,5,1
2016-10-18,58,12,4
2016-10-19,50,7,1
2016-10-20,76,15,0
2016-10-21,150,9,0
2016-10-22,9,0,0
2016-10-23,17,5,2
2016-10-24,91,7,0
2016-10-25,51,12,0
2016-10-26,61,20,0
2016-10-27,36,11,0
2016-10-28,43,5,0
2016-10-29,6,14,2
2016-10-30,5,9,1
2016-10-31,46,19,7
2016-11-01,60,31,0
2016-11-02,38,5,2
2016-11-03,63,10,2
2016-11-04,52,14,0
2016-11-05,5,2,0
2016-11-06,2,6,0
2016-11-07,53,6,4
2016-11-08,50,18,0
2016-11-09,54,5,2
2016-11-10,58,11,0
2016-11-11,60,11,5
2016-11-12,2,4,0
2016-11-13,0,3,0
2016-11-14,39,13,2
2016-11-15,44,63,2
2016-11-16,38,9,3
2016-11-17,45,24,0
2016-11-18,46,4,3
2016-11-19,4,4,2
2016-11-20,1,9,0
2016-11-21,45,3,27
2016-11-22,51,9,0
2016-11-23,63,5,0
2016-11-24,37,4,0
2016-11-25,37,6,2
2016-11-26,3,0,0
2016-11-27,8,0,0
2016-11-28,35,5,0
2016-11-29,72,0,7
2016-11-30,62,9,0
2016-12-01,54,3,6
2016-12-02,73,11,0
2016-12-03,21,5,0
2016-12-04,11,3,0
2016-12-05,94,2,2
2016-12-06,28,3,4
2016-12-07,87,5,0
2016-12-08,50,4,0
2016-12-09,28,4,2
2016-12-10,11,3,11
2016-12-11,3,4,1
2016-12-12,52,4,1
2016-12-13,48,0,0
2016-12-14,33,3,4
2016-12-15,16,0,0
2016-12-16,25,0,12
2016-12-17,11,7,0
2016-12-18,3,1,2
2016-12-19,39,2,0
2016-12-20,39,11,0
2016-12-21,42,5,0
2016-12-22,10,6,2
2016-12-23,26,6,0
2016-12-24,2,0,0
2016-12-25,0,0,0
2016-12-26,1,2,0
2016-12-27,17,18,2
2016-12-28,21,2,3
2016-12-29,18,0,5
2016-12-30,25,0,5
2016-12-31,13,0,0
2017-01-01,3,0,0
2017-01-02,5,5,0
2017-01-03,29,2,2
2017-01-04,41,0,0
2017-01-05,30,0,0
2017-01-06,39,0,0
2017-01-07,14,0,0
2017-01-08,6,3,0
2017-01-09,63,10,2
2017-01-10,47,9,3
2017-01-11,61,3,4
2017-01-12,63,13,0
2017-01-13,71,3,0
2017-01-14,11,8,0
2017-01-15,14,9,0
2017-01-16,67,8,0
2017-01-17,88,16,0
2017-01-18,58,9,0
2017-01-19,75,5,0
2017-01-20,119,12,6
2017-01-21,35,2,2
2017-01-22,6,1,0
2017-01-23,78,0,1
2017-01-24,48,1,0
2017-01-25,103,10,2
2017-01-26,58,6,0
2017-01-27,37,2,2
2017-01-28,1,10,0
2017-01-29,2,1,0
2017-01-30,27,3,0
2017-01-31,55,2,2
2017-02-01,36,3,0
2017-02-02,67,3,0
2017-02-03,34,0,0
2017-02-04,11,11,2
2017-02-05,6,1,0
2017-02-06,48,7,0
2017-02-07,34,5,1
2017-02-08,42,14,0
2017-02-09,43,7,0
2017-02-10,52,0,0
2017-02-11,7,0,0
2017-02-12,3,0,0
