,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2024-01-14,1.8109288777218762,0,2
2024-01-15,5.915154560075002,0,9
2024-01-16,9.5776379940375,0,5
2024-01-17,9.029210319004687,0,4
2024-01-18,6.810172322760938,0,7
2024-01-19,-0.10771204213749996,0,5
2024-01-20,6.566672432839064,0,2
2024-01-21,0.2864092821671884,0,0
2024-01-22,7.743413742095314,0,2
2024-01-23,10.236636705032813,0,8
2024-01-24,1.7359343178265627,0,6
2024-01-25,2.309434887682813,0,3
2024-01-26,6.553818312464063,0,13
2024-01-27,-1.6968006438546865,0,12
2024-01-28,2.0159592858031266,0,7
2024-01-29,13.980768137431252,1,6
2024-01-30,2.8465480727875003,3,10
2024-01-31,6.323133735989063,0,5
2024-02-01,7.19678213250625,0,9
2024-02-02,3.0785940177937503,1,8
2024-02-03,7.372308298231251,0,2
2024-02-04,4.074714153462501,0,3
2024-02-05,9.276683054703126,0,9
2024-02-06,9.795650915907814,5,6
2024-02-07,4.4864217143828125,0,7
2024-02-08,7.893280154445313,0,2
2024-02-09,0.6917797688218759,0,1
2024-02-10,3.323019170848439,0,0
2024-02-11,4.402508105179689,0,0
2024-02-12,7.357083390332814,0,2
2024-02-13,4.083441999112501,2,1
2024-02-14,6.255854117167188,1,0
2024-02-15,7.150753828459376,0,1
2024-02-16,1.032770750842188,0,2
2024-02-17,-1.4491597706562491,0,1
2024-02-18,4.088441087314064,1,6
2024-02-19,10.821384017976564,0,6
2024-02-20,15.05959554014375,1,7
2024-02-21,17.228942516582812,0,5
2024-02-22,5.523418576909373,1,2
2024-02-23,5.200379523821875,0,3
2024-02-24,-1.4897681743703113,0,9
2024-02-25,1.35765606114219,0,2
2024-02-26,-0.48601763257812247,0,3
2024-02-27,6.817502144882815,0,3
2024-02-28,1.3161239108031264,0,10
2024-02-29,-0.3058903696734361,0,1
2024-03-01,3.1119837996406257,0,9
2024-03-02,1.0853673393015633,0,2
2024-03-03,-0.7226237345531243,0,1
2024-03-04,7.573493662167188,1,1
2024-03-05,10.881232771876562,7,5
2024-03-06,2.202819542089062,7,6
2024-03-07,3.6401289944156248,2,5
2024-03-08,16.707236319376563,2,4
2024-03-09,-1.584743497098438,0,1
2024-03-10,0.5134208638250006,0,0
2024-03-11,5.810729074928126,1,8
2024-03-12,7.466672340875002,5,1
2024-03-13,12.125040576025,1,1
2024-03-14,-0.49338593874375025,0,7
2024-03-15,7.442343479778126,2,5
2024-03-16,-0.9394213682109369,0,9
2024-03-17,1.7286051113375018,0,2
2024-03-18,7.907891035182813,1,6
2024-03-19,9.350416662568751,11,1
2024-03-20,13.917244192607813,2,6
2024-03-21,3.220204189957812,0,6
2024-03-22,2.882461409715625,1,11
2024-03-23,-1.7518305059624992,0,3
2024-03-24,-1.1407814370890603,0,3
2024-03-25,9.19392780466719,1,8
2024-03-26,8.356052766501563,2,6
2024-03-27,8.032103919004687,0,8
2024-03-28,-1.1128526261453127,0,6
2024-03-29,5.711115000081251,0,6
2024-03-30,-1.4960271802937493,0,2
2024-03-31,-0.884906887679686,0,8
2024-04-01,7.376112912500001,4,7
2024-04-02,2.7010055323437507,0,9
2024-04-03,5.8234121194843755,0,4
2024-04-04,4.609100560734374,0,6
2024-04-05,0.6344872878750003,1,12
2024-04-06,0.04353895635468796,0,1
2024-04-07,-0.7341925677515616,0,13
2024-04-08,4.5198101300000015,0,5
2024-04-09,8.120419123375001,0,9
2024-04-10,3.5600119789,0,4
2024-04-11,4.742923446246875,0,5
2024-04-12,6.663636249154687,0,6
2024-04-13,0.44033031250312527,0,3
2024-04-14,0.9284606694125006,0,2
2024-04-15,3.095115803714063,0,8
2024-04-16,3.977504606171876,0,12
2024-04-17,7.830191363929688,0,10
2024-04-18,4.392151984598438,0,7
2024-04-19,3.5231387642265624,0,3
2024-04-20,2.630269463159375,0,1
2024-04-21,-1.2237091388187493,0,2
2024-04-22,5.262355071396876,0,7
2024-04-23,3.8569894491156256,0,6
2024-04-24,1.8065139335281257,0,9
2024-04-25,1.9790516801796878,0,5
2024-04-26,1.057408917832813,0,8
2024-04-27,1.2368775347062506,0,0
2024-04-28,-0.6773108397421869,0,5
2024-04-29,3.5766945998562507,0,7
2024-04-30,2.3009603531562504,0,8
2024-05-01,3.27543969345625,0,5
2024-05-02,6.188462184523438,2,10
2024-05-03,3.849437085845312,0,2
2024-05-04,-1.1219750761390626,0,3
2024-05-05,1.3559173688968755,0,1
2024-05-06,4.347736972428126,0,4
2024-05-07,0.06966785918750062,0,6
2024-05-08,7.338607028309376,0,8
2024-05-09,2.7642392540796874,0,7
2024-05-10,2.9199119174968753,0,12
2024-05-11,-1.0422038078296874,0,1
2024-05-12,-0.6054084676796867,0,3
2024-05-13,3.586648880218751,0,2
2024-05-14,1.2718539336000005,0,12
2024-05-15,2.362572804304688,0,7
2024-05-16,4.314031808339062,0,3
2024-05-17,3.07551114265,0,1
2024-05-18,-0.88816066220625,0,6
2024-05-19,-0.5029644601437496,0,4
2024-05-20,4.663638440000001,0,5
2024-05-21,6.2368195679375,0,4
2024-05-22,5.858709812575,0,3
2024-05-23,9.68888082463125,0,3
2024-05-24,6.164774592314062,0,3
2024-05-25,-1.7999887647421877,1,0
2024-05-26,-0.03036022264374938,0,1
2024-05-27,10.184292681250001,0,4
2024-05-28,7.294784223671876,0,2
2024-05-29,6.116155534960938,1,2
2024-05-30,3.1077405823890625,2,6
2024-05-31,1.3873027690765631,0,8
2024-06-01,0.7016573554796888,0,4
2024-06-02,3.9890825959625014,0,2
2024-06-03,6.842196415734376,0,5
2024-06-04,5.456639088042188,1,14
2024-06-05,6.374762922464063,0,9
2024-06-06,1.2743633043015625,0,9
2024-06-07,3.7199787508843754,0,4
2024-06-08,3.7047318432734384,0,3
2024-06-09,1.7062849851109383,0,0
2024-06-10,5.896055572350001,0,3
2024-06-11,4.569344509445314,0,10
2024-06-12,0.5531991311031257,0,8
2024-06-13,2.953499126873438,3,8
2024-06-14,6.928837946915626,0,3
2024-06-15,-1.4417848914359372,0,6
2024-06-16,0.17272349599218817,0,2
2024-06-17,2.329789349523438,0,2
2024-06-18,4.240172048782814,0,2
2024-06-19,3.016528711654688,0,9
2024-06-20,4.049636873753125,0,10
2024-06-21,1.9555752228656251,0,5
2024-06-22,0.08603332323125035,0,5
2024-06-23,1.3414956959625006,0,1
2024-06-24,6.393061035734376,0,1
2024-06-25,-0.10629157283281243,1,7
2024-06-26,10.275764279814062,0,5
2024-06-27,5.422836216507812,0,2
2024-06-28,0.4717489235281249,0,6
2024-06-29,-0.07009667297656241,0,3
2024-06-30,2.2180093993765633,0,4
2024-07-01,3.1577248851828137,0,8
2024-07-02,0.04270602006875068,0,3
2024-07-03,3.299078972982813,0,6
2024-07-04,2.145265555542188,0,4
2024-07-05,2.165784775995313,0,4
2024-07-06,2.2373621724671877,0,3
2024-07-07,-0.7315619068374998,0,4
2024-07-08,3.5584049109171882,0,7
2024-07-09,1.2769506940796878,0,6
2024-07-10,2.3826377043406257,1,6
2024-07-11,2.3282105191515625,0,7
2024-07-12,2.2902825245593754,0,9
2024-07-13,-0.7134745854046873,0,1
2024-07-14,0.578729453345313,0,2
2024-07-15,5.608266882392188,1,8
2024-07-16,7.1447155679375,0,6
2024-07-17,3.7276505875749995,0,2
2024-07-18,4.830067729631249,0,7
2024-07-19,-0.2802743354046875,2,7
2024-07-20,-0.8415640091546868,0,6
2024-07-21,1.4364911711421886,0,0
2024-07-22,1.3855146594843761,0,4
2024-07-23,5.372268636870313,2,22
2024-07-24,5.975503074409375,0,5
2024-07-25,1.7369184246343747,0,6
2024-07-26,10.029943662976562,0,13
2024-07-27,-0.6769939532312503,0,2
2024-07-28,1.0212517299640629,0,6
2024-07-29,0.14639915646875046,1,3
2024-07-30,5.3112316538968765,1,7
2024-07-31,3.9087037555843755,0,0
2024-08-01,5.848623717425,0,5
2024-08-02,3.6284144219515624,1,2
2024-08-03,-1.2654574720296874,0,7
2024-08-04,-0.7618180959109367,0,0
2024-08-05,5.514677500182813,1,10
2024-08-06,7.025131991912501,0,1
