,microsoft/typescript,rescript-lang/rescript-compiler,google/closure-compiler
2015-02-13,32,0,3.0179885141578136
2015-02-14,5,0,-0.9876154038968745
2015-02-15,11,0,-0.5764331937828115
2015-02-16,33,0,-0.38389680007187427
2015-02-17,26,0,3.707410528375001
2015-02-18,24,0,5.35631935118125
2015-02-19,17,0,0.07095697433437476
2015-02-20,15,0,1.4020954737531248
2015-02-21,29,0,3.4462790428656254
2015-02-22,13,0,-0.7405374101437496
2015-02-23,35,0,4.5929889500000005
2015-02-24,40,0,4.20521139
2015-02-25,27,0,6.0421190579375
2015-02-26,23,0,-1.2603900094875002
2015-02-27,51,0,9.30439062926875
2015-02-28,10,1,1.5446934864328123
2015-03-01,4,1,-1.0961022696343745
2015-03-02,22,0,-0.6876912038937495
2015-03-03,11,0,7.512430866171877
2015-03-04,18,0,3.809353298492188
2015-03-05,20,0,4.851057171210938
2015-03-06,17,0,3.7377850322484374
2015-03-07,23,1,3.7932357810937503
2015-03-08,10,2,-1.2409399644062495
2015-03-09,25,9,3.2974485923921883
2015-03-10,14,3,6.1029273675
2015-03-11,21,0,4.7251166896250005
2015-03-12,35,2,0.6430116246343751
2015-03-13,57,0,4.027167315476563
2015-03-14,18,0,-1.1238076615437493
2015-03-15,10,2,-0.6612761277578115
2015-03-16,28,0,0.5409713648203134
2015-03-17,77,1,5.569552799187501
2015-03-18,35,2,3.0809564462468755
2015-03-19,9,7,7.097300699154688
2015-03-20,6,0,0.7033392775031244
2015-03-21,9,4,-0.8787310201499998
2015-03-22,7,0,-0.5525067751796869
2015-03-23,19,0,1.623167228750001
2015-03-24,44,5,0.5009624594843758
2015-03-25,29,3,1.562286884370313
2015-03-26,39,0,6.494260037721875
2015-03-27,13,0,0.00784569323124984
2015-03-28,2,0,-0.6112234463187499
2015-03-29,5,0,-0.3450634800718749
2015-03-30,19,0,1.7592795950000006
2015-03-31,43,2,3.6099659027187503
2015-04-01,42,6,2.3531957519124997
2015-04-02,27,0,7.344646635182812
2015-04-03,16,0,3.8148054075687496
2015-04-04,5,0,-0.12874378076718762
2015-04-05,0,0,-0.7141773775359375
2015-04-06,20,0,2.5240143075000008
2015-04-07,7,0,10.336256051468752
2015-04-08,22,2,4.470105604115625
2015-04-09,59,2,2.5865232683093744
2015-04-10,29,0,-0.21586105548281265
2015-04-11,17,0,12.147236168384376
2015-04-12,14,0,-1.8513078631953124
2015-04-13,24,0,4.020687421214063
2015-04-14,36,0,4.814662827203126
2015-04-15,27,0,9.640612521720314
2015-04-16,48,0,5.070648196510938
2015-04-17,41,1,5.259821273971875
2015-04-18,8,0,-1.7204405244093748
2015-04-19,22,1,-1.0370849842390613
2015-04-20,19,0,9.234952610782814
2015-04-21,32,0,5.4833593699218754
2015-04-22,22,0,3.4236138629765627
2015-04-23,40,1,-0.4254345196375
2015-04-24,9,4,0.03185355724531347
2015-04-25,1,0,16.280924841139065
2015-04-26,3,0,-2.180041842751563
2015-04-27,15,2,2.9021827000000004
2015-04-28,5,0,0.8395716835937501
2015-04-29,20,1,16.03302353978125
2015-04-30,25,0,0.6911260084203121
2015-05-01,33,0,5.508939515554688
2015-05-02,17,1,-1.6318520018015628
2015-05-03,13,0,-1.0077042238015608
2015-05-04,50,0,-0.7489515531109359
2015-05-05,30,0,6.522797392937502
2015-05-06,27,0,4.906371840075001
2015-05-07,25,0,3.7801257974125
2015-05-08,21,0,-1.2186413059078127
2015-05-09,8,0,-0.6328122487171871
2015-05-10,0,0,-0.4380842177515616
2015-05-11,11,0,7.707852912500001
2015-05-12,15,0,5.96278830125
2015-05-13,29,0,4.740649568890625
2015-05-14,7,0,1.685329672904687
2015-05-15,23,1,1.9669653197062502
2015-05-16,8,0,0.07843423732031307
2015-05-17,1,0,-0.6625883499999992
2015-05-18,1,0,10.529928342500002
2015-05-19,38,0,4.527987797125
2015-05-20,12,0,-1.404229976396875
2015-05-21,6,0,6.211414277904687
2015-05-22,2,0,3.7761713444875005
2015-05-23,6,0,-1.181254442904687
2015-05-24,3,0,-0.700747508123437
2015-05-25,1,0,-0.49653908628593646
2015-05-26,6,2,1.6120566293281262
2015-05-27,14,0,5.477484906510938
2015-05-28,9,0,3.116140948534375
2015-05-29,7,0,9.150553327640624
2015-05-30,15,0,-1.4989585328296884
2015-05-31,5,0,-0.7622027626796872
2015-06-01,16,0,-0.49067452499999953
2015-06-02,45,0,-0.3722514674999987
2015-06-03,87,0,2.700485646468751
2015-06-04,46,0,1.4497975068343756
2015-06-05,19,0,6.4653966702218755
2015-06-06,3,0,-1.0047785403000005
2015-06-07,3,0,-0.5179760253593748
2015-06-08,12,1,6.7108247500000004
2015-06-09,32,2,6.0836429625
2015-06-10,19,0,-1.1874223637500003
2015-06-11,15,0,20.342473580953126
2015-06-12,21,0,6.4338734426109365
2015-06-13,7,0,-2.1862306461812504
2015-06-14,3,0,-1.2672433052515624
2015-06-15,21,0,9.139797538750003
2015-06-16,26,1,11.330951685140626
2015-06-17,23,0,3.7027768286390623
2015-06-18,70,6,13.119782298498437
2015-06-19,13,2,12.352097160421874
2015-06-20,3,0,-3.038270720395312
2015-06-21,1,0,-1.6432025478234364
2015-06-22,21,5,5.883818875000002
2015-06-23,31,0,15.429437993593751
2015-06-24,45,0,3.2708797904375
2015-06-25,35,0,5.905069407689062
2015-06-26,25,0,4.9405392458
2015-06-27,0,0,3.035412766726564
2015-06-28,0,0,-1.6590766255390614
2015-06-29,24,2,7.012089413750002
2015-06-30,13,1,2.449385397640626
2015-07-01,39,1,0.6305586834828139
2015-07-02,27,1,0.9303422212953132
2015-07-03,4,0,-0.839705555590624
2015-07-04,1,0,-0.5482214926468739
2015-07-05,0,2,-0.37472163282968657
2015-07-06,31,0,-0.25695038267968673
2015-07-07,33,0,43.820521185875
2015-07-08,14,0,12.446024510149996
2015-07-09,37,0,10.245080571324998
2015-07-10,39,2,22.54506566889687
2015-07-11,18,0,-4.640447705071875
2015-07-12,0,0,-2.6293994999999972
2015-07-13,24,0,3.116611700000003
2015-07-14,26,0,13.025263652500005
2015-07-15,49,0,8.062097716062503
2015-07-16,29,0,13.052765094653125
2015-07-17,34,0,4.809014522170313
2015-07-18,6,0,-2.5903813239093743
2015-07-19,4,0,-1.5692189784343733
2015-07-20,10,0,11.011217081250003
2015-07-21,29,0,-0.9821971463281236
2015-07-22,23,0,20.71292418333594
2015-07-23,28,0,10.89897052878906
2015-07-24,15,0,4.999320043854688
2015-07-25,4,0,-2.4819916447000003
2015-07-26,4,0,-1.4548267202874983
2015-07-27,28,0,11.981870132500003
2015-07-28,20,0,-2.106412227437499
2015-07-29,17,0,8.747381964053126
2015-07-30,19,2,6.149990413620313
2015-07-31,20,2,15.073906791990627
2015-08-01,2,0,-2.748648189628126
2015-08-02,6,0,-0.43792198278749916
2015-08-03,11,1,3.944814448750001
2015-08-04,14,0,5.718795305796877
2015-08-05,18,0,14.447097104532814
2015-08-06,34,0,0.5136505873437498
2015-08-07,23,0,10.311942884265626
2015-08-08,0,0,2.740764595946875
2015-08-09,0,0,-1.7886015018609362
2015-08-10,11,4,12.955973618234376
2015-08-11,6,0,8.816711258635937
2015-08-12,10,0,6.647328868710938
2015-08-13,20,0,16.722306035248437
2015-08-14,11,0,16.730204002878125
2015-08-15,2,0,2.240093204954687
2015-08-16,2,0,-2.7376427205093745
2015-08-17,14,0,9.280273602320314
2015-08-18,23,0,10.635086596531252
2015-08-19,39,5,7.185933117575002
2015-08-20,45,0,14.352276826214062
2015-08-21,31,0,9.693978879879687
2015-08-22,4,0,-3.2134033859953117
2015-08-23,0,0,-1.8558118163124984
2015-08-24,10,0,10.773540063534377
2015-08-25,16,0,4.876313130578127
2015-08-26,36,0,6.999015627901564
2015-08-27,55,2,8.878432788126563
2015-08-28,22,0,-0.3433178978749991
2015-08-29,7,0,-1.5567070623140613
2015-08-30,2,0,-0.969408982967186
2015-08-31,11,0,15.345403307500002
2015-09-01,9,0,10.8704570075625
2015-09-02,8,0,3.5353766747093744
2015-09-03,23,2,4.0657385313578125
2015-09-04,19,0,17.225871491504687
2015-09-05,16,0,-1.9790045039265625
2015-09-06,4,0,-1.686882655071874
2015-09-07,1,3,-1.1557808024999985
2015-09-08,2,0,6.105928865500003
2015-09-09,15,0,11.568815287721877
2015-09-10,45,0,-1.1143521260609375
2015-09-11,20,0,4.783754765440625
2015-09-12,9,0,-0.4034222587624998
2015-09-13,4,0,1.050923738801564
2015-09-14,9,0,6.253286809964063
2015-09-15,18,0,11.79264621375
2015-09-16,22,0,2.9862787451406243
2015-09-17,16,0,8.384812441795312
2015-09-18,18,0,4.029151414017187
2015-09-19,6,0,-1.6771562018796868
2015-09-20,6,1,-1.0421131582312488
2015-09-21,18,0,4.265493735182814
2015-09-22,20,0,1.9210534900687515
2015-09-23,1,0,6.008030856795314
2015-09-24,10,1,8.675564314454688
2015-09-25,26,0,12.291947929664062
2015-09-26,9,0,-2.333469653453126
2015-09-27,4,0,-1.2241909277156247
2015-09-28,14,0,0.1866032312500011
2015-09-29,24,0,15.276300758671876
2015-09-30,25,0,7.849390299523438
2015-10-01,27,0,7.864120113782812
2015-10-02,25,0,5.763550654592187
2015-10-03,11,0,-1.0996616575781246
2015-10-04,5,0,-1.3402389480031236
2015-10-05,38,1,4.1375216037500016
2015-10-06,41,0,11.826344921984376
2015-10-07,11,0,2.921354551714063
