,bridgecrewio/checkov,aquasecurity/trivy,tfsec/tfsec
2020-08-11,-1.3527880564296857,1,0
2020-08-12,3.1138565286718767,2,0
2020-08-13,16.905646236929687,2,0
2020-08-14,1.4812759141015626,0,0
2020-08-15,2.4027411752812498,0,0
2020-08-16,0.5906066034656252,0,0
2020-08-17,5.970162257865626,1,0
2020-08-18,1.5987317877937508,0,0
2020-08-19,18.86599657985625,2,0
2020-08-20,-2.730899834562501,2,0
2020-08-21,5.534781120575001,0,0
2020-08-22,-1.7049561577093746,0,0
2020-08-23,-0.962790392206248,0,0
2020-08-24,7.308291052575002,1,0
2020-08-25,-1.324934734931249,2,0
2020-08-26,14.217811918201564,0,0
2020-08-27,7.963303094579687,0,0
2020-08-28,0.9140670755312499,0,0
2020-08-29,-1.3734121911093753,0,0
2020-08-30,19.105974432248438,2,0
2020-08-31,5.37737418,2,0
2020-09-01,3.8028683083750003,1,0
2020-09-02,12.056433360962501,5,0
2020-09-03,0.3948023047656255,0,0
2020-09-04,5.1564179930546885,0,0
2020-09-05,27.13715728559375,0,1
2020-09-06,34.961157917392185,0,0
2020-09-07,3.9487900946874976,0,3
2020-09-08,3.7301583426562495,3,0
2020-09-09,-0.39292823338124805,0,2
2020-09-10,3.4720120763156297,0,0
2020-09-11,0.5961786392000041,0,0
2020-09-12,-1.9091779274671843,0,0
2020-09-13,3.6025311760453156,0,0
2020-09-14,7.40921075634844,0,1
2020-09-15,1.1648380134421885,1,0
2020-09-16,1.8313615567656252,0,0
2020-09-17,-0.9967564743343745,0,0
2020-09-18,-0.6029337744515614,1,0
2020-09-19,-0.437446366762499,0,0
2020-09-20,-0.3094609013578115,0,0
2020-09-21,6.7644788811718755,2,0
2020-09-22,11.099123793929687,0,10
2020-09-23,-1.6525757006203134,1,0
2020-09-24,5.206598503345312,1,0
2020-09-25,-1.1118340576078127,0,0
2020-09-26,-0.6307672499999989,0,0
2020-09-27,17.5434649125,0,0
2020-09-28,-2.1595750237500004,0,0
2020-09-29,4.893196953890625,1,0
2020-09-30,5.6344162010609375,1,0
2020-10-01,5.490726592068751,0,0
2020-10-02,-1.53351137809375,0,0
2020-10-03,3.074215659784376,0,0
2020-10-04,7.959475467500001,0,0
2020-10-05,-1.5886564592812493,2,11
2020-10-06,0.058307139353125814,0,1
2020-10-07,12.333650160656251,0,0
2020-10-08,18.209543319925,0,13
2020-10-09,-1.9369689588609385,0,3
2020-10-10,5.387212634748437,0,5
2020-10-11,3.2621542316875005,2,2
2020-10-12,18.400860010215627,0,1
2020-10-13,-3.0252870315734377,1,0
2020-10-14,-1.6202808642656241,0,14
2020-10-15,10.846047390760939,0,23
2020-10-16,-2.0976128770296856,0,19
2020-10-17,-1.1833462999843736,0,11
2020-10-18,-0.7360857748953116,0,2
2020-10-19,9.423542542170315,0,2
2020-10-20,2.5732384770078127,3,3
2020-10-21,2.82407879928125,0,18
2020-10-22,14.001875645,2,10
2020-10-23,5.8845552438125,0,2
2020-10-24,-1.9336037304312503,0,1
2020-10-25,18.933762875,2,1
2020-10-26,15.2340104875,2,2
2020-10-27,9.70024278484375,1,9
2020-10-28,0.8269992500781242,1,6
2020-10-29,-2.2548202059562485,3,3
2020-10-30,4.489370324621878,1,4
2020-10-31,2.26151645783594,0,0
2020-11-01,1.511851279712502,0,0
2020-11-02,-1.277625955312499,0,1
2020-11-03,6.089952213750002,0,1
2020-11-04,9.71520730015,0,0
2020-11-05,-1.7678849100296876,0,0
2020-11-06,-0.8956558876437499,0,2
2020-11-07,2.400591799406251,0,0
2020-11-08,-0.7620522060281237,0,0
2020-11-09,3.533281313309376,0,3
2020-11-10,21.266865431142186,0,0
2020-11-11,9.369003650140623,0,1
2020-11-12,-2.516393660923439,0,2
2020-11-13,-1.3815234153953126,1,1
2020-11-14,-0.8943230887499982,0,3
2020-11-15,3.3161285109531273,0,0
2020-11-16,5.047463382392189,0,3
2020-11-17,1.7797212804375007,1,2
2020-11-18,9.9387773485125,1,0
2020-11-19,5.211755488021875,0,0
2020-11-20,5.4302717695687495,0,0
2020-11-21,4.46016395,0,0
2020-11-22,5.486515390000001,0,0
2020-11-23,7.364256782937501,2,0
2020-11-24,2.0874767355125003,0,3
2020-11-25,6.465444949487501,0,0
2020-11-26,-1.7780759620296869,1,3
2020-11-27,-1.088773267754686,0,0
2020-11-28,12.259832826139064,0,0
2020-11-29,4.157917167904688,1,0
2020-11-30,6.416203377425,1,0
2020-12-01,17.26492233010781,0,0
2020-12-02,7.0977750051140625,3,1
2020-12-03,-2.5266346642687503,0,1
2020-12-04,2.508202517212501,1,1
2020-12-05,-1.429711626249998,0,0
2020-12-06,1.0109104032968774,1,0
2020-12-07,1.0194097314390642,0,0
2020-12-08,6.158010026909376,2,0
2020-12-09,1.7286072699156254,0,1
2020-12-10,0.978765621660938,0,1
2020-12-11,-0.7364218103593748,0,0
2020-12-12,-0.41696827706249934,0,0
2020-12-13,3.6860884223562507,0,0
2020-12-14,7.37686664396875,2,0
2020-12-15,4.834690257646875,0,0
2020-12-16,-1.2173810099312505,1,0
2020-12-17,-0.6903342992984373,4,0
2020-12-18,1.5548998163609382,2,0
2020-12-19,-0.5223547550718741,0,1
2020-12-20,5.663628615,0,0
2020-12-21,4.1370051029375,3,0
2020-12-22,2.01197090823125,1,0
2020-12-23,1.1471658016187498,0,0
2020-12-24,-0.6781921402156247,0,0
2020-12-25,-0.3977003924999994,1,0
2020-12-26,-0.2976799510312493,0,0
2020-12-27,-0.2388451950718743,0,2
2020-12-28,5.81540210315625,0,1
2020-12-29,3.24216020595625,0,0
2020-12-30,0.2371134057734372,0,0
2020-12-31,1.5046668163609374,1,0
2021-01-01,-0.4997727050718748,0,0
2021-01-02,-0.29785049999999946,0,0
2021-01-03,-0.22110157499999952,1,0
2021-01-04,-0.17665197749999945,1,0
2021-01-05,14.85281982440625,2,0
2021-01-06,5.373915911471874,1,0
2021-01-07,0.559648884340624,2,2
2021-01-08,-0.9700354785671881,1,0
2021-01-09,-0.616235205071874,0,0
2021-01-10,4.556611250000001,0,0
2021-01-11,2.1484275625000007,3,2
2021-01-12,7.18422696875,0,0
2021-01-13,7.674995406015625,0,0
2021-01-14,-1.6639608716484378,0,1
2021-01-15,2.1465001562171877,0,0
2021-01-16,-0.8527580175718744,0,0
2021-01-17,11.455148981250002,0,0
2021-01-18,8.383030496171875,0,1
2021-01-19,3.1201056157734373,2,0
2021-01-20,1.458063422017187,0,1
2021-01-21,10.749258325071876,3,5
2021-01-22,0.013603238426562747,0,0
2021-01-23,-1.276629089046874,0,0
2021-01-24,5.135487712392188,1,1
2021-01-25,1.7551329688125012,1,0
2021-01-26,9.9038501206625,0,0
2021-01-27,4.2387111708125,1,2
2021-01-28,-1.5346225817265624,1,0
2021-01-29,1.095608293704688,0,1
2021-01-30,-0.8455326814624988,0,0
2021-01-31,11.485894829928126,0,0
2021-02-01,5.41082639565625,0,0
2021-02-02,10.4385742119875,0,0
2021-02-03,41.913756321720314,0,2
2021-02-04,8.436428719010934,0,3
2021-02-05,-4.132619007715626,0,1
2021-02-06,-2.4218480260312494,0,0
2021-02-07,5.25639285242813,0,0
2021-02-08,11.951168220062504,2,2
2021-02-09,0.1793481734593767,0,3
2021-02-10,9.02449746606094,0,1
2021-02-11,-2.4557412506187486,1,2
2021-02-12,-1.4860981437999978,0,1
2021-02-13,-0.8108400230031236,0,7
2021-02-14,0.4624382012500018,3,0
2021-02-15,4.460939773890626,1,1
2021-02-16,13.084188423779688,0,2
2021-02-17,16.078180466699997,0,3
2021-02-18,11.276389499220311,1,0
2021-02-19,11.179183372104685,1,2
2021-02-20,-2.9260207625000008,0,3
2021-02-21,-0.7034632587499985,1,2
2021-02-22,15.672318530734378,2,4
2021-02-23,22.29162210988594,2,0
2021-02-24,7.920960147601562,2,1
2021-02-25,8.540444007715625,3,5
2021-02-26,-0.2603267253656245,0,0
