,scikit-learn/scikit-learn,statsmodels/statsmodels,mlpack/mlpack
2010-09-11,23,7,-0.1407981568
2010-09-12,1,5,-0.0832000000000001
2010-09-13,3,6,1.940096
2010-09-14,29,0,-0.8459263999999999
2010-09-15,12,9,0.72325888
2010-09-16,19,1,1.4416885760000002
2010-09-17,7,4,-1.0287963136
2010-09-18,2,0,-0.363904
2010-09-19,1,7,0.7844735999999999
2010-09-20,6,2,-0.54989312
2010-09-21,4,1,-0.23317862400000003
2010-09-22,1,5,1.8461067264
2010-09-23,0,2,-0.8934968319999999
2010-09-24,0,10,0.6869384192
2010-09-25,0,0,-0.5765595135999999
2010-09-26,0,0,-0.22157056000000008
2010-09-27,8,0,-0.13905971200000003
2010-09-28,10,2,-0.10032455680000005
2010-09-29,12,4,0.93330688
2010-09-30,7,3,1.5467253760000002
2010-10-01,17,3,0.036033126400000226
2010-10-02,0,0,1.2808442880000002
2010-10-03,0,3,7.8976018432
2010-10-04,12,4,0.9828480000000006
2010-10-05,11,0,5.6675328
2010-10-06,19,2,-1.9534489599999993
2010-10-07,4,6,-0.10916403200000024
2010-10-08,7,4,1.2790254591999997
2010-10-09,0,1,4.0396780543999995
2010-10-10,0,6,-4.1896286208
2010-10-11,10,11,8.2288246784
2010-10-12,7,4,-2.129442611199999
2010-10-13,5,5,-0.13540147199999986
2010-10-14,4,3,5.2827209728
2010-10-15,2,6,1.5139137536000007
2010-10-16,0,9,-0.20393123839999916
2010-10-17,0,8,6.5664293888000005
2010-10-18,10,1,2.3711617024000002
2010-10-19,8,0,1.5792256
2010-10-20,21,1,6.8416220160000005
2010-10-21,25,0,-3.0564132863999998
2010-10-22,10,0,-1.4820363264000003
2010-10-23,2,0,-1.4752497664000002
2010-10-24,24,9,-0.6296869888000005
2010-10-25,21,0,-0.26828062720000023
2010-10-26,15,0,4.934012416
2010-10-27,5,0,10.1381692416
2010-10-28,3,0,-0.12493148159999912
2010-10-29,1,9,-2.3863428095999994
2010-10-30,4,5,4.5335687168
2010-10-31,16,1,5.0485625856
2010-11-01,49,0,20.884080742400002
2010-11-02,8,0,-7.352450457599996
2010-11-03,15,0,-4.2522725376
2010-11-04,13,2,-3.8028665856000003
2010-11-05,8,0,-3.090801459200001
2010-11-06,4,0,-0.8819547136000008
2010-11-07,30,0,1.2681358335999997
2010-11-08,4,1,-1.3391826943999994
2010-11-09,7,3,3.4297492480000003
2010-11-10,5,5,1.1318406144000006
2010-11-11,4,0,-2.5593786368
2010-11-12,23,6,-0.007969382400000224
2010-11-13,19,12,1.0059896831999997
2010-11-14,15,4,-1.3293905920000002
2010-11-15,15,1,9.3847401472
2010-11-16,10,6,-1.4068557823999992
2010-11-17,7,13,1.3247890432
2010-11-18,4,1,8.192519168
2010-11-19,9,2,4.396510412800001
2010-11-20,3,12,2.947783168000001
2010-11-21,3,3,-5.0329975808
2010-11-22,25,9,2.0244004863999994
2010-11-23,11,8,-2.7399936000000005
2010-11-24,12,5,-2.2374461440000006
2010-11-25,16,5,6.718106521599999
2010-11-26,9,0,2.8897681408
2010-11-27,14,23,-3.4319950847999996
2010-11-28,10,2,-2.1795215359999998
2010-11-29,7,5,4.8540448768
2010-11-30,7,7,0.8982367232000001
2010-12-01,17,1,0.1658839040000002
2010-12-02,5,1,2.5855429632
2010-12-03,8,3,2.8615971840000003
2010-12-04,2,1,0.23504220160000022
2010-12-05,5,3,9.8728699904
2010-12-06,5,7,10.423269683200001
2010-12-07,12,1,-4.248666111999999
2010-12-08,8,2,-2.5254514688
2010-12-09,11,5,-2.8748997632000006
2010-12-10,20,1,7.507174809599999
2010-12-11,3,0,3.443887104
2010-12-12,19,0,1.0948365312000004
2010-12-13,11,0,-2.3267884031999992
2010-12-14,14,1,4.353282457600001
2010-12-15,2,0,-2.0533421055999996
2010-12-16,11,0,0.7297715199999999
2010-12-17,7,0,-2.2503885824
2010-12-18,1,0,-1.9850887168000002
2010-12-19,0,1,2.7977175039999995
2010-12-20,0,1,4.6196533248
2010-12-21,3,0,0.20768368640000068
2010-12-22,0,1,2.9674433536000002
2010-12-23,0,0,5.2613021696
2010-12-24,0,1,-3.1043958784
2010-12-25,0,0,-2.7982651392
2010-12-26,0,1,-0.4324307968000005
2010-12-27,0,2,0.6368184319999997
2010-12-28,0,2,1.3586879488
2010-12-29,0,0,4.9689938944000005
2010-12-30,2,0,4.3170116608
2010-12-31,0,9,2.4049165312000005
2011-01-01,0,4,-4.5611620352
2011-01-02,5,1,-1.8229492736000004
2011-01-03,1,5,2.8887495679999997
2011-01-04,1,6,6.6102203392
2011-01-05,2,4,-3.6730269695999995
2011-01-06,0,4,0.8118086656000001
2011-01-07,0,3,4.5981732864
2011-01-08,2,0,-3.9266832384
2011-01-09,2,3,2.4753921024
2011-01-10,5,0,7.51709696
2011-01-11,4,10,-0.10997708799999906
2011-01-12,16,0,-1.9405181951999997
2011-01-13,7,2,2.4474067967999997
2011-01-14,5,2,1.7173327872000002
2011-01-15,1,5,2.5281427456000003
2011-01-16,1,2,0.05433866240000018
2011-01-17,4,3,11.732951552
2011-01-18,11,0,6.437711052800001
2011-01-19,11,2,3.589322752000001
2011-01-20,27,0,-2.0870830079999987
2011-01-21,2,8,5.1891851264
2011-01-22,10,4,7.738474496
2011-01-23,5,2,-1.1953832959999993
2011-01-24,7,0,-1.0474789888
2011-01-25,7,1,1.2314134528
2011-01-26,9,0,1.25214976
2011-01-27,7,0,2.4700587008
2011-01-28,6,0,6.2317476864
2011-01-29,1,1,-0.3816777727999989
2011-01-30,2,5,-0.9057230848
2011-01-31,6,3,-0.7346478080000001
2011-02-01,16,0,12.1305281536
2011-02-02,22,0,-2.3458024447999986
2011-02-03,1,0,-0.6118639615999992
2011-02-04,2,1,1.3478180864000002
2011-02-05,0,0,7.3029282816
2011-02-06,0,2,-1.0122054655999992
2011-02-07,0,1,11.7820289024
2011-02-08,14,2,-1.2436817920000003
2011-02-09,0,0,-5.8216353792
2011-02-10,0,3,13.4176392192
2011-02-11,3,0,-3.8572612607999996
2011-02-12,2,0,-5.459134976
2011-02-13,0,11,-1.7284712448000001
2011-02-14,9,2,7.802330726399999
2011-02-15,1,1,4.6584522752
2011-02-16,0,1,-1.1613193215999988
2011-02-17,12,7,-1.4262564863999998
2011-02-18,1,1,-0.24825006080000023
2011-02-19,0,1,-2.9118304256000003
2011-02-20,4,5,5.628486656
2011-02-21,19,3,11.304946688000001
2011-02-22,3,12,-4.517532876799998
2011-02-23,20,6,0.021862912000000456
2011-02-24,12,2,-0.538961408
2011-02-25,7,11,-1.8702336000000006
2011-02-26,4,6,-0.8346840064000003
2011-02-27,25,0,-1.4796923904000003
2011-02-28,18,12,9.120854016
2011-03-01,5,3,-2.659343257599999
2011-03-02,8,4,6.548636672000001
2011-03-03,3,4,-2.687044198399999
2011-03-04,3,3,2.4380064767999996
2011-03-05,1,4,-1.2706407424
2011-03-06,15,5,2.7801101312
2011-03-07,11,9,6.844801843200001
2011-03-08,9,5,16.60912896
2011-03-09,39,8,-4.922514431999996
2011-03-10,12,1,-6.2614588416
2011-03-11,4,5,-2.9770340352
2011-03-12,1,0,-1.8516519936000009
2011-03-13,2,0,3.6756689919999994
2011-03-14,6,10,6.030017126400001
2011-03-15,3,7,3.042520576000001
2011-03-16,0,3,-0.17163059199999964
2011-03-17,0,2,8.8835062784
2011-03-18,0,4,16.0870510592
2011-03-19,14,9,-10.797183999999998
2011-03-20,1,0,1.2618624
2011-03-21,5,7,-0.10737920000000045
2011-03-22,1,0,4.407651328
2011-03-23,1,0,-0.9412995072000001
2011-03-24,2,0,-0.6246866943999994
2011-03-25,0,0,0.12978688000000016
2011-03-26,5,7,4.4047328256
2011-03-27,0,3,15.051879321600001
2011-03-28,2,1,2.065585971200001
2011-03-29,1,1,17.569073459200002
2011-03-30,6,2,-2.9567057919999993
2011-03-31,15,0,3.2840869888000004
2011-04-01,126,0,-0.664041472000001
2011-04-02,52,1,1.9769320447999998
2011-04-03,16,1,6.0362400767999995
2011-04-04,25,0,9.530738585600002
