,jetty/jetty.project,apache/httpcomponents-client,square/okhttp
2020-04-17,8.145504484235937,1,1
2020-04-18,2.982392681064063,1,4
2020-04-19,2.3340183493046878,0,1
2020-04-20,0.5642245449640637,0,2
2020-04-21,4.847292561906252,0,0
2020-04-22,12.573243908815627,0,1
2020-04-23,-0.2871226418312496,0,0
2020-04-24,4.588351895179688,1,5
2020-04-25,-1.524597834229687,0,5
2020-04-26,-0.9155044004374984,1,2
2020-04-27,13.380613517757814,0,8
2020-04-28,12.140229111325,0,2
2020-04-29,8.617456144334374,0,3
2020-04-30,2.585491035065624,0,1
2020-05-01,7.113442260965625,0,1
2020-05-02,-2.027617083165624,0,1
2020-05-03,1.7649167097843768,0,1
2020-05-04,7.823323327500002,0,0
2020-05-05,5.264403482781251,0,1
2020-05-06,-0.7749317889718743,0,1
2020-05-07,6.869750527575,0,6
2020-05-08,25.48111504077656,0,1
2020-05-09,-3.545783367320314,0,6
2020-05-10,-1.8038086240734374,0,1
2020-05-11,17.828400957203126,0,2
2020-05-12,3.211049239001564,0,1
2020-05-13,10.850890089817188,0,3
2020-05-14,6.376015811732812,0,0
2020-05-15,-2.4330626554109362,0,0
2020-05-16,9.468771478290627,0,1
2020-05-17,-2.198660255970311,0,4
2020-05-18,-0.18023255374999803,0,3
2020-05-19,4.0219829627031265,0,2
2020-05-20,23.748048259973437,0,4
2020-05-21,3.794591299331249,0,1
2020-05-22,-1.3282445376078131,0,0
2020-05-23,-1.4445495815734375,0,0
2020-05-24,-0.9600597056718727,0,0
2020-05-25,6.25465261335469,0,3
2020-05-26,4.772433143234376,0,1
2020-05-27,18.64316633863594,1,2
2020-05-28,11.158480025679687,0,1
2020-05-29,2.096319299242187,0,4
2020-05-30,5.994847469232813,0,0
2020-05-31,-2.0344834400359364,0,2
2020-06-01,13.729262051250002,0,1
2020-06-02,0.5462723813906258,0,1
2020-06-03,20.25677230415469,1,0
2020-06-04,3.645684814471874,0,0
2020-06-05,-2.548135514187499,0,0
2020-06-06,4.500086179418751,0,0
2020-06-07,4.381603795695314,0,0
2020-06-08,-1.6422883015374983,2,0
2020-06-09,7.979812691015626,0,0
2020-06-10,3.3141418679140635,0,0
2020-06-11,3.5609691822984386,0,6
2020-06-12,3.5910744781000004,2,0
2020-06-13,0.7422112797484379,0,0
2020-06-14,-0.9398353055937493,0,0
2020-06-15,0.3573426441906261,0,0
2020-06-16,2.443057306034376,0,0
2020-06-17,0.3256978891093757,1,1
2020-06-18,3.459556718348438,0,0
2020-06-19,0.2772091659921876,0,0
2020-06-20,1.5013725297421878,0,0
2020-06-21,-0.5023056512109374,0,1
2020-06-22,2.7153558111781253,0,1
2020-06-23,1.5018590857343752,0,0
2020-06-24,0.5067127121671877,0,0
2020-06-25,5.599964831876562,0,2
2020-06-26,-0.8480773258484376,0,0
2020-06-27,-0.4535263656593747,0,2
2020-06-28,-0.29091751606718724,0,3
2020-06-29,5.783505431178126,0,1
2020-06-30,5.239245155953125,1,1
2020-07-01,-1.0043989548890628,1,0
2020-07-02,4.4660718044125,2,0
2020-07-03,5.139216269370312,0,1
2020-07-04,-0.09606861521562493,1,0
2020-07-05,-0.6881725749999998,0,1
2020-07-06,13.5351532475,1,1
2020-07-07,7.24296919440625,1,0
2020-07-08,11.179023944190625,0,0
2020-07-09,13.695049578534373,1,1
2020-07-10,5.1416592449218745,2,1
2020-07-11,-2.412594837023437,1,5
2020-07-12,-1.4738928532312485,0,2
2020-07-13,7.949713537464065,0,0
2020-07-14,10.271926189031252,0,0
2020-07-15,26.707556996106252,0,0
2020-07-16,4.820727017973436,1,1
2020-07-17,0.916009838782812,0,0
2020-07-18,-2.235428894699999,1,0
2020-07-19,-1.414762432787497,0,0
2020-07-20,4.974864333750003,0,0
2020-07-21,5.571361715359377,0,0
2020-07-22,7.334948267239064,0,0
2020-07-23,13.083241375865626,0,0
2020-07-24,-1.602531325682813,0,0
2020-07-25,-1.386700924885937,0,1
2020-07-26,1.116152764856251,0,0
2020-07-27,2.157815485000002,0,0
2020-07-28,10.094062385656251,0,0
2020-07-29,4.277238489925001,0,0
2020-07-30,8.453700758857813,0,0
2020-07-31,5.092070935692187,0,0
2020-08-01,-1.758512876054687,0,0
2020-08-02,-0.9713315325359366,0,0
2020-08-03,2.2999746477187517,0,0
2020-08-04,15.147689622131251,0,0
2020-08-05,5.823552446720312,0,1
2020-08-06,1.0416316940109371,0,1
2020-08-07,0.598280380878125,0,0
2020-08-08,1.9070830335312512,0,0
2020-08-09,-0.9969460052515612,1,0
2020-08-10,7.373205211250001,0,0
2020-08-11,14.713324570953125,1,0
2020-08-12,26.639253826642186,0,0
2020-08-13,16.833116491549998,0,0
2020-08-14,-1.1838691893343771,0,0
2020-08-15,1.3913517276109375,0,0
2020-08-16,0.8586207558812529,0,0
2020-08-17,-0.791336577607809,0,0
2020-08-18,13.614816743375004,2,0
2020-08-19,1.4200964677125016,0,0
2020-08-20,5.085729123221876,0,1
2020-08-21,6.093056814379688,0,0
2020-08-22,1.1560040851984383,0,0
2020-08-23,-1.2938141609203118,1,1
2020-08-24,17.157071267059376,0,0
2020-08-25,9.582564385626563,0,0
2020-08-26,7.510646079729687,0,1
2020-08-27,3.551441736148437,0,0
2020-08-28,2.007265791246876,1,0
2020-08-29,-1.661671060626561,0,0
2020-08-30,-0.08383798433437284,0,0
2020-08-31,9.118030259892189,0,0
2020-09-01,1.338675385718751,0,0
2020-09-02,35.70112486066563,0,0
2020-09-03,20.543657911912497,0,0
2020-09-04,5.340985061546872,0,1
2020-09-05,-3.5044833797781267,0,0
2020-09-06,-2.1516719813937475,0,1
2020-09-07,4.442126436984379,0,0
2020-09-08,9.166098716057816,1,0
2020-09-09,21.61662196184375,0,0
2020-09-10,13.145813329564062,0,3
2020-09-11,8.121622668279688,0,4
2020-09-12,-3.2786424435546877,0,0
2020-09-13,-1.8606448503593729,0,0
2020-09-14,9.708591185000003,1,0
2020-09-15,10.882736413156252,0,1
2020-09-16,22.3659515191125,1,0
2020-09-17,14.932936123479687,0,0
2020-09-18,0.8798543628718747,0,0
2020-09-19,-2.7709969992984367,1,0
2020-09-20,-1.7381486179312473,0,0
2020-09-21,11.768856928750004,0,0
2020-09-22,23.711949443078126,9,0
2020-09-23,36.99022015915156,1,0
2020-09-24,7.734516800392185,0,0
2020-09-25,13.298149758054686,0,0
2020-09-26,-4.5526625132609375,0,0
2020-09-27,0.31170157482031646,10,0
2020-09-28,30.750507873750003,0,0
2020-09-29,13.014973815796877,0,1
2020-09-30,16.342327557376564,0,1
2020-10-01,-0.9153864720750002,0,1
2020-10-02,14.733791381307816,0,10
2020-10-03,-3.811577357284373,1,0
2020-10-04,-2.2668208468968714,0,1
2020-10-05,14.434185109703128,0,1
2020-10-06,-0.8534316821234351,1,1
2020-10-07,11.054891060782815,0,5
2020-10-08,22.520595071025,0,0
2020-10-09,1.113064312182812,0,0
2020-10-10,-2.500518044425,0,1
2020-10-11,-1.6001175456468735,0,1
2020-10-12,38.927596585,0,0
2020-10-13,13.147382186749999,0,0
2020-10-14,11.69262961964375,0,0
2020-10-15,6.965661756974999,0,1
2020-10-16,22.43663861039219,0,0
2020-10-17,-1.825407878476561,1,0
2020-10-18,-1.972676262679685,0,5
2020-10-19,8.858180425000004,0,0
2020-10-20,13.261979496875004,0,0
2020-10-21,3.5650119867812524,1,0
2020-10-22,7.428971912353126,1,0
2020-10-23,-2.581959473746874,0,0
2020-10-24,-1.5449908675515602,0,1
2020-10-25,-1.0904564387312476,1,0
2020-10-26,7.313170020626565,0,0
2020-10-27,5.655548976792188,0,0
2020-10-28,25.48524361510469,0,0
2020-10-29,0.44470320581562284,0,0
2020-10-30,12.865724902092186,2,4
2020-10-31,-1.8070600253593758,0,8
2020-11-01,-0.665000849999998,0,18
2020-11-02,21.728814092500002,0,1
2020-11-03,30.742518784625002,1,3
2020-11-04,8.787739389853122,0,0
2020-11-05,0.8187793583265615,2,0
2020-11-06,4.9650360232171895,2,1
2020-11-07,-2.698586064128122,0,1
2020-11-08,-1.7891155848046838,0,7
2020-11-09,45.72242239569844,0,0
2020-11-10,16.264192350604688,0,0
2020-11-11,30.816447939142186,0,2
2020-11-12,0.4902180503093714,0,0
2020-11-13,0.8276874294187522,0,4
2020-11-14,2.8283969831953155,0,4
2020-11-15,-2.808723907787495,0,1
2020-11-16,27.051691501250005,0,0
2020-11-17,23.545265770765624,0,1
2020-11-18,12.593685141967189,0,1
2020-11-19,5.344099539396874,0,0
2020-11-20,9.289010061346877,0,3
2020-11-21,-2.4821314603296853,0,4
2020-11-22,-2.2742965032734337,0,3
2020-11-23,11.34712684353438,0,0
2020-11-24,18.416699202546877,7,0
2020-11-25,20.242033604520312,0,1
2020-11-26,20.5789426197125,0,0
2020-11-27,1.1486449604468731,0,0
2020-11-28,-2.2719005408124993,0,0
2020-11-29,-2.2067113084828094,1,1
2020-11-30,13.451616333714068,0,0
2020-12-01,19.271362259546876,0,0
2020-12-02,19.10221832120469,2,0
2020-12-03,2.5040533531203115,0,0
2020-12-04,-3.1924419762531246,0,2
2020-12-05,-0.9453011377421852,0,0
2020-12-06,-1.3866976157312467,1,0
2020-12-07,6.9753086787140655,0,0
2020-12-08,8.368370449765626,0,0
2020-12-09,6.9355627243671885,1,0
2020-12-10,5.9233814211,0,1
2020-12-11,15.071386188064062,0,0
2020-12-12,-2.7219446640015628,0,1
2020-12-13,1.545005586984376,0,0
2020-12-14,12.676380702464064,0,0
2020-12-15,5.678861920875001,0,1
2020-12-16,4.8425019333062505,0,0
2020-12-17,0.9964053750000001,0,0
2020-12-18,3.478645736801564,0,1
2020-12-19,-1.4947726790531237,0,0
2020-12-20,-0.9444012568609357,0,0
2020-12-21,7.393382463453126,0,0
2020-12-22,0.7083006526734383,0,0
2020-12-23,2.0481438991218757,0,0
2020-12-24,3.148739837353125,0,0
2020-12-25,-0.900265388048437,0,0
2020-12-26,-0.5087971226859369,0,0
2020-12-27,-0.35551136267968686,0,0
2020-12-28,3.7539261550000007,0,0
2020-12-29,-0.6026869341249997,0,1
2020-12-30,11.64774341493125,0,0
2020-12-31,-1.4038774291187508,1,0
2021-01-01,-0.6861198096703124,0,0
2021-01-02,-0.4400624101437499,2,0
2021-01-03,-0.30059804999999895,2,0
2021-01-04,4.762224215000001,0,0
2021-01-05,3.3037825979375004,1,0
2021-01-06,1.2082802348562498,0,0
2021-01-07,2.3626802438125,0,0
2021-01-08,4.291901269568751,0,1
2021-01-09,-0.85523375,0,1
2021-01-10,-0.48210206249999965,0,0
2021-01-11,11.655162468750001,0,0
2021-01-12,39.52979687492187,1,0
2021-01-13,1.1374753052578095,1,0
2021-01-14,2.0611768125749985,0,0
2021-01-15,-0.2874211253687502,0,0
2021-01-16,-1.7096016226859339,0,0
2021-01-17,-1.2172001626796844,1,0
2021-01-18,6.070220132500003,0,0
2021-01-19,1.5294578725625017,0,0
2021-01-20,3.7273071959281263,0,0
2021-01-21,9.681944661682813,0,0
2021-01-22,11.32444042720625,0,0
2021-01-23,-2.1734356387109384,0,1
2021-01-24,-1.1590945425718748,0,3
2021-01-25,5.204486838750001,0,0
2021-01-26,10.788033907640626,1,0
2021-01-27,7.032734724451563,0,0
2021-01-28,7.022825056064063,0,0
2021-01-29,1.9375612428984375,1,2
2021-01-30,0.3770740529015635,0,4
2021-01-31,0.7959793420328138,0,0
2021-02-01,5.040480422500002,0,0
2021-02-02,10.71630690440625,0,0
2021-02-03,10.983693749846875,0,0
2021-02-04,2.5760491361781246,0,0
2021-02-05,0.1843882000359376,1,0
2021-02-06,-1.3025248423859364,6,4
2021-02-07,-0.8484050036749982,1,0
2021-02-08,4.369729091396877,0,1
2021-02-09,12.999653149334376,0,0
2021-02-10,9.967525514846875,2,0
2021-02-11,3.720533194115624,0,0
2021-02-12,3.178473459454687,0,0
2021-02-13,-1.542989638710937,0,0
2021-02-14,-0.9521922675718735,0,1
2021-02-15,15.300387343750002,0,0
2021-02-16,11.838889537421876,1,0
2021-02-17,28.411369175101562,0,0
2021-02-18,17.449224068309373,0,0
2021-02-19,12.461735410224998,0,0
2021-02-20,-4.218877680293751,1,0
2021-02-21,0.48924153732031517,0,0
2021-02-22,4.899538435000004,0,0
2021-02-23,12.742741856750005,1,0
2021-02-24,2.9237083684562517,0,0
2021-02-25,-0.4185046689874987,1,0
2021-02-26,-1.749947901207811,0,0
2021-02-27,2.9293231354437523,0,0
2021-02-28,-1.0909219193609359,0,0
2021-03-01,2.3781834997031264,0,0
2021-03-02,3.2162142325328134,0,0
2021-03-03,20.087147134514062,0,0
2021-03-04,-1.635547058632814,0,0
2021-03-05,0.6568347087531246,0,1
2021-03-06,-1.035672740071875,0,0
2021-03-07,-0.694638789562498,0,0
2021-03-08,1.4643612011062515,0,0
2021-03-09,5.393076263453126,0,0
2021-03-10,4.968167056579688,0,0
2021-03-11,0.8010522952781249,5,0
2021-03-12,-0.8904566087703123,0,0
2021-03-13,-0.44474397856718706,1,1
2021-03-14,-0.32079723007187416,6,0
2021-03-15,1.7608150325000007,1,0
2021-03-16,-0.3969043785312496,2,0
2021-03-17,2.742906214334375,0,0
2021-03-18,-0.486990385809375,1,0
2021-03-19,1.7541452587531252,0,2
2021-03-20,-0.33453120507187506,0,0
2021-03-21,-0.17831152499999975,0,0
2021-03-22,4.8724623575,0,0
2021-03-23,2.40005233646875,0,0
2021-03-24,18.392687706178126,0,1
2021-03-25,12.767471035953124,0,0
2021-03-26,9.408803549892186,0,0
2021-03-27,-2.5782078760312515,0,0
2021-03-28,-1.491045517571874,2,0
2021-03-29,1.9468897312500022,1,0
2021-03-30,2.8790978586718774,0,2
2021-03-31,3.792689382023439,1,3
2021-04-01,-1.2968440986546867,0,0
2021-04-02,1.1627852515828137,1,2
2021-04-03,-0.7143027942265616,0,3
2021-04-04,-0.3980517679312491,0,0
2021-04-05,3.7764871112500007,0,0
2021-04-06,4.4197852134531255,0,0
2021-04-07,2.1688282090796873,1,0
2021-04-08,0.2532389997781248,0,0
2021-04-09,-0.5243316551796873,0,0
2021-04-10,1.6825838739687504,1,1
2021-04-11,-0.4405170050718745,1,0
2021-04-12,5.7308024025,0,0
2021-04-13,1.1936554791874998,0,0
2021-04-14,4.360794923528125,0,1
2021-04-15,10.124973602023438,0,4
2021-04-16,2.432936104376562,0,1
2021-04-17,-1.2061117450359378,0,0
2021-04-18,-0.7271547010312496,0,0
2021-04-19,4.468444842428126,0,0
2021-04-20,4.094658416906251,0,0
2021-04-21,0.9407526400031254,0,1
2021-04-22,1.1931820211000002,0,1
2021-04-23,-0.727432990851562,0,0
2021-04-24,-0.46155687995781164,0,3
2021-04-25,-0.27831422264374933,0,4
2021-04-26,1.8051629562500007,0,1
2021-04-27,14.638132428671875,2,0
2021-04-28,0.27165275474218653,1,1
2021-04-29,2.984681718789062,0,0
2021-04-30,3.0052406688968745,0,0
2021-05-01,-0.9959687050718743,1,0
2021-05-02,-0.6034002749999992,0,0
2021-05-03,-0.448501079999999,0,0
2021-05-04,-0.3589830947812488,0,0
2021-05-05,2.7003751571937507,0,0
2021-05-06,4.457857750929688,1,0
2021-05-07,4.265554257865625,1,0
2021-05-08,-0.8823686622062505,0,0
2021-05-09,-0.4630829101437499,0,0
2021-05-10,2.7058372500000005,0,0
2021-05-11,4.4766177125,3,0
2021-05-12,8.18532509875,0,0
2021-05-13,-1.3604834827968757,0,0
2021-05-14,-0.7379941039359373,0,0
2021-05-15,2.5020014222421882,0,0
2021-05-16,4.3519734498203135,0,0
2021-05-17,1.1208580987500003,0,0
2021-05-18,0.2868684672031252,0,0
2021-05-19,9.432631111064063,0,0
2021-05-20,6.6182281701796875,0,0
2021-05-21,2.484515539676562,0,0
2021-05-22,-1.1969871512500003,0,0
2021-05-23,-0.7412391952968742,0,0
2021-05-24,8.451144972314063,10,0
2021-05-25,2.684571290039063,0,0
2021-05-26,-1.1120660805874998,0,0
2021-05-27,-0.6819796026921872,0,0
2021-05-28,0.49512768551562614,0,0
2021-05-29,6.566835177650001,0,0
2021-05-30,-0.96152052264375,0,0
2021-05-31,-0.4959913162499998,0,0
2021-06-01,1.6493478978593754,0,2
2021-06-02,1.5253828251140633,0,0
2021-06-03,6.55042532735625,0,0
2021-06-04,12.04977221625,0,0
2021-06-05,-1.800549186765626,0,0
2021-06-06,-0.9334355436453126,0,1
2021-06-07,-0.632486992751562,0,0
2021-06-08,1.5700588325000013,0,0
2021-06-09,9.45702414396875,0,0
2021-06-10,11.625303632646874,0,0
2021-06-11,2.965006052568749,0,0
2021-06-12,-1.594505036954688,0,0
2021-06-13,1.056456417032813,0,8
2021-06-14,-0.7986040249999987,0,2
2021-06-15,3.4433622325000015,0,0
2021-06-16,2.1612364989687505,0,0
2021-06-17,5.156166051021875,0,0
2021-06-18,-1.1450785758125,0,0
2021-06-19,-0.621500673045312,4,0
2021-06-20,-0.361636155179687,0,0
2021-06-21,13.75589007396875,0,0
2021-06-22,4.402640972428125,0,0
2021-06-23,6.619473584187499,0,0
2021-06-24,2.402137473309374,0,0
2021-06-25,-1.302881435701562,0,0
2021-06-26,-0.808002615215624,0,0
2021-06-27,-0.5602686749999986,0,1
2021-06-28,-0.44586782249999857,1,0
2021-06-29,6.629718340281251,0,0
