,balderdashy/sails,hapijs/hapi,expressjs/express
2012-05-28,19,-0.08467200000000004,0
2012-05-29,2,1.9336064,0
2012-05-30,3,6.5457177600000005,7
2012-05-31,3,-0.6057021439999997,0
2012-06-01,1,2.1046735871999998,4
2012-06-02,7,-1.0956693504000001,0
2012-06-03,0,-0.5742720000000003,1
2012-06-04,0,0.6027903999999997,1
2012-06-05,0,-0.50319104,0
2012-06-06,0,-0.3242992640000001,9
2012-06-07,0,1.7481341952000005,2
2012-06-08,0,-0.5860533247999997,4
2012-06-09,0,-0.24116848639999994,0
2012-06-10,0,-0.15383685119999996,1
2012-06-11,0,-0.08412672000000003,1
2012-06-12,0,-0.06545971199999996,0
2012-06-13,0,-0.05332695039999999,0
2012-06-14,0,-0.03385344000000002,3
2012-06-15,0,-0.02877542399999988,10
2012-06-16,0,-0.02493870079999993,0
2012-06-17,0,0.0,3
2012-06-18,0,0.0,13
2012-06-19,1,0.0,0
2012-06-20,0,0.0,0
2012-06-21,0,0.0,2
2012-06-22,0,1.0,3
2012-06-23,0,-0.19999999999999996,0
2012-06-24,0,-0.08000000000000007,0
2012-06-25,4,-0.048000000000000036,2
2012-06-26,1,-0.03360000000000001,1
2012-06-27,0,-0.025536000000000014,5
2012-06-28,0,-0.02042880000000001,0
2012-06-29,0,-0.01692672000000001,1
2012-06-30,0,-0.01438771199999994,1
2012-07-01,0,-0.012469350399999964,0
2012-07-02,0,0.0,2
2012-07-03,0,0.0,6
2012-07-04,0,0.0,3
2012-07-05,0,0.0,2
2012-07-06,0,0.0,8
2012-07-07,0,0.0,0
2012-07-08,1,0.0,0
2012-07-09,0,0.0,0
2012-07-10,0,2.0,0
2012-07-11,0,-0.3999999999999999,1
2012-07-12,0,-0.16000000000000014,2
2012-07-13,0,-0.09600000000000007,4
2012-07-14,0,-0.06720000000000002,0
2012-07-15,0,-0.05107200000000003,0
2012-07-16,0,-0.04085760000000002,2
2012-07-17,0,-0.03385344000000002,1
2012-07-18,0,7.971224576,3
2012-07-19,0,-0.6249387007999996,0
2012-07-20,0,4.159999999999999,0
2012-07-21,0,-1.4640000000000002,1
2012-07-22,0,-0.7168000000000005,0
2012-07-23,0,0.5221119999999997,1
2012-07-24,4,6.4430336,12
2012-07-25,0,4.23647744,1
2012-07-26,0,-1.0421724159999997,2
2012-07-27,0,2.7516238848,0
2012-07-28,5,-1.5131439103999997,0
2012-07-29,5,-0.8311275520000003,0
2012-07-30,7,0.4612556799999997,0
2012-07-31,9,3.384616448,0
2012-08-01,0,2.7826835456000003,4
2012-08-02,6,5.559746355200001,0
2012-08-03,5,-0.10251069439999982,2
2012-08-04,0,-1.3819561984000004,0
2012-08-05,6,-0.8028502016000003,0
2012-08-06,7,-0.5319859200000002,0
2012-08-07,1,-0.4097617920000002,1
2012-08-08,0,-0.3318006783999998,0
2012-08-09,0,-0.2667728895999997,4
2012-08-10,3,-0.18444482559999945,1
2012-08-11,1,-0.11606087679999963,1
2012-08-12,3,-0.02493870079999993,0
2012-08-13,4,0.0,0
2012-08-14,1,9.0,5
2012-08-15,3,-1.7999999999999996,0
2012-08-16,0,9.28,2
2012-08-17,0,-2.432,0
2012-08-18,1,-0.10240000000000071,0
2012-08-19,1,2.0901759999999996,0
2012-08-20,2,18.8001408,0
2012-08-21,0,-0.6957004799999993,0
2012-08-22,1,11.088622592,1
2012-08-23,0,-4.4878273536,0
2012-08-24,0,-2.2249139200000005,0
2012-08-25,0,-1.5200266240000007,0
2012-08-26,0,-1.0462878720000004,0
2012-08-27,0,-0.8333860864000002,0
2012-08-28,0,-0.6788723711999989,3
2012-08-29,0,1.4560880640000007,6
2012-08-30,0,2.348694630400001,3
2012-08-31,0,18.0654290944,1
2012-09-01,0,-4.135999999999999,0
2012-09-02,1,-1.7312000000000014,0
2012-09-03,6,-1.0638720000000008,5
2012-09-04,0,1.2441343999999996,2
2012-09-05,0,-0.9803238400000003,0
2012-09-06,5,0.37229721599999976,0
2012-09-07,3,16.3142904832,0
2012-09-08,2,-0.8579745791999982,0
2012-09-09,5,3.7040103423999993,0
2012-09-10,11,33.6695424,0
2012-09-11,4,9.54541056,0
2012-09-12,0,4.647883775999998,0
2012-09-13,0,-4.235363020800002,2
2012-09-14,2,6.049755647999998,0
2012-09-15,0,9.3094905856,0
2012-09-16,0,2.3490127871999995,0
2012-09-17,1,5.325553356799999,0
2012-09-18,3,1.1583277056000014,3
2012-09-19,0,1.938386329600001,1
2012-09-20,0,9.5784537088,0
2012-09-21,0,12.458033971199999,0
2012-09-22,0,-4.7541803008,0
2012-09-23,7,-3.204639232000001,0
2012-09-24,6,11.9324713984,0
2012-09-25,2,7.781066956800001,2
2012-09-26,4,-0.5658664959999999,5
2012-09-27,2,4.8139846656,1
2012-09-28,7,1.4635606016000002,0
2012-09-29,0,-3.0163233791999993,0
2012-09-30,0,-1.7372018688000004,0
2012-10-01,0,26.8944669696,0
2012-10-02,0,-3.4585518079999984,0
2012-10-03,11,-0.5460407296000005,0
2012-10-04,6,7.3712591872,0
2012-10-05,8,22.4255873024,2
2012-10-06,0,-0.13150136319999994,4
2012-10-07,16,3.2282388479999984,0
2012-10-08,7,1.644157439999999,0
2012-10-09,0,5.180117504,2
2012-10-10,1,4.7894908928,16
2012-10-11,1,2.9634608127999993,0
2012-10-12,1,-1.7222694912000005,0
2012-10-13,0,0.37169254400000096,0
2012-10-14,2,-2.311127654399999,0
2012-10-15,2,12.7111693312,1
2012-10-16,0,2.287767244800001,1
2012-10-17,0,0.028480409599999756,0
2012-10-18,3,3.7703337984000003,0
2012-10-19,1,12.4935220224,3
2012-10-20,0,-1.3499450367999994,0
2012-10-21,0,-2.696121036800001,0
2012-10-22,0,5.364837068799999,0
2012-10-23,0,9.434509312,2
2012-10-24,19,0.12190986240000079,0
2012-10-25,0,2.3014204415999995,0
2012-10-26,4,8.429878476799999,2
2012-10-27,0,2.284636057600001,2
2012-10-28,0,-3.1340369920000004,0
2012-10-29,12,3.320815308799999,0
2012-10-30,8,2.829170176,0
2012-10-31,0,11.6877151232,0
2012-11-01,0,8.8902505472,0
2012-11-02,0,6.441417318399999,2
2012-11-03,0,-3.529851904,0
2012-11-04,0,-0.6277131264000007,3
2012-11-05,0,21.936102297599998,1
2012-11-06,2,-0.15214335999999928,0
2012-11-07,0,22.832670207999996,0
2012-11-08,24,-5.833274879999999,8
2012-11-09,4,-4.2737058816000015,0
2012-11-10,0,-2.6486147072,0
2012-11-11,2,-1.8321112064000005,0
2012-11-12,9,0.6732691455999995,0
2012-11-13,0,6.525546291200001,4
2012-11-14,14,2.356530278400001,0
2012-11-15,0,13.766862233600001,0
2012-11-16,0,6.583352115200001,0
2012-11-17,8,-1.0648107008000007,0
2012-11-18,5,0.3388543999999989,0
2012-11-19,1,5.769436159999999,0
2012-11-20,3,14.971490816,1
2012-11-21,10,-1.3172307967999997,6
2012-11-22,0,-3.468645683200001,0
2012-11-23,1,3.930561536,0
2012-11-24,3,6.329071001600001,0
2012-11-25,8,-3.2685845504,0
2012-11-26,14,20.306152652799998,0
2012-11-27,7,2.4274940928000017,0
2012-11-28,3,2.7579435007999997,0
2012-11-29,14,10.2696040448,0
2012-11-30,0,16.1815030784,0
2012-12-01,0,-4.725258752,0
2012-12-02,0,1.1547728895999985,0
2012-12-03,16,13.534805606399999,0
2012-12-04,0,8.445950976,0
2012-12-05,0,0.2026263551999996,0
2012-12-06,0,5.778480332799999,4
2012-12-07,0,9.4640878592,0
2012-12-08,0,-3.405222297599999,0
2012-12-09,1,-3.281658982400001,0
2012-12-10,0,3.0081492991999994,0
2012-12-11,3,-0.48824473599999907,0
2012-12-12,0,-0.9439592447999992,0
2012-12-13,11,-0.3672395775999997,0
2012-12-14,3,3.9594750976000004,1
2012-12-15,1,-1.682854911999999,0
2012-12-16,1,-0.8381623295999998,0
2012-12-17,0,14.5504340992,0
2012-12-18,3,10.680243200000001,0
2012-12-19,7,-4.256157696000001,3
2012-12-20,17,1.0016028671999986,0
2012-12-21,1,0.11250933759999948,0
2012-12-22,0,-1.5778479104,0
2012-12-23,36,1.9697172479999996,0
2012-12-24,17,0.6632959999999999,0
2012-12-25,0,1.7634022400000005,1
2012-12-26,14,-1.4048266239999987,0
2012-12-27,7,3.2969913344000004,0
2012-12-28,4,-1.1648245759999998,2
2012-12-29,14,-0.5993418752000002,1
2012-12-30,23,-0.38518446080000013,0
2012-12-31,2,4.727297024,0
2013-01-01,5,-1.2191076351999997,0
2013-01-02,16,6.4501829632,0
2013-01-03,16,5.2548850688,2
2013-01-04,1,5.814449152,0
2013-01-05,12,0.3264425983999999,2
2013-01-06,5,-1.9133440000000008,1
2013-01-07,31,5.877414399999999,0
2013-01-08,4,47.793507840000004,0
2013-01-09,22,-4.1889233919999995,1
2013-01-10,3,3.804760575999997,0
2013-01-11,0,-5.579899596800001,1
2013-01-12,1,-2.247919308800001,0
2013-01-13,6,-2.4779195392,2
2013-01-14,14,16.2279129088,1
2013-01-15,9,2.0065884160000005,0
2013-01-16,31,0.9969539072000018,0
2013-01-17,0,1.6570152960000009,0
2013-01-18,0,4.4076086272,2
2013-01-19,11,-2.876468224,0
2013-01-20,1,3.471141887999999,0
2013-01-21,1,2.9081680895999997,1
2013-01-22,0,7.757510144000001,0
2013-01-23,1,4.669308108800001,1
2013-01-24,0,10.8051407872,11
2013-01-25,0,8.531547648,0
2013-01-26,0,10.167115264,1
2013-01-27,0,-1.5102230528000007,0
2013-01-28,3,10.340451839999998,0
2013-01-29,0,14.898713088,0
2013-01-30,9,3.2243911680000004,0
2013-01-31,7,14.46821632,0
2013-02-01,16,2.8397938688,0
2013-02-02,0,1.193268838399999,0
2013-02-03,0,1.2616526847999996,0
2013-02-04,0,28.942498816,0
2013-02-05,8,14.9431522304,0
2013-02-06,0,7.741271654399998,0
2013-02-07,22,1.7795614719999975,1
2013-02-08,2,24.501267456,2
2013-02-09,8,-0.0994119679999983,0
2013-02-10,13,2.854817791999997,0
2013-02-11,20,12.719403315199997,0
2013-02-12,0,0.31989852160000076,0
2013-02-13,8,2.0235481088,5
2013-02-14,4,8.9102244864,0
2013-02-15,10,10.1973676032,0
2013-02-16,9,-1.402251775999999,0
2013-02-17,25,7.4870706176,0
2013-02-18,9,4.003703295999999,0
2013-02-19,6,4.407991808,1
2013-02-20,7,11.5539876864,1
2013-02-21,21,-0.6615713791999998,0
2013-02-22,7,6.005013708799999,2
2013-02-23,22,-4.434777497599999,0
2013-02-24,1,-0.46585200640000046,8
2013-02-25,11,25.972225024,0
2013-02-26,5,10.017997107200001,1
2013-02-27,6,13.393954918399999,0
2013-02-28,5,-2.4025491456,1
2013-03-01,14,9.1514126336,1
2013-03-02,13,1.306710528,0
2013-03-03,25,-3.5966653440000016,0
2013-03-04,10,22.039266815999998,0
2013-03-05,6,-0.13820487679999793,0
2013-03-06,6,-1.0751153151999997,2
2013-03-07,3,0.35727800320000025,1
2013-03-08,4,-0.022837248000000088,0
2013-03-09,0,2.6117094400000003,0
2013-03-10,6,1.4519163904,0
2013-03-11,5,4.7516132352,1
2013-03-12,1,16.2646916096,1
2013-03-13,1,15.641522176000002,3
2013-03-14,8,3.4080904191999997,0
2013-03-15,20,14.810303590399998,0
2013-03-16,16,-5.884541337600001,0
2013-03-17,6,0.2091609087999977,0
2013-03-18,3,3.6612121599999994,0
2013-03-19,6,10.4034361344,0
2013-03-20,4,-0.01672110079999989,0
2013-03-21,9,-1.7328388095999996,0
2013-03-22,15,4.425959321600001,0
2013-03-23,2,-0.9602416639999989,0
2013-03-24,0,-1.0559871999999997,0
2013-03-25,0,-1.3653904384000004,0
2013-03-26,7,7.0480185344,0
2013-03-27,1,1.6918433792000012,0
2013-03-28,0,7.051963494400001,0
2013-03-29,1,15.219997184,0
2013-03-30,5,1.0392650752000003,0
2013-03-31,9,-3.5436755968000013,1
2013-04-01,13,-0.9513008128000013,12
2013-04-02,6,3.4477776895999996,2
2013-04-03,4,2.8920842240000004,3
2013-04-04,1,3.7214194687999997,0
2013-04-05,0,17.5197794304,1
2013-04-06,0,2.6137007104000016,0
2013-04-07,26,-0.11488337920000014,0
2013-04-08,9,-1.9231668224000011,0
2013-04-09,11,2.0696186879999994,2
2013-04-10,2,-0.14313431040000024,0
2013-04-11,0,3.2488903679999996,3
2013-04-12,0,6.861618176,6
2013-04-13,8,3.9643646976000015,8
2013-04-14,2,10.018031616,0
2013-04-15,10,-0.06701957120000035,4
2013-04-16,6,2.221090406399999,1
2013-04-17,1,-2.6150416384,0
2013-04-18,3,0.4453023743999993,0
2013-04-19,4,2.5014126591999997,0
2013-04-20,2,4.1939584000000005,0
2013-04-21,1,6.7416193024,1
2013-04-22,5,5.016623411200001,1
2013-04-23,9,16.9022419968,1
2013-04-24,0,1.4615824384000007,0
2013-04-25,4,-3.0175313920000013,3
2013-04-26,6,8.562320896,1
2013-04-27,13,-2.8601970688,0
2013-04-28,1,-0.3258945536000013,0
2013-04-29,0,1.0313527296,2
2013-04-30,1,5.0880021504,2
2013-05-01,2,-1.5769208831999988,2
2013-05-02,1,7.411519488000001,0
2013-05-03,6,-0.6761678847999999,3
2013-05-04,4,1.2916734976,0
2013-05-05,2,4.3489575936,0
2013-05-06,1,11.9010374656,0
2013-05-07,4,10.0719583232,3
2013-05-08,6,-1.6987799552,0
2013-05-09,13,-1.965079244800001,5
2013-05-10,0,11.0272854016,2
2013-05-11,4,-0.9662565375999996,3
2013-05-12,2,-1.6019693568000006,1
2013-05-13,9,28.1790803968,2
2013-05-14,8,0.7391594496000025,0
2013-05-15,2,0.07202416639999942,2
2013-05-16,2,10.309556838399999,0
2013-05-17,1,-4.9506655232000005,1
2013-05-18,5,-2.665598566400001,0
2013-05-19,2,0.12065658879999974,0
2013-05-20,11,3.2788922368,1
2013-05-21,1,-1.1991624703999983,0
2013-05-22,4,5.444180992000001,2
2013-05-23,6,-0.1958674431999996,0
2013-05-24,11,5.5091532800000005,0
2013-05-25,0,3.7272914944,0
2013-05-26,6,-2.2527334400000005,1
2013-05-27,0,3.8042101759999993,1
2013-05-28,1,11.168922419200001,0
2013-05-29,1,6.383568896,0
2013-05-30,15,8.2767456256,0
2013-05-31,5,2.6508792832,0
2013-06-01,3,-1.6316930048000007,0
2013-06-02,0,-0.47972372480000036,4
2013-06-03,26,1.0204158975999995,3
2013-06-04,8,6.10609408,0
2013-06-05,7,-0.8457518079999993,3
2013-06-06,15,-0.9543729151999996,1
2013-06-07,19,3.6474373120000005,0
2013-06-08,4,-1.8464652287999992,0
2013-06-09,5,-0.9306887168000002,0
2013-06-10,16,0.40740331519999984,0
2013-06-11,3,0.3620908032000001,3
2013-06-12,6,1.3855280128000005,0
2013-06-13,7,1.2243990528000004,0
2013-06-14,16,3.2344399872,0
2013-06-15,0,-1.1995439103999996,0
2013-06-16,4,-0.5915115520000003,0
2013-06-17,5,13.65237248,0
2013-06-18,0,-3.0576440319999993,0
2013-06-19,2,-0.3237121024000009,0
2013-06-20,0,-1.0288134144000003,0
2013-06-21,2,0.32817899519999993,0
2013-06-22,13,-0.6879935488,1
2013-06-23,16,-0.4494806016000001,1
2013-06-24,5,3.6894899199999998,0
2013-06-25,0,2.944543232000001,0
2013-06-26,9,2.6629663744000003,3
2013-06-27,8,-1.3468165120000002,3
2013-06-28,0,-0.6757960704000004,1
2013-06-29,0,-0.44293171200000014,0
2013-06-30,0,-0.33072855040000015,0
2013-07-01,8,1.7484339199999999,1
2013-07-02,2,1.3930270720000002,0
2013-07-03,7,4.2648648704,3
2013-07-04,6,-1.3634282495999996,3
2013-07-05,0,0.38692259839999976,0
2013-07-06,1,0.4417279999999998,0
2013-07-07,14,0.4600703999999999,0
2013-07-08,22,0.46960895999999985,2
2013-07-09,10,0.47362713599999995,0
2013-07-10,10,-0.5254837247999999,0
2013-07-11,49,2.6955579392000004,0
2013-07-12,10,2.193161728,0
2013-07-13,3,1.0491207679999999,1
2013-07-14,33,5.1262514176,0
2013-07-15,28,13.3309874176,1
2013-07-16,20,7.2028082176,1
2013-07-17,25,6.0800485376,0
2013-07-18,34,1.022792089599999,0
2013-07-19,27,-2.120016896000001,0
2013-07-20,3,6.930362572799999,0
2013-07-21,5,-2.2110717952,1
2013-07-22,8,6.018757427199999,0
2013-07-23,1,-2.954393702399999,0
2013-07-24,17,-1.6326522879999996,0
2013-07-25,5,-1.0335263743999994,0
2013-07-26,6,-0.6917539839999995,0
2013-07-27,0,-0.453791744,0
2013-07-28,2,-0.32231587839999953,0
2013-07-29,4,-0.2620256255999997,0
2013-07-30,1,-0.12757104639999947,0
2013-07-31,3,-0.09975480319999971,0
2013-08-01,0,1.0,1
2013-08-02,1,0.8,4
2013-08-03,0,-0.28,1
2013-08-04,0,-0.1280000000000001,2
2013-08-05,0,1.9183999999999999,0
2013-08-06,4,-0.45913599999999993,0
2013-08-07,3,2.7940351999999997,0
2013-08-08,4,0.2666444800000001,0
2013-08-09,6,-0.5385144320000002,1
2013-08-10,2,-0.3019290624000001,2
2013-08-11,14,-0.20212695040000006,0
2013-08-12,2,-0.14406144000000007,0
2013-08-13,6,-0.11559782399999993,0
2013-08-14,2,-0.09614766079999996,0
2013-08-15,1,5.939910144000001,1
2013-08-16,3,-1.2517957631999996,2
2013-08-17,0,-0.4924693504000004,2
2013-08-18,0,-0.2880000000000002,0
2013-08-19,0,-0.20160000000000006,0
2013-08-20,4,-0.15321600000000007,0
2013-08-21,1,1.8774271999999999,0
2013-08-22,0,-0.50156032,0
2013-08-23,2,-0.2463262719999998,0
2013-08-24,0,1.8291838976,1
2013-08-25,0,-0.46719999999999995,0
2013-08-26,0,-0.21107200000000018,0
2013-08-27,0,3.8631424,2
2013-08-28,0,11.09894656,3
2013-08-29,3,5.200152576000001,0
2013-08-30,0,-2.8177963008000004,0
2013-08-31,0,-1.384253440000001,1
2013-09-01,0,-0.9181194240000004,0
2013-09-02,0,-0.6818859008000002,5
2013-09-03,7,1.4828595199999999,0
2013-09-04,5,1.175898112,0
2013-09-05,11,-0.9179437055999993,0
2013-09-06,9,3.4792660992000006,0
2013-09-07,1,-1.0629548031999996,6
2013-09-08,29,-0.43827200000000033,6
2013-09-09,22,4.7160703999999996,0
2013-09-10,18,-1.2091110399999998,1
2013-09-11,8,-0.5647728640000003,0
2013-09-12,7,-0.3754293248,0
2013-09-13,0,-0.2606455808,0
2013-09-14,8,-0.18523084799999984,0
2013-09-15,8,-0.1520214015999999,0
2013-09-16,26,4.9153664,6
2013-09-17,3,4.9280614400000005,1
2013-09-18,8,1.337653248,0
2013-09-19,3,-1.3200000000000005,4
2013-09-20,6,-0.6960000000000005,0
2013-09-21,3,-0.47328000000000026,0
2013-09-22,0,-0.35616000000000014,0
2013-09-23,13,-0.28381440000000013,0
2013-09-24,2,-0.23478527999999976,0
2013-09-25,5,0.8005468160000004,0
2013-09-26,25,-0.31797923839999953,0
2013-09-27,22,2.8825919488,0
2013-09-28,0,-0.6479999999999999,0
2013-09-29,17,-0.27360000000000023,0
2013-09-30,10,9.830464,0
2013-10-01,13,9.878771200000001,0
2013-10-02,12,11.70646528,0
2013-10-03,0,-2.515674112,0
2013-10-04,0,6.424750489599999,0
2013-10-05,10,-3.3817231360000006,0
2013-10-06,1,-1.8681280512000011,0
2013-10-07,20,-1.2966528000000008,0
2013-10-08,21,-1.0069017599999999,0
2013-10-09,4,-0.8219284479999992,0
2013-10-10,17,-0.5831605247999988,0
2013-10-11,3,0.6318438400000006,0
2013-10-12,0,-0.3544281087999993,0
2013-10-13,19,-0.19222415359999975,0
2013-10-14,22,0.952,1
2013-10-15,9,-0.23359999999999997,5
2013-10-16,0,-0.10553600000000009,3
2013-10-17,21,-0.06842880000000004,6
2013-10-18,0,-0.050526720000000025,1
2013-10-19,0,-0.03992371199999995,1
2013-10-20,3,-0.03289815039999998,0
2013-10-21,2,0.9830732799999999,0
2013-10-22,1,-0.2143877119999999,0
2013-10-23,6,-0.09246935040000004,1
2013-10-24,13,-0.048000000000000036,0
2013-10-25,11,5.9664,4
2013-10-26,12,2.774464,0
2013-10-27,8,-1.3004288000000002,0
2013-10-28,14,3.3750732799999996,3
2013-10-29,14,-1.207987712,2
2013-10-30,1,5.3799146496,1
2013-10-31,2,2.3832832,4
2013-11-01,2,1.4023244799999997,1
2013-11-02,0,-1.464177152,4
2013-11-03,10,-0.8476821504000001,0
2013-11-04,0,-0.5492002816000001,0
2013-11-05,1,-0.3830676479999999,0
2013-11-06,5,10.6902390784,0
2013-11-07,0,-2.415319551999999,0
2013-11-08,2,-1.0631471104000003,0
2013-11-09,0,1.3789594624000001,0
2013-11-10,2,-0.8070080512,3
2013-11-11,1,0.5591039999999997,0
2013-11-12,0,-0.5207168000000002,0
2013-11-13,0,-0.3333939200000002,0
2013-11-14,1,4.742663168000001,0
2013-11-15,0,12.788379545600002,0
2013-11-16,1,-1.2593894399999996,0
2013-11-17,0,0.19079577599999897,0
2013-11-18,0,5.558134579199999,0
2013-11-19,4,8.731532288,1
2013-11-20,1,0.6046826496,0
2013-11-21,1,-0.5049088000000008,2
2013-11-22,0,0.11595775999999947,0
2013-11-23,0,-1.6388377599999995,0
2013-11-24,0,7.9485026304,0
2013-11-25,4,-0.4622619647999997,0
2013-11-26,0,-1.6318338048000003,3
2013-11-27,5,-0.9971867647999997,3
2013-11-28,8,-0.6678247423999997,3
2013-11-29,1,-0.40953026559999994,0
2013-11-30,0,0.7113546752000001,0
2013-12-01,1,-0.4181367808,1
2013-12-02,3,1.7566571520000005,0
2013-12-03,3,1.4110004224000003,0
2013-12-04,5,-0.6185387008000001,0
2013-12-05,3,0.7184639999999998,0
2013-12-06,15,0.6163711999999999,0
2013-12-07,0,2.5848012799999998,0
2013-12-08,5,1.165682688,0
2013-12-09,23,2.1912196096,0
2013-12-10,8,3.974235136,0
2013-12-11,15,5.4635210752,3
2013-12-12,9,-2.1501022208,1
2013-12-13,10,2.9555271679999993,0
2013-12-14,16,9.5008971776,0
2013-12-15,16,-0.03365232639999949,0
2013-12-16,41,-0.06985963520000116,0
2013-12-17,7,1.4018629631999997,0
2013-12-18,10,0.39642234880000005,1
2013-12-19,1,-1.362471936,0
2013-12-20,1,0.17248286719999972,1
2013-12-21,0,23.247096832,4
2013-12-22,1,12.676412006400001,1
2013-12-23,12,-1.894537830400001,4
2013-12-24,0,0.41657876479999834,0
2013-12-25,3,-1.9178912768000007,0
2013-12-26,5,-2.016276275200001,0
2013-12-27,19,-0.39820462080000074,0
2013-12-28,1,-1.2728913920000005,0
2013-12-29,0,2.040085401600001,0
2013-12-30,2,1.618798694400002,0
2013-12-31,0,4.7562651648,0
2014-01-01,3,-1.7338909695999996,0
2014-01-02,21,10.1905060864,0
2014-01-03,34,0.3051959296000004,6
2014-01-04,29,4.166117888,2
2014-01-05,16,2.7542480895999994,3
2014-01-06,31,0.7898839039999999,0
2014-01-07,14,1.1481724927999997,0
2014-01-08,2,3.2933408768000003,0
2014-01-09,14,6.9724875776,0
2014-01-10,0,-1.904097792,0
2014-01-11,1,-1.7214383104000004,5
2014-01-12,5,-1.0262623232,0
2014-01-13,7,-0.7369012223999998,2
2014-01-14,6,0.4781419520000002,4
2014-01-15,4,1.4254000128000002,0
2014-01-16,24,3.2378841088000003,0
2014-01-17,29,1.7832371200000008,0
2014-01-18,1,0.8237881344000002,0
2014-01-19,32,4.0627946496,3
2014-01-20,40,0.49009919999999996,0
2014-01-21,33,0.8432716799999995,0
2014-01-22,10,-0.07376435200000042,0
2014-01-23,8,2.1546899456,0
2014-01-24,6,-1.1450073088,0
2014-01-25,12,4.3646900224,3
2014-01-26,1,-1.4203466751999998,0
2014-01-27,6,3.3020756992,0
2014-01-28,0,-1.2620124159999997,2
2014-01-29,1,-0.6199272448000002,2
2014-01-30,4,0.5902134271999999,4
2014-01-31,20,3.5078235136,0
2014-02-01,5,3.8958143488,0
2014-02-02,2,1.47834624,0
2014-02-03,5,0.6443463679999999,1
2014-02-04,4,-0.09748684800000018,0
2014-02-05,13,1.1555497983999998,0
2014-02-06,13,3.0968780799999998,0
2014-02-07,5,1.6639534079999998,0
2014-02-08,8,13.6833878016,3
2014-02-09,0,-3.738189721599999,0
2014-02-10,15,-0.6892641280000009,0
2014-02-11,2,2.7530882047999996,0
2014-02-12,14,8.3844969472,0
2014-02-13,9,6.0787219456,0
2014-02-14,2,-0.26530170880000004,0
2014-02-15,1,6.6931226623999995,0
2014-02-16,1,-3.1837965311999996,0
2014-02-17,1,-1.7074421760000007,0
2014-02-18,4,1.9509934079999995,0
2014-02-19,2,2.5978454016,1
2014-02-20,6,4.322794598400001,0
2014-02-21,3,3.8471777280000006,0
2014-02-22,8,-1.2805277696,7
2014-02-23,1,1.6540945408,1
2014-02-24,3,0.5547454464000001,1
2014-02-25,4,-0.17531136000000025,1
2014-02-26,0,4.075741184,0
2014-02-27,11,-1.6214280191999997,1
2014-02-28,1,-0.8500007936,0
