,rust-lang/rust,swiftlang/swift,golang/go
2022-11-07,158,56,17
2022-11-08,78,59,23
2022-11-09,122,83,25
2022-11-10,95,76,32
2022-11-11,86,64,14
2022-11-12,85,45,0
2022-11-13,71,7,0
2022-11-14,72,57,18
2022-11-15,102,52,45
2022-11-16,70,95,32
2022-11-17,70,64,25
2022-11-18,97,45,24
2022-11-19,105,23,13
2022-11-20,106,0,0
2022-11-21,130,6,20
2022-11-22,80,6,18
2022-11-23,90,7,14
2022-11-24,86,2,3
2022-11-25,170,0,0
2022-11-26,80,3,0
2022-11-27,88,2,0
2022-11-28,100,50,11
2022-11-29,100,116,5
2022-11-30,65,87,7
2022-12-01,90,90,18
2022-12-02,87,68,14
2022-12-03,75,24,1
2022-12-04,54,10,0
2022-12-05,53,32,8
2022-12-06,106,68,9
2022-12-07,60,58,11
2022-12-08,59,55,8
2022-12-09,83,58,3
2022-12-10,60,27,1
2022-12-11,68,7,1
2022-12-12,68,71,6
2022-12-13,110,90,3
2022-12-14,112,84,6
2022-12-15,88,109,2
2022-12-16,70,60,4
2022-12-17,79,19,1
2022-12-18,53,14,0
2022-12-19,53,55,1
2022-12-20,91,70,0
2022-12-21,59,68,6
2022-12-22,74,39,6
2022-12-23,60,1,2
2022-12-24,42,1,0
2022-12-25,44,1,0
2022-12-26,22,1,0
2022-12-27,67,1,1
2022-12-28,110,12,1
2022-12-29,67,7,2
2022-12-30,52,5,0
2022-12-31,54,2,0
2023-01-01,39,3,0
2023-01-02,87,8,0
2023-01-03,66,78,3
2023-01-04,80,60,4
2023-01-05,56,60,2
2023-01-06,62,49,3
2023-01-07,53,57,0
2023-01-08,37,29,0
2023-01-09,172,63,7
2023-01-10,52,30,3
2023-01-11,133,54,3
2023-01-12,131,57,0
2023-01-13,106,58,3
2023-01-14,131,18,0
2023-01-15,49,18,0
2023-01-16,65,54,1
2023-01-17,100,42,42
2023-01-18,72,51,7
2023-01-19,76,64,19
2023-01-20,84,60,38
2023-01-21,83,22,3
2023-01-22,54,9,0
2023-01-23,100,28,12
2023-01-24,50,56,20
2023-01-25,64,68,16
2023-01-26,81,115,22
2023-01-27,151,56,14
2023-01-28,77,39,6
2023-01-29,57,32,1
2023-01-30,91,37,25
2023-01-31,95,54,31
2023-02-01,72,81,14
2023-02-02,73,151,17
2023-02-03,80,61,7
2023-02-04,30,25,9
2023-02-05,61,11,0
2023-02-06,65,64,15
2023-02-07,72,87,8
2023-02-08,52,100,10
2023-02-09,84,92,13
2023-02-10,89,55,20
2023-02-11,53,72,2
2023-02-12,56,23,0
2023-02-13,90,58,8
2023-02-14,139,74,8
2023-02-15,86,78,7
2023-02-16,95,77,8
2023-02-17,75,64,10
2023-02-18,98,28,1
2023-02-19,73,9,1
2023-02-20,93,50,1
2023-02-21,91,63,8
2023-02-22,83,82,14
2023-02-23,66,90,18
2023-02-24,42,60,12
2023-02-25,79,38,3
2023-02-26,82,15,0
2023-02-27,64,48,34
2023-02-28,79,108,26
2023-03-01,126,93,23
2023-03-02,66,114,10
2023-03-03,93,118,5
2023-03-04,80,101,1
2023-03-05,84,50,0
2023-03-06,75,79,13
2023-03-07,60,91,12
2023-03-08,98,92,5
2023-03-09,97,73,13
2023-03-10,104,79,25
2023-03-11,75,40,1
2023-03-12,78,7,0
2023-03-13,76,51,16
2023-03-14,87,86,11
2023-03-15,87,69,24
2023-03-16,86,73,17
2023-03-17,88,61,12
2023-03-18,47,41,4
2023-03-19,59,18,0
2023-03-20,70,57,8
2023-03-21,92,85,20
2023-03-22,91,68,21
2023-03-23,79,73,5
2023-03-24,75,47,20
2023-03-25,63,28,2
2023-03-26,61,9,0
2023-03-27,84,41,12
2023-03-28,81,59,16
2023-03-29,99,100,24
2023-03-30,105,71,12
2023-03-31,50,52,18
2023-04-01,33,33,0
2023-04-02,34,7,0
2023-04-03,105,42,7
2023-04-04,115,80,21
2023-04-05,91,55,16
2023-04-06,112,69,16
2023-04-07,70,37,20
2023-04-08,48,17,3
2023-04-09,85,10,0
2023-04-10,64,18,17
2023-04-11,101,48,30
2023-04-12,108,66,16
2023-04-13,99,76,16
2023-04-14,104,41,19
2023-04-15,47,19,0
2023-04-16,111,9,0
2023-04-17,90,26,11
2023-04-18,60,43,22
2023-04-19,83,57,12
2023-04-20,104,47,18
2023-04-21,94,46,24
2023-04-22,101,16,1
2023-04-23,70,5,0
2023-04-24,90,37,14
2023-04-25,93,47,9
2023-04-26,101,38,8
2023-04-27,109,49,8
2023-04-28,92,48,18
2023-04-29,95,18,0
2023-04-30,56,4,2
2023-05-01,64,38,7
2023-05-02,150,103,17
2023-05-03,68,68,20
2023-05-04,67,75,23
2023-05-05,120,57,23
2023-05-06,118,35,0
2023-05-07,64,6,0
2023-05-08,83,63,11
2023-05-09,70,59,16
2023-05-10,67,30,26
2023-05-11,72,49,28
2023-05-12,74,46,39
2023-05-13,63,18,1
2023-05-14,57,10,0
2023-05-15,79,39,9
2023-05-16,72,56,21
2023-05-17,54,37,29
2023-05-18,102,40,22
2023-05-19,39,38,45
2023-05-20,62,12,8
2023-05-21,44,0,0
2023-05-22,64,31,26
2023-05-23,75,52,57
2023-05-24,75,38,63
2023-05-25,105,49,29
2023-05-26,119,44,19
2023-05-27,46,12,3
2023-05-28,51,8,0
2023-05-29,66,16,0
2023-05-30,72,30,21
2023-05-31,80,43,27
2023-06-01,100,49,28
2023-06-02,105,44,10
2023-06-03,61,24,3
2023-06-04,53,3,1
2023-06-05,116,55,10
2023-06-06,67,80,23
2023-06-07,73,108,12
2023-06-08,76,53,11
2023-06-09,66,46,8
2023-06-10,72,35,2
2023-06-11,62,5,4
2023-06-12,108,56,12
2023-06-13,84,56,16
2023-06-14,102,67,9
2023-06-15,78,61,9
2023-06-16,81,60,16
2023-06-17,73,19,1
2023-06-18,58,3,0
2023-06-19,125,17,1
2023-06-20,107,39,9
2023-06-21,111,67,8
2023-06-22,85,56,5
2023-06-23,77,54,6
2023-06-24,55,11,2
2023-06-25,61,0,0
2023-06-26,62,28,7
2023-06-27,113,33,6
2023-06-28,101,55,3
2023-06-29,93,62,9
2023-06-30,99,54,1
2023-07-01,61,14,0
2023-07-02,72,3,0
2023-07-03,112,24,0
2023-07-04,67,62,3
2023-07-05,100,50,4
2023-07-06,69,57,6
2023-07-07,89,70,5
2023-07-08,83,10,0
2023-07-09,41,6,0
2023-07-10,103,23,4
2023-07-11,53,49,8
2023-07-12,81,58,6
2023-07-13,84,38,4
2023-07-14,92,44,3
2023-07-15,33,4,0
2023-07-16,74,2,0
2023-07-17,76,46,4
2023-07-18,84,60,10
2023-07-19,80,99,2
2023-07-20,96,42,32
2023-07-21,103,57,23
2023-07-22,94,35,0
2023-07-23,38,8,0
2023-07-24,100,39,5
2023-07-25,94,66,7
2023-07-26,83,66,14
2023-07-27,90,67,13
2023-07-28,78,76,8
2023-07-29,73,9,1
2023-07-30,103,1,0
2023-07-31,131,29,32
2023-08-01,87,68,16
2023-08-02,109,79,10
2023-08-03,96,71,19
2023-08-04,99,52,8
2023-08-05,70,34,3
2023-08-06,73,14,0
2023-08-07,88,46,39
2023-08-08,96,119,9
2023-08-09,73,88,11
2023-08-10,53,89,17
2023-08-11,72,72,16
2023-08-12,40,10,2
2023-08-13,49,5,0
2023-08-14,89,53,13
2023-08-15,98,46,22
2023-08-16,101,53,25
2023-08-17,57,82,33
2023-08-18,83,46,21
2023-08-19,47,19,8
2023-08-20,45,8,6
2023-08-21,67,58,22
2023-08-22,105,42,34
2023-08-23,60,53,14
2023-08-24,79,55,14
2023-08-25,56,46,20
2023-08-26,51,14,4
2023-08-27,46,4,0
2023-08-28,91,44,17
2023-08-29,70,46,23
2023-08-30,86,62,11
2023-08-31,62,64,7
2023-09-01,73,62,15
2023-09-02,72,22,2
2023-09-03,76,22,3
2023-09-04,34,46,4
2023-09-05,75,44,9
2023-09-06,88,62,12
2023-09-07,71,72,26
2023-09-08,103,61,34
2023-09-09,46,20,2
2023-09-10,64,7,1
2023-09-11,91,67,17
2023-09-12,67,106,25
2023-09-13,52,61,26
2023-09-14,85,55,18
2023-09-15,66,60,14
2023-09-16,65,46,0
2023-09-17,44,9,1
2023-09-18,91,50,14
2023-09-19,77,98,11
2023-09-20,72,67,18
2023-09-21,83,74,5
2023-09-22,124,57,7
2023-09-23,63,45,1
2023-09-24,62,19,0
2023-09-25,80,59,10
2023-09-26,54,83,1
2023-09-27,35,56,10
2023-09-28,112,45,8
2023-09-29,68,67,5
2023-09-30,46,20,3
2023-10-01,52,8,0
2023-10-02,100,35,11
2023-10-03,82,52,16
2023-10-04,85,59,11
2023-10-05,105,51,7
2023-10-06,113,51,13
2023-10-07,39,37,2
2023-10-08,53,32,1
2023-10-09,111,41,18
2023-10-10,90,49,9
2023-10-11,69,65,12
2023-10-12,67,60,10
2023-10-13,55,29,12
2023-10-14,72,16,3
2023-10-15,71,8,0
2023-10-16,83,38,1
2023-10-17,97,25,6
2023-10-18,78,33,26
2023-10-19,83,44,17
2023-10-20,66,52,6
2023-10-21,118,5,1
2023-10-22,78,1,0
2023-10-23,113,44,9
2023-10-24,87,64,7
2023-10-25,163,49,10
2023-10-26,75,49,6
2023-10-27,101,63,3
2023-10-28,61,19,0
2023-10-29,101,10,0
2023-10-30,114,64,18
2023-10-31,88,56,15
2023-11-01,47,78,10
2023-11-02,108,42,22
2023-11-03,53,39,7
2023-11-04,78,17,0
2023-11-05,34,3,1
2023-11-06,37,34,17
2023-11-07,63,38,15
2023-11-08,85,42,20
2023-11-09,49,54,21
2023-11-10,50,51,11
2023-11-11,38,11,1
2023-11-12,67,10,0
2023-11-13,73,52,8
2023-11-14,58,69,13
2023-11-15,90,50,15
2023-11-16,115,76,20
2023-11-17,75,43,26
2023-11-18,48,7,0
2023-11-19,65,0,7
2023-11-20,82,6,16
2023-11-21,93,5,66
2023-11-22,103,7,17
2023-11-23,77,8,1
2023-11-24,98,3,0
2023-11-25,116,3,0
2023-11-26,96,3,0
2023-11-27,75,82,7
2023-11-28,101,62,7
2023-11-29,81,42,7
2023-11-30,69,52,5
2023-12-01,70,57,12
2023-12-02,88,23,1
2023-12-03,55,7,0
2023-12-04,121,50,5
2023-12-05,122,37,19
2023-12-06,74,62,19
2023-12-07,76,46,9
2023-12-08,136,47,10
2023-12-09,55,31,2
2023-12-10,76,15,0
2023-12-11,84,40,14
2023-12-12,121,50,14
2023-12-13,62,78,8
2023-12-14,88,58,12
2023-12-15,115,49,6
2023-12-16,57,20,0
2023-12-17,39,4,0
2023-12-18,139,34,11
2023-12-19,96,48,9
2023-12-20,68,45,2
2023-12-21,55,27,4
2023-12-22,64,5,0
2023-12-23,93,3,0
2023-12-24,46,0,0
2023-12-25,28,4,0
2023-12-26,60,4,1
2023-12-27,39,1,3
2023-12-28,62,1,0
2023-12-29,53,4,0
2023-12-30,51,3,2
2023-12-31,45,0,0
2024-01-01,33,3,0
2024-01-02,63,48,0
2024-01-03,99,50,4
2024-01-04,129,48,4
2024-01-05,121,46,3
2024-01-06,87,21,0
2024-01-07,110,2,0
2024-01-08,93,27,5
2024-01-09,119,25,5
2024-01-10,73,47,3
2024-01-11,118,74,4
2024-01-12,70,49,3
2024-01-13,71,39,1
2024-01-14,75,6,0
2024-01-15,67,16,2
2024-01-16,90,56,1
2024-01-17,71,85,7
2024-01-18,98,59,2
2024-01-19,131,49,4
2024-01-20,81,28,0
2024-01-21,80,10,0
2024-01-22,122,41,21
2024-01-23,87,47,16
2024-01-24,57,71,14
2024-01-25,85,52,10
2024-01-26,117,78,13
2024-01-27,57,17,2
2024-01-28,50,12,0
2024-01-29,71,50,8
2024-01-30,114,82,15
2024-01-31,81,60,11
2024-02-01,33,104,12
2024-02-02,52,101,8
2024-02-03,42,35,0
2024-02-04,54,9,0
2024-02-05,80,47,8
2024-02-06,83,63,4
2024-02-07,91,55,13
2024-02-08,122,54,18
2024-02-09,161,86,10
2024-02-10,86,33,4
2024-02-11,113,20,0
2024-02-12,141,69,6
2024-02-13,151,55,9
2024-02-14,100,62,5
2024-02-15,107,82,4
2024-02-16,114,46,16
2024-02-17,119,24,3
2024-02-18,87,4,0
2024-02-19,128,30,8
2024-02-20,120,66,21
2024-02-21,125,101,18
2024-02-22,115,105,8
2024-02-23,93,50,11
2024-02-24,73,69,3
2024-02-25,94,18,0
2024-02-26,126,53,24
2024-02-27,134,76,25
2024-02-28,109,66,42
2024-02-29,161,77,17
2024-03-01,120,113,3
2024-03-02,73,79,1
2024-03-03,87,24,0
2024-03-04,117,39,28
2024-03-05,162,80,5
2024-03-06,127,94,9
2024-03-07,105,103,17
2024-03-08,110,70,28
2024-03-09,114,43,7
2024-03-10,112,15,2
2024-03-11,137,76,15
2024-03-12,126,97,5
2024-03-13,107,108,9
2024-03-14,160,72,21
2024-03-15,91,82,19
2024-03-16,77,41,2
2024-03-17,117,2,1
2024-03-18,111,107,15
2024-03-19,124,76,13
2024-03-20,98,66,11
2024-03-21,126,78,18
2024-03-22,165,60,10
2024-03-23,114,17,2
2024-03-24,109,17,0
2024-03-25,112,36,15
2024-03-26,98,54,14
2024-03-27,123,86,8
2024-03-28,85,62,8
2024-03-29,59,64,13
2024-03-30,64,28,2
2024-03-31,77,5,1
2024-04-01,81,24,5
2024-04-02,83,44,18
2024-04-03,109,63,10
2024-04-04,103,51,9
2024-04-05,87,64,10
2024-04-06,95,12,0
2024-04-07,55,4,1
2024-04-08,115,59,11
2024-04-09,86,57,8
2024-04-10,96,43,8
2024-04-11,118,50,10
2024-04-12,83,35,5
2024-04-13,56,13,0
2024-04-14,91,5,4
2024-04-15,144,20,15
2024-04-16,177,53,10
2024-04-17,105,31,8
2024-04-18,77,50,15
2024-04-19,99,58,17
2024-04-20,98,9,0
2024-04-21,70,7,0
2024-04-22,78,42,16
2024-04-23,90,39,7
2024-04-24,97,34,8
2024-04-25,82,44,12
2024-04-26,62,47,14
2024-04-27,66,8,3
2024-04-28,73,2,0
2024-04-29,87,40,5
2024-04-30,78,59,9
2024-05-01,42,59,2
2024-05-02,115,60,5
2024-05-03,100,37,12
2024-05-04,139,21,4
2024-05-05,75,0,4
2024-05-06,82,42,12
2024-05-07,41,54,16
2024-05-08,80,44,17
2024-05-09,78,48,19
2024-05-10,80,54,10
2024-05-11,125,14,3
2024-05-12,84,5,1
2024-05-13,81,34,22
2024-05-14,78,41,14
2024-05-15,83,43,22
2024-05-16,66,68,26
2024-05-17,72,86,17
2024-05-18,59,12,3
2024-05-19,79,3,0
2024-05-20,130,44,20
2024-05-21,92,77,26
2024-05-22,88,74,52
2024-05-23,123,50,34
2024-05-24,92,41,19
2024-05-25,58,15,0
2024-05-26,50,12,0
2024-05-27,77,14,0
2024-05-28,86,74,3
2024-05-29,111,51,9
2024-05-30,76,52,17
2024-05-31,53,63,5
2024-06-01,46,17,0
2024-06-02,50,16,0
2024-06-03,70,55,2
2024-06-04,129,50,11
2024-06-05,147,63,8
2024-06-06,95,62,5
2024-06-07,123,34,14
2024-06-08,66,9,0
2024-06-09,95,2,0
2024-06-10,63,45,5
2024-06-11,133,61,13
2024-06-12,136,85,5
2024-06-13,143,62,10
2024-06-14,87,61,5
2024-06-15,64,23,0
2024-06-16,91,8,1
2024-06-17,102,35,3
2024-06-18,106,67,10
2024-06-19,146,50,0
2024-06-20,87,36,2
2024-06-21,118,78,13
2024-06-22,84,21,1
2024-06-23,80,4,1
2024-06-24,122,32,8
2024-06-25,101,61,3
2024-06-26,55,69,3
2024-06-27,70,46,2
2024-06-28,110,53,3
2024-06-29,98,19,0
2024-06-30,93,14,0
2024-07-01,87,52,5
2024-07-02,120,65,2
2024-07-03,89,82,5
2024-07-04,118,43,0
2024-07-05,113,25,2
2024-07-06,99,31,0
2024-07-07,164,33,3
2024-07-08,96,64,2
2024-07-09,75,75,3
2024-07-10,77,65,3
2024-07-11,56,98,5
2024-07-12,102,34,3
2024-07-13,46,22,0
2024-07-14,65,10,0
2024-07-15,100,48,4
2024-07-16,117,43,13
2024-07-17,152,17,7
2024-07-18,141,53,0
2024-07-19,150,39,1
2024-07-20,76,26,0
2024-07-21,50,4,0
2024-07-22,129,36,18
2024-07-23,76,53,16
2024-07-24,95,64,13
2024-07-25,139,80,9
2024-07-26,119,34,19
2024-07-27,81,25,4
2024-07-28,71,7,0
2024-07-29,133,84,20
2024-07-30,94,60,22
2024-07-31,85,63,21
2024-08-01,80,59,14
2024-08-02,57,56,13
2024-08-03,102,18,7
2024-08-04,61,9,0
2024-08-05,129,52,3
2024-08-06,94,53,8
2024-08-07,135,70,19
2024-08-08,108,69,6
2024-08-09,96,47,13
2024-08-10,104,16,3
2024-08-11,57,0,0
2024-08-12,141,33,9
2024-08-13,135,32,5
2024-08-14,82,36,14
2024-08-15,62,30,9
2024-08-16,68,31,8
2024-08-17,72,21,1
2024-08-18,72,11,0
2024-08-19,70,52,6
2024-08-20,65,63,23
2024-08-21,67,60,14
2024-08-22,84,45,10
2024-08-23,63,30,8
2024-08-24,84,16,2
2024-08-25,83,10,0
2024-08-26,73,36,8
2024-08-27,117,30,11
2024-08-28,85,37,4
2024-08-29,105,52,5
2024-08-30,62,52,11
2024-08-31,100,21,1
2024-09-01,60,12,1
2024-09-02,86,27,0
2024-09-03,88,71,36
2024-09-04,36,118,35
2024-09-05,96,56,24
2024-09-06,92,65,23
2024-09-07,65,18,1
2024-09-08,49,16,0
2024-09-09,121,36,4
2024-09-10,74,46,9
2024-09-11,94,49,17
2024-09-12,88,34,9
2024-09-13,66,41,15
2024-09-14,61,15,0
2024-09-15,85,4,2
2024-09-16,55,39,9
2024-09-17,96,59,6
2024-09-18,91,49,9
2024-09-19,114,62,1
2024-09-20,71,49,4
2024-09-21,77,9,0
2024-09-22,88,11,0
2024-09-23,114,24,13
2024-09-24,139,51,14
2024-09-25,96,68,9
2024-09-26,65,36,16
2024-09-27,101,52,11
2024-09-28,83,28,2
2024-09-29,74,5,1
2024-09-30,63,38,17
2024-10-01,74,55,8
2024-10-02,62,63,15
2024-10-03,92,49,10
2024-10-04,87,28,5
2024-10-05,90,6,0
2024-10-06,85,6,0
2024-10-07,91,64,22
2024-10-08,78,77,5
2024-10-09,86,43,7
2024-10-10,93,39,5
2024-10-11,73,70,5
2024-10-12,75,18,1
2024-10-13,76,10,0
2024-10-14,98,23,7
2024-10-15,80,33,1
2024-10-16,79,41,2
2024-10-17,77,69,3
2024-10-18,84,47,7
2024-10-19,88,21,1
2024-10-20,80,17,0
2024-10-21,65,33,37
2024-10-22,111,60,9
2024-10-23,96,38,20
2024-10-24,94,36,16
2024-10-25,79,37,13
2024-10-26,86,18,1
2024-10-27,61,1,0
2024-10-28,137,32,25
2024-10-29,95,48,15
2024-10-30,97,41,18
2024-10-31,99,49,13
2024-11-01,105,43,14
2024-11-02,106,15,3
2024-11-03,98,17,1
2024-11-04,96,20,7
2024-11-05,70,57,15
2024-11-06,34,52,10
2024-11-07,97,92,12
2024-11-08,70,51,10
2024-11-09,69,27,0
2024-11-10,77,8,0
2024-11-11,63,37,10
2024-11-12,93,80,8
2024-11-13,58,57,21
2024-11-14,76,50,18
2024-11-15,60,53,16
2024-11-16,41,19,9
2024-11-17,43,7,11
2024-11-18,97,35,45
2024-11-19,113,46,96
2024-11-20,63,57,48
2024-11-21,66,56,43
2024-11-22,60,25,33
2024-11-23,74,0,3
2024-11-24,71,0,0
2024-11-25,74,2,3
2024-11-26,77,8,5
2024-11-27,63,12,11
2024-11-28,109,12,2
2024-11-29,62,8,0
2024-11-30,79,1,8
2024-12-01,66,0,0
2024-12-02,108,66,4
2024-12-03,88,54,11
2024-12-04,113,75,9
2024-12-05,122,53,12
2024-12-06,98,34,13
2024-12-07,40,23,2
2024-12-08,70,3,1
2024-12-09,89,30,5
2024-12-10,109,32,3
2024-12-11,110,37,12
2024-12-12,111,53,7
2024-12-13,85,65,6
2024-12-14,101,27,0
2024-12-15,75,27,0
2024-12-16,72,46,6
2024-12-17,88,103,16
2024-12-18,120,76,5
2024-12-19,81,63,5
2024-12-20,86,49,2
2024-12-21,81,38,2
2024-12-22,87,2,1
2024-12-23,51,8,4
2024-12-24,40,8,1
2024-12-25,40,3,0
2024-12-26,52,1,1
2024-12-27,85,6,4
2024-12-28,70,0,1
2024-12-29,104,4,0
2024-12-30,70,2,10
2024-12-31,107,2,0
2025-01-01,71,0,1
2025-01-02,66,42,7
2025-01-03,82,19,10
2025-01-04,45,10,0
2025-01-05,61,3,0
2025-01-06,120,24,3
2025-01-07,116,61,11
2025-01-08,92,68,12
2025-01-09,95,39,5
2025-01-10,116,45,2
2025-01-11,86,46,0
2025-01-12,130,12,0
2025-01-13,84,30,7
2025-01-14,98,46,6
2025-01-15,121,45,0
2025-01-16,94,48,6
2025-01-17,52,39,3
2025-01-18,70,4,0
2025-01-19,72,10,0
2025-01-20,115,13,1
2025-01-21,101,48,2
2025-01-22,108,67,5
2025-01-23,120,60,0
2025-01-24,146,27,0
2025-01-25,90,31,0
2025-01-26,108,14,0
2025-01-27,115,48,7
2025-01-28,127,62,7
2025-01-29,108,57,5
2025-01-30,125,42,1
2025-01-31,113,45,2
2025-02-01,94,29,0
2025-02-02,89,13,0
2025-02-03,134,33,36
2025-02-04,88,35,9
2025-02-05,107,56,15
2025-02-06,132,35,10
2025-02-07,135,45,24
2025-02-08,61,18,5
2025-02-09,76,22,1
2025-02-10,117,72,28
2025-02-11,119,38,16
2025-02-12,123,53,10
2025-02-13,120,65,28
2025-02-14,124,71,17
2025-02-15,118,26,10
2025-02-16,90,22,3
2025-02-17,111,33,0
2025-02-18,101,38,12
2025-02-19,114,32,19
2025-02-20,111,55,15
2025-02-21,96,31,5
2025-02-22,83,15,9
2025-02-23,90,9,5
2025-02-24,194,35,6
2025-02-25,93,65,28
2025-02-26,97,97,16
2025-02-27,89,59,13
2025-02-28,116,56,8
2025-03-01,97,23,5
2025-03-02,60,9,0
2025-03-03,125,39,10
2025-03-04,90,64,16
2025-03-05,130,44,14
2025-03-06,142,32,23
2025-03-07,109,84,8
2025-03-08,72,43,0
2025-03-09,61,7,0
2025-03-10,161,54,16
2025-03-11,108,72,21
2025-03-12,114,51,25
2025-03-13,102,83,17
2025-03-14,101,62,9
2025-03-15,78,18,9
2025-03-16,137,26,2
2025-03-17,123,52,11
2025-03-18,86,62,9
2025-03-19,83,127,12
2025-03-20,77,60,22
2025-03-21,110,50,10
2025-03-22,70,9,3
2025-03-23,63,12,0
2025-03-24,118,111,10
2025-03-25,97,71,13
2025-03-26,85,93,6
2025-03-27,92,111,10
2025-03-28,89,66,8
2025-03-29,51,21,2
2025-03-30,47,11,0
2025-03-31,71,54,5
2025-04-01,89,63,6
2025-04-02,103,37,5
2025-04-03,106,74,12
2025-04-04,95,53,10
2025-04-05,55,25,1
2025-04-06,55,9,1
2025-04-07,98,37,13
2025-04-08,92,51,10
2025-04-09,98,54,9
2025-04-10,131,42,7
2025-04-11,102,48,10
2025-04-12,71,12,1
2025-04-13,77,11,1
2025-04-14,121,39,7
2025-04-15,126,38,12
2025-04-16,126,38,12
2025-04-17,132,44,2
2025-04-18,93,58,9
2025-04-19,90,17,7
2025-04-20,105,5,1
2025-04-21,81,24,4
2025-04-22,102,37,8
2025-04-23,72,51,7
2025-04-24,103,31,10
2025-04-25,86,33,7
2025-04-26,65,26,1
2025-04-27,49,3,0
2025-04-28,99,35,1
2025-04-29,110,38,4
2025-04-30,81,60,7
2025-05-01,85,29,8
2025-05-02,86,20,9
2025-05-03,66,6,0
2025-05-04,41,18,1
2025-05-05,115,38,5
2025-05-06,95,43,11
2025-05-07,95,30,12
2025-05-08,91,39,18
2025-05-09,71,39,14
2025-05-10,56,10,0
2025-05-11,40,2,0
2025-05-12,65,28,15
2025-05-13,27,31,13
2025-05-14,49,45,11
2025-05-15,60,52,16
2025-05-16,73,25,11
2025-05-17,70,7,1
2025-05-18,75,8,0
2025-05-19,93,47,24
2025-05-20,97,40,41
2025-05-21,122,46,84
2025-05-22,84,41,15
2025-05-23,77,36,5
2025-05-24,77,11,4
2025-05-25,66,7,0
2025-05-26,112,3,0
2025-05-27,128,19,13
2025-05-28,129,23,7
2025-05-29,113,33,15
2025-05-30,107,56,7
2025-05-31,92,24,0
2025-06-01,48,6,0
2025-06-02,113,36,9
2025-06-03,151,61,6
2025-06-04,109,36,6
2025-06-05,93,49,1
2025-06-06,66,63,2
2025-06-07,77,23,1
2025-06-08,54,8,0
2025-06-09,120,35,6
2025-06-10,92,38,10
2025-06-11,88,36,2
2025-06-12,127,42,2
2025-06-13,121,16,4
2025-06-14,98,1,0
2025-06-15,62,2,0
2025-06-16,138,22,4
2025-06-17,127,69,1
2025-06-18,102,26,3
2025-06-19,101,31,0
2025-06-20,116,45,4
2025-06-21,71,7,0
2025-06-22,68,3,0
2025-06-23,108,51,4
