,golang/go,rust-lang/rust,nim-lang/Nim
2023-12-20,2,68,1
2023-12-21,4,55,3
2023-12-22,0,64,2
2023-12-23,0,93,1
2023-12-24,0,46,3
2023-12-25,0,28,2
2023-12-26,1,60,0
2023-12-27,3,39,0
2023-12-28,0,62,1
2023-12-29,0,53,2
2023-12-30,2,51,1
2023-12-31,0,45,3
2024-01-01,0,33,1
2024-01-02,0,63,2
2024-01-03,4,99,1
2024-01-04,4,129,0
2024-01-05,3,121,3
2024-01-06,0,87,1
2024-01-07,0,110,1
2024-01-08,5,93,2
2024-01-09,5,119,1
2024-01-10,3,73,0
2024-01-11,4,118,5
2024-01-12,3,70,1
2024-01-13,1,71,2
2024-01-14,0,75,0
2024-01-15,2,67,2
2024-01-16,1,90,0
2024-01-17,7,71,1
2024-01-18,2,98,12
2024-01-19,4,131,4
2024-01-20,0,81,1
2024-01-21,0,80,0
2024-01-22,21,122,3
2024-01-23,16,87,3
2024-01-24,14,57,0
2024-01-25,10,85,1
2024-01-26,13,117,4
2024-01-27,2,57,1
2024-01-28,0,50,1
2024-01-29,8,71,1
2024-01-30,15,114,1
2024-01-31,11,81,1
2024-02-01,12,33,1
2024-02-02,8,52,1
2024-02-03,0,42,0
2024-02-04,0,54,0
2024-02-05,8,80,3
2024-02-06,4,83,1
2024-02-07,13,91,0
2024-02-08,18,122,1
2024-02-09,10,161,3
2024-02-10,4,86,1
2024-02-11,0,113,1
2024-02-12,6,141,0
2024-02-13,9,151,2
2024-02-14,5,100,0
2024-02-15,4,107,1
2024-02-16,16,114,0
2024-02-17,3,119,0
2024-02-18,0,87,0
2024-02-19,8,128,1
2024-02-20,21,120,6
2024-02-21,18,125,1
2024-02-22,8,115,1
2024-02-23,11,93,1
2024-02-24,3,73,2
2024-02-25,0,94,0
2024-02-26,24,126,4
2024-02-27,25,134,0
2024-02-28,42,109,0
2024-02-29,17,161,0
2024-03-01,3,120,0
2024-03-02,1,73,0
2024-03-03,0,87,10
2024-03-04,28,117,4
2024-03-05,5,162,2
2024-03-06,9,127,2
2024-03-07,17,105,0
2024-03-08,28,110,1
2024-03-09,7,114,4
2024-03-10,2,112,0
2024-03-11,15,137,2
2024-03-12,5,126,0
2024-03-13,9,107,0
2024-03-14,21,160,4
2024-03-15,19,91,2
2024-03-16,2,77,3
2024-03-17,1,117,0
2024-03-18,15,111,1
2024-03-19,13,124,0
2024-03-20,11,98,0
2024-03-21,18,126,2
2024-03-22,10,165,0
2024-03-23,2,114,0
2024-03-24,0,109,0
2024-03-25,15,112,2
2024-03-26,14,98,0
2024-03-27,8,123,1
2024-03-28,8,85,3
2024-03-29,13,59,1
2024-03-30,2,64,0
2024-03-31,1,77,0
2024-04-01,5,81,0
2024-04-02,18,83,3
2024-04-03,10,109,3
2024-04-04,9,103,2
2024-04-05,10,87,3
2024-04-06,0,95,1
2024-04-07,1,55,0
2024-04-08,11,115,0
2024-04-09,8,86,2
2024-04-10,8,96,1
2024-04-11,10,118,2
2024-04-12,5,83,1
2024-04-13,0,56,2
2024-04-14,4,91,0
2024-04-15,15,144,2
2024-04-16,10,177,1
2024-04-17,8,105,1
2024-04-18,15,77,10
2024-04-19,17,99,1
2024-04-20,0,98,0
2024-04-21,0,70,1
2024-04-22,16,78,3
2024-04-23,7,90,0
2024-04-24,8,97,3
2024-04-25,12,82,0
2024-04-26,14,62,3
2024-04-27,3,66,0
2024-04-28,0,73,1
2024-04-29,5,87,1
2024-04-30,9,78,0
2024-05-01,2,42,1
2024-05-02,5,115,1
2024-05-03,12,100,1
2024-05-04,4,139,1
2024-05-05,4,75,0
2024-05-06,12,82,0
2024-05-07,16,41,2
2024-05-08,17,80,8
2024-05-09,19,78,0
2024-05-10,10,80,7
2024-05-11,3,125,0
2024-05-12,1,84,0
2024-05-13,22,81,0
2024-05-14,14,78,4
2024-05-15,22,83,2
2024-05-16,26,66,2
2024-05-17,17,72,2
2024-05-18,3,59,0
2024-05-19,0,79,0
2024-05-20,20,130,1
2024-05-21,26,92,1
2024-05-22,52,88,1
2024-05-23,34,123,3
2024-05-24,19,92,1
2024-05-25,0,58,0
2024-05-26,0,50,0
2024-05-27,0,77,4
2024-05-28,3,86,1
2024-05-29,9,111,1
2024-05-30,17,76,1
2024-05-31,5,53,1
2024-06-01,0,46,0
2024-06-02,0,50,5
2024-06-03,2,70,1
2024-06-04,11,129,2
2024-06-05,8,147,4
2024-06-06,5,95,1
2024-06-07,14,123,2
2024-06-08,0,66,1
2024-06-09,0,95,1
2024-06-10,5,63,2
2024-06-11,13,133,1
2024-06-12,5,136,3
2024-06-13,10,143,0
2024-06-14,5,87,3
2024-06-15,0,64,2
2024-06-16,1,91,0
2024-06-17,3,102,1
2024-06-18,10,106,5
2024-06-19,0,146,3
2024-06-20,2,87,0
2024-06-21,13,118,1
2024-06-22,1,84,1
2024-06-23,1,80,0
2024-06-24,8,122,2
2024-06-25,3,101,1
2024-06-26,3,55,2
2024-06-27,2,70,0
2024-06-28,3,110,0
2024-06-29,0,98,4
2024-06-30,0,93,1
2024-07-01,5,87,5
2024-07-02,2,120,2
2024-07-03,5,89,3
2024-07-04,0,118,0
2024-07-05,2,113,0
2024-07-06,0,99,3
2024-07-07,3,164,1
2024-07-08,2,96,2
2024-07-09,3,75,4
2024-07-10,3,77,1
2024-07-11,5,56,3
2024-07-12,3,102,4
2024-07-13,0,46,0
2024-07-14,0,65,0
2024-07-15,4,100,2
2024-07-16,13,117,4
2024-07-17,7,152,7
2024-07-18,0,141,2
2024-07-19,1,150,2
2024-07-20,0,76,4
2024-07-21,0,50,0
2024-07-22,18,129,5
2024-07-23,16,76,3
2024-07-24,13,95,5
2024-07-25,9,139,1
2024-07-26,19,119,2
2024-07-27,4,81,0
2024-07-28,0,71,0
2024-07-29,20,133,1
2024-07-30,22,94,0
2024-07-31,21,85,0
2024-08-01,14,80,1
2024-08-02,13,57,0
2024-08-03,7,102,1
2024-08-04,0,61,0
2024-08-05,3,129,0
2024-08-06,8,94,0
2024-08-07,19,135,0
2024-08-08,6,108,0
2024-08-09,13,96,1
2024-08-10,3,104,1
2024-08-11,0,57,10
2024-08-12,9,141,6
2024-08-13,5,135,2
2024-08-14,14,82,1
2024-08-15,9,62,2
