,flutter/flutter,ionic-team/ionic-framework,NativeScript/NativeScript
2015-12-29,0.7699564544000006,11,0
2015-12-30,1.9823578112000002,10,0
2015-12-31,2.8797017088,8,0
2016-01-01,-1.377388544,7,0
2016-01-02,9.276549427199999,4,0
2016-01-03,-2.4812196863999993,2,0
2016-01-04,6.8430194688,19,2
2016-01-05,5.665165312,24,0
2016-01-06,12.2128518144,21,0
2016-01-07,25.5848312832,19,1
2016-01-08,7.847953100800002,22,3
2016-01-09,-2.0122326016000027,3,0
2016-01-10,2.264404479999998,14,0
2016-01-11,25.617422335999997,13,11
2016-01-12,14.339372544,13,16
2016-01-13,2.0058027007999986,6,10
2016-01-14,8.006887116799998,19,4
2016-01-15,7.837604864000001,15,8
2016-01-16,1.9012008960000006,2,0
2016-01-17,-5.679727206400001,1,0
2016-01-18,9.634379264,3,6
2016-01-19,11.948011827200002,18,13
2016-01-20,19.676936192,15,12
2016-01-21,14.580783308800001,11,3
2016-01-22,12.2764614656,13,5
2016-01-23,-3.7463644160000005,6,0
2016-01-24,2.326183935999998,0,2
2016-01-25,6.875702886399999,15,8
2016-01-26,11.421128704,5,16
2016-01-27,13.2350942208,40,5
2016-01-28,10.263141171200001,21,3
2016-01-29,6.2637863936,12,4
2016-01-30,-2.9146330111999994,3,0
2016-01-31,4.395533721599999,7,0
2016-02-01,7.364621312,32,10
2016-02-02,11.7892144128,41,8
2016-02-03,19.615619891199998,21,12
2016-02-04,17.3690386432,31,14
2016-02-05,6.443920896,42,11
2016-02-06,7.916925644799999,6,0
2016-02-07,-7.665319833600002,5,1
2016-02-08,6.684686950399998,6,5
2016-02-09,32.7266842624,8,13
2016-02-10,15.208357171200001,39,15
2016-02-11,17.470409011199997,16,17
2016-02-12,45.8304280576,12,9
2016-02-13,1.7290699776000018,17,1
2016-02-14,8.797602201599997,9,1
2016-02-15,3.7772660735999963,7,15
2016-02-16,10.445163007999998,5,5
2016-02-17,23.0020509696,17,7
2016-02-18,-4.597089587199999,24,17
2016-02-19,15.6797147136,9,9
2016-02-20,-0.9988938751999967,6,0
2016-02-21,4.630467379200001,11,0
2016-02-22,12.414975590400001,14,4
2016-02-23,14.306955161600001,29,7
2016-02-24,12.391929344000001,22,24
2016-02-25,33.145089536,10,15
2016-02-26,24.8024772608,2,1
2016-02-27,8.9650700288,2,3
2016-02-28,-6.943413657600001,7,0
2016-02-29,1.3326260223999968,23,9
2016-03-01,16.1222966272,11,8
2016-03-02,14.9299139584,11,6
2016-03-03,36.1089876992,13,2
2016-03-04,13.366701977600002,26,1
2016-03-05,-4.9965283328000005,5,0
2016-03-06,7.485026508799999,12,0
2016-03-07,9.676599500799998,18,9
2016-03-08,18.549102079999997,0,7
2016-03-09,10.6190843904,11,15
2016-03-10,21.0513763328,5,4
2016-03-11,32.2121462784,15,7
2016-03-12,14.906431385600001,7,1
2016-03-13,-4.505861427200003,5,0
2016-03-14,24.923927244799998,8,1
2016-03-15,6.425469337599999,11,5
2016-03-16,-2.6852544512000005,3,9
2016-03-17,14.117110067199999,1,7
2016-03-18,32.6102608896,4,7
2016-03-19,-7.761893990399997,0,1
2016-03-20,-8.1971864576,0,0
2016-03-21,30.093286399999997,1,12
2016-03-22,2.6525635584000025,6,8
2016-03-23,16.0437161984,5,8
2016-03-24,27.7443672064,5,14
2016-03-25,10.6302204928,0,13
2016-03-26,-1.0227299328000008,0,0
2016-03-27,2.9205850111999982,0,0
2016-03-28,11.107110297599998,2,9
2016-03-29,22.10845952,1,7
2016-03-30,14.3230976,1,7
2016-03-31,12.507482316799999,8,3
2016-04-01,17.6490916864,14,2
2016-04-02,-6.2939153408,1,0
2016-04-03,-4.934664499200003,0,0
2016-04-04,3.244296703999998,1,2
2016-04-05,6.0572087296,14,0
2016-04-06,7.631881932800002,9,3
2016-04-07,15.246025728000001,12,1
2016-04-08,11.693384704000001,3,11
2016-04-09,-4.493030195199999,2,0
2016-04-10,-4.4640602112000005,4,0
2016-04-11,7.359179263999999,24,7
2016-04-12,11.0895352832,19,4
2016-04-13,7.706944204800001,9,18
2016-04-14,4.5755805696,20,15
2016-04-15,10.056862412800001,14,16
2016-04-16,-2.7693630463999988,4,0
2016-04-17,-3.584208793600001,12,0
2016-04-18,7.858924748799999,18,11
2016-04-19,6.43328768,16,10
2016-04-20,10.951315456,18,8
2016-04-21,11.793612288000002,25,8
2016-04-22,3.9628341247999996,16,7
2016-04-23,-2.0626493440000004,0,0
2016-04-24,-1.409851392000001,0,0
2016-04-25,9.514796748799998,3,5
2016-04-26,2.90631168,7,6
2016-04-27,7.318078976,8,8
2016-04-28,9.687640576,3,5
2016-04-29,11.867543040000001,14,1
2016-04-30,-3.0371258367999996,0,0
2016-05-01,-0.6272076800000015,0,0
2016-05-02,5.180398284799999,1,10
2016-05-03,14.5465009152,1,8
2016-05-04,17.358544691200002,4,2
2016-05-05,5.5687780352,8,11
2016-05-06,2.662960537599999,0,5
2016-05-07,-4.2843165696000005,0,2
2016-05-08,-3.2458006528000007,0,1
2016-05-09,15.880168652799998,3,20
2016-05-10,8.790578892800001,10,7
2016-05-11,7.4829534208,1,3
2016-05-12,6.4311917568000005,6,1
2016-05-13,5.6365954048,5,16
2016-05-14,-4.0225656832,2,3
2016-05-15,-1.9446342656000013,0,0
2016-05-16,13.8536784896,9,8
2016-05-17,15.234440704,5,12
2016-05-18,8.4664347648,11,11
2016-05-19,7.7834153984,21,12
2016-05-20,5.935487180799999,13,15
2016-05-21,-2.665828556800001,10,0
2016-05-22,-3.742058086400001,0,0
2016-05-23,10.6242994176,3,0
2016-05-24,6.6076568576,8,0
2016-05-25,3.3256001536000017,12,11
2016-05-26,11.872069632,7,8
2016-05-27,5.542324736000001,12,8
2016-05-28,-1.9635716095999998,0,0
2016-05-29,0.7439342591999987,0,0
2016-05-30,-0.7920602112000008,0,17
2016-05-31,6.821159424,26,10
2016-06-01,8.6836630528,18,4
2016-06-02,11.8251831296,20,7
2016-06-03,12.661217484800002,3,9
2016-06-04,-4.2997417983999995,1,0
2016-06-05,-3.5299144704000014,0,1
2016-06-06,5.819296460799999,4,4
2016-06-07,14.8144850944,6,8
2016-06-08,5.548742451200001,26,14
2016-06-09,5.0015053823999995,23,5
2016-06-10,6.2618258432000005,4,5
2016-06-11,-4.8294298624,0,0
2016-06-12,-0.605902131200001,2,0
2016-06-13,8.927033139199999,5,14
2016-06-14,8.370540544,12,16
2016-06-15,4.593888460800001,8,7
2016-06-16,9.8681028608,10,8
2016-06-17,1.0160941056000006,11,12
2016-06-18,-2.7599119360000004,7,0
2016-06-19,-1.3565650944000005,1,0
2016-06-20,5.271661055999999,7,16
2016-06-21,11.342712627200001,12,7
2016-06-22,12.657024921600001,12,3
2016-06-23,11.4461955072,3,0
2016-06-24,1.8716227584,14,10
2016-06-25,0.27659530239999874,0,0
2016-06-26,-2.633836134400001,0,0
2016-06-27,1.5793406975999984,12,5
2016-06-28,6.4796409856,8,5
2016-06-29,-3.4640452607999994,17,4
2016-06-30,8.056373350400001,19,9
2016-07-01,3.713936179200002,6,6
2016-07-02,-2.0366870527999996,9,0
2016-07-03,-1.7401592832000004,0,0
2016-07-04,0.9196994559999996,0,4
2016-07-05,-1.1609206784,2,4
2016-07-06,4.2439931904,1,9
2016-07-07,3.4539710464000004,5,2
2016-07-08,8.25000704,9,2
2016-07-09,-2.933406207999999,0,1
2016-07-10,-1.3505307648000007,0,0
2016-07-11,2.1779972095999995,1,5
2016-07-12,3.8054005760000003,6,8
2016-07-13,2.2929236991999997,6,6
2016-07-14,2.29513984,4,5
2016-07-15,2.235647488,6,4
2016-07-16,-0.7628318719999996,2,0
2016-07-17,-1.1600599040000001,0,0
2016-07-18,6.33853184,3,10
2016-07-19,1.1059440640000002,8,10
2016-07-20,6.4454873088,1,8
2016-07-21,7.52914432,1,7
2016-07-22,7.7852360704,0,7
2016-07-23,-2.7879069696,0,0
2016-07-24,-2.1126747136000015,0,0
2016-07-25,4.659469209599999,4,4
2016-07-26,7.812115456000001,0,5
2016-07-27,11.7353536512,0,4
2016-07-28,4.339970252800001,2,5
2016-07-29,5.8681453567999995,10,7
2016-07-30,-4.229101055999999,0,0
2016-07-31,-2.265483366400001,0,0
2016-08-01,1.516242329599999,3,4
2016-08-02,5.272150528,0,3
2016-08-03,0.44818677760000014,9,3
2016-08-04,8.998862336,18,2
2016-08-05,20.637403136000003,5,3
2016-08-06,-5.3919092736,1,0
2016-08-07,-3.113531904000002,0,1
2016-08-08,5.128010239999998,2,1
2016-08-09,10.241767423999999,5,1
2016-08-10,1.7799170047999997,7,0
2016-08-11,10.5915302912,1,2
2016-08-12,0.23845703679999986,2,3
2016-08-13,-1.5229466623999999,1,0
2016-08-14,-2.4622217216,1,0
2016-08-15,7.5798532095999995,0,2
2016-08-16,8.135161856,3,4
2016-08-17,8.2232307712,8,5
2016-08-18,6.6493820928,3,2
2016-08-19,5.6078647296,1,0
2016-08-20,-3.335786905600001,5,0
2016-08-21,-2.487077376000001,1,0
2016-08-22,4.3619720191999996,1,7
2016-08-23,4.574275072000001,3,3
2016-08-24,5.1327135744,9,1
2016-08-25,5.8261666816,1,1
2016-08-26,3.5248069632000005,1,0
2016-08-27,-2.1903826943999998,0,0
2016-08-28,-1.9012060160000006,0,0
2016-08-29,6.820280729599999,0,9
2016-08-30,3.5187322880000003,0,5
2016-08-31,3.4528449536,0,7
2016-09-01,7.4127347712,1,7
2016-09-02,2.5950399488,0,2
2016-09-03,-1.9237528576000003,0,0
2016-09-04,-1.7799195648000006,0,0
2016-09-05,-1.1276719104000006,0,2
2016-09-06,-0.8441948159999999,0,0
2016-09-07,3.3212546048000005,0,2
2016-09-08,6.721481625600001,0,2
2016-09-09,12.739317657600001,0,2
2016-09-10,-4.059946495999999,0,0
2016-09-11,-1.807603814400001,0,0
2016-09-12,7.8965866496,0,3
2016-09-13,4.4099968,32,2
2016-09-14,4.265822719999999,8,6
2016-09-15,8.108603392,0,9
2016-09-16,11.182720102400001,20,10
2016-09-17,-3.996594483199999,3,12
2016-09-18,-2.712851456000001,1,0
2016-09-19,5.356305919999999,10,4
2016-09-20,14.376125952,9,5
2016-09-21,7.0672180224000005,9,6
2016-09-22,12.197838643199999,1,0
2016-09-23,0.06892011519999919,5,0
2016-09-24,-2.2558572544000004,1,0
2016-09-25,-1.8777415680000007,3,0
2016-09-26,12.996122009599999,15,6
2016-09-27,7.554674176000001,14,10
2016-09-28,4.2492972032,12,9
2016-09-29,1.6403694592000004,5,7
2016-09-30,4.4378227712000005,13,3
2016-10-01,-1.6508274687999998,6,0
2016-10-02,-1.363782246400001,4,0
2016-10-03,8.2862031872,7,4
2016-10-04,7.786719129600001,2,3
2016-10-05,5.045905920000001,1,7
2016-10-06,4.2112156672,9,2
2016-10-07,2.4156422143999996,9,7
2016-10-08,-2.1411600384000002,1,0
2016-10-09,-1.9970409472000006,6,0
2016-10-10,1.7000655871999995,19,1
2016-10-11,6.419712409600001,9,9
2016-10-12,1.374454784000001,28,1
2016-10-13,11.865825177600001,15,5
2016-10-14,7.045885030400001,4,5
2016-10-15,0.9395842048,1,0
2016-10-16,-0.041178214400001245,5,0
2016-10-17,9.6727760896,2,7
2016-10-18,6.132603904,11,5
2016-10-19,6.9408841728,2,9
2016-10-20,12.5765234688,6,10
2016-10-21,6.2205487104,11,3
2016-10-22,-5.4091877376,8,0
2016-10-23,1.0940128255999988,1,0
2016-10-24,8.258985471999999,7,13
2016-10-25,6.0386434048,3,13
2016-10-26,-0.20542484479999956,2,7
2016-10-27,8.921741824,4,5
2016-10-28,6.743381401600001,1,7
2016-10-29,-1.435242700799999,7,0
2016-10-30,-2.887815884800001,0,0
2016-10-31,5.278623231999999,8,13
2016-11-01,16.320843366400002,9,3
2016-11-02,13.6644115456,7,9
2016-11-03,9.657310208,8,4
2016-11-04,-3.3372102656000004,10,5
2016-11-05,-3.9678291968000012,0,0
2016-11-06,-1.454911590400001,0,0
2016-11-07,7.089173708799999,5,10
2016-11-08,4.800155136,1,7
2016-11-09,5.546271539200001,3,1
2016-11-10,12.252001894400001,6,13
2016-11-11,-1.1498372095999985,7,6
2016-11-12,-0.27372554240000113,0,0
2016-11-13,-2.432881971200001,0,0
2016-11-14,4.470417407999999,12,6
2016-11-15,10.6517922816,5,5
2016-11-16,10.0105288704,16,4
2016-11-17,0.21360506879999974,6,3
2016-11-18,4.5829791744,18,1
2016-11-19,-1.5698566144,4,0
2016-11-20,-2.2979813376000005,14,0
2016-11-21,5.525953228799999,16,13
2016-11-22,13.515143168,2,3
2016-11-23,4.367537561600001,7,6
2016-11-24,-2.0786655231999998,0,5
2016-11-25,-2.5459808256000005,1,4
2016-11-26,-1.5196538880000001,9,0
2016-11-27,1.9214921728,4,0
2016-11-28,6.6326894592,19,4
2016-11-29,6.553527296,8,6
2016-11-30,8.9053130752,9,5
2016-12-01,0.032347545600000416,4,4
2016-12-02,2.3215924223999993,8,3
2016-12-03,-1.4889131008000005,3,0
2016-12-04,-0.6392345600000007,1,0
2016-12-05,4.6767319039999995,12,7
2016-12-06,8.8518601728,24,1
2016-12-07,-0.40336005119999907,17,2
2016-12-08,1.7181364224000002,19,0
2016-12-09,5.8926185472,11,0
2016-12-10,-1.7459874815999998,2,0
2016-12-11,-0.6299299840000006,0,0
2016-12-12,4.771857817599999,7,4
2016-12-13,1.9547800576000003,1,21
2016-12-14,0.06853570560000044,5,1
2016-12-15,4.5214007296,1,7
2016-12-16,1.9700625408000003,1,4
2016-12-17,-1.8659506175999998,0,0
2016-12-18,-0.030986035200000206,0,0
2016-12-19,1.1451954175999997,4,16
2016-12-20,0.025023897600000233,1,19
2016-12-21,0.20106280960000023,3,14
2016-12-22,-0.6715283456,0,10
2016-12-23,-0.39970785279999976,0,0
2016-12-24,-0.2854677503999996,0,0
2016-12-25,-0.16679772159999992,0,0
2016-12-26,-0.094205952,0,0
2016-12-27,-0.07860029439999987,0,20
2016-12-28,-0.05625313279999988,1,12
2016-12-29,-0.026857062399999902,1,2
2016-12-30,-0.012469350399999964,0,8
2016-12-31,0.0,0,0
2017-01-01,0.0,0,0
2017-01-02,0.0,0,0
2017-01-03,2.0,6,19
2017-01-04,2.6,4,18
2017-01-05,15.24,0,7
2017-01-06,7.464,0,14
2017-01-07,-2.6912000000000003,0,0
2017-01-08,-1.9998720000000014,0,0
2017-01-09,4.736934399999999,5,8
2017-01-10,17.87868416,9,6
2017-01-11,9.799087616000001,9,10
2017-01-12,5.5228178431999995,11,11
2017-01-13,3.9641658367999995,7,12
2017-01-14,-2.5999171584000003,0,0
2017-01-15,-2.936843366400001,1,0
2017-01-16,-1.8672456704000011,1,9
2017-01-17,4.589411328,5,1
2017-01-18,2.6617880576000017,5,3
2017-01-19,11.633672192000002,7,0
2017-01-20,5.973496832000001,9,1
2017-01-21,0.13789429759999994,0,0
2017-01-22,1.2657844223999994,0,0
2017-01-23,11.654408499199999,7,4
2017-01-24,8.79079168,4,0
2017-01-25,11.241276928,2,5
2017-01-26,7.2634392576,4,1
2017-01-27,14.40869888,4,2
2017-01-28,-1.0701741055999996,0,0
2017-01-29,-3.829522432000001,0,0
2017-01-30,2.904647270399999,4,1
2017-01-31,12.6298184704,5,0
2017-02-01,7.661666918400001,1,2
2017-02-02,17.6242556928,4,2
2017-02-03,5.517206937600001,2,1
2017-02-04,7.673339084799999,0,0
2017-02-05,-5.2645888,0,0
2017-02-06,4.433607065599999,2,1
2017-02-07,17.9886744576,0,3
2017-02-08,17.1147027456,3,15
2017-02-09,19.6234571776,0,12
2017-02-10,4.130594508800002,2,3
2017-02-11,-4.866726195200002,0,0
2017-02-12,-1.976078643200001,0,0
2017-02-13,6.160530022399999,3,3
2017-02-14,21.4403419136,0,0
2017-02-15,13.0031638528,0,5
2017-02-16,2.6830098432000007,0,5
2017-02-17,10.4590111744,4,10
2017-02-18,-0.07959633920000009,0,0
2017-02-19,-3.1303382016000008,0,0
2017-02-20,0.5371568127999984,0,12
2017-02-21,10.8015193088,5,12
2017-02-22,12.035736064000002,3,14
2017-02-23,7.882219417600002,3,10
2017-02-24,6.1316509696,5,6
2017-02-25,-4.4496425984000005,0,0
2017-02-26,-1.1889655808000006,0,0
2017-02-27,2.5697170431999994,11,2
2017-02-28,10.3645427712,4,5
2017-03-01,15.7389051904,1,2
2017-03-02,7.725982310400001,39,4
2017-03-03,3.1199716352000006,28,0
2017-03-04,9.1505122304,2,0
2017-03-05,-4.4959853568,3,0
2017-03-06,7.875427225599998,18,8
2017-03-07,8.662595379199999,9,7
2017-03-08,11.897851392,16,9
2017-03-09,5.7702069248,5,11
2017-03-10,11.331705344,2,10
2017-03-11,-6.4551591936,1,1
2017-03-12,-3.394463641600001,0,0
2017-03-13,12.7059610624,2,10
2017-03-14,9.3842968576,8,10
2017-03-15,12.7087850496,22,15
2017-03-16,3.6028971008,12,11
2017-03-17,15.7116142592,3,6
2017-03-18,-5.111663308799999,0,0
2017-03-19,-1.0407149568000023,0,0
2017-03-20,11.896448,9,6
2017-03-21,1.8825318400000004,7,11
2017-03-22,7.7551068160000005,6,5
2017-03-23,9.136306278400001,17,3
2017-03-24,4.5587478528,1,5
2017-03-25,-2.8362152959999998,0,0
2017-03-26,-1.1017959424000008,0,0
2017-03-27,9.7181637632,9,1
2017-03-28,8.0336396288,7,11
2017-03-29,5.44456192,10,6
2017-03-30,10.6445279232,1,6
2017-03-31,1.6085430272000014,1,3
2017-04-01,-4.1827910656,4,0
2017-04-02,3.645100031999999,4,0
2017-04-03,1.2026596351999994,0,6
2017-04-04,18.4967601152,1,5
2017-04-05,15.215264051200002,7,1
2017-04-06,6.035988275199999,13,7
2017-04-07,2.965387775999999,8,3
2017-04-08,5.933928959999999,2,0
2017-04-09,-3.056416972800001,0,0
2017-04-10,2.7319060479999986,1,2
2017-04-11,0.5607991295999994,0,2
2017-04-12,4.051521126400001,1,12
2017-04-13,6.675999129600001,6,6
2017-04-14,6.169374105600001,4,1
2017-04-15,0.05774151680000017,0,0
2017-04-16,-1.8442592256,0,0
2017-04-17,8.1360342016,8,0
2017-04-18,13.8146665472,12,5
2017-04-19,4.9070980096,7,5
2017-04-20,7.500109414399999,3,7
2017-04-21,11.1403190272,4,6
2017-04-22,-3.8232663039999997,0,0
2017-04-23,-1.4295710720000012,2,0
2017-04-24,7.432618086399999,8,9
2017-04-25,1.2515792896000004,3,8
2017-04-26,7.844526592,6,2
2017-04-27,18.915890483200002,13,5
2017-04-28,0.2838968320000008,8,6
2017-04-29,-4.6459066368,2,0
2017-04-30,-1.6277064704000006,3,0
2017-05-01,7.085178675199999,15,11
2017-05-02,12.8193057792,12,1
2017-05-03,17.000559616,13,6
2017-05-04,4.101472256000001,15,5
2017-05-05,13.357496729600001,5,3
2017-05-06,0.08863815680000009,0,0
2017-05-07,-4.883847372800002,0,0
2017-05-08,12.103019007999999,1,0
2017-05-09,17.8824841216,4,5
2017-05-10,11.5400838144,3,5
2017-05-11,8.370867609600001,2,1
2017-05-12,9.7748001792,5,5
2017-05-13,-4.2768564224,0,4
2017-05-14,-3.5977916416000015,0,3
