,rust-lang/rust,golang/go,nim-lang/Nim
2011-01-20,4.686775808,32,0
2011-01-21,5.330374144,9,0
2011-01-22,-0.9609887744000001,3,0
2011-01-23,-1.9818144768000006,0,0
2011-01-24,3.8066926591999994,10,0
2011-01-25,2.135102976,12,0
2011-01-26,4.112877363200001,12,0
2011-01-27,8.7477865472,13,0
2011-01-28,3.6206679040000007,7,2
2011-01-29,-3.0663205888,4,3
2011-01-30,1.3775817727999993,4,0
2011-01-31,2.3498964991999998,16,1
2011-02-01,3.1816857599999997,24,2
2011-02-02,6.91107328,18,2
2011-02-03,0.04180080640000039,23,0
2011-02-04,-0.12257597440000012,13,1
2011-02-05,-1.6413072383999998,6,0
2011-02-06,-0.9538608128000003,0,3
2011-02-07,4.360361984,6,0
2011-02-08,-0.5072596991999996,7,1
2011-02-09,9.0134851584,25,0
2011-02-10,7.396526080000001,11,0
2011-02-11,5.7947592704,16,0
2011-02-12,-3.3074634752000005,3,1
2011-02-13,-1.688618700800001,2,5
2011-02-14,3.8715775999999993,9,1
2011-02-15,9.14908672,7,0
2011-02-16,3.719886336,19,2
2011-02-17,-2.0294728704000002,14,0
2011-02-18,1.123088896,13,0
2011-02-19,2.2325370880000004,2,0
2011-02-20,-1.8184641536,1,7
2011-02-21,0.014297599999999355,5,2
2011-02-22,3.08052992,10,3
2011-02-23,10.549464576,24,0
2011-02-24,4.813766041600001,10,0
2011-02-25,8.9802314752,17,2
2011-02-26,2.1007246335999996,1,0
2011-02-27,-3.1647316992000007,0,0
2011-02-28,0.22024867839999906,7,0
2011-03-01,7.377271808,9,0
2011-03-02,24.0953967616,11,0
2011-03-03,9.027694694400001,14,1
2011-03-04,5.550372659199999,10,0
2011-03-05,-2.7034396672000005,10,0
2011-03-06,2.258159923199999,12,2
2011-03-07,14.464399257599998,31,0
2011-03-08,11.231530496,19,3
2011-03-09,16.526457651199998,12,0
2011-03-10,9.8811265024,14,1
2011-03-11,9.1547011072,14,0
2011-03-12,-3.520363110400001,6,1
2011-03-13,-2.892986060800002,2,0
2011-03-14,23.4961671168,4,1
2011-03-15,4.125740441600001,13,0
2011-03-16,8.549415628799999,20,0
2011-03-17,2.3797891072000006,16,0
2011-03-18,18.5504846848,7,1
2011-03-19,7.0897241088000005,1,0
2011-03-20,5.982607155199999,1,0
2011-03-21,25.581740134399997,8,0
2011-03-22,18.880816435200003,11,0
2011-03-23,12.952050995199999,18,2
2011-03-24,6.516080435199999,7,3
2011-03-25,20.851629055999997,19,2
2011-03-26,-5.2805564416,6,1
2011-03-27,3.6482069503999988,3,0
2011-03-28,1.187765247999999,11,1
2011-03-29,11.1862135808,31,0
2011-03-30,4.894526259200001,8,0
2011-03-31,16.7256495104,10,4
2011-04-01,17.9000740864,3,1
2011-04-02,-3.3613754367999995,6,0
2011-04-03,3.968656895999999,3,6
2011-04-04,-4.523016294400001,13,6
2011-04-05,4.465907609599999,20,0
2011-04-06,1.9571350528,11,0
2011-04-07,18.3176891392,10,0
2011-04-08,16.4038228992,24,0
2011-04-09,-4.909059891199998,1,0
2011-04-10,-3.502113382400001,2,1
2011-04-11,4.164533657599999,7,3
2011-04-12,14.644340224,9,0
2011-04-13,9.4253070336,22,0
2011-04-14,7.085460684799999,24,0
2011-04-15,-1.7666827264,28,0
2011-04-16,2.9799959551999997,1,1
2011-04-17,4.2024654848,3,1
2011-04-18,10.2901587968,11,2
2011-04-19,17.0333357056,9,0
2011-04-20,7.892916531200001,13,1
2011-04-21,2.3784214527999996,18,2
2011-04-22,11.684523008,14,2
2011-04-23,-2.438273843200001,7,7
2011-04-24,-2.229800345600001,1,2
2011-04-25,4.889765171199999,14,1
2011-04-26,7.2669733888,13,1
2011-04-27,8.5666274304,13,0
2011-04-28,19.9768845312,18,0
2011-04-29,15.426128896,7,4
2011-04-30,-6.2632677376,0,1
2011-05-01,6.375490355199998,4,3
2011-05-02,-0.07475138560000083,20,1
2011-05-03,23.020991283199997,14,0
2011-05-04,9.028685004800002,7,0
2011-05-05,35.5620944896,6,0
2011-05-06,6.3431374848000015,5,0
2011-05-07,-6.992101376000001,2,2
2011-05-08,-5.048580403200003,6,3
2011-05-09,9.949673267199998,4,3
2011-05-10,4.2261395456,4,0
2011-05-11,30.629008384000002,10,0
2011-05-12,7.520532275200001,14,0
2011-05-13,16.330519347200003,22,3
2011-05-14,17.2577384448,5,5
2011-05-15,-7.311970713600001,4,2
2011-05-16,15.022846156799996,14,0
2011-05-17,12.845750681599998,12,4
2011-05-18,21.1348716544,12,0
2011-05-19,21.063675904,5,1
2011-05-20,16.7271709696,9,1
2011-05-21,14.855695052799998,4,0
2011-05-22,19.019757056,5,5
2011-05-23,-4.757581516800002,7,0
2011-05-24,10.524572876799997,12,0
2011-05-25,7.6987344896,17,0
2011-05-26,-2.8626499583999987,12,0
2011-05-27,32.590644224,17,0
2011-05-28,-5.845265100799997,1,0
2011-05-29,-7.1026221056,5,0
2011-05-30,-3.2939644928,12,0
2011-05-31,22.8778351616,21,0
2011-06-01,22.7390476288,16,0
2011-06-02,10.3389917184,21,1
2011-06-03,6.237379891199998,16,0
2011-06-04,11.3233668096,1,2
2011-06-05,-5.2249957376000005,2,2
2011-06-06,-0.900971622400002,16,1
2011-06-07,0.9659335679999979,14,1
2011-06-08,15.2116325376,13,0
2011-06-09,22.621215129600003,13,1
2011-06-10,16.925109248000002,14,4
2011-06-11,0.4497592319999981,5,5
2011-06-12,-0.8309821440000018,1,1
2011-06-13,-1.1575156736000007,10,3
2011-06-14,29.0581163008,20,1
2011-06-15,36.7562051584,11,4
2011-06-16,34.15330304,19,4
2011-06-17,22.5498399744,15,0
2011-06-18,-2.0864756736000025,3,0
2011-06-19,12.736356249599996,7,6
2011-06-20,13.467666943999998,24,3
2011-06-21,1.2411984895999986,7,0
2011-06-22,0.49781258239999815,14,0
2011-06-23,6.913566924800001,7,0
2011-06-24,9.912790425600004,12,0
2011-06-25,-0.24211486719999797,3,0
2011-06-26,-3.0326619136,1,5
2011-06-27,33.9280216064,21,2
2011-06-28,39.7048674304,16,0
2011-06-29,23.113078784,19,1
2011-06-30,23.343314124799996,14,0
2011-07-01,17.797971456,8,0
2011-07-02,-8.757087232000003,3,0
2011-07-03,-1.3842245632000036,0,0
2011-07-04,1.281258700799997,6,0
2011-07-05,18.9860604928,8,0
2011-07-06,58.038981324800005,16,0
2011-07-07,12.978417664000006,11,1
2011-07-08,42.7035890688,12,1
2011-07-09,-4.7410445312,8,0
2011-07-10,0.05817620479999519,6,2
2011-07-11,24.730944921599995,14,1
2011-07-12,36.415550668799995,24,0
2011-07-13,14.299868774399997,29,0
2011-07-14,9.0710670336,16,0
2011-07-15,13.9355276288,10,0
2011-07-16,-3.4627417087999994,0,1
2011-07-17,-1.6660933632000017,5,0
2011-07-18,7.610892287999998,23,1
2011-07-19,14.1350709248,16,0
2011-07-20,12.756804096000003,16,1
2011-07-21,14.516791296000003,18,0
2011-07-22,19.2387638272,10,1
2011-07-23,0.05447270400000015,12,1
2011-07-24,-3.907856691200001,3,4
2011-07-25,10.616678399999998,10,6
2011-07-26,34.2273440768,10,0
2011-07-27,27.85160704,15,7
2011-07-28,36.9471721472,18,1
2011-07-29,14.657033523199999,14,5
2011-07-30,0.8294068223999993,0,6
2011-07-31,-7.513419673600003,6,3
2011-08-01,4.345837977599997,7,2
2011-08-02,40.3432356864,4,2
2011-08-03,17.384904601600002,2,1
2011-08-04,15.0372878336,14,2
2011-08-05,26.729592832,5,0
2011-08-06,-11.2241183744,2,0
2011-08-07,-8.635003084800003,1,3
2011-08-08,8.527684505599996,11,1
2011-08-09,20.2347218944,5,2
2011-08-10,21.3498273792,14,1
2011-08-11,26.498893516800003,7,2
2011-08-12,62.5785531392,12,0
2011-08-13,-18.997530521599998,3,0
2011-08-14,-7.077400064000006,2,0
2011-08-15,38.405154918399994,12,4
2011-08-16,34.520289792,17,5
2011-08-17,15.4224021504,18,0
2011-08-18,15.0824963072,15,3
2011-08-19,22.8792559616,3,4
2011-08-20,3.815147212800003,4,1
2011-08-21,-12.886329446400001,3,0
2011-08-22,15.817112780799995,17,0
2011-08-23,0.1563121664000029,16,0
2011-08-24,13.047169433600002,19,0
2011-08-25,-3.001535385599997,15,1
2011-08-26,23.9579010048,23,0
2011-08-27,42.316854681600006,1,0
2011-08-28,-11.280411955199998,1,5
2011-08-29,9.019154431999995,27,0
2011-08-30,5.693594623999999,10,0
2011-08-31,21.226013900799998,14,0
2011-09-01,40.660468224,7,0
2011-09-02,4.2163741696,8,0
2011-09-03,3.1551358975999975,3,0
2011-09-04,-9.917142016,1,2
2011-09-05,-5.893858508800001,10,0
2011-09-06,0.1817862143999993,7,0
2011-09-07,4.2391293952,17,0
2011-09-08,-0.1666932735999982,18,0
2011-09-09,5.627649126400003,6,1
2011-09-10,5.1840080896000025,0,1
2011-09-11,-2.548146687999999,0,0
2011-09-12,44.040556544,12,0
2011-09-13,6.652318720000002,7,0
2011-09-14,25.065096192,20,0
2011-09-15,16.1520308224,20,0
2011-09-16,19.079358668799998,9,0
2011-09-17,-8.841992089600001,8,0
2011-09-18,-5.037277081600003,2,0
2011-09-19,3.917581414399997,22,2
2011-09-20,31.562319257600002,14,11
2011-09-21,18.9887794176,6,0
2011-09-22,15.707533107200002,8,0
2011-09-23,30.7014832128,9,3
2011-09-24,4.6670344192,2,8
2011-09-25,-5.043788288000002,2,1
2011-09-26,15.616330444799997,17,2
2011-09-27,21.513747251199998,8,1
2011-09-28,11.2571393024,10,0
2011-09-29,-4.078812364800001,10,0
2011-09-30,25.484365824,10,0
2011-10-01,-5.278064844799998,3,0
2011-10-02,-4.1089179648,0,0
2011-10-03,-0.8323792896000013,5,0
2011-10-04,4.9841238016,8,0
2011-10-05,34.4265817088,18,0
2011-10-06,5.523879321600003,18,0
2011-10-07,5.968328396799999,10,8
2011-10-08,-7.0814706688,5,1
2011-10-09,-0.058534195200000916,0,0
2011-10-10,2.6249506815999992,5,1
2011-10-11,12.557001420799999,12,0
2011-10-12,43.6041263104,17,2
2011-10-13,-5.732575641599997,23,1
2011-10-14,-5.345226137600002,22,0
2011-10-15,-1.485468774400001,5,0
2011-10-16,-1.5158265856000002,2,0
2011-10-17,7.291564031999999,17,0
2011-10-18,13.0420056064,34,2
2011-10-19,-5.7253023744,14,0
2011-10-20,9.952339865600003,5,2
2011-10-21,41.3900760064,6,4
2011-10-22,-7.274258636799999,1,5
2011-10-23,-0.8443552768000036,2,4
2011-10-24,29.452459724799997,3,0
2011-10-25,-2.7261380608000003,5,1
2011-10-26,2.6960849919999985,39,1
2011-10-27,13.366104883199998,6,5
2011-10-28,38.826535424,17,1
2011-10-29,-3.2492111871999967,1,2
2011-10-30,-1.4835057664000022,0,4
2011-10-31,11.883449958399998,13,1
2011-11-01,5.4753408000000015,11,2
2011-11-02,42.0481844224,44,6
2011-11-03,-6.672667340799999,23,1
2011-11-04,-6.096059801600003,20,8
2011-11-05,23.5805307904,2,1
2011-11-06,-4.478040678399999,3,2
2011-11-07,11.301873151999999,17,1
2011-11-08,3.9947251712,14,2
2011-11-09,10.7906285568,34,1
2011-11-10,11.969011916800001,8,4
2011-11-11,8.275119206400001,16,0
2011-11-12,-1.0487917568000018,5,4
2011-11-13,-3.1182015488,4,0
2011-11-14,2.3334672383999995,31,2
2011-11-15,4.4887946240000005,19,4
2011-11-16,55.1676787712,16,0
2011-11-17,19.021361561600003,10,2
2011-11-18,23.164582195199998,22,3
2011-11-19,-6.7035549696000025,6,4
2011-11-20,-7.492950118400003,4,3
2011-11-21,7.527993753599997,8,1
2011-11-22,10.479734067199999,10,2
2011-11-23,3.4947593215999984,6,0
2011-11-24,-2.639000371199998,6,3
2011-11-25,4.078814310400002,6,10
2011-11-26,-0.6195300351999968,2,3
2011-11-27,-3.3478237183999995,4,3
2011-11-28,4.163693875199999,20,1
2011-11-29,34.4914753536,9,11
2011-11-30,2.0811742208000013,16,4
2011-12-01,6.828046131199999,25,0
2011-12-02,19.1136306176,22,0
2011-12-03,-2.2114896896000005,0,2
2011-12-04,-1.4307798016000017,1,3
2011-12-05,2.895000678399999,13,1
2011-12-06,7.882700287999999,15,4
2011-12-07,22.949070233600004,25,0
2011-12-08,6.465985843200002,12,1
2011-12-09,5.976712089599999,23,2
2011-12-10,-5.4310218752,4,1
2011-12-11,-0.8160005120000005,5,3
2011-12-12,0.9809924095999989,30,9
2011-12-13,18.1664415744,38,1
2011-12-14,26.9301138432,30,0
2011-12-15,2.3297006592000002,35,0
2011-12-16,34.9355583488,19,0
2011-12-17,12.795962368000001,4,0
2011-12-18,5.109959372799997,2,1
2011-12-19,36.98576783359999,23,1
2011-12-20,18.4777975808,36,0
2011-12-21,10.883741286399996,41,0
2011-12-22,8.178218905599998,28,6
2011-12-23,-0.5439593472000013,15,2
2011-12-24,-3.8674009088000005,1,2
2011-12-25,-5.6646458368,3,1
2011-12-26,-3.4667166720000004,2,0
2011-12-27,-3.356502118399998,2,7
2011-12-28,9.522546585600002,0,0
2011-12-29,1.0393607168000027,0,3
2011-12-30,6.078650368000002,0,9
2011-12-31,5.673280409600001,0,14
2012-01-01,-1.4096569344,0,0
2012-01-02,20.879906816,0,8
2012-01-03,5.1059173376,9,2
2012-01-04,8.014042009599999,7,1
2012-01-05,17.677830655999998,12,1
2012-01-06,20.4503575552,5,0
2012-01-07,19.59403776,0,3
2012-01-08,-0.6071254016000012,2,7
2012-01-09,17.476201062399998,19,1
2012-01-10,8.4722476032,26,1
2012-01-11,13.0956223488,27,1
2012-01-12,11.5979319296,26,3
2012-01-13,22.5212377088,18,7
2012-01-14,19.2359861248,9,0
2012-01-15,2.5867793407999997,8,6
2012-01-16,33.420233318399994,15,0
2012-01-17,48.862043136,24,2
2012-01-18,21.009142783999998,20,0
2012-01-19,57.8502233088,45,0
2012-01-20,50.9167444992,22,0
2012-01-21,2.9837285375999976,7,3
2012-01-22,-12.891745484800005,8,1
2012-01-23,6.054195097599994,29,1
2012-01-24,52.667987968,19,0
2012-01-25,19.1444717568,31,0
2012-01-26,12.285099212799999,29,0
2012-01-27,18.7512790016,16,1
2012-01-28,-3.1856154623999977,1,4
2012-01-29,0.7833445375999997,11,9
2012-01-30,5.241337241599997,30,1
2012-01-31,21.918994636799997,42,0
2012-02-01,10.039610880000003,24,2
2012-02-02,13.915730841600002,18,1
2012-02-03,18.0490167296,37,1
2012-02-04,31.2998346752,17,2
2012-02-05,2.1723800576000016,5,4
2012-02-06,10.117403238399996,35,1
2012-02-07,-0.5888791552000008,14,0
2012-02-08,22.802488832,48,4
2012-02-09,0.6040692736000004,30,6
2012-02-10,36.4969562112,29,1
2012-02-11,6.875628032000002,26,1
2012-02-12,16.6299981824,5,6
2012-02-13,22.0246617088,46,0
2012-02-14,11.816887091199998,47,0
2012-02-15,11.905672601599997,39,0
2012-02-16,-5.6021852160000005,36,1
2012-02-17,9.072682393599997,36,5
2012-02-18,17.5352292352,16,3
2012-02-19,-7.32459008,32,3
2012-02-20,1.9385952255999994,21,1
2012-02-21,18.4358007808,30,1
2012-02-22,9.795823206400001,33,0
2012-02-23,23.225375232,28,0
2012-02-24,10.6580982784,31,4
2012-02-25,2.624523673599999,3,2
2012-02-26,-7.585934028800001,4,0
2012-02-27,9.5376807936,24,0
2012-02-28,11.2003145728,20,3
2012-02-29,30.157510348800002,29,0
2012-03-01,2.7495916544000014,30,0
2012-03-02,16.6825259008,21,0
2012-03-03,7.283483545599999,6,0
2012-03-04,-0.4698241024000005,8,1
2012-03-05,-1.3091278848000023,43,0
2012-03-06,44.101448192,35,0
2012-03-07,6.874946150400003,62,0
2012-03-08,19.6450696192,40,0
2012-03-09,-1.7575395327999992,12,0
2012-03-10,20.880471654399997,6,3
2012-03-11,13.242853376,1,2
2012-03-12,2.4685545471999983,33,0
2012-03-13,14.576241356799997,31,1
2012-03-14,15.259496960000002,21,4
2012-03-15,49.3782139904,21,2
2012-03-16,22.403615232000003,12,3
2012-03-17,-8.603891712000003,4,3
2012-03-18,-1.3210808320000034,3,0
2012-03-19,11.5887739904,7,4
2012-03-20,11.6335007744,19,3
2012-03-21,20.335845068799998,9,2
2012-03-22,13.3740689408,9,7
2012-03-23,22.67468032,17,3
2012-03-24,-2.099262463999999,0,0
2012-03-25,4.160951807999998,2,1
2012-03-26,7.285136588799998,16,2
2012-03-27,17.2828964864,29,0
2012-03-28,10.36812544,7,3
2012-03-29,39.7510690816,0,0
2012-03-30,-2.9699665919999987,8,3
2012-03-31,-6.7557242880000015,2,4
2012-04-01,15.668897894399999,0,0
2012-04-02,6.538056089600001,12,0
2012-04-03,5.2318747648,10,1
2012-04-04,16.850489344,5,2
2012-04-05,7.950149120000001,15,3
2012-04-06,44.771416064,2,8
2012-04-07,-8.215704473599999,2,0
2012-04-08,8.534016819199996,0,0
2012-04-09,0.4385230847999999,8,1
2012-04-10,0.0886080511999987,16,4
2012-04-11,6.347780608,8,1
2012-04-12,5.9801607168,6,2
2012-04-13,8.983514726400001,3,4
2012-04-14,3.558671667200003,2,6
2012-04-15,11.4088450048,1,5
2012-04-16,2.7431493632000006,4,4
2012-04-17,4.8444669951999995,7,1
2012-04-18,7.0837556224,5,3
2012-04-19,14.771949363200001,7,0
2012-04-20,37.0430144512,8,4
2012-04-21,-3.4238286847999984,4,6
2012-04-22,-4.7410908160000025,1,0
2012-04-23,13.863654912,9,0
2012-04-24,1.7829988352000008,9,1
2012-04-25,10.242218086399998,18,3
2012-04-26,5.302628351999999,13,0
2012-04-27,14.8069706752,10,0
2012-04-28,-0.8116572159999977,0,0
2012-04-29,-5.5404921856,1,0
2012-04-30,0.9593698303999991,7,0
2012-05-01,8.061992140800001,7,2
2012-05-02,5.826163814400001,10,0
2012-05-03,28.774695014400002,7,3
2012-05-04,-0.9330248703999988,15,0
2012-05-05,-3.7620051968000006,0,4
2012-05-06,-2.685181542400001,0,2
2012-05-07,7.512130867199999,7,1
2012-05-08,1.2644792319999998,2,2
2012-05-09,-1.1710478336000003,4,5
2012-05-10,3.6322758655999996,4,4
2012-05-11,2.2627046400000017,2,0
2012-05-12,-1.5802324991999992,0,0
2012-05-13,-0.43262494720000033,1,1
2012-05-14,5.916590387199999,7,0
2012-05-15,17.8689463296,14,0
2012-05-16,24.877661696,6,1
2012-05-17,7.710037504000001,8,0
2012-05-18,12.962936627199998,5,0
2012-05-19,17.2451378176,1,0
2012-05-20,-7.123382784,3,7
2012-05-21,-0.21760010240000405,5,1
2012-05-22,37.4948422656,28,3
2012-05-23,49.5435779072,10,1
2012-05-24,5.133978112000001,22,0
2012-05-25,10.831389695999999,6,1
2012-05-26,-0.05816944640000088,1,2
2012-05-27,-5.291189248000002,1,5
2012-05-28,-1.525648384000002,7,1
2012-05-29,12.656315699199997,23,0
2012-05-30,14.622913024000002,28,5
2012-05-31,37.1981990912,8,1
2012-06-01,4.162921369600003,5,0
2012-06-02,18.0145840128,9,3
2012-06-03,7.9113841663999995,7,6
2012-06-04,5.329072947199997,22,1
2012-06-05,13.480613478399999,8,0
2012-06-06,19.454113792,13,4
2012-06-07,47.6792665088,15,1
2012-06-08,5.021968179200002,9,0
2012-06-09,14.4710957056,0,1
2012-06-10,-6.0635359232,1,0
2012-06-11,-1.792786739200002,3,1
