,rust-lang/rust,golang/go,swiftlang/swift
2019-05-18,45,0,29
2019-05-19,54,0,19
2019-05-20,100,11,57
2019-05-21,93,10,60
2019-05-22,75,12,44
2019-05-23,105,13,75
2019-05-24,59,10,36
2019-05-25,88,2,16
2019-05-26,51,0,15
2019-05-27,99,1,10
2019-05-28,115,8,36
2019-05-29,69,6,84
2019-05-30,63,13,56
2019-05-31,55,9,65
2019-06-01,64,0,36
2019-06-02,54,2,39
2019-06-03,84,6,41
2019-06-04,96,4,40
2019-06-05,64,11,61
2019-06-06,68,18,41
2019-06-07,44,12,17
2019-06-08,84,0,19
2019-06-09,71,2,12
2019-06-10,61,10,56
2019-06-11,93,6,65
2019-06-12,100,7,112
2019-06-13,44,11,66
2019-06-14,61,4,100
2019-06-15,85,3,22
2019-06-16,70,1,3
2019-06-17,30,4,48
2019-06-18,54,7,71
2019-06-19,65,11,49
2019-06-20,64,7,61
2019-06-21,75,9,37
2019-06-22,72,0,25
2019-06-23,44,2,15
2019-06-24,64,7,71
2019-06-25,52,15,50
2019-06-26,85,17,91
2019-06-27,29,8,69
2019-06-28,22,3,76
2019-06-29,52,1,30
2019-06-30,61,1,20
2019-07-01,43,2,64
2019-07-02,110,3,48
2019-07-03,91,6,41
2019-07-04,70,0,24
2019-07-05,61,5,19
2019-07-06,111,1,21
2019-07-07,86,0,13
2019-07-08,47,5,38
2019-07-09,77,2,70
2019-07-10,97,6,45
2019-07-11,56,2,41
2019-07-12,50,3,59
2019-07-13,49,0,53
2019-07-14,45,1,7
2019-07-15,81,6,17
2019-07-16,44,4,98
2019-07-17,48,4,54
2019-07-18,60,7,47
2019-07-19,57,3,53
2019-07-20,61,0,10
2019-07-21,38,0,4
2019-07-22,69,2,36
2019-07-23,62,4,53
2019-07-24,75,0,47
2019-07-25,64,0,60
2019-07-26,81,0,36
2019-07-27,69,2,15
2019-07-28,129,1,7
2019-07-29,71,3,27
2019-07-30,82,6,42
2019-07-31,61,5,46
2019-08-01,82,5,31
2019-08-02,103,8,59
2019-08-03,60,1,10
2019-08-04,69,0,2
2019-08-05,95,6,35
2019-08-06,88,5,58
2019-08-07,42,1,70
2019-08-08,84,5,42
2019-08-09,93,4,59
2019-08-10,91,1,29
2019-08-11,74,2,11
2019-08-12,101,2,66
2019-08-13,67,1,90
2019-08-14,81,2,48
2019-08-15,91,3,56
2019-08-16,70,3,39
2019-08-17,73,0,30
2019-08-18,46,1,2
2019-08-19,108,1,74
2019-08-20,72,2,84
2019-08-21,85,4,65
2019-08-22,81,3,66
2019-08-23,42,4,71
2019-08-24,80,1,31
2019-08-25,62,3,24
2019-08-26,68,13,103
2019-08-27,55,32,109
2019-08-28,59,46,100
2019-08-29,71,24,91
2019-08-30,63,13,86
2019-08-31,47,9,30
2019-09-01,34,10,21
2019-09-02,36,10,11
2019-09-03,65,16,61
2019-09-04,62,11,61
2019-09-05,123,2,51
2019-09-06,66,18,77
2019-09-07,79,7,50
2019-09-08,45,2,7
2019-09-09,82,10,24
2019-09-10,64,14,53
2019-09-11,45,22,43
2019-09-12,42,19,49
2019-09-13,47,4,77
2019-09-14,68,1,82
2019-09-15,56,2,7
2019-09-16,95,16,28
2019-09-17,87,12,60
2019-09-18,56,24,70
2019-09-19,72,12,44
2019-09-20,46,6,62
2019-09-21,49,5,56
2019-09-22,56,1,0
2019-09-23,74,12,89
2019-09-24,70,15,94
2019-09-25,119,23,68
2019-09-26,84,30,70
2019-09-27,57,11,42
2019-09-28,128,4,21
2019-09-29,63,3,10
2019-09-30,100,10,29
2019-10-01,82,14,42
2019-10-02,132,11,73
2019-10-03,82,20,58
2019-10-04,78,26,30
2019-10-05,34,7,8
2019-10-06,55,2,4
2019-10-07,84,13,9
2019-10-08,83,17,72
2019-10-09,50,24,44
2019-10-10,59,12,78
2019-10-11,101,22,65
2019-10-12,39,5,35
2019-10-13,78,2,15
2019-10-14,66,21,88
2019-10-15,113,20,68
2019-10-16,66,14,65
2019-10-17,91,29,61
2019-10-18,112,11,36
2019-10-19,60,3,23
2019-10-20,55,7,9
2019-10-21,65,33,45
2019-10-22,98,37,51
2019-10-23,88,14,26
2019-10-24,103,18,33
2019-10-25,138,26,34
2019-10-26,65,16,14
2019-10-27,63,3,8
2019-10-28,80,22,27
2019-10-29,87,24,68
2019-10-30,57,12,84
2019-10-31,64,18,60
2019-11-01,69,24,45
2019-11-02,37,21,32
2019-11-03,65,6,25
2019-11-04,83,21,53
2019-11-05,100,36,90
2019-11-06,102,19,99
2019-11-07,111,43,49
2019-11-08,76,45,57
2019-11-09,51,6,38
2019-11-10,51,8,24
2019-11-11,85,27,74
2019-11-12,93,30,76
2019-11-13,89,13,73
2019-11-14,86,6,67
2019-11-15,150,18,62
2019-11-16,59,3,58
2019-11-17,74,0,32
2019-11-18,84,14,49
2019-11-19,73,22,77
2019-11-20,59,12,54
2019-11-21,76,7,94
2019-11-22,101,15,54
2019-11-23,84,4,9
2019-11-24,95,1,10
2019-11-25,84,9,1
2019-11-26,99,4,7
2019-11-27,114,10,6
2019-11-28,74,1,2
2019-11-29,70,0,1
2019-11-30,72,0,4
2019-12-01,51,0,6
2019-12-02,153,5,55
2019-12-03,112,4,58
2019-12-04,87,8,70
2019-12-05,53,13,45
2019-12-06,117,17,47
2019-12-07,47,2,30
2019-12-08,67,0,12
2019-12-09,56,10,31
2019-12-10,44,6,30
2019-12-11,51,8,84
2019-12-12,85,4,77
2019-12-13,74,4,77
2019-12-14,29,0,26
2019-12-15,47,1,15
2019-12-16,59,4,33
2019-12-17,24,5,51
2019-12-18,70,7,47
2019-12-19,67,5,84
2019-12-20,148,10,67
2019-12-21,111,0,10
2019-12-22,92,0,5
2019-12-23,133,2,6
2019-12-24,47,5,2
2019-12-25,71,0,2
2019-12-26,84,2,2
2019-12-27,65,8,8
2019-12-28,35,0,6
2019-12-29,36,0,0
2019-12-30,119,3,2
2019-12-31,131,1,1
2020-01-01,30,0,4
2020-01-02,35,5,66
2020-01-03,65,11,40
2020-01-04,82,4,26
2020-01-05,50,0,13
2020-01-06,51,22,38
2020-01-07,126,13,35
2020-01-08,107,4,36
2020-01-09,105,16,64
2020-01-10,118,14,86
2020-01-11,130,0,31
2020-01-12,67,0,19
2020-01-13,71,6,52
2020-01-14,71,4,101
2020-01-15,111,6,46
2020-01-16,86,3,68
2020-01-17,49,2,75
2020-01-18,55,3,35
2020-01-19,52,4,35
2020-01-20,71,1,22
2020-01-21,48,3,63
2020-01-22,35,7,100
2020-01-23,52,11,88
2020-01-24,45,6,99
2020-01-25,43,7,27
2020-01-26,36,1,26
2020-01-27,54,5,70
2020-01-28,63,8,69
2020-01-29,77,9,84
2020-01-30,58,6,40
2020-01-31,44,25,54
2020-02-01,68,1,34
2020-02-02,99,1,33
2020-02-03,89,0,71
2020-02-04,62,11,75
2020-02-05,83,20,59
2020-02-06,120,4,57
2020-02-07,92,14,62
2020-02-08,78,3,48
2020-02-09,103,0,23
2020-02-10,80,3,18
2020-02-11,108,2,58
2020-02-12,145,5,70
2020-02-13,114,6,75
2020-02-14,106,1,74
2020-02-15,79,1,18
2020-02-16,86,0,50
2020-02-17,111,1,35
2020-02-18,81,6,91
2020-02-19,103,47,70
2020-02-20,49,19,74
2020-02-21,97,32,74
2020-02-22,87,10,25
2020-02-23,69,5,15
2020-02-24,95,30,72
2020-02-25,37,34,64
2020-02-26,77,27,73
2020-02-27,78,26,57
2020-02-28,95,21,60
2020-02-29,89,5,15
2020-03-01,67,11,8
2020-03-02,83,20,50
2020-03-03,92,19,78
2020-03-04,123,12,57
2020-03-05,68,12,99
2020-03-06,72,9,61
2020-03-07,89,2,16
2020-03-08,84,1,9
2020-03-09,82,9,36
2020-03-10,119,20,58
2020-03-11,97,22,71
2020-03-12,77,15,57
2020-03-13,75,20,53
2020-03-14,123,2,29
2020-03-15,60,11,9
2020-03-16,125,8,32
2020-03-17,95,9,55
2020-03-18,88,14,69
2020-03-19,116,10,76
2020-03-20,66,16,73
2020-03-21,137,5,29
2020-03-22,84,6,14
2020-03-23,145,23,49
2020-03-24,134,20,72
2020-03-25,95,22,52
2020-03-26,136,11,43
2020-03-27,93,19,74
2020-03-28,75,6,28
2020-03-29,80,4,18
2020-03-30,115,17,27
2020-03-31,142,20,47
2020-04-01,98,17,52
2020-04-02,124,14,26
2020-04-03,77,13,70
2020-04-04,64,2,22
2020-04-05,126,4,8
2020-04-06,86,12,80
2020-04-07,86,9,61
2020-04-08,91,30,101
2020-04-09,101,20,83
2020-04-10,105,18,94
2020-04-11,97,7,38
2020-04-12,59,7,13
2020-04-13,84,28,39
2020-04-14,99,23,83
2020-04-15,93,11,68
2020-04-16,91,17,72
2020-04-17,94,13,74
2020-04-18,111,5,28
2020-04-19,73,6,18
2020-04-20,101,33,83
2020-04-21,44,31,59
2020-04-22,112,26,59
2020-04-23,129,26,72
2020-04-24,75,43,96
2020-04-25,100,11,36
2020-04-26,87,2,19
2020-04-27,162,48,30
2020-04-28,76,30,46
2020-04-29,81,35,79
2020-04-30,75,35,89
2020-05-01,122,30,55
2020-05-02,109,3,54
2020-05-03,89,1,18
2020-05-04,99,15,64
2020-05-05,100,15,69
2020-05-06,95,13,101
2020-05-07,82,26,80
2020-05-08,91,28,43
2020-05-09,79,3,25
2020-05-10,102,2,15
2020-05-11,66,7,48
2020-05-12,49,6,70
2020-05-13,47,9,74
2020-05-14,82,14,60
2020-05-15,24,1,57
2020-05-16,80,0,15
2020-05-17,80,0,8
2020-05-18,70,10,54
2020-05-19,77,10,65
2020-05-20,103,7,52
2020-05-21,82,12,50
2020-05-22,122,1,72
2020-05-23,54,1,30
2020-05-24,96,3,14
2020-05-25,111,1,13
2020-05-26,77,16,41
2020-05-27,72,5,23
2020-05-28,69,6,79
2020-05-29,117,9,99
2020-05-30,96,1,37
2020-05-31,118,5,39
2020-06-01,51,7,31
2020-06-02,58,8,47
2020-06-03,66,18,42
2020-06-04,61,15,40
2020-06-05,75,13,41
2020-06-06,32,0,20
2020-06-07,53,2,7
2020-06-08,86,13,49
2020-06-09,72,9,66
2020-06-10,68,7,65
2020-06-11,97,7,75
2020-06-12,58,4,77
2020-06-13,69,1,14
2020-06-14,39,2,4
2020-06-15,117,7,43
2020-06-16,75,5,63
2020-06-17,38,12,70
2020-06-18,91,8,42
2020-06-19,104,6,40
2020-06-20,131,1,11
2020-06-21,46,0,1
2020-06-22,75,1,50
2020-06-23,124,5,39
2020-06-24,122,9,36
2020-06-25,85,9,52
2020-06-26,104,8,47
2020-06-27,89,1,14
2020-06-28,85,1,8
2020-06-29,29,7,52
2020-06-30,99,7,62
2020-07-01,96,4,73
2020-07-02,121,1,67
2020-07-03,101,1,56
2020-07-04,55,0,5
2020-07-05,51,3,8
2020-07-06,36,6,17
2020-07-07,59,11,26
2020-07-08,40,9,33
2020-07-09,86,4,52
2020-07-10,53,4,48
2020-07-11,75,0,15
2020-07-12,39,0,6
2020-07-13,36,2,32
2020-07-14,112,3,35
2020-07-15,131,1,46
2020-07-16,165,7,59
2020-07-17,123,3,57
2020-07-18,61,0,12
2020-07-19,66,0,19
2020-07-20,79,3,54
2020-07-21,44,5,66
2020-07-22,91,1,80
2020-07-23,74,6,56
2020-07-24,81,3,69
2020-07-25,39,2,18
2020-07-26,43,0,6
2020-07-27,108,2,45
2020-07-28,78,2,78
2020-07-29,92,0,42
2020-07-30,124,11,54
2020-07-31,95,7,63
2020-08-01,47,2,30
2020-08-02,79,1,11
2020-08-03,69,8,47
2020-08-04,63,1,48
2020-08-05,77,1,54
2020-08-06,77,2,58
2020-08-07,97,2,94
2020-08-08,97,0,38
2020-08-09,99,0,12
2020-08-10,135,10,54
2020-08-11,115,6,63
2020-08-12,110,13,38
2020-08-13,113,7,42
2020-08-14,110,11,59
2020-08-15,55,11,31
2020-08-16,94,6,5
2020-08-17,68,41,38
2020-08-18,89,27,96
2020-08-19,96,13,51
2020-08-20,67,7,36
2020-08-21,61,7,31
2020-08-22,95,3,17
2020-08-23,58,3,14
2020-08-24,86,22,42
2020-08-25,79,17,58
2020-08-26,74,14,39
2020-08-27,54,19,80
2020-08-28,67,13,48
2020-08-29,62,2,45
2020-08-30,91,1,19
2020-08-31,83,3,35
2020-09-01,88,13,54
2020-09-02,74,6,31
2020-09-03,148,10,52
2020-09-04,62,0,54
2020-09-05,95,4,37
2020-09-06,61,3,12
2020-09-07,45,4,22
2020-09-08,64,5,32
2020-09-09,114,19,50
2020-09-10,99,6,49
2020-09-11,62,13,73
2020-09-12,72,4,28
2020-09-13,66,5,4
2020-09-14,73,11,14
2020-09-15,99,12,23
2020-09-16,121,18,57
2020-09-17,83,15,33
2020-09-18,108,21,27
2020-09-19,82,4,11
2020-09-20,124,1,9
2020-09-21,129,8,44
2020-09-22,82,17,47
2020-09-23,107,14,61
2020-09-24,97,12,46
2020-09-25,120,6,57
2020-09-26,92,6,15
2020-09-27,102,2,4
2020-09-28,64,11,21
2020-09-29,64,17,31
2020-09-30,86,13,54
2020-10-01,109,19,24
2020-10-02,131,8,48
2020-10-03,78,3,34
2020-10-04,113,0,9
2020-10-05,90,14,22
2020-10-06,137,19,55
2020-10-07,72,11,70
2020-10-08,108,7,45
2020-10-09,118,10,72
2020-10-10,112,2,39
2020-10-11,80,1,25
2020-10-12,116,26,36
2020-10-13,96,24,48
2020-10-14,87,15,42
2020-10-15,69,15,54
2020-10-16,109,22,46
2020-10-17,78,9,13
2020-10-18,69,3,5
2020-10-19,69,21,34
2020-10-20,79,39,33
2020-10-21,83,23,45
2020-10-22,82,21,54
2020-10-23,86,33,30
2020-10-24,90,11,20
2020-10-25,92,3,5
2020-10-26,154,42,28
2020-10-27,104,41,45
2020-10-28,90,29,55
2020-10-29,74,34,49
2020-10-30,71,30,44
2020-10-31,54,7,6
2020-11-01,41,4,20
2020-11-02,79,15,26
2020-11-03,88,9,37
2020-11-04,79,11,56
2020-11-05,82,22,66
2020-11-06,97,7,43
2020-11-07,54,9,10
2020-11-08,66,1,15
2020-11-09,70,23,49
2020-11-10,51,12,73
2020-11-11,74,9,59
2020-11-12,119,11,41
2020-11-13,66,5,60
2020-11-14,49,2,36
2020-11-15,68,0,11
2020-11-16,72,9,49
2020-11-17,134,7,52
2020-11-18,51,15,53
2020-11-19,77,13,42
2020-11-20,39,17,58
2020-11-21,46,4,7
2020-11-22,70,0,1
2020-11-23,72,2,3
2020-11-24,73,34,6
2020-11-25,58,35,3
2020-11-26,60,2,3
2020-11-27,96,3,2
2020-11-28,73,3,5
2020-11-29,95,0,0
2020-11-30,42,36,56
2020-12-01,67,37,57
2020-12-02,41,23,46
2020-12-03,66,30,52
2020-12-04,69,45,55
2020-12-05,29,2,42
2020-12-06,46,4,9
2020-12-07,81,29,23
2020-12-08,71,13,38
2020-12-09,67,19,47
2020-12-10,82,16,46
2020-12-11,77,6,44
2020-12-12,55,1,39
2020-12-13,71,0,10
2020-12-14,43,34,35
2020-12-15,42,23,48
2020-12-16,46,13,59
2020-12-17,88,29,49
2020-12-18,70,12,40
2020-12-19,54,1,24
2020-12-20,75,1,15
2020-12-21,63,19,35
2020-12-22,95,25,30
2020-12-23,79,53,42
2020-12-24,25,2,4
2020-12-25,41,7,2
2020-12-26,40,1,1
2020-12-27,34,1,0
2020-12-28,60,24,0
2020-12-29,60,25,5
2020-12-30,80,11,1
2020-12-31,68,5,0
2021-01-01,65,15,1
2021-01-02,81,2,13
2021-01-03,52,9,1
2021-01-04,94,6,25
2021-01-05,61,16,43
2021-01-06,56,8,65
2021-01-07,69,10,72
2021-01-08,66,27,47
2021-01-09,58,0,53
2021-01-10,76,4,1
2021-01-11,75,12,47
2021-01-12,59,17,45
2021-01-13,85,7,99
2021-01-14,53,18,79
2021-01-15,90,17,67
2021-01-16,102,4,35
2021-01-17,90,10,12
2021-01-18,87,6,37
2021-01-19,50,18,46
2021-01-20,38,15,87
2021-01-21,73,23,53
2021-01-22,110,18,49
2021-01-23,124,14,14
2021-01-24,57,1,18
2021-01-25,60,25,31
2021-01-26,61,13,51
2021-01-27,62,13,94
2021-01-28,74,8,72
2021-01-29,73,3,59
2021-01-30,87,2,23
2021-01-31,98,0,22
2021-02-01,71,6,43
2021-02-02,92,6,67
2021-02-03,104,10,70
2021-02-04,71,10,63
2021-02-05,93,11,75
2021-02-06,75,0,29
2021-02-07,66,2,21
2021-02-08,68,12,37
2021-02-09,106,12,105
2021-02-10,76,13,81
2021-02-11,41,6,77
2021-02-12,81,18,70
2021-02-13,106,4,44
2021-02-14,72,0,4
2021-02-15,114,2,33
2021-02-16,77,20,54
2021-02-17,74,5,75
2021-02-18,69,24,46
2021-02-19,68,65,31
2021-02-20,81,8,22
2021-02-21,80,2,10
2021-02-22,71,8,72
2021-02-23,105,48,89
2021-02-24,52,30,92
2021-02-25,76,22,60
2021-02-26,59,12,85
2021-02-27,95,4,30
2021-02-28,84,0,9
2021-03-01,106,9,39
2021-03-02,117,13,75
2021-03-03,101,13,80
2021-03-04,102,36,71
2021-03-05,192,31,87
2021-03-06,113,0,53
2021-03-07,54,2,21
2021-03-08,128,8,34
2021-03-09,187,22,56
2021-03-10,82,25,36
2021-03-11,113,20,44
2021-03-12,63,14,46
2021-03-13,80,16,36
2021-03-14,76,5,12
2021-03-15,137,22,50
2021-03-16,97,21,37
2021-03-17,124,16,100
2021-03-18,67,27,55
2021-03-19,55,15,78
2021-03-20,62,1,17
2021-03-21,75,0,10
2021-03-22,75,11,33
2021-03-23,75,19,30
2021-03-24,70,16,60
2021-03-25,55,29,49
2021-03-26,65,3,51
2021-03-27,90,2,11
2021-03-28,43,1,8
2021-03-29,70,19,35
2021-03-30,81,23,54
2021-03-31,93,16,85
2021-04-01,44,8,43
2021-04-02,92,17,63
2021-04-03,86,9,20
2021-04-04,97,3,16
2021-04-05,129,32,37
2021-04-06,91,22,70
2021-04-07,83,17,46
2021-04-08,97,31,72
2021-04-09,65,30,79
2021-04-10,58,8,12
2021-04-11,52,3,11
2021-04-12,64,31,44
2021-04-13,59,25,63
2021-04-14,68,36,63
2021-04-15,52,20,49
2021-04-16,80,39,43
2021-04-17,40,1,12
2021-04-18,62,1,7
2021-04-19,69,15,19
2021-04-20,58,22,54
2021-04-21,62,28,45
2021-04-22,90,24,39
2021-04-23,68,34,47
2021-04-24,56,1,10
2021-04-25,65,0,5
2021-04-26,49,12,36
2021-04-27,55,37,48
2021-04-28,46,32,48
2021-04-29,81,30,55
2021-04-30,66,37,89
2021-05-01,53,5,27
2021-05-02,62,7,7
2021-05-03,76,21,33
2021-05-04,69,30,61
2021-05-05,77,18,45
2021-05-06,98,14,42
2021-05-07,91,14,74
2021-05-08,54,6,16
2021-05-09,44,9,1
2021-05-10,64,11,24
2021-05-11,97,6,47
2021-05-12,88,10,33
2021-05-13,79,12,34
2021-05-14,43,10,27
2021-05-15,86,1,9
2021-05-16,51,0,3
2021-05-17,70,7,43
2021-05-18,80,13,40
2021-05-19,86,20,48
2021-05-20,55,15,53
2021-05-21,78,28,65
2021-05-22,54,1,30
2021-05-23,87,0,16
2021-05-24,94,21,32
2021-05-25,67,5,46
2021-05-26,88,23,47
2021-05-27,98,25,27
2021-05-28,43,7,26
2021-05-29,50,2,17
2021-05-30,62,2,4
2021-05-31,103,1,17
2021-06-01,59,14,33
2021-06-02,72,33,76
2021-06-03,73,20,37
2021-06-04,119,29,49
2021-06-05,59,9,20
2021-06-06,59,1,11
2021-06-07,75,20,27
2021-06-08,70,26,43
2021-06-09,82,13,61
2021-06-10,54,3,26
2021-06-11,52,15,33
2021-06-12,34,7,17
2021-06-13,68,4,9
2021-06-14,81,10,17
2021-06-15,78,12,42
2021-06-16,69,13,44
2021-06-17,97,40,40
2021-06-18,78,11,11
2021-06-19,52,1,3
2021-06-20,57,2,2
2021-06-21,103,17,24
2021-06-22,65,12,43
2021-06-23,47,16,64
2021-06-24,54,15,105
2021-06-25,73,17,51
2021-06-26,46,6,5
2021-06-27,38,4,6
2021-06-28,59,12,24
2021-06-29,58,8,38
2021-06-30,67,13,63
2021-07-01,78,20,77
2021-07-02,77,10,71
2021-07-03,47,5,16
2021-07-04,60,2,3
2021-07-05,66,0,14
2021-07-06,76,1,48
2021-07-07,64,21,47
2021-07-08,79,7,57
2021-07-09,71,4,60
2021-07-10,91,3,12
2021-07-11,58,1,2
2021-07-12,41,3,27
2021-07-13,47,5,42
2021-07-14,73,15,73
2021-07-15,63,5,48
2021-07-16,58,20,48
2021-07-17,52,3,31
2021-07-18,75,2,26
2021-07-19,71,29,45
2021-07-20,57,6,63
2021-07-21,59,12,60
2021-07-22,50,18,70
2021-07-23,76,6,92
2021-07-24,55,5,18
2021-07-25,61,1,5
2021-07-26,74,13,31
2021-07-27,89,11,55
2021-07-28,98,11,86
2021-07-29,65,13,49
2021-07-30,73,16,46
2021-07-31,45,3,12
2021-08-01,27,0,6
2021-08-02,83,6,25
2021-08-03,89,8,17
2021-08-04,70,16,45
2021-08-05,59,8,43
2021-08-06,60,18,59
2021-08-07,56,2,20
2021-08-08,39,1,6
2021-08-09,54,6,34
2021-08-10,84,10,34
2021-08-11,36,7,38
2021-08-12,87,13,78
2021-08-13,63,12,49
2021-08-14,47,8,15
2021-08-15,48,4,3
2021-08-16,104,55,50
2021-08-17,42,16,58
2021-08-18,70,13,65
2021-08-19,83,8,69
2021-08-20,42,15,72
2021-08-21,53,6,5
2021-08-22,94,9,8
2021-08-23,82,20,52
2021-08-24,60,14,56
