,lvgl/lvgl,Immediate-Mode-UI/Nuklear,ocornut/imgui
2018-05-09,0,0,3.6713561072484375
2018-05-10,0,0,-0.24762181000000005
2018-05-11,0,1,2.1286126365312508
2018-05-12,0,0,4.078048749418751
2018-05-13,0,0,4.976034624820313
2018-05-14,0,3,5.80943840875
2018-05-15,0,0,-1.409091307140625
2018-05-16,5,0,0.16070720533281313
2018-05-17,2,0,3.347126835956251
2018-05-18,0,0,0.16300827305468835
2018-05-19,0,0,-0.5928615978328119
2018-05-20,6,0,-0.4113968876859369
2018-05-21,0,0,3.6956732354765633
2018-05-22,2,1,-0.6156628188249997
2018-05-23,0,0,1.6813495359984376
2018-05-24,0,0,1.6188948894843749
2018-05-25,1,0,1.5695841991515627
2018-05-26,6,0,-0.45463072315937497
2018-05-27,0,0,0.7506280974640627
2018-05-28,0,0,5.7250667150000005
2018-05-29,0,0,0.21684422293749983
2018-05-30,1,0,1.48715967235625
2018-05-31,1,0,-0.50431054353125
2018-06-01,4,0,-0.3167134736031244
2018-06-02,0,0,-0.22345934360312453
2018-06-03,0,0,-0.1643052263218745
2018-06-04,0,0,2.8784739969843756
2018-06-05,0,0,5.5967735481203125
2018-06-06,0,0,4.1828511792687495
2018-06-07,22,0,2.116964521432812
