,ant-design/ant-design,twbs/bootstrap,mui/material-ui
2017-04-22,17,8,4.479642316800001
2017-04-23,1,0,3.6660776960000003
2017-04-24,5,0,8.3779603456
2017-04-25,5,1,-0.8163842047999998
2017-04-26,8,1,-1.6830982144000006
2017-04-27,10,3,0.01060587519999956
2017-04-28,12,1,-0.8867627008000003
2017-04-29,0,3,1.4106623999999996
2017-04-30,7,0,3.1400678400000004
2017-05-01,10,1,1.6619898880000004
2017-05-02,10,2,11.718386688
2017-05-03,14,0,5.726902272
2017-05-04,6,1,10.7886625792
2017-05-05,9,3,0.5978106879999991
2017-05-06,2,0,-0.19344599040000166
