,gcc-mirror/gcc,llvm/llvm-project,golang/go
2020-09-08,15.508110977196877,102,5
2020-09-09,27.131795680404686,105,19
2020-09-10,30.72537617297656,102,6
2020-09-11,35.52866414922656,111,13
2020-09-12,0.2447997095234351,47,4
2020-09-13,-3.1070493534468735,22,5
2020-09-14,13.458719090401567,116,11
2020-09-15,10.671071087262506,153,12
2020-09-16,30.651486763162502,158,18
2020-09-17,18.761867508332813,139,15
2020-09-18,13.937948960323439,102,21
2020-09-19,8.474276317050002,43,4
2020-09-20,1.3473213343656276,29,1
2020-09-21,26.647000779931254,121,8
2020-09-22,26.708296342412503,133,17
2020-09-23,29.663755130404688,137,14
2020-09-24,29.75393410016406,145,12
2020-09-25,14.112114735851563,97,6
2020-09-26,8.328676103789064,34,6
2020-09-27,0.43255801456250254,25,2
2020-09-28,19.824295398903132,100,11
2020-09-29,20.68533201431563,130,17
2020-09-30,26.03997487992188,121,13
2020-10-01,28.2670201640375,112,19
2020-10-02,23.628521722128127,106,8
2020-10-03,-1.2776649489234373,46,3
2020-10-04,-2.7834854285249966,40,0
2020-10-05,14.615722798867193,96,14
2020-10-06,19.74472311990938,102,19
2020-10-07,17.843388433231254,91,11
2020-10-08,22.648116561315625,94,7
2020-10-09,15.050310604553125,117,10
2020-10-10,13.515034755257814,36,2
2020-10-11,20.91808257579219,30,1
2020-10-12,29.412160176253128,110,26
2020-10-13,10.145316163146877,122,24
2020-10-14,38.248450528228126,121,15
2020-10-15,54.98538733227812,116,15
2020-10-16,45.14914476848594,107,22
2020-10-17,-6.593443748084377,28,9
2020-10-18,-3.1059151405515575,32,3
2020-10-19,45.747737582160944,157,21
2020-10-20,53.08406224226876,133,39
2020-10-21,43.611198917476564,122,23
2020-10-22,65.09350442045157,124,21
2020-10-23,42.28033521593437,135,33
2020-10-24,-7.0085990198890595,51,11
2020-10-25,-5.828990729590618,25,3
2020-10-26,53.82097545150782,129,42
2020-10-27,50.313448521059385,146,41
2020-10-28,32.40600260744844,151,29
2020-10-29,35.2187598531625,120,34
2020-10-30,17.325227984570315,150,30
2020-10-31,-3.8341648984078063,52,7
2020-11-01,1.473851125592195,15,4
2020-11-02,31.85110730570157,127,15
2020-11-03,59.543998877704695,166,9
2020-11-04,16.610210085140626,132,11
2020-11-05,21.022493323354688,119,22
2020-11-06,42.708705157898436,94,7
2020-11-07,-0.07279267414218538,46,9
2020-11-08,-1.6850928841359325,30,1
2020-11-09,30.10609478190938,129,23
2020-11-10,24.919677599384382,138,12
2020-11-11,28.396602364123442,151,9
2020-11-12,21.863310590654688,109,11
2020-11-13,56.444612854775,133,5
2020-11-14,-1.9179828148749998,37,2
2020-11-15,6.065250471760942,20,0
2020-11-16,16.329628140812503,101,9
2020-11-17,41.946881551773444,134,7
2020-11-18,29.22768620474219,133,15
2020-11-19,25.2109345127875,106,13
2020-11-20,22.4400444957375,99,17
2020-11-21,8.805344462171877,43,4
2020-11-22,0.31979729430937986,33,0
2020-11-23,19.26072284047344,90,2
2020-11-24,55.25965113568907,110,34
2020-11-25,57.256495586959375,98,35
2020-11-26,48.90042887368125,86,2
2020-11-27,41.32564491485312,63,3
2020-11-28,-6.56462011345625,20,3
2020-11-29,4.0474208263703195,21,0
2020-11-30,60.3718750932797,105,36
2020-12-01,27.643101461123443,140,37
2020-12-02,43.41732053393438,126,23
2020-12-03,36.04997837701094,116,30
2020-12-04,7.2562896136390655,119,45
2020-12-05,38.26181501496407,50,2
2020-12-06,-3.1932553575343707,40,4
2020-12-07,18.35958649234688,103,29
2020-12-08,30.79404246877188,147,13
2020-12-09,12.431420724982818,123,19
2020-12-10,24.948555440754692,137,16
2020-12-11,23.400408372059378,85,6
2020-12-12,-1.5250744302718715,44,1
2020-12-13,15.030655903832816,33,0
2020-12-14,45.607625108451565,122,34
2020-12-15,64.67676398685782,154,23
2020-12-16,52.983686520757814,109,13
2020-12-17,59.96843786280625,129,29
2020-12-18,10.41293892149531,115,12
2020-12-19,-6.8630001621343695,38,1
2020-12-20,-1.3359961192078034,24,1
2020-12-21,12.183183953221889,74,19
2020-12-22,10.801583096734387,86,25
2020-12-23,11.02468575177657,84,53
2020-12-24,-1.540388719889057,28,2
2020-12-25,1.3074717787734418,20,7
2020-12-26,2.2184650794859415,13,1
2020-12-27,3.9840297820390655,21,1
2020-12-28,4.161419216762502,50,24
2020-12-29,8.184750701753126,60,25
2020-12-30,3.8200221968375008,73,11
2020-12-31,9.158814588123438,52,5
2021-01-01,23.821992211076562,41,15
2021-01-02,6.214796968528124,35,2
2021-01-03,0.9959874197421872,20,9
2021-01-04,25.787425556726564,67,6
2021-01-05,37.72277871919063,104,16
2021-01-06,11.442918939628123,121,8
2021-01-07,17.662541112796873,136,10
2021-01-08,20.4742822141125,113,27
2021-01-09,6.02815747119844,46,0
2021-01-10,-2.8012929310906216,27,4
2021-01-11,24.767971202578128,122,12
2021-01-12,15.855730107918752,114,17
2021-01-13,29.776564662337503,102,7
2021-01-14,38.39992522045937,106,18
2021-01-15,33.898085702493745,101,17
2021-01-16,0.29092037326718767,47,4
2021-01-17,0.14194708537812772,29,10
2021-01-18,17.597152636037507,78,6
2021-01-19,19.70207272174063,133,18
2021-01-20,14.05946162441563,118,15
2021-01-21,13.41568653494844,92,23
2021-01-22,24.627297220539063,162,18
2021-01-23,-0.25476385202343543,74,14
2021-01-24,-3.1026618261499967,34,1
2021-01-25,16.353966319082815,132,25
2021-01-26,15.156428092190628,132,13
2021-01-27,19.713087756318753,114,13
2021-01-28,16.079158822539064,133,8
2021-01-29,20.108237789484377,88,3
2021-01-30,3.6458424713484376,31,2
2021-01-31,-0.9961656379218726,24,0
2021-02-01,20.240965605518753,103,6
2021-02-02,17.73662042141719,174,6
2021-02-03,41.20659163202031,100,10
2021-02-04,12.596226105692185,115,10
2021-02-05,8.981104697059376,118,11
2021-02-06,-4.091173282395312,37,0
2021-02-07,-2.2821370067890574,21,2
2021-02-08,6.623865599379693,101,12
2021-02-09,16.299445850532816,114,12
2021-02-10,18.22685947782969,121,13
2021-02-11,15.607499482990626,136,6
2021-02-12,26.509139816784376,139,18
2021-02-13,0.4996042952968738,54,4
2021-02-14,-0.5908961598046858,35,0
2021-02-15,7.4107928306984405,71,2
2021-02-16,8.13626932657344,100,20
2021-02-17,7.97621656237969,116,5
2021-02-18,9.961334602973439,144,24
2021-02-19,18.837507075146878,125,65
2021-02-20,0.9424020307968757,66,8
2021-02-21,0.2522527295421888,31,2
2021-02-22,16.0672860957375,101,8
2021-02-23,14.870714765985939,123,48
2021-02-24,24.36424221021875,130,30
2021-02-25,23.103007602682812,109,22
2021-02-26,11.480077922901561,97,12
2021-02-27,1.1653310119390632,58,4
2021-02-28,3.4655348653812528,25,0
2021-03-01,3.008379040773441,119,9
2021-03-02,20.34581942561094,123,13
