,NativeScript/NativeScript,ionic-team/ionic-framework,flutter/flutter
2017-06-01,7,1,4.275939404804688
2017-06-02,1,5,12.405250107029689
2017-06-03,0,0,1.7146730540765618
2017-06-04,0,0,-1.636329192457812
2017-06-05,5,12,11.020469583606252
2017-06-06,2,1,6.098375417421876
2017-06-07,2,6,8.100675573789063
2017-06-08,3,8,7.870221812271875
2017-06-09,6,14,4.724691799046876
2017-06-10,0,0,-1.0224252824343742
2017-06-11,0,0,-1.3493603375656233
2017-06-12,2,4,5.115691634856252
2017-06-13,2,9,10.730505548812502
2017-06-14,3,2,8.97663042794375
2017-06-15,5,2,7.80693824955625
