,dropwizard/dropwizard,spring-projects/spring-boot,apache/tomee
2018-05-08,2,36,0.8592639999999999
2018-05-09,1,21,-0.3051008
2018-05-10,0,7,-0.16332032000000013
2018-05-11,0,46,-0.11666995200000002
2018-05-12,0,3,-0.09177149439999988
2018-05-13,0,0,-0.06486241279999988
2018-05-14,0,45,0.9671018496
2018-05-15,0,20,0.78307328
2018-05-16,0,14,2.705612288
2018-05-17,0,18,-0.7404693504
2018-05-18,0,10,-0.3216000000000003
2018-05-19,0,0,-0.20313600000000012
2018-05-20,0,0,-0.14676480000000006
2018-05-21,0,1,-0.11396352000000005
2018-05-22,0,16,-0.09260083199999998
2018-05-23,1,0,-0.07763722239999993
2018-05-24,3,4,-0.05563248639999978
2018-05-25,1,5,-0.03740805119999989
2018-05-26,0,19,0.0
2018-05-27,1,3,0.0
2018-05-28,1,15,0.0
2018-05-29,0,25,0.0
2018-05-30,0,24,0.0
2018-05-31,1,29,0.0
2018-06-01,0,17,0.0
2018-06-02,0,0,0.0
2018-06-03,0,3,0.0
2018-06-04,0,49,0.0
2018-06-05,0,28,0.0
2018-06-06,0,42,0.0
2018-06-07,0,14,0.0
2018-06-08,0,8,0.0
2018-06-09,1,0,4.0
2018-06-10,2,0,0.20000000000000018
2018-06-11,0,0,0.47999999999999976
2018-06-12,0,5,-0.4720000000000002
2018-06-13,1,28,-0.2624000000000002
2018-06-14,6,20,-0.1837440000000001
2018-06-15,0,7,0.8591487999999999
2018-06-16,0,0,-0.31367168
2018-06-17,1,1,0.8250936320000002
2018-06-18,2,12,8.6708081664
2018-06-19,1,25,2.0595429376000003
2018-06-20,1,18,-1.6060053504000005
2018-06-21,4,31,0.19397119999999934
2018-06-22,2,1,-0.7368627200000002
2018-06-23,4,0,-0.4790405120000002
2018-06-24,2,0,-0.3633992704000002
2018-06-25,3,15,-0.28204339200000006
2018-06-26,1,2,-0.23520163839999947
2018-06-27,5,5,0.8097961984000006
2018-06-28,1,9,-0.26680412159999983
2018-06-29,0,0,-0.09438771200000001
2018-06-30,0,0,-0.060469350399999997
2018-07-01,0,0,-0.03360000000000001
2018-07-02,3,8,1.974464
2018-07-03,3,74,7.5795712
2018-07-04,0,9,-0.7769267199999998
2018-07-05,0,1,-0.9503877120000005
2018-07-06,0,4,-0.5436693504000003
2018-07-07,0,0,-0.36787200000000014
2018-07-08,0,0,-0.27874560000000015
2018-07-09,0,27,16.77718016
2018-07-10,0,25,10.415382016
2018-07-11,0,23,-4.3169671168
2018-07-12,1,9,-2.050142515200001
2018-07-13,0,18,-1.2556693504000007
2018-07-14,0,1,-0.9045120000000004
2018-07-15,0,0,-0.7047936000000004
2018-07-16,0,24,2.4262425599999995
2018-07-17,0,34,1.9184348160000009
2018-07-18,0,16,-1.2534069247999986
2018-07-19,0,21,-0.5585709055999998
2018-07-20,0,31,-0.24480000000000013
2018-07-21,0,0,-0.17740800000000007
2018-07-22,0,0,-0.13789440000000008
2018-07-23,0,2,-0.11206656000000007
2018-07-24,0,35,-0.09394329599999984
2018-07-25,0,27,-0.0805711871999997
2018-07-26,0,45,-0.03740805119999989
2018-07-27,2,14,7.0
2018-07-28,0,11,-1.3999999999999997
2018-07-29,0,7,0.4399999999999995
2018-07-30,5,10,1.4639999999999997
2018-07-31,1,20,0.28479999999999994
2018-08-01,0,13,-0.5867520000000003
2018-08-02,1,16,-0.35260160000000024
2018-08-03,1,14,3.74077696
2018-08-04,0,2,-1.0058147839999996
2018-08-05,0,1,-0.49060577280000006
2018-08-06,0,8,-0.2606699520000001
2018-08-07,0,7,-0.1925714943999999
2018-08-08,0,21,1.8585295872
2018-08-09,0,11,0.5058154496
2018-08-10,0,9,3.57229312
2018-08-11,0,0,-1.0335508479999997
2018-08-12,0,0,-0.48507740160000024
2018-08-13,0,23,6.7233279999999995
2018-08-14,0,13,-1.6007935999999998
2018-08-15,1,16,8.28357376
2018-08-16,0,46,3.7365826560000004
2018-08-17,1,48,-1.2622332928000004
2018-08-18,0,3,-1.3607721984000005
2018-08-19,0,6,-0.8632790016000003
2018-08-20,0,16,1.4020889599999997
2018-08-21,0,14,-0.8713891839999997
2018-08-22,1,14,1.4522652672
2018-08-23,2,16,2.2525214720000006
2018-08-24,1,20,1.9573228544000005
2018-08-25,0,0,-1.0762758144
2018-08-26,1,2,-0.5045269504000003
2018-08-27,3,16,1.6702745599999997
2018-08-28,4,19,-0.6470410239999999
2018-08-29,2,3,-0.3566865408000002
2018-08-30,0,15,0.763158016
2018-08-31,0,9,1.6139180032000002
2018-09-01,0,0,-0.6116431871999997
2018-09-02,0,4,-0.2862656512000001
2018-09-03,0,19,2.83654656
2018-09-04,0,24,3.278488576
2018-09-05,0,36,1.8635604992
2018-09-06,4,22,-0.12178432000000017
2018-09-07,1,37,-0.7810411520000002
2018-09-08,0,1,-0.47625277440000013
2018-09-09,0,7,-0.33716910080000007
2018-09-10,0,63,-0.24270336000000012
2018-09-11,1,36,-0.19769241599999987
2018-09-12,0,34,3.8338321408000002
2018-09-13,0,2,2.0900327424000005
2018-09-14,1,7,0.02820423679999995
2018-09-15,7,0,13.3555306496
2018-09-16,0,4,-3.1583999999999994
2018-09-17,0,19,0.629055999999999
2018-09-18,1,9,-1.2639232000000005
2018-09-19,0,20,-0.7849292800000004
2018-09-20,0,39,-0.5822638080000001
2018-09-21,0,34,-0.46317045759999986
2018-09-22,0,15,3.6601581568
2018-09-23,3,8,-1.054754918399999
2018-09-24,0,15,0.47157565440000027
2018-09-25,3,6,3.579224576
2018-09-26,0,6,-1.0393387008
2018-09-27,4,6,0.5298559999999997
2018-09-28,1,5,-0.5073152000000002
2018-09-29,0,0,-0.3076428800000002
2018-09-30,0,2,-0.22812364799999985
2018-10-01,1,26,3.8178806784
2018-10-02,4,18,1.0923694080000002
2018-10-03,10,19,0.18955100160000005
2018-10-04,0,24,-0.6188041216000001
2018-10-05,1,54,0.6752122879999999
2018-10-06,0,11,-0.4298133504
2018-10-07,0,0,0.7536127999999999
2018-10-08,0,25,7.61789952
2018-10-09,0,35,0.1745669120000004
2018-10-10,0,46,6.7908844543999995
2018-10-11,3,29,-2.2373552128
2018-10-12,0,25,4.940267929599999
2018-10-13,0,12,3.109695488
2018-10-14,1,18,-1.9926984704000004
2018-10-15,0,69,-1.0829470720000007
2018-10-16,0,57,0.2335451136000002
2018-10-17,2,15,4.2148400128
2018-10-18,0,13,-1.4702931967999995
2018-10-19,0,13,-0.7514591232000003
2018-10-20,0,0,-0.4445598719999999
2018-10-21,0,0,-0.3402906623999995
2018-10-22,0,8,-0.2104555519999999
2018-10-23,0,13,0.8809292799999999
2018-10-24,0,9,1.7009786880000002
2018-10-25,0,35,-0.5644079103999997
2018-10-26,0,15,-0.270346752
2018-10-27,1,1,-0.12960000000000008
2018-10-28,0,4,-0.09273600000000004
2018-10-29,0,51,-0.07150080000000003
2018-10-30,0,8,1.9422156799999999
2018-10-31,0,2,-0.44824115199999987
2018-11-01,0,20,-0.2012447744
2018-11-02,0,4,-0.12093870079999999
2018-11-03,0,3,5.9328
2018-11-04,0,7,-1.2510719999999997
2018-11-05,0,2,-0.5208576000000005
2018-11-06,0,3,-0.3218534400000002
2018-11-07,0,6,0.769624576
2018-11-08,0,2,-0.37815470079999997
2018-11-09,1,2,-0.20257280000000014
2018-11-10,2,5,-0.1495603200000001
2018-11-11,2,5,-0.11992627199999964
2018-11-12,0,2,1.8996478976000002
2018-11-13,3,17,2.5795712
2018-11-14,0,6,-0.7769267200000001
2018-11-15,5,26,3.6496122879999997
2018-11-16,3,4,2.9763306496000004
2018-11-17,0,0,-1.2718720000000001
2018-11-18,1,0,-0.6294656000000005
2018-11-19,0,2,15.57846016
2018-11-20,1,4,14.483900416
2018-11-21,0,2,3.8680389632
2018-11-22,0,48,6.805169868799998
2018-11-23,0,25,6.553142272
2018-11-24,0,0,-4.6328042496
2018-11-25,0,0,-2.5467862016000016
2018-11-26,1,26,16.23403008
2018-11-27,1,51,-1.9692395519999986
2018-11-28,0,21,3.8435582976000005
2018-11-29,0,37,8.731151564800001
2018-11-30,0,16,5.834517094400001
2018-12-01,0,0,-0.15187568640000038
2018-12-02,0,0,7.007310745599999
2018-12-03,1,44,25.25208064
2018-12-04,1,2,29.112807424000003
2018-12-05,1,10,25.7789959168
2018-12-06,0,7,45.2643253248
2018-12-07,0,31,48.9233196032
2018-12-08,0,0,-17.365248204800004
2018-12-09,0,3,-4.275978752000007
2018-12-10,0,14,22.449872998399997
2018-12-11,0,17,11.063620608
2018-12-12,1,7,2.6719724543999988
2018-12-13,0,1,-0.1966706687999995
2018-12-14,4,7,-1.1635755007999986
2018-12-15,3,0,-5.478815027199996
2018-12-16,0,0,4.946615603200001
2018-12-17,0,21,24.855565312
2018-12-18,0,1,0.6686051328000033
2018-12-19,0,11,12.0331348992
2018-12-20,1,71,17.1327151104
2018-12-21,1,9,9.653942784
2018-12-22,0,0,-7.853137408000002
2018-12-23,0,3,-4.273072844800002
2018-12-24,0,6,2.053259161599999
2018-12-25,0,5,-3.267190681599999
2018-12-26,1,1,10.8542792704
2018-12-27,0,0,10.0148373504
2018-12-28,0,5,19.117565644800003
2018-12-29,0,3,-6.229923225599999
2018-12-30,0,9,4.444607692799998
2018-12-31,0,13,17.280998399999998
2019-01-01,0,0,-3.38941696
2019-01-02,0,11,18.121138688
2019-01-03,0,4,22.143358464000002
2019-01-04,0,17,16.5959123968
2019-01-05,1,0,-5.913289113600001
2019-01-06,1,1,-4.965878681600002
2019-01-07,0,12,0.15148943359999834
2019-01-08,0,22,3.411745484800001
