,rescript-lang/rescript-compiler,microsoft/typescript,google/closure-compiler
2016-09-24,-2.3050764288000005,17,0
2016-09-25,0.9667739647999989,4,0
2016-09-26,3.0367148031999998,31,11
2016-09-27,-2.2669775871999995,35,1
2016-09-28,0.6554697728000003,13,17
2016-09-29,-1.3238729727999994,28,7
2016-09-30,-0.7708496895999994,24,4
2016-10-01,3.497638092800001,5,0
2016-10-02,-0.12179732479999972,1,0
2016-10-03,11.2886619136,23,1
2016-10-04,4.177795788800001,28,7
2016-10-05,-0.6386001920000002,34,16
2016-10-06,10.299480575999999,37,10
2016-10-07,11.5686100992,22,0
