,hyperledger/besu,ethereum/go-ethereum,NethermindEth/nethermind
2019-11-06,4.6902884352,3,0
2019-11-07,-1.8503477248,3,0
2019-11-08,3.0967227391999996,1,9
2019-11-09,-1.386890752,0,0
2019-11-10,0.2945407999999996,0,0
2019-11-11,1.3053619199999997,0,2
2019-11-12,3.137769472,0,2
2019-11-13,2.6808674304,4,1
2019-11-14,2.5324811264000004,7,1
2019-11-15,-0.5472589824000003,1,0
2019-11-16,-0.9754516480000003,0,1
2019-11-17,1.3837942784,2,1
2019-11-18,0.18549964799999996,10,4
2019-11-19,2.3135891456,12,18
2019-11-20,3.9665523712,18,6
2019-11-21,2.4492360704000005,13,2
2019-11-22,-0.5530269695999999,4,8
2019-11-23,-0.9914587136000003,2,0
2019-11-24,-0.5833595904000003,2,0
2019-11-25,-0.41706854400000004,6,0
2019-11-26,4.6720054272,5,2
2019-11-27,1.7524827136000003,6,1
2019-11-28,0.8025177088000002,3,0
2019-11-29,2.98317568,6,1
2019-11-30,-1.3362651135999999,0,1
2019-12-01,0.34305064959999965,0,0
2019-12-02,1.3620479999999997,3,3
2019-12-03,-0.8113920000000001,0,1
2019-12-04,3.52627968,0,10
2019-12-05,1.8493214720000004,3,19
2019-12-06,-1.1466263552,3,30
2019-12-07,-0.5859903488000001,0,9
2019-12-08,-0.3860617216000001,0,17
2019-12-09,-0.251185152,0,48
2019-12-10,0.8004320256,5,15
2019-12-11,2.6460680192,0,0
2019-12-12,3.2116689920000003,2,3
2019-12-13,-0.18104053759999972,0,5
2019-12-14,2.2649919487999997,0,3
2019-12-15,-0.9983360000000001,0,16
2019-12-16,1.4805631999999997,1,17
2019-12-17,0.24204287999999985,1,17
2019-12-18,5.366780928,2,13
2019-12-19,4.4036238336,0,1
2019-12-20,2.0316279808,2,13
2019-12-21,-0.7677172736000002,0,0
2019-12-22,-1.1316260864000003,0,0
2019-12-23,3.2814937088,0,5
2019-12-24,-1.303890944,0,3
2019-12-25,-0.7192035328000004,1,0
2019-12-26,-0.4996071423999998,0,0
2019-12-27,-0.38367805439999947,0,0
2019-12-28,-0.2514376703999996,0,0
2019-12-29,0.8540196864000001,0,0
2019-12-30,-0.28017623039999995,0,2
2019-12-31,-0.13755084799999984,0,9
2020-01-01,1.9021225984,0,8
2020-01-02,0.5664,0,5
2020-01-03,-0.3855360000000001,0,4
2020-01-04,-0.19642880000000015,0,1
2020-01-05,0.86787328,0,1
2020-01-06,-0.2990597119999999,4,2
2020-01-07,3.8411370496,8,7
2020-01-08,0.0977177600000001,3,6
2020-01-09,4.400697856,1,3
2020-01-10,-0.33686241279999996,3,7
2020-01-11,-0.8152981504000003,0,12
2020-01-12,-0.4726707200000003,0,0
2020-01-13,2.662361088,2,3
2020-01-14,1.1381149696000001,3,4
2020-01-15,4.157842432,3,4
2020-01-16,0.5266724864000001,5,10
2020-01-17,-1.0981346304000001,4,7
2020-01-18,-0.6205424640000001,0,1
2020-01-19,-0.38882775040000017,4,0
2020-01-20,0.7134822399999998,5,3
2020-01-21,1.5697674240000001,2,3
2020-01-22,-0.6716746751999998,0,3
2020-01-23,2.6612692992,2,5
2020-01-24,0.17927782400000036,0,10
2020-01-25,-0.5576747008000001,0,2
2020-01-26,-0.29550080000000023,0,0
2020-01-27,4.79341568,3,14
2020-01-28,3.8415508480000002,1,19
2020-01-29,1.4719328256,1,8
2020-01-30,6.6638523392,1,8
2020-01-31,-1.308089856,2,11
2020-02-01,-0.3314757632000005,0,14
2020-02-02,-0.007093350400000364,0,3
2020-02-03,4.1398144,2,3
2020-02-04,2.41625344,4,12
2020-02-05,-0.6556318719999998,1,19
2020-02-06,-1.080488448,0,7
2020-02-07,1.3445987328000002,1,6
2020-02-08,-0.8615780351999998,0,7
2020-02-09,-0.4416717824000002,2,5
2020-02-10,2.6852581376,0,0
2020-02-11,0.16025640960000032,6,5
2020-02-12,5.37210368,4,7
2020-02-13,5.4708772864,4,6
2020-02-14,-0.07512279040000003,1,0
2020-02-15,-1.3869834240000005,1,0
2020-02-16,-0.8093611008000003,0,0
2020-02-17,1.4443750399999997,9,1
2020-02-18,0.17138534400000005,6,3
2020-02-19,3.2925703168,0,3
2020-02-20,0.7658597376000005,2,7
2020-02-21,-1.0445835263999996,1,16
2020-02-22,1.4472671232,0,10
2020-02-23,-0.7217323008000001,0,32
2020-02-24,0.6163737599999998,2,10
2020-02-25,-0.474489344,19,21
2020-02-26,2.7049091071999998,1,1
2020-02-27,1.1970543616000002,4,8
2020-02-28,-0.7931104255999999,1,7
2020-02-29,-0.3883281408000002,0,1
2020-03-01,0.753995776,0,4
2020-03-02,2.6143265792,3,1
2020-03-03,2.193253888,3,2
2020-03-04,-0.9921071104000001,4,6
2020-03-05,2.5053834239999997,0,0
2020-03-06,0.06348052480000022,0,2
2020-03-07,-0.6627755008000001,0,0
2020-03-08,-0.37882112000000023,0,0
2020-03-09,2.724745728,0,0
2020-03-10,0.18337935360000024,1,2
2020-03-11,0.3926064128000001,0,6
2020-03-12,11.4673829888,2,4
2020-03-13,-1.6888898559999994,1,1
2020-03-14,-1.3700037632000008,3,1
2020-03-15,-0.7888917504000005,0,0
2020-03-16,1.4520550399999999,3,4
2020-03-17,0.179449344,0,1
2020-03-18,0.30059591679999986,8,0
2020-03-19,1.3735934976,1,7
2020-03-20,0.20275138560000072,1,1
2020-03-21,-0.6566919167999996,1,14
2020-03-22,0.7115370495999999,0,3
2020-03-23,3.60498176,5,6
2020-03-24,0.9691970560000001,0,4
2020-03-25,6.1093532671999995,0,6
2020-03-26,-0.8667393023999999,5,7
2020-03-27,-1.0741074944000004,4,15
2020-03-28,-0.6450992128000003,0,19
2020-03-29,0.5546167295999999,0,1
2020-03-30,1.4646958079999999,2,2
2020-03-31,0.2475887616000002,9,1
2020-04-01,4.3744313344000005,5,0
2020-04-02,3.6478205952000007,12,1
2020-04-03,4.3575908352,5,9
2020-04-04,-0.9575701504000003,0,16
2020-04-05,-1.1713203200000006,0,2
2020-04-06,0.2676500479999997,0,2
2020-04-07,7.2624045056,6,7
2020-04-08,3.9070799872000004,7,0
2020-04-09,4.7948496895999995,3,0
2020-04-10,-0.5538744319999998,0,3
2020-04-11,-1.7079357440000003,0,0
2020-04-12,-0.011520614400000406,0,0
2020-04-13,1.1227575295999999,0,1
2020-04-14,6.001673728,3,5
2020-04-15,2.9687950336000006,5,2
2020-04-16,1.9649742848000002,3,13
2020-04-17,4.1618804736,1,11
2020-04-18,-1.1827616768000002,0,4
2020-04-19,-0.30147502080000055,0,1
2020-04-20,2.9786772479999994,3,10
2020-04-21,1.5063801855999999,3,6
2020-04-22,8.5531825152,5,16
2020-04-23,3.1593603072000005,0,6
2020-04-24,-1.5458227200000003,3,10
2020-04-25,-1.5365031936000004,0,16
2020-04-26,-0.9684537344000002,0,11
2020-04-27,3.3391896575999995,6,3
2020-04-28,1.6880956416000004,6,5
2020-04-29,4.6695834624,2,5
2020-04-30,5.064725708800001,3,3
2020-05-01,-2.386346496,3,1
2020-05-02,0.8598521855999994,0,1
2020-05-03,-0.10839255040000029,0,1
2020-05-04,3.12259072,6,4
2020-05-05,3.614344192,6,3
2020-05-06,8.2271975424,9,1
2020-05-07,2.0811066368000004,4,1
2020-05-08,0.5836763135999998,1,0
2020-05-09,-0.8917116928000004,0,0
2020-05-10,-1.2710973440000004,0,0
2020-05-11,3.1434627071999994,11,3
2020-05-12,4.5645782016,7,1
2020-05-13,0.9765648384000003,6,9
2020-05-14,2.3503201280000003,1,8
2020-05-15,3.2697589760000003,0,4
2020-05-16,-0.8901806079999999,0,0
2020-05-17,-1.1795269632000005,0,2
2020-05-18,2.2662429695999995,0,2
2020-05-19,1.861458432,2,7
2020-05-20,4.7300209664,2,2
2020-05-21,0.10263388160000009,0,5
2020-05-22,0.6751787007999996,1,0
2020-05-23,-1.1641506815999998,0,0
2020-05-24,-0.6722288640000001,0,2
2020-05-25,0.5590480895999997,6,9
2020-05-26,4.465211904,6,7
2020-05-27,1.6459388928000003,2,1
2020-05-28,8.7535546368,0,5
2020-05-29,1.3489550336000002,1,2
2020-05-30,0.00874987519999948,0,1
2020-05-31,-1.4738475008000007,0,2
2020-06-01,0.11632127999999953,0,2
2020-06-02,5.153932288,6,0
2020-06-03,2.2111799296,4,0
2020-06-04,2.264435712,6,3
2020-06-05,3.2685503488000003,0,2
2020-06-06,-1.9552337919999996,0,1
2020-06-07,-0.9786976256000004,0,6
2020-06-08,1.3590177791999998,13,1
2020-06-09,1.132192768,3,5
2020-06-10,0.06410229760000019,2,1
2020-06-11,1.2417821696000002,2,5
2020-06-12,-0.8352618495999997,0,2
2020-06-13,-0.4480879615999998,0,3
2020-06-14,0.7161236480000001,0,0
2020-06-15,0.6325529599999999,1,1
2020-06-16,3.585870336,1,0
2020-06-17,14.9605015552,2,2
2020-06-18,-3.6747798527999995,2,4
2020-06-19,-1.5723807744000011,2,0
2020-06-20,-0.9733035008000006,0,1
2020-06-21,-0.6770995200000003,0,0
2020-06-22,2.478394368,0,0
2020-06-23,-0.02142474240000003,1,5
2020-06-24,2.2191522816,8,6
2020-06-25,3.8959192064000012,0,12
2020-06-26,0.4116903936000005,1,5
2020-06-27,-1.0542080000000005,0,0
2020-06-28,-0.5876224000000004,0,0
2020-06-29,4.58818304,0,2
2020-06-30,0.6837437440000003,7,5
2020-07-01,0.9442080767999999,4,4
2020-07-02,3.0188763136,3,4
2020-07-03,-0.36720005119999977,2,2
2020-07-04,-0.9020021760000001,1,1
2020-07-05,-0.5173547008000002,0,0
2020-07-06,2.6410367999999997,2,3
2020-07-07,1.1176064000000003,3,3
2020-07-08,3.127773184,3,2
2020-07-09,-0.24584980479999996,3,9
2020-07-10,0.1837837311999999,3,9
2020-07-11,0.3199268864,0,22
2020-07-12,-0.5872277504000001,0,5
2020-07-13,-0.3553817600000002,8,22
2020-07-14,2.734132224,2,4
2020-07-15,0.18654484480000022,1,1
2020-07-16,2.4146189312,3,3
2020-07-17,-0.9256206335999999,0,6
2020-07-18,-0.43258378240000017,0,0
2020-07-19,-0.28106506240000007,0,0
2020-07-20,1.7999082496,5,2
2020-07-21,0.45218304,5,5
2020-07-22,-0.48137625599999995,1,2
2020-07-23,2.7214240768,3,3
2020-07-24,3.2291675136,6,0
2020-07-25,-0.16208005120000002,0,0
2020-07-26,-0.7303936000000004,0,0
2020-07-27,0.5729177599999997,3,1
2020-07-28,2.4952898560000003,6,1
2020-07-29,1.0836431872,5,1
2020-07-30,-0.8585007104000002,1,2
2020-07-31,0.5311011839999998,1,0
2020-08-01,-0.5342216191999998,0,0
2020-08-02,-0.30850191359999996,0,0
2020-08-03,-0.18975447040000007,4,1
2020-08-04,0.860374528,4,6
2020-08-05,2.6849780736000004,3,6
2020-08-06,1.2333877248000003,5,2
2020-08-07,0.27013457919999984,9,0
2020-08-08,-0.5519877120000002,0,1
2020-08-09,-0.31480535040000013,0,1
2020-08-10,4.7877632,5,1
2020-08-11,4.83711488,4,11
2020-08-12,2.268438528,0,3
2020-08-13,-1.6299147264000002,0,2
2020-08-14,3.1408898047999996,1,2
2020-08-15,-0.36060641279999994,0,4
2020-08-16,-0.9222293504000004,0,0
2020-08-17,1.4186495999999997,0,6
2020-08-18,1.1623859200000002,1,17
2020-08-19,0.08787609600000035,4,2
2020-08-20,2.3043818496000004,4,6
2020-08-21,0.01878691840000002,5,0
2020-08-22,-0.680749568,1,2
2020-08-23,-0.41379471360000003,0,3
2020-08-24,-0.2615163904000001,4,0
2020-08-25,4.806734336,7,1
2020-08-26,1.8425367552000003,4,0
2020-08-27,2.8894646271999997,2,3
2020-08-28,0.6474407936,1,1
2020-08-29,-1.0837957632000002,0,0
2020-08-30,-0.5929493504000003,0,0
2020-08-31,2.590848,0,1
2020-09-01,1.084736,4,2
2020-09-02,0.10449408000000004,3,1
2020-09-03,-0.7180743679999999,0,6
2020-09-04,0.5943876608000002,0,1
2020-09-05,-0.4704608255999998,0,4
2020-09-06,-0.25089710080000005,0,0
2020-09-07,0.8348262399999999,2,4
2020-09-08,-0.33104537599999984,4,11
2020-09-09,4.8113538048,8,1
2020-09-10,1.8922447872000003,5,4
2020-09-11,-1.0629960704,2,0
2020-09-12,-0.5199237120000004,0,1
2020-09-13,-0.34489815040000016,1,0
2020-09-14,2.75459328,4,2
2020-09-15,0.20686028800000011,4,4
2020-09-16,-0.5983893504000002,4,1
2020-09-17,0.6532812800000001,1,1
2020-09-18,-0.45430988799999966,3,1
2020-09-19,-0.2276160512,0,0
2020-09-20,-0.1348224000000001,1,0
2020-09-21,1.8951910399999998,1,0
2020-09-22,-0.48562585599999974,2,3
2020-09-23,1.7677754368,7,1
2020-09-24,0.4746039296,1,2
2020-09-25,0.558412288,0,0
2020-09-26,-0.4395413504000001,0,1
2020-09-27,-0.23605760000000015,0,0
2020-09-28,4.83347456,12,0
2020-09-29,-0.12876902399999968,3,1
2020-09-30,-0.7047569408000003,2,2
2020-10-01,0.6138690559999999,0,4
2020-10-02,0.5277468672000001,0,3
2020-10-03,-0.4681370624,0,2
2020-10-04,-0.26814935040000015,0,0
2020-10-05,1.8133375999999999,2,13
2020-10-06,1.4519987200000004,3,1
2020-10-07,0.3173007360000002,2,0
2020-10-08,7.4941751296,3,4
2020-10-09,2.125485568,3,5
2020-10-10,-1.6331290624000003,0,3
2020-10-11,-0.8419989504000006,0,1
2020-10-12,2.43895296,2,3
2020-10-13,2.978254336,9,3
2020-10-14,1.6237847552,3,1
2020-10-15,2.6795446272,2,1
2020-10-16,-0.5280779263999997,1,0
2020-10-17,-1.0323136512,0,1
2020-10-18,-0.5861078016000002,0,0
2020-10-19,4.60849664,0,1
2020-10-20,-1.3079004159999998,4,1
2020-10-21,0.3470097407999999,3,3
2020-10-22,-0.6211762175999999,0,3
2020-10-23,1.6401143808000003,6,2
2020-10-24,-0.6399451135999998,0,0
2020-10-25,-0.3082133504000002,0,0
2020-10-26,1.7938303999999998,1,1
2020-10-27,-0.5595673599999996,1,1
2020-10-28,0.709654528,2,0
2020-10-29,0.648754688,1,0
2020-10-30,3.6064772096,1,2
2020-10-31,-1.007847424,0,0
2020-11-01,-0.4673963008000003,0,0
2020-11-02,0.7150105599999999,0,6
2020-11-03,1.590859776,0,2
2020-11-04,2.3555617792,5,0
2020-11-05,3.0789703680000002,2,1
2020-11-06,-0.2641639424000002,0,0
2020-11-07,-0.8267561984000001,0,1
2020-11-08,-0.49417820160000014,0,6
2020-11-09,-0.3167923200000001,9,9
2020-11-10,3.754728448,3,4
2020-11-11,0.0007238656000002619,4,9
2020-11-12,4.3237624831999995,2,3
2020-11-13,2.6161143808000005,6,2
2020-11-14,-1.4466651136,0,0
2020-11-15,-0.7082133504000006,0,0
2020-11-16,4.532748799999999,1,1
2020-11-17,2.64978432,5,6
2020-11-18,2.521234432,2,2
2020-11-19,2.4093860863999996,3,4
2020-11-20,-0.6321147904000002,2,6
2020-11-21,-1.0939776,0,3
2020-11-22,-0.6605654016000002,0,0
2020-11-23,3.5491072,4,0
2020-11-24,0.8428953600000004,4,0
2020-11-25,0.9851443200000001,5,1
2020-11-26,-0.9475639295999999,0,2
2020-11-27,4.4852450304,1,2
2020-11-28,-0.32960911359999967,0,3
2020-11-29,1.1875434495999997,1,0
2020-11-30,0.12036351999999972,4,1
2020-12-01,5.291738112,1,5
2020-12-02,5.3502137344000005,3,1
2020-12-03,0.8234058751999997,1,1
2020-12-04,-0.6626731008000006,3,3
2020-12-05,-1.1328588800000001,0,0
2020-12-06,-0.7434327040000002,0,1
2020-12-07,2.4917037056,1,2
2020-12-08,1.0059036672000001,3,5
2020-12-09,3.0558949376,4,1
2020-12-10,0.6492609536000007,3,0
2020-12-11,2.9358246912,10,1
2020-12-12,-1.3476037632,2,1
2020-12-13,1.3247722495999996,0,1
2020-12-14,2.14701824,3,0
2020-12-15,3.895796224,2,0
2020-12-16,6.3871080448,0,2
2020-12-17,-0.4092581888,1,2
2020-12-18,1.4217682943999996,0,5
2020-12-19,-1.5119551488,0,0
2020-12-20,-0.8774972416000004,0,0
