,apache/mxnet,pytorch/pytorch,tensorflow/tensorflow
2017-05-30,5,15,26.8574763331672
2017-05-31,6,15,56.20344883924688
2017-06-01,6,16,38.78135168827031
2017-06-02,7,44,29.810712132976562
2017-06-03,7,5,1.5208091831828128
2017-06-04,1,2,-5.355680462514057
2017-06-05,3,19,26.156971848990633
2017-06-06,5,24,77.46163243885782
2017-06-07,3,36,50.479822062660936
2017-06-08,4,13,32.81791250831406
2017-06-09,8,10,42.86950109066875
2017-06-10,4,5,-1.572461090437498
2017-06-11,0,70,1.5690730098390695
2017-06-12,5,8,11.40223325978751
2017-06-13,4,30,66.48419931894377
2017-06-14,7,20,87.12283308932344
2017-06-15,2,29,16.37556270199687
2017-06-16,6,13,50.90720196026719
2017-06-17,2,49,-8.571219216262499
2017-06-18,2,0,-6.412651770148427
2017-06-19,7,20,26.15349529694845
2017-06-20,7,18,47.364812526609384
2017-06-21,2,29,52.502043712962504
2017-06-22,6,32,55.43541326257969
2017-06-23,5,18,25.19211284317656
2017-06-24,1,13,-2.3694318599203115
2017-06-25,1,0,-4.8014998173421795
2017-06-26,2,13,41.623054893789075
2017-06-27,6,16,50.24437969717813
2017-06-28,11,17,30.696044039240626
2017-06-29,1,17,32.26603130803906
2017-06-30,5,10,33.37812698892344
2017-07-01,6,2,3.4078097661968787
2017-07-02,0,4,-0.48977899229218114
2017-07-03,4,17,-0.5516480731203064
2017-07-04,2,17,11.501589876907822
2017-07-05,5,10,18.98590968288907
2017-07-06,4,7,65.41366906497345
2017-07-07,1,13,43.711290173818746
2017-07-08,1,5,1.2802139832671848
2017-07-09,0,3,-5.05423983005
2017-07-10,6,18,30.416537692137506
2017-07-11,7,25,32.207914777170316
2017-07-12,29,30,38.95390663157032
2017-07-13,9,45,35.4503517383
2017-07-14,9,32,30.88015256752813
2017-07-15,2,4,0.8931204371046899
2017-07-16,4,3,-1.8784063731281204
2017-07-17,2,11,15.127679537287507
2017-07-18,3,20,44.48612634813126
2017-07-19,3,31,32.28860741738281
2017-07-20,10,19,34.98327844561406
2017-07-21,6,19,41.41122241135781
2017-07-22,1,4,1.437950080992188
2017-07-23,1,6,-5.170313128395309
2017-07-24,1,10,36.21635975702657
2017-07-25,5,60,75.37738765200783
2017-07-26,3,26,29.04773295225
2017-07-27,4,24,34.6901452670625
2017-07-28,5,8,36.77602261458907
2017-07-29,2,6,-1.459756105378121
2017-07-30,5,2,0.21849360947969476
2017-07-31,7,8,35.08741005978751
2017-08-01,14,22,24.639149647537508
2017-08-02,7,16,44.43686024822969
2017-08-03,19,19,40.47897196536094
2017-08-04,7,18,95.14139174977187
2017-08-05,3,0,-5.810008553903128
2017-08-06,2,11,-7.0776853843812475
2017-08-07,4,11,25.226301761765633
2017-08-08,7,13,27.816150457321886
2017-08-09,7,24,43.019501177760944
2017-08-10,8,16,58.28349369273594
2017-08-11,2,7,34.77061266179844
2017-08-12,7,5,-3.25068535523906
2017-08-13,2,1,-7.131148300731244
2017-08-14,3,18,27.913293453057822
2017-08-15,5,22,28.879463960892195
2017-08-16,5,32,39.828659882787505
2017-08-17,2,19,50.27663414064375
2017-08-18,5,17,37.36811128755313
2017-08-19,1,4,1.6044921215203125
2017-08-20,1,1,-3.721702847615621
2017-08-21,4,8,33.680063587910944
2017-08-22,3,13,32.21472965294844
2017-08-23,7,19,31.128827177751567
2017-08-24,14,21,56.72413414645625
2017-08-25,3,50,33.897754518587504
2017-08-26,6,14,0.6653021588281263
2017-08-27,4,6,-2.715795115964058
2017-08-28,4,9,44.53401201122032
2017-08-29,11,13,39.04183153224688
2017-08-30,13,26,38.79545105547344
2017-08-31,7,21,16.161963350437503
2017-09-01,4,16,18.97757431203125
2017-09-02,4,6,-0.4025385835906192
2017-09-03,1,2,21.169697420909383
2017-09-04,7,3,15.459302541990631
2017-09-05,5,250,61.64545180403907
2017-09-06,9,22,41.04574389470312
2017-09-07,9,44,56.88612009175937
2017-09-08,9,25,47.94646492931719
2017-09-09,10,6,-4.340424190407813
2017-09-10,16,9,-5.654197448881245
2017-09-11,9,22,26.848765560790635
2017-09-12,5,16,34.076080600185946
2017-09-13,5,38,40.753106654146876
2017-09-14,1,19,37.336533393243755
2017-09-15,4,18,42.14022804931875
2017-09-16,0,2,9.421203879853126
2017-09-17,6,18,4.370899176917192
2017-09-18,4,14,33.4236713868797
2017-09-19,4,38,43.48279674537657
2017-09-20,6,29,44.47590705715781
2017-09-21,3,30,28.351684210209374
2017-09-22,9,21,46.26339243470313
2017-09-23,2,9,2.8990407046968762
2017-09-24,8,6,2.5037191910171934
2017-09-25,15,19,20.458642277542197
2017-09-26,10,21,50.76236700390782
2017-09-27,9,11,49.472767578
2017-09-28,4,30,63.99448113977188
2017-09-29,9,8,45.63738796614844
2017-09-30,2,16,0.04388722542187651
2017-10-01,6,1,-2.540185786032808
2017-10-02,3,16,51.128484245039076
2017-10-03,4,22,45.23749003818282
2017-10-04,7,17,60.886554101623446
2017-10-05,2,36,52.46265410697812
2017-10-06,4,28,54.02674485865625
2017-10-07,2,11,0.45277109133125215
2017-10-08,3,3,-1.5043406331249933
2017-10-09,4,5,20.28752054088751
2017-10-10,10,32,45.637637224842194
2017-10-11,8,23,20.926190610290632
2017-10-12,2,21,46.307890396596875
2017-10-13,9,26,56.46714880157969
2017-10-14,7,9,-3.3179379704859375
2017-10-15,4,3,3.6115020505203166
2017-10-16,4,22,47.497295372284384
2017-10-17,7,7,30.10366556523907
2017-10-18,4,12,38.08150824615001
2017-10-19,0,18,40.175894606559375
2017-10-20,0,41,45.600243719975005
2017-10-21,7,2,-1.449666639574998
2017-10-22,2,4,-1.2656481325999938
2017-10-23,1,10,38.02876012095314
2017-10-24,1,27,30.27878366672501
2017-10-25,6,13,55.73452713493438
2017-10-26,2,31,41.0578319025625
2017-10-27,5,9,53.973281040728125
2017-10-28,7,19,3.459625432526561
2017-10-29,0,1,-5.392886211470307
2017-10-30,3,16,37.650492058495324
2017-10-31,3,25,49.94960454331095
2017-11-01,4,26,26.429641362059378
2017-11-02,4,298,38.52821092883281
2017-11-03,4,20,28.72589883033594
2017-11-04,3,10,14.465886770314066
2017-11-05,4,1,13.226947826362505
2017-11-06,4,16,36.46436588232657
2017-11-07,7,24,56.671993513418755
2017-11-08,9,23,62.63118845049688
2017-11-09,5,21,61.48930643953594
2017-11-10,5,35,18.319479603368748
2017-11-11,6,6,162.60845502386405
2017-11-12,2,3,-19.20774479432813
2017-11-13,9,15,22.99960409025782
2017-11-14,1,29,62.78998658152188
2017-11-15,6,26,25.566694660637516
2017-11-16,8,21,56.81851666645626
2017-11-17,3,13,51.94514341061719
2017-11-18,3,7,5.657325895987505
2017-11-19,10,2,-9.889770403956241
2017-11-20,8,11,32.7900702168672
2017-11-21,9,17,41.83331461320626
2017-11-22,16,11,70.00909853698282
2017-11-23,2,6,11.3177552768625
2017-11-24,2,7,-8.653933650618747
2017-11-25,7,0,-1.910423407614056
2017-11-26,2,4,-3.170071513787489
2017-11-27,5,12,25.345302684428134
2017-11-28,4,17,55.36613944003751
2017-11-29,0,21,50.32931536097969
2017-11-30,9,19,40.78845628890156
2017-12-01,3,17,41.71297335118281
2017-12-02,8,8,12.602902451784376
2017-12-03,0,4,-3.958396775149996
2017-12-04,6,22,56.68231415753907
2017-12-05,3,19,33.09710149622501
2017-12-06,5,16,52.09513200750469
2017-12-07,2,12,64.07349784687031
2017-12-08,8,10,34.92334111978125
2017-12-09,15,2,5.539075055803128
2017-12-10,5,2,10.085171534470318
2017-12-11,2,11,34.586186810309385
2017-12-12,7,8,40.02225784483595
2017-12-13,7,12,40.634063691298444
2017-12-14,9,21,43.12036328218438
2017-12-15,11,26,70.45352663803281
2017-12-16,5,9,4.417706975201561
2017-12-17,0,1,-5.5723685365937445
2017-12-18,13,32,50.77391747775469
2017-12-19,6,11,62.98506727710938
2017-12-20,5,22,95.95621054767344
2017-12-21,6,18,54.97125726514062
2017-12-22,4,14,45.11497666352187
2017-12-23,1,12,-2.772587357273437
2017-12-24,0,1,-8.516850727045302
2017-12-25,3,1,-5.860609423296861
2017-12-26,0,2,16.90591168491408
2017-12-27,6,7,13.830385627259387
2017-12-28,6,9,15.196208170621883
2017-12-29,1,7,11.59472476914063
2017-12-30,5,4,0.6849124073562525
2017-12-31,1,2,13.43571304426719
2018-01-01,2,2,13.252770695450002
2018-01-02,11,17,29.06161604011094
2018-01-03,9,19,51.27702269931875
2018-01-04,14,33,50.00745127584531
2018-01-05,9,9,51.30371535290156
2018-01-06,0,11,0.9173319699281208
2018-01-07,2,2,-3.102051522490621
2018-01-08,2,13,11.174264064768758
2018-01-09,5,12,49.050768246873446
2018-01-10,5,11,50.45721475362344
2018-01-11,4,26,62.43454092067344
2018-01-12,10,12,41.99847335752968
2018-01-13,3,6,31.650781929660937
2018-01-14,1,5,-9.179510870181247
2018-01-15,20,2,3.513439828204696
2018-01-16,8,16,32.5282308723047
2018-01-17,5,11,47.3785010910297
2018-01-18,3,14,48.95021685708594
2018-01-19,2,22,67.6673383821875
2018-01-20,4,11,3.024835264715623
2018-01-21,2,2,-4.974626303965621
2018-01-22,29,13,29.225709550585947
2018-01-23,4,25,87.74182014547031
2018-01-24,5,22,81.09971567449531
2018-01-25,6,20,71.07862244722344
2018-01-26,7,14,79.05071980205
2018-01-27,11,8,4.36030421159375
2018-01-28,2,6,-0.35074676840624086
2018-01-29,4,20,65.43388232427502
2018-01-30,4,18,73.88318267875782
2018-01-31,15,17,-0.27233469329374316
2018-02-01,6,15,78.33474216580001
2018-02-02,5,18,92.68341325315939
2018-02-03,3,8,18.181361367520314
2018-02-04,2,6,-0.46773582141249825
2018-02-05,4,17,40.08114327688282
2018-02-06,4,26,50.304969834059385
2018-02-07,6,20,49.511497678878136
2018-02-08,2,23,83.99593400627032
2018-02-09,5,15,23.37344034493125
2018-02-10,3,3,-0.04958610373905614
2018-02-11,2,0,0.31603868218750897
2018-02-12,1,22,60.08487525961408
2018-02-13,8,26,41.65887833441407
2018-02-14,1,21,43.195478003182814
2018-02-15,4,17,52.770381053485934
2018-02-16,0,14,70.61051076915312
2018-02-17,1,4,-1.8222571289640612
2018-02-18,1,5,-4.746728510493744
2018-02-19,4,1,5.339882748789072
2018-02-20,3,16,42.103317039542205
2018-02-21,4,17,58.086388059712505
2018-02-22,3,10,42.41845516918438
2018-02-23,6,22,39.43594823020625
2018-02-24,0,14,16.55201135755
2018-02-25,2,7,-3.0973662507890563
2018-02-26,5,22,43.308074170117195
2018-02-27,8,25,97.28423959933126
2018-02-28,8,22,32.35690204676719
2018-03-01,8,32,39.89120974692656
2018-03-02,2,29,56.14360799419688
2018-03-03,4,13,-9.216565445039056
2018-03-04,2,6,8.524067341928134
2018-03-05,4,12,44.755939185348446
2018-03-06,4,34,52.033148770217196
2018-03-07,2,17,69.85176058928126
2018-03-08,9,23,76.99794946838907
2018-03-09,4,42,54.000522510395314
2018-03-10,5,17,-4.3332236005343745
2018-03-11,1,3,2.5365544993906344
2018-03-12,0,19,44.06390181175314
2018-03-13,3,11,58.26329241327501
2018-03-14,5,15,43.59419464436094
2018-03-15,1,26,61.73803090868907
2018-03-16,6,10,42.917442836564064
2018-03-17,2,16,5.927939200782816
2018-03-18,1,2,4.170398638209381
2018-03-19,1,27,33.61593025856407
2018-03-20,12,44,65.91787951216875
2018-03-21,4,17,47.93903082200157
2018-03-22,14,22,59.772049265078124
2018-03-23,5,33,22.389168172478126
2018-03-24,2,11,-6.777494569403121
2018-03-25,1,5,43.65937515830157
2018-03-26,7,15,35.13258770901095
2018-03-27,8,28,68.72416787530469
2018-03-28,6,53,63.96984681180312
2018-03-29,3,18,60.4652113028
2018-03-30,3,19,58.94713744711562
2018-03-31,9,32,-10.446968309753125
2018-04-01,5,0,-5.795068554459364
2018-04-02,12,14,38.04354783047189
2018-04-03,8,19,50.35998283191251
2018-04-04,6,17,48.27630027584688
2018-04-05,15,24,48.34553775764063
2018-04-06,9,18,52.949916794957815
2018-04-07,1,9,14.252347629295313
2018-04-08,4,2,-9.291746290090618
2018-04-09,11,15,46.90147692717032
2018-04-10,15,33,75.33813910485156
2018-04-11,15,14,68.77119069314375
2018-04-12,6,22,99.01662814635469
2018-04-13,3,11,67.79045007708906
2018-04-14,2,5,-0.6711265455249986
2018-04-15,3,3,-11.00583076486093
2018-04-16,5,21,82.51914697792658
2018-04-17,8,29,121.79334096458439
2018-04-18,7,27,65.39178235871563
2018-04-19,4,34,86.89935001109687
2018-04-20,2,23,75.14669261091875
2018-04-21,3,12,-7.76287271505937
2018-04-22,0,9,7.592375625239077
2018-04-23,8,22,53.43823698023439
2018-04-24,8,17,58.4988561999547
2018-04-25,9,30,55.53322179178751
2018-04-26,8,30,59.233020862900005
2018-04-27,25,17,25.07227762684844
2018-04-28,3,15,20.218806157535944
2018-04-29,4,5,-0.43892924805780353
2018-04-30,7,23,50.17133903256564
2018-05-01,8,42,43.826580047642196
2018-05-02,6,16,51.90109803072188
2018-05-03,5,22,25.74628066345
2018-05-04,8,34,43.778935786423446
2018-05-05,2,3,12.035139126310941
2018-05-06,1,3,-8.01132520709218
2018-05-07,7,11,30.404530876304698
2018-05-08,6,26,65.55363549914688
2018-05-09,9,20,57.17997091525469
2018-05-10,7,26,54.89815961197188
2018-05-11,9,11,38.16529876203906
2018-05-12,0,6,-3.700790811562497
2018-05-13,2,21,-3.2092399224031176
2018-05-14,6,12,50.27205137432033
2018-05-15,10,25,36.42473206585001
2018-05-16,3,28,62.799636943014065
2018-05-17,9,15,70.82100879749687
2018-05-18,5,24,40.588317698156246
2018-05-19,0,7,1.1996572976921893
2018-05-20,1,4,-4.2316314545609295
2018-05-21,4,14,35.714194322796885
2018-05-22,3,10,57.33513414414376
2018-05-23,5,17,42.07659535871719
2018-05-24,5,19,75.08165687390469
2018-05-25,4,17,30.5525574197625
2018-05-26,0,10,3.1793247275546896
2018-05-27,2,0,-1.8036160677984316
2018-05-28,1,1,0.8401034550812616
2018-05-29,6,26,53.037069588862515
2018-05-30,6,23,53.632612225157814
2018-05-31,5,22,54.59387505673281
2018-06-01,2,25,57.39515962889843
2018-06-02,4,13,2.2302798288531243
2018-06-03,2,2,-1.829241310454682
2018-06-04,4,22,82.91100519526407
2018-06-05,5,17,64.9680060468375
2018-06-06,6,35,51.10287556429063
2018-06-07,9,30,56.95503038112969
2018-06-08,3,24,48.25493081940313
2018-06-09,0,6,-2.313307280267182
2018-06-10,4,7,-10.095421296317177
2018-06-11,4,13,41.571756602764076
2018-06-12,6,21,69.44981891705626
2018-06-13,3,25,90.21373823228126
2018-06-14,12,31,52.28724603886406
2018-06-15,8,23,60.69985234870156
2018-06-16,2,4,1.1662489088609398
2018-06-17,6,0,-2.228316605804679
2018-06-18,6,18,53.038999385231264
2018-06-19,3,23,80.30578254719845
2018-06-20,6,33,60.69895619073907
2018-06-21,5,21,64.24428627173438
2018-06-22,2,22,78.52064121461719
2018-06-23,1,3,5.78110170097969
2018-06-24,0,2,-5.176422932599991
2018-06-25,9,17,53.04693084166095
2018-06-26,5,20,76.49258934142189
2018-06-27,4,15,52.45277494981876
2018-06-28,19,22,59.83568199393906
2018-06-29,23,19,186.28019872366562
2018-06-30,10,7,-14.758706735462507
2018-07-01,5,4,-12.863897388142181
2018-07-02,14,9,67.05884602817501
2018-07-03,7,11,91.36469331969221
2018-07-04,4,3,2.703773418829698
2018-07-05,1,7,-0.837624300578117
2018-07-06,5,18,21.930692735281262
2018-07-07,3,1,-4.960729952954672
2018-07-08,2,5,13.317764605668764
2018-07-09,3,15,59.53330044059688
2018-07-10,5,19,56.06460451408594
2018-07-11,7,20,69.92826820897344
2018-07-12,9,16,55.54701325374374
2018-07-13,13,17,54.77273035566875
2018-07-14,1,8,10.215104294981252
2018-07-15,4,2,0.9954577919703205
2018-07-16,9,12,58.864905771456264
2018-07-17,6,21,52.63972650146407
2018-07-18,13,29,77.25342158433125
2018-07-19,9,15,69.1384655910453
2018-07-20,8,17,57.169206202907816
2018-07-21,3,5,2.677693293854688
2018-07-22,6,3,-0.8400862171718657
2018-07-23,2,18,45.442799094862515
2018-07-24,8,23,79.68607327947032
2018-07-25,9,25,51.955868726025
2018-07-26,3,22,60.406024661440625
2018-07-27,3,31,29.518500656834377
2018-07-28,2,12,0.23232501893594382
2018-07-29,4,2,1.585764091440634
2018-07-30,6,21,45.97017764680783
2018-07-31,6,25,66.86453038620938
2018-08-01,7,40,57.239413559335944
2018-08-02,7,30,45.355561519865624
2018-08-03,12,25,45.092709161567186
2018-08-04,10,14,2.300248549248442
2018-08-05,1,4,-7.265450294423427
2018-08-06,2,12,59.93768238327345
2018-08-07,4,22,57.02717990922501
2018-08-08,11,3,46.87973715534063
2018-08-09,12,16,116.73906249382188
2018-08-10,14,17,67.67800178595937
2018-08-11,5,4,21.646457590620315
2018-08-12,7,3,-3.8926966496718727
2018-08-13,4,18,41.8606488065922
2018-08-14,3,27,69.77812191659532
2018-08-15,14,38,52.04690842326407
2018-08-16,7,23,56.14176525981719
2018-08-17,16,24,40.63506399901094
2018-08-18,5,3,4.803615816901569
2018-08-19,3,2,3.4660192101453227
2018-08-20,12,17,41.13359724855314
2018-08-21,11,12,78.91468977849064
2018-08-22,14,26,85.98821488154844
2018-08-23,12,24,64.74605584018906
2018-08-24,10,23,65.97227942987968
2018-08-25,4,6,12.549061301220313
2018-08-26,4,2,-7.489656589162491
2018-08-27,8,15,43.99877496401095
2018-08-28,3,25,60.3175241236797
2018-08-29,5,39,42.52111938429688
2018-08-30,3,26,53.93312029667187
2018-08-31,4,41,81.15633791677188
2018-09-01,3,3,5.19739041315313
2018-09-02,0,15,-8.914940780804681
2018-09-03,4,3,6.499388017740635
2018-09-04,1,15,60.370964328154706
2018-09-05,4,36,74.64813711791876
2018-09-06,0,31,69.13278935622031
2018-09-07,2,39,58.733271618587494
2018-09-08,3,11,15.622154802504689
2018-09-09,0,9,-6.322209680860931
2018-09-10,8,17,44.18926224332501
2018-09-11,5,35,65.42763971212189
2018-09-12,10,52,55.948213790648445
2018-09-13,9,37,71.90116741394688
2018-09-14,3,34,38.78109614554531
2018-09-15,3,1,-7.028020568492181
2018-09-16,0,4,-2.4103369084968644
2018-09-17,3,24,62.2623295614547
2018-09-18,10,31,40.43283344367032
2018-09-19,7,26,61.08957392964219
2018-09-20,14,21,49.85710739812344
2018-09-21,10,27,60.89506212582344
2018-09-22,2,6,19.653082768696876
2018-09-23,2,2,0.16934739331094484
2018-09-24,4,10,61.75201642305157
2018-09-25,4,27,64.37213369236876
2018-09-26,1,18,56.89427239765625
2018-09-27,3,12,54.44308694618906
2018-09-28,6,33,62.155035951325004
2018-09-29,2,4,20.224939318476565
2018-09-30,1,5,-7.205462000043742
2018-10-01,3,15,50.453903580753135
2018-10-02,5,13,54.21070272292344
2018-10-03,2,13,84.2551120909797
2018-10-04,4,22,84.43687723080625
2018-10-05,7,23,48.313907812017185
2018-10-06,2,9,0.4261976967140626
2018-10-07,0,1,-8.960391618682802
2018-10-08,4,20,91.12109305002501
2018-10-09,8,21,61.51355461506095
2018-10-10,11,11,76.48238540954688
2018-10-11,3,27,75.29031606529531
2018-10-12,3,31,89.08371707958281
2018-10-13,1,5,7.033926311970312
2018-10-14,1,2,-2.9787763072765543
2018-10-15,3,30,80.4032299497547
2018-10-16,7,26,67.46306955579377
2018-10-17,5,37,50.71737019618751
2018-10-18,6,31,35.74463055997813
2018-10-19,8,27,50.60338341263751
2018-10-20,4,3,-1.7183759726328063
2018-10-21,6,2,-1.436345120671863
2018-10-22,4,23,69.65580773721877
2018-10-23,3,21,74.21403306334533
2018-10-24,7,47,50.94193179786563
2018-10-25,4,49,68.70402493835155
2018-10-26,5,40,77.11384108339062
2018-10-27,1,10,-12.7310470777375
2018-10-28,1,1,-9.064645752642177
2018-10-29,5,36,37.5800171743047
2018-10-30,4,39,63.031059689421895
2018-10-31,5,44,50.39850679932188
2018-11-01,5,34,41.101095573025006
2018-11-02,7,18,67.83671093997813
2018-11-03,0,8,0.41707038671093954
2018-11-04,5,5,-0.025304845773428397
2018-11-05,3,23,65.02151539070157
2018-11-06,5,41,116.98183370867345
2018-11-07,7,42,37.17609866394062
2018-11-08,9,31,56.824240301325
2018-11-09,7,28,68.38416500128906
2018-11-10,2,6,16.966039866956255
2018-11-11,1,7,-0.8068273004624924
2018-11-12,12,21,66.2962701124672
2018-11-13,17,30,66.67793403446407
2018-11-14,6,40,56.33168926534532
2018-11-15,15,26,89.24634241792188
2018-11-16,16,43,78.19327406225938
2018-11-17,12,19,10.212654002996878
2018-11-18,0,7,-8.790645796653118
2018-11-19,1,16,53.265158290237515
2018-11-20,7,18,77.86490419479377
2018-11-21,14,16,69.80315957745157
2018-11-22,2,17,9.688800692646875
2018-11-23,3,5,-2.0820021590812434
2018-11-24,4,2,-5.238494577392174
2018-11-25,1,0,-2.225238091307798
2018-11-26,8,18,70.65887031774064
2018-11-27,13,53,68.46712309424844
2018-11-28,5,38,73.3650315077625
2018-11-29,9,23,100.15573643006874
2018-11-30,12,47,40.19355173188437
2018-12-01,7,10,29.76946197652031
2018-12-02,2,2,3.908450773240629
2018-12-03,4,26,69.42479575724221
2018-12-04,6,50,84.74448889813283
2018-12-05,11,30,99.83926218351876
2018-12-06,5,35,72.381660278
2018-12-07,5,16,58.98769754525938
2018-12-08,7,14,15.329815948092193
2018-12-09,0,7,-6.47223570767655
2018-12-10,1,24,56.275893324764084
2018-12-11,8,31,52.819450626301574
2018-12-12,4,31,67.52741058001095
2018-12-13,12,31,101.65829371699532
2018-12-14,8,30,67.3926845911875
2018-12-15,6,12,3.5720326030187515
2018-12-16,1,0,-12.850276302024993
2018-12-17,2,14,47.22086413101408
2018-12-18,5,15,75.10925079457814
