,apache/zookeeper,hashicorp/consul,etcd-io/etcd
2018-09-29,0,0,9.000311834410937
2018-09-30,0,0,-3.499448354095313
2018-10-01,1,13,2.6958130202187505
2018-10-02,0,6,5.0119634757375
2018-10-03,0,4,-1.053569173229688
2018-10-04,1,4,2.0560689485343757
2018-10-05,2,4,-1.2578731724999996
2018-10-06,0,0,-1.4603446710312498
2018-10-07,0,0,3.0895758058781246
2018-10-08,2,5,9.145780235171875
2018-10-09,0,3,1.8781869916874996
2018-10-10,0,25,4.480771082209375
2018-10-11,0,22,-0.07109728366093737
2018-10-12,2,0,-0.06729946727812486
2018-10-13,0,0,-2.5272315696968746
2018-10-14,0,0,2.601876504267188
2018-10-15,1,0,1.8113659466874998
2018-10-16,1,1,-2.3883365798531253
2018-10-17,0,1,-0.23662023615468764
2018-10-18,1,1,0.9471641039781247
2018-10-19,1,29,-1.2135769941750003
2018-10-20,0,0,-0.583468253228125
2018-10-21,0,0,-0.3688652846984375
2018-10-22,0,1,7.7506187879374995
2018-10-23,0,0,-2.600561882493751
2018-10-24,1,11,2.0401473483187504
2018-10-25,0,5,3.570208735734375
2018-10-26,0,8,-1.1816368467640626
2018-10-27,0,0,-0.2684288264656247
2018-10-28,0,0,-0.009234399999999754
2018-10-29,0,5,0.09386855999999999
2018-10-30,0,3,-0.8501200716250004
2018-10-31,0,8,6.4836738103875
2018-11-01,0,1,-2.3950801315468757
2018-11-02,0,3,-0.9672547097765622
2018-11-03,0,0,-0.5722521691796875
2018-11-04,0,0,-0.35283576624843754
2018-11-05,2,4,-0.25645915374843753
2018-11-06,1,4,-0.19242616749843755
2018-11-07,2,10,-0.14628432948281256
2018-11-08,0,3,-0.11113701735937531
2018-11-09,0,4,3.9049161073703123
2018-11-10,0,3,0.7999999999999998
2018-11-11,0,0,1.9800000000000002
2018-11-12,1,4,1.6520000000000001
2018-11-13,0,8,-1.4946499999999998
2018-11-14,0,4,2.3072940000000006
2018-11-15,0,7,5.6484485499999995
2018-11-16,0,9,-0.7470390700000005
2018-11-17,2,0,-1.7739247520624994
2018-11-18,0,0,-0.9597889952124998
2018-11-19,0,1,-0.6209670480125
2018-11-20,0,5,3.553410272504687
2018-11-21,1,0,-1.5200285984484379
2018-11-22,1,0,-0.6468927915468748
2018-11-23,1,0,1.572198195442187
2018-11-24,0,0,1.112512673839062
2018-11-25,0,0,-0.9560478264656249
2018-11-26,0,7,0.5778765500000003
2018-11-27,4,4,-0.575154095
2018-11-28,1,1,1.6917276329375
2018-11-29,0,7,-0.8198358779312501
2018-11-30,0,1,-0.33463877249999985
2018-12-01,0,1,-0.21838823103125005
2018-12-02,0,0,-0.16252612249687515
2018-12-03,0,0,4.894435399784375
2018-12-04,0,2,-1.5624384417656252
2018-12-05,0,2,5.423502039267188
2018-12-06,1,3,8.87074656646875
2018-12-07,1,5,-4.157979326465625
2018-12-08,0,2,-1.660601249999999
2018-12-09,1,0,-1.0118793124999996
2018-12-10,1,0,1.28510463125
2018-12-11,2,3,-1.1459915088281254
2018-12-12,0,13,0.3522498038359376
2018-12-13,0,0,-0.7227903118437502
2018-12-14,0,0,-0.44146936381875057
2018-12-15,1,0,0.7316419544390623
2018-12-16,0,0,-0.38672422500000003
2018-12-17,0,4,6.8273652025
2018-12-18,0,1,-0.21453429603125063
2018-12-19,0,4,-1.4212866002156246
2018-12-20,4,3,-0.6720969667656247
2018-12-21,0,0,1.5629982242671876
2018-12-22,0,0,-0.90732402375
2018-12-23,1,0,-0.4482832542656249
2018-12-24,0,0,2.6881539455171874
2018-12-25,0,0,-1.1293765648593754
2018-12-26,0,0,-0.5012778261609375
2018-12-27,0,0,-0.25222855146562495
2018-12-28,0,0,1.8415979525
2018-12-29,0,0,-0.7209141835312501
2018-12-30,0,0,0.6929905860343751
2018-12-31,0,0,-0.47587182125
2019-01-01,0,0,1.767044849703125
2019-01-02,4,0,0.2403092603015624
2019-01-03,3,7,2.403275775
2019-01-04,0,15,0.8083652025000001
2019-01-05,0,0,0.8901407039687501
2019-01-06,0,0,-1.1342271002156248
2019-01-07,4,13,3.458353808234375
2019-01-08,1,11,10.436735426767187
2019-01-09,1,2,2.71968120521875
2019-01-10,0,14,-3.80391758948125
2019-01-11,0,4,1.2446601639703134
2019-01-12,0,0,-2.027749220729688
2019-01-13,0,0,-1.1048242099968748
2019-01-14,5,2,7.2310919785343755
2019-01-15,0,4,-1.9744476895625005
2019-01-16,2,6,-0.6067159203687502
2019-01-17,0,2,0.7750194363468745
2019-01-18,2,4,-0.23775571387968775
2019-01-19,0,1,-0.8950546502968749
2019-01-20,0,0,-0.5208798896984375
2019-01-21,0,0,3.6555156975000003
2019-01-22,1,16,5.531145129624999
2019-01-23,1,18,-2.7397832713781254
2019-01-24,1,5,2.936344460001563
2019-01-25,2,9,-0.8414441205140626
2019-01-26,0,0,-1.1630620432312497
2019-01-27,0,0,-0.6577486132328123
2019-01-28,0,17,-0.4589451324999999
2019-01-29,5,7,-0.3552512833125002
2019-01-30,4,3,1.7116856297093745
2019-01-31,4,1,-0.7941938501296878
2019-02-01,0,6,1.7075358591874998
2019-02-02,1,0,2.210789630303125
2019-02-03,0,0,-0.2039084132328126
2019-02-04,1,3,0.20655950000000023
2019-02-05,0,2,-0.7103867249999998
2019-02-06,2,0,0.6176574525
2019-02-07,5,5,8.43286159146875
2019-02-08,0,1,-3.0098067114656253
2019-02-09,0,0,-1.1461263672812494
2019-02-10,0,0,-0.6926976130125
2019-02-11,1,2,0.5332330197859374
2019-02-12,5,3,1.3797767575015625
2019-02-13,2,14,-0.9470684494828125
2019-02-14,0,4,1.5440078194843752
2019-02-15,2,2,2.084363635876562
2019-02-16,0,0,-1.3422959690953127
2019-02-17,0,0,-0.5167213624999998
2019-02-18,1,0,1.6756560012500001
2019-02-19,0,5,3.1662807357343747
2019-02-20,0,1,-1.5910593217640625
2019-02-21,0,5,5.326076038534375
2019-02-22,2,22,-2.2069502547812503
2019-02-23,0,0,-0.9248874767624997
2019-02-24,0,0,0.4368070353015626
2019-02-25,0,3,2.3279870025
2019-02-26,2,2,0.7090959714687499
2019-02-27,2,4,1.795141131471875
2019-02-28,0,0,0.50326020456875
2019-03-01,0,4,0.7205319494062499
2019-03-02,0,0,0.737232908103125
2019-03-03,0,0,-1.1977278612499997
2019-03-04,2,14,-0.6177960130156248
2019-03-05,0,8,1.5722638014703123
2019-03-06,3,9,2.084297280520312
2019-03-07,0,1,0.6712862507374999
2019-03-08,0,12,1.8090200542703125
2019-03-09,0,0,-0.4656598074968752
2019-03-10,0,0,-0.9728482599968749
2019-03-11,2,5,1.4732856985343752
2019-03-12,1,2,5.052814865
2019-03-13,0,11,-2.2745102297812503
2019-03-14,1,4,1.0387256382375003
2019-03-15,1,5,-1.1899813569796875
2019-03-16,0,0,-0.6041697505125
2019-03-17,0,0,-0.40051018146406253
2019-03-18,1,6,3.7284918642671876
2019-03-19,1,6,4.595062423968749
2019-03-20,0,5,1.6110111479406246
2019-03-21,1,12,-1.1874150268968746
2019-03-22,0,7,0.7305965664687504
2019-03-23,0,0,-1.3300228264656249
2019-03-24,0,0,-0.7015949499999998
2019-03-25,0,10,0.5064422300000001
2019-03-26,0,9,2.3195807904374997
2019-03-27,0,6,-0.31314441102500035
2019-03-28,0,1,3.114973654790625
2019-03-29,0,1,0.36821258280312485
2019-03-30,0,0,-1.2750445967640625
2019-03-31,0,0,-0.6277709389656247
2019-04-01,0,6,0.6018298887500001
2019-04-02,1,3,0.40476459948437493
2019-04-03,3,25,-0.6377347872796877
2019-04-04,0,12,-0.34351777646406256
2019-04-05,1,5,-0.21466732779531267
2019-04-06,0,0,-0.15596983646250018
2019-04-07,0,1,-0.08016793896562505
2019-04-08,0,2,-0.04223813625
2019-04-09,7,2,-0.03483399051562505
2019-04-10,1,5,5.970539870001563
2019-04-11,0,3,-1.8135834132328128
2019-04-12,5,2,1.3700000000000006
2019-04-13,0,0,-0.9569999999999999
2019-04-14,2,0,-0.45097499999999985
2019-04-15,0,4,-0.2973214999999999
2019-04-16,0,7,0.779989825
2019-04-17,3,7,1.5268158575
2019-04-18,1,6,1.1531779744062498
2019-04-19,0,1,0.011084973103124951
2019-04-20,0,0,1.2990840664687502
2019-04-21,0,0,-0.961212076465625
2019-04-22,1,0,1.5674536375000003
2019-04-23,0,5,9.11587800125
2019-04-24,1,5,-3.4203982392656256
2019-04-25,1,6,-0.3349727567640619
2019-04-26,0,15,2.900235741253125
2019-04-27,0,0,-0.8470235907312502
2019-04-28,0,0,-0.16860107176406247
2019-04-29,2,5,-0.9810524989656249
2019-04-30,1,16,3.4238035789687498
2019-05-01,0,60,0.3722416433781244
2019-05-02,1,15,2.662202393921875
2019-05-03,3,4,2.207293075734375
2019-05-04,0,0,-1.0189784165453126
2019-05-05,0,0,-1.2463736434468746
2019-05-06,2,4,-0.6856740799984373
2019-05-07,0,10,0.5249947667671875
2019-05-08,2,21,0.34641163543749975
2019-05-09,0,1,0.3102401185374999
2019-05-10,1,0,2.345716348971875
2019-05-11,0,0,-0.24146029374375022
2019-05-12,0,0,-0.814593119696875
2019-05-13,0,7,-0.39024702573281234
2019-05-14,1,6,7.74805411375
2019-05-15,1,7,16.412561896984375
2019-05-16,1,2,-3.6879802412484377
2019-05-17,0,5,-3.4806128137484365
2019-05-18,0,0,-1.8469708372796867
2019-05-19,0,0,-1.2359764564640623
2019-05-20,4,0,0.11499743676718754
2019-05-21,2,9,9.0168446725
2019-05-22,1,6,-0.6620445228750009
2019-05-23,1,5,-0.4766967456593756
2019-05-24,0,5,-0.8558775017203126
2019-05-25,1,0,-0.16059548969843718
2019-05-26,0,0,0.03502913750000003
2019-05-27,2,0,2.11424835125
2019-05-28,2,0,10.560604958234375
2019-05-29,1,0,18.679833122860938
2019-05-30,1,0,-2.6530424426250008
2019-05-31,1,0,-3.1939495594796856
2019-06-01,0,0,-1.2548924294812491
2019-06-02,0,0,-2.565640491248437
2019-06-03,1,3,1.3807569487515625
2019-06-04,5,7,1.8981928139703124
2019-06-05,3,2,6.538261187864062
2019-06-06,0,3,-0.04641131190312642
2019-06-07,1,2,3.0043574225515624
2019-06-08,0,0,-1.1564792104281247
2019-06-09,0,0,-1.0771063474968745
2019-06-10,1,1,2.527705652284375
2019-06-11,0,4,0.8831569922031246
2019-06-12,1,1,-0.006142520510937555
2019-06-13,0,9,-1.6653413738218752
2019-06-14,3,5,2.0750667963421874
2019-06-15,0,0,-1.4691578635250004
2019-06-16,0,0,-0.709820386678125
2019-06-17,0,5,3.57334427426875
2019-06-18,0,6,-0.5010113265453129
2019-06-19,2,1,3.050960899271875
2019-06-20,1,6,2.3146537392703124
2019-06-21,0,5,1.075811352284375
2019-06-22,0,1,-1.7646736502968747
2019-06-23,0,0,-0.8772439396984373
2019-06-24,1,7,0.4428590425000001
2019-06-25,2,3,-0.7149560908125002
2019-06-26,2,7,0.566676335303125
2019-06-27,2,20,-0.5822619627953127
2019-06-28,2,4,2.68012515875625
2019-06-29,0,0,-1.0911840532281254
2019-06-30,0,1,-0.4191936021984374
2019-07-01,1,10,0.7728224762500001
2019-07-02,2,9,-0.4596450792656251
2019-07-03,1,4,3.7732985630171876
2019-07-04,0,2,-1.3452193042656253
2019-07-05,0,4,-0.5306177344828122
2019-07-06,0,0,-0.315350400296875
2019-07-07,0,1,-0.22468110219843757
2019-07-08,1,10,2.86216172625
2019-07-09,2,9,0.9909998332343748
2019-07-10,0,2,3.9955874917671874
2019-07-11,0,1,1.0479931329374998
2019-07-12,3,16,-1.7188211529312498
2019-07-13,0,0,0.2180142500000004
2019-07-14,0,0,-0.8085955874999999
2019-07-15,2,7,0.5224777037500001
2019-07-16,1,3,4.3493902397031245
2019-07-17,1,14,3.117704870520312
2019-07-18,0,2,-0.27764248154374993
2019-07-19,1,7,7.398509421039062
2019-07-20,0,2,-1.4977402634484376
2019-07-21,0,0,-2.0525713292656245
2019-07-22,0,2,-1.123371249482812
2019-07-23,1,10,12.233029601984375
2019-07-24,1,15,-1.482122340810938
2019-07-25,2,11,7.280816540007813
2019-07-26,0,10,12.594652311554688
2019-07-27,1,0,-7.05858432485625
2019-07-28,0,0,-3.0408549026265614
2019-07-29,3,4,20.167896211034375
2019-07-30,1,6,2.103747853749999
2019-07-31,2,2,-0.31132201420312455
2019-08-01,3,5,16.03143807767656
2019-08-02,3,19,-4.930366061104689
2019-08-03,1,0,-4.223208817343749
2019-08-04,0,0,-3.250774499957812
2019-08-05,6,5,10.9853973525
2019-08-06,4,1,6.577179068656249
2019-08-07,0,5,-0.18428751377812524
2019-08-08,1,0,12.414459118328125
2019-08-09,1,5,2.519866011025
2019-08-10,0,2,-2.3780290687015615
2019-08-11,0,1,-4.231979582196874
2019-08-12,0,6,8.584517678017189
2019-08-13,0,4,9.981560972046875
2019-08-14,0,6,4.0105242217859365
2019-08-15,0,1,9.5382754618625
2019-08-16,0,7,3.0766116480875
2019-08-17,1,0,-7.029374537614062
2019-08-18,0,0,-3.4500217368906236
2019-08-19,0,8,-1.2360993516812497
2019-08-20,0,4,4.067596021828125
2019-08-21,1,11,-2.200514858295314
2019-08-22,0,2,3.072699049585937
2019-08-23,2,12,-0.6141375250609382
2019-08-24,0,0,1.1528262538531244
2019-08-25,1,0,1.2013175919390624
2019-08-26,0,9,1.2768248012500003
2019-08-27,1,18,3.2246725282343753
2019-08-28,2,3,-1.4176333000765626
2019-08-29,1,3,7.5481264600875
2019-08-30,0,3,0.48712761793906223
2019-08-31,0,0,-2.720858158445312
2019-09-01,0,0,-1.3457751355124996
2019-09-02,1,3,0.10916072625468753
2019-09-03,0,2,2.0654201287546874
2019-09-04,0,34,-0.47249985977656284
2019-09-05,3,4,6.9779673033203125
2019-09-06,0,2,14.044034540876563
2019-09-07,0,0,-4.335465336157813
2019-09-08,0,0,-3.0679377654312487
2019-09-09,2,1,-0.6613201112499993
2019-09-10,4,0,1.564446099484375
2019-09-11,1,3,1.1430130127203124
2019-09-12,0,9,0.0619996910359375
2019-09-13,0,3,4.3569049738921874
2019-09-14,0,2,-0.7551937883781257
2019-09-15,0,0,-0.8446005709890625
2019-09-16,2,0,-0.1524524377156249
2019-09-17,0,4,5.032993374484375
2019-09-18,2,1,3.6122063902203125
2019-09-19,1,7,0.14491688750468779
2019-09-20,2,5,-2.189691790729687
2019-09-21,0,0,-1.1263177870593748
2019-09-22,0,0,0.24671145082187484
2019-09-23,1,4,2.19950500801875
2019-09-24,1,4,0.6229503025015624
2019-09-25,0,2,0.7330700561734373
2019-09-26,2,8,-1.2622951012406252
2019-09-27,2,4,-0.60833837969375
2019-09-28,0,0,2.6474831478015624
2019-09-29,0,0,-1.1285653612500002
2019-09-30,2,2,5.506249236984376
2019-10-01,0,1,0.8758101639703124
2019-10-02,0,2,-1.7609057207296874
2019-10-03,1,0,5.1799189900031255
2019-10-04,0,6,-1.3164844139656253
2019-10-05,0,0,-1.2856808212499997
2019-10-06,0,0,-0.7384760752968749
2019-10-07,0,3,0.4751885303015625
2019-10-08,1,3,6.32938387815625
2019-10-09,2,2,5.49646394530625
2019-10-10,3,1,1.6277252553015629
2019-10-11,0,0,2.0891199256562505
2019-10-12,0,0,-0.9092349461625
2019-10-13,0,0,1.0112939742671878
2019-10-14,0,3,0.9720021887500003
2019-10-15,0,1,0.9817617169843755
2019-10-16,0,6,1.9847908169078123
2019-10-17,0,10,6.693283691995312
2019-10-18,0,3,-0.8375472334406253
2019-10-19,0,0,-2.547706034992187
2019-10-20,0,0,-1.3266956584453122
2019-10-21,0,2,4.1396451144875
2019-10-22,0,1,2.873654588754687
2019-10-23,0,1,0.5121020025046876
2019-10-24,1,4,-2.0672151580109377
2019-10-25,0,2,0.9325915749281248
2019-10-26,0,0,-0.2977946193921879
2019-10-27,0,0,-0.9362433021984374
2019-10-28,0,2,0.47564856875000017
2019-10-29,0,6,1.3161624599218746
2019-10-30,0,4,0.9912245287578121
2019-10-31,0,4,3.9386708085390625
2019-11-01,0,9,-0.9711081496984377
2019-11-02,0,0,-0.10475595728124976
2019-11-03,0,0,-0.9085899057312499
2019-11-04,1,6,-0.5038554119828125
2019-11-05,0,1,1.651383260734375
2019-11-06,1,3,1.1304615432359373
2019-11-07,0,0,-1.0167077412468752
2019-11-08,1,9,-0.4777885465437501
2019-11-09,0,0,-0.3020760566796876
2019-11-10,0,0,-0.16922562999843754
2019-11-11,2,6,4.880414361767188
2019-11-12,0,3,-1.5844762725000003
2019-11-13,1,3,1.4053320189687502
2019-11-14,2,2,0.04357974000312492
2019-11-15,2,4,-0.7379793264656249
2019-11-16,0,0,-0.37260124999999983
2019-11-17,0,0,-0.2562293124999999
2019-11-18,1,9,-0.19438936875
2019-11-19,0,5,4.844334441171875
2019-11-20,1,0,-0.629112476164063
2019-11-21,2,2,0.12428929271875022
2019-11-22,2,3,-0.7455435432312499
2019-11-23,1,1,-0.3788959132328124
2019-11-24,0,0,-0.24826374999999995
2019-11-25,1,4,2.8137129375
2019-11-26,0,4,1.95221251875
2019-11-27,0,0,4.663378279921875
2019-11-28,1,0,-2.3962510566796875
2019-11-29,1,3,-0.958447629998437
2019-11-30,0,0,-0.5802316632328124
2019-12-01,0,0,-0.39997833749999995
2019-12-02,0,3,4.69496409125
2019-12-03,3,6,-1.7441871465468752
2019-12-04,1,5,2.2728759675046875
2019-12-05,0,7,1.6664894597078121
2019-12-06,0,10,2.502687020603125
2019-12-07,0,0,-1.8421012499999998
2019-12-08,0,0,-0.8353918124999996
2019-12-09,0,4,2.4575653812500002
2019-12-10,1,22,0.7009630786718746
2019-12-11,1,2,1.7714875250859374
2019-12-12,0,2,0.5138745784531249
2019-12-13,1,8,-0.3186969849953125
2019-12-14,1,0,0.03775714323906243
2019-12-15,3,0,0.17189575956875003
2019-12-16,1,3,0.2625807037500001
2019-12-17,3,5,1.280509714703125
2019-12-18,0,30,-1.0103199694796876
2019-12-19,1,2,-0.4753751367625
2019-12-20,0,8,2.6963754405203124
2019-12-21,0,0,-1.0953269294812502
2019-12-22,0,1,-0.44613876624843735
2019-12-23,2,1,-0.2734791287484375
2019-12-24,0,0,-0.1878621774984376
2019-12-25,0,0,-0.1344975967640626
2019-12-26,0,0,-0.09700941396562503
2019-12-27,1,0,-0.05687182125000001
2019-12-28,1,0,-0.04763015029687513
2019-12-29,0,0,-0.04075023969843757
2019-12-30,0,0,2.0
2019-12-31,0,0,-0.6000000000000001
