,rust-lang/rust,JuliaLang/julia,python/cpython
2023-07-18,84,8,13
2023-07-19,80,13,6
2023-07-20,96,4,12
2023-07-21,103,3,12
2023-07-22,94,4,40
2023-07-23,38,6,26
2023-07-24,100,12,20
2023-07-25,94,3,26
2023-07-26,83,7,18
2023-07-27,90,6,23
2023-07-28,78,2,14
2023-07-29,73,3,11
2023-07-30,103,0,2
2023-07-31,131,7,18
2023-08-01,87,5,10
2023-08-02,109,10,8
2023-08-03,96,10,9
2023-08-04,99,3,17
2023-08-05,70,3,7
2023-08-06,73,1,7
2023-08-07,88,2,19
2023-08-08,96,4,15
2023-08-09,73,9,12
2023-08-10,53,9,12
2023-08-11,72,6,11
2023-08-12,40,1,4
2023-08-13,49,0,4
2023-08-14,89,16,7
2023-08-15,98,3,12
2023-08-16,101,5,26
2023-08-17,57,5,15
2023-08-18,83,9,9
2023-08-19,47,3,7
2023-08-20,45,2,12
2023-08-21,67,11,27
2023-08-22,105,3,26
2023-08-23,60,7,22
2023-08-24,79,6,34
2023-08-25,56,10,20
2023-08-26,51,6,5
2023-08-27,46,2,11
2023-08-28,91,7,14
2023-08-29,70,2,33
2023-08-30,86,9,13
2023-08-31,62,16,16
2023-09-01,73,9,18
2023-09-02,72,1,18
2023-09-03,76,5,10
2023-09-04,34,0,12
2023-09-05,75,11,18
2023-09-06,88,8,24
2023-09-07,71,7,25
2023-09-08,103,5,19
2023-09-09,46,8,11
2023-09-10,64,1,13
2023-09-11,91,4,20
2023-09-12,67,4,27
2023-09-13,52,12,13
2023-09-14,85,13,13
2023-09-15,66,7,14
2023-09-16,65,5,4
2023-09-17,44,6,2
2023-09-18,91,9,12
2023-09-19,77,8,14
2023-09-20,72,12,12
2023-09-21,83,4,14
2023-09-22,124,7,24
2023-09-23,63,8,9
2023-09-24,62,2,5
2023-09-25,80,6,22
2023-09-26,54,5,20
2023-09-27,35,7,18
2023-09-28,112,5,17
2023-09-29,68,8,29
2023-09-30,46,8,13
2023-10-01,52,3,8
2023-10-02,100,4,18
2023-10-03,82,5,18
2023-10-04,85,3,21
2023-10-05,105,6,23
2023-10-06,113,9,10
2023-10-07,39,8,4
2023-10-08,53,2,5
2023-10-09,111,3,18
2023-10-10,90,5,27
2023-10-11,69,8,22
2023-10-12,67,4,17
2023-10-13,55,5,21
2023-10-14,72,3,13
2023-10-15,71,3,4
2023-10-16,83,9,15
2023-10-17,97,9,24
2023-10-18,78,5,13
2023-10-19,83,4,13
2023-10-20,66,26,18
2023-10-21,118,1,9
2023-10-22,78,1,6
2023-10-23,113,5,10
2023-10-24,87,13,13
2023-10-25,163,14,17
2023-10-26,75,8,11
2023-10-27,101,9,13
2023-10-28,61,12,5
2023-10-29,101,3,8
2023-10-30,114,4,18
2023-10-31,88,16,20
2023-11-01,47,16,18
2023-11-02,108,15,12
2023-11-03,53,9,17
2023-11-04,78,9,12
2023-11-05,34,4,4
2023-11-06,37,8,7
2023-11-07,63,3,14
2023-11-08,85,11,12
2023-11-09,49,11,17
2023-11-10,50,8,13
2023-11-11,38,3,2
2023-11-12,67,1,5
2023-11-13,73,3,13
2023-11-14,58,12,15
2023-11-15,90,7,19
2023-11-16,115,9,11
2023-11-17,75,14,15
2023-11-18,48,3,8
2023-11-19,65,6,11
2023-11-20,82,4,8
2023-11-21,93,9,8
2023-11-22,103,8,13
2023-11-23,77,8,4
2023-11-24,98,3,4
2023-11-25,116,10,9
2023-11-26,96,3,3
2023-11-27,75,5,25
2023-11-28,101,4,10
2023-11-29,81,2,6
2023-11-30,69,1,12
2023-12-01,70,2,16
2023-12-02,88,1,4
2023-12-03,55,1,13
2023-12-04,121,6,21
2023-12-05,122,15,18
2023-12-06,74,12,11
2023-12-07,76,16,21
2023-12-08,136,9,13
2023-12-09,55,3,7
2023-12-10,76,2,10
2023-12-11,84,12,14
2023-12-12,121,5,18
2023-12-13,62,8,21
2023-12-14,88,8,24
2023-12-15,115,7,12
2023-12-16,57,0,6
2023-12-17,39,0,7
2023-12-18,139,6,10
2023-12-19,96,8,11
2023-12-20,68,9,12
2023-12-21,55,9,17
2023-12-22,64,6,12
2023-12-23,93,7,7
2023-12-24,46,0,11
2023-12-25,28,4,3
2023-12-26,60,0,10
2023-12-27,39,3,13
2023-12-28,62,5,9
2023-12-29,53,2,2
2023-12-30,51,5,3
2023-12-31,45,1,2
2024-01-01,33,0,6
2024-01-02,63,8,11
2024-01-03,99,8,10
2024-01-04,129,5,6
2024-01-05,121,9,12
2024-01-06,87,16,12
2024-01-07,110,10,2
2024-01-08,93,18,18
2024-01-09,119,5,21
2024-01-10,73,6,25
2024-01-11,118,15,12
2024-01-12,70,7,24
2024-01-13,71,11,7
2024-01-14,75,9,5
2024-01-15,67,3,10
2024-01-16,90,12,30
2024-01-17,71,6,18
2024-01-18,98,11,20
2024-01-19,131,9,6
2024-01-20,81,6,10
2024-01-21,80,2,11
2024-01-22,122,7,20
2024-01-23,87,7,20
2024-01-24,57,9,11
2024-01-25,85,7,13
2024-01-26,117,4,25
2024-01-27,57,6,13
2024-01-28,50,4,4
2024-01-29,71,11,22
2024-01-30,114,19,18
2024-01-31,81,18,16
2024-02-01,33,12,23
2024-02-02,52,5,19
2024-02-03,42,4,12
2024-02-04,54,3,14
2024-02-05,80,9,16
2024-02-06,83,11,16
2024-02-07,91,14,9
2024-02-08,122,23,5
2024-02-09,161,6,10
2024-02-10,86,23,13
2024-02-11,113,12,16
2024-02-12,141,13,22
2024-02-13,151,19,16
2024-02-14,100,8,22
2024-02-15,107,10,26
2024-02-16,114,13,19
2024-02-17,119,9,20
2024-02-18,87,4,5
2024-02-19,128,4,16
2024-02-20,120,12,26
2024-02-21,125,10,17
2024-02-22,115,6,12
2024-02-23,93,10,14
2024-02-24,73,0,5
2024-02-25,94,3,15
2024-02-26,126,12,22
2024-02-27,134,8,5
2024-02-28,109,3,28
2024-02-29,161,8,22
2024-03-01,120,8,23
2024-03-02,73,2,5
2024-03-03,87,5,6
2024-03-04,117,9,18
2024-03-05,162,8,22
2024-03-06,127,5,16
2024-03-07,105,3,17
2024-03-08,110,8,12
2024-03-09,114,10,6
2024-03-10,112,3,4
2024-03-11,137,14,22
2024-03-12,126,9,22
2024-03-13,107,6,28
2024-03-14,160,9,25
2024-03-15,91,4,15
2024-03-16,77,0,12
2024-03-17,117,2,7
2024-03-18,111,2,25
2024-03-19,124,4,27
2024-03-20,98,6,12
2024-03-21,126,3,18
2024-03-22,165,6,13
2024-03-23,114,6,4
2024-03-24,109,0,6
2024-03-25,112,3,9
2024-03-26,98,8,16
2024-03-27,123,10,8
2024-03-28,85,7,18
2024-03-29,59,6,17
2024-03-30,64,2,0
2024-03-31,77,1,5
2024-04-01,81,4,9
2024-04-02,83,5,13
2024-04-03,109,7,20
2024-04-04,103,7,14
2024-04-05,87,8,8
2024-04-06,95,5,2
2024-04-07,55,3,4
2024-04-08,115,5,16
2024-04-09,86,6,16
2024-04-10,96,4,10
2024-04-11,118,5,19
2024-04-12,83,2,24
2024-04-13,56,4,7
2024-04-14,91,3,9
2024-04-15,144,5,18
2024-04-16,177,11,20
2024-04-17,105,3,29
2024-04-18,77,6,15
2024-04-19,99,4,21
2024-04-20,98,8,1
2024-04-21,70,1,7
2024-04-22,78,8,11
2024-04-23,90,10,14
2024-04-24,97,5,20
2024-04-25,82,10,14
2024-04-26,62,10,11
2024-04-27,66,2,4
2024-04-28,73,2,6
2024-04-29,87,6,22
2024-04-30,78,10,24
2024-05-01,42,4,25
2024-05-02,115,15,20
2024-05-03,100,4,24
2024-05-04,139,2,14
2024-05-05,75,2,21
2024-05-06,82,5,40
2024-05-07,41,12,40
2024-05-08,80,5,19
2024-05-09,78,10,18
2024-05-10,80,10,21
2024-05-11,125,1,4
2024-05-12,84,2,2
2024-05-13,81,13,8
2024-05-14,78,4,7
2024-05-15,83,5,6
2024-05-16,66,11,8
2024-05-17,72,7,4
2024-05-18,59,2,7
2024-05-19,79,2,7
2024-05-20,130,8,28
2024-05-21,92,6,24
2024-05-22,88,7,26
2024-05-23,123,7,10
2024-05-24,92,10,9
2024-05-25,58,6,9
2024-05-26,50,2,6
2024-05-27,77,3,13
2024-05-28,86,5,18
2024-05-29,111,12,23
2024-05-30,76,7,16
2024-05-31,53,9,22
2024-06-01,46,0,10
2024-06-02,50,0,7
2024-06-03,70,2,27
2024-06-04,129,10,27
2024-06-05,147,18,8
2024-06-06,95,4,10
2024-06-07,123,7,18
2024-06-08,66,10,7
2024-06-09,95,5,0
2024-06-10,63,11,8
2024-06-11,133,6,14
2024-06-12,136,6,18
2024-06-13,143,8,13
2024-06-14,87,9,9
2024-06-15,64,3,10
2024-06-16,91,0,9
2024-06-17,102,1,26
2024-06-18,106,8,22
2024-06-19,146,1,21
2024-06-20,87,6,15
2024-06-21,118,10,13
2024-06-22,84,4,6
2024-06-23,80,5,9
2024-06-24,122,4,20
2024-06-25,101,4,9
2024-06-26,55,5,17
2024-06-27,70,8,13
2024-06-28,110,4,8
2024-06-29,98,1,5
2024-06-30,93,0,4
2024-07-01,87,5,18
2024-07-02,120,4,10
2024-07-03,89,2,19
2024-07-04,118,4,11
2024-07-05,113,6,7
2024-07-06,99,5,5
2024-07-07,164,2,2
2024-07-08,96,2,14
2024-07-09,75,7,8
2024-07-10,77,4,15
2024-07-11,56,4,6
2024-07-12,102,3,2
2024-07-13,46,3,16
2024-07-14,65,2,12
2024-07-15,100,4,18
2024-07-16,117,8,19
2024-07-17,152,2,17
2024-07-18,141,6,14
2024-07-19,150,2,17
2024-07-20,76,3,6
2024-07-21,50,2,6
2024-07-22,129,6,11
2024-07-23,76,7,18
2024-07-24,95,13,9
2024-07-25,139,16,16
2024-07-26,119,9,13
2024-07-27,81,2,13
2024-07-28,71,3,4
2024-07-29,133,8,13
2024-07-30,94,8,14
2024-07-31,85,9,7
2024-08-01,80,10,8
2024-08-02,57,5,12
2024-08-03,102,8,9
2024-08-04,61,4,5
2024-08-05,129,7,4
2024-08-06,94,12,20
2024-08-07,135,4,17
2024-08-08,108,14,14
2024-08-09,96,7,5
2024-08-10,104,2,3
2024-08-11,57,1,9
2024-08-12,141,7,13
2024-08-13,135,4,9
2024-08-14,82,2,12
2024-08-15,62,5,9
2024-08-16,68,5,7
2024-08-17,72,3,11
2024-08-18,72,2,4
2024-08-19,70,8,7
2024-08-20,65,8,4
2024-08-21,67,2,9
2024-08-22,84,3,8
2024-08-23,63,3,13
2024-08-24,84,3,8
2024-08-25,83,7,9
2024-08-26,73,1,10
2024-08-27,117,5,11
2024-08-28,85,5,9
2024-08-29,105,11,4
2024-08-30,62,5,9
2024-08-31,100,10,9
2024-09-01,60,1,11
2024-09-02,86,6,13
2024-09-03,88,4,10
2024-09-04,36,15,15
2024-09-05,96,0,11
2024-09-06,92,4,17
2024-09-07,65,5,3
2024-09-08,49,2,3
2024-09-09,121,6,13
2024-09-10,74,8,9
2024-09-11,94,5,11
2024-09-12,88,8,13
2024-09-13,66,4,28
2024-09-14,61,2,4
2024-09-15,85,3,1
