,elastic/elasticsearch,meilisearch/meilisearch,typesense/typesense
2024-05-18,-12.1714619392,0.0,0
2024-05-19,-2.5023850496000044,0.0,0
2024-05-20,11.340600934399998,15.0,3
2024-05-21,17.8203773952,7.0,3
2024-05-22,26.7950994432,5.0,2
2024-05-23,22.180314624,3.0,0
2024-05-24,14.4867572736,0.0,2
2024-05-25,-10.6235573248,0.0,0
2024-05-26,-6.263290572800003,0.0,0
2024-05-27,25.2156039168,4.0,0
2024-05-28,22.459684761600002,11.0,3
2024-05-29,23.4299665408,8.0,4
2024-05-30,10.8943379456,18.0,0
2024-05-31,12.3507223552,0.0,1
2024-06-01,-10.13484544,0.0,0
2024-06-02,-2.272859955200003,0.0,0
2024-06-03,24.066990387199997,1.0,3
2024-06-04,24.711972249600002,3.0,3
2024-06-05,23.124322304000003,19.0,4
2024-06-06,8.928942387200001,38.0,4
2024-06-07,10.883053568,0.0,5
2024-06-08,-9.4661554176,1.0,0
2024-06-09,-6.034018201600003,0.0,0
2024-06-10,25.9755657216,6.0,1
2024-06-11,23.8933704704,6.0,4
2024-06-12,25.511945830400002,13.0,2
2024-06-13,17.7451147264,5.0,1
2024-06-14,-10.897773568000002,0.0,1
2024-06-15,-5.138662092800002,0.0,0
2024-06-16,-2.0354654208000014,0.0,1
2024-06-17,25.9631466496,4.0,2
2024-06-18,24.059105280000004,1.0,1
2024-06-19,18.629271552000002,1.0,1
2024-06-20,14.258708172800002,8.0,0
2024-06-21,32.7492959232,0.0,1
2024-06-22,-12.705345126400001,0.0,1
2024-06-23,-7.736046284800006,0.0,0
2024-06-24,13.838266163199997,6.0,1
2024-06-25,20.3211788288,10.0,1
2024-06-26,21.801390592,7.0,0
2024-06-27,17.2148461568,4.0,2
2024-06-28,22.123805695999998,0.0,0
2024-06-29,-12.073099878399999,0.0,0
2024-06-30,-5.067782041600003,0.0,0
2024-07-01,26.177895219199996,1.0,1
2024-07-02,29.308019712000004,8.0,4
2024-07-03,26.9483121664,0.0,2
2024-07-04,1.3042613247999988,2.0,3
2024-07-05,13.223127859199998,0.0,2
2024-07-06,-11.0105936896,0.0,0
2024-07-07,-5.1333958656000025,2.0,0
2024-07-08,30.726263705599997,8.0,0
2024-07-09,15.756772147200003,6.0,0
2024-07-10,17.3875357696,47.0,3
2024-07-11,19.783468134400003,12.0,1
2024-07-12,8.975245312,0.0,1
2024-07-13,-9.356603494400002,0.0,0
2024-07-14,-6.003935129600003,0.0,2
2024-07-15,24.017420287999997,7.0,0
2024-07-16,307.3266436096,8.0,2
2024-07-17,-36.92760473599999,5.0,0
2024-07-18,5.469671833599982,1.0,2
2024-07-19,3.2401491967999902,0.0,0
2024-07-20,-12.926226534400005,0.0,0
2024-07-21,-14.359226470400007,0.0,0
