,adblockplus/adblockplus,gorhill/ublock,brave/brave-browser
2017-08-09,0,1,-0.018957273750000003
2017-08-10,0,3,-0.015876716765625045
2017-08-11,0,3,-0.013583413232812524
2017-08-12,0,2,0.0
2017-08-13,0,2,0.0
2017-08-14,0,1,0.0
2017-08-15,0,1,0.0
2017-08-16,0,3,1.0
2017-08-17,0,5,-0.30000000000000004
2017-08-18,0,1,-0.10499999999999993
2017-08-19,0,0,-0.05949999999999997
2017-08-20,0,0,-0.0401625
2017-08-21,1,3,-0.029720249999999997
2017-08-22,1,3,-0.023280862499999996
2017-08-23,2,3,-0.018957273750000003
2017-08-24,0,3,-0.015876716765625045
2017-08-25,2,0,-0.013583413232812524
2017-08-26,0,0,0.0
2017-08-27,0,0,0.0
2017-08-28,2,1,0.0
2017-08-29,3,2,0.0
2017-08-30,0,9,0.0
2017-08-31,0,3,0.0
2017-09-01,0,2,2.0
2017-09-02,0,10,0.3999999999999999
2017-09-03,0,0,-0.5099999999999999
2017-09-04,1,7,-0.22399999999999987
2017-09-05,0,3,-0.13982499999999998
2017-09-06,0,0,0.900397
2017-09-07,0,0,-0.37628197500000005
2017-09-08,0,0,-0.16619540999999993
2017-09-09,0,0,-0.11021070728125007
2017-09-10,0,4,-0.08320604323125008
2017-09-11,0,5,-0.04330366323281252
2017-09-12,0,1,1.9767191375
2017-09-13,0,2,-0.6189572737500001
2017-09-14,2,3,-0.2258767167656249
2017-09-15,3,0,-0.13258341323281247
2017-09-16,0,7,-0.080325
2017-09-17,0,2,-0.05944049999999999
2017-09-18,1,4,-0.04656172499999999
2017-09-19,0,3,-0.037914547500000007
2017-09-20,0,4,0.96824656646875
2017-09-21,0,5,-0.3271668264656251
2017-09-22,3,0,0.895
2017-09-23,0,1,-0.35950000000000004
2017-09-24,0,0,-0.14516249999999992
2017-09-25,4,0,-0.08922024999999997
2017-09-26,1,7,-0.06344336249999999
2017-09-27,1,7,-0.04867752375
2017-09-28,4,4,-0.03915757926562504
2017-09-29,4,3,0.9674593130171875
2017-09-30,0,6,-0.31587671676562507
2017-10-01,0,3,-0.11858341323281245
2017-10-02,0,5,-0.05949999999999997
2017-10-03,0,0,-0.0401625
2017-10-04,0,6,2.97027975
2017-10-05,2,2,-0.9232808625000001
2017-10-06,1,5,-0.3339572737499998
2017-10-07,0,0,-0.19437671676562496
2017-10-08,0,1,-0.13407091323281253
2017-10-09,3,2,-0.08916074999999998
2017-10-10,3,0,-0.06984258749999998
2017-10-11,5,0,-0.05687182125000001
2017-10-12,0,1,-0.04763015029687513
2017-10-13,1,5,-0.04075023969843757
2017-10-14,0,0,1.0
2017-10-15,0,1,-0.30000000000000004
2017-10-16,0,0,-0.10499999999999993
2017-10-17,2,0,-0.05949999999999997
2017-10-18,0,3,0.9598375
2017-10-19,0,7,0.67027975
2017-10-20,2,1,-0.42828086249999997
2017-10-21,0,4,-0.1834572737499999
2017-10-22,0,3,-0.11553921676562501
2017-10-23,1,8,0.9165338367671875
2017-10-24,9,11,-0.35300111250000005
2017-10-25,1,4,-0.14723813624999993
2017-10-26,2,3,-0.09433399051562502
2017-10-27,2,1,0.9303773700015624
2017-10-28,0,3,-0.3433036632328126
2017-10-29,0,3,-0.12828086249999993
2017-10-30,0,0,-0.07845727374999997
2017-10-31,0,4,-0.05603921676562504
2017-11-01,0,0,-0.04330366323281252
2017-11-02,3,3,-0.023280862499999996
2017-11-03,2,2,-0.018957273750000003
2017-11-04,0,0,-0.015876716765625045
2017-11-05,0,4,-0.013583413232812524
2017-11-06,0,0,0.0
2017-11-07,0,3,0.0
2017-11-08,1,4,1.0
2017-11-09,0,5,-0.30000000000000004
2017-11-10,0,7,8.895
2017-11-11,0,4,-2.7595
2017-11-12,0,2,0.014837500000000614
2017-11-13,0,2,-0.8652202499999998
2017-11-14,1,3,-0.4897433624999999
2017-11-15,0,2,-0.3459395237499999
2017-11-16,1,3,0.734433020734375
2017-11-17,0,0,-0.5139191269828126
2017-11-18,0,1,-0.27117131339062533
2017-11-19,0,0,1.7992920071546874
2017-11-20,0,3,-0.6560392167656252
2017-11-21,1,4,-0.2533036632328124
2017-11-22,1,2,-0.14228086249999994
2017-11-23,2,0,-0.09928227375
2017-11-24,3,2,-0.07531721676562504
2017-11-25,0,0,-0.06014513823281251
2017-11-26,0,0,-0.037914547500000007
2017-11-27,0,4,-0.03175343353125009
2017-11-28,2,0,-0.027166826465625047
2017-11-29,0,4,0.0
2017-11-30,1,4,0.0
2017-12-01,0,2,0.0
2017-12-02,0,0,0.0
2017-12-03,0,2,0.0
2017-12-04,0,0,0.0
2017-12-05,1,5,0.0
2017-12-06,1,0,1.0
2017-12-07,0,1,-0.30000000000000004
2017-12-08,1,4,-0.10499999999999993
2017-12-09,0,0,-0.05949999999999997
2017-12-10,0,2,-0.0401625
2017-12-11,0,0,-0.029720249999999997
2017-12-12,1,0,-0.023280862499999996
2017-12-13,1,2,-0.018957273750000003
2017-12-14,1,4,-0.015876716765625045
2017-12-15,0,4,-0.013583413232812524
2017-12-16,0,0,0.0
2017-12-17,0,5,0.0
2017-12-18,0,0,0.0
2017-12-19,1,0,1.0
2017-12-20,2,0,-0.30000000000000004
2017-12-21,0,1,-0.10499999999999993
2017-12-22,0,6,-0.05949999999999997
2017-12-23,0,1,-0.0401625
2017-12-24,0,0,-0.029720249999999997
2017-12-25,0,0,-0.023280862499999996
2017-12-26,0,0,-0.018957273750000003
2017-12-27,0,1,-0.015876716765625045
2017-12-28,0,3,-0.013583413232812524
2017-12-29,0,7,6.0
2017-12-30,0,12,-1.8000000000000003
2017-12-31,0,4,-0.6299999999999996
2018-01-01,0,4,-0.3569999999999998
2018-01-02,0,0,0.7590250000000001
2018-01-03,0,5,-0.4783215
2018-01-04,0,5,-0.2446851749999999
2018-01-05,0,3,-0.1732436425
2018-01-06,0,1,-0.13542280059375025
2018-01-07,0,4,-0.11122072939687513
2018-01-08,1,6,-0.023280862499999996
2018-01-09,1,3,-0.018957273750000003
2018-01-10,0,4,-0.015876716765625045
2018-01-11,0,3,-0.013583413232812524
2018-01-12,1,1,0.0
2018-01-13,0,7,0.0
2018-01-14,0,0,1.0
2018-01-15,0,1,-0.30000000000000004
2018-01-16,0,3,-0.10499999999999993
2018-01-17,0,0,-0.05949999999999997
2018-01-18,0,1,2.9598375
2018-01-19,0,0,-0.9297202500000001
2018-01-20,0,1,0.6617191375000002
2018-01-21,0,0,-0.49745727374999993
2018-01-22,1,0,-0.24136421676562497
2018-01-23,0,0,-0.1622441632328125
2018-01-24,0,0,-0.11000508749999999
2018-01-25,2,0,-0.08659207125000001
2018-01-26,0,0,-0.07091101279687513
2018-01-27,0,0,-0.059707513448437576
2018-01-28,0,0,-0.015876716765625045
2018-01-29,0,0,1.9864165867671875
2018-01-30,0,1,2.4
2018-01-31,1,3,-1.1099999999999999
2018-02-01,0,0,-0.4339999999999997
2018-02-02,0,0,-0.2588249999999999
2018-02-03,0,5,-0.17992799999999998
2018-02-04,0,1,-0.13572247499999998
2018-02-05,0,1,-0.10775713499999999
2018-02-06,0,0,0.91137474521875
2018-02-07,0,0,-0.37479697676250023
2018-02-08,1,1,-0.1457502396984375
2018-02-09,0,0,3.9405
2018-02-10,0,0,3.7598374999999997
2018-02-11,0,0,-1.94972025
2018-02-12,0,5,-0.7862808624999995
2018-02-13,0,0,-0.47710727374999984
2018-02-14,2,0,0.664429783234375
2018-02-15,0,5,0.4446918867671874
2018-02-16,0,6,1.4027665925
2018-02-17,0,0,-0.9227932358125002
2018-02-18,0,4,-0.44337973675937514
2018-02-19,0,0,3.7432001838359374
2018-02-20,0,1,1.6666738874999998
2018-02-21,1,3,-0.4216786362499998
2018-02-22,1,0,-0.9343957155156248
2018-02-23,1,4,-0.5115246774984374
2018-02-24,0,6,-0.34420534676406256
2018-02-25,0,1,-0.249613526465625
2018-02-26,0,10,-0.17539193250000001
2018-02-27,0,3,-0.14365955081250018
2018-02-28,0,8,1.8790789230218747
2018-03-01,0,10,-0.6566269564640627
2018-03-02,0,3,0.7764165867671876
2018-03-03,0,0,-0.419
2018-03-04,0,11,-0.1853249999999999
2018-03-05,0,8,-0.11894049999999996
2018-03-06,2,5,1.913275775
2018-03-07,3,2,1.3323652025
2018-03-08,0,0,-0.86503429603125
2018-03-09,0,0,-0.3751241002156248
2018-03-10,0,0,-0.215201716765625
2018-03-11,0,8,-0.15334891323281252
2018-03-12,1,9,-0.10600222499999998
2018-03-13,2,4,-0.0844762725
2018-03-14,1,5,4.93033201896875
2018-03-15,0,0,-1.5589202599968754
2018-03-16,1,10,-0.5521668264656248
2018-03-17,0,11,-0.2974999999999999
2018-03-18,0,5,-0.20081249999999998
2018-03-19,0,2,-0.14860125
2018-03-20,0,0,6.8835956875
2018-03-21,1,4,-1.1947863687500004
2018-03-22,1,0,-1.1143835838281246
2018-03-23,1,6,0.4105829338359377
2018-03-24,0,0,-0.6406375
2018-03-25,0,0,-0.3532042499999999
2018-03-26,0,0,4.7478137125
2018-03-27,1,8,0.3038557212499997
2018-03-28,0,11,7.715185458890625
2018-03-29,0,0,-3.341741471895313
2018-03-30,0,10,-1.2973531869828119
2018-03-31,0,13,-0.7803029667656247
2018-04-01,0,3,-0.5508907257328124
2018-04-02,0,11,0.59116965625
2018-04-03,0,0,-0.6268258938281253
2018-04-04,1,2,-0.3752859634453127
2018-04-05,0,6,-0.22955727735625042
2018-04-06,0,8,2.8375867809046875
2018-04-07,0,2,-0.9297202500000001
2018-04-08,0,1,-0.3382808624999998
2018-04-09,0,13,-0.1974572737499999
2018-04-10,0,10,-0.13636421676562505
2018-04-11,0,5,-0.1027441632328125
2018-04-12,0,10,0.9301574125000001
2018-04-13,0,1,0.64312817875
2018-04-14,0,7,-0.4526301502968751
2018-04-15,0,7,-0.20525023969843748
2018-04-16,0,0,-0.09966249999999996
2018-04-17,0,0,3.93011725
2018-04-18,0,3,-1.2530011125000002
2018-04-19,0,2,-0.4622381362499997
2018-04-20,0,8,0.727166009484375
2018-04-21,0,3,-0.4901101299984376
2018-04-22,0,5,0.7625355867671876
2018-04-23,0,4,0.5473765500000001
2018-04-24,1,8,-0.5209915949999999
2018-04-25,0,3,-0.25772711706250007
2018-04-26,1,3,-0.17727701543125005
2018-04-27,0,15,-0.08884002375
2018-04-28,0,6,-0.06887782926562504
2018-04-29,0,5,-0.055821549482812524
2018-04-30,0,5,-0.03483399051562505
2018-05-01,0,6,-0.02946012999843757
2018-05-02,0,8,0.9864165867671875
2018-05-03,0,2,-0.30000000000000004
2018-05-04,0,3,-0.10499999999999993
2018-05-05,0,2,-0.05949999999999997
2018-05-06,0,5,-0.0401625
2018-05-07,0,4,-0.029720249999999997
2018-05-08,0,7,0.9767191375000001
2018-05-09,0,1,0.68104272625
2018-05-10,0,4,-0.420876716765625
2018-05-11,0,1,-0.1780834132328124
2018-05-12,0,1,0.9003375
2018-05-13,0,0,-0.36988275000000004
2018-05-14,0,4,-0.15800111249999993
2018-05-15,0,4,-0.10173813624999997
2018-05-16,0,6,1.925003509484375
2018-05-17,0,6,-0.6591803799984377
2018-05-18,0,5,-0.2468642757328124
2018-05-19,0,0,-0.13795727374999994
2018-05-20,0,9,-0.09620171676562504
2018-05-21,0,0,0.9269760867671875
2018-05-22,0,1,0.653438275
2018-05-23,0,0,-0.4429145475
2018-05-24,0,0,-0.19625343353125
2018-05-25,0,2,1.873170673534375
2018-05-26,0,0,-0.6698827500000001
2018-05-27,0,2,-0.26300111249999986
2018-05-28,0,3,0.8387618637500001
2018-05-29,0,1,0.5848410094843749
2018-05-30,15,3,-0.49390062999843753
2018-05-31,0,4,-0.2246451382328124
2018-06-01,0,8,1.8624229525
2018-06-02,0,0,-0.7016361835312501
2018-06-03,0,6,0.7098320610343751
2018-06-04,0,4,4.5387618637500005
2018-06-05,1,0,-1.7201589905156252
2018-06-06,0,0,1.3265993700015628
2018-06-07,0,0,1.0021923617671875
2018-06-08,0,0,2.9215527025
2018-06-09,0,0,-1.7326355460312501
2018-06-10,0,1,-0.7818534127156247
2018-06-11,0,0,-0.4884285855156249
2018-06-12,0,2,5.640380777939062
2018-06-13,0,0,3.928725661335937
2018-06-14,0,3,-2.59279143103125
2018-06-15,0,0,4.878250645003126
2018-06-16,0,0,-2.488648693528125
2018-06-17,0,0,-1.1036301529312496
2018-06-18,0,0,0.32499332500000033
2018-06-19,0,0,2.2055961825
2018-06-20,0,0,1.6076745569062496
2018-06-21,0,2,-1.5909459549906253
2018-06-22,0,1,3.2710933781031253
2018-06-23,0,1,0.3760319494062496
2018-06-24,0,3,-1.334429591896875
2018-06-25,0,0,8.37403938875
2018-06-26,0,4,4.877758874484375
2018-06-27,0,0,2.3377086152203126
2018-06-28,0,2,0.5835556600046878
2018-06-29,0,0,2.169396440301563
2018-06-30,0,0,3.0327963354375003
2018-07-01,0,0,-0.33735184896250026
2018-07-02,0,0,-0.5505006902156246
2018-07-03,0,0,1.974072684109375
2018-07-04,0,5,-2.434207795720313
2018-07-05,0,2,-1.23397001395625
2018-07-06,0,4,3.213035359790625
2018-07-07,0,0,-1.7373939667593756
2018-07-08,0,1,-0.8054919130078125
2018-07-09,0,1,-0.49816862719375016
2018-07-10,0,3,-0.3089827682296876
2018-07-11,0,0,4.790445306471875
2018-07-12,0,0,0.35254289706874964
2018-07-13,0,0,0.7991709050000002
2018-07-14,0,0,-1.1710068670625
2018-07-15,0,0,-0.5841461529312499
2018-07-16,0,4,1.65207375
2018-07-17,0,1,3.1438301875
2018-07-18,2,1,3.38921140625
2018-07-19,0,6,-0.20285985632812498
2018-07-20,0,10,16.419089952804686
2018-07-21,0,4,-6.186510759996875
2018-07-22,0,11,-1.4024220514656238
2018-07-23,0,6,1.2690357525000004
2018-07-24,0,2,8.98864765896875
2018-07-25,0,3,-2.441486287278126
2018-07-26,2,2,3.435650190740626
2018-07-27,3,0,-0.2556091771953124
2018-07-28,0,0,-2.5161768407468754
2018-07-29,0,0,1.587450950559375
2018-07-30,0,1,2.292246474484375
2018-07-31,0,0,-0.13011429977968758
2018-08-01,0,0,-1.6806545966203128
2018-08-02,0,3,0.0667552909078124
2018-08-03,0,0,0.15189030169062478
2018-08-04,0,0,-0.8031792171937502
2018-08-05,0,0,-0.41468601094843743
2018-08-06,0,3,1.7303165297031249
2018-08-07,0,0,0.1879455957390621
2018-08-08,0,0,1.3509118010374999
2018-08-09,0,1,4.106595037284375
2018-08-10,0,0,1.115341009484375
2018-08-11,0,4,-1.6730631299984373
2018-08-12,0,7,0.21730961176718777
2018-08-13,0,3,-0.7999484099999999
2018-08-14,0,14,-0.47136118228124996
2018-08-15,0,7,3.65397684676875
2018-08-16,0,0,-1.4501283030140628
2018-08-17,0,0,1.38685751845625
2018-08-18,0,1,-0.9768280789609377
2018-08-19,0,0,-0.4303575134484374
2018-08-20,0,0,1.7462422832343751
2018-08-21,0,6,-0.7870318632328126
2018-08-22,1,3,-0.3452695949999999
2018-08-23,0,0,-0.2290685920625001
2018-08-24,1,4,1.8274267995687499
2018-08-25,0,4,0.30880606646874986
2018-08-26,0,0,-0.583728551465625
2018-08-27,0,3,-0.2619145474999999
2018-08-28,1,0,1.82842156646875
2018-08-29,0,3,0.27323017353437484
2018-08-30,0,1,-0.5862819749999999
2018-08-31,0,5,0.7148045900000002
2018-09-01,0,5,0.5094642927187499
2018-09-02,0,1,-0.5476465432312501
2018-09-03,1,9,1.7456346117671875
2018-09-04,0,3,-0.76085791
2018-09-05,0,2,-0.33059345728124995
2018-09-06,1,2,1.78495534426875
2018-09-07,2,7,0.26385345051718745
2018-09-08,0,0,1.395725509484375
2018-09-09,0,8,2.0999781450015624
2018-09-10,1,0,-0.3013229607328125
2018-09-11,2,6,3.13464356646875
2018-09-12,0,0,-0.667273801465625
2018-09-13,69,0,0.9793765900000002
2018-09-14,2,1,0.8304043177187501
2018-09-15,0,1,-1.21067092823125
2018-09-16,0,0,-0.6135330305140624
2018-09-17,0,0,2.5840770494875
2018-09-18,1,5,-1.1955024139640629
2018-09-19,0,1,-0.5170497790453125
2018-09-20,3,2,-0.33318664219687505
2018-09-21,1,4,0.7962611057359374
2018-09-22,0,0,0.5519189900031248
2018-09-23,0,2,1.497990586034375
2018-09-24,1,0,1.17862817875
2018-09-25,4,0,-0.957292650296875
2018-09-26,7,4,6.5603670103015626
2018-09-27,0,0,8.6476738875
2018-09-28,1,0,-1.2170036362500003
2018-09-29,0,3,-2.612336215515624
2018-09-30,0,0,-0.3645739024984369
2018-10-01,0,1,5.788419355735938
2018-10-02,1,1,0.12570345250312442
2018-10-03,0,0,-0.1996179802156246
2018-10-04,3,1,-0.761172116109375
2018-10-05,7,0,1.6740426516984372
2018-10-06,0,0,-1.672857808357813
2018-10-07,0,0,-0.7666593009484373
2018-10-08,1,0,2.503476779484375
2018-10-09,0,0,4.7216382731578115
2018-10-10,1,0,-2.408070202926563
2018-10-11,0,0,2.030196465520313
2018-10-12,1,0,-1.47740286448125
2018-10-13,0,0,-0.7063493135296874
2018-10-14,0,0,2.5325856728015625
2018-10-15,0,1,-1.2170444962500002
2018-10-16,0,0,4.434465457203125
2018-10-17,1,2,5.115646872207812
2018-10-18,0,3,15.116140199353126
2018-10-19,0,3,-6.569290900296875
