,facebook/react,sveltejs/svelte,angular/angular
2022-08-23,1.62350848,2,4.0
2022-08-24,3.394720768,0,4.0
2022-08-25,5.8941874175999995,0,2.0
2022-08-26,-1.9189197824,0,4.0
2022-08-27,0.10797813759999941,0,0.0
2022-08-28,-0.7712968704000003,0,0.0
2022-08-29,-0.48951603200000016,1,0.0
2022-08-30,0.6308222975999999,0,1.0
2022-08-31,3.5144467456,0,0.0
2022-09-01,2.8934874112000006,1,0.0
2022-09-02,-1.3390201855999995,4,1.0
2022-09-03,-0.6498121728000001,1,1.0
2022-09-04,-0.36632371200000013,2,0.0
2022-09-05,-0.2694421504000001,0,0.0
2022-09-06,1.7992140799999998,0,51.0
2022-09-07,1.4361902080000002,0,5.0
2022-09-08,2.3022729216,2,2.0
2022-09-09,9.0365717504,0,7.0
2022-09-10,-1.4530774015999999,1,0.0
2022-09-11,-1.262272000000001,12,0.0
2022-09-12,4.2472704,0,4.0
2022-09-13,9.464680959999999,11,7.0
2022-09-14,-0.01287526399999983,0,2.0
2022-09-15,3.945681715199999,2,5.0
2022-09-16,0.6062021631999999,0,2.0
2022-09-17,-1.9194918911999999,0,0.0
2022-09-18,-1.1509212160000002,0,0.0
2022-09-19,1.2559722495999996,0,16.0
2022-09-20,-0.9734348799999998,0,2.0
2022-09-21,0.3694274560000006,2,5.0
2022-09-22,1.3608272896000004,1,0.0
2022-09-23,4.2782855168000005,0,7.0
2022-09-24,-0.37705123839999954,0,0.0
2022-09-25,-0.8078656512000003,0,0.0
2022-09-26,-0.44658944000000034,0,2.0
2022-09-27,2.683723776,0,7.0
2022-09-28,1.1559969792000002,1,2.0
2022-09-29,6.1840788479999995,0,16.0
2022-09-30,6.149692825600001,1,5.0
2022-10-01,-0.4706039808,0,0.0
2022-10-02,-1.5965424640000005,0,0.0
2022-10-03,7.095972249599999,1,4.0
2022-10-04,18.76481024,0,12.0
2022-10-05,3.6684938240000005,6,7.0
2022-10-06,-0.2631729152000011,5,26.0
2022-10-07,-2.098724044800001,5,10.0
2022-10-08,-2.0981285888,0,0.0
2022-10-09,-1.4026166272000005,0,0.0
2022-10-10,-0.001581260800000539,1,14.0
2022-10-11,3.009833984,0,17.0
2022-10-12,0.45851156480000155,0,9.0
2022-10-13,5.752518553600001,11,5.0
2022-10-14,9.0276982784,3,0.0
2022-10-15,0.9197988864000002,1,0.0
2022-10-16,-1.218242150400001,4,0.0
2022-10-17,10.56708608,1,11.0
2022-10-18,8.656695808,0,0.0
2022-10-19,1.9298287615999996,0,15.0
2022-10-20,-3.293600665600001,1,1.0
2022-10-21,5.121702195199999,0,3.0
2022-10-22,3.2686820352000003,0,0.0
2022-10-23,5.2751819776,0,0.0
2022-10-24,5.918252646399999,0,5.0
2022-10-25,-0.47401533439999977,0,6.0
2022-10-26,-2.5081970688,0,7.0
2022-10-27,17.5270239232,1,2.0
2022-10-28,-2.7665639423999995,0,4.0
2022-10-29,0.38367129599999883,0,0.0
2022-10-30,-1.2414926848000003,0,0.0
2022-10-31,-0.5779446783999997,1,0.0
2022-11-01,3.7435916288,0,5.0
2022-11-02,0.1765935104000005,0,1.0
2022-11-03,3.6419186688,1,2.0
2022-11-04,7.172357632000001,0,21.0
2022-11-05,-2.8264380415999995,0,0.0
2022-11-06,-1.2603373568000007,0,0.0
2022-11-07,6.1780615168,3,5.0
2022-11-08,4.0175717376,0,6.0
2022-11-09,2.7897706496,5,6.0
2022-11-10,4.824385024,5,1.0
2022-11-11,1.4275822592000003,0,3.0
2022-11-12,-2.17218816,0,0.0
2022-11-13,0.7675582463999995,0,0.0
2022-11-14,0.8040601599999997,0,5.0
2022-11-15,4.822429696,0,1.0
2022-11-16,4.040609075200001,0,3.0
2022-11-17,12.8098430976,0,20.0
2022-11-18,-1.1170396159999996,0,4.0
2022-11-19,-1.526365900800001,0,0.0
2022-11-20,-1.6394044416000007,0,0.0
2022-11-21,12.933582335999999,0,10.0
2022-11-22,6.3903127552,0,91.0
2022-11-23,-2.7494652928,0,21.0
2022-11-24,3.8261344255999994,0,0.0
2022-11-25,-1.5922407423999996,0,0.0
2022-11-26,-1.6686341120000001,0,0.0
2022-11-27,-0.9947589632000002,0,0.0
2022-11-28,4.2711325696,0,17.0
2022-11-29,3.422060032000001,0,21.0
2022-11-30,0.11651645440000102,0,6.0
2022-12-01,6.698929664,0,7.0
2022-12-02,4.716277657600001,1,14.0
2022-12-03,-2.5208838144000003,5,4.0
2022-12-04,-1.253493350400001,0,4.0
2022-12-05,7.1573503999999994,13,13.0
2022-12-06,4.76308224,4,15.0
2022-12-07,1.449678848,1,9.0
2022-12-08,1.8864624639999996,0,3.0
2022-12-09,3.0166725632,0,17.0
2022-12-10,-2.1519567871999996,0,1.0
2022-12-11,-1.1558678528000006,1,0.0
2022-12-12,6.245040639999999,0,14.0
2022-12-13,4.014552064,1,12.0
2022-12-14,11.762429132800001,0,9.0
2022-12-15,6.0693128192,1,2.0
2022-12-16,-0.8352618496000006,1,0.0
2022-12-17,-1.5741679616000006,0,0.0
2022-12-18,0.25103564799999933,0,0.0
2022-12-19,0.4414361599999994,1,71.0
2022-12-20,13.547562496,1,0.0
2022-12-21,9.018918195200001,0,2.0
2022-12-22,8.5044663296,4,0.0
2022-12-23,-1.8679289855999999,0,1.0
2022-12-24,-3.044712960000001,0,2.0
2022-12-25,-1.8103468032000007,0,0.0
2022-12-26,-1.2942982144000004,0,0.0
2022-12-27,-1.0059573248000004,0,0.0
2022-12-28,-0.8029841407999994,0,0.0
2022-12-29,-0.6554142719999989,0,0.0
2022-12-30,-0.3999219711999988,0,0.0
2022-12-31,-0.20526469119999935,1,0.0
2023-01-01,-0.03740805119999989,2,0.0
2023-01-02,0.0,10,7.0
2023-01-03,3.0,2,2.0
2023-01-04,12.4,0,17.0
2023-01-05,3.16,0,15.0
2023-01-06,-1.3840000000000008,0,1.0
2023-01-07,-1.404800000000001,0,0.0
2023-01-08,-0.8814080000000004,0,0.0
2023-01-09,10.357145599999999,1,2.0
2023-01-10,7.296829440000001,6,17.0
2023-01-11,8.708680703999999,0,19.0
2023-01-12,6.9255625728000005,1,20.0
2023-01-13,3.7250454528,0,11.0
2023-01-14,0.23790018559999915,0,0.0
2023-01-15,-1.8637461504000012,0,0.0
2023-01-16,0.02948607999999897,0,0.0
2023-01-17,3.205626368,0,7.0
2023-01-18,2.7444345856000005,0,8.0
2023-01-19,12.721285632,0,2.0
2023-01-20,4.742238003200001,0,3.0
2023-01-21,-3.7994722304,0,0.0
2023-01-22,-1.9507699712000008,0,0.0
2023-01-23,6.736057446399999,0,2.0
2023-01-24,5.4865376256000005,0,19.0
2023-01-25,8.0422331392,1,12.0
2023-01-26,1.203954688,0,8.0
2023-01-27,0.03669708799999993,1,7.0
2023-01-28,-1.3176176640000001,4,0.0
2023-01-29,-1.5295425536000005,0,0.0
2023-01-30,10.028259839999999,1,0.0
2023-01-31,24.048287744,0,2.0
2023-02-01,4.106597580800001,0,0.0
2023-02-02,7.682524364799999,2,25.0
2023-02-03,4.574089625599999,1,2.0
2023-02-04,-4.878532608,0,0.0
2023-02-05,-2.7595845632000016,3,0.0
2023-02-06,5.052063129599999,0,12.0
2023-02-07,11.092028928000001,3,3.0
2023-02-08,7.407240601600002,0,10.0
2023-02-09,6.224727347200001,0,3.0
2023-02-10,13.439329689600001,0,11.0
2023-02-11,-6.0111306751999996,0,0.0
2023-02-12,-1.9963991040000018,0,0.0
2023-02-13,6.8554777599999985,1,7.0
2023-02-14,10.651470336,7,12.0
2023-02-15,-0.7441988607999992,0,3.0
2023-02-16,16.7132642304,2,14.0
2023-02-17,4.067486003200001,0,18.0
2023-02-18,-4.9087944704,0,1.0
2023-02-19,-2.6771382272000013,0,0.0
2023-02-20,6.293124607999999,0,2.0
2023-02-21,5.0926319616,12,9.0
2023-02-22,0.7147049984000007,7,8.0
2023-02-23,-0.5989441536000002,6,5.0
2023-02-24,1.1203011584000007,2,5.0
2023-02-25,1.181647872000001,0,0.0
2023-02-26,-1.5628119040000001,3,0.0
2023-02-27,6.147811839999999,14,14.0
2023-02-28,2.9718973440000003,10,23.0
2023-03-01,4.939171020800001,7,15.0
2023-03-02,4.5349465088,5,10.0
2023-03-03,19.3740806144,0,12.0
2023-03-04,5.238366003200001,2,0.0
2023-03-05,-1.882452787200001,0,0.0
2023-03-06,22.7920089088,1,12.0
2023-03-07,1.785698816,0,7.0
2023-03-08,13.623895347199998,3,12.0
2023-03-09,4.119322624,1,10.0
2023-03-10,1.1126879231999993,2,0.0
2023-03-11,1.1903685631999998,0,0.0
2023-03-12,-3.1707435008000004,0,0.0
2023-03-13,6.324936089599999,1,2.0
2023-03-14,-0.6360722431999988,7,18.0
2023-03-15,9.2516310016,7,2.0
2023-03-16,5.0263977984000014,2,14.0
2023-03-17,6.131821670400001,2,12.0
2023-03-18,-1.9864899584,1,0.0
2023-03-19,-2.4862056448000005,1,0.0
2023-03-20,6.448337305599999,2,8.0
2023-03-21,9.3002914816,3,24.0
2023-03-22,15.0950728704,0,23.0
2023-03-23,-0.761761075199999,1,12.0
2023-03-24,8.1459535872,1,7.0
2023-03-25,-1.6094427136,0,0.0
2023-03-26,-3.0617313280000005,0,0.0
2023-03-27,14.125317939199999,6,9.0
2023-03-28,4.418750464,2,10.0
2023-03-29,3.8166089728,2,19.0
2023-03-30,18.0826140672,5,23.0
2023-03-31,8.4171367424,0,9.0
2023-04-01,-5.140755456000001,0,1.0
2023-04-02,-2.4742801408000012,4,0.0
2023-04-03,1.5644172287999991,3,4.0
2023-04-04,11.460233728,0,41.0
2023-04-05,7.501513625600001,3,15.0
2023-04-06,3.3227183104,0,11.0
2023-04-07,-0.08255006719999969,0,1.0
2023-04-08,-3.1160409087999996,0,0.0
2023-04-09,-0.7647738880000006,0,0.0
2023-04-10,8.6522008576,0,5.0
2023-04-11,10.0291721216,9,36.0
2023-04-12,-2.1680004095999994,2,15.0
2023-04-13,0.4820475904000001,0,9.0
2023-04-14,0.9220232192000006,0,8.0
2023-04-15,0.19410554880000008,2,0.0
2023-04-16,-1.4542601216000004,0,0.0
2023-04-17,6.094898688,1,28.0
2023-04-18,5.909340569600001,25,46.0
2023-04-19,8.2893184,3,25.0
2023-04-20,9.469984460800001,3,3.0
2023-04-21,8.741060403199999,0,1.0
2023-04-22,-1.729976627200001,0,0.0
2023-04-23,-1.047073075200001,0,0.0
2023-04-24,4.711447859199999,1,19.0
2023-04-25,6.066387456,0,8.0
2023-04-26,14.4570765312,4,16.0
2023-04-27,1.4565506048000003,2,6.0
2023-04-28,-1.1638088704000005,1,7.0
2023-04-29,-0.9459315712,0,0.0
2023-04-30,-2.1927437312,2,0.0
2023-05-01,4.6326222848,0,34.0
2023-05-02,8.7787364352,2,13.0
2023-05-03,8.5117345792,0,8.0
2023-05-04,3.8299515904000003,7,13.0
2023-05-05,-1.7064000511999997,5,0.0
2023-05-06,-2.3031180288000006,0,0.0
2023-05-07,-0.41685227520000057,0,0.0
2023-05-08,7.7775521792,6,22.0
2023-05-09,1.3308462080000005,2,21.0
2023-05-10,0.7812960256000001,1,11.0
2023-05-11,6.128313241600001,2,5.0
2023-05-12,3.3414766592000005,2,6.0
2023-05-13,-2.4971830272,4,0.0
2023-05-14,-1.292668620800001,2,0.0
2023-05-15,4.118148607999999,2,12.0
2023-05-16,0.3231599616000005,3,9.0
2023-05-17,13.6627984384,2,8.0
2023-05-18,5.2489729024,1,1.0
2023-05-19,-2.5180700672,4,9.0
2023-05-20,-0.02096107520000068,1,0.0
2023-05-21,-1.6440321024000004,1,0.0
2023-05-22,1.9810687999999994,4,11.0
2023-05-23,3.628352,7,18.0
2023-05-24,2.138381824,2,10.0
2023-05-25,8.1914043392,9,7.0
2023-05-26,0.9648860160000012,10,0.0
2023-05-27,-2.1970733056000005,4,0.0
2023-05-28,-1.1646111744000007,0,0.0
2023-05-29,-0.8080068608000004,1,0.0
2023-05-30,1.400728064,7,21.0
2023-05-31,12.1165145088,0,7.0
2023-06-01,2.8691200000000006,6,18.0
2023-06-02,2.4025385984,0,2.0
2023-06-03,-0.35344435200000035,0,0.0
2023-06-04,1.3742505983999995,2,0.0
2023-06-05,11.425574399999999,1,0.0
2023-06-06,3.4433561599999996,0,9.0
2023-06-07,-0.15027558400000096,2,8.0
2023-06-08,7.6484447232,5,8.0
2023-06-09,-2.463327027199999,2,2.0
2023-06-10,-0.9530625024000006,1,0.0
2023-06-11,-1.4470287360000005,0,0.0
2023-06-12,0.028241203199999676,2,19.0
2023-06-13,4.058818252800001,1,15.0
2023-06-14,2.3429803008000007,8,24.0
2023-06-15,11.4063194112,2,4.0
2023-06-16,9.5877593088,9,2.0
2023-06-17,-4.181543936000001,2,0.0
2023-06-18,-1.9733658624000014,2,3.0
2023-06-19,-1.2944840704000007,8,8.0
2023-06-20,12.050495488,10,15.0
2023-06-21,-0.34965719039999943,10,11.0
2023-06-22,7.754480639999999,25,12.0
2023-06-23,2.6790349824000006,7,6.0
2023-06-24,-2.9299418111999995,3,0.0
2023-06-25,-1.5548695552000005,2,0.0
2023-06-26,0.03381759999999945,5,17.0
2023-06-27,6.0617062399999995,4,7.0
2023-06-28,2.924675584000001,6,3.0
2023-06-29,-0.10510469119999977,5,1.0
2023-06-30,1.5475545088000002,4,18.0
2023-07-01,-1.4717557759999995,0,0.0
2023-07-02,0.2220030975999997,2,0.0
2023-07-03,4.30119168,9,0.0
2023-07-04,-0.46689075199999985,2,0.0
2023-07-05,4.0367174656,4,6.0
2023-07-06,19.3920361472,7,1.0
2023-07-07,-3.983438336,2,0.0
2023-07-08,4.630189363199999,0,0.0
2023-07-09,-2.8380147712,2,0.0
2023-07-10,-1.5607301120000008,10,8.0
2023-07-11,4.8906653696,3,19.0
2023-07-12,2.9488911360000003,0,0.0
2023-07-13,5.8809501696,2,15.0
2023-07-14,7.187582976000002,1,15.0
2023-07-15,-3.4763311103999994,0,0.0
2023-07-16,-1.6183993344000007,1,0.0
2023-07-17,0.9136617471999997,2,19.0
2023-07-18,-0.14399232000000017,5,10.0
2023-07-19,0.05024972800000005,3,12.0
2023-07-20,0.13754357760000024,1,5.0
2023-07-21,1.2580843520000005,2,7.0
2023-07-22,-0.8563039231999992,0,0.0
2023-07-23,-0.4326871039999999,0,0.0
2023-07-24,0.7905817599999998,2,5.0
2023-07-25,9.641133056,0,4.0
2023-07-26,0.7922460672000007,2,6.0
2023-07-27,5.4673586175999995,1,11.0
2023-07-28,1.7856894976,2,15.0
2023-07-29,-1.9067807744000005,0,0.0
2023-07-30,-1.0575275008000007,0,0.0
2023-07-31,-0.7250227200000003,1,0.0
2023-08-01,3.4419066879999995,0,29.0
2023-08-02,2.747727769600001,0,3.0
2023-08-03,0.5119411200000004,1,5.0
2023-08-04,5.8821710848,3,8.0
2023-08-05,-2.0312363007999994,0,0.0
2023-08-06,-0.9424214016000005,0,0.0
2023-08-07,6.412940799999999,1,7.0
2023-08-08,-0.8356940799999999,0,6.0
2023-08-09,2.895132672,0,4.0
2023-08-10,12.4997167104,0,8.0
2023-08-11,5.3996601344,2,6.0
2023-08-12,-2.4500046848000006,1,0.0
2023-08-13,-1.9822230528000009,1,1.0
2023-08-14,12.77654016,1,19.0
2023-08-15,2.2927400960000006,1,15.0
2023-08-16,12.961192755199999,0,2.0
2023-08-17,9.131610521599999,0,10.0
2023-08-18,0.7375253504000003,1,7.0
2023-08-19,-3.9680910336000004,0,0.0
2023-08-20,-2.255431065600001,2,0.0
2023-08-21,2.4610077695999992,1,11.0
2023-08-22,9.011046912000001,4,7.0
2023-08-23,2.5090561024000007,1,7.0
2023-08-24,-0.9365663743999999,2,3.0
2023-08-25,-0.04489789439999914,1,1.0
2023-08-26,0.41935882240000044,1,0.0
2023-08-27,-1.2950273024,0,0.0
2023-08-28,1.2311603199999994,2,29.0
2023-08-29,13.019410432,0,39.0
2023-08-30,3.571167846400001,1,12.0
2023-08-31,2.0347278336,2,18.0
2023-09-01,0.5224974335999995,0,13.0
2023-09-02,-1.9450395648000005,0,0.0
2023-09-03,-1.1672757248000005,0,0.0
2023-09-04,-0.8355473408000004,1,0.0
2023-09-05,12.362768896,0,23.0
2023-09-06,-0.12360570879999866,0,10.0
2023-09-07,11.938795110400001,0,11.0
2023-09-08,0.12599582720000058,0,6.0
2023-09-09,-2.6063098880000006,0,0.0
2023-09-10,-1.4621760512000008,0,0.0
2023-09-11,7.9954176,0,3.0
2023-09-12,0.42676223999999996,0,17.0
2023-09-13,3.054032384,1,7.0
2023-09-14,9.8040460288,0,9.0
2023-09-15,9.4470571008,4,9.0
2023-09-16,-4.3627457536000005,2,0.0
2023-09-17,-2.0943446016000014,0,0.0
2023-09-18,5.631493119999999,1,21.0
2023-09-19,-1.4256455679999993,1,21.0
2023-09-20,3.4228655103999994,10,12.0
2023-09-21,4.0059583488,1,0.0
2023-09-22,2.6617533440000005,0,21.0
2023-09-23,-0.269024460799999,0,0.0
2023-09-24,-1.5866391552,0,0.0
2023-09-25,3.1318041599999997,1,5.0
2023-09-26,-0.4370007039999997,0,14.0
2023-09-27,8.9762404352,0,16.0
2023-09-28,1.3888157696000003,0,0.0
2023-09-29,0.9434357759999998,0,23.0
2023-09-30,-1.7163521024000001,0,0.0
2023-10-01,-0.9663733760000003,1,0.0
2023-10-02,8.3531656192,0,7.0
2023-10-03,9.718290432,1,5.0
2023-10-04,9.4881444864,2,32.0
2023-10-05,5.7226602496,1,20.0
2023-10-06,-1.1514245120000002,1,15.0
2023-10-07,-2.750064537600001,0,0.0
2023-10-08,-1.684499251200001,0,0.0
2023-10-09,7.79054592,0,28.0
2023-10-10,4.2456555520000006,0,49.0
2023-10-11,0.09417994240000027,0,15.0
2023-10-12,3.8407739392000004,0,9.0
2023-10-13,-0.4351588351999993,0,8.0
2023-10-14,-1.6568806400000002,0,0.0
2023-10-15,0.051180748799999565,0,0.0
2023-10-16,4.13044992,0,16.0
2023-10-17,3.3903211520000003,0,7.0
2023-10-18,2.1146369024000005,1,30.0
2023-10-19,2.2535334912,8,11.0
2023-10-20,2.2888762368,1,0.0
2023-10-21,1.2682996736,0,0.0
2023-10-22,-1.5180894208000004,0,0.0
2023-10-23,5.130290688,1,19.0
2023-10-24,0.16869928960000014,0,28.0
2023-10-25,4.633348608,0,24.0
2023-10-26,-0.9939276799999999,0,6.0
2023-10-27,2.7859784704,0,15.0
2023-10-28,-1.5466244096,0,0.0
2023-10-29,-0.8362853376000001,0,0.0
2023-10-30,7.4413580288,1,0.0
2023-10-31,8.997311488000001,2,37.0
2023-11-01,3.8322753536,0,5.0
2023-11-02,15.126093107199999,0,22.0
2023-11-03,0.8862893056000001,0,9.0
2023-11-04,-3.6199081984000014,0,5.0
2023-11-05,-2.0734038016000014,0,0.0
2023-11-06,4.5683174399999995,1,21.0
2023-11-07,10.694454784000001,1,1.0
2023-11-08,15.0225589248,1,17.0
2023-11-09,9.2068694016,0,35.0
2023-11-10,9.2065754112,12,8.0
2023-11-11,-3.0127905792000007,1,0.0
2023-11-12,-1.687756902400002,2,0.0
2023-11-13,3.2836812799999984,12,20.0
2023-11-14,8.914439168,9,9.0
2023-11-15,2.6502639616000003,16,6.0
