,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2018-03-27,8,80,28
2018-03-28,6,79,53
2018-03-29,3,77,18
2018-03-30,3,76,19
2018-03-31,9,7,32
2018-04-01,5,5,0
2018-04-02,12,46,14
2018-04-03,8,61,19
2018-04-04,6,61,17
2018-04-05,15,62,24
2018-04-06,9,67,18
2018-04-07,1,29,9
2018-04-08,4,2,2
2018-04-09,11,54,15
2018-04-10,15,86,33
2018-04-11,15,84,14
2018-04-12,6,116,22
2018-04-13,3,89,11
2018-04-14,2,20,5
2018-04-15,3,3,3
2018-04-16,5,92,21
2018-04-17,8,138,29
2018-04-18,7,89,27
2018-04-19,4,109,34
2018-04-20,2,99,23
2018-04-21,3,16,12
2018-04-22,0,23,9
2018-04-23,8,66,22
2018-04-24,8,74,17
2018-04-25,9,73,30
2018-04-26,8,77,30
2018-04-27,25,43,17
2018-04-28,3,35,15
2018-04-29,4,12,5
2018-04-30,7,59,23
2018-05-01,8,56,42
2018-05-02,6,65,16
2018-05-03,5,40,22
2018-05-04,8,56,34
2018-05-05,2,25,3
2018-05-06,1,2,3
2018-05-07,7,37,11
2018-05-08,6,74,26
2018-05-09,9,70,20
2018-05-10,7,69,26
2018-05-11,9,53,11
2018-05-12,0,10,6
2018-05-13,2,6,21
2018-05-14,6,57,12
2018-05-15,10,47,25
2018-05-16,3,74,28
2018-05-17,9,85,15
2018-05-18,5,57,24
2018-05-19,0,16,7
2018-05-20,1,6,4
2018-05-21,4,43,14
2018-05-22,3,67,10
2018-05-23,5,55,17
2018-05-24,5,88,19
2018-05-25,4,47,17
2018-05-26,0,17,10
2018-05-27,2,8,0
2018-05-28,1,8,1
2018-05-29,6,59,26
2018-05-30,6,64,23
2018-05-31,5,67,22
2018-06-01,2,71,25
2018-06-02,4,17,13
2018-06-03,2,8,2
2018-06-04,4,90,22
2018-06-05,5,79,17
2018-06-06,6,67,35
2018-06-07,9,73,30
2018-06-08,3,65,24
2018-06-09,0,14,6
2018-06-10,4,1,7
2018-06-11,4,49,13
2018-06-12,6,80,21
2018-06-13,3,105,25
2018-06-14,12,71,31
2018-06-15,8,78,23
2018-06-16,2,19,4
2018-06-17,6,10,0
2018-06-18,6,62,18
2018-06-19,3,93,23
2018-06-20,6,78,33
2018-06-21,5,82,21
2018-06-22,2,97,22
2018-06-23,1,26,3
2018-06-24,0,9,2
2018-06-25,9,63,17
2018-06-26,5,90,20
2018-06-27,4,70,15
2018-06-28,19,77,22
2018-06-29,23,204,19
2018-06-30,10,16,7
2018-07-01,5,5,4
2018-07-02,14,79,9
2018-07-03,7,108,11
2018-07-04,4,24,3
2018-07-05,1,14,7
2018-07-06,5,33,18
2018-07-07,3,6,1
2018-07-08,2,21,5
2018-07-09,3,66,15
2018-07-10,5,67,19
2018-07-11,7,83,20
2018-07-12,9,71,16
2018-07-13,13,70,17
2018-07-14,1,26,8
2018-07-15,4,13,2
2018-07-16,9,68,12
2018-07-17,6,66,21
2018-07-18,13,92,29
2018-07-19,9,87,15
2018-07-20,8,76,17
2018-07-21,3,21,5
2018-07-22,6,12,3
2018-07-23,2,55,18
2018-07-24,8,92,23
2018-07-25,9,69,25
2018-07-26,3,77,22
2018-07-27,3,47,31
2018-07-28,2,15,12
2018-07-29,4,12,2
2018-07-30,6,54,21
2018-07-31,6,78,25
2018-08-01,7,72,40
2018-08-02,7,61,30
2018-08-03,12,60,25
2018-08-04,10,17,14
2018-08-05,1,3,4
2018-08-06,2,67,12
2018-08-07,4,69,22
2018-08-08,11,61,3
2018-08-09,12,131,16
2018-08-10,14,89,17
2018-08-11,5,42,4
2018-08-12,7,12,3
2018-08-13,4,53,18
2018-08-14,3,83,27
2018-08-15,14,69,38
2018-08-16,7,73,23
2018-08-17,16,58,24
2018-08-18,5,21,3
2018-08-19,3,15,2
2018-08-20,12,50,17
2018-08-21,11,90,12
2018-08-22,14,102,26
2018-08-23,12,84,24
2018-08-24,10,85,23
2018-08-25,4,32,6
2018-08-26,4,7,2
2018-08-27,8,54,15
2018-08-28,3,73,25
2018-08-29,5,58,39
2018-08-30,3,69,26
2018-08-31,4,97,41
2018-09-01,3,24,3
2018-09-02,0,4,15
2018-09-03,4,15,3
2018-09-04,1,68,15
2018-09-05,4,87,36
2018-09-06,0,85,31
2018-09-07,2,76,39
2018-09-08,3,33,11
2018-09-09,0,7,9
2018-09-10,8,53,17
2018-09-11,5,77,35
2018-09-12,10,71,52
2018-09-13,9,88,37
2018-09-14,3,57,34
2018-09-15,3,9,1
2018-09-16,0,8,4
2018-09-17,3,70,24
2018-09-18,10,53,31
2018-09-19,7,74,26
2018-09-20,14,65,21
2018-09-21,10,76,27
2018-09-22,2,36,6
2018-09-23,2,13,2
2018-09-24,4,71,10
2018-09-25,4,78,27
2018-09-26,1,73,18
2018-09-27,3,71,12
2018-09-28,6,79,33
2018-09-29,2,38,4
2018-09-30,1,7,5
2018-10-01,3,60,15
2018-10-02,5,67,13
2018-10-03,2,99,13
2018-10-04,4,103,22
2018-10-05,7,69,23
2018-10-06,2,19,9
2018-10-07,0,4,1
2018-10-08,4,100,20
2018-10-09,8,78,21
2018-10-10,11,94,11
2018-10-11,3,95,27
2018-10-12,3,110,31
2018-10-13,1,30,5
2018-10-14,1,13,2
2018-10-15,3,92,30
2018-10-16,7,85,26
2018-10-17,5,70,37
2018-10-18,6,54,31
2018-10-19,8,67,27
2018-10-20,4,15,3
2018-10-21,6,10,2
2018-10-22,4,78,23
2018-10-23,3,88,21
2018-10-24,7,68,47
2018-10-25,4,85,49
2018-10-26,5,95,40
2018-10-27,1,7,10
2018-10-28,1,3,1
2018-10-29,5,46,36
2018-10-30,4,74,39
2018-10-31,5,65,44
2018-11-01,5,56,34
2018-11-02,7,82,18
2018-11-03,0,17,8
2018-11-04,5,11,5
2018-11-05,3,73,23
2018-11-06,5,130,41
2018-11-07,7,58,42
2018-11-08,9,74,31
2018-11-09,7,86,28
2018-11-10,2,36,6
2018-11-11,1,14,7
2018-11-12,12,77,21
2018-11-13,17,82,30
2018-11-14,6,74,40
2018-11-15,15,107,26
2018-11-16,16,99,43
2018-11-17,12,32,19
2018-11-18,0,7,7
2018-11-19,1,64,16
2018-11-20,7,92,18
2018-11-21,14,88,16
2018-11-22,2,29,17
2018-11-23,3,12,5
2018-11-24,4,5,2
2018-11-25,1,5,0
2018-11-26,8,76,18
2018-11-27,13,80,53
2018-11-28,5,88,38
2018-11-29,9,117,23
2018-11-30,12,61,47
2018-12-01,7,47,10
2018-12-02,2,19,2
2018-12-03,4,81,26
2018-12-04,6,101,50
2018-12-05,11,120,30
2018-12-06,5,96,35
2018-12-07,5,82,16
2018-12-08,7,37,14
2018-12-09,0,10,7
2018-12-10,1,68,24
2018-12-11,8,68,31
2018-12-12,4,84,31
2018-12-13,12,120,31
2018-12-14,8,90,30
2018-12-15,6,25,12
2018-12-16,1,2,0
2018-12-17,2,57,14
2018-12-18,5,88,15
2018-12-19,3,61,22
2018-12-20,5,141,29
2018-12-21,4,98,22
2018-12-22,1,23,7
2018-12-23,2,5,3
2018-12-24,0,6,5
2018-12-25,0,1,0
2018-12-26,1,39,12
2018-12-27,4,56,13
2018-12-28,3,30,9
2018-12-29,5,11,4
2018-12-30,0,11,5
2018-12-31,1,11,1
2019-01-01,0,13,0
2019-01-02,2,48,9
2019-01-03,3,58,20
2019-01-04,5,65,16
2019-01-05,1,24,8
2019-01-06,2,9,0
2019-01-07,4,56,11
2019-01-08,6,97,22
2019-01-09,7,90,28
2019-01-10,13,56,21
2019-01-11,10,83,32
2019-01-12,1,26,13
2019-01-13,2,16,1
2019-01-14,6,65,14
2019-01-15,8,87,18
2019-01-16,10,88,23
2019-01-17,5,100,41
2019-01-18,7,97,20
2019-01-19,2,19,6
2019-01-20,0,6,3
2019-01-21,5,19,2
2019-01-22,3,45,19
2019-01-23,4,66,12
2019-01-24,7,95,23
2019-01-25,5,110,20
2019-01-26,3,43,9
2019-01-27,2,7,7
2019-01-28,6,99,18
2019-01-29,2,119,24
2019-01-30,4,124,31
2019-01-31,3,79,32
2019-02-01,3,109,25
2019-02-02,0,47,11
2019-02-03,0,4,5
2019-02-04,6,64,9
2019-02-05,10,104,35
2019-02-06,3,96,27
2019-02-07,5,97,24
2019-02-08,1,168,23
2019-02-09,0,33,8
2019-02-10,1,9,8
2019-02-11,3,70,25
2019-02-12,5,72,22
2019-02-13,7,82,20
2019-02-14,10,96,29
2019-02-15,9,119,44
2019-02-16,7,24,7
2019-02-17,0,15,3
2019-02-18,2,24,0
2019-02-19,4,77,19
2019-02-20,2,114,24
2019-02-21,4,109,31
2019-02-22,1,112,25
2019-02-23,0,33,18
2019-02-24,1,21,2
2019-02-25,0,83,17
2019-02-26,1,141,14
2019-02-27,2,84,16
2019-02-28,3,137,27
2019-03-01,2,103,24
2019-03-02,3,41,4
2019-03-03,2,17,3
2019-03-04,5,73,11
2019-03-05,10,106,8
2019-03-06,12,78,26
2019-03-07,9,69,21
2019-03-08,4,79,22
2019-03-09,1,34,7
2019-03-10,2,39,8
2019-03-11,7,66,15
2019-03-12,5,85,34
2019-03-13,4,104,24
2019-03-14,3,96,24
2019-03-15,6,110,25
2019-03-16,2,21,4
2019-03-17,3,23,3
2019-03-18,4,92,9
2019-03-19,2,124,23
2019-03-20,4,104,20
2019-03-21,4,99,25
2019-03-22,2,97,23
2019-03-23,0,31,8
2019-03-24,0,14,4
2019-03-25,0,72,16
2019-03-26,3,95,28
2019-03-27,6,100,24
2019-03-28,3,77,13
2019-03-29,4,1162,32
2019-03-30,0,247,20
2019-03-31,3,19,3
2019-04-01,2,92,25
2019-04-02,3,126,28
2019-04-03,8,112,35
2019-04-04,3,108,25
2019-04-05,2,108,41
2019-04-06,1,43,9
2019-04-07,0,13,10
2019-04-08,5,95,19
2019-04-09,2,109,26
2019-04-10,6,104,21
2019-04-11,6,114,23
2019-04-12,4,101,12
2019-04-13,4,33,10
2019-04-14,1,22,2
2019-04-15,1,77,9
2019-04-16,8,81,16
2019-04-17,4,71,22
2019-04-18,4,106,34
2019-04-19,5,96,51
2019-04-20,0,27,8
2019-04-21,3,8,9
2019-04-22,1,69,19
2019-04-23,4,75,39
2019-04-24,6,116,22
2019-04-25,4,122,26
2019-04-26,4,80,40
2019-04-27,3,44,8
2019-04-28,2,11,2
2019-04-29,2,56,16
2019-04-30,9,121,28
2019-05-01,2,74,15
2019-05-02,5,98,9
2019-05-03,3,100,12
2019-05-04,1,25,2
2019-05-05,4,10,2
2019-05-06,5,145,30
2019-05-07,4,114,21
2019-05-08,2,85,40
2019-05-09,4,98,34
2019-05-10,1,84,26
2019-05-11,2,135,9
2019-05-12,3,13,0
2019-05-13,1,90,17
2019-05-14,3,97,14
2019-05-15,5,86,30
2019-05-16,3,93,26
2019-05-17,5,102,35
2019-05-18,6,20,9
2019-05-19,4,8,1
2019-05-20,22,170,27
2019-05-21,19,98,29
2019-05-22,7,82,26
2019-05-23,5,109,28
2019-05-24,6,90,36
2019-05-25,5,38,4
2019-05-26,2,6,9
2019-05-27,1,16,9
2019-05-28,2,34,26
2019-05-29,1,120,47
2019-05-30,6,105,31
2019-05-31,3,73,34
2019-06-01,3,36,22
2019-06-02,4,149,5
2019-06-03,2,72,26
2019-06-04,5,107,36
2019-06-05,1,112,32
2019-06-06,1,94,47
2019-06-07,6,109,35
2019-06-08,2,36,17
2019-06-09,4,49,12
2019-06-10,1,78,34
2019-06-11,3,114,24
2019-06-12,9,97,25
2019-06-13,4,123,31
2019-06-14,2,91,31
2019-06-15,3,28,5
2019-06-16,2,8,4
2019-06-17,1,77,16
2019-06-18,1,91,29
2019-06-19,3,103,20
2019-06-20,6,181,24
2019-06-21,4,100,25
2019-06-22,3,44,12
2019-06-23,0,16,2
2019-06-24,1,109,29
2019-06-25,1,85,25
2019-06-26,1,89,25
2019-06-27,2,107,27
2019-06-28,6,114,9
2019-06-29,1,25,5
2019-06-30,1,4,5
2019-07-01,2,106,19
2019-07-02,1,124,38
2019-07-03,6,122,15
2019-07-04,5,84,8
2019-07-05,4,30,16
2019-07-06,1,4,8
2019-07-07,2,7,1
2019-07-08,4,79,16
2019-07-09,1,141,25
2019-07-10,4,125,32
2019-07-11,5,110,20
2019-07-12,4,132,17
2019-07-13,2,32,7
2019-07-14,2,3,1
2019-07-15,4,86,18
2019-07-16,4,116,30
2019-07-17,3,101,21
2019-07-18,4,96,20
2019-07-19,10,130,29
2019-07-20,5,46,12
2019-07-21,5,15,4
2019-07-22,1,115,30
2019-07-23,1,88,36
2019-07-24,3,113,38
2019-07-25,2,120,40
2019-07-26,4,117,34
2019-07-27,2,26,8
2019-07-28,5,10,1
2019-07-29,1,89,33
2019-07-30,4,127,28
2019-07-31,4,138,31
2019-08-01,9,126,17
2019-08-02,4,168,27
2019-08-03,0,51,5
2019-08-04,1,19,4
2019-08-05,2,89,23
2019-08-06,3,85,19
2019-08-07,5,113,23
2019-08-08,5,133,15
2019-08-09,4,122,64
2019-08-10,2,34,8
2019-08-11,1,12,2
2019-08-12,1,111,27
2019-08-13,8,120,35
2019-08-14,3,106,45
2019-08-15,6,115,45
2019-08-16,4,120,27
2019-08-17,1,42,5
2019-08-18,2,19,2
2019-08-19,5,103,23
2019-08-20,4,113,27
2019-08-21,5,90,20
2019-08-22,3,143,26
2019-08-23,7,123,34
2019-08-24,1,19,6
2019-08-25,3,7,3
2019-08-26,7,76,36
2019-08-27,3,102,18
2019-08-28,2,94,61
2019-08-29,6,106,54
2019-08-30,28,94,51
2019-08-31,1,35,5
2019-09-01,2,14,3
2019-09-02,5,32,5
2019-09-03,5,102,21
2019-09-04,6,100,38
2019-09-05,5,116,26
2019-09-06,8,114,33
2019-09-07,2,33,10
2019-09-08,4,12,3
2019-09-09,3,94,15
2019-09-10,0,104,39
2019-09-11,4,110,48
2019-09-12,7,92,29
2019-09-13,0,95,40
2019-09-14,1,50,8
2019-09-15,1,21,10
2019-09-16,6,101,24
2019-09-17,1,110,37
2019-09-18,10,96,29
2019-09-19,9,107,49
2019-09-20,6,128,38
2019-09-21,1,32,22
2019-09-22,8,9,4
2019-09-23,5,76,24
2019-09-24,10,91,64
2019-09-25,2,95,60
2019-09-26,2,106,56
2019-09-27,8,95,56
2019-09-28,2,27,21
2019-09-29,0,12,2
2019-09-30,5,66,25
2019-10-01,1,102,35
2019-10-02,5,112,24
2019-10-03,3,133,31
2019-10-04,2,70,45
2019-10-05,1,72,12
2019-10-06,0,4,1
2019-10-07,6,88,8
2019-10-08,5,141,44
2019-10-09,0,106,34
2019-10-10,12,128,27
2019-10-11,5,97,23
2019-10-12,1,47,25
2019-10-13,1,14,6
2019-10-14,6,46,31
2019-10-15,11,167,45
2019-10-16,2,122,39
2019-10-17,3,128,37
2019-10-18,12,113,24
2019-10-19,8,39,5
2019-10-20,8,21,2
2019-10-21,7,74,10
2019-10-22,6,86,38
2019-10-23,6,102,32
2019-10-24,11,120,30
2019-10-25,4,100,36
2019-10-26,4,28,4
2019-10-27,8,8,5
2019-10-28,3,80,33
2019-10-29,2,116,36
2019-10-30,3,90,41
2019-10-31,7,76,42
2019-11-01,11,74,33
2019-11-02,3,16,9
2019-11-03,2,6,0
2019-11-04,4,43,35
2019-11-05,3,79,41
2019-11-06,1,116,46
2019-11-07,4,113,44
2019-11-08,2,62,44
2019-11-09,0,43,14
2019-11-10,4,9,9
2019-11-11,2,78,38
2019-11-12,6,131,40
2019-11-13,5,83,45
2019-11-14,4,91,29
2019-11-15,2,134,30
2019-11-16,4,21,34
2019-11-17,1,11,5
2019-11-18,4,65,32
2019-11-19,2,129,48
2019-11-20,8,119,73
2019-11-21,3,105,31
2019-11-22,0,99,45
2019-11-23,4,28,18
2019-11-24,2,10,0
2019-11-25,5,79,19
2019-11-26,6,78,21
2019-11-27,3,87,29
2019-11-28,0,35,8
2019-11-29,1,9,0
2019-11-30,0,14,0
2019-12-01,0,4,0
