,vercel/next.js,gohugoio/hugo,gatsbyjs/gatsby
2017-06-03,1,6,5.213300116176562
2017-06-04,0,0,-6.41267673814375
2017-06-05,8,1,3.0628235092687515
2017-06-06,10,3,2.3075137882359376
2017-06-07,5,2,4.1920378469093755
2017-06-08,5,7,-0.44245522645625
2017-06-09,6,1,-3.4035836239593746
2017-06-10,0,0,2.1171016602874997
2017-06-11,1,1,-1.5123287143781257
2017-06-12,3,10,-0.5348417762937501
2017-06-13,3,28,11.842868156906249
2017-06-14,1,5,0.3533075800093748
2017-06-15,2,0,11.632113191478126
2017-06-16,8,9,9.866319627075
2017-06-17,0,1,-5.37777636043125
2017-06-18,0,1,-1.8654207533124985
2017-06-19,2,4,2.0951423940531253
2017-06-20,3,4,6.690287248751562
2017-06-21,3,9,9.136170962564062
2017-06-22,3,2,2.3999136378953114
2017-06-23,8,2,5.318801077351563
2017-06-24,0,2,-2.1704811892421887
2017-06-25,1,1,-4.15338440525625
2017-06-26,5,6,1.7614387462531256
2017-06-27,2,6,7.230675027206249
2017-06-28,12,7,4.390813421179686
2017-06-29,7,0,4.108305881703124
2017-06-30,4,0,6.9646383026
2017-07-01,9,2,10.026270301482812
2017-07-02,7,1,7.4397871373765625
2017-07-03,5,4,-3.885916122931249
2017-07-04,0,3,8.060960382937502
2017-07-05,2,4,-4.8049870468375
2017-07-06,5,7,22.990328103031253
2017-07-07,3,8,-3.5550760049859385
2017-07-08,10,5,7.339705862217188
2017-07-09,16,0,4.197300766706249
2017-07-10,1,8,-0.4642936707093748
2017-07-11,1,0,1.1631514006953125
2017-07-12,2,0,3.753454444115625
2017-07-13,3,0,6.367316265692188
2017-07-14,2,2,-4.513751670387501
2017-07-15,4,1,-3.9073406071453127
2017-07-16,3,0,0.7986845001515621
2017-07-17,5,2,-2.444787590196876
2017-07-18,4,6,3.6316653450968746
2017-07-19,0,1,22.60585277626094
2017-07-20,6,0,-0.6575108535203142
2017-07-21,1,8,-5.7623466177828115
2017-07-22,1,1,-2.792909479824999
2017-07-23,2,1,-1.7127023977156246
2017-07-24,9,0,-0.22834071279687485
2017-07-25,2,0,12.744679829051563
2017-07-26,4,2,6.955437672421874
2017-07-27,2,2,11.254006824695312
2017-07-28,6,5,-3.6997615649453124
2017-07-29,1,1,-4.399662555862498
2017-07-30,2,0,-2.3528143624999993
2017-07-31,1,7,-1.6222948487499997
2017-08-01,1,2,16.773456850734377
2017-08-02,0,1,12.621999604548437
2017-08-03,1,2,-3.3860854901968764
2017-08-04,0,0,-1.0747342388093744
2017-08-05,0,0,6.127150107979688
2017-08-06,1,3,-5.06988565293125
2017-08-07,3,8,1.5274472250000009
2017-08-08,1,1,7.112181435
2017-08-09,8,3,2.2971205844687486
2017-08-10,3,8,9.5807286245125
2017-08-11,0,5,5.663243844748436
2017-08-12,1,0,-6.328002670726562
2017-08-13,3,0,-2.977564270587499
2017-08-14,1,2,18.071211397671874
2017-08-15,1,0,2.685920857937499
2017-08-16,6,2,-1.1283768118374997
2017-08-17,1,3,0.46825666781250064
2017-08-18,2,3,3.0319047876515626
2017-08-19,2,1,2.700781613553124
2017-08-20,0,0,-1.2591332087937506
2017-08-21,1,0,-2.0128678499999992
2017-08-22,0,2,4.9152498646875
2017-08-23,1,0,12.485694636437499
2017-08-24,3,0,8.604000627593749
2017-08-25,0,1,2.8312091462578124
2017-08-26,0,0,-6.219455337273437
2017-08-27,2,0,-3.079515343739062
2017-08-28,2,1,23.002401145823438
2017-08-29,0,0,7.090749577285937
2017-08-30,6,0,1.5005477519078134
2017-08-31,3,0,12.966220907870314
2017-09-01,3,0,0.34887939929062384
2017-09-02,0,0,1.5568753838515637
2017-09-03,0,1,-1.5350046948281246
2017-09-04,1,0,3.0131218562500006
2017-09-05,2,4,-0.3895729241406256
2017-09-06,0,0,-4.5449677865703135
2017-09-07,0,1,0.5426493706187498
2017-09-08,7,2,-0.519870217640626
2017-09-09,1,1,11.9289702914375
2017-09-10,1,3,1.7031408980312488
2017-09-11,0,6,0.7208156945765625
2017-09-12,2,0,2.4727970809609383
2017-09-13,0,6,-0.6211089771906249
2017-09-14,1,0,7.3039283875859375
2017-09-15,0,0,5.507668977203125
2017-09-16,0,0,4.881052206770313
2017-09-17,1,0,-5.442355089934376
2017-09-18,0,0,15.32843790363125
2017-09-19,1,0,-1.0518812064578125
2017-09-20,0,0,16.15831468699219
2017-09-21,0,2,-2.8497144921937494
2017-09-22,0,3,4.293176230145313
2017-09-23,1,8,-3.139613537484375
2017-09-24,0,2,-4.042390824984375
2017-09-25,0,13,11.608149515171876
2017-09-26,1,11,14.153130843218747
2017-09-27,9,2,-8.765239662534375
2017-09-28,4,4,11.216375451025002
2017-09-29,0,6,3.1077976965171867
2017-09-30,2,0,-2.0914729683031243
2017-10-01,0,0,-0.24630135762499883
2017-10-02,1,0,6.410793177801563
2017-10-03,2,3,-1.1068482597187508
2017-10-04,2,4,-0.8027675580718756
2017-10-05,4,5,8.01663300409375
2017-10-06,2,0,-2.894352938984376
2017-10-07,3,4,18.077176588851565
2017-10-08,3,0,-2.9118472193906255
2017-10-09,8,0,3.2445150425062517
2017-10-10,2,1,4.0594797469125
2017-10-11,4,0,-3.252655308140625
2017-10-12,0,0,21.797006710521874
2017-10-13,2,1,5.542391965879686
2017-10-14,4,2,-3.538902540342187
2017-10-15,5,5,2.4480816027062513
2017-10-16,6,6,7.393175785782812
2017-10-17,3,1,8.204948260960938
2017-10-18,0,3,10.140889883246874
2017-10-19,6,17,0.804449816123439
2017-10-20,3,0,10.63277733564375
2017-10-21,3,9,-8.368570101054688
2017-10-22,3,0,-2.691172934820311
2017-10-23,7,3,1.4968222034609378
2017-10-24,0,0,12.191893244934374
2017-10-25,0,0,12.992098323989062
2017-10-26,1,0,8.814294387226562
2017-10-27,1,0,1.519966604153126
2017-10-28,17,1,-5.658335282859375
2017-10-29,0,1,-4.519471014956249
2017-10-30,4,1,7.305552984485938
2017-10-31,3,0,15.02876395970625
2017-11-01,1,0,18.422606715585935
2017-11-02,1,0,6.013370137962498
2017-11-03,0,0,0.3608340973125017
2017-11-04,6,2,1.6459876298875002
2017-11-05,6,2,-7.3187721040921865
2017-11-06,3,2,5.087771436034377
2017-11-07,0,3,8.561752069843749
2017-11-08,1,0,-4.257818133890627
2017-11-09,1,1,22.499637467671874
2017-11-10,0,0,0.2966658046828101
2017-11-11,1,2,-6.7519753101125
2017-11-12,0,0,-4.115783475717186
2017-11-13,6,0,17.434570078921876
2017-11-14,0,0,-0.7818691208906259
2017-11-15,5,1,-0.5970651125640627
2017-11-16,4,4,0.5395459356937504
2017-11-17,1,6,3.054017533879687
2017-11-18,0,2,-2.358395815457814
2017-11-19,0,3,-0.6722657623265622
2017-11-20,1,8,4.868391324267188
2017-11-21,0,0,1.5746216859374988
2017-11-22,0,0,-3.2363627132656254
2017-11-23,8,0,-1.5134853827078123
2017-11-24,0,1,0.03535870875781222
2017-11-25,1,1,-0.9723846060234379
2017-11-26,0,0,-0.5813191611609376
2017-11-27,0,7,18.632474511253125
2017-11-28,2,1,22.026747287425
2017-11-29,0,0,-2.5991877264578136
2017-11-30,0,1,-1.56169792866406
2017-12-01,0,1,-4.7880447737499985
2017-12-02,7,2,-2.7061114667656243
2017-12-03,5,0,12.093113199267188
2017-12-04,6,0,-3.650626851250001
