,apache/solr,blevesearch/bleve,elastic/elasticsearch
2014-08-06,6,7,2.038384060192186
2014-08-07,6,7,6.777389985973439
2014-08-08,7,3,11.739123150103126
2014-08-09,3,0,-11.726891138076564
2014-08-10,4,0,-5.70405646077031
2014-08-11,9,9,16.321877793240624
2014-08-12,7,1,10.282205878960935
2014-08-13,5,0,9.095470744224999
2014-08-14,15,21,-1.3379389507531254
2014-08-15,15,4,-0.5194654060078117
2014-08-16,1,0,-4.113198293801563
2014-08-17,2,0,-1.9627245911218747
2014-08-18,10,0,42.0258708875
2014-08-19,5,6,0.5023213259374977
2014-08-20,11,1,6.924591403046875
2014-08-21,22,0,19.20941052877969
2014-08-22,19,0,-4.2889909435640625
2014-08-23,4,1,-3.518875258954685
2014-08-24,16,1,-3.045839686160937
2014-08-25,7,20,6.550669121253125
2014-08-26,9,6,6.865776514081248
2014-08-27,2,0,79.85888463377344
2014-08-28,7,6,-6.227613851006254
2014-08-29,5,12,8.07610814634063
2014-08-30,13,7,-16.548054657140625
2014-08-31,2,1,-8.099677377921871
2014-09-01,14,10,15.710791293540627
2014-09-02,10,7,2.878854513381249
2014-09-03,9,10,3.9756349664874993
2014-09-04,14,4,4.280240531865621
2014-09-05,18,1,5.472195929387496
2014-09-06,2,0,-3.8160319065093766
2014-09-07,2,6,4.199876377198439
2014-09-08,4,0,24.831689272501563
2014-09-09,2,1,4.379773910423436
2014-09-10,10,0,7.2909407166593745
2014-09-11,11,3,18.393217160021877
2014-09-12,10,3,5.0430547612718755
2014-09-13,10,2,-12.17600378049375
2014-09-14,6,3,-6.143083507320311
2014-09-15,3,0,20.959688617429688
2014-09-16,8,3,7.505683719187498
2014-09-17,13,0,-1.2970506852328132
2014-09-18,10,0,6.413703747010938
2014-09-19,11,0,3.7148230743562483
2014-09-20,6,0,-4.7670078522984385
2014-09-21,8,0,-3.729533413923437
2014-09-22,15,0,2.94825538125
2014-09-23,9,1,8.070789890859373
2014-09-24,12,1,13.111455728648437
2014-09-25,15,0,10.62151267841875
2014-09-26,5,0,6.678450123685938
2014-09-27,8,0,-7.046612570196874
2014-09-28,4,0,10.100495942159377
2014-09-29,5,0,9.560486801035937
2014-09-30,8,0,3.2200478636734378
2014-10-01,13,0,12.092105330665625
2014-10-02,11,1,15.869281421409376
2014-10-03,15,0,-2.652186824970313
2014-10-04,13,0,-8.806434054673437
2014-10-05,3,0,-3.686114814006249
2014-10-06,9,0,5.5994084182999995
2014-10-07,9,0,23.853888581492185
2014-10-08,8,0,0.5924109738546868
2014-10-09,9,0,7.573104463393751
2014-10-10,2,0,6.949281611937501
2014-10-11,0,4,-5.161411524209374
2014-10-12,2,0,-2.540156418578124
2014-10-13,13,0,7.867119806984376
2014-10-14,2,0,10.743270847126562
2014-10-15,4,1,24.64266940970156
2014-10-16,8,0,5.1013817350609365
2014-10-17,4,3,4.438920992956252
2014-10-18,4,0,-4.414939262474999
2014-10-19,1,0,-5.0581904000375
2014-10-20,8,1,14.348918499271877
2014-10-21,18,1,4.203902292864061
2014-10-22,15,2,21.768669434940627
2014-10-23,6,2,12.758321820526561
2014-10-24,10,1,14.261060189770312
2014-10-25,1,0,-9.674214937173438
2014-10-26,0,0,-3.3710840973187484
2014-10-27,8,0,24.597074173321875
2014-10-28,10,0,24.7065286212375
2014-10-29,7,2,11.376017693123437
2014-10-30,6,0,12.318447107504689
2014-10-31,7,3,4.132856239609374
2014-11-01,1,0,-10.526910244740625
2014-11-02,1,0,-3.700794260596872
2014-11-03,5,0,3.1842513387578126
2014-11-04,7,1,33.57608354910156
2014-11-05,13,0,30.318417751439057
2014-11-06,4,0,6.665052959699999
2014-11-07,5,0,13.329703781295311
2014-11-08,4,0,-9.899928443329685
2014-11-09,5,0,0.8964787112984407
2014-11-10,4,0,16.916292913240625
2014-11-11,12,0,-4.011337495070313
2014-11-12,6,0,11.87873671403125
2014-11-13,6,0,19.46815196697031
2014-11-14,5,0,-0.8029213776296888
2014-11-15,2,0,-7.676614080253124
2014-11-16,0,0,-2.263947616842187
2014-11-17,2,0,4.2046115767000005
2014-11-18,5,1,9.390090476034374
2014-11-19,10,6,26.558479302557814
2014-11-20,6,2,24.464338901328123
2014-11-21,9,4,9.938401166128124
2014-11-22,1,0,-14.382355882434375
2014-11-23,3,0,-0.33656455930468354
2014-11-24,4,2,42.42166997574063
2014-11-25,7,9,14.412529448679685
2014-11-26,19,8,19.200188180671876
2014-11-27,29,2,11.510041975228127
2014-11-28,9,0,4.469136192992188
2014-11-29,8,2,-8.871000133017187
2014-11-30,6,0,-8.088453819049999
2014-12-01,15,5,-1.4761630730906248
2014-12-02,13,0,37.06232877335625
2014-12-03,5,0,-0.7274290341718803
2014-12-04,0,0,19.334225752990626
2014-12-05,8,0,22.001418140653122
2014-12-06,3,0,-16.754182703325
2014-12-07,0,0,-6.134026147962496
2014-12-08,7,0,15.544156701340626
2014-12-09,5,3,-1.8771282477921893
2014-12-10,6,0,2.7544682291656244
2014-12-11,7,0,5.907192097740625
2014-12-12,5,2,14.630853161042186
2014-12-13,2,0,-9.185549595543751
2014-12-14,2,0,-3.6742436826281235
2014-12-15,9,0,16.230917488237502
2014-12-16,11,0,8.514436040207812
2014-12-17,7,0,8.9409216217375
2014-12-18,11,2,-2.6125217735171873
2014-12-19,15,0,0.28153889847031266
2014-12-20,7,0,-4.822976043368751
2014-12-21,1,0,-2.527372985385937
2014-12-22,5,0,5.528557602503125
2014-12-23,12,2,3.860290409471874
2014-12-24,17,0,2.406526335328124
2014-12-25,2,0,-4.298248630489063
2014-12-26,4,0,-2.0736404843
2014-12-27,5,2,-1.2240210462390628
2014-12-28,4,2,0.16493571685468722
2014-12-29,3,14,1.1245930300015625
2014-12-30,11,4,4.839778625142187
2014-12-31,11,0,2.5621180437624993
2015-01-01,5,0,-2.508966823221875
2015-01-02,4,3,23.91287085737031
2015-01-03,3,2,-7.121196362500001
2015-01-04,8,0,-3.3696529987499986
2015-01-05,16,2,3.065422310734376
2015-01-06,14,2,12.160952698235938
2015-01-07,10,8,0.974617754190624
2015-01-08,13,0,7.254874124275
2015-01-09,9,0,1.006557727585938
2015-01-10,11,0,-0.9434139428906256
2015-01-11,4,0,-1.8478076100859373
2015-01-12,14,4,15.415925530517189
2015-01-13,14,7,3.9875107724218743
2015-01-14,17,5,-1.3958308338984375
2015-01-15,17,6,7.3694524616484385
2015-01-16,9,10,17.926705639932813
2015-01-17,2,0,-10.130780796153125
2015-01-18,10,0,-3.377296082192186
2015-01-19,7,5,10.958041248537501
2015-01-20,9,0,14.736574948003124
2015-01-21,14,0,1.6639119586374989
2015-01-22,21,7,0.6068083856109387
2015-01-23,6,0,18.890092512648437
2015-01-24,9,0,-8.821319023668751
2015-01-25,2,0,1.5621959836625017
2015-01-26,4,1,12.784100588234375
2015-01-27,5,0,19.614125815798438
2015-01-28,8,0,2.551813001412498
2015-01-29,10,6,11.954846685189064
2015-01-30,3,1,-0.568891598435938
2015-01-31,2,0,-6.868480310003125
2015-02-01,4,0,-2.4216997056015614
2015-02-02,3,0,6.774722328675
2015-02-03,4,0,9.909485603089061
2015-02-04,10,1,5.973664661121873
2015-02-05,12,6,4.993936167996875
2015-02-06,18,4,4.338921046414063
2015-02-07,8,0,-5.34875886054375
2015-02-08,3,0,-4.1654312878421855
2015-02-09,14,0,9.481983211987501
2015-02-10,7,0,-0.43195582912031316
2015-02-11,12,1,17.83153394118906
2015-02-12,12,0,32.13613594480625
2015-02-13,6,1,9.939935886787499
2015-02-14,5,0,-12.37647502071406
2015-02-15,3,0,-7.2758009923249976
2015-02-16,2,0,8.571433576034377
2015-02-17,9,3,17.920758805062498
2015-02-18,2,1,6.667988572378125
2015-02-19,5,1,11.342304016242188
2015-02-20,6,0,3.0111561789874983
2015-02-21,13,0,-7.279054875951562
2015-02-22,3,0,-2.9375046400843736
2015-02-23,8,1,28.618327552284377
2015-02-24,5,0,7.250832313296872
2015-02-25,21,0,22.363296556332813
2015-02-26,20,0,3.1352125573984377
2015-02-27,11,0,13.177485849215625
2015-02-28,6,0,-3.2657185013562486
2015-03-01,5,0,-2.1969516325390614
2015-03-02,12,2,14.944836326254688
2015-03-03,11,0,2.261213557035937
2015-03-04,6,0,6.841815333004687
2015-03-05,6,0,1.6363099890625001
2015-03-06,4,5,8.108028226537499
2015-03-07,4,0,-7.6829971485796875
2015-03-08,4,0,-1.4127766559749997
2015-03-09,12,2,-1.447074900935938
2015-03-10,11,3,0.3865862135281244
2015-03-11,4,9,-1.4749057928234386
2015-03-12,4,0,-0.5019244177750006
2015-03-13,3,0,3.9223574951046865
2015-03-14,3,0,0.05724610869062374
2015-03-15,6,0,0.7434508590109372
2015-03-16,3,0,23.047565535221874
2015-03-17,4,0,3.4817298767718743
2015-03-18,5,1,9.108957620739064
2015-03-19,2,4,13.979164941037501
2015-03-20,4,1,7.670270260003125
2015-03-21,3,0,6.863902214190627
2015-03-22,7,0,-9.066267013443749
2015-03-23,3,0,15.64321841625469
2015-03-24,9,0,19.169080256160935
2015-03-25,15,0,2.4721717129921874
2015-03-26,17,2,1.1069492754562518
2015-03-27,12,0,-0.18226072056874898
2015-03-28,4,0,6.368991740846875
2015-03-29,2,0,-3.3857482594562516
2015-03-30,6,0,16.21698349702656
2015-03-31,35,0,12.05464529593906
2015-04-01,31,0,6.634379555907811
2015-04-02,12,0,12.279142500498438
2015-04-03,12,4,-0.0355790016625015
2015-04-04,7,1,-1.3111180546843748
2015-04-05,4,0,-1.3567605975640618
2015-04-06,10,0,-0.011492366587500413
2015-04-07,11,14,23.675163867492188
2015-04-08,11,3,9.110243375034374
2015-04-09,14,3,21.519259360846874
2015-04-10,10,15,7.726803391199999
2015-04-11,3,0,-10.751816470542188
2015-04-12,8,0,-5.527243260418747
2015-04-13,22,0,15.77419598854375
2015-04-14,12,0,7.191574418759375
2015-04-15,16,0,0.06365027314999949
2015-04-16,9,0,16.90763434292031
2015-04-17,6,0,19.22060378509531
2015-04-18,8,0,8.256261581457812
2015-04-19,4,0,-5.436230564651561
2015-04-20,12,0,11.172853915520314
2015-04-21,11,0,20.88779609270625
2015-04-22,17,0,35.65218458709531
2015-04-23,6,0,17.559810476135937
2015-04-24,10,6,20.04410062478125
2015-04-25,7,0,-13.168132746804687
2015-04-26,8,0,-0.1928612358265589
2015-04-27,6,1,12.565201936520314
2015-04-28,17,0,33.339206611325
2015-04-29,8,0,49.81434583759375
2015-04-30,7,0,7.032553546503124
2015-05-01,5,0,-2.892982867998434
2015-05-02,0,0,-7.675469695968747
2015-05-03,2,0,-8.230465918434373
2015-05-04,13,0,47.915783089203124
2015-05-05,0,0,32.9999158056
2015-05-06,8,2,4.912939166929689
2015-05-07,9,0,21.99646104395
2015-05-08,1,2,3.823168147128122
2015-05-09,1,1,-14.663627061689063
2015-05-10,2,0,-8.508889523042185
2015-05-11,2,0,29.9716269506125
2015-05-12,5,0,19.16969313194687
2015-05-13,5,0,27.09809808060625
2015-05-14,5,1,5.5291199612140645
2015-05-15,10,3,16.62613049511406
2015-05-16,0,0,-19.56514772417969
2015-05-17,3,1,-0.26574876684530935
2015-05-18,9,2,37.44570281479062
2015-05-19,5,0,20.013617476959375
2015-05-20,15,0,8.676579984842185
2015-05-21,11,5,43.93549078365156
2015-05-22,14,0,44.580572074354684
2015-05-23,4,0,-25.520598436064063
2015-05-24,4,0,-15.295837868146869
2015-05-25,2,0,0.39507805286094033
2015-05-26,8,1,31.406505104687497
2015-05-27,14,0,9.821557607432808
2015-05-28,15,3,7.469581008968749
2015-05-29,9,0,18.91924495053125
2015-05-30,1,0,-4.653843908807815
2015-05-31,2,0,-5.780567538135937
2015-06-01,4,0,13.548722258107814
2015-06-02,12,0,-0.5959359871359382
2015-06-03,7,0,9.816913082784374
2015-06-04,12,0,21.21300781052031
2015-06-05,4,0,35.272528674609376
2015-06-06,4,0,-10.515852303865628
2015-06-07,10,0,-11.492664655365623
2015-06-08,4,1,16.139579921132814
2015-06-09,15,0,18.680007923528123
2015-06-10,15,0,0.4129642069578132
2015-06-11,11,0,13.78658268464375
2015-06-12,9,0,15.610368270828126
2015-06-13,7,0,-10.172337701729688
2015-06-14,8,0,-6.540857673560936
2015-06-15,14,0,24.793815300175
2015-06-16,7,0,22.682021184909374
