,flutter/flutter,ionic-team/ionic-framework,NativeScript/NativeScript
2015-12-06,0,5,0
2015-12-07,30,32,3
2015-12-08,32,51,10
2015-12-09,26,36,3
2015-12-10,28,49,10
2015-12-11,9,38,4
2015-12-12,7,7,8
2015-12-13,0,0,0
2015-12-14,27,28,11
2015-12-15,30,24,9
2015-12-16,26,33,9
2015-12-17,11,28,3
2015-12-18,6,18,7
2015-12-19,0,11,0
2015-12-20,4,0,0
2015-12-21,7,7,4
2015-12-22,3,6,6
2015-12-23,0,6,2
2015-12-24,2,1,0
2015-12-25,1,0,0
2015-12-26,3,0,0
2015-12-27,0,0,0
2015-12-28,4,4,1
2015-12-29,2,11,0
2015-12-30,3,10,0
2015-12-31,4,8,0
2016-01-01,0,7,0
2016-01-02,10,4,0
2016-01-03,0,2,0
2016-01-04,8,19,2
2016-01-05,8,24,0
2016-01-06,15,21,0
2016-01-07,30,19,1
2016-01-08,16,22,3
2016-01-09,5,3,0
2016-01-10,7,14,0
2016-01-11,30,13,11
2016-01-12,23,13,16
2016-01-13,11,6,10
2016-01-14,15,19,4
2016-01-15,15,15,8
2016-01-16,9,2,0
2016-01-17,0,1,0
2016-01-18,13,3,6
2016-01-19,17,18,13
2016-01-20,26,15,12
2016-01-21,23,11,3
2016-01-22,21,13,5
2016-01-23,5,6,0
2016-01-24,8,0,2
2016-01-25,12,15,8
2016-01-26,17,5,16
2016-01-27,20,40,5
2016-01-28,18,21,3
2016-01-29,14,12,4
2016-01-30,4,3,0
2016-01-31,9,7,0
2016-02-01,12,32,10
2016-02-02,17,41,8
2016-02-03,26,21,12
2016-02-04,26,31,14
2016-02-05,16,42,11
2016-02-06,16,6,0
2016-02-07,0,5,1
2016-02-08,11,6,5
2016-02-09,38,8,13
2016-02-10,26,39,15
2016-02-11,28,16,17
2016-02-12,57,12,9
2016-02-13,19,17,1
2016-02-14,21,9,1
2016-02-15,15,7,15
2016-02-16,20,5,5
2016-02-17,33,17,7
2016-02-18,8,24,17
2016-02-19,24,9,9
2016-02-20,9,6,0
2016-02-21,12,11,0
2016-02-22,19,14,4
2016-02-23,22,29,7
2016-02-24,21,22,24
2016-02-25,42,10,15
2016-02-26,38,2,1
2016-02-27,23,2,3
2016-02-28,5,7,0
2016-02-29,9,23,9
2016-03-01,23,11,8
2016-03-02,24,11,6
2016-03-03,46,13,2
2016-03-04,28,26,1
2016-03-05,8,5,0
2016-03-06,16,12,0
2016-03-07,18,18,9
2016-03-08,27,0,7
2016-03-09,21,11,15
2016-03-10,31,5,4
2016-03-11,44,15,7
2016-03-12,30,7,1
2016-03-13,9,5,0
2016-03-14,34,8,1
2016-03-15,19,11,5
2016-03-16,8,3,9
2016-03-17,22,1,7
2016-03-18,42,4,7
2016-03-19,6,0,1
2016-03-20,0,0,0
2016-03-21,35,1,12
2016-03-22,13,6,8
2016-03-23,24,5,8
2016-03-24,37,5,14
2016-03-25,23,0,13
2016-03-26,10,0,0
2016-03-27,11,0,0
2016-03-28,18,2,9
2016-03-29,30,1,7
2016-03-30,25,1,7
2016-03-31,23,8,3
2016-04-01,28,14,2
2016-04-02,5,1,0
2016-04-03,2,0,0
2016-04-04,8,1,2
2016-04-05,11,14,0
2016-04-06,13,9,3
2016-04-07,21,12,1
2016-04-08,19,3,11
2016-04-09,3,2,0
2016-04-10,0,4,0
2016-04-11,10,24,7
2016-04-12,15,19,4
2016-04-13,13,9,18
2016-04-14,10,20,15
2016-04-15,15,14,16
2016-04-16,3,4,0
2016-04-17,0,12,0
2016-04-18,10,18,11
2016-04-19,10,16,10
2016-04-20,15,18,8
2016-04-21,17,25,8
2016-04-22,10,16,7
2016-04-23,3,0,0
2016-04-24,2,0,0
2016-04-25,12,3,5
2016-04-26,7,7,6
2016-04-27,11,8,8
2016-04-28,14,3,5
2016-04-29,17,14,1
2016-04-30,3,0,0
2016-05-01,3,0,0
2016-05-02,8,1,10
2016-05-03,18,1,8
2016-05-04,23,4,2
2016-05-05,13,8,11
2016-05-06,9,0,5
2016-05-07,1,0,2
2016-05-08,0,0,1
2016-05-09,18,3,20
2016-05-10,14,10,7
2016-05-11,13,1,3
2016-05-12,12,6,1
2016-05-13,11,5,16
2016-05-14,1,2,3
2016-05-15,1,0,0
2016-05-16,16,9,8
2016-05-17,20,5,12
2016-05-18,15,11,11
2016-05-19,14,21,12
2016-05-20,12,13,15
2016-05-21,3,10,0
2016-05-22,0,0,0
2016-05-23,13,3,0
2016-05-24,11,8,0
2016-05-25,8,12,11
2016-05-26,16,7,8
2016-05-27,11,12,8
2016-05-28,3,0,0
2016-05-29,4,0,0
2016-05-30,2,0,17
2016-05-31,9,26,10
2016-06-01,12,18,4
2016-06-02,16,20,7
2016-06-03,18,3,9
2016-06-04,2,1,0
2016-06-05,0,0,1
2016-06-06,8,4,4
2016-06-07,18,6,8
2016-06-08,11,26,14
2016-06-09,10,23,5
2016-06-10,11,4,5
2016-06-11,0,0,0
2016-06-12,2,2,0
2016-06-13,11,5,14
2016-06-14,12,12,16
2016-06-15,9,8,7
2016-06-16,14,10,8
2016-06-17,6,11,12
2016-06-18,1,7,0
2016-06-19,1,1,0
2016-06-20,7,7,16
2016-06-21,14,12,7
2016-06-22,17,12,3
2016-06-23,17,3,0
2016-06-24,8,14,10
2016-06-25,5,0,0
2016-06-26,1,0,0
2016-06-27,4,12,5
2016-06-28,9,8,5
2016-06-29,0,17,4
2016-06-30,10,19,9
2016-07-01,7,6,6
2016-07-02,1,9,0
2016-07-03,0,0,0
2016-07-04,2,0,4
2016-07-05,0,2,4
2016-07-06,5,1,9
2016-07-07,5,5,2
2016-07-08,10,9,2
2016-07-09,0,0,1
2016-07-10,0,0,0
2016-07-11,3,1,5
2016-07-12,5,6,8
2016-07-13,4,6,6
2016-07-14,4,4,5
2016-07-15,4,6,4
2016-07-16,1,2,0
2016-07-17,0,0,0
2016-07-18,7,3,10
2016-07-19,3,8,10
2016-07-20,8,1,8
2016-07-21,10,1,7
2016-07-22,11,0,7
2016-07-23,1,0,0
2016-07-24,0,0,0
2016-07-25,6,4,4
2016-07-26,10,0,5
2016-07-27,15,0,4
2016-07-28,9,2,5
2016-07-29,10,10,7
2016-07-30,0,0,0
2016-07-31,0,0,0
2016-08-01,3,3,4
2016-08-02,7,0,3
2016-08-03,3,9,3
2016-08-04,11,18,2
2016-08-05,24,5,3
2016-08-06,1,1,0
2016-08-07,0,0,1
2016-08-08,7,2,1
2016-08-09,13,5,1
2016-08-10,6,7,0
2016-08-11,14,1,2
2016-08-12,5,2,3
2016-08-13,2,1,0
2016-08-14,0,1,0
2016-08-15,9,0,2
2016-08-16,11,3,4
2016-08-17,12,8,5
2016-08-18,11,3,2
2016-08-19,10,1,0
2016-08-20,1,5,0
2016-08-21,0,1,0
2016-08-22,6,1,7
2016-08-23,7,3,3
2016-08-24,8,9,1
2016-08-25,9,1,1
2016-08-26,7,1,0
2016-08-27,1,0,0
2016-08-28,0,0,0
2016-08-29,8,0,9
2016-08-30,6,0,5
2016-08-31,6,0,7
2016-09-01,10,1,7
2016-09-02,6,0,2
2016-09-03,1,0,0
2016-09-04,0,0,0
2016-09-05,0,0,2
2016-09-06,0,0,0
2016-09-07,4,0,2
2016-09-08,8,0,2
2016-09-09,15,0,2
2016-09-10,0,0,0
2016-09-11,0,0,0
2016-09-12,9,0,3
2016-09-13,7,32,2
2016-09-14,7,8,6
2016-09-15,11,0,9
2016-09-16,15,20,10
2016-09-17,1,3,12
2016-09-18,0,1,0
2016-09-19,7,10,4
2016-09-20,17,9,5
2016-09-21,12,9,6
2016-09-22,17,1,0
2016-09-23,6,5,0
2016-09-24,2,1,0
2016-09-25,1,3,0
2016-09-26,15,15,6
2016-09-27,12,14,10
2016-09-28,9,12,9
2016-09-29,6,5,7
2016-09-30,8,13,3
2016-10-01,2,6,0
2016-10-02,1,4,0
2016-10-03,10,7,4
2016-10-04,11,2,3
2016-10-05,9,1,7
2016-10-06,8,9,2
2016-10-07,6,9,7
2016-10-08,1,1,0
2016-10-09,0,6,0
2016-10-10,3,19,1
2016-10-11,8,9,9
2016-10-12,4,28,1
2016-10-13,14,15,5
2016-10-14,11,4,5
2016-10-15,5,1,0
2016-10-16,3,5,0
2016-10-17,12,2,7
2016-10-18,10,11,5
2016-10-19,11,2,9
2016-10-20,17,6,10
2016-10-21,12,11,3
2016-10-22,0,8,0
2016-10-23,4,1,0
2016-10-24,11,7,13
2016-10-25,10,3,13
2016-10-26,4,2,7
2016-10-27,12,4,5
2016-10-28,11,1,7
2016-10-29,3,7,0
2016-10-30,0,0,0
2016-10-31,7,8,13
2016-11-01,19,9,3
2016-11-02,19,7,9
2016-11-03,16,8,4
2016-11-04,3,10,5
2016-11-05,0,0,0
2016-11-06,1,0,0
2016-11-07,9,5,10
2016-11-08,8,1,7
2016-11-09,9,3,1
2016-11-10,16,6,13
2016-11-11,4,7,6
2016-11-12,3,0,0
2016-11-13,0,0,0
2016-11-14,6,12,6
2016-11-15,13,5,5
2016-11-16,14,16,4
2016-11-17,5,6,3
2016-11-18,8,18,1
2016-11-19,2,4,0
2016-11-20,0,14,0
2016-11-21,7,16,13
2016-11-22,16,2,3
2016-11-23,9,7,6
2016-11-24,2,0,5
2016-11-25,0,1,4
2016-11-26,0,9,0
2016-11-27,3,4,0
2016-11-28,8,19,4
2016-11-29,9,8,6
2016-11-30,12,9,5
2016-12-01,4,4,4
2016-12-02,5,8,3
2016-12-03,1,3,0
2016-12-04,1,1,0
2016-12-05,6,12,7
2016-12-06,11,24,1
2016-12-07,3,17,2
2016-12-08,4,19,0
2016-12-09,8,11,0
2016-12-10,1,2,0
2016-12-11,1,0,0
2016-12-12,6,7,4
2016-12-13,4,1,21
2016-12-14,2,5,1
2016-12-15,6,1,7
2016-12-16,4,1,4
2016-12-17,0,0,0
2016-12-18,1,0,0
2016-12-19,2,4,16
2016-12-20,1,1,19
2016-12-21,1,3,14
2016-12-22,0,0,10
2016-12-23,0,0,0
2016-12-24,0,0,0
2016-12-25,0,0,0
2016-12-26,0,0,0
2016-12-27,0,0,20
2016-12-28,0,1,12
2016-12-29,0,1,2
2016-12-30,0,0,8
2016-12-31,0,0,0
2017-01-01,0,0,0
2017-01-02,0,0,0
2017-01-03,2,6,19
2017-01-04,3,4,18
2017-01-05,16,0,7
2017-01-06,11,0,14
2017-01-07,1,0,0
2017-01-08,0,0,0
2017-01-09,6,5,8
2017-01-10,20,9,6
2017-01-11,15,9,10
2017-01-12,11,11,11
2017-01-13,9,7,12
2017-01-14,2,0,0
2017-01-15,0,1,0
2017-01-16,0,1,9
2017-01-17,6,5,1
2017-01-18,5,5,3
2017-01-19,14,7,0
2017-01-20,10,9,1
2017-01-21,4,0,0
2017-01-22,4,0,0
2017-01-23,14,7,4
2017-01-24,13,4,0
2017-01-25,16,2,5
2017-01-26,13,4,1
2017-01-27,20,4,2
2017-01-28,6,0,0
2017-01-29,1,0,0
2017-01-30,6,4,1
2017-01-31,16,5,0
2017-02-01,13,1,2
2017-02-02,23,4,2
2017-02-03,13,2,1
2017-02-04,14,0,0
2017-02-05,1,0,0
2017-02-06,8,2,1
2017-02-07,22,0,3
2017-02-08,24,3,15
2017-02-09,28,0,12
2017-02-10,14,2,3
2017-02-11,3,0,0
2017-02-12,3,0,0
2017-02-13,10,3,3
2017-02-14,26,0,0
2017-02-15,21,0,5
2017-02-16,11,0,5
2017-02-17,17,4,10
2017-02-18,7,0,0
2017-02-19,2,0,0
2017-02-20,4,0,12
2017-02-21,14,5,12
2017-02-22,17,3,14
2017-02-23,14,3,10
2017-02-24,12,5,6
2017-02-25,1,0,0
2017-02-26,2,0,0
2017-02-27,5,11,2
2017-02-28,13,4,5
2017-03-01,20,1,2
2017-03-02,14,39,4
2017-03-03,9,28,0
2017-03-04,14,2,0
2017-03-05,1,3,0
2017-03-06,11,18,8
2017-03-07,13,9,7
2017-03-08,17,16,9
2017-03-09,12,5,11
2017-03-10,17,2,10
2017-03-11,0,1,1
2017-03-12,0,0,0
2017-03-13,15,2,10
2017-03-14,14,8,10
2017-03-15,18,22,15
2017-03-16,10,12,11
2017-03-17,21,3,6
2017-03-18,2,0,0
2017-03-19,3,0,0
2017-03-20,15,9,6
2017-03-21,7,7,11
2017-03-22,12,6,5
2017-03-23,14,17,3
2017-03-24,10,1,5
2017-03-25,2,0,0
2017-03-26,2,0,0
2017-03-27,12,9,1
2017-03-28,12,7,11
2017-03-29,10,10,6
2017-03-30,15,1,6
2017-03-31,7,1,3
2017-04-01,0,4,0
2017-04-02,6,4,0
2017-04-03,4,0,6
2017-04-04,21,1,5
2017-04-05,21,7,1
2017-04-06,13,13,7
2017-04-07,9,8,3
2017-04-08,11,2,0
2017-04-09,2,0,0
2017-04-10,6,1,2
2017-04-11,4,0,2
2017-04-12,7,1,12
2017-04-13,10,6,6
2017-04-14,10,4,1
2017-04-15,4,0,0
2017-04-16,1,0,0
2017-04-17,10,8,0
2017-04-18,17,12,5
2017-04-19,10,7,5
2017-04-20,12,3,7
2017-04-21,16,4,6
2017-04-22,2,0,0
2017-04-23,2,2,0
2017-04-24,10,8,9
2017-04-25,5,3,8
2017-04-26,11,6,2
2017-04-27,23,13,5
2017-04-28,7,8,6
2017-04-29,0,2,0
2017-04-30,1,3,0
2017-05-01,9,15,11
2017-05-02,16,12,1
2017-05-03,22,13,6
2017-05-04,11,15,5
2017-05-05,19,5,3
2017-05-06,7,0,0
2017-05-07,0,0,0
2017-05-08,15,1,0
2017-05-09,23,4,5
2017-05-10,19,3,5
2017-05-11,16,2,1
2017-05-12,17,5,5
2017-05-13,3,0,4
2017-05-14,1,0,3
2017-05-15,10,1,13
2017-05-16,10,0,13
2017-05-17,6,18,10
2017-05-18,5,5,4
2017-05-19,18,19,5
2017-05-20,6,0,0
2017-05-21,2,0,1
2017-05-22,12,4,1
2017-05-23,5,4,6
2017-05-24,17,14,0
2017-05-25,7,1,5
2017-05-26,11,4,2
2017-05-27,4,1,0
2017-05-28,0,3,0
2017-05-29,5,0,1
2017-05-30,2,13,4
2017-05-31,10,0,4
2017-06-01,6,1,7
2017-06-02,14,5,1
2017-06-03,4,0,0
2017-06-04,0,0,0
2017-06-05,12,12,5
2017-06-06,8,1,2
2017-06-07,10,6,2
2017-06-08,10,8,3
2017-06-09,7,14,6
2017-06-10,1,0,0
2017-06-11,0,0,0
2017-06-12,6,4,2
2017-06-13,12,9,2
2017-06-14,11,2,3
2017-06-15,10,2,5
2017-06-16,21,6,2
2017-06-17,3,0,0
2017-06-18,1,0,0
2017-06-19,7,0,2
2017-06-20,13,0,2
2017-06-21,11,5,4
2017-06-22,4,6,2
2017-06-23,19,1,1
2017-06-24,4,0,0
2017-06-25,0,0,0
2017-06-26,10,0,0
2017-06-27,9,1,1
2017-06-28,3,3,5
2017-06-29,10,5,3
2017-06-30,11,6,2
2017-07-01,1,1,0
2017-07-02,1,0,0
2017-07-03,0,0,3
2017-07-04,0,0,2
2017-07-05,6,3,1
2017-07-06,2,9,3
2017-07-07,6,0,1
2017-07-08,0,0,0
2017-07-09,0,0,0
2017-07-10,8,2,0
2017-07-11,5,0,4
2017-07-12,8,1,1
2017-07-13,12,1,2
2017-07-14,8,3,0
2017-07-15,2,0,0
2017-07-16,0,0,0
2017-07-17,10,20,0
2017-07-18,4,7,0
2017-07-19,17,4,1
2017-07-20,7,0,1
2017-07-21,11,3,1
2017-07-22,1,0,0
2017-07-23,0,0,0
2017-07-24,3,2,1
2017-07-25,2,2,2
2017-07-26,1,7,3
2017-07-27,6,1,3
2017-07-28,6,9,2
2017-07-29,0,0,0
2017-07-30,1,0,0
2017-07-31,5,2,1
2017-08-01,8,0,4
2017-08-02,3,0,1
2017-08-03,6,14,1
2017-08-04,9,2,2
2017-08-05,1,0,0
2017-08-06,0,0,0
2017-08-07,5,1,2
2017-08-08,8,1,5
2017-08-09,6,3,2
2017-08-10,4,18,1
2017-08-11,3,8,0
2017-08-12,1,3,0
2017-08-13,0,0,0
2017-08-14,2,2,0
2017-08-15,7,3,0
2017-08-16,5,5,1
2017-08-17,2,2,1
2017-08-18,1,3,1
2017-08-19,0,0,0
2017-08-20,0,0,0
2017-08-21,7,0,1
2017-08-22,7,5,2
2017-08-23,16,4,0
2017-08-24,6,7,7
2017-08-25,6,1,6
2017-08-26,1,0,0
2017-08-27,0,0,0
2017-08-28,5,2,3
2017-08-29,11,1,5
2017-08-30,9,6,1
2017-08-31,13,0,0
2017-09-01,19,7,0
2017-09-02,3,0,0
2017-09-03,2,2,0
2017-09-04,0,0,2
2017-09-05,11,1,3
2017-09-06,8,0,0
2017-09-07,9,0,1
2017-09-08,7,1,0
2017-09-09,0,0,1
2017-09-10,0,0,0
2017-09-11,8,0,0
2017-09-12,13,1,0
2017-09-13,7,0,0
2017-09-14,8,1,0
2017-09-15,11,19,0
2017-09-16,1,3,0
2017-09-17,0,4,0
2017-09-18,2,6,0
2017-09-19,5,0,0
2017-09-20,11,10,0
2017-09-21,11,7,0
2017-09-22,11,0,0
2017-09-23,3,0,0
2017-09-24,8,0,0
2017-09-25,3,0,3
2017-09-26,11,1,2
2017-09-27,4,1,0
2017-09-28,9,0,2
2017-09-29,10,0,0
2017-09-30,1,0,0
2017-10-01,0,0,0
2017-10-02,10,0,0
2017-10-03,11,0,2
2017-10-04,6,1,2
2017-10-05,10,0,0
2017-10-06,7,0,1
2017-10-07,1,0,0
2017-10-08,0,0,0
2017-10-09,1,0,0
2017-10-10,6,0,0
2017-10-11,3,0,1
2017-10-12,10,0,1
2017-10-13,7,0,0
2017-10-14,5,0,0
2017-10-15,0,0,0
2017-10-16,2,5,2
2017-10-17,8,3,0
2017-10-18,13,2,3
2017-10-19,18,2,0
2017-10-20,11,0,7
2017-10-21,2,1,0
2017-10-22,1,0,0
2017-10-23,7,5,0
2017-10-24,7,1,4
2017-10-25,10,9,0
2017-10-26,6,2,1
2017-10-27,0,5,0
2017-10-28,1,1,0
2017-10-29,0,1,0
2017-10-30,4,6,0
2017-10-31,7,0,2
2017-11-01,13,0,4
2017-11-02,11,9,1
2017-11-03,9,3,1
2017-11-04,1,0,0
2017-11-05,0,0,0
2017-11-06,4,0,0
2017-11-07,6,3,1
2017-11-08,9,0,0
2017-11-09,10,5,0
2017-11-10,17,0,3
2017-11-11,3,2,0
2017-11-12,0,0,0
2017-11-13,5,2,0
2017-11-14,6,4,1
2017-11-15,3,14,1
2017-11-16,7,14,0
2017-11-17,11,3,1
2017-11-18,0,1,0
2017-11-19,0,2,0
2017-11-20,3,10,0
2017-11-21,4,30,0
2017-11-22,24,23,1
2017-11-23,8,0,0
2017-11-24,0,0,0
2017-11-25,1,0,0
2017-11-26,0,0,0
2017-11-27,3,9,1
2017-11-28,4,17,0
2017-11-29,18,20,0
2017-11-30,19,15,0
2017-12-01,16,6,1
2017-12-02,3,10,0
2017-12-03,0,0,0
2017-12-04,7,2,2
2017-12-05,10,9,7
2017-12-06,13,9,0
2017-12-07,18,18,3
2017-12-08,16,15,1
2017-12-09,4,0,0
2017-12-10,1,0,0
2017-12-11,9,8,0
2017-12-12,10,1,2
2017-12-13,9,1,0
2017-12-14,24,22,1
2017-12-15,14,3,31
2017-12-16,6,0,0
2017-12-17,0,1,0
2017-12-18,8,5,0
2017-12-19,8,5,1
2017-12-20,11,0,1
2017-12-21,14,15,0
2017-12-22,5,16,0
2017-12-23,2,5,0
2017-12-24,0,0,0
2017-12-25,0,0,0
2017-12-26,0,0,0
2017-12-27,3,4,0
2017-12-28,0,4,0
2017-12-29,0,5,0
2017-12-30,0,0,0
2017-12-31,0,0,0
2018-01-01,0,3,0
2018-01-02,8,1,0
2018-01-03,13,2,0
2018-01-04,14,21,0
2018-01-05,13,2,0
2018-01-06,7,0,0
2018-01-07,0,0,0
2018-01-08,7,22,0
2018-01-09,17,56,1
2018-01-10,11,23,1
2018-01-11,15,6,3
2018-01-12,17,4,2
2018-01-13,5,2,0
2018-01-14,0,0,0
2018-01-15,2,0,1
2018-01-16,7,6,0
2018-01-17,12,4,0
2018-01-18,9,0,2
2018-01-19,12,12,4
2018-01-20,6,1,0
2018-01-21,0,0,0
2018-01-22,4,10,3
2018-01-23,4,8,2
2018-01-24,5,10,2
2018-01-25,10,3,3
2018-01-26,8,2,2
2018-01-27,7,0,0
2018-01-28,0,0,0
2018-01-29,5,3,4
2018-01-30,16,8,1
2018-01-31,10,25,0
2018-02-01,12,22,2
2018-02-02,8,13,1
2018-02-03,2,5,0
2018-02-04,0,1,1
2018-02-05,8,4,4
2018-02-06,17,26,1
2018-02-07,14,22,3
2018-02-08,14,12,2
2018-02-09,11,20,1
2018-02-10,11,6,0
2018-02-11,1,0,0
2018-02-12,7,15,1
2018-02-13,17,24,0
2018-02-14,17,12,1
2018-02-15,14,9,1
2018-02-16,14,31,1
2018-02-17,4,1,0
2018-02-18,0,0,0
2018-02-19,4,18,3
2018-02-20,7,25,2
2018-02-21,12,20,3
2018-02-22,6,22,1
2018-02-23,4,22,1
2018-02-24,2,0,0
2018-02-25,0,2,0
2018-02-26,8,6,3
2018-02-27,8,9,0
2018-02-28,9,17,4
2018-03-01,15,16,4
2018-03-02,11,5,1
2018-03-03,2,14,0
2018-03-04,1,3,0
2018-03-05,3,4,0
2018-03-06,13,5,0
2018-03-07,15,12,2
2018-03-08,12,11,2
2018-03-09,15,7,0
2018-03-10,3,6,0
2018-03-11,2,3,0
2018-03-12,11,6,1
2018-03-13,7,13,4
2018-03-14,12,0,2
2018-03-15,6,6,5
2018-03-16,12,3,1
2018-03-17,10,0,0
2018-03-18,0,0,0
2018-03-19,19,6,3
2018-03-20,14,21,1
2018-03-21,8,22,2
2018-03-22,14,19,3
2018-03-23,7,6,0
2018-03-24,5,7,0
2018-03-25,2,0,0
2018-03-26,2,14,1
2018-03-27,12,19,1
2018-03-28,9,15,0
2018-03-29,13,11,0
2018-03-30,6,13,0
2018-03-31,2,1,0
2018-04-01,0,3,0
2018-04-02,4,9,2
2018-04-03,14,8,2
2018-04-04,16,16,0
2018-04-05,10,13,3
2018-04-06,7,9,0
2018-04-07,1,1,0
2018-04-08,1,1,0
2018-04-09,6,7,2
2018-04-10,13,8,0
2018-04-11,12,15,4
2018-04-12,13,3,3
2018-04-13,5,11,0
2018-04-14,1,1,0
2018-04-15,0,0,0
2018-04-16,8,1,1
2018-04-17,10,2,1
2018-04-18,8,4,2
2018-04-19,14,2,1
2018-04-20,12,3,3
