,emberjs/ember.js,angular/angular,facebook/react
2017-06-05,2,5.0,9
2017-06-06,2,12.0,9
2017-06-07,0,11.0,3
2017-06-08,13,20.0,4
2017-06-09,2,24.0,13
2017-06-10,8,10.0,2
2017-06-11,6,2.0,1
2017-06-12,5,12.0,0
2017-06-13,2,20.0,5
2017-06-14,3,6.0,7
2017-06-15,0,9.0,2
2017-06-16,2,14.0,3
2017-06-17,0,0.0,0
2017-06-18,2,0.0,0
2017-06-19,4,8.0,7
2017-06-20,6,10.0,1
2017-06-21,9,11.0,3
2017-06-22,4,14.0,1
2017-06-23,12,45.0,2
2017-06-24,11,1.0,0
2017-06-25,8,0.0,1
2017-06-26,16,6.0,6
2017-06-27,7,5.0,6
2017-06-28,3,0.0,4
2017-06-29,13,10.0,2
2017-06-30,2,5.0,2
2017-07-01,3,4.0,8
2017-07-02,4,0.0,2
2017-07-03,2,4.0,0
2017-07-04,4,0.0,2
2017-07-05,14,9.0,1
2017-07-06,5,11.0,1
2017-07-07,4,29.0,1
2017-07-08,3,4.0,0
2017-07-09,3,0.0,2
2017-07-10,2,7.0,1
2017-07-11,4,40.0,4
2017-07-12,5,0.0,5
2017-07-13,21,21.0,9
2017-07-14,8,12.0,2
2017-07-15,1,3.0,0
2017-07-16,6,0.0,0
2017-07-17,11,11.0,1
2017-07-18,8,26.0,3
2017-07-19,1,6.0,7
2017-07-20,2,21.0,3
2017-07-21,2,8.0,5
2017-07-22,1,0.0,0
2017-07-23,2,0.0,0
2017-07-24,4,0.0,2
2017-07-25,3,8.0,2
2017-07-26,7,8.0,16
2017-07-27,2,4.0,12
2017-07-28,0,19.0,1
2017-07-29,4,0.0,0
2017-07-30,0,0.0,0
2017-07-31,4,8.0,4
2017-08-01,5,2.0,6
2017-08-02,1,18.0,16
2017-08-03,4,8.0,8
2017-08-04,1,8.0,7
2017-08-05,0,0.0,1
2017-08-06,0,0.0,0
2017-08-07,5,9.0,3
2017-08-08,1,3.0,5
2017-08-09,0,10.0,5
2017-08-10,3,2.0,3
2017-08-11,2,4.0,1
2017-08-12,4,0.0,3
2017-08-13,1,0.0,3
2017-08-14,0,1.0,2
2017-08-15,1,16.0,2
2017-08-16,6,17.0,4
2017-08-17,0,9.0,4
2017-08-18,5,11.0,1
2017-08-19,0,10.0,0
2017-08-20,0,0.0,0
2017-08-21,1,7.0,2
2017-08-22,0,12.0,2
2017-08-23,1,4.0,2
2017-08-24,0,2.0,2
2017-08-25,3,1.0,10
2017-08-26,3,0.0,4
2017-08-27,1,0.0,0
2017-08-28,1,15.0,8
2017-08-29,1,9.0,2
2017-08-30,4,8.0,4
2017-08-31,5,28.0,6
2017-09-01,4,12.0,6
2017-09-02,0,5.0,1
2017-09-03,1,0.0,0
2017-09-04,1,0.0,0
2017-09-05,6,16.0,3
2017-09-06,0,5.0,9
2017-09-07,0,7.0,4
2017-09-08,2,11.0,6
2017-09-09,7,0.0,1
2017-09-10,0,0.0,5
2017-09-11,7,0.0,6
2017-09-12,3,11.0,3
2017-09-13,11,4.0,3
2017-09-14,8,5.0,11
2017-09-15,4,1.0,0
2017-09-16,0,0.0,0
2017-09-17,0,0.0,0
2017-09-18,0,0.0,0
2017-09-19,0,9.0,1
2017-09-20,0,15.0,0
2017-09-21,10,19.0,0
2017-09-22,0,10.0,2
2017-09-23,0,0.0,0
2017-09-24,0,0.0,1
2017-09-25,1,17.0,4
2017-09-26,0,12.0,22
2017-09-27,0,6.0,14
2017-09-28,0,22.0,12
2017-09-29,0,2.0,7
2017-09-30,0,0.0,10
2017-10-01,3,0.0,4
2017-10-02,2,7.0,32
2017-10-03,5,6.0,11
2017-10-04,5,12.0,7
2017-10-05,11,2.0,4
2017-10-06,5,23.0,7
2017-10-07,0,6.0,2
2017-10-08,0,0.0,0
2017-10-09,8,14.0,2
2017-10-10,6,7.0,17
2017-10-11,1,12.0,7
2017-10-12,1,7.0,2
2017-10-13,3,13.0,2
2017-10-14,0,1.0,3
2017-10-15,0,0.0,0
2017-10-16,1,2.0,6
2017-10-17,8,10.0,10
2017-10-18,3,18.0,13
2017-10-19,0,3.0,7
2017-10-20,0,5.0,12
2017-10-21,1,0.0,2
2017-10-22,4,0.0,1
2017-10-23,1,7.0,5
2017-10-24,0,11.0,5
2017-10-25,8,4.0,10
2017-10-26,15,7.0,10
2017-10-27,34,2.0,1
2017-10-28,15,5.0,3
2017-10-29,14,0.0,0
2017-10-30,4,1.0,1
2017-10-31,7,12.0,9
2017-11-01,17,46.0,4
2017-11-02,1,25.0,15
2017-11-03,12,17.0,11
2017-11-04,4,0.0,7
2017-11-05,16,0.0,3
2017-11-06,8,12.0,10
2017-11-07,2,0.0,11
2017-11-08,5,4.0,7
2017-11-09,6,1.0,7
2017-11-10,1,16.0,8
2017-11-11,0,0.0,0
2017-11-12,3,0.0,2
2017-11-13,2,0.0,9
2017-11-14,6,20.0,0
2017-11-15,1,4.0,4
2017-11-16,1,18.0,2
2017-11-17,2,3.0,4
