,twbs/bootstrap,ant-design/ant-design,mui/material-ui
2017-06-12,0,7,6.543759499892188
2017-06-13,8,9,0.023464063968749893
2017-06-14,13,3,4.371769575365625
2017-06-15,22,17,3.0948807863249996
2017-06-16,4,5,-0.9045785831656247
2017-06-17,13,1,3.4673031097843756
2017-06-18,16,2,0.2522492700000003
2017-06-19,6,9,12.44681173771875
2017-06-20,0,6,-0.6841466549312507
2017-06-21,2,6,3.0273731879828127
2017-06-22,1,2,-1.0012447026140627
2017-06-23,0,11,9.373855185257813
2017-06-24,0,2,3.56468754235625
2017-06-25,0,5,3.7307601391875003
2017-06-26,18,11,-1.275010786909375
2017-06-27,1,8,4.229346332010938
2017-06-28,6,10,0.9298918190171883
2017-06-29,1,4,-0.7871884795984367
2017-06-30,39,18,9.47657381485625
2017-07-01,5,5,-1.37727417390625
2017-07-02,26,2,-0.7592073216874995
2017-07-03,0,7,7.527120609742187
2017-07-04,9,10,1.869588231070313
2017-07-05,3,2,2.1088035424218754
2017-07-06,1,6,14.144248986289062
2017-07-07,0,15,8.986465332428125
2017-07-08,2,6,5.85289536984375
2017-07-09,0,0,-0.022122375359375557
2017-07-10,4,2,4.639976642500001
2017-07-11,1,6,-0.5363523803749988
2017-07-12,2,11,-0.09619128558437318
2017-07-13,1,6,2.148651922095314
2017-07-14,4,21,2.074243488407814
2017-07-15,1,5,-0.9271708262109366
2017-07-16,7,7,-0.5273725995203118
2017-07-17,1,16,-0.32965588631874937
2017-07-18,2,3,4.791198958084376
2017-07-19,0,9,5.34110858801875
2017-07-20,0,5,3.084265708198437
2017-07-21,0,5,1.117115119667187
2017-07-22,0,10,5.291786003345313
2017-07-23,0,2,4.966244692392188
2017-07-24,0,10,7.8278394375
2017-07-25,0,10,0.41876744374999975
2017-07-26,0,2,1.9007397074218755
2017-07-27,2,5,1.9627215492265633
2017-07-28,3,6,1.0355111652218763
2017-07-29,0,7,13.194857961325
2017-07-30,8,10,1.0710511268343748
2017-07-31,4,8,1.6686919654406251
2017-08-01,0,9,6.87814338764375
2017-08-02,0,6,4.490498074895314
2017-08-03,0,7,2.5617702421312503
2017-08-04,8,13,0.731305185845313
2017-08-05,0,2,3.9962187813609384
2017-08-06,0,5,-1.1804302135406242
2017-08-07,5,29,5.253783436700001
2017-08-08,6,10,1.930084858345313
2017-08-09,8,12,3.0735007107671883
2017-08-10,1,10,3.0181167416187504
2017-08-11,78,20,3.0338611777218754
2017-08-12,4,5,4.0391114825750005
2017-08-13,19,1,-1.0686115951499997
2017-08-14,8,10,-0.6341594776796868
2017-08-15,23,18,4.567043983156251
2017-08-16,2,15,4.156099610737501
2017-08-17,5,14,1.0339236053296876
2017-08-18,4,11,14.25044649029375
2017-08-19,1,4,2.0368503565437495
2017-08-20,16,2,4.602666774778125
2017-08-21,4,8,-1.4372130751796877
2017-08-22,11,3,0.1525504562500013
2017-08-23,3,14,5.274964678671877
2017-08-24,1,7,6.857104592242188
2017-08-25,6,9,2.5246151175390628
2017-08-26,3,0,2.76466823969375
2017-08-27,1,16,-1.178909967601562
2017-08-28,4,0,4.339832199262501
2017-08-29,7,13,2.0339571135343757
2017-08-30,3,10,8.146456409484376
2017-08-31,6,7,8.550826649370313
2017-09-01,3,9,2.182225045659375
2017-09-02,7,0,3.60108989265
2017-09-03,3,5,-1.3369914747062497
2017-09-04,14,8,6.180774321106251
2017-09-05,2,13,2.7141017336718756
2017-09-06,14,24,2.815057907023438
2017-09-07,4,3,4.865019862751563
2017-09-08,3,25,7.679904849520313
2017-09-09,1,2,4.342802491328126
2017-09-10,11,6,7.503311937278125
2017-09-11,5,12,4.212759813570313
2017-09-12,6,7,6.3773359738906255
2017-09-13,6,8,10.184062170185937
2017-09-14,1,1,3.72944804779375
2017-09-15,4,21,2.0931536205125005
2017-09-16,0,11,4.404471277643751
2017-09-17,8,4,6.360301107832814
2017-09-18,0,12,9.19025779014375
2017-09-19,0,6,0.8099562290828128
2017-09-20,1,6,8.449521950659376
2017-09-21,0,14,3.9882786960250005
2017-09-22,0,19,6.226735531475001
2017-09-23,1,13,9.145203605221875
2017-09-24,2,0,12.7894877542625
2017-09-25,2,34,7.203401184409374
2017-09-26,21,4,5.412156022790626
2017-09-27,12,15,2.655277145557813
2017-09-28,2,7,10.07504028473594
2017-09-29,8,8,4.5236936390468765
2017-09-30,2,4,6.8446320344093765
2017-10-01,18,2,15.740285667790626
2017-10-02,12,0,2.814821114370313
2017-10-03,46,2,2.6192359493046884
2017-10-04,36,0,7.044272589265626
2017-10-05,5,0,3.8467334221343767
2017-10-06,5,5,2.0854954948828137
2017-10-07,0,2,6.3689630872093765
2017-10-08,6,4,6.158888357607814
2017-10-09,8,21,6.076782702895313
2017-10-10,6,18,10.050133682509376
2017-10-11,1,16,2.70518297845625
2017-10-12,1,13,6.190446692679688
2017-10-13,3,2,7.056095564082813
2017-10-14,1,4,0.9379039627218759
2017-10-15,3,1,9.466098915731251
2017-10-16,7,14,5.872185205587501
2017-10-17,5,17,4.961931758087501
2017-10-18,17,15,2.0766865922750006
2017-10-19,40,14,3.425526771990626
2017-10-20,12,9,1.5200456794453137
2017-10-21,0,2,6.756059636321876
2017-10-22,31,5,9.395411379379688
2017-10-23,17,12,6.975388841720313
2017-10-24,2,15,11.935190944229689
2017-10-25,6,8,11.423495891103125
2017-10-26,1,16,9.165258761435938
2017-10-27,3,10,9.187739086028126
2017-10-28,2,9,18.122443340773437
2017-10-29,15,2,2.160858667017188
2017-10-30,12,2,14.182861795290627
2017-10-31,14,20,14.472066882464063
2017-11-01,1,13,13.113884547457815
2017-11-02,1,1,6.000464427278126
2017-11-03,8,8,0.6321066908093766
2017-11-04,0,1,14.492044567131252
2017-11-05,0,0,4.601598806240627
2017-11-06,15,10,10.181095407401564
2017-11-07,8,8,7.975187318518751
2017-11-08,2,5,8.036047411357814
2017-11-09,6,17,3.117789570587501
2017-11-10,0,7,6.6873608792328145
2017-11-11,3,1,-0.3364559636718738
2017-11-12,0,6,7.363315786090627
2017-11-13,2,7,14.943913564014064
2017-11-14,0,3,7.096945314259376
2017-11-15,6,4,10.376684990110938
2017-11-16,4,3,1.1646448889328127
2017-11-17,1,15,11.95772220276094
2017-11-18,0,8,21.29173681264375
2017-11-19,2,13,3.0078962223953125
2017-11-20,3,15,8.105706766537502
2017-11-21,0,30,3.0269638809109383
2017-11-22,0,26,3.548635775482815
2017-11-23,3,0,-1.1519590545624983
2017-11-24,5,4,0.500236867470315
2017-11-25,10,0,10.756806160137502
2017-11-26,1,2,0.8911630408718763
2017-11-27,3,14,16.516083614278127
2017-11-28,2,11,3.3559805865765617
2017-11-29,2,12,2.994795054010938
2017-11-30,0,6,7.316390785440626
2017-12-01,2,17,7.043631779268751
2017-12-02,3,4,7.938277628932814
2017-12-03,0,6,4.736672224990626
2017-12-04,1,30,4.918803973021876
2017-12-05,1,13,10.039188318110938
2017-12-06,0,6,17.551308432509376
2017-12-07,1,7,-0.3618410590437504
2017-12-08,1,8,3.840972778929688
2017-12-09,0,0,3.969457210035939
2017-12-10,0,7,1.0967862357703149
2017-12-11,1,8,1.4881107597812517
2017-12-12,2,1,0.6995399861390643
2017-12-13,0,9,11.92385281356094
2017-12-14,0,1,4.9614063455062505
2017-12-15,0,9,6.205446007734375
2017-12-16,1,10,11.236170099298437
2017-12-17,1,6,14.659083880440626
2017-12-18,0,6,18.9941415819875
2017-12-19,0,5,4.139187698345311
2017-12-20,0,3,9.047268177610938
2017-12-21,0,8,4.928082001975001
2017-12-22,2,14,21.26742124342344
2017-12-23,13,3,12.874820764373439
2017-12-24,6,1,-1.0546200007406235
2017-12-25,0,3,-2.7289048217328107
2017-12-26,9,3,24.155688900545314
2017-12-27,15,8,21.076693785084377
2017-12-28,22,14,2.4073793035249995
2017-12-29,1,10,5.71831409294375
2017-12-30,11,2,26.010365793587503
2017-12-31,16,2,1.1623871291218766
2018-01-01,2,6,15.77724599284219
2018-01-02,7,2,10.062037277392188
2018-01-03,10,3,-0.7885158821562475
2018-01-04,2,5,6.283447272425002
2018-01-05,2,119,10.318220866742191
2018-01-06,1,5,13.068410698857814
2018-01-07,0,4,8.601166834723438
2018-01-08,1,19,-1.2208377553859364
2018-01-09,0,18,11.963347902487502
2018-01-10,1,14,10.18260846834844
2018-01-11,11,9,6.089943696700001
2018-01-12,1,15,5.415152374001563
2018-01-13,5,13,4.5675704679734395
2018-01-14,6,1,9.767526528782813
2018-01-15,9,3,7.405862785737501
2018-01-16,7,0,10.503808483537501
2018-01-17,4,2,1.2209982489593751
2018-01-18,9,8,3.9221213790437517
2018-01-19,4,7,5.073290442392189
2018-01-20,5,8,0.09848379930156415
2018-01-21,7,2,7.622918758603126
2018-01-22,4,2,17.166403151060937
2018-01-23,2,8,4.0033265381625
2018-01-24,0,12,3.7026342954375
2018-01-25,0,4,8.019149399970313
2018-01-26,0,8,7.797876563012501
2018-01-27,0,5,9.670127438675001
2018-01-28,1,4,-1.599642347532812
2018-01-29,0,5,7.365847661537502
2018-01-30,3,6,21.93119193112969
2018-01-31,4,8,7.332643808207813
2018-02-01,0,5,1.9906775666546874
2018-02-02,1,7,-0.2960366078718746
2018-02-03,3,1,6.294591226984378
2018-02-04,0,16,7.025050409703127
2018-02-05,1,1,11.876317140303126
2018-02-06,0,1,2.339546732823438
2018-02-07,1,5,5.922896593551563
2018-02-08,0,12,0.872487089715626
2018-02-09,1,10,1.4954618145265641
2018-02-10,0,0,11.739714428789064
2018-02-11,9,15,5.856160599553125
2018-02-12,2,3,10.964151052571875
2018-02-13,1,3,2.488851613707812
2018-02-14,1,3,4.07637614191875
2018-02-15,0,1,5.238374356945314
2018-02-16,2,1,4.189670489415627
2018-02-17,0,0,9.297754102095313
2018-02-18,0,0,0.8165008906890634
2018-02-19,6,0,6.396902299157814
2018-02-20,2,0,16.188688304259376
2018-02-21,1,1,5.114789086954688
2018-02-22,0,3,5.666696160476563
2018-02-23,0,0,7.784634128675
2018-02-24,8,5,2.6334224579046888
2018-02-25,1,2,9.072376752862501
2018-02-26,0,3,6.649007888057813
2018-02-27,0,5,0.720215305767189
2018-02-28,0,3,4.283553875431251
2018-03-01,1,2,12.252533205228126
2018-03-02,1,12,3.560768900587501
2018-03-03,4,3,8.028837180806251
2018-03-04,2,0,1.7863558883125004
2018-03-05,2,3,12.306449490398439
2018-03-06,1,8,12.494635141214063
2018-03-07,0,4,9.097549535629687
2018-03-08,3,6,7.165292241798437
2018-03-09,0,9,7.296226200065625
2018-03-10,0,4,14.333849173903126
2018-03-11,0,2,3.7005795446281256
2018-03-12,14,10,12.374970287578126
2018-03-13,8,4,2.840806113887501
2018-03-14,3,7,8.487216889262502
2018-03-15,1,7,10.300518118273438
2018-03-16,2,1,6.080084714412502
2018-03-17,1,2,19.375375170734376
2018-03-18,0,4,10.178776092125
2018-03-19,0,5,2.452467047029688
2018-03-20,2,0,2.3338587720140636
2018-03-21,11,8,5.75484476261719
2018-03-22,0,2,6.741835777862502
2018-03-23,0,9,-0.35829248834843597
2018-03-24,0,6,3.3433576073921896
2018-03-25,0,3,5.387239868332814
2018-03-26,1,10,19.252000121990626
2018-03-27,1,3,9.920365855153126
2018-03-28,0,2,4.114511637206249
2018-03-29,1,9,7.646570691945312
2018-03-30,5,5,7.526467157571876
2018-03-31,3,1,1.5011068823953138
2018-04-01,15,7,9.0921473436
2018-04-02,7,1,3.602511512460939
2018-04-03,0,4,9.927128820170314
2018-04-04,0,7,11.462642528792188
2018-04-05,4,0,5.1785251384234385
2018-04-06,0,0,5.608680639592189
2018-04-07,1,1,19.727520921984375
2018-04-08,1,3,-0.5939405111718745
2018-04-09,2,1,11.727712319184377
2018-04-10,4,2,13.076576214010938
2018-04-11,1,7,5.675170281096877
2018-04-12,3,1,1.135655717350001
2018-04-13,1,5,0.8289304653718768
2018-04-14,1,2,10.279980820587502
2018-04-15,1,10,6.611926529618752
2018-04-16,5,8,3.6674156076625013
2018-04-17,3,7,1.0714353076734382
2018-04-18,0,4,3.4540314899968765
2018-04-19,1,24,-1.4897207802156236
2018-04-20,0,5,6.115386086364064
2018-04-21,0,1,2.6849291833093756
2018-04-22,1,9,4.814505594954689
2018-04-23,0,6,12.646966987428126
2018-04-24,6,3,0.8392717978328124
2018-04-25,0,3,4.5689662144875
2018-04-26,1,2,3.5123857898140627
2018-04-27,2,7,7.586226313570314
2018-04-28,0,8,5.226052948890626
2018-04-29,2,4,2.232279177685938
2018-04-30,3,1,1.5426839267625008
2018-05-01,1,6,8.757351088815627
2018-05-02,0,4,2.182650635450001
2018-05-03,0,6,4.612499720548438
2018-05-04,0,8,3.5183334659562506
2018-05-05,0,2,3.6026117464296883
2018-05-06,0,3,9.63375381356719
2018-05-07,1,5,3.0820915664359374
2018-05-08,0,4,6.436601638309376
2018-05-09,0,6,4.233377202235937
2018-05-10,0,8,7.334994732578126
2018-05-11,2,1,5.109119418012501
2018-05-12,0,2,16.179630950956252
2018-05-13,0,3,18.097914450992185
2018-05-14,0,7,1.2998267128984367
2018-05-15,2,5,23.444361162026564
2018-05-16,0,1,-2.211803306804688
2018-05-17,0,9,14.446907947868752
2018-05-18,1,7,7.576155718893751
2018-05-19,0,4,6.84153459106719
2018-05-20,1,4,3.0303402142171887
2018-05-21,0,15,7.503209274775002
2018-05-22,7,17,1.4047501541671892
2018-05-23,4,8,-0.9416212560859354
2018-05-24,0,2,6.578975734284377
2018-05-25,0,20,6.304564689912501
2018-05-26,0,6,5.129741526217188
2018-05-27,1,1,4.240617689448438
2018-05-28,0,8,2.3705998340468755
2018-05-29,0,7,12.632652957128126
2018-05-30,0,3,5.736776926328125
2018-05-31,3,1,5.981998356840625
2018-06-01,7,2,5.9958204858390625
2018-06-02,1,13,7.957892726837501
2018-06-03,2,4,2.7676862611031257
2018-06-04,0,4,4.182921194154688
2018-06-05,2,1,6.246491785221876
2018-06-06,0,11,5.0903435376375015
2018-06-07,1,4,3.1163438903718763
2018-06-08,0,15,25.3883342305875
2018-06-09,0,2,4.293015150587499
2018-06-10,0,3,3.27161399330625
2018-06-11,2,1,11.7506818820625
2018-06-12,0,11,6.183240951726564
2018-06-13,0,3,5.428142194409377
2018-06-14,0,1,2.5980791698531265
2018-06-15,0,11,3.9860650684203143
2018-06-16,0,0,2.067342640898439
2018-06-17,0,0,3.3230033749046894
2018-06-18,0,0,4.518382941618752
2018-06-19,0,11,3.4669523863156257
2018-06-20,0,3,2.549891114856251
2018-06-21,7,4,-0.2503562331984368
2018-06-22,1,6,5.138698637134376
2018-06-23,1,2,2.831398011726563
2018-06-24,4,3,1.9151593264718756
2018-06-25,3,15,1.0500612847781254
2018-06-26,0,1,6.203387577976564
2018-06-27,0,16,2.7893780222062503
2018-06-28,0,7,7.931212214007813
2018-06-29,0,6,2.4684507993406246
2018-06-30,0,9,0.7544594468703127
2018-07-01,2,1,4.019761268971876
2018-07-02,2,12,21.868948670809374
2018-07-03,2,4,18.015662142610935
2018-07-04,1,5,-1.6299007936812515
2018-07-05,1,0,0.8143974639359373
2018-07-06,2,0,2.265269712715627
